"Status","Year","Region_ITL1","Organisation","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Scotland","Transport Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Transport Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Transport Scotland","Unknown","100","90","42020","42190"
"In post","2021","Scotland","Transport Scotland","White","380","370","45130","42190"
"In post","2021","Scotland","United Kingdom Statistics Authority","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","United Kingdom Statistics Authority","Black","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","United Kingdom Statistics Authority","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","United Kingdom Statistics Authority","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","United Kingdom Statistics Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","United Kingdom Statistics Authority","White","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Valuation Office Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Valuation Office Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Valuation Office Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Valuation Office Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Valuation Office Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Valuation Office Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Valuation Office Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Valuation Office Agency","White","30","30","[c]","[c]"
"In post","2021","South East (England)","Advisory, Conciliation and Arbitration Service","Asian","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Advisory, Conciliation and Arbitration Service","Black","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Advisory, Conciliation and Arbitration Service","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Advisory, Conciliation and Arbitration Service","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Advisory, Conciliation and Arbitration Service","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Advisory, Conciliation and Arbitration Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Advisory, Conciliation and Arbitration Service","White","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Animal and Plant Health Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Animal and Plant Health Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Animal and Plant Health Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Animal and Plant Health Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Animal and Plant Health Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Animal and Plant Health Agency","Undeclared","30","30","[c]","[c]"
"In post","2021","South East (England)","Animal and Plant Health Agency","Unknown","40","40","[c]","[c]"
"In post","2021","South East (England)","Animal and Plant Health Agency","White","550","520","33500","29010"
"In post","2021","South East (England)","Cabinet Office (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Cabinet Office (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Cabinet Office (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Cabinet Office (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Cabinet Office (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Cabinet Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Cabinet Office (excl. agencies)","Unknown","120","120","47130","36240"
"In post","2021","South East (England)","Cabinet Office (excl. agencies)","White","80","70","37950","33300"
"In post","2021","South East (England)","Crown Prosecution Service","Asian","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Crown Prosecution Service","Black","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Crown Prosecution Service","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Crown Prosecution Service","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Crown Prosecution Service","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Crown Prosecution Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Crown Prosecution Service","Unknown","70","60","36160","30110"
"In post","2021","South East (England)","Crown Prosecution Service","White","540","500","43240","40000"
"In post","2021","South East (England)","Defence Equipment and Support","Asian","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Defence Equipment and Support","Black","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Defence Equipment and Support","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Defence Equipment and Support","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Defence Equipment and Support","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Defence Equipment and Support","Undeclared","30","30","[c]","[c]"
"In post","2021","South East (England)","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Defence Equipment and Support","White","410","390","29670","26680"
"In post","2021","South East (England)","Defence Science and Technology Laboratory","Asian","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Defence Science and Technology Laboratory","Black","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Defence Science and Technology Laboratory","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Defence Science and Technology Laboratory","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Defence Science and Technology Laboratory","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Defence Science and Technology Laboratory","Undeclared","200","190","43720","46080"
"In post","2021","South East (England)","Defence Science and Technology Laboratory","Unknown","100","100","36860","37320"
"In post","2021","South East (England)","Defence Science and Technology Laboratory","White","1330","1260","41380","40000"
"In post","2021","South East (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","White","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","60","50","40450","37830"
"In post","2021","South East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","White","220","220","42240","38070"
"In post","2021","South East (England)","Department for International Trade","Asian","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Department for International Trade","Black","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Department for International Trade","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Department for International Trade","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Department for International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Department for International Trade","White","80","80","48030","51970"
"In post","2021","South East (England)","Department for Transport (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Department for Transport (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Department for Transport (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Department for Transport (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Department for Transport (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Department for Transport (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Department for Transport (excl. agencies)","Unknown","40","40","[c]","[c]"
"In post","2021","South East (England)","Department for Transport (excl. agencies)","White","180","160","47580","33350"
"In post","2021","South East (England)","Department for Work and Pensions (excl. agencies)","Asian","400","360","27920","29050"
"In post","2021","South East (England)","Department for Work and Pensions (excl. agencies)","Black","230","220","28260","29290"
"In post","2021","South East (England)","Department for Work and Pensions (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Department for Work and Pensions (excl. agencies)","Mixed","140","140","27030","27570"
"In post","2021","South East (England)","Department for Work and Pensions (excl. agencies)","Other ethnicity","40","40","[c]","[c]"
"In post","2021","South East (England)","Department for Work and Pensions (excl. agencies)","Undeclared","360","320","27040","27570"
"In post","2021","South East (England)","Department for Work and Pensions (excl. agencies)","Unknown","380","350","26850","27570"
"In post","2021","South East (England)","Department for Work and Pensions (excl. agencies)","White","5080","4570","27390","27570"
"In post","2021","South East (England)","Department of Health and Social Care (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Department of Health and Social Care (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Department of Health and Social Care (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Department of Health and Social Care (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Department of Health and Social Care (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Department of Health and Social Care (excl. agencies)","White","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Driver and Vehicle Standards Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Driver and Vehicle Standards Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Driver and Vehicle Standards Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Driver and Vehicle Standards Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Driver and Vehicle Standards Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Driver and Vehicle Standards Agency","Undeclared","60","60","30180","28600"
"In post","2021","South East (England)","Driver and Vehicle Standards Agency","Unknown","90","90","28800","26700"
"In post","2021","South East (England)","Driver and Vehicle Standards Agency","White","340","320","30120","27680"
"In post","2021","South East (England)","FCDO Services","Asian","40","40","[c]","[c]"
"In post","2021","South East (England)","FCDO Services","Black","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","FCDO Services","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","FCDO Services","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","FCDO Services","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","FCDO Services","Undeclared","40","30","[c]","[c]"
"In post","2021","South East (England)","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","FCDO Services","White","640","610","38940","34770"
"In post","2021","South East (England)","Food Standards Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Food Standards Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Food Standards Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Food Standards Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Food Standards Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Food Standards Agency","White","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Foreign, Commonwealth and Development Office (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Foreign, Commonwealth and Development Office (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Foreign, Commonwealth and Development Office (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Foreign, Commonwealth and Development Office (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Foreign, Commonwealth and Development Office (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Foreign, Commonwealth and Development Office (excl. agencies)","White","230","220","31700","27060"
"In post","2021","South East (England)","Government Internal Audit Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Government Internal Audit Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Government Internal Audit Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Government Internal Audit Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Government Internal Audit Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Government Internal Audit Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Government Internal Audit Agency","White","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Health and Safety Executive","Asian","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Health and Safety Executive","Black","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Health and Safety Executive","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Health and Safety Executive","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Health and Safety Executive","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Health and Safety Executive","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Health and Safety Executive","White","70","70","41500","41480"
"In post","2021","South East (England)","HM Courts and Tribunals Service","Asian","60","50","25880","22080"
"In post","2021","South East (England)","HM Courts and Tribunals Service","Black","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","HM Courts and Tribunals Service","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","HM Courts and Tribunals Service","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","HM Courts and Tribunals Service","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","HM Courts and Tribunals Service","Undeclared","70","60","26060","21180"
"In post","2021","South East (England)","HM Courts and Tribunals Service","Unknown","130","120","21560","19930"
"In post","2021","South East (England)","HM Courts and Tribunals Service","White","1030","900","24440","21170"
"In post","2021","South East (England)","HM Prison and Probation Service","Asian","160","150","29920","29060"
"In post","2021","South East (England)","HM Prison and Probation Service","Black","250","240","30800","31300"
"In post","2021","South East (England)","HM Prison and Probation Service","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","HM Prison and Probation Service","Mixed","160","160","32220","31610"
"In post","2021","South East (England)","HM Prison and Probation Service","Other ethnicity","50","40","[c]","[c]"
"In post","2021","South East (England)","HM Prison and Probation Service","Undeclared","190","180","31260","31650"
"In post","2021","South East (England)","HM Prison and Probation Service","Unknown","1010","970","28500","29240"
"In post","2021","South East (England)","HM Prison and Probation Service","White","6290","5970","30740","30400"
"In post","2021","South East (England)","HM Revenue and Customs (excl. agencies)","Asian","70","70","30300","29570"
"In post","2021","South East (England)","HM Revenue and Customs (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","HM Revenue and Customs (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","HM Revenue and Customs (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","HM Revenue and Customs (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","HM Revenue and Customs (excl. agencies)","Undeclared","150","130","33030","31810"
"In post","2021","South East (England)","HM Revenue and Customs (excl. agencies)","Unknown","530","480","26910","25560"
"In post","2021","South East (England)","HM Revenue and Customs (excl. agencies)","White","1520","1360","30530","28130"
"In post","2021","South East (England)","Home Office (incl. agencies)","Asian","110","100","26840","26200"
"In post","2021","South East (England)","Home Office (incl. agencies)","Black","50","50","27370","26730"
"In post","2021","South East (England)","Home Office (incl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Home Office (incl. agencies)","Mixed","40","40","[c]","[c]"
"In post","2021","South East (England)","Home Office (incl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Home Office (incl. agencies)","Undeclared","400","350","29100","27370"
"In post","2021","South East (England)","Home Office (incl. agencies)","Unknown","200","190","24970","24880"
"In post","2021","South East (England)","Home Office (incl. agencies)","White","2970","2700","27770","26170"
"In post","2021","South East (England)","Insolvency Service","Asian","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Insolvency Service","Black","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Insolvency Service","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Insolvency Service","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Insolvency Service","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Insolvency Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Insolvency Service","Unknown","40","40","[c]","[c]"
"In post","2021","South East (England)","Insolvency Service","White","70","70","31780","27500"
"In post","2021","South East (England)","Legal Aid Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Legal Aid Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Legal Aid Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Legal Aid Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Legal Aid Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Legal Aid Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Legal Aid Agency","White","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Maritime and Coastguard Agency","Asian","30","30","[c]","[c]"
"In post","2021","South East (England)","Maritime and Coastguard Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Maritime and Coastguard Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Maritime and Coastguard Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Maritime and Coastguard Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Maritime and Coastguard Agency","Undeclared","50","50","37840","36180"
"In post","2021","South East (England)","Maritime and Coastguard Agency","Unknown","80","80","29700","26590"
"In post","2021","South East (England)","Maritime and Coastguard Agency","White","520","500","37690","33350"
"In post","2021","South East (England)","Met Office","Asian","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Met Office","Black","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Met Office","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Met Office","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Met Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Met Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Met Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Met Office","White","70","60","40310","38200"
"In post","2021","South East (England)","Ministry of Defence (excl. agencies)","Asian","200","190","28580","26350"
"In post","2021","South East (England)","Ministry of Defence (excl. agencies)","Black","90","90","31150","26670"
"In post","2021","South East (England)","Ministry of Defence (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Ministry of Defence (excl. agencies)","Mixed","90","90","35250","31620"
"In post","2021","South East (England)","Ministry of Defence (excl. agencies)","Other ethnicity","50","40","[c]","[c]"
"In post","2021","South East (England)","Ministry of Defence (excl. agencies)","Undeclared","460","450","33930","33300"
"In post","2021","South East (England)","Ministry of Defence (excl. agencies)","Unknown","630","610","33530","29890"
"In post","2021","South East (England)","Ministry of Defence (excl. agencies)","White","6660","6460","32380","30890"
"In post","2021","South East (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","White","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Ministry of Justice (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Ministry of Justice (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Ministry of Justice (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Ministry of Justice (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Ministry of Justice (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Ministry of Justice (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Ministry of Justice (excl. agencies)","White","100","90","41950","42800"
"In post","2021","South East (England)","National Crime Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","National Crime Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","National Crime Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","National Crime Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","National Crime Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","National Crime Agency","Unknown","90","80","41010","39820"
"In post","2021","South East (England)","National Crime Agency","White","320","310","39970","39840"
"In post","2021","South East (England)","Public Health England","Asian","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Public Health England","Black","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Public Health England","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Public Health England","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Public Health England","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Public Health England","Undeclared","50","50","46820","43130"
"In post","2021","South East (England)","Public Health England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Public Health England","White","390","340","45370","40030"
"In post","2021","South East (England)","Rural Payments Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Rural Payments Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Rural Payments Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Rural Payments Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Rural Payments Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Rural Payments Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Rural Payments Agency","Unknown","60","50","27450","22430"
"In post","2021","South East (England)","Rural Payments Agency","White","110","100","32760","29180"
"In post","2021","South East (England)","Submarine Delivery Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Submarine Delivery Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Submarine Delivery Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Submarine Delivery Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Submarine Delivery Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Submarine Delivery Agency","White","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","UK Space Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","UK Space Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","UK Space Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","UK Space Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","UK Space Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","UK Space Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","UK Space Agency","White","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","United Kingdom Statistics Authority","Asian","60","50","25250","23130"
"In post","2021","South East (England)","United Kingdom Statistics Authority","Black","40","30","[c]","[c]"
"In post","2021","South East (England)","United Kingdom Statistics Authority","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","United Kingdom Statistics Authority","Mixed","30","30","[c]","[c]"
"In post","2021","South East (England)","United Kingdom Statistics Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","United Kingdom Statistics Authority","Undeclared","40","30","[c]","[c]"
"In post","2021","South East (England)","United Kingdom Statistics Authority","Unknown","390","320","27200","23050"
"In post","2021","South East (England)","United Kingdom Statistics Authority","White","1860","1520","29180","23780"
"In post","2021","South East (England)","Valuation Office Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Valuation Office Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Valuation Office Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Valuation Office Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Valuation Office Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Valuation Office Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Valuation Office Agency","Unknown","40","30","[c]","[c]"
"In post","2021","South East (England)","Valuation Office Agency","White","150","140","36300","32110"
"In post","2021","South East (England)","Vehicle Certification Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Vehicle Certification Agency","Black","[c]","[c]","[c]","[c]"
