"Status","Year","Region_ITL1","Ethnicity","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Wales","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Other ethnicity","No function","40","40","[c]","[c]"
"In post","2021","Wales","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Other ethnicity","Unknown","30","30","[c]","[c]"
"In post","2021","Wales","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Undeclared","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Undeclared","Digital, Data & Technology","110","110","42480","41180"
"In post","2021","Wales","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Undeclared","No function","460","420","27430","25100"
"In post","2021","Wales","Undeclared","Project Delivery","30","30","[c]","[c]"
"In post","2021","Wales","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Undeclared","Unknown","500","460","33750","27570"
"In post","2021","Wales","Unknown","Analysis","210","210","33040","29540"
"In post","2021","Wales","Unknown","Commercial","40","40","[c]","[c]"
"In post","2021","Wales","Unknown","Communications","250","240","27890","25560"
"In post","2021","Wales","Unknown","Counter Fraud","60","50","30350","30630"
"In post","2021","Wales","Unknown","Debt","110","100","21700","20140"
"In post","2021","Wales","Unknown","Digital, Data & Technology","370","360","37750","34750"
"In post","2021","Wales","Unknown","Finance","50","40","[c]","[c]"
"In post","2021","Wales","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Unknown","Human Resources","60","60","36150","30430"
"In post","2021","Wales","Unknown","Legal","70","70","45070","50120"
"In post","2021","Wales","Unknown","No function","2500","2320","25380","21590"
"In post","2021","Wales","Unknown","Project Delivery","70","70","37080","36070"
"In post","2021","Wales","Unknown","Property","80","80","29070","25860"
"In post","2021","Wales","Unknown","Security","40","30","[c]","[c]"
"In post","2021","Wales","Unknown","Unknown","570","530","29120","27570"
"In post","2021","Wales","White","Analysis","800","760","37140","36030"
"In post","2021","Wales","White","Commercial","300","280","34750","31150"
"In post","2021","Wales","White","Communications","630","600","30270","25560"
"In post","2021","Wales","White","Counter Fraud","310","280","31890","31810"
"In post","2021","Wales","White","Debt","200","190","24040","21410"
"In post","2021","Wales","White","Digital, Data & Technology","1320","1290","40250","38000"
"In post","2021","Wales","White","Finance","310","290","34580","30730"
"In post","2021","Wales","White","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Wales","White","Human Resources","560","530","34990","31380"
"In post","2021","Wales","White","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Wales","White","Legal","450","410","41240","38970"
"In post","2021","Wales","White","No function","11920","10700","27220","22850"
"In post","2021","Wales","White","Project Delivery","690","660","35140","30950"
"In post","2021","Wales","White","Property","380","360","33330","31100"
"In post","2021","Wales","White","Security","260","250","27570","25390"
"In post","2021","Wales","White","Unknown","11050","10170","33090","27570"
"In post","2021","West Midlands (England)","Asian","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Asian","Commercial","30","30","[c]","[c]"
"In post","2021","West Midlands (England)","Asian","Communications","50","50","[c]","[c]"
"In post","2021","West Midlands (England)","Asian","Counter Fraud","110","100","29360","25560"
"In post","2021","West Midlands (England)","Asian","Debt","80","70","21550","20140"
"In post","2021","West Midlands (England)","Asian","Digital, Data & Technology","110","100","37790","36240"
"In post","2021","West Midlands (England)","Asian","Finance","80","80","35090","31810"
"In post","2021","West Midlands (England)","Asian","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Asian","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Asian","Legal","150","140","36030","31810"
"In post","2021","West Midlands (England)","Asian","No function","1680","1580","27110","22570"
"In post","2021","West Midlands (England)","Asian","Project Delivery","80","80","39190","38630"
"In post","2021","West Midlands (England)","Asian","Property","30","30","[c]","[c]"
"In post","2021","West Midlands (England)","Asian","Security","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Asian","Unknown","1640","1480","25790","27570"
"In post","2021","West Midlands (England)","Black","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Black","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Black","Communications","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Black","Debt","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Black","Finance","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Black","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Black","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Black","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Black","Legal","40","40","[c]","[c]"
"In post","2021","West Midlands (England)","Black","No function","580","550","28160","24700"
"In post","2021","West Midlands (England)","Black","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Black","Property","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Black","Security","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Black","Unknown","430","390","25870","27570"
"In post","2021","West Midlands (England)","Chinese","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Chinese","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Chinese","Communications","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Chinese","Debt","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Chinese","Finance","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Chinese","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Chinese","Legal","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Chinese","No function","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Chinese","Property","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Chinese","Security","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Mixed","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Mixed","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Mixed","Communications","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Mixed","Debt","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Mixed","Finance","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Mixed","Legal","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Mixed","No function","250","230","27760","24440"
"In post","2021","West Midlands (England)","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Mixed","Property","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Mixed","Security","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Mixed","Unknown","190","170","26470","27570"
"In post","2021","West Midlands (England)","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Other ethnicity","No function","70","70","30210","25790"
"In post","2021","West Midlands (England)","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Other ethnicity","Unknown","40","40","[c]","[c]"
"In post","2021","West Midlands (England)","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Undeclared","Counter Fraud","60","50","34620","28130"
"In post","2021","West Midlands (England)","Undeclared","Debt","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Undeclared","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","West Midlands (England)","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Undeclared","No function","450","430","30970","27680"
"In post","2021","West Midlands (England)","Undeclared","Project Delivery","40","40","[c]","[c]"
"In post","2021","West Midlands (England)","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Undeclared","Unknown","530","460","25960","27570"
"In post","2021","West Midlands (England)","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Unknown","Commercial","60","60","48010","46200"
"In post","2021","West Midlands (England)","Unknown","Communications","120","110","29820","25560"
"In post","2021","West Midlands (England)","Unknown","Counter Fraud","120","110","30870","28130"
"In post","2021","West Midlands (England)","Unknown","Debt","170","160","20710","20140"
"In post","2021","West Midlands (England)","Unknown","Digital, Data & Technology","160","160","40120","36780"
"In post","2021","West Midlands (England)","Unknown","Finance","50","50","[c]","[c]"
"In post","2021","West Midlands (England)","Unknown","Grants Management","90","80","24870","21050"
"In post","2021","West Midlands (England)","Unknown","Human Resources","30","30","[c]","[c]"
"In post","2021","West Midlands (England)","Unknown","Legal","90","80","39540","34480"
"In post","2021","West Midlands (England)","Unknown","No function","1900","1800","26670","23970"
"In post","2021","West Midlands (England)","Unknown","Project Delivery","100","90","37980","36120"
"In post","2021","West Midlands (England)","Unknown","Property","80","70","34250","31100"
"In post","2021","West Midlands (England)","Unknown","Security","50","50","[c]","[c]"
"In post","2021","West Midlands (England)","Unknown","Unknown","600","550","27040","27570"
"In post","2021","West Midlands (England)","White","Analysis","40","30","[c]","[c]"
"In post","2021","West Midlands (England)","White","Commercial","220","220","38950","34800"
"In post","2021","West Midlands (England)","White","Communications","160","160","36040","31940"
"In post","2021","West Midlands (England)","White","Counter Fraud","400","370","33420","31810"
"In post","2021","West Midlands (England)","White","Debt","160","140","25160","21440"
"In post","2021","West Midlands (England)","White","Digital, Data & Technology","630","610","41190","38630"
"In post","2021","West Midlands (England)","White","Finance","290","270","41730","38630"
"In post","2021","West Midlands (England)","White","Grants Management","50","40","25650","25880"
"In post","2021","West Midlands (England)","White","Human Resources","260","250","39320","36770"
"In post","2021","West Midlands (England)","White","Internal Audit","40","40","[c]","[c]"
"In post","2021","West Midlands (England)","White","Legal","480","450","41660","39400"
"In post","2021","West Midlands (England)","White","No function","8880","8320","31180","27230"
"In post","2021","West Midlands (England)","White","Project Delivery","770","750","36860","33300"
"In post","2021","West Midlands (England)","White","Property","390","370","35070","33250"
"In post","2021","West Midlands (England)","White","Security","280","270","30170","26960"
"In post","2021","West Midlands (England)","White","Unknown","6590","5850","27090","27570"
"In post","2021","Yorkshire and The Humber","Asian","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Asian","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Asian","Communications","80","80","28420","25560"
"In post","2021","Yorkshire and The Humber","Asian","Counter Fraud","90","80","28840","25560"
"In post","2021","Yorkshire and The Humber","Asian","Debt","60","50","21440","20140"
"In post","2021","Yorkshire and The Humber","Asian","Digital, Data & Technology","70","70","33640","31810"
"In post","2021","Yorkshire and The Humber","Asian","Finance","100","90","26040","21440"
"In post","2021","Yorkshire and The Humber","Asian","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Asian","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Asian","Legal","70","70","40740","41830"
"In post","2021","Yorkshire and The Humber","Asian","No function","590","540","29150","25560"
"In post","2021","Yorkshire and The Humber","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Asian","Property","40","30","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Asian","Security","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Asian","Unknown","1140","1040","26350","27570"
"In post","2021","Yorkshire and The Humber","Black","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","No function","170","160","31200","28390"
"In post","2021","Yorkshire and The Humber","Black","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","Property","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","Security","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","Unknown","250","240","26670","27570"
"In post","2021","Yorkshire and The Humber","Chinese","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","No function","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","Property","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","Security","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","No function","170","160","31930","28200"
"In post","2021","Yorkshire and The Humber","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","Property","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","Security","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","Unknown","230","210","28000","27570"
"In post","2021","Yorkshire and The Humber","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Other ethnicity","No function","40","30","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Other ethnicity","Unknown","50","50","27910","26510"
"In post","2021","Yorkshire and The Humber","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Undeclared","Counter Fraud","40","40","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Undeclared","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Undeclared","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Undeclared","Finance","40","40","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Undeclared","No function","400","370","31570","28770"
"In post","2021","Yorkshire and The Humber","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Undeclared","Property","30","30","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Undeclared","Security","50","50","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Undeclared","Unknown","690","620","29210","27570"
"In post","2021","Yorkshire and The Humber","Unknown","Analysis","40","30","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Unknown","Commercial","160","160","52840","50550"
"In post","2021","Yorkshire and The Humber","Unknown","Communications","290","280","29030","25560"
"In post","2021","Yorkshire and The Humber","Unknown","Counter Fraud","130","130","30230","25560"
"In post","2021","Yorkshire and The Humber","Unknown","Debt","140","140","20840","20140"
"In post","2021","Yorkshire and The Humber","Unknown","Digital, Data & Technology","160","160","39850","36820"
"In post","2021","Yorkshire and The Humber","Unknown","Finance","180","170","31250","28610"
"In post","2021","Yorkshire and The Humber","Unknown","Grants Management","100","100","23650","21050"
"In post","2021","Yorkshire and The Humber","Unknown","Human Resources","40","40","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Unknown","Legal","140","130","37090","28430"
"In post","2021","Yorkshire and The Humber","Unknown","No function","2120","2030","27920","24920"
"In post","2021","Yorkshire and The Humber","Unknown","Project Delivery","80","80","36740","34600"
"In post","2021","Yorkshire and The Humber","Unknown","Property","140","130","30180","26210"
"In post","2021","Yorkshire and The Humber","Unknown","Security","240","230","28830","26670"
"In post","2021","Yorkshire and The Humber","Unknown","Unknown","880","820","28630","27570"
"In post","2021","Yorkshire and The Humber","White","Analysis","280","260","41960","41990"
"In post","2021","Yorkshire and The Humber","White","Commercial","270","260","42020","37940"
"In post","2021","Yorkshire and The Humber","White","Communications","250","240","32960","30470"
"In post","2021","Yorkshire and The Humber","White","Counter Fraud","600","550","33300","31810"
"In post","2021","Yorkshire and The Humber","White","Debt","190","160","26310","25560"
"In post","2021","Yorkshire and The Humber","White","Digital, Data & Technology","560","540","40060","36740"
"In post","2021","Yorkshire and The Humber","White","Finance","580","530","35050","29730"
"In post","2021","Yorkshire and The Humber","White","Grants Management","80","80","29740","26520"
"In post","2021","Yorkshire and The Humber","White","Human Resources","380","360","40120","37910"
"In post","2021","Yorkshire and The Humber","White","Internal Audit","50","40","[c]","[c]"
"In post","2021","Yorkshire and The Humber","White","Legal","790","720","42570","43460"
"In post","2021","Yorkshire and The Humber","White","No function","10130","9360","31580","28800"
"In post","2021","Yorkshire and The Humber","White","Project Delivery","510","490","39240","36460"
"In post","2021","Yorkshire and The Humber","White","Property","550","510","34210","32110"
"In post","2021","Yorkshire and The Humber","White","Security","580","560","31950","33200"
"In post","2021","Yorkshire and The Humber","White","Unknown","11070","9980","29220","27570"
"In post","2022","East Midlands (England)","Asian","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Asian","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Asian","Communications","90","90","28850","26820"
"In post","2022","East Midlands (England)","Asian","Counter Fraud","70","70","32390","32530"
"In post","2022","East Midlands (England)","Asian","Debt","50","50","24310","25580"
"In post","2022","East Midlands (England)","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Asian","Finance","40","40","[c]","[c]"
"In post","2022","East Midlands (England)","Asian","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Asian","Human Resources","50","50","[c]","[c]"
"In post","2022","East Midlands (England)","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Asian","Legal","70","60","36670","33310"
"In post","2022","East Midlands (England)","Asian","No function","1430","1280","26880","25710"
"In post","2022","East Midlands (England)","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Asian","Property","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Asian","Security","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Asian","Unknown","50","40","[c]","[c]"
"In post","2022","East Midlands (England)","Black","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Black","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Black","Communications","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Black","Debt","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Black","Finance","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Black","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Black","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Black","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Black","Legal","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Black","No function","460","420","27490","26820"
"In post","2022","East Midlands (England)","Black","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Black","Property","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Black","Security","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Mixed","Analysis","[c]","[c]","[c]","[c]"
