"Status","Year","Function_of_post","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Security","Mixed","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Security","Mixed","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Security","Mixed","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other ethnicity","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other ethnicity","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other ethnicity","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other ethnicity","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other ethnicity","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other ethnicity","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other ethnicity","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other ethnicity","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other ethnicity","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other ethnicity","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other ethnicity","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other ethnicity","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other ethnicity","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other ethnicity","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other ethnicity","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other ethnicity","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other ethnicity","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other ethnicity","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other ethnicity","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other ethnicity","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other ethnicity","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other ethnicity","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other ethnicity","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other ethnicity","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other ethnicity","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other ethnicity","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other ethnicity","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other ethnicity","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other ethnicity","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other ethnicity","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other ethnicity","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other ethnicity","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Security","Undeclared","Cabinet Office (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Security","Undeclared","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Security","Undeclared","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Security","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Security","Undeclared","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Security","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Security","Undeclared","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Security","Undeclared","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Security","Undeclared","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Security","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Security","Undeclared","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Security","Undeclared","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Security","Undeclared","Ministry of Defence (excl. agencies)","300","300","32620","37640"
"In post","2021","Security","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Security","Undeclared","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Security","Undeclared","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","Security","Undeclared","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Cabinet Office (excl. agencies)","310","290","29470","26670"
"In post","2021","Security","Unknown","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","HM Prison and Probation Service","70","70","35400","31530"
"In post","2021","Security","Unknown","HM Revenue and Customs (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Security","Unknown","Ministry of Defence (excl. agencies)","760","750","28890","26610"
"In post","2021","Security","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Security","White","Cabinet Office (excl. agencies)","470","450","35190","33300"
"In post","2021","Security","White","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Security","White","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Security","White","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Security","White","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","Security","White","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Security","White","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Security","White","Defence Science and Technology Laboratory","40","40","[c]","[c]"
"In post","2021","Security","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Security","White","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Security","White","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Security","White","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Security","White","Driver and Vehicle Licensing Agency","100","90","30860","26470"
"In post","2021","Security","White","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Security","White","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Security","White","FCDO Services","200","190","34730","31340"
"In post","2021","Security","White","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Security","White","Foreign, Commonwealth and Development Office (excl. agencies)","220","220","44190","37560"
"In post","2021","Security","White","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","Security","White","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Security","White","HM Prison and Probation Service","530","520","39610","37170"
"In post","2021","Security","White","HM Revenue and Customs (excl. agencies)","120","110","41500","38630"
"In post","2021","Security","White","Ministry of Defence (excl. agencies)","4720","4620","28960","23540"
"In post","2021","Security","White","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Security","White","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Security","White","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Security","White","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Security","White","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","Security","White","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Security","White","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","Security","White","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Security","White","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Security","White","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Security","White","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Security","White","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Department for Education (excl. agencies)","50","40","[c]","[c]"
"In post","2021","Unknown","Asian","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Department for Work and Pensions (excl. agencies)","7340","6620","27750","27570"
"In post","2021","Unknown","Asian","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Home Office (incl. agencies)","4500","4160","31280","28810"
"In post","2021","Unknown","Asian","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Medicines and Healthcare Products Regulatory Agency","210","210","41820","33320"
"In post","2021","Unknown","Asian","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Ministry of Defence (excl. agencies)","400","390","32870","26670"
"In post","2021","Unknown","Asian","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Scottish Government (excl. agencies)","70","70","39690","38540"
"In post","2021","Unknown","Asian","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Welsh Government (excl. agencies)","50","50","[c]","[c]"
"In post","2021","Unknown","Asian","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Department for Work and Pensions (excl. agencies)","3860","3650","29100","30010"
"In post","2021","Unknown","Black","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Home Office (incl. agencies)","1890","1780","32540","29080"
"In post","2021","Unknown","Black","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Medicines and Healthcare Products Regulatory Agency","80","80","37140","32960"
"In post","2021","Unknown","Black","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Ministry of Defence (excl. agencies)","220","210","30340","25870"
"In post","2021","Unknown","Black","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Scottish Government (excl. agencies)","40","30","[c]","[c]"
"In post","2021","Unknown","Black","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Department for Work and Pensions (excl. agencies)","150","130","27220","27570"
"In post","2021","Unknown","Chinese","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Home Office (incl. agencies)","150","140","31790","28980"
"In post","2021","Unknown","Chinese","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Unknown","Chinese","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Department for Work and Pensions (excl. agencies)","1610","1500","27980","27570"
"In post","2021","Unknown","Mixed","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Home Office (incl. agencies)","720","670","33310","28940"
"In post","2021","Unknown","Mixed","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Medicines and Healthcare Products Regulatory Agency","90","90","40400","40450"
"In post","2021","Unknown","Mixed","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Ministry of Defence (excl. agencies)","180","170","34010","30680"
"In post","2021","Unknown","Mixed","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Scottish Government (excl. agencies)","70","70","44640","39660"
"In post","2021","Unknown","Mixed","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Welsh Government (excl. agencies)","60","60","39540","37410"
"In post","2021","Unknown","Mixed","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Crown Commercial Service","[c]","[c]","[c]","[c]"
