"Status","Year","Region_ITL2","Sex","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","North Yorkshire","Female","Unknown","300","280","33400","28000"
"In post","2022","North Yorkshire","Male","Declared disabled","190","190","30580","27570"
"In post","2022","North Yorkshire","Male","Declared non-disabled","1540","1510","33950","30760"
"In post","2022","North Yorkshire","Male","Undeclared","170","170","32160","29390"
"In post","2022","North Yorkshire","Male","Unknown","340","330","32280","28700"
"In post","2022","Northern Ireland","Female","Declared disabled","190","170","30140","26820"
"In post","2022","Northern Ireland","Female","Declared non-disabled","1210","1110","30520","26820"
"In post","2022","Northern Ireland","Female","Undeclared","100","90","29750","27420"
"In post","2022","Northern Ireland","Female","Unknown","480","450","28800","26590"
"In post","2022","Northern Ireland","Male","Declared disabled","150","150","28590","26820"
"In post","2022","Northern Ireland","Male","Declared non-disabled","1350","1320","29890","26590"
"In post","2022","Northern Ireland","Male","Undeclared","120","120","30050","26750"
"In post","2022","Northern Ireland","Male","Unknown","660","640","28090","24880"
"In post","2022","Northumberland, and Tyne and Wear","Female","Declared disabled","1610","1370","27700","26590"
"In post","2022","Northumberland, and Tyne and Wear","Female","Declared non-disabled","9080","7890","29200","26820"
"In post","2022","Northumberland, and Tyne and Wear","Female","Undeclared","480","420","28510","26820"
"In post","2022","Northumberland, and Tyne and Wear","Female","Unknown","2330","2010","27290","22200"
"In post","2022","Northumberland, and Tyne and Wear","Male","Declared disabled","990","930","29170","26820"
"In post","2022","Northumberland, and Tyne and Wear","Male","Declared non-disabled","6290","6070","32650","27570"
"In post","2022","Northumberland, and Tyne and Wear","Male","Undeclared","540","520","32550","27570"
"In post","2022","Northumberland, and Tyne and Wear","Male","Unknown","1940","1870","31000","26820"
"In post","2022","Outer London - East and North East","Female","Declared disabled","360","320","30700","31060"
"In post","2022","Outer London - East and North East","Female","Declared non-disabled","1700","1540","30830","31060"
"In post","2022","Outer London - East and North East","Female","Undeclared","150","130","30210","30340"
"In post","2022","Outer London - East and North East","Female","Unknown","240","230","29550","29020"
"In post","2022","Outer London - East and North East","Male","Declared disabled","170","160","31490","31060"
"In post","2022","Outer London - East and North East","Male","Declared non-disabled","1120","1090","32900","31060"
"In post","2022","Outer London - East and North East","Male","Undeclared","140","140","33890","33950"
"In post","2022","Outer London - East and North East","Male","Unknown","190","180","31550","31060"
"In post","2022","Outer London - South","Female","Declared disabled","740","680","35510","31060"
"In post","2022","Outer London - South","Female","Declared non-disabled","4590","4240","37570","33150"
"In post","2022","Outer London - South","Female","Undeclared","330","310","37600","33370"
"In post","2022","Outer London - South","Female","Unknown","1040","1000","37000","33440"
"In post","2022","Outer London - South","Male","Declared disabled","470","450","40600","36620"
"In post","2022","Outer London - South","Male","Declared non-disabled","3360","3300","41170","37290"
"In post","2022","Outer London - South","Male","Undeclared","290","280","42370","37930"
"In post","2022","Outer London - South","Male","Unknown","1010","990","40560","37560"
"In post","2022","Outer London - West and North West","Female","Declared disabled","500","450","31910","31060"
"In post","2022","Outer London - West and North West","Female","Declared non-disabled","3550","3230","32840","31060"
"In post","2022","Outer London - West and North West","Female","Undeclared","210","190","32700","30780"
"In post","2022","Outer London - West and North West","Female","Unknown","730","690","37020","31060"
"In post","2022","Outer London - West and North West","Male","Declared disabled","380","360","33100","31060"
"In post","2022","Outer London - West and North West","Male","Declared non-disabled","2820","2700","33930","31060"
"In post","2022","Outer London - West and North West","Male","Undeclared","280","260","34820","31520"
"In post","2022","Outer London - West and North West","Male","Unknown","660","640","36460","31060"
"In post","2022","Overseas","Female","Declared disabled","100","100","47850","51500"
"In post","2022","Overseas","Female","Declared non-disabled","920","920","48580","47900"
"In post","2022","Overseas","Female","Undeclared","50","50","[c]","[c]"
"In post","2022","Overseas","Female","Unknown","440","440","50650","46600"
"In post","2022","Overseas","Male","Declared disabled","140","140","47750","43440"
"In post","2022","Overseas","Male","Declared non-disabled","1430","1430","49390","47340"
"In post","2022","Overseas","Male","Undeclared","110","110","47200","41960"
"In post","2022","Overseas","Male","Unknown","500","490","52450","53000"
"In post","2022","Shropshire and Staffordshire","Female","Declared disabled","700","630","29470","27570"
"In post","2022","Shropshire and Staffordshire","Female","Declared non-disabled","3370","3070","30110","27570"
"In post","2022","Shropshire and Staffordshire","Female","Undeclared","280","250","29550","27120"
"In post","2022","Shropshire and Staffordshire","Female","Unknown","580","540","30810","25610"
"In post","2022","Shropshire and Staffordshire","Male","Declared disabled","470","440","30540","27570"
"In post","2022","Shropshire and Staffordshire","Male","Declared non-disabled","2680","2590","32500","28550"
"In post","2022","Shropshire and Staffordshire","Male","Undeclared","360","340","31720","29670"
"In post","2022","Shropshire and Staffordshire","Male","Unknown","470","450","33770","26830"
"In post","2022","South Yorkshire","Female","Declared disabled","820","710","29960","27570"
"In post","2022","South Yorkshire","Female","Declared non-disabled","4260","3720","31180","27570"
"In post","2022","South Yorkshire","Female","Undeclared","270","250","32110","29360"
"In post","2022","South Yorkshire","Female","Unknown","700","660","31540","27570"
"In post","2022","South Yorkshire","Male","Declared disabled","500","470","31660","27570"
"In post","2022","South Yorkshire","Male","Declared non-disabled","3000","2890","34000","30160"
"In post","2022","South Yorkshire","Male","Undeclared","310","290","33310","31650"
"In post","2022","South Yorkshire","Male","Unknown","640","630","34010","29360"
"In post","2022","Southern Scotland","Female","Declared disabled","350","300","28750","26820"
"In post","2022","Southern Scotland","Female","Declared non-disabled","2210","1950","30240","27570"
"In post","2022","Southern Scotland","Female","Undeclared","90","80","29590","26590"
"In post","2022","Southern Scotland","Female","Unknown","1020","900","28500","25930"
"In post","2022","Southern Scotland","Male","Declared disabled","190","180","29960","27370"
"In post","2022","Southern Scotland","Male","Declared non-disabled","1520","1460","31930","27570"
"In post","2022","Southern Scotland","Male","Undeclared","90","80","32050","27570"
"In post","2022","Southern Scotland","Male","Unknown","780","750","29940","26590"
"In post","2022","Surrey, East and West Sussex","Female","Declared disabled","620","550","29440","27570"
"In post","2022","Surrey, East and West Sussex","Female","Declared non-disabled","3580","3190","30860","27570"
"In post","2022","Surrey, East and West Sussex","Female","Undeclared","320","290","31350","28350"
"In post","2022","Surrey, East and West Sussex","Female","Unknown","510","470","31920","27570"
"In post","2022","Surrey, East and West Sussex","Male","Declared disabled","420","390","31020","27720"
"In post","2022","Surrey, East and West Sussex","Male","Declared non-disabled","2500","2380","32650","29130"
"In post","2022","Surrey, East and West Sussex","Male","Undeclared","340","320","33470","32190"
"In post","2022","Surrey, East and West Sussex","Male","Unknown","490","460","32870","28680"
"In post","2022","Tees Valley and Durham","Female","Declared disabled","780","670","27810","27570"
"In post","2022","Tees Valley and Durham","Female","Declared non-disabled","4050","3580","28610","26610"
"In post","2022","Tees Valley and Durham","Female","Undeclared","330","290","28870","27380"
"In post","2022","Tees Valley and Durham","Female","Unknown","690","650","27360","23910"
"In post","2022","Tees Valley and Durham","Male","Declared disabled","450","420","28930","27560"
"In post","2022","Tees Valley and Durham","Male","Declared non-disabled","2600","2470","30010","27570"
"In post","2022","Tees Valley and Durham","Male","Undeclared","470","430","31440","31650"
"In post","2022","Tees Valley and Durham","Male","Unknown","490","480","28410","25210"
"In post","2022","Unknown","Female","Declared disabled","100","90","29970","27570"
"In post","2022","Unknown","Female","Declared non-disabled","470","440","32710","30190"
"In post","2022","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Unknown","430","420","34110","30780"
"In post","2022","Unknown","Male","Declared disabled","50","50","36830","30650"
"In post","2022","Unknown","Male","Declared non-disabled","380","370","34100","29290"
"In post","2022","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Unknown","1830","1820","37900","33570"
"In post","2022","West Central Scotland","Female","Declared disabled","1130","990","28910","27230"
"In post","2022","West Central Scotland","Female","Declared non-disabled","6790","6130","31200","27570"
"In post","2022","West Central Scotland","Female","Undeclared","360","320","29110","26820"
"In post","2022","West Central Scotland","Female","Unknown","2330","2170","32310","27570"
"In post","2022","West Central Scotland","Male","Declared disabled","810","760","30560","27570"
"In post","2022","West Central Scotland","Male","Declared non-disabled","5200","5030","33060","27570"
"In post","2022","West Central Scotland","Male","Undeclared","330","320","32010","27570"
"In post","2022","West Central Scotland","Male","Unknown","2900","2780","33440","32170"
"In post","2022","West Midlands","Female","Declared disabled","1540","1360","29330","27570"
"In post","2022","West Midlands","Female","Declared non-disabled","7910","7080","30590","27570"
"In post","2022","West Midlands","Female","Undeclared","480","430","29430","27570"
"In post","2022","West Midlands","Female","Unknown","1980","1860","30890","26820"
"In post","2022","West Midlands","Male","Declared disabled","850","800","31130","27570"
"In post","2022","West Midlands","Male","Declared non-disabled","5250","5100","32980","27570"
"In post","2022","West Midlands","Male","Undeclared","420","400","32390","27570"
"In post","2022","West Midlands","Male","Unknown","1650","1610","33020","28920"
"In post","2022","West Wales and The Valleys","Female","Declared disabled","1300","1100","25950","24170"
"In post","2022","West Wales and The Valleys","Female","Declared non-disabled","7620","6690","28580","26470"
"In post","2022","West Wales and The Valleys","Female","Undeclared","500","430","27120","24680"
"In post","2022","West Wales and The Valleys","Female","Unknown","1010","910","26450","21840"
"In post","2022","West Wales and The Valleys","Male","Declared disabled","630","590","28130","26780"
"In post","2022","West Wales and The Valleys","Male","Declared non-disabled","4700","4540","31680","27570"
"In post","2022","West Wales and The Valleys","Male","Undeclared","500","470","31360","27570"
"In post","2022","West Wales and The Valleys","Male","Unknown","790","770","29400","25860"
"In post","2022","West Yorkshire","Female","Declared disabled","1250","1110","30870","27570"
"In post","2022","West Yorkshire","Female","Declared non-disabled","6810","6120","32220","27570"
"In post","2022","West Yorkshire","Female","Undeclared","480","430","30570","27570"
"In post","2022","West Yorkshire","Female","Unknown","2060","1930","32540","27570"
"In post","2022","West Yorkshire","Male","Declared disabled","770","730","32670","27570"
"In post","2022","West Yorkshire","Male","Declared non-disabled","5290","5110","34010","28970"
"In post","2022","West Yorkshire","Male","Undeclared","490","460","33310","31650"
"In post","2022","West Yorkshire","Male","Unknown","2000","1960","32420","27120"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Female","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Female","Declared non-disabled","130","110","27390","24820"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Female","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Male","Declared non-disabled","120","110","34920","27570"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Male","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","Declared non-disabled","170","150","31980","26010"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","Unknown","100","90","27270","21050"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","Declared non-disabled","210","200","34340","29930"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","Unknown","110","100","31560","27570"
"Leaver CS","2021","Cheshire","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Female","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2021","Cheshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Female","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Cheshire","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Male","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2021","Cheshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Male","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2021","Cumbria","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Male","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Female","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Female","Declared non-disabled","220","180","25530","21170"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Female","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Male","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Male","Declared non-disabled","150","130","30650","26120"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Male","Unknown","80","80","[c]","[c]"
"Leaver CS","2021","Devon","Female","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","Devon","Female","Declared non-disabled","170","140","25380","21010"
"Leaver CS","2021","Devon","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Female","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","Devon","Male","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","Devon","Male","Declared non-disabled","200","180","27670","25720"
"Leaver CS","2021","Devon","Male","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Devon","Male","Unknown","80","70","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Female","Declared non-disabled","100","80","26180","26000"
"Leaver CS","2021","Dorset and Somerset","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Male","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Male","Declared non-disabled","120","110","32100","30830"
"Leaver CS","2021","Dorset and Somerset","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Male","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","East Anglia","Female","Declared disabled","60","50","[c]","[c]"
"Leaver CS","2021","East Anglia","Female","Declared non-disabled","290","250","27940","24110"
"Leaver CS","2021","East Anglia","Female","Undeclared","50","40","[c]","[c]"
"Leaver CS","2021","East Anglia","Female","Unknown","110","100","28350","27570"
"Leaver CS","2021","East Anglia","Male","Declared disabled","60","50","[c]","[c]"
"Leaver CS","2021","East Anglia","Male","Declared non-disabled","270","250","33690","27570"
"Leaver CS","2021","East Anglia","Male","Undeclared","50","50","[c]","[c]"
"Leaver CS","2021","East Anglia","Male","Unknown","100","90","35680","27570"
"Leaver CS","2021","East Wales","Female","Declared disabled","80","60","[c]","[c]"
"Leaver CS","2021","East Wales","Female","Declared non-disabled","360","290","32270","26180"
"Leaver CS","2021","East Wales","Female","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","East Wales","Female","Unknown","150","130","27610","21430"
"Leaver CS","2021","East Wales","Male","Declared disabled","60","50","[c]","[c]"
"Leaver CS","2021","East Wales","Male","Declared non-disabled","300","270","37690","30280"
"Leaver CS","2021","East Wales","Male","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","East Wales","Male","Unknown","180","170","29820","23320"
"Leaver CS","2021","East Wales","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Female","Declared non-disabled","150","120","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Female","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Male","Declared non-disabled","130","120","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Male","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Female","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Female","Declared non-disabled","270","220","33220","26890"
"Leaver CS","2021","Eastern Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Female","Unknown","250","210","33140","27150"
"Leaver CS","2021","Eastern Scotland","Male","Declared disabled","60","50","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Male","Declared non-disabled","220","200","35940","29190"
"Leaver CS","2021","Eastern Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Male","Unknown","250","240","37110","33650"
"Leaver CS","2021","Essex","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex","Female","Declared non-disabled","110","100","28720","24590"
"Leaver CS","2021","Essex","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex","Female","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Essex","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex","Male","Declared non-disabled","80","70","[c]","[c]"
"Leaver CS","2021","Essex","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Declared disabled","90","70","26060","23690"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Declared non-disabled","380","340","31340","27020"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Undeclared","50","40","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Unknown","130","110","32850","27570"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Male","Declared disabled","80","70","33660","31490"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Male","Declared non-disabled","480","460","37680","33300"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Male","Undeclared","70","60","39720","37910"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Male","Unknown","130","130","37180","32670"
"Leaver CS","2021","Greater Manchester","Female","Declared disabled","60","50","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Female","Declared non-disabled","340","290","30660","26050"
"Leaver CS","2021","Greater Manchester","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Female","Unknown","120","110","28140","25000"
"Leaver CS","2021","Greater Manchester","Male","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Male","Declared non-disabled","250","230","30650","26350"
"Leaver CS","2021","Greater Manchester","Male","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Male","Unknown","90","90","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","Female","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","Female","Declared non-disabled","220","190","27670","26380"
"Leaver CS","2021","Hampshire and Isle of Wight","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","Female","Unknown","100","80","26370","21590"
"Leaver CS","2021","Hampshire and Isle of Wight","Male","Declared disabled","60","50","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","Male","Declared non-disabled","260","240","32830","31380"
"Leaver CS","2021","Hampshire and Isle of Wight","Male","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","Male","Unknown","130","110","31500","27570"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Female","Declared non-disabled","80","70","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Female","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Male","Declared non-disabled","70","60","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Male","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Male","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Female","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2021","Inner London - East","Female","Declared non-disabled","320","290","40490","34780"
"Leaver CS","2021","Inner London - East","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Female","Unknown","110","110","37110","31060"
"Leaver CS","2021","Inner London - East","Male","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2021","Inner London - East","Male","Declared non-disabled","270","250","46140","35910"
"Leaver CS","2021","Inner London - East","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Male","Unknown","120","110","40040","31500"
"Leaver CS","2021","Inner London - East","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Unknown","Unknown","70","60","46470","40040"
"Leaver CS","2021","Inner London - West","Female","Declared disabled","130","110","42640","34780"
"Leaver CS","2021","Inner London - West","Female","Declared non-disabled","820","730","44590","37420"
"Leaver CS","2021","Inner London - West","Female","Undeclared","80","80","41200","34710"
"Leaver CS","2021","Inner London - West","Female","Unknown","520","440","38180","31060"
"Leaver CS","2021","Inner London - West","Male","Declared disabled","100","90","44900","38170"
"Leaver CS","2021","Inner London - West","Male","Declared non-disabled","810","740","49570","42700"
"Leaver CS","2021","Inner London - West","Male","Undeclared","90","80","[c]","[c]"
"Leaver CS","2021","Inner London - West","Male","Unknown","520","450","40130","33010"
"Leaver CS","2021","Inner London - West","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","Female","Declared disabled","30","20","[c]","[c]"
"Leaver CS","2021","Kent","Female","Declared non-disabled","180","160","26890","25110"
"Leaver CS","2021","Kent","Female","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Kent","Female","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","Kent","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","Male","Declared non-disabled","150","140","27560","26430"
"Leaver CS","2021","Kent","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","Male","Unknown","60","60","[c]","[c]"
"Leaver CS","2021","Lancashire","Female","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2021","Lancashire","Female","Declared non-disabled","250","200","25050","21010"
"Leaver CS","2021","Lancashire","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","Female","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","Lancashire","Male","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2021","Lancashire","Male","Declared non-disabled","200","180","28040","21970"
"Leaver CS","2021","Lancashire","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","Male","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Female","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Female","Declared non-disabled","220","180","25820","21430"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Female","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Female","Unknown","100","90","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Male","Declared non-disabled","150","140","28350","26910"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Male","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","Lincolnshire","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","Female","Declared non-disabled","90","80","[c]","[c]"
