"Status","Year","Profession_of_post","Disability","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Medicine","Undeclared","Female","60","50","51870","40060"
"In post","2022","Medicine","Undeclared","Male","40","30","[c]","[c]"
"In post","2022","Medicine","Unknown","Female","510","440","55500","44200"
"In post","2022","Medicine","Unknown","Male","250","230","70130","66570"
"In post","2022","Operational Delivery","Declared disabled","Female","19970","17410","27540","27350"
"In post","2022","Operational Delivery","Declared disabled","Male","11360","10670","28530","27570"
"In post","2022","Operational Delivery","Declared non-disabled","Female","100750","88960","27990","26840"
"In post","2022","Operational Delivery","Declared non-disabled","Male","67040","64420","29930","27570"
"In post","2022","Operational Delivery","Undeclared","Female","7200","6370","27980","27060"
"In post","2022","Operational Delivery","Undeclared","Male","7710","7240","30520","29730"
"In post","2022","Operational Delivery","Unknown","Female","22190","20280","28060","25050"
"In post","2022","Operational Delivery","Unknown","Male","18780","18040","29850","26820"
"In post","2022","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Declared disabled","Female","40","30","[c]","[c]"
"In post","2022","Operational Research","Declared disabled","Male","50","50","44730","41320"
"In post","2022","Operational Research","Declared non-disabled","Female","340","320","44080","41750"
"In post","2022","Operational Research","Declared non-disabled","Male","540","530","46400","47010"
"In post","2022","Operational Research","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Unknown","Female","50","40","[c]","[c]"
"In post","2022","Operational Research","Unknown","Male","80","70","42420","39040"
"In post","2022","Other","Declared disabled","Female","1990","1800","27890","26820"
"In post","2022","Other","Declared disabled","Male","1330","1280","29200","27040"
"In post","2022","Other","Declared non-disabled","Female","11140","10240","29170","26670"
"In post","2022","Other","Declared non-disabled","Male","8520","8350","32030","27570"
"In post","2022","Other","Undeclared","Female","820","760","27500","26120"
"In post","2022","Other","Undeclared","Male","860","830","29330","26670"
"In post","2022","Other","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other","Unknown","Female","2120","2000","32770","27570"
"In post","2022","Other","Unknown","Male","3600","3560","35170","32670"
"In post","2022","Planning","Declared disabled","Female","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Declared disabled","Male","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Declared non-disabled","Female","80","70","45320","41560"
"In post","2022","Planning","Declared non-disabled","Male","100","90","46540","41500"
"In post","2022","Planning","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Declared disabled","Female","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Declared disabled","Male","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Declared non-disabled","Female","100","90","55230","58810"
"In post","2022","Planning Inspectors","Declared non-disabled","Male","170","150","56950","58810"
"In post","2022","Planning Inspectors","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Unknown","Male","50","40","[c]","[c]"
"In post","2022","Policy","Declared disabled","Female","1800","1720","44400","40050"
"In post","2022","Policy","Declared disabled","Male","1290","1270","46130","40740"
"In post","2022","Policy","Declared non-disabled","Female","12090","11540","46950","42500"
"In post","2022","Policy","Declared non-disabled","Male","10320","10180","49520","48770"
"In post","2022","Policy","Undeclared","Female","820","790","44790","40350"
"In post","2022","Policy","Undeclared","Male","890","880","48380","45260"
"In post","2022","Policy","Unknown","Female","3220","3130","44820","40650"
"In post","2022","Policy","Unknown","Male","2540","2520","46580","41990"
"In post","2022","Project Delivery","Declared disabled","Female","890","830","39870","36970"
"In post","2022","Project Delivery","Declared disabled","Male","620","600","42330","40180"
"In post","2022","Project Delivery","Declared non-disabled","Female","5870","5530","41710","39000"
"In post","2022","Project Delivery","Declared non-disabled","Male","5600","5490","45800","41330"
"In post","2022","Project Delivery","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Female","340","320","41840","40000"
"In post","2022","Project Delivery","Undeclared","Male","430","420","44980","41310"
"In post","2022","Project Delivery","Unknown","Female","1050","1000","42260","40080"
"In post","2022","Project Delivery","Unknown","Male","1080","1070","45710","41000"
"In post","2022","Property","Declared disabled","Female","280","260","36850","33300"
"In post","2022","Property","Declared disabled","Male","320","310","37530","33310"
"In post","2022","Property","Declared non-disabled","Female","2150","2000","36590","33300"
"In post","2022","Property","Declared non-disabled","Male","3080","2990","40410","36630"
"In post","2022","Property","Undeclared","Female","190","180","35640","33150"
"In post","2022","Property","Undeclared","Male","340","330","40260","36900"
"In post","2022","Property","Unknown","Female","490","460","32940","29610"
"In post","2022","Property","Unknown","Male","740","730","35660","32890"
"In post","2022","Psychology","Declared disabled","Female","110","100","32910","29750"
"In post","2022","Psychology","Declared disabled","Male","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Declared non-disabled","Female","980","940","36160","31180"
"In post","2022","Psychology","Declared non-disabled","Male","130","130","38160","31180"
"In post","2022","Psychology","Undeclared","Female","100","100","37700","31180"
"In post","2022","Psychology","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Unknown","Female","140","140","32450","29750"
"In post","2022","Psychology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Declared disabled","Female","360","330","35290","32330"
"In post","2022","Science and Engineering","Declared disabled","Male","660","640","37590","37220"
"In post","2022","Science and Engineering","Declared non-disabled","Female","3160","2960","38020","36580"
"In post","2022","Science and Engineering","Declared non-disabled","Male","7310","7130","39680","38070"
"In post","2022","Science and Engineering","Undeclared","Female","100","100","39040","37830"
"In post","2022","Science and Engineering","Undeclared","Male","560","540","37870","35240"
"In post","2022","Science and Engineering","Unknown","Female","750","690","42610","40560"
"In post","2022","Science and Engineering","Unknown","Male","1060","1040","40290","38930"
"In post","2022","Security","Declared disabled","Female","200","190","32240","29060"
"In post","2022","Security","Declared disabled","Male","510","490","32770","31230"
"In post","2022","Security","Declared non-disabled","Female","1460","1410","33170","31180"
"In post","2022","Security","Declared non-disabled","Male","4460","4380","31980","28080"
"In post","2022","Security","Undeclared","Female","160","150","35410","33000"
"In post","2022","Security","Undeclared","Male","620","610","34350","36480"
"In post","2022","Security","Unknown","Female","330","320","32390","30010"
"In post","2022","Security","Unknown","Male","1550","1530","31900","28890"
"In post","2022","Social Research","Declared disabled","Female","90","80","41680","38340"
"In post","2022","Social Research","Declared disabled","Male","40","40","[c]","[c]"
"In post","2022","Social Research","Declared non-disabled","Female","580","550","43650","40180"
"In post","2022","Social Research","Declared non-disabled","Male","250","240","45750","41340"
"In post","2022","Social Research","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Unknown","Female","230","220","38430","38340"
"In post","2022","Social Research","Unknown","Male","100","100","38740","38340"
"In post","2022","Social Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Declared disabled","Female","120","110","42950","38670"
"In post","2022","Statistics","Declared disabled","Male","120","120","41950","38340"
"In post","2022","Statistics","Declared non-disabled","Female","720","670","45190","41860"
"In post","2022","Statistics","Declared non-disabled","Male","890","880","44880","40520"
"In post","2022","Statistics","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Undeclared","Male","40","40","[c]","[c]"
"In post","2022","Statistics","Unknown","Female","240","220","39490","38340"
"In post","2022","Statistics","Unknown","Male","230","230","40380","38000"
"In post","2022","Statistics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Declared disabled","Female","820","750","35960","33370"
"In post","2022","Tax","Declared disabled","Male","750","710","37140","33370"
"In post","2022","Tax","Declared non-disabled","Female","5590","5210","35580","33370"
"In post","2022","Tax","Declared non-disabled","Male","6000","5820","37760","33370"
"In post","2022","Tax","Undeclared","Female","370","340","37550","33370"
"In post","2022","Tax","Undeclared","Male","560","540","41050","35980"
"In post","2022","Tax","Unknown","Female","2520","2340","29530","26820"
"In post","2022","Tax","Unknown","Male","3000","2920","31980","28920"
"In post","2022","Unknown","Declared disabled","Female","1470","1400","39080","34550"
"In post","2022","Unknown","Declared disabled","Male","1110","1090","40550","34550"
"In post","2022","Unknown","Declared non-disabled","Female","9210","8770","41580","36130"
"In post","2022","Unknown","Declared non-disabled","Male","8030","7930","43830","37300"
"In post","2022","Unknown","Undeclared","Female","420","400","39720","34550"
"In post","2022","Unknown","Undeclared","Male","380","370","42810","39580"
"In post","2022","Unknown","Unknown","Female","6190","5930","40280","32790"
"In post","2022","Unknown","Unknown","Male","5450","5370","42330","33370"
"In post","2022","Veterinarian","Declared disabled","Female","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Declared disabled","Male","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Declared non-disabled","Female","170","160","44260","40810"
"In post","2022","Veterinarian","Declared non-disabled","Male","150","150","44920","44780"
"In post","2022","Veterinarian","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Declared non-disabled","Female","50","50","[c]","[c]"
"Leaver CS","2021","Commercial","Declared non-disabled","Male","70","60","43130","40250"
"Leaver CS","2021","Commercial","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Declared non-disabled","Female","70","60","37810","35860"
"Leaver CS","2021","Communications","Declared non-disabled","Male","60","60","37410","32700"
"Leaver CS","2021","Communications","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Female","50","50","34600","32940"
"Leaver CS","2021","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Declared non-disabled","Female","70","60","40540","37060"
"Leaver CS","2021","Digital, Data and Technology","Declared non-disabled","Male","160","150","44730","40290"
"Leaver CS","2021","Digital, Data and Technology","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Unknown","Female","50","40","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Unknown","Male","120","110","41650","38450"
"Leaver CS","2021","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Declared non-disabled","Male","40","40","[c]","[c]"
"Leaver CS","2021","Economics","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Unknown","Male","30","30","[c]","[c]"
"Leaver CS","2021","Finance","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Declared non-disabled","Female","80","80","39980","34860"
"Leaver CS","2021","Finance","Declared non-disabled","Male","90","90","46640","44790"
"Leaver CS","2021","Finance","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared non-disabled","Female","120","110","37370","32460"
"Leaver CS","2021","Human Resources","Declared non-disabled","Male","70","60","40790","36820"
"Leaver CS","2021","Human Resources","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Female","50","40","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Declared non-disabled","Female","40","40","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Declared non-disabled","Male","30","30","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Declared non-disabled","Female","50","50","33150","30460"
"Leaver CS","2021","Knowledge and Information Management","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared non-disabled","Female","160","130","52620","51390"
"Leaver CS","2021","Legal","Declared non-disabled","Male","120","100","56750","55610"
"Leaver CS","2021","Legal","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Female","50","40","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Male","40","30","[c]","[c]"
"Leaver CS","2021","Medicine","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Declared non-disabled","Female","110","90","46650","36330"
"Leaver CS","2021","Medicine","Declared non-disabled","Male","50","40","[c]","[c]"
"Leaver CS","2021","Medicine","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","Female","60","50","44950","31370"
"Leaver CS","2021","Medicine","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Declared disabled","Female","470","390","25150","21430"
"Leaver CS","2021","Operational Delivery","Declared disabled","Male","370","330","28630","25310"
"Leaver CS","2021","Operational Delivery","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Declared non-disabled","Female","2280","1950","26450","22350"
"Leaver CS","2021","Operational Delivery","Declared non-disabled","Male","2200","1990","30530","25880"
"Leaver CS","2021","Operational Delivery","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Undeclared","Female","270","220","26940","22450"
"Leaver CS","2021","Operational Delivery","Undeclared","Male","390","330","30830","26780"
"Leaver CS","2021","Operational Delivery","Unknown","Female","1140","1050","25960","21870"
"Leaver CS","2021","Operational Delivery","Unknown","Male","1130","1070","28950","24250"
"Leaver CS","2021","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Declared disabled","Female","80","70","27250","21580"
"Leaver CS","2021","Other","Declared disabled","Male","80","80","29460","27340"
"Leaver CS","2021","Other","Declared non-disabled","Female","310","280","27180","21580"
"Leaver CS","2021","Other","Declared non-disabled","Male","440","430","31560","29930"
"Leaver CS","2021","Other","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Undeclared","Male","50","40","[c]","[c]"
"Leaver CS","2021","Other","Unknown","Female","160","150","30360","28650"
"Leaver CS","2021","Other","Unknown","Male","320","320","32700","29930"
"Leaver CS","2021","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Declared disabled","Female","30","30","[c]","[c]"
"Leaver CS","2021","Policy","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Declared non-disabled","Female","220","200","46420","40780"
"Leaver CS","2021","Policy","Declared non-disabled","Male","220","210","51330","46200"
"Leaver CS","2021","Policy","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Unknown","Female","140","140","37790","32650"
"Leaver CS","2021","Policy","Unknown","Male","150","150","43950","38750"
"Leaver CS","2021","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Declared non-disabled","Female","130","120","39550","33850"
"Leaver CS","2021","Project Delivery","Declared non-disabled","Male","160","160","45910","40000"
"Leaver CS","2021","Project Delivery","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Female","40","40","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Male","40","40","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Declared non-disabled","Female","70","60","32380","26210"
"Leaver CS","2021","Property","Declared non-disabled","Male","180","160","35180","33250"
"Leaver CS","2021","Property","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","Female","50","40","[c]","[c]"
"Leaver CS","2021","Property","Unknown","Male","70","60","27870","25500"
"Leaver CS","2021","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Declared non-disabled","Female","60","60","[c]","[c]"
"Leaver CS","2021","Psychology","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Declared disabled","Male","50","40","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Declared non-disabled","Female","170","160","31140","28380"
"Leaver CS","2021","Science and Engineering","Declared non-disabled","Male","300","280","33930","31950"
"Leaver CS","2021","Science and Engineering","Undeclared","Female","40","30","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Undeclared","Male","50","40","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","Female","90","80","33260","28660"
"Leaver CS","2021","Science and Engineering","Unknown","Male","90","90","33460","28540"
"Leaver CS","2021","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Declared disabled","Male","40","40","[c]","[c]"
"Leaver CS","2021","Security","Declared non-disabled","Female","40","30","[c]","[c]"
"Leaver CS","2021","Security","Declared non-disabled","Male","180","170","30670","27250"
"Leaver CS","2021","Security","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Undeclared","Male","30","30","[c]","[c]"
"Leaver CS","2021","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","Male","100","100","28240","24610"
