"Status","Year","Organisation","Region_ITL2","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Devon","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Dorset and Somerset","South West (England)","150","140","33820","29750"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","East Anglia","East of England","480","450","34470","30220"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","North Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Dorset and Somerset","South West (England)","40","30","[c]","[c]"
"In post","2022","Charity Commission","East Wales","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Inner London - West","London","80","80","44120","37910"
"In post","2022","Charity Commission","Merseyside","North West (England)","350","330","31850","29160"
"In post","2022","Companies House","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Cheshire","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Devon","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","East Wales","Wales","1080","1000","31180","25460"
"In post","2022","Companies House","Eastern Scotland","Scotland","40","40","[c]","[c]"
"In post","2022","Companies House","Greater Manchester","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Lincolnshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Northumberland, and Tyne and Wear","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","South Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","West Central Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","West Midlands","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","West Wales and The Valleys","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","West Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","East Wales","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Eastern Scotland","Scotland","50","50","58200","55860"
"In post","2022","Competition and Markets Authority","Inner London - East","London","800","770","61480","57060"
"In post","2022","Competition and Markets Authority","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","West Central Scotland","Scotland","320","300","27620","25120"
"In post","2022","Crown Commercial Service","Bedfordshire and Hertfordshire","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Cheshire","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Derbyshire and Nottinghamshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Dorset and Somerset","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","East Anglia","East of England","160","150","38400","38330"
"In post","2022","Crown Commercial Service","East Wales","Wales","120","110","36050","31250"
"In post","2022","Crown Commercial Service","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Hampshire and Isle of Wight","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Inner London - East","London","70","70","54200","55690"
"In post","2022","Crown Commercial Service","Kent","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Merseyside","North West (England)","390","380","37980","38330"
"In post","2022","Crown Commercial Service","North Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","South Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Surrey, East and West Sussex","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Tees Valley and Durham","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","West Central Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","West Midlands","West Midlands (England)","30","30","[c]","[c]"
"In post","2022","Crown Commercial Service","West Wales and The Valleys","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","West Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Eastern Scotland","Scotland","860","810","37590","31540"
"In post","2022","Crown Office and Procurator Fiscal Service","Highlands and Islands","Scotland","100","90","34380","24060"
"In post","2022","Crown Office and Procurator Fiscal Service","North Eastern Scotland","Scotland","120","120","34350","30360"
"In post","2022","Crown Office and Procurator Fiscal Service","Southern Scotland","Scotland","320","290","35630","30040"
"In post","2022","Crown Office and Procurator Fiscal Service","West Central Scotland","Scotland","960","900","36810","31540"
"In post","2022","Crown Prosecution Service","Bedfordshire and Hertfordshire","East of England","180","160","43580","40000"
"In post","2022","Crown Prosecution Service","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","130","120","42750","39750"
"In post","2022","Crown Prosecution Service","Cheshire","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Cornwall and Isles of Scilly","South West (England)","30","30","[c]","[c]"
"In post","2022","Crown Prosecution Service","Cumbria","North West (England)","40","30","[c]","[c]"
"In post","2022","Crown Prosecution Service","Derbyshire and Nottinghamshire","East Midlands (England)","310","290","38360","33310"
"In post","2022","Crown Prosecution Service","Devon","South West (England)","110","100","39890","38000"
"In post","2022","Crown Prosecution Service","Dorset and Somerset","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","East Anglia","East of England","130","110","37280","28430"
"In post","2022","Crown Prosecution Service","East Wales","Wales","310","290","40460","38180"
"In post","2022","Crown Prosecution Service","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","80","70","39880","38540"
"In post","2022","Crown Prosecution Service","Eastern Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Essex","East of England","210","190","42230","40000"
"In post","2022","Crown Prosecution Service","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","180","170","41480","41500"
"In post","2022","Crown Prosecution Service","Greater Manchester","North West (England)","370","340","40310","36240"
"In post","2022","Crown Prosecution Service","Hampshire and Isle of Wight","South East (England)","270","250","43170","39750"
"In post","2022","Crown Prosecution Service","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Inner London - West","London","1690","1600","44770","39850"
"In post","2022","Crown Prosecution Service","Kent","South East (England)","140","130","39790","30110"
"In post","2022","Crown Prosecution Service","Lancashire","North West (England)","180","170","40070","38000"
"In post","2022","Crown Prosecution Service","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","160","140","40100","48080"
"In post","2022","Crown Prosecution Service","Lincolnshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Merseyside","North West (England)","390","370","37370","30130"
"In post","2022","Crown Prosecution Service","North Yorkshire","Yorkshire and The Humber","160","150","40890","38180"
"In post","2022","Crown Prosecution Service","Northumberland, and Tyne and Wear","North East (England)","260","240","39310","34480"
"In post","2022","Crown Prosecution Service","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Shropshire and Staffordshire","West Midlands (England)","70","70","43190","48080"
"In post","2022","Crown Prosecution Service","South Yorkshire","Yorkshire and The Humber","140","130","35580","28430"
"In post","2022","Crown Prosecution Service","Surrey, East and West Sussex","South East (England)","200","190","43390","40000"
"In post","2022","Crown Prosecution Service","Tees Valley and Durham","North East (England)","100","90","39070","32370"
"In post","2022","Crown Prosecution Service","West Midlands","West Midlands (England)","510","480","40380","38000"
"In post","2022","Crown Prosecution Service","West Wales and The Valleys","Wales","90","80","42230","48080"
"In post","2022","Crown Prosecution Service","West Yorkshire","Yorkshire and The Humber","460","420","40200","38000"
"In post","2022","Defence Electronics and Components Agency","East Wales","Wales","380","370","29870","29470"
"In post","2022","Defence Electronics and Components Agency","Shropshire and Staffordshire","West Midlands (England)","60","50","26080","25830"
"In post","2022","Defence Equipment and Support","Bedfordshire and Hertfordshire","East of England","60","60","36470","35210"
"In post","2022","Defence Equipment and Support","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","130","120","36320","34040"
"In post","2022","Defence Equipment and Support","Cornwall and Isles of Scilly","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Cumbria","North West (England)","80","80","23470","21310"
"In post","2022","Defence Equipment and Support","Derbyshire and Nottinghamshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Devon","South West (England)","80","80","29220","25750"
"In post","2022","Defence Equipment and Support","Dorset and Somerset","South West (England)","370","360","34710","33740"
"In post","2022","Defence Equipment and Support","East Anglia","East of England","130","120","34250","33250"
"In post","2022","Defence Equipment and Support","East Wales","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Eastern Scotland","Scotland","70","60","34900","33870"
"In post","2022","Defence Equipment and Support","Essex","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","8290","7980","38360","36000"
"In post","2022","Defence Equipment and Support","Greater Manchester","North West (England)","30","30","[c]","[c]"
"In post","2022","Defence Equipment and Support","Hampshire and Isle of Wight","South East (England)","320","310","27190","24400"
"In post","2022","Defence Equipment and Support","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","130","130","24380","21910"
"In post","2022","Defence Equipment and Support","Highlands and Islands","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Lancashire","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Lincolnshire","East Midlands (England)","200","190","36200","35210"
"In post","2022","Defence Equipment and Support","Merseyside","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","North Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Northumberland, and Tyne and Wear","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Outer London - West and North West","London","170","170","24120","21160"
"In post","2022","Defence Equipment and Support","Overseas","Overseas","70","70","42420","41450"
"In post","2022","Defence Equipment and Support","Shropshire and Staffordshire","West Midlands (England)","60","60","30520","27100"
"In post","2022","Defence Equipment and Support","Southern Scotland","Scotland","240","240","25440","23900"
"In post","2022","Defence Equipment and Support","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","West Central Scotland","Scotland","180","170","32870","31600"
"In post","2022","Defence Equipment and Support","West Midlands","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","West Wales and The Valleys","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","East Anglia","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","2920","2830","40510","38070"
"In post","2022","Defence Science and Technology Laboratory","Hampshire and Isle of Wight","South East (England)","1570","1500","42120","42100"
"In post","2022","Defence Science and Technology Laboratory","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Kent","South East (England)","140","130","40550","38600"
"In post","2022","Defence Science and Technology Laboratory","Lincolnshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Derbyshire and Nottinghamshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Anglia","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Wales","Wales","90","90","34540","30360"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Eastern Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Greater Manchester","North West (England)","240","240","41030","36740"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Inner London - West","London","5150","5040","49790","53380"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Merseyside","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","North Eastern Scotland","Scotland","100","100","50730","49080"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northumberland, and Tyne and Wear","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outer London - West and North West","London","90","90","43030","40050"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","South Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Surrey, East and West Sussex","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Tees Valley and Durham","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands","West Midlands (England)","240","240","42520","36740"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Derbyshire and Nottinghamshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","East Wales","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Eastern Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Greater Manchester","North West (England)","110","110","41700","34960"
"In post","2022","Department for Digital, Culture, Media and Sport","Inner London - West","London","1780","1750","47680","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","Merseyside","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Northumberland, and Tyne and Wear","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","West Central Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","West Midlands","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","West Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Bedfordshire and Hertfordshire","East of England","30","30","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Cheshire","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Cornwall and Isles of Scilly","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Derbyshire and Nottinghamshire","East Midlands (England)","280","270","41290","36960"
"In post","2022","Department for Education (excl. agencies)","Devon","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Dorset and Somerset","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","East Anglia","East of England","40","40","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","East Wales","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Eastern Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Essex","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","210","200","44640","41990"
"In post","2022","Department for Education (excl. agencies)","Greater Manchester","North West (England)","990","970","40530","36500"
"In post","2022","Department for Education (excl. agencies)","Hampshire and Isle of Wight","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Inner London - West","London","2010","1930","50170","53420"
"In post","2022","Department for Education (excl. agencies)","Kent","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Lancashire","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Lincolnshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Merseyside","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","North Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Northumberland, and Tyne and Wear","North East (England)","80","80","41320","36600"
"In post","2022","Department for Education (excl. agencies)","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Outer London - South","London","50","50","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Shropshire and Staffordshire","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","South Yorkshire","Yorkshire and The Humber","1190","1130","40710","36780"
"In post","2022","Department for Education (excl. agencies)","Southern Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Surrey, East and West Sussex","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Tees Valley and Durham","North East (England)","630","610","38310","36500"
"In post","2022","Department for Education (excl. agencies)","West Central Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","West Midlands","West Midlands (England)","580","560","39600","36500"
"In post","2022","Department for Education (excl. agencies)","West Wales and The Valleys","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","West Yorkshire","Yorkshire and The Humber","50","50","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Bedfordshire and Hertfordshire","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","180","170","41130","37390"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Cheshire","North West (England)","240","240","41910","37930"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Cornwall and Isles of Scilly","South West (England)","30","30","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Cumbria","North West (England)","90","80","35450","30450"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Derbyshire and Nottinghamshire","East Midlands (England)","90","80","37400","35900"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Devon","South West (England)","150","140","38210","35900"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Dorset and Somerset","South West (England)","40","40","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","East Anglia","East of England","180","180","38120","36650"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","East Wales","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Eastern Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Essex","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","950","900","40710","36970"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Greater Manchester","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Hampshire and Isle of Wight","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","150","140","42380","38720"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Highlands and Islands","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Inner London - West","London","2770","2690","44600","39350"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Kent","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Lancashire","North West (England)","50","40","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Lincolnshire","East Midlands (England)","30","30","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Merseyside","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","North Eastern Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","North Yorkshire","Yorkshire and The Humber","590","580","39650","36520"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Northumberland, and Tyne and Wear","North East (England)","270","260","39140","35960"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Shropshire and Staffordshire","West Midlands (England)","50","40","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","South Yorkshire","Yorkshire and The Humber","50","40","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Southern Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Surrey, East and West Sussex","South East (England)","140","130","46080","40240"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Tees Valley and Durham","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","West Central Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands","West Midlands (England)","90","90","40220","36690"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","West Wales and The Valleys","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","West Yorkshire","Yorkshire and The Humber","100","100","40180","36970"
"In post","2022","Department for International Trade","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Derbyshire and Nottinghamshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Devon","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","East Anglia","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","East Wales","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Eastern Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Greater Manchester","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Inner London - West","London","2500","2480","46310","41260"
"In post","2022","Department for International Trade","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Northumberland, and Tyne and Wear","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Overseas","Overseas","180","180","55360","53470"
"In post","2022","Department for International Trade","Surrey, East and West Sussex","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Tees Valley and Durham","North East (England)","40","40","[c]","[c]"
"In post","2022","Department for International Trade","West Central Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","West Midlands","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","West Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
