"Status","Year","Organisation","Disability","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Food Standards Agency","Declared disabled","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Declared disabled","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Declared disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Declared disabled","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Declared disabled","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Declared disabled","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Declared disabled","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Declared disabled","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Declared disabled","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Declared disabled","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Declared disabled","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Declared disabled","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Declared disabled","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Declared non-disabled","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Declared non-disabled","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Declared non-disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Declared non-disabled","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Declared non-disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Declared non-disabled","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Declared non-disabled","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Declared non-disabled","East Anglia","30","30","[c]","[c]"
"In post","2021","Food Standards Agency","Declared non-disabled","East Wales","60","60","38620","37910"
"In post","2021","Food Standards Agency","Declared non-disabled","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Declared non-disabled","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Declared non-disabled","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Declared non-disabled","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Declared non-disabled","Inner London - West","260","260","42690","40960"
"In post","2021","Food Standards Agency","Declared non-disabled","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Declared non-disabled","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Declared non-disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Declared non-disabled","North Yorkshire","170","160","38710","35730"
"In post","2021","Food Standards Agency","Declared non-disabled","Northern Ireland","50","40","[c]","[c]"
"In post","2021","Food Standards Agency","Declared non-disabled","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Declared non-disabled","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Declared non-disabled","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Declared non-disabled","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Declared non-disabled","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Declared non-disabled","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Declared non-disabled","West Midlands","40","30","[c]","[c]"
"In post","2021","Food Standards Agency","Declared non-disabled","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Declared non-disabled","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Undeclared","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Undeclared","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Undeclared","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Undeclared","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Undeclared","East Wales","50","50","39670","37910"
"In post","2021","Food Standards Agency","Undeclared","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Undeclared","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Undeclared","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Undeclared","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Undeclared","Inner London - West","180","180","42910","40350"
"In post","2021","Food Standards Agency","Undeclared","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Undeclared","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Undeclared","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Undeclared","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Undeclared","North Yorkshire","80","80","36190","37350"
"In post","2021","Food Standards Agency","Undeclared","Northern Ireland","30","30","[c]","[c]"
"In post","2021","Food Standards Agency","Undeclared","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Undeclared","West Midlands","40","40","[c]","[c]"
"In post","2021","Food Standards Agency","Undeclared","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Undeclared","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Unknown","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Scotland","Declared disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Scotland","Declared disabled","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Scotland","Declared disabled","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Scotland","Declared disabled","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Scotland","Declared disabled","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Scotland","Declared non-disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Scotland","Declared non-disabled","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Scotland","Declared non-disabled","North Eastern Scotland","80","80","37600","33450"
"In post","2021","Food Standards Scotland","Declared non-disabled","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Scotland","Declared non-disabled","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Scotland","Undeclared","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Scotland","Undeclared","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Scotland","Undeclared","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Scotland","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Scotland","Unknown","North Eastern Scotland","80","80","37650","34640"
"In post","2021","Food Standards Scotland","Unknown","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Scotland","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","40","40","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Declared disabled","Inner London - West","400","390","45930","38940"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Declared disabled","Overseas","160","160","49630","53000"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Declared disabled","Southern Scotland","120","110","36410","33930"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","220","210","31680","27060"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Declared non-disabled","Inner London - West","2660","2600","49670","44580"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Declared non-disabled","Overseas","1540","1540","52370","53470"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Declared non-disabled","Southern Scotland","520","500","42550","39630"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","Inner London - West","180","170","51240","45160"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","Overseas","80","80","53070","54470"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Inner London - West","850","830","49950","52430"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Overseas","360","360","55830","55620"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Southern Scotland","310","300","39070","33930"
"In post","2021","Forestry and Land Scotland","Declared disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","Declared disabled","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","Declared disabled","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","Declared disabled","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","Declared disabled","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","Declared non-disabled","Eastern Scotland","300","290","34610","31060"
"In post","2021","Forestry and Land Scotland","Declared non-disabled","Highlands and Islands","360","350","30200","28120"
"In post","2021","Forestry and Land Scotland","Declared non-disabled","North Eastern Scotland","60","60","30210","29140"
"In post","2021","Forestry and Land Scotland","Declared non-disabled","Southern Scotland","170","170","30530","28120"
"In post","2021","Forestry and Land Scotland","Declared non-disabled","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","Unknown","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Declared disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Declared disabled","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Declared non-disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Declared non-disabled","Inner London - West","140","130","69220","65470"
"In post","2021","Government Actuary's Department","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Unknown","Inner London - West","50","40","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Declared disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Declared disabled","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Declared disabled","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Declared disabled","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Declared disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Declared disabled","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Declared disabled","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Declared disabled","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Declared disabled","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Declared disabled","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Declared disabled","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Declared disabled","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Declared disabled","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Declared disabled","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Declared disabled","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Declared disabled","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Declared disabled","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Declared disabled","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Declared disabled","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Declared disabled","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Declared disabled","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Declared disabled","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Declared non-disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Declared non-disabled","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Declared non-disabled","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Declared non-disabled","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Declared non-disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Declared non-disabled","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Declared non-disabled","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Declared non-disabled","Inner London - West","130","120","52910","51280"
"In post","2021","Government Internal Audit Agency","Declared non-disabled","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Declared non-disabled","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Declared non-disabled","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Declared non-disabled","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Declared non-disabled","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Declared non-disabled","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Declared non-disabled","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Declared non-disabled","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Declared non-disabled","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Declared non-disabled","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Declared non-disabled","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Declared non-disabled","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Declared non-disabled","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Declared non-disabled","West Yorkshire","30","30","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Undeclared","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Undeclared","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Undeclared","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Undeclared","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Undeclared","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Undeclared","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Undeclared","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Undeclared","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Undeclared","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Undeclared","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Undeclared","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Undeclared","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Undeclared","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Declared disabled","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Declared disabled","Inner London - West","180","170","53660","52040"
"In post","2021","Government Legal Department","Declared disabled","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Declared disabled","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Declared disabled","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Declared non-disabled","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Declared non-disabled","Inner London - West","1760","1640","54270","51830"
"In post","2021","Government Legal Department","Declared non-disabled","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Declared non-disabled","Outer London - South","40","40","[c]","[c]"
"In post","2021","Government Legal Department","Declared non-disabled","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Undeclared","Inner London - West","110","100","58130","64680"
"In post","2021","Government Legal Department","Undeclared","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Undeclared","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Unknown","Inner London - West","350","320","57250","61000"
"In post","2021","Government Legal Department","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Declared disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Declared disabled","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Declared disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Declared disabled","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Declared disabled","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Declared disabled","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Declared disabled","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Declared disabled","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Declared disabled","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Declared disabled","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Declared non-disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Declared non-disabled","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Declared non-disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Declared non-disabled","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Declared non-disabled","Inner London - West","60","50","53380","54700"
"In post","2021","Government Property Agency","Declared non-disabled","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Declared non-disabled","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Declared non-disabled","West Midlands","30","30","[c]","[c]"
"In post","2021","Government Property Agency","Declared non-disabled","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Declared non-disabled","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Undeclared","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Undeclared","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Undeclared","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Undeclared","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Undeclared","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Declared disabled","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Declared disabled","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Declared disabled","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Declared disabled","Derbyshire and Nottinghamshire","40","40","[c]","[c]"
"In post","2021","Health and Safety Executive","Declared disabled","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Declared disabled","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Declared disabled","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Declared disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Declared disabled","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Declared disabled","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Declared disabled","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Declared disabled","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Declared disabled","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Declared disabled","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Declared disabled","Merseyside","130","120","35620","31710"
"In post","2021","Health and Safety Executive","Declared disabled","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Declared disabled","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Declared disabled","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Declared disabled","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Declared disabled","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Declared disabled","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Declared disabled","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Declared disabled","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Declared disabled","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Declared non-disabled","Bedfordshire and Hertfordshire","50","40","[c]","[c]"
"In post","2021","Health and Safety Executive","Declared non-disabled","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Declared non-disabled","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Declared non-disabled","Derbyshire and Nottinghamshire","330","300","42820","40000"
