"Status","Year","Region_ITL1","Sexual_orientation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Scotland","LGBO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","LGBO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","LGBO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","LGBO","Department for Work and Pensions","310","300","26410","27570"
"In post","2021","Scotland","LGBO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","LGBO","Foreign, Commonwealth and Development Office","40","40","[c]","[c]"
"In post","2021","Scotland","LGBO","HM Revenue and Customs","270","260","26980","25560"
"In post","2021","Scotland","LGBO","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","LGBO","Home Office","50","40","[c]","[c]"
"In post","2021","Scotland","LGBO","Ministry of Defence","80","80","28070","21830"
"In post","2021","Scotland","LGBO","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","LGBO","Office of Gas and Electricity Markets","30","30","[c]","[c]"
"In post","2021","Scotland","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","LGBO","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","LGBO","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","LGBO","Scottish Government","790","770","36740","32140"
"In post","2021","Scotland","LGBO","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Undeclared","Department for Transport","100","90","30840","26780"
"In post","2021","Scotland","Undeclared","Department for Work and Pensions","810","720","26180","27010"
"In post","2021","Scotland","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Undeclared","Foreign, Commonwealth and Development Office","30","30","[c]","[c]"
"In post","2021","Scotland","Undeclared","HM Revenue and Customs","500","440","29370","25560"
"In post","2021","Scotland","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Undeclared","Home Office","120","110","28560","26410"
"In post","2021","Scotland","Undeclared","Ministry of Defence","440","420","32120","29200"
"In post","2021","Scotland","Undeclared","Ministry of Justice","60","60","22920","20910"
"In post","2021","Scotland","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Undeclared","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Undeclared","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Undeclared","Scottish Government","2380","2190","31340","29350"
"In post","2021","Scotland","Unknown","Cabinet Office","70","70","50160","50260"
"In post","2021","Scotland","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Unknown","Department for Business, Energy and Industrial Strategy","160","150","32000","32730"
"In post","2021","Scotland","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Unknown","Department for Transport","60","50","27930","26700"
"In post","2021","Scotland","Unknown","Department for Work and Pensions","1970","1680","24780","21010"
"In post","2021","Scotland","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Unknown","Foreign, Commonwealth and Development Office","300","290","38140","33930"
"In post","2021","Scotland","Unknown","HM Revenue and Customs","2780","2500","24400","20140"
"In post","2021","Scotland","Unknown","Home Office","50","40","[c]","[c]"
"In post","2021","Scotland","Unknown","Ministry of Defence","450","430","29230","25680"
"In post","2021","Scotland","Unknown","Ministry of Justice","110","100","25540","22570"
"In post","2021","Scotland","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Unknown","Office of Gas and Electricity Markets","240","240","37030","32030"
"In post","2021","Scotland","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Unknown","Scotland Office","30","30","[c]","[c]"
"In post","2021","Scotland","Unknown","Scottish Government","7400","6970","34320","30930"
"In post","2021","Scotland","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Heterosexual / straight","Attorney General's Departments","480","450","41640","36240"
"In post","2021","South East (England)","Heterosexual / straight","Cabinet Office","80","80","37440","33300"
"In post","2021","South East (England)","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","90","80","31700","29000"
"In post","2021","South East (England)","Heterosexual / straight","Department for Environment, Food and Rural Affairs","940","900","36420","32560"
"In post","2021","South East (England)","Heterosexual / straight","Department for International Trade","100","90","45720","51790"
"In post","2021","South East (England)","Heterosexual / straight","Department for Transport","970","930","37330","31470"
"In post","2021","South East (England)","Heterosexual / straight","Department for Work and Pensions","4530","4120","27720","27570"
"In post","2021","South East (England)","Heterosexual / straight","Department of Health and Social Care","340","300","44230","39110"
"In post","2021","South East (England)","Heterosexual / straight","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Heterosexual / straight","Foreign, Commonwealth and Development Office","910","870","36520","31280"
"In post","2021","South East (England)","Heterosexual / straight","HM Revenue and Customs","1330","1200","31460","28130"
"In post","2021","South East (England)","Heterosexual / straight","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Heterosexual / straight","Home Office","2830","2570","27730","25990"
"In post","2021","South East (England)","Heterosexual / straight","Ministry of Defence","7800","7550","33440","33000"
"In post","2021","South East (England)","Heterosexual / straight","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Heterosexual / straight","Ministry of Justice","6540","6150","29810","29690"
"In post","2021","South East (England)","Heterosexual / straight","National Crime Agency","320","310","39800","39840"
"In post","2021","South East (England)","Heterosexual / straight","United Kingdom Statistics Authority","1690","1380","28600","23520"
"In post","2021","South East (England)","LGBO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","LGBO","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","LGBO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","LGBO","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"In post","2021","South East (England)","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","LGBO","Department for Transport","50","50","35600","31580"
"In post","2021","South East (England)","LGBO","Department for Work and Pensions","370","360","27330","27570"
"In post","2021","South East (England)","LGBO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","LGBO","Foreign, Commonwealth and Development Office","40","40","[c]","[c]"
"In post","2021","South East (England)","LGBO","HM Revenue and Customs","70","70","31910","28130"
"In post","2021","South East (England)","LGBO","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","LGBO","Home Office","100","100","27070","25990"
"In post","2021","South East (England)","LGBO","Ministry of Defence","280","280","31300","28650"
"In post","2021","South East (England)","LGBO","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","LGBO","Ministry of Justice","530","520","30100","29920"
"In post","2021","South East (England)","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","LGBO","United Kingdom Statistics Authority","80","70","28390","29540"
"In post","2021","South East (England)","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Undeclared","Department for Environment, Food and Rural Affairs","140","130","38710","34150"
"In post","2021","South East (England)","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Undeclared","Department for Transport","220","200","36700","31860"
"In post","2021","South East (England)","Undeclared","Department for Work and Pensions","580","510","27500","27570"
"In post","2021","South East (England)","Undeclared","Department of Health and Social Care","50","40","[c]","[c]"
"In post","2021","South East (England)","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Undeclared","Foreign, Commonwealth and Development Office","90","80","37880","34290"
"In post","2021","South East (England)","Undeclared","HM Revenue and Customs","280","250","32330","31810"
"In post","2021","South East (England)","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Undeclared","Home Office","650","580","28760","27370"
"In post","2021","South East (England)","Undeclared","Ministry of Defence","1180","1150","34460","33300"
"In post","2021","South East (England)","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Undeclared","Ministry of Justice","860","810","30660","30400"
"In post","2021","South East (England)","Undeclared","National Crime Agency","30","30","[c]","[c]"
"In post","2021","South East (England)","Undeclared","United Kingdom Statistics Authority","90","70","26450","21020"
"In post","2021","South East (England)","Unknown","Attorney General's Departments","170","150","44740","40000"
"In post","2021","South East (England)","Unknown","Cabinet Office","130","120","46700","35900"
"In post","2021","South East (England)","Unknown","Department for Business, Energy and Industrial Strategy","140","130","36290","36730"
"In post","2021","South East (England)","Unknown","Department for Environment, Food and Rural Affairs","250","240","32870","28430"
"In post","2021","South East (England)","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Unknown","Department for Transport","240","230","31410","26700"
"In post","2021","South East (England)","Unknown","Department for Work and Pensions","1280","1110","27220","27570"
"In post","2021","South East (England)","Unknown","Department of Health and Social Care","120","110","50320","47090"
"In post","2021","South East (England)","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Unknown","Foreign, Commonwealth and Development Office","100","90","39620","40330"
"In post","2021","South East (England)","Unknown","HM Revenue and Customs","880","780","27530","25560"
"In post","2021","South East (England)","Unknown","Home Office","210","200","25070","24880"
"In post","2021","South East (England)","Unknown","Ministry of Defence","1090","1050","36030","34200"
"In post","2021","South East (England)","Unknown","Ministry of Justice","1680","1570","29120","29750"
"In post","2021","South East (England)","Unknown","National Crime Agency","100","90","41010","39820"
"In post","2021","South East (England)","Unknown","United Kingdom Statistics Authority","570","470","29250","23520"
"In post","2021","South West (England)","Heterosexual / straight","Attorney General's Departments","230","220","39870","38000"
"In post","2021","South West (England)","Heterosexual / straight","Cabinet Office","60","60","44300","38420"
"In post","2021","South West (England)","Heterosexual / straight","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","200","190","37780","36060"
"In post","2021","South West (England)","Heterosexual / straight","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Heterosexual / straight","Department for Education","150","140","44650","37270"
"In post","2021","South West (England)","Heterosexual / straight","Department for Environment, Food and Rural Affairs","1170","1100","35840","32450"
"In post","2021","South West (England)","Heterosexual / straight","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Heterosexual / straight","Department for Transport","520","490","33730","29730"
"In post","2021","South West (England)","Heterosexual / straight","Department for Work and Pensions","3780","3330","26640","27570"
"In post","2021","South West (England)","Heterosexual / straight","Department of Health and Social Care","830","770","36560","30460"
"In post","2021","South West (England)","Heterosexual / straight","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Heterosexual / straight","HM Land Registry","810","720","34390","33840"
"In post","2021","South West (England)","Heterosexual / straight","HM Revenue and Customs","1100","1040","34120","31810"
"In post","2021","South West (England)","Heterosexual / straight","HM Treasury","30","30","[c]","[c]"
"In post","2021","South West (England)","Heterosexual / straight","Home Office","300","280","28080","25310"
"In post","2021","South West (England)","Heterosexual / straight","Ministry of Defence","16810","16210","36390","33300"
"In post","2021","South West (England)","Heterosexual / straight","Ministry of Housing, Communities and Local Government","650","610","44730","47660"
"In post","2021","South West (England)","Heterosexual / straight","Ministry of Justice","3690","3420","28310","25790"
"In post","2021","South West (England)","Heterosexual / straight","National Crime Agency","360","350","36490","36410"
"In post","2021","South West (England)","Heterosexual / straight","Office for Standards in Education","220","210","44850","39850"
"In post","2021","South West (England)","Heterosexual / straight","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Heterosexual / straight","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Heterosexual / straight","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","LGBO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","LGBO","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","LGBO","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","LGBO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","LGBO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","LGBO","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","LGBO","Department for Environment, Food and Rural Affairs","80","80","33890","30710"
"In post","2021","South West (England)","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","LGBO","Department for Work and Pensions","280","260","26700","27570"
"In post","2021","South West (England)","LGBO","Department of Health and Social Care","40","40","[c]","[c]"
"In post","2021","South West (England)","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","LGBO","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","LGBO","HM Revenue and Customs","80","80","31680","31810"
"In post","2021","South West (England)","LGBO","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","LGBO","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","LGBO","Ministry of Defence","590","580","33430","31650"
"In post","2021","South West (England)","LGBO","Ministry of Housing, Communities and Local Government","40","40","[c]","[c]"
"In post","2021","South West (England)","LGBO","Ministry of Justice","220","210","26560","25790"
"In post","2021","South West (England)","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","LGBO","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","LGBO","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","LGBO","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Undeclared","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Undeclared","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"In post","2021","South West (England)","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Undeclared","Department for Environment, Food and Rural Affairs","140","130","35060","32160"
"In post","2021","South West (England)","Undeclared","Department for Transport","110","100","33360","29590"
"In post","2021","South West (England)","Undeclared","Department for Work and Pensions","510","440","26660","27570"
"In post","2021","South West (England)","Undeclared","Department of Health and Social Care","180","160","41560","36940"
"In post","2021","South West (England)","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Undeclared","HM Land Registry","170","140","34750","33840"
"In post","2021","South West (England)","Undeclared","HM Revenue and Customs","150","130","36170","31810"
"In post","2021","South West (England)","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Undeclared","Home Office","70","60","28580","27370"
"In post","2021","South West (England)","Undeclared","Ministry of Defence","2500","2390","38190","36900"
"In post","2021","South West (England)","Undeclared","Ministry of Housing, Communities and Local Government","60","50","46040","47660"
"In post","2021","South West (England)","Undeclared","Ministry of Justice","480","440","29090","26330"
"In post","2021","South West (England)","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Undeclared","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Undeclared","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Undeclared","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Unknown","Attorney General's Departments","70","60","48430","54030"
"In post","2021","South West (England)","Unknown","Cabinet Office","110","110","60550","53320"
"In post","2021","South West (England)","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Unknown","Department for Business, Energy and Industrial Strategy","1810","1730","39930","39650"
"In post","2021","South West (England)","Unknown","Department for Education","40","40","[c]","[c]"
"In post","2021","South West (England)","Unknown","Department for Environment, Food and Rural Affairs","390","360","32920","29270"
"In post","2021","South West (England)","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Unknown","Department for Transport","110","100","29390","26700"
"In post","2021","South West (England)","Unknown","Department for Work and Pensions","1250","1030","25480","27570"
"In post","2021","South West (England)","Unknown","Department of Health and Social Care","170","150","47610","40560"
"In post","2021","South West (England)","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Unknown","HM Land Registry","550","510","29930","27130"
"In post","2021","South West (England)","Unknown","HM Revenue and Customs","510","480","30920","25970"
"In post","2021","South West (England)","Unknown","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Unknown","Ministry of Defence","2140","2050","34870","33180"
"In post","2021","South West (England)","Unknown","Ministry of Housing, Communities and Local Government","180","160","36280","27530"
"In post","2021","South West (England)","Unknown","Ministry of Justice","700","630","27050","24620"
"In post","2021","South West (England)","Unknown","National Crime Agency","70","60","35410","36410"
"In post","2021","South West (England)","Unknown","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Heterosexual / straight","Cabinet Office","140","140","41870","35900"
"In post","2021","Unknown","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Heterosexual / straight","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Heterosexual / straight","Department for Work and Pensions","610","580","30200","27570"
"In post","2021","Unknown","Heterosexual / straight","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Heterosexual / straight","Ministry of Defence","150","140","31410","27370"
"In post","2021","Unknown","Heterosexual / straight","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Heterosexual / straight","National Crime Agency","70","70","45760","45480"
"In post","2021","Unknown","Heterosexual / straight","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Department for Work and Pensions","40","40","[c]","[c]"
"In post","2021","Unknown","LGBO","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Department for Work and Pensions","80","70","29690","27570"
"In post","2021","Unknown","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Cabinet Office","440","440","34530","32000"
"In post","2021","Unknown","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Department for Work and Pensions","170","150","31850","27570"
"In post","2021","Unknown","Unknown","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Ministry of Defence","1890","1880","37620","34460"
"In post","2021","Unknown","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Heterosexual / straight","Attorney General's Departments","250","240","40610","38090"
"In post","2021","Wales","Heterosexual / straight","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Heterosexual / straight","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Heterosexual / straight","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","1640","1530","35510","30660"
"In post","2021","Wales","Heterosexual / straight","Department for Environment, Food and Rural Affairs","240","230","28850","25100"
"In post","2021","Wales","Heterosexual / straight","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Heterosexual / straight","Department for Transport","4220","3820","27230","21590"
"In post","2021","Wales","Heterosexual / straight","Department for Work and Pensions","3710","3340","26350","27570"
"In post","2021","Wales","Heterosexual / straight","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Heterosexual / straight","ESTYN","100","90","58240","74730"
"In post","2021","Wales","Heterosexual / straight","Food Standards Agency","100","100","38900","37910"
"In post","2021","Wales","Heterosexual / straight","HM Land Registry","420","380","29130","27130"
"In post","2021","Wales","Heterosexual / straight","HM Revenue and Customs","2470","2300","29450","25560"
"In post","2021","Wales","Heterosexual / straight","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Heterosexual / straight","Home Office","530","480","27400","25040"
"In post","2021","Wales","Heterosexual / straight","Ministry of Defence","710","680","26200","22080"
"In post","2021","Wales","Heterosexual / straight","Ministry of Housing, Communities and Local Government","30","30","[c]","[c]"
"In post","2021","Wales","Heterosexual / straight","Ministry of Justice","2910","2730","28260","24920"
"In post","2021","Wales","Heterosexual / straight","National Crime Agency","50","50","[c]","[c]"
"In post","2021","Wales","Heterosexual / straight","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Heterosexual / straight","Other Cabinet Office Agencies","80","80","35220","34800"
"In post","2021","Wales","Heterosexual / straight","United Kingdom Statistics Authority","1590","1510","35730","34220"
"In post","2021","Wales","Heterosexual / straight","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Heterosexual / straight","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Heterosexual / straight","Welsh Government","4660","4390","40730","37410"
"In post","2021","Wales","LGBO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Wales","LGBO","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Wales","LGBO","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Wales","LGBO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Wales","LGBO","Department for Business, Energy and Industrial Strategy","110","110","34510","30030"
"In post","2021","Wales","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Wales","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Wales","LGBO","Department for Transport","190","180","25410","21590"
"In post","2021","Wales","LGBO","Department for Work and Pensions","240","230","26370","27570"
"In post","2021","Wales","LGBO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Wales","LGBO","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Wales","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Wales","LGBO","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Wales","LGBO","HM Revenue and Customs","210","200","27790","25560"
"In post","2021","Wales","LGBO","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Wales","LGBO","Home Office","30","30","[c]","[c]"
"In post","2021","Wales","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Wales","LGBO","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Wales","LGBO","Ministry of Justice","160","160","26550","23840"
"In post","2021","Wales","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Wales","LGBO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Wales","LGBO","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Wales","LGBO","United Kingdom Statistics Authority","120","110","35270","36030"
"In post","2021","Wales","LGBO","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Wales","LGBO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Wales","LGBO","Welsh Government","210","200","41670","37410"
"In post","2021","Wales","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Undeclared","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Undeclared","Department for Business, Energy and Industrial Strategy","180","160","35940","36030"
"In post","2021","Wales","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Undeclared","Department for Transport","1640","1360","25330","21590"
"In post","2021","Wales","Undeclared","Department for Work and Pensions","460","420","26120","27570"
"In post","2021","Wales","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Undeclared","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Undeclared","HM Land Registry","60","50","31920","27130"
"In post","2021","Wales","Undeclared","HM Revenue and Customs","280","260","29440","25560"
"In post","2021","Wales","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Undeclared","Home Office","60","50","27660","25360"
