"Status","Year","Region_ITL2","Region_ITL1","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","West Central Scotland","Scotland","Declared non-disabled","11990","11160","32000","27570"
"In post","2022","West Central Scotland","Scotland","Undeclared","690","640","30500","27570"
"In post","2022","West Central Scotland","Scotland","Unknown","5230","4950","32940","30450"
"In post","2022","West Midlands","West Midlands (England)","Declared disabled","2380","2160","29970","27570"
"In post","2022","West Midlands","West Midlands (England)","Declared non-disabled","13160","12180","31540","27570"
"In post","2022","West Midlands","West Midlands (England)","Undeclared","900","830","30810","27570"
"In post","2022","West Midlands","West Midlands (England)","Unknown","3630","3460","31860","27570"
"In post","2022","West Wales and The Valleys","Wales","Declared disabled","1930","1690","26660","25570"
"In post","2022","West Wales and The Valleys","Wales","Declared non-disabled","12320","11230","29760","27030"
"In post","2022","West Wales and The Valleys","Wales","Undeclared","1000","900","29230","26750"
"In post","2022","West Wales and The Valleys","Wales","Unknown","1800","1680","27750","22600"
"In post","2022","West Yorkshire","Yorkshire and The Humber","Declared disabled","2020","1830","31560","27570"
"In post","2022","West Yorkshire","Yorkshire and The Humber","Declared non-disabled","12100","11230","33000","27570"
"In post","2022","West Yorkshire","Yorkshire and The Humber","Undeclared","970","890","31950","30450"
"In post","2022","West Yorkshire","Yorkshire and The Humber","Unknown","4060","3890","32480","27570"
"Leaver CS","2021","Bedfordshire and Hertfordshire","East of England","Declared disabled","60","50","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","East of England","Declared non-disabled","250","220","30890","25740"
"Leaver CS","2021","Bedfordshire and Hertfordshire","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","East of England","Unknown","130","120","30610","26910"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","Declared disabled","80","70","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","Declared non-disabled","380","350","33330","29330"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","Undeclared","50","50","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","Unknown","200","190","29400","24970"
"Leaver CS","2021","Cheshire","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","North West (England)","Declared non-disabled","100","80","26320","21010"
"Leaver CS","2021","Cheshire","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","North West (England)","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","South West (England)","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","North West (England)","Declared non-disabled","60","50","[c]","[c]"
"Leaver CS","2021","Cumbria","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","North West (England)","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","East Midlands (England)","Declared disabled","80","70","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","East Midlands (England)","Declared non-disabled","370","320","27390","23200"
"Leaver CS","2021","Derbyshire and Nottinghamshire","East Midlands (England)","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","East Midlands (England)","Unknown","150","140","26040","24250"
"Leaver CS","2021","Devon","South West (England)","Declared disabled","60","50","[c]","[c]"
"Leaver CS","2021","Devon","South West (England)","Declared non-disabled","370","320","26430","21580"
"Leaver CS","2021","Devon","South West (England)","Undeclared","50","50","[c]","[c]"
"Leaver CS","2021","Devon","South West (England)","Unknown","130","120","26520","21620"
"Leaver CS","2021","Dorset and Somerset","South West (England)","Declared disabled","50","50","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","South West (England)","Declared non-disabled","210","190","29380","27130"
"Leaver CS","2021","Dorset and Somerset","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","South West (England)","Unknown","60","50","30010","27570"
"Leaver CS","2021","East Anglia","East of England","Declared disabled","110","100","28040","26990"
"Leaver CS","2021","East Anglia","East of England","Declared non-disabled","560","500","30310","26670"
"Leaver CS","2021","East Anglia","East of England","Undeclared","110","90","[c]","[c]"
"Leaver CS","2021","East Anglia","East of England","Unknown","210","190","31710","27570"
"Leaver CS","2021","East Wales","Wales","Declared disabled","130","110","31110","25030"
"Leaver CS","2021","East Wales","Wales","Declared non-disabled","650","560","34770","27570"
"Leaver CS","2021","East Wales","Wales","Undeclared","60","50","[c]","[c]"
"Leaver CS","2021","East Wales","Wales","Unknown","340","300","29070","23050"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Declared non-disabled","280","240","28690","27130"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Undeclared","40","40","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Unknown","90","80","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Scotland","Declared disabled","110","100","28750","27570"
"Leaver CS","2021","Eastern Scotland","Scotland","Declared non-disabled","480","420","34580","27570"
"Leaver CS","2021","Eastern Scotland","Scotland","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Scotland","Unknown","500","450","35430","30790"
"Leaver CS","2021","Essex","East of England","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2021","Essex","East of England","Declared non-disabled","190","170","29490","25110"
"Leaver CS","2021","Essex","East of England","Undeclared","40","40","[c]","[c]"
"Leaver CS","2021","Essex","East of England","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","Declared disabled","170","150","29650","26500"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","Declared non-disabled","870","800","34910","30420"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","Undeclared","120","100","37420","34030"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","Unknown","260","240","35130","29690"
"Leaver CS","2021","Greater Manchester","North West (England)","Declared disabled","110","90","29750","25720"
"Leaver CS","2021","Greater Manchester","North West (England)","Declared non-disabled","590","520","30650","26120"
"Leaver CS","2021","Greater Manchester","North West (England)","Undeclared","60","50","[c]","[c]"
"Leaver CS","2021","Greater Manchester","North West (England)","Unknown","210","190","28640","25930"
"Leaver CS","2021","Hampshire and Isle of Wight","South East (England)","Declared disabled","110","90","26810","25480"
"Leaver CS","2021","Hampshire and Isle of Wight","South East (England)","Declared non-disabled","480","420","30600","27570"
"Leaver CS","2021","Hampshire and Isle of Wight","South East (England)","Undeclared","50","50","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","South East (England)","Unknown","230","190","29230","26220"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","Declared non-disabled","150","130","24430","21470"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","Unknown","60","60","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Scotland","Declared non-disabled","60","50","27850","26530"
"Leaver CS","2021","Highlands and Islands","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","London","Declared disabled","90","80","34230","31490"
"Leaver CS","2021","Inner London - East","London","Declared non-disabled","590","550","43330","35200"
"Leaver CS","2021","Inner London - East","London","Undeclared","50","50","[c]","[c]"
"Leaver CS","2021","Inner London - East","London","Unknown","290","280","40850","32760"
"Leaver CS","2021","Inner London - West","London","Declared disabled","230","210","43690","37440"
"Leaver CS","2021","Inner London - West","London","Declared non-disabled","1630","1470","47010","40470"
"Leaver CS","2021","Inner London - West","London","Undeclared","170","160","43160","38830"
"Leaver CS","2021","Inner London - West","London","Unknown","1050","890","39110","32560"
"Leaver CS","2021","Kent","South East (England)","Declared disabled","60","50","[c]","[c]"
"Leaver CS","2021","Kent","South East (England)","Declared non-disabled","330","290","27180","25110"
"Leaver CS","2021","Kent","South East (England)","Undeclared","60","50","[c]","[c]"
"Leaver CS","2021","Kent","South East (England)","Unknown","110","100","24180","24110"
"Leaver CS","2021","Lancashire","North West (England)","Declared disabled","90","80","31290","27570"
"Leaver CS","2021","Lancashire","North West (England)","Declared non-disabled","450","380","26290","21010"
"Leaver CS","2021","Lancashire","North West (England)","Undeclared","50","40","[c]","[c]"
"Leaver CS","2021","Lancashire","North West (England)","Unknown","130","120","23460","21010"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","Declared disabled","70","60","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","Declared non-disabled","370","320","26740","22350"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","Undeclared","50","50","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","Unknown","150","140","24020","21010"
"Leaver CS","2021","Lincolnshire","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","East Midlands (England)","Declared non-disabled","210","190","28710","27680"
"Leaver CS","2021","Lincolnshire","East Midlands (England)","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Lincolnshire","East Midlands (England)","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","Merseyside","North West (England)","Declared disabled","100","80","26010","24310"
"Leaver CS","2021","Merseyside","North West (England)","Declared non-disabled","500","400","27300","24110"
"Leaver CS","2021","Merseyside","North West (England)","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Merseyside","North West (England)","Unknown","140","120","30230","27010"
"Leaver CS","2021","North Eastern Scotland","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","Scotland","Declared non-disabled","100","80","38450","29600"
"Leaver CS","2021","North Eastern Scotland","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","Scotland","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","North Yorkshire","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","Yorkshire and The Humber","Declared non-disabled","140","130","35330","27570"
"Leaver CS","2021","North Yorkshire","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","Yorkshire and The Humber","Unknown","80","70","31750","26890"
"Leaver CS","2021","Northern Ireland","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Northern Ireland","Declared non-disabled","120","100","25450","21430"
"Leaver CS","2021","Northern Ireland","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Northern Ireland","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","North East (England)","Declared disabled","150","120","25860","21010"
"Leaver CS","2021","Northumberland and Tyne and Wear","North East (England)","Declared non-disabled","610","490","26300","21010"
"Leaver CS","2021","Northumberland and Tyne and Wear","North East (England)","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","North East (England)","Unknown","280","230","26630","21150"
"Leaver CS","2021","Outer London - East and North East","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","London","Declared non-disabled","120","100","28520","29590"
"Leaver CS","2021","Outer London - East and North East","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","London","Unknown","60","60","[c]","[c]"
"Leaver CS","2021","Outer London - South","London","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2021","Outer London - South","London","Declared non-disabled","280","250","35670","30170"
"Leaver CS","2021","Outer London - South","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","London","Unknown","90","80","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","London","Declared disabled","50","50","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","London","Declared non-disabled","350","310","33250","30380"
"Leaver CS","2021","Outer London - West and North West","London","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","London","Unknown","130","120","33440","31060"
"Leaver CS","2021","Overseas","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Overseas","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2021","Overseas","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Overseas","Unknown","80","70","39640","36960"
"Leaver CS","2021","Shropshire and Staffordshire","West Midlands (England)","Declared disabled","60","50","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","West Midlands (England)","Declared non-disabled","300","260","29260","26780"
"Leaver CS","2021","Shropshire and Staffordshire","West Midlands (England)","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","West Midlands (England)","Unknown","110","100","25060","21590"
"Leaver CS","2021","South Yorkshire","Yorkshire and The Humber","Declared disabled","90","70","28440","26120"
"Leaver CS","2021","South Yorkshire","Yorkshire and The Humber","Declared non-disabled","420","350","29030","24910"
"Leaver CS","2021","South Yorkshire","Yorkshire and The Humber","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Yorkshire and The Humber","Unknown","100","90","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Scotland","Declared non-disabled","150","120","29800","26890"
"Leaver CS","2021","Southern Scotland","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Scotland","Unknown","80","70","29510","26550"
"Leaver CS","2021","Surrey, East and West Sussex","South East (England)","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","South East (England)","Declared non-disabled","290","250","28190","26430"
"Leaver CS","2021","Surrey, East and West Sussex","South East (England)","Undeclared","50","40","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","South East (England)","Unknown","160","150","33860","24370"
"Leaver CS","2021","Tees Valley and Durham","North East (England)","Declared disabled","70","50","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","North East (England)","Declared non-disabled","370","300","27980","22350"
"Leaver CS","2021","Tees Valley and Durham","North East (England)","Undeclared","60","50","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","North East (England)","Unknown","120","110","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Declared non-disabled","60","50","45310","32200"
"Leaver CS","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","620","610","39880","32000"
"Leaver CS","2021","West Central Scotland","Scotland","Declared disabled","80","60","27790","26720"
"Leaver CS","2021","West Central Scotland","Scotland","Declared non-disabled","390","320","30520","26120"
"Leaver CS","2021","West Central Scotland","Scotland","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Scotland","Unknown","220","190","31000","27570"
"Leaver CS","2021","West Midlands","West Midlands (England)","Declared disabled","150","120","26900","26000"
"Leaver CS","2021","West Midlands","West Midlands (England)","Declared non-disabled","620","520","31580","26120"
"Leaver CS","2021","West Midlands","West Midlands (England)","Undeclared","50","50","[c]","[c]"
"Leaver CS","2021","West Midlands","West Midlands (England)","Unknown","270","250","36550","27570"
"Leaver CS","2021","West Wales and The Valleys","Wales","Declared disabled","110","80","23560","21590"
"Leaver CS","2021","West Wales and The Valleys","Wales","Declared non-disabled","480","400","27240","21590"
"Leaver CS","2021","West Wales and The Valleys","Wales","Undeclared","50","40","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Wales","Unknown","140","130","25750","21590"
"Leaver CS","2021","West Yorkshire","Yorkshire and The Humber","Declared disabled","90","80","28030","27570"
"Leaver CS","2021","West Yorkshire","Yorkshire and The Humber","Declared non-disabled","550","460","29940","26890"
"Leaver CS","2021","West Yorkshire","Yorkshire and The Humber","Undeclared","60","50","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Yorkshire and The Humber","Unknown","270","210","29550","24880"
"Leaver CS","2022","Bedfordshire and Hertfordshire","East of England","Declared disabled","70","60","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","East of England","Declared non-disabled","350","330","31120","29210"
"Leaver CS","2022","Bedfordshire and Hertfordshire","East of England","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","East of England","Unknown","140","140","33050","29670"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","Declared disabled","110","90","29690","27570"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","Declared non-disabled","830","780","30290","27570"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","Undeclared","70","60","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","Unknown","300","280","30670","26470"
"Leaver CS","2022","Cheshire","North West (England)","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","Cheshire","North West (England)","Declared non-disabled","210","190","30850","27570"
"Leaver CS","2022","Cheshire","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","North West (England)","Unknown","80","70","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","South West (England)","Declared non-disabled","120","100","26070","21260"
"Leaver CS","2022","Cornwall and Isles of Scilly","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","North West (England)","Declared non-disabled","150","130","29660","25680"
"Leaver CS","2022","Cumbria","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","East Midlands (England)","Declared disabled","140","120","28070","27570"
"Leaver CS","2022","Derbyshire and Nottinghamshire","East Midlands (England)","Declared non-disabled","630","560","29230","27570"
"Leaver CS","2022","Derbyshire and Nottinghamshire","East Midlands (England)","Undeclared","70","60","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","East Midlands (England)","Unknown","230","210","27830","24880"
"Leaver CS","2022","Devon","South West (England)","Declared disabled","80","70","26700","22350"
"Leaver CS","2022","Devon","South West (England)","Declared non-disabled","520","460","30600","27570"
"Leaver CS","2022","Devon","South West (England)","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","Devon","South West (England)","Unknown","120","120","28930","25500"
"Leaver CS","2022","Dorset and Somerset","South West (England)","Declared disabled","60","60","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","South West (England)","Declared non-disabled","350","310","29930","27570"
"Leaver CS","2022","Dorset and Somerset","South West (England)","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","South West (England)","Unknown","90","80","31180","26740"
"Leaver CS","2022","East Anglia","East of England","Declared disabled","170","150","28010","26700"
"Leaver CS","2022","East Anglia","East of England","Declared non-disabled","960","870","30940","27570"
"Leaver CS","2022","East Anglia","East of England","Undeclared","100","90","[c]","[c]"
"Leaver CS","2022","East Anglia","East of England","Unknown","230","210","36500","27570"
"Leaver CS","2022","East Wales","Wales","Declared disabled","140","120","32820","27570"
"Leaver CS","2022","East Wales","Wales","Declared non-disabled","930","820","32720","27570"
"Leaver CS","2022","East Wales","Wales","Undeclared","100","90","30770","27570"
"Leaver CS","2022","East Wales","Wales","Unknown","380","350","30250","24030"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Declared non-disabled","290","260","27960","27130"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Undeclared","30","20","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Unknown","60","60","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","Scotland","Declared disabled","170","150","31290","27570"
"Leaver CS","2022","Eastern Scotland","Scotland","Declared non-disabled","760","670","34710","27570"
"Leaver CS","2022","Eastern Scotland","Scotland","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","Scotland","Unknown","670","610","33720","30450"
"Leaver CS","2022","Essex","East of England","Declared disabled","70","60","30660","29290"
"Leaver CS","2022","Essex","East of England","Declared non-disabled","410","360","30320","29290"
"Leaver CS","2022","Essex","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","East of England","Unknown","120","110","30080","24880"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","Declared disabled","260","230","33480","27570"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","Declared non-disabled","1710","1590","34310","30370"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","Undeclared","130","120","35100","34940"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","Unknown","510","480","32850","28050"
"Leaver CS","2022","Greater Manchester","North West (England)","Declared disabled","160","140","27870","26060"
"Leaver CS","2022","Greater Manchester","North West (England)","Declared non-disabled","970","870","31440","27570"
"Leaver CS","2022","Greater Manchester","North West (England)","Undeclared","80","60","[c]","[c]"
"Leaver CS","2022","Greater Manchester","North West (England)","Unknown","400","370","32120","26780"
"Leaver CS","2022","Hampshire and Isle of Wight","South East (England)","Declared disabled","160","130","29390","27570"
"Leaver CS","2022","Hampshire and Isle of Wight","South East (England)","Declared non-disabled","920","820","32000","27570"
"Leaver CS","2022","Hampshire and Isle of Wight","South East (England)","Undeclared","140","120","29290","27570"
"Leaver CS","2022","Hampshire and Isle of Wight","South East (England)","Unknown","320","270","26380","21720"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","Declared disabled","50","50","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","Declared non-disabled","290","270","27670","27370"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","Unknown","80","80","24200","21170"
"Leaver CS","2022","Highlands and Islands","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Scotland","Declared non-disabled","140","120","28120","26780"
"Leaver CS","2022","Highlands and Islands","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Scotland","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Inner London - East","London","Declared disabled","210","190","39080","32320"
"Leaver CS","2022","Inner London - East","London","Declared non-disabled","1660","1550","43920","37040"
"Leaver CS","2022","Inner London - East","London","Undeclared","90","90","42160","40070"
"Leaver CS","2022","Inner London - East","London","Unknown","650","620","45390","38200"
"Leaver CS","2022","Inner London - West","London","Declared disabled","380","330","40610","35000"
"Leaver CS","2022","Inner London - West","London","Declared non-disabled","2540","2280","46000","40990"
"Leaver CS","2022","Inner London - West","London","Undeclared","230","210","45680","41750"
"Leaver CS","2022","Inner London - West","London","Unknown","1790","1390","42070","35060"
"Leaver CS","2022","Kent","South East (England)","Declared disabled","100","90","29320","27370"
"Leaver CS","2022","Kent","South East (England)","Declared non-disabled","500","450","31840","29290"
"Leaver CS","2022","Kent","South East (England)","Undeclared","50","40","[c]","[c]"
"Leaver CS","2022","Kent","South East (England)","Unknown","150","140","30210","24880"
"Leaver CS","2022","Lancashire","North West (England)","Declared disabled","150","120","25480","21260"
"Leaver CS","2022","Lancashire","North West (England)","Declared non-disabled","700","600","26980","21260"
"Leaver CS","2022","Lancashire","North West (England)","Undeclared","80","60","[c]","[c]"
"Leaver CS","2022","Lancashire","North West (England)","Unknown","210","190","26030","21260"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","Declared disabled","100","90","28040","22600"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","Declared non-disabled","510","460","29280","27470"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","Undeclared","60","50","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","Unknown","250","230","24670","21260"
"Leaver CS","2022","Lincolnshire","East Midlands (England)","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2022","Lincolnshire","East Midlands (England)","Declared non-disabled","200","190","28780","27150"
"Leaver CS","2022","Lincolnshire","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire","East Midlands (England)","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Merseyside","North West (England)","Declared disabled","180","150","27260","25040"
"Leaver CS","2022","Merseyside","North West (England)","Declared non-disabled","840","700","28060","25040"
"Leaver CS","2022","Merseyside","North West (England)","Undeclared","60","40","[c]","[c]"
"Leaver CS","2022","Merseyside","North West (England)","Unknown","270","250","30300","26130"
"Leaver CS","2022","North Eastern Scotland","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Eastern Scotland","Scotland","Declared non-disabled","80","70","34910","27570"
"Leaver CS","2022","North Eastern Scotland","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Eastern Scotland","Scotland","Unknown","60","60","29220","27230"
"Leaver CS","2022","North Yorkshire","Yorkshire and The Humber","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","North Yorkshire","Yorkshire and The Humber","Declared non-disabled","280","250","32160","27570"
"Leaver CS","2022","North Yorkshire","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire","Yorkshire and The Humber","Unknown","80","70","31970","26670"
"Leaver CS","2022","Northern Ireland","Northern Ireland","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Northern Ireland","Declared non-disabled","140","120","27750","23160"
"Leaver CS","2022","Northern Ireland","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
