"Status","Year","Age","Sexual_orientation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","16-19","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","90","80","20180","20370"
"Leaver CS","2022","20-29","Heterosexual / straight","Declared disabled","440","430","26120","24250"
"Leaver CS","2022","20-29","Heterosexual / straight","Declared non-disabled","4330","4230","26750","25120"
"Leaver CS","2022","20-29","Heterosexual / straight","Undeclared","160","160","27270","26410"
"Leaver CS","2022","20-29","Heterosexual / straight","Unknown","410","360","28210","25780"
"Leaver CS","2022","20-29","LGBO","Declared disabled","180","180","26250","24920"
"Leaver CS","2022","20-29","LGBO","Declared non-disabled","490","480","26800","24900"
"Leaver CS","2022","20-29","LGBO","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","20-29","LGBO","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Declared disabled","60","50","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Declared non-disabled","280","270","27650","25800"
"Leaver CS","2022","20-29","Undeclared","Undeclared","100","100","29000","27570"
"Leaver CS","2022","20-29","Undeclared","Unknown","220","70","28810","27270"
"Leaver CS","2022","20-29","Unknown","Declared disabled","70","50","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Declared non-disabled","690","610","26260","24510"
"Leaver CS","2022","20-29","Unknown","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Unknown","3160","3060","25820","23720"
"Leaver CS","2022","30-39","Heterosexual / straight","Declared disabled","410","380","30070","27570"
"Leaver CS","2022","30-39","Heterosexual / straight","Declared non-disabled","3600","3390","34110","30040"
"Leaver CS","2022","30-39","Heterosexual / straight","Undeclared","160","150","31270","27570"
"Leaver CS","2022","30-39","Heterosexual / straight","Unknown","320","280","37580","34360"
"Leaver CS","2022","30-39","LGBO","Declared disabled","90","90","28630","27570"
"Leaver CS","2022","30-39","LGBO","Declared non-disabled","300","290","35640","31060"
"Leaver CS","2022","30-39","LGBO","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","30-39","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Declared disabled","60","50","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Declared non-disabled","250","230","34790","31060"
"Leaver CS","2022","30-39","Undeclared","Undeclared","100","100","39770","40580"
"Leaver CS","2022","30-39","Undeclared","Unknown","160","60","39570","39430"
"Leaver CS","2022","30-39","Unknown","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Declared non-disabled","580","510","33440","29230"
"Leaver CS","2022","30-39","Unknown","Undeclared","50","40","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Unknown","1880","1780","34230","30060"
"Leaver CS","2022","40-49","Heterosexual / straight","Declared disabled","370","330","31530","27570"
"Leaver CS","2022","40-49","Heterosexual / straight","Declared non-disabled","2670","2470","37970","31060"
"Leaver CS","2022","40-49","Heterosexual / straight","Undeclared","120","110","32320","27570"
"Leaver CS","2022","40-49","Heterosexual / straight","Unknown","240","210","40150","37330"
"Leaver CS","2022","40-49","LGBO","Declared disabled","50","50","[c]","[c]"
"Leaver CS","2022","40-49","LGBO","Declared non-disabled","170","160","36370","29170"
"Leaver CS","2022","40-49","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Declared non-disabled","200","180","37750","31060"
"Leaver CS","2022","40-49","Undeclared","Undeclared","80","80","37720","31170"
"Leaver CS","2022","40-49","Undeclared","Unknown","120","50","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Declared disabled","60","50","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Declared non-disabled","500","420","36670","27990"
"Leaver CS","2022","40-49","Unknown","Undeclared","60","50","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Unknown","1230","1140","39230","31060"
"Leaver CS","2022","50-59","Heterosexual / straight","Declared disabled","650","580","32070","27570"
"Leaver CS","2022","50-59","Heterosexual / straight","Declared non-disabled","3520","3220","36250","28550"
"Leaver CS","2022","50-59","Heterosexual / straight","Undeclared","200","180","32410","27570"
"Leaver CS","2022","50-59","Heterosexual / straight","Unknown","280","250","41160","36790"
"Leaver CS","2022","50-59","LGBO","Declared disabled","60","60","40920","31290"
"Leaver CS","2022","50-59","LGBO","Declared non-disabled","130","120","39430","29290"
"Leaver CS","2022","50-59","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Declared disabled","100","80","32720","27570"
"Leaver CS","2022","50-59","Undeclared","Declared non-disabled","350","320","36270","29000"
"Leaver CS","2022","50-59","Undeclared","Undeclared","160","150","37330","34090"
"Leaver CS","2022","50-59","Undeclared","Unknown","120","60","42170","39070"
"Leaver CS","2022","50-59","Unknown","Declared disabled","180","150","33310","27570"
"Leaver CS","2022","50-59","Unknown","Declared non-disabled","980","830","33990","27570"
"Leaver CS","2022","50-59","Unknown","Undeclared","140","120","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Unknown","1320","1210","39980","30350"
"Leaver CS","2022","60-64","Heterosexual / straight","Declared disabled","550","450","32920","27570"
"Leaver CS","2022","60-64","Heterosexual / straight","Declared non-disabled","2580","2190","37010","30370"
"Leaver CS","2022","60-64","Heterosexual / straight","Undeclared","150","130","29900","26670"
"Leaver CS","2022","60-64","Heterosexual / straight","Unknown","180","150","41800","36460"
"Leaver CS","2022","60-64","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","LGBO","Declared non-disabled","70","60","34710","29290"
"Leaver CS","2022","60-64","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Declared disabled","100","80","31960","27570"
"Leaver CS","2022","60-64","Undeclared","Declared non-disabled","370","290","33910","27570"
"Leaver CS","2022","60-64","Undeclared","Undeclared","150","130","36290","33660"
"Leaver CS","2022","60-64","Undeclared","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Declared disabled","170","130","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Declared non-disabled","990","740","33880","27570"
"Leaver CS","2022","60-64","Unknown","Undeclared","130","100","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Unknown","740","610","37740","33680"
"Leaver CS","2022","65+","Heterosexual / straight","Declared disabled","510","380","27850","26090"
"Leaver CS","2022","65+","Heterosexual / straight","Declared non-disabled","1950","1490","30880","27370"
"Leaver CS","2022","65+","Heterosexual / straight","Undeclared","140","110","27490","23500"
"Leaver CS","2022","65+","Heterosexual / straight","Unknown","120","100","31790","26900"
"Leaver CS","2022","65+","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","LGBO","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2022","65+","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Declared disabled","100","70","26760","24310"
"Leaver CS","2022","65+","Undeclared","Declared non-disabled","310","230","29050","26780"
"Leaver CS","2022","65+","Undeclared","Undeclared","80","60","31260","27370"
"Leaver CS","2022","65+","Undeclared","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Declared disabled","130","90","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Declared non-disabled","800","540","29470","27370"
"Leaver CS","2022","65+","Unknown","Undeclared","120","80","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Unknown","470","350","36870","30450"
"Leaver CS","2022","Unknown","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Heterosexual / straight","Declared disabled","170","160","31420","31060"
"Leaver Dept.","2021","20-29","Heterosexual / straight","Declared non-disabled","1620","1600","31270","30270"
"Leaver Dept.","2021","20-29","Heterosexual / straight","Undeclared","70","70","33580","32560"
"Leaver Dept.","2021","20-29","Heterosexual / straight","Unknown","110","110","33900","32040"
"Leaver Dept.","2021","20-29","LGBO","Declared disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","20-29","LGBO","Declared non-disabled","210","200","32800","32000"
"Leaver Dept.","2021","20-29","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","Declared non-disabled","100","100","32420","32000"
"Leaver Dept.","2021","20-29","Undeclared","Undeclared","50","50","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Declared disabled","40","30","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Declared non-disabled","400","330","30180","27570"
"Leaver Dept.","2021","20-29","Unknown","Undeclared","60","50","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Unknown","1400","1300","32290","32000"
"Leaver Dept.","2021","30-39","Heterosexual / straight","Declared disabled","200","190","36450","32560"
"Leaver Dept.","2021","30-39","Heterosexual / straight","Declared non-disabled","1580","1510","38910","34400"
"Leaver Dept.","2021","30-39","Heterosexual / straight","Undeclared","70","70","35130","30830"
"Leaver Dept.","2021","30-39","Heterosexual / straight","Unknown","90","90","43330","39760"
"Leaver Dept.","2021","30-39","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","LGBO","Declared non-disabled","130","130","40100","35150"
"Leaver Dept.","2021","30-39","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Declared non-disabled","130","120","40880","38580"
"Leaver Dept.","2021","30-39","Undeclared","Undeclared","60","60","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Declared disabled","50","40","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Declared non-disabled","430","370","39470","33420"
"Leaver Dept.","2021","30-39","Unknown","Undeclared","70","60","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Unknown","810","730","40360","36970"
"Leaver Dept.","2021","40-49","Heterosexual / straight","Declared disabled","160","150","38170","33300"
"Leaver Dept.","2021","40-49","Heterosexual / straight","Declared non-disabled","960","910","44010","37590"
"Leaver Dept.","2021","40-49","Heterosexual / straight","Undeclared","50","50","[c]","[c]"
"Leaver Dept.","2021","40-49","Heterosexual / straight","Unknown","60","60","50680","45860"
"Leaver Dept.","2021","40-49","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","LGBO","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","40-49","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Declared non-disabled","90","80","45670","40200"
"Leaver Dept.","2021","40-49","Undeclared","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Declared disabled","40","30","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Declared non-disabled","280","260","40880","33350"
"Leaver Dept.","2021","40-49","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Unknown","410","360","45540","41340"
"Leaver Dept.","2021","50-59","Heterosexual / straight","Declared disabled","120","120","37250","33180"
"Leaver Dept.","2021","50-59","Heterosexual / straight","Declared non-disabled","600","590","42350","35070"
"Leaver Dept.","2021","50-59","Heterosexual / straight","Undeclared","40","30","[c]","[c]"
"Leaver Dept.","2021","50-59","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Undeclared","Declared non-disabled","50","50","42030","35830"
"Leaver Dept.","2021","50-59","Undeclared","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2021","50-59","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","Declared non-disabled","200","190","37550","30680"
"Leaver Dept.","2021","50-59","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","Unknown","290","270","42140","37670"
"Leaver Dept.","2021","60-64","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Heterosexual / straight","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","60-64","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","65+","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","100","40","[c]","[c]"
"Leaver Dept.","2022","16-19","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Heterosexual / straight","Declared disabled","330","310","30170","28000"
"Leaver Dept.","2022","20-29","Heterosexual / straight","Declared non-disabled","3280","3200","30400","28120"
"Leaver Dept.","2022","20-29","Heterosexual / straight","Undeclared","110","110","30480","28000"
"Leaver Dept.","2022","20-29","Heterosexual / straight","Unknown","260","210","30450","29030"
"Leaver Dept.","2022","20-29","LGBO","Declared disabled","110","110","29400","28450"
"Leaver Dept.","2022","20-29","LGBO","Declared non-disabled","390","380","31640","29640"
"Leaver Dept.","2022","20-29","LGBO","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2022","20-29","LGBO","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","Declared non-disabled","260","250","29510","27570"
"Leaver Dept.","2022","20-29","Undeclared","Undeclared","80","80","31970","31180"
"Leaver Dept.","2022","20-29","Undeclared","Unknown","380","50","32750","29100"
"Leaver Dept.","2022","20-29","Unknown","Declared disabled","30","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Declared non-disabled","350","300","29240","27570"
"Leaver Dept.","2022","20-29","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Unknown","1460","1430","31690","32000"
"Leaver Dept.","2022","30-39","Heterosexual / straight","Declared disabled","330","310","36200","31990"
"Leaver Dept.","2022","30-39","Heterosexual / straight","Declared non-disabled","3410","3260","37840","33670"
"Leaver Dept.","2022","30-39","Heterosexual / straight","Undeclared","120","120","34400","31060"
"Leaver Dept.","2022","30-39","Heterosexual / straight","Unknown","260","210","37430","36370"
"Leaver Dept.","2022","30-39","LGBO","Declared disabled","80","80","35080","32880"
"Leaver Dept.","2022","30-39","LGBO","Declared non-disabled","260","260","39690","36730"
"Leaver Dept.","2022","30-39","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","LGBO","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","Declared disabled","50","50","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","Declared non-disabled","250","240","38300","34360"
"Leaver Dept.","2022","30-39","Undeclared","Undeclared","110","110","40770","40060"
"Leaver Dept.","2022","30-39","Undeclared","Unknown","300","70","42840","40470"
"Leaver Dept.","2022","30-39","Unknown","Declared disabled","60","60","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Declared non-disabled","450","370","37940","31860"
"Leaver Dept.","2022","30-39","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Unknown","1030","950","38920","34230"
"Leaver Dept.","2022","40-49","Heterosexual / straight","Declared disabled","300","280","38460","33300"
"Leaver Dept.","2022","40-49","Heterosexual / straight","Declared non-disabled","2510","2370","42990","37360"
"Leaver Dept.","2022","40-49","Heterosexual / straight","Undeclared","80","80","36700","33300"
"Leaver Dept.","2022","40-49","Heterosexual / straight","Unknown","280","220","46380","41530"
"Leaver Dept.","2022","40-49","LGBO","Declared disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","40-49","LGBO","Declared non-disabled","150","140","47590","43290"
"Leaver Dept.","2022","40-49","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Declared non-disabled","210","200","42280","38070"
"Leaver Dept.","2022","40-49","Undeclared","Undeclared","70","70","41070","38790"
"Leaver Dept.","2022","40-49","Undeclared","Unknown","310","80","48800","47600"
"Leaver Dept.","2022","40-49","Unknown","Declared disabled","50","40","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Declared non-disabled","350","300","38460","31990"
"Leaver Dept.","2022","40-49","Unknown","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Unknown","760","700","46810","42190"
"Leaver Dept.","2022","50-59","Heterosexual / straight","Declared disabled","250","240","38800","31880"
"Leaver Dept.","2022","50-59","Heterosexual / straight","Declared non-disabled","1620","1530","42970","36330"
"Leaver Dept.","2022","50-59","Heterosexual / straight","Undeclared","60","60","37550","31990"
"Leaver Dept.","2022","50-59","Heterosexual / straight","Unknown","280","230","53460","48880"
"Leaver Dept.","2022","50-59","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","LGBO","Declared non-disabled","60","50","44530","38200"
"Leaver Dept.","2022","50-59","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Declared disabled","40","30","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Declared non-disabled","150","140","44100","36370"
"Leaver Dept.","2022","50-59","Undeclared","Undeclared","50","50","39000","35640"
"Leaver Dept.","2022","50-59","Undeclared","Unknown","250","70","56620","50810"
"Leaver Dept.","2022","50-59","Unknown","Declared disabled","30","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Declared non-disabled","260","230","46790","35420"
"Leaver Dept.","2022","50-59","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Unknown","510","480","50350","42830"
"Leaver Dept.","2022","60-64","Heterosexual / straight","Declared disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","60-64","Heterosexual / straight","Declared non-disabled","260","230","46220","36420"
"Leaver Dept.","2022","60-64","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Heterosexual / straight","Unknown","80","60","48100","40060"
"Leaver Dept.","2022","60-64","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Undeclared","Unknown","60","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Unknown","120","110","60340","49620"
"Leaver Dept.","2022","65+","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Heterosexual / straight","Declared non-disabled","100","70","46370","37510"
"Leaver Dept.","2022","65+","Heterosexual / straight","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","65+","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Heterosexual / straight","Declared non-disabled","370","360","22010","21010"
"New entrant CS","2021","16-19","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Heterosexual / straight","Unknown","50","40","[c]","[c]"
