"Status","Year","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Crown Prosecution Service","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Female","2060","1870","53810","53350"
"In post","2022","Crown Prosecution Service","Legal","Male","1260","1220","56540","55610"
"In post","2022","Crown Prosecution Service","Operational Delivery","Female","2140","1940","26880","25480"
"In post","2022","Crown Prosecution Service","Operational Delivery","Male","750","730","27510","25480"
"In post","2022","Crown Prosecution Service","Other","Female","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Other","Male","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Policy","Female","50","40","[c]","[c]"
"In post","2022","Crown Prosecution Service","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Project Delivery","Female","60","50","38800","35020"
"In post","2022","Crown Prosecution Service","Project Delivery","Male","40","40","[c]","[c]"
"In post","2022","Crown Prosecution Service","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Medicine","Female","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Operational Delivery","Male","40","40","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Other","Female","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Other","Male","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Science and Engineering","Male","230","220","27600","29470"
"In post","2022","Defence Equipment and Support","Commercial","Female","480","450","37330","34250"
"In post","2022","Defence Equipment and Support","Commercial","Male","440","430","42120","38000"
"In post","2022","Defence Equipment and Support","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Digital, Data and Technology","Female","80","70","32450","30680"
"In post","2022","Defence Equipment and Support","Digital, Data and Technology","Male","180","180","37740","34060"
"In post","2022","Defence Equipment and Support","Finance","Female","240","220","38970","33390"
"In post","2022","Defence Equipment and Support","Finance","Male","220","220","37900","30420"
"In post","2022","Defence Equipment and Support","Human Resources","Female","140","130","37620","32380"
"In post","2022","Defence Equipment and Support","Human Resources","Male","40","40","[c]","[c]"
"In post","2022","Defence Equipment and Support","Knowledge and Information Management","Female","50","50","35860","35700"
"In post","2022","Defence Equipment and Support","Knowledge and Information Management","Male","110","110","35760","33050"
"In post","2022","Defence Equipment and Support","Other","Female","1440","1320","30270","27280"
"In post","2022","Defence Equipment and Support","Other","Male","2050","2020","33050","29500"
"In post","2022","Defence Equipment and Support","Policy","Female","40","30","[c]","[c]"
"In post","2022","Defence Equipment and Support","Policy","Male","40","40","[c]","[c]"
"In post","2022","Defence Equipment and Support","Project Delivery","Female","900","850","36930","34830"
"In post","2022","Defence Equipment and Support","Project Delivery","Male","1380","1350","43200","40960"
"In post","2022","Defence Equipment and Support","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Property","Male","50","40","[c]","[c]"
"In post","2022","Defence Equipment and Support","Science and Engineering","Female","300","290","37310","34560"
"In post","2022","Defence Equipment and Support","Science and Engineering","Male","2480","2420","38380","37710"
"In post","2022","Defence Equipment and Support","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Security","Male","30","30","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Commercial","Female","40","40","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Commercial","Male","40","40","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Corporate Finance","Female","40","30","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Digital, Data and Technology","Male","100","100","48270","47010"
"In post","2022","Defence Science and Technology Laboratory","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Human Resources","Female","70","70","35360","29230"
"In post","2022","Defence Science and Technology Laboratory","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Medicine","Female","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Operational Delivery","Female","240","220","35800","29230"
"In post","2022","Defence Science and Technology Laboratory","Operational Delivery","Male","160","160","45160","47010"
"In post","2022","Defence Science and Technology Laboratory","Operational Research","Female","170","160","42520","45130"
"In post","2022","Defence Science and Technology Laboratory","Operational Research","Male","340","320","44820","47010"
"In post","2022","Defence Science and Technology Laboratory","Other","Female","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Other","Male","40","40","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Project Delivery","Female","260","240","39780","38070"
"In post","2022","Defence Science and Technology Laboratory","Project Delivery","Male","220","210","43850","47010"
"In post","2022","Defence Science and Technology Laboratory","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Property","Male","30","30","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Science and Engineering","Female","660","630","38530","38070"
"In post","2022","Defence Science and Technology Laboratory","Science and Engineering","Male","1940","1900","41500","38570"
"In post","2022","Defence Science and Technology Laboratory","Security","Female","30","30","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","Female","70","70","49140","45190"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","Male","60","50","44340","40220"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","Female","50","50","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","Male","80","70","45870","40050"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","Female","100","90","45490","39570"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","Male","150","150","46250","39570"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","Female","80","80","53670","53600"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","Male","80","80","53450","53380"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","Female","90","90","46620","46010"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","Male","40","40","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Female","320","310","43700","39670"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Male","280","280","49580","49080"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Female","2210","2130","48230","46050"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Male","2220","2200","50340","53380"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","Female","50","50","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","Male","40","40","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Communications","Female","40","40","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Economics","Male","60","60","48480","52480"
"In post","2022","Department for Digital, Culture, Media and Sport","Finance","Female","30","30","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Finance","Male","40","40","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Human Resources","Female","60","50","43250","34990"
"In post","2022","Department for Digital, Culture, Media and Sport","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Other","Female","70","70","39150","34020"
"In post","2022","Department for Digital, Culture, Media and Sport","Other","Male","40","30","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Policy","Female","670","650","47460","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","Policy","Male","510","510","45920","43960"
"In post","2022","Department for Digital, Culture, Media and Sport","Project Delivery","Female","110","110","46100","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","Project Delivery","Male","110","110","48460","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Commercial","Female","150","150","38140","36500"
"In post","2022","Department for Education (excl. agencies)","Commercial","Male","110","110","37980","36500"
"In post","2022","Department for Education (excl. agencies)","Communications","Female","150","140","38300","33740"
"In post","2022","Department for Education (excl. agencies)","Communications","Male","90","90","37090","32870"
"In post","2022","Department for Education (excl. agencies)","Digital, Data and Technology","Female","380","370","41090","37100"
"In post","2022","Department for Education (excl. agencies)","Digital, Data and Technology","Male","420","420","41090","37420"
"In post","2022","Department for Education (excl. agencies)","Finance","Female","290","280","42390","40300"
"In post","2022","Department for Education (excl. agencies)","Finance","Male","230","230","42650","37100"
"In post","2022","Department for Education (excl. agencies)","Human Resources","Female","110","110","34430","29780"
"In post","2022","Department for Education (excl. agencies)","Human Resources","Male","30","30","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Legal","Female","40","30","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Operational Delivery","Female","380","360","42290","36780"
"In post","2022","Department for Education (excl. agencies)","Operational Delivery","Male","230","230","42260","36890"
"In post","2022","Department for Education (excl. agencies)","Policy","Female","1980","1860","44890","40940"
"In post","2022","Department for Education (excl. agencies)","Policy","Male","990","980","46840","44460"
"In post","2022","Department for Education (excl. agencies)","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Property","Female","280","270","47440","49860"
"In post","2022","Department for Education (excl. agencies)","Property","Male","340","330","53210","54400"
"In post","2022","Department for Education (excl. agencies)","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Female","80","80","35240","35900"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Male","50","50","38780","36730"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Female","160","150","41060","37200"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Male","80","80","41040","37190"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","Female","340","320","42620","47550"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","Male","450","450","45010","47550"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","Female","30","30","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","Female","240","220","39160","36970"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","Male","200","200","44750","40270"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","Female","230","210","41010","37280"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","Male","90","80","42900","39590"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","Female","30","30","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","Male","30","30","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","Female","50","40","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","Male","40","40","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","Female","2190","2080","42000","38750"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","Male","1730","1700","42810","38750"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","Female","240","220","36070","32560"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","Male","180","180","42560","38750"
"In post","2022","Department for International Trade","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Communications","Female","70","70","43640","38540"
"In post","2022","Department for International Trade","Communications","Male","50","50","[c]","[c]"
"In post","2022","Department for International Trade","Digital, Data and Technology","Female","80","80","45930","44500"
"In post","2022","Department for International Trade","Digital, Data and Technology","Male","90","90","49350","47980"
"In post","2022","Department for International Trade","Economics","Female","50","50","42330","31800"
"In post","2022","Department for International Trade","Economics","Male","100","100","45110","51710"
"In post","2022","Department for International Trade","Finance","Female","40","40","[c]","[c]"
"In post","2022","Department for International Trade","Finance","Male","50","50","[c]","[c]"
"In post","2022","Department for International Trade","Human Resources","Female","90","90","45660","47980"
"In post","2022","Department for International Trade","Human Resources","Male","40","30","[c]","[c]"
"In post","2022","Department for International Trade","International Trade","Female","670","660","47310","48220"
"In post","2022","Department for International Trade","International Trade","Male","790","790","48760","49370"
"In post","2022","Department for International Trade","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Operational Delivery","Female","70","70","35320","31800"
"In post","2022","Department for International Trade","Operational Delivery","Male","80","70","44660","33300"
"In post","2022","Department for International Trade","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Other","Female","80","80","43160","38160"
"In post","2022","Department for International Trade","Other","Male","70","70","48670","44030"
"In post","2022","Department for International Trade","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Policy","Female","110","110","44560","38830"
"In post","2022","Department for International Trade","Policy","Male","120","120","47420","40920"
"In post","2022","Department for International Trade","Project Delivery","Female","50","50","46660","47130"
"In post","2022","Department for International Trade","Project Delivery","Male","40","40","[c]","[c]"
"In post","2022","Department for International Trade","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Statistics","Male","30","30","[c]","[c]"
"In post","2022","Department for International Trade","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","Female","60","50","43780","39600"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","Male","50","50","45840","39600"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Digital, Data and Technology","Female","40","40","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Digital, Data and Technology","Male","60","60","50440","53130"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Economics","Male","40","40","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","Female","70","70","50720","53130"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","Male","50","50","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","Female","60","60","40840","33620"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","Female","260","250","38180","36340"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","Male","210","200","38440","36340"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","Female","50","50","43490","41560"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","Male","60","60","44520","39990"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","Female","970","940","47020","41980"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","Male","890","880","47560","48200"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","Female","100","100","45770","48200"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","Male","60","60","44750","48200"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Security","Male","[c]","[c]","[c]","[c]"
