"Status","Year","Function_of_post","Sex","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Project Delivery","Female","Herefordshire, Worcestershire and Warwickshire","60","60","26480","25780"
"In post","2021","Project Delivery","Female","Highlands and Islands","50","50","[c]","[c]"
"In post","2021","Project Delivery","Female","Inner London - East","540","520","51590","42290"
"In post","2021","Project Delivery","Female","Inner London - West","2010","1940","50720","51970"
"In post","2021","Project Delivery","Female","Kent","50","40","[c]","[c]"
"In post","2021","Project Delivery","Female","Lancashire","260","240","36050","33300"
"In post","2021","Project Delivery","Female","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Female","Lincolnshire","120","120","32430","30400"
"In post","2021","Project Delivery","Female","Merseyside","350","330","38320","35000"
"In post","2021","Project Delivery","Female","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Female","North Yorkshire","90","80","34710","33300"
"In post","2021","Project Delivery","Female","Northern Ireland","30","30","[c]","[c]"
"In post","2021","Project Delivery","Female","Northumberland and Tyne and Wear","590","540","38610","38630"
"In post","2021","Project Delivery","Female","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Female","Outer London - South","100","100","53260","59160"
"In post","2021","Project Delivery","Female","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Female","Overseas","300","300","56050","55620"
"In post","2021","Project Delivery","Female","Shropshire and Staffordshire","250","240","36220","33300"
"In post","2021","Project Delivery","Female","South Yorkshire","70","70","39130","36530"
"In post","2021","Project Delivery","Female","Southern Scotland","410","380","37450","33930"
"In post","2021","Project Delivery","Female","Surrey, East and West Sussex","60","60","39030","33300"
"In post","2021","Project Delivery","Female","Tees Valley and Durham","30","30","[c]","[c]"
"In post","2021","Project Delivery","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Female","West Central Scotland","160","160","36300","33300"
"In post","2021","Project Delivery","Female","West Midlands","190","180","40900","38630"
"In post","2021","Project Delivery","Female","West Wales and The Valleys","70","60","33880","31020"
"In post","2021","Project Delivery","Female","West Yorkshire","190","190","38210","35000"
"In post","2021","Project Delivery","Male","Bedfordshire and Hertfordshire","100","90","41280","38590"
"In post","2021","Project Delivery","Male","Berkshire, Buckinghamshire and Oxfordshire","230","230","42860","40580"
"In post","2021","Project Delivery","Male","Cheshire","30","30","[c]","[c]"
"In post","2021","Project Delivery","Male","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Male","Cumbria","210","210","36500","33740"
"In post","2021","Project Delivery","Male","Derbyshire and Nottinghamshire","130","130","43760","39630"
"In post","2021","Project Delivery","Male","Devon","420","410","38540","39000"
"In post","2021","Project Delivery","Male","Dorset and Somerset","270","260","35520","34560"
"In post","2021","Project Delivery","Male","East Anglia","280","280","38240","35690"
"In post","2021","Project Delivery","Male","East Wales","440","430","34270","30040"
"In post","2021","Project Delivery","Male","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Male","Eastern Scotland","260","250","41400","38630"
"In post","2021","Project Delivery","Male","Essex","70","70","41810","38630"
"In post","2021","Project Delivery","Male","Gloucestershire, Wiltshire and Bath/Bristol area","6460","6350","40630","39860"
"In post","2021","Project Delivery","Male","Greater Manchester","280","270","42430","38630"
"In post","2021","Project Delivery","Male","Hampshire and Isle of Wight","830","810","38890","38160"
"In post","2021","Project Delivery","Male","Herefordshire, Worcestershire and Warwickshire","120","120","25860","23140"
"In post","2021","Project Delivery","Male","Highlands and Islands","50","50","35370","36610"
"In post","2021","Project Delivery","Male","Inner London - East","460","450","55930","55900"
"In post","2021","Project Delivery","Male","Inner London - West","1840","1810","54260","53610"
"In post","2021","Project Delivery","Male","Kent","30","30","[c]","[c]"
"In post","2021","Project Delivery","Male","Lancashire","200","190","39210","37370"
"In post","2021","Project Delivery","Male","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Male","Lincolnshire","190","180","36520","35400"
"In post","2021","Project Delivery","Male","Merseyside","270","270","40080","38630"
"In post","2021","Project Delivery","Male","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Male","North Yorkshire","90","80","38200","36520"
"In post","2021","Project Delivery","Male","Northern Ireland","40","40","[c]","[c]"
"In post","2021","Project Delivery","Male","Northumberland and Tyne and Wear","480","470","41100","38630"
"In post","2021","Project Delivery","Male","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Male","Outer London - South","90","80","55280","59160"
"In post","2021","Project Delivery","Male","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Male","Overseas","350","340","55120","55060"
"In post","2021","Project Delivery","Male","Shropshire and Staffordshire","240","230","37340","33300"
"In post","2021","Project Delivery","Male","South Yorkshire","50","50","43230","40300"
"In post","2021","Project Delivery","Male","Southern Scotland","440","430","33930","30300"
"In post","2021","Project Delivery","Male","Surrey, East and West Sussex","40","40","[c]","[c]"
"In post","2021","Project Delivery","Male","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Male","West Central Scotland","240","230","37020","34330"
"In post","2021","Project Delivery","Male","West Midlands","160","160","45990","42840"
"In post","2021","Project Delivery","Male","West Wales and The Valleys","90","90","39020","39040"
"In post","2021","Project Delivery","Male","West Yorkshire","160","160","40010","37710"
"In post","2021","Project Delivery","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Property","Female","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Property","Female","Berkshire, Buckinghamshire and Oxfordshire","110","100","33000","30910"
"In post","2021","Property","Female","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Property","Female","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Property","Female","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Property","Female","Derbyshire and Nottinghamshire","170","150","35020","32100"
"In post","2021","Property","Female","Devon","270","240","26070","21100"
"In post","2021","Property","Female","Dorset and Somerset","30","30","[c]","[c]"
"In post","2021","Property","Female","East Anglia","180","170","32040","33000"
"In post","2021","Property","Female","East Wales","160","150","33550","31130"
"In post","2021","Property","Female","East Yorkshire and Northern Lincolnshire","40","40","[c]","[c]"
"In post","2021","Property","Female","Eastern Scotland","150","140","30510","28120"
"In post","2021","Property","Female","Essex","50","50","29200","26670"
"In post","2021","Property","Female","Gloucestershire, Wiltshire and Bath/Bristol area","310","290","34990","33300"
"In post","2021","Property","Female","Greater Manchester","100","100","36840","32100"
"In post","2021","Property","Female","Hampshire and Isle of Wight","180","170","33050","33250"
"In post","2021","Property","Female","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Property","Female","Highlands and Islands","90","90","28940","28120"
"In post","2021","Property","Female","Inner London - East","170","160","39550","33740"
"In post","2021","Property","Female","Inner London - West","210","200","43840","37930"
"In post","2021","Property","Female","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Property","Female","Lancashire","50","40","[c]","[c]"
"In post","2021","Property","Female","Leicestershire, Rutland and Northamptonshire","60","50","20300","18760"
"In post","2021","Property","Female","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Property","Female","Merseyside","90","80","31310","27530"
"In post","2021","Property","Female","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Property","Female","North Yorkshire","60","60","32790","33300"
"In post","2021","Property","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Property","Female","Northumberland and Tyne and Wear","110","100","31070","30000"
"In post","2021","Property","Female","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Property","Female","Outer London - South","110","100","37120","34810"
"In post","2021","Property","Female","Outer London - West and North West","80","70","34270","30000"
"In post","2021","Property","Female","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Property","Female","Shropshire and Staffordshire","100","90","34170","33300"
"In post","2021","Property","Female","South Yorkshire","50","40","[c]","[c]"
"In post","2021","Property","Female","Southern Scotland","50","50","29570","28120"
"In post","2021","Property","Female","Surrey, East and West Sussex","60","50","32830","29720"
"In post","2021","Property","Female","Tees Valley and Durham","180","170","24090","21100"
"In post","2021","Property","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Female","West Central Scotland","40","40","[c]","[c]"
"In post","2021","Property","Female","West Midlands","140","130","32390","29730"
"In post","2021","Property","Female","West Wales and The Valleys","70","60","28650","26700"
"In post","2021","Property","Female","West Yorkshire","220","190","29880","26000"
"In post","2021","Property","Male","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Berkshire, Buckinghamshire and Oxfordshire","250","250","34520","33300"
"In post","2021","Property","Male","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Cornwall and Isles of Scilly","30","30","[c]","[c]"
"In post","2021","Property","Male","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Derbyshire and Nottinghamshire","170","160","39480","38550"
"In post","2021","Property","Male","Devon","250","250","29830","25860"
"In post","2021","Property","Male","Dorset and Somerset","50","40","[c]","[c]"
"In post","2021","Property","Male","East Anglia","210","210","35010","33300"
"In post","2021","Property","Male","East Wales","160","150","32960","30990"
"In post","2021","Property","Male","East Yorkshire and Northern Lincolnshire","40","40","[c]","[c]"
"In post","2021","Property","Male","Eastern Scotland","370","360","33430","30160"
"In post","2021","Property","Male","Essex","70","70","28290","25500"
"In post","2021","Property","Male","Gloucestershire, Wiltshire and Bath/Bristol area","410","400","39520","37320"
"In post","2021","Property","Male","Greater Manchester","120","120","38220","36640"
"In post","2021","Property","Male","Hampshire and Isle of Wight","270","260","36400","33300"
"In post","2021","Property","Male","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Highlands and Islands","240","230","30260","28120"
"In post","2021","Property","Male","Inner London - East","200","190","47020","43710"
"In post","2021","Property","Male","Inner London - West","330","330","51040","50060"
"In post","2021","Property","Male","Kent","50","50","[c]","[c]"
"In post","2021","Property","Male","Lancashire","60","50","34980","33250"
"In post","2021","Property","Male","Leicestershire, Rutland and Northamptonshire","40","40","[c]","[c]"
"In post","2021","Property","Male","Lincolnshire","50","50","[c]","[c]"
"In post","2021","Property","Male","Merseyside","70","70","32500","30000"
"In post","2021","Property","Male","North Eastern Scotland","70","70","30990","28870"
"In post","2021","Property","Male","North Yorkshire","110","110","33900","33300"
"In post","2021","Property","Male","Northern Ireland","80","70","30050","27720"
"In post","2021","Property","Male","Northumberland and Tyne and Wear","130","120","35290","31240"
"In post","2021","Property","Male","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Outer London - South","120","110","38280","35630"
"In post","2021","Property","Male","Outer London - West and North West","100","90","38740","36400"
"In post","2021","Property","Male","Overseas","170","170","39840","39410"
"In post","2021","Property","Male","Shropshire and Staffordshire","110","110","35720","33300"
"In post","2021","Property","Male","South Yorkshire","60","60","41430","41230"
"In post","2021","Property","Male","Southern Scotland","170","160","30240","28120"
"In post","2021","Property","Male","Surrey, East and West Sussex","80","80","39000","32550"
"In post","2021","Property","Male","Tees Valley and Durham","140","130","28600","21100"
"In post","2021","Property","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","West Central Scotland","140","140","30130","28870"
"In post","2021","Property","Male","West Midlands","160","160","38630","33280"
"In post","2021","Property","Male","West Wales and The Valleys","100","100","33210","30890"
"In post","2021","Property","Male","West Yorkshire","180","170","34930","32100"
"In post","2021","Security","Female","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","Female","Berkshire, Buckinghamshire and Oxfordshire","170","170","30940","27780"
"In post","2021","Security","Female","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","Female","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Security","Female","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Security","Female","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","Female","Devon","60","50","25950","21250"
"In post","2021","Security","Female","Dorset and Somerset","40","40","[c]","[c]"
"In post","2021","Security","Female","East Anglia","70","70","25220","20920"
"In post","2021","Security","Female","East Wales","40","40","[c]","[c]"
"In post","2021","Security","Female","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","Female","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Security","Female","Essex","60","50","34650","28750"
"In post","2021","Security","Female","Gloucestershire, Wiltshire and Bath/Bristol area","100","100","29530","26670"
"In post","2021","Security","Female","Greater Manchester","40","40","[c]","[c]"
"In post","2021","Security","Female","Hampshire and Isle of Wight","140","130","28780","26670"
"In post","2021","Security","Female","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","Female","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Security","Female","Inner London - East","40","30","[c]","[c]"
"In post","2021","Security","Female","Inner London - West","350","340","42990","38080"
"In post","2021","Security","Female","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Security","Female","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Security","Female","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","Female","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","Female","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Security","Female","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Security","Female","North Yorkshire","270","250","28410","26670"
"In post","2021","Security","Female","Northern Ireland","30","30","[c]","[c]"
"In post","2021","Security","Female","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Security","Female","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Security","Female","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Security","Female","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Security","Female","Overseas","30","30","[c]","[c]"
"In post","2021","Security","Female","Shropshire and Staffordshire","50","50","31130","28130"
"In post","2021","Security","Female","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","Female","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Security","Female","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Security","Female","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Security","Female","Unknown","30","30","[c]","[c]"
"In post","2021","Security","Female","West Central Scotland","170","160","29150","26510"
"In post","2021","Security","Female","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Security","Female","West Wales and The Valleys","40","40","[c]","[c]"
"In post","2021","Security","Female","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","Male","Bedfordshire and Hertfordshire","60","60","24950","22650"
"In post","2021","Security","Male","Berkshire, Buckinghamshire and Oxfordshire","910","890","34590","33510"
"In post","2021","Security","Male","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","Male","Cornwall and Isles of Scilly","40","30","[c]","[c]"
"In post","2021","Security","Male","Cumbria","80","70","28070","23540"
"In post","2021","Security","Male","Derbyshire and Nottinghamshire","60","60","33050","33200"
"In post","2021","Security","Male","Devon","380","360","27140","20920"
"In post","2021","Security","Male","Dorset and Somerset","110","100","23990","19560"
"In post","2021","Security","Male","East Anglia","170","170","31060","28890"
"In post","2021","Security","Male","East Wales","120","110","26660","20060"
"In post","2021","Security","Male","East Yorkshire and Northern Lincolnshire","50","50","[c]","[c]"
"In post","2021","Security","Male","Eastern Scotland","70","70","27180","20060"
"In post","2021","Security","Male","Essex","170","160","42060","41070"
"In post","2021","Security","Male","Gloucestershire, Wiltshire and Bath/Bristol area","410","400","29110","25680"
"In post","2021","Security","Male","Greater Manchester","50","50","[c]","[c]"
"In post","2021","Security","Male","Hampshire and Isle of Wight","570","560","28700","24540"
"In post","2021","Security","Male","Herefordshire, Worcestershire and Warwickshire","120","120","32740","39070"
"In post","2021","Security","Male","Highlands and Islands","30","30","[c]","[c]"
"In post","2021","Security","Male","Inner London - East","30","30","[c]","[c]"
"In post","2021","Security","Male","Inner London - West","600","600","41680","38540"
"In post","2021","Security","Male","Kent","60","60","33010","36410"
"In post","2021","Security","Male","Lancashire","40","40","[c]","[c]"
"In post","2021","Security","Male","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","Male","Lincolnshire","40","40","[c]","[c]"
"In post","2021","Security","Male","Merseyside","40","40","[c]","[c]"
"In post","2021","Security","Male","North Eastern Scotland","80","80","41160","44070"
"In post","2021","Security","Male","North Yorkshire","460","440","30640","26930"
"In post","2021","Security","Male","Northern Ireland","370","360","21350","20310"
"In post","2021","Security","Male","Northumberland and Tyne and Wear","30","30","[c]","[c]"
"In post","2021","Security","Male","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Security","Male","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Security","Male","Outer London - West and North West","30","30","[c]","[c]"
"In post","2021","Security","Male","Overseas","100","100","39720","34450"
"In post","2021","Security","Male","Shropshire and Staffordshire","120","110","28290","24620"
"In post","2021","Security","Male","South Yorkshire","60","60","41010","41430"
"In post","2021","Security","Male","Southern Scotland","50","40","[c]","[c]"
"In post","2021","Security","Male","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Security","Male","Tees Valley and Durham","30","30","[c]","[c]"
"In post","2021","Security","Male","Unknown","40","30","[c]","[c]"
"In post","2021","Security","Male","West Central Scotland","910","880","30750","28210"
"In post","2021","Security","Male","West Midlands","40","40","[c]","[c]"
"In post","2021","Security","Male","West Wales and The Valleys","120","120","27530","25390"
"In post","2021","Security","Male","West Yorkshire","30","30","[c]","[c]"
"In post","2021","Security","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Female","Bedfordshire and Hertfordshire","1190","1080","31480","29290"
"In post","2021","Unknown","Female","Berkshire, Buckinghamshire and Oxfordshire","1490","1370","28560","27570"
"In post","2021","Unknown","Female","Cheshire","650","570","25440","27570"
"In post","2021","Unknown","Female","Cornwall and Isles of Scilly","690","600","25640","27570"
"In post","2021","Unknown","Female","Cumbria","210","180","26570","27570"
"In post","2021","Unknown","Female","Derbyshire and Nottinghamshire","1620","1390","26050","27570"
"In post","2021","Unknown","Female","Devon","1720","1420","25700","26120"
"In post","2021","Unknown","Female","Dorset and Somerset","910","780","26480","27570"
"In post","2021","Unknown","Female","East Anglia","2200","1910","25770","26910"
"In post","2021","Unknown","Female","East Wales","3780","3400","33770","27570"
"In post","2021","Unknown","Female","East Yorkshire and Northern Lincolnshire","1050","880","25480","27570"
"In post","2021","Unknown","Female","Eastern Scotland","6390","5820","35620","28170"
"In post","2021","Unknown","Female","Essex","1640","1460","28190","29290"
"In post","2021","Unknown","Female","Gloucestershire, Wiltshire and Bath/Bristol area","2570","2290","28530","27570"
"In post","2021","Unknown","Female","Greater Manchester","4020","3590","27120","27570"
"In post","2021","Unknown","Female","Hampshire and Isle of Wight","2120","1890","27840","27570"
"In post","2021","Unknown","Female","Herefordshire, Worcestershire and Warwickshire","840","720","25220","26560"
"In post","2021","Unknown","Female","Highlands and Islands","610","550","26920","27570"
"In post","2021","Unknown","Female","Inner London - East","2640","2420","33930","31060"
"In post","2021","Unknown","Female","Inner London - West","5050","4810","44570","39960"
"In post","2021","Unknown","Female","Kent","2250","2010","27920","27370"
"In post","2021","Unknown","Female","Lancashire","4920","4280","26930","27570"
"In post","2021","Unknown","Female","Leicestershire, Rutland and Northamptonshire","1350","1180","26400","27570"
"In post","2021","Unknown","Female","Lincolnshire","720","640","25390","22080"
"In post","2021","Unknown","Female","Merseyside","6050","5220","25690","24890"
"In post","2021","Unknown","Female","North Eastern Scotland","490","440","31780","27570"
"In post","2021","Unknown","Female","North Yorkshire","680","620","27500","26670"
"In post","2021","Unknown","Female","Northern Ireland","470","420","25740","22330"
"In post","2021","Unknown","Female","Northumberland and Tyne and Wear","4630","3940","26820","27570"
"In post","2021","Unknown","Female","Outer London - East and North East","1340","1200","30110","31060"
"In post","2021","Unknown","Female","Outer London - South","3610","3320","35920","31060"
"In post","2021","Unknown","Female","Outer London - West and North West","2770","2490","31030","31060"
"In post","2021","Unknown","Female","Overseas","400","400","42780","41600"
"In post","2021","Unknown","Female","Shropshire and Staffordshire","1460","1270","27280","27570"
"In post","2021","Unknown","Female","South Yorkshire","3540","3020","28620","27570"
"In post","2021","Unknown","Female","Southern Scotland","1010","860","27180","27570"
"In post","2021","Unknown","Female","Surrey, East and West Sussex","2170","1890","27370","27570"
"In post","2021","Unknown","Female","Tees Valley and Durham","2240","1870","24890","24880"
"In post","2021","Unknown","Female","Unknown","790","730","30930","27570"
"In post","2021","Unknown","Female","West Central Scotland","4990","4430","30150","27570"
"In post","2021","Unknown","Female","West Midlands","4060","3460","26300","27570"
"In post","2021","Unknown","Female","West Wales and The Valleys","3970","3520","30110","27570"
"In post","2021","Unknown","Female","West Yorkshire","3080","2690","29170","27570"
"In post","2021","Unknown","Male","Bedfordshire and Hertfordshire","850","810","33050","29290"
"In post","2021","Unknown","Male","Berkshire, Buckinghamshire and Oxfordshire","870","860","29570","27570"
"In post","2021","Unknown","Male","Cheshire","330","320","25690","27570"
"In post","2021","Unknown","Male","Cornwall and Isles of Scilly","470","460","25090","25190"
"In post","2021","Unknown","Male","Cumbria","70","70","26060","27570"
"In post","2021","Unknown","Male","Derbyshire and Nottinghamshire","830","790","26660","27570"
"In post","2021","Unknown","Male","Devon","1040","990","27850","27570"
"In post","2021","Unknown","Male","Dorset and Somerset","770","750","28530","27570"
"In post","2021","Unknown","Male","East Anglia","1760","1690","27460","27570"
"In post","2021","Unknown","Male","East Wales","2560","2480","36000","28850"
"In post","2021","Unknown","Male","East Yorkshire and Northern Lincolnshire","860","820","26650","26930"
"In post","2021","Unknown","Male","Eastern Scotland","4510","4400","37990","32140"
"In post","2021","Unknown","Male","Essex","1070","1000","28900","28910"
"In post","2021","Unknown","Male","Gloucestershire, Wiltshire and Bath/Bristol area","1930","1870","32880","27570"
"In post","2021","Unknown","Male","Greater Manchester","2940","2860","29920","27570"
"In post","2021","Unknown","Male","Hampshire and Isle of Wight","1870","1820","30690","27570"
"In post","2021","Unknown","Male","Herefordshire, Worcestershire and Warwickshire","480","460","25680","26120"
"In post","2021","Unknown","Male","Highlands and Islands","390","370","27540","27570"
"In post","2021","Unknown","Male","Inner London - East","1600","1570","35350","31060"
"In post","2021","Unknown","Male","Inner London - West","4360","4300","47590","42170"
"In post","2021","Unknown","Male","Kent","2050","1940","27860","27370"
"In post","2021","Unknown","Male","Lancashire","2970","2860","28100","27570"
"In post","2021","Unknown","Male","Leicestershire, Rutland and Northamptonshire","790","760","26390","27570"
"In post","2021","Unknown","Male","Lincolnshire","480","460","27220","26670"
"In post","2021","Unknown","Male","Merseyside","3650","3510","26710","25040"
"In post","2021","Unknown","Male","North Eastern Scotland","380","360","35380","30650"
"In post","2021","Unknown","Male","North Yorkshire","580","560","26820","26670"
"In post","2021","Unknown","Male","Northern Ireland","450","430","25110","22700"
"In post","2021","Unknown","Male","Northumberland and Tyne and Wear","2970","2840","29180","27570"
"In post","2021","Unknown","Male","Outer London - East and North East","690","670","30580","31060"
"In post","2021","Unknown","Male","Outer London - South","2560","2520","39570","35070"
"In post","2021","Unknown","Male","Outer London - West and North West","2350","2180","32270","30920"
"In post","2021","Unknown","Male","Overseas","440","440","42290","38690"
"In post","2021","Unknown","Male","Shropshire and Staffordshire","960","930","28950","27570"
"In post","2021","Unknown","Male","South Yorkshire","2410","2330","30530","27570"
"In post","2021","Unknown","Male","Southern Scotland","510","490","29460","27570"
"In post","2021","Unknown","Male","Surrey, East and West Sussex","1400","1300","28370","27570"
"In post","2021","Unknown","Male","Tees Valley and Durham","1180","1110","25140","24880"
"In post","2021","Unknown","Male","Unknown","2120","2110","36650","32700"
"In post","2021","Unknown","Male","West Central Scotland","3330","3200","32460","27570"
"In post","2021","Unknown","Male","West Midlands","2220","2130","27050","27570"
"In post","2021","Unknown","Male","West Wales and The Valleys","2170","2090","32720","27570"
"In post","2021","Unknown","Male","West Yorkshire","2150","2070","30590","27570"
"In post","2022","Analysis","Female","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Female","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Female","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Female","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Female","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Female","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Female","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Female","Dorset and Somerset","60","60","31240","29510"
"In post","2022","Analysis","Female","East Anglia","160","150","32210","29750"
"In post","2022","Analysis","Female","East Wales","710","670","36660","36840"
"In post","2022","Analysis","Female","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Female","Eastern Scotland","40","40","[c]","[c]"
"In post","2022","Analysis","Female","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Female","Gloucestershire, Wiltshire and Bath/Bristol area","160","150","38550","38070"
"In post","2022","Analysis","Female","Greater Manchester","140","130","39070","34000"
"In post","2022","Analysis","Female","Hampshire and Isle of Wight","430","400","37730","37720"
"In post","2022","Analysis","Female","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Female","Inner London - East","400","380","50140","45490"
"In post","2022","Analysis","Female","Inner London - West","1250","1190","48560","45220"
"In post","2022","Analysis","Female","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Female","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Female","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Female","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Female","Merseyside","70","60","41390","40180"
"In post","2022","Analysis","Female","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Female","Northumberland, and Tyne and Wear","80","70","42110","36650"
"In post","2022","Analysis","Female","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Female","Outer London - South","30","30","[c]","[c]"
"In post","2022","Analysis","Female","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Female","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Female","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Female","South Yorkshire","100","90","44930","42220"
"In post","2022","Analysis","Female","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Female","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Female","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Female","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Female","West Midlands","40","40","[c]","[c]"
"In post","2022","Analysis","Female","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Female","West Yorkshire","130","120","39250","36820"
