"Status","Year","Region_ITL3","Sex","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Warwickshire","Male","Undeclared","30","30","[c]","[c]"
"In post","2021","Warwickshire","Male","Unknown","40","40","[c]","[c]"
"In post","2021","West Cumbria","Female","Declared disabled","80","60","25630","22690"
"In post","2021","West Cumbria","Female","Declared non-disabled","580","500","26000","23840"
"In post","2021","West Cumbria","Female","Undeclared","30","30","[c]","[c]"
"In post","2021","West Cumbria","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Cumbria","Male","Declared disabled","60","60","29960","27050"
"In post","2021","West Cumbria","Male","Declared non-disabled","370","360","31190","27570"
"In post","2021","West Cumbria","Male","Undeclared","40","30","[c]","[c]"
"In post","2021","West Cumbria","Male","Unknown","40","40","[c]","[c]"
"In post","2021","West Essex","Female","Declared disabled","50","40","29610","28450"
"In post","2021","West Essex","Female","Declared non-disabled","270","240","29700","29290"
"In post","2021","West Essex","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Essex","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Essex","Male","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Essex","Male","Declared non-disabled","260","230","30290","27770"
"In post","2021","West Essex","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Essex","Male","Unknown","40","40","[c]","[c]"
"In post","2021","West Kent","Female","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Kent","Female","Declared non-disabled","90","80","32130","29290"
"In post","2021","West Kent","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Kent","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Kent","Male","Declared disabled","40","30","[c]","[c]"
"In post","2021","West Kent","Male","Declared non-disabled","160","150","38420","37320"
"In post","2021","West Kent","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Kent","Male","Unknown","50","50","[c]","[c]"
"In post","2021","West Lothian","Female","Declared disabled","30","30","[c]","[c]"
"In post","2021","West Lothian","Female","Declared non-disabled","200","180","32290","27570"
"In post","2021","West Lothian","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Lothian","Female","Unknown","70","60","37280","27570"
"In post","2021","West Lothian","Male","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Lothian","Male","Declared non-disabled","150","150","32180","27680"
"In post","2021","West Lothian","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Lothian","Male","Unknown","30","30","[c]","[c]"
"In post","2021","West Northamptonshire","Female","Declared disabled","100","90","25440","22920"
"In post","2021","West Northamptonshire","Female","Declared non-disabled","480","420","26300","23970"
"In post","2021","West Northamptonshire","Female","Undeclared","50","40","[c]","[c]"
"In post","2021","West Northamptonshire","Female","Unknown","60","60","22690","20600"
"In post","2021","West Northamptonshire","Male","Declared disabled","40","40","[c]","[c]"
"In post","2021","West Northamptonshire","Male","Declared non-disabled","280","270","28800","26780"
"In post","2021","West Northamptonshire","Male","Undeclared","40","40","[c]","[c]"
"In post","2021","West Northamptonshire","Male","Unknown","60","60","23970","22850"
"In post","2021","West Surrey","Female","Declared disabled","130","120","30080","29060"
"In post","2021","West Surrey","Female","Declared non-disabled","890","810","32140","29290"
"In post","2021","West Surrey","Female","Undeclared","70","70","33530","31850"
"In post","2021","West Surrey","Female","Unknown","130","120","30820","26970"
"In post","2021","West Surrey","Male","Declared disabled","100","90","32640","29290"
"In post","2021","West Surrey","Male","Declared non-disabled","620","610","34860","31810"
"In post","2021","West Surrey","Male","Undeclared","90","90","35320","32020"
"In post","2021","West Surrey","Male","Unknown","90","80","29210","27850"
"In post","2021","West Sussex (North East)","Female","Declared disabled","40","40","[c]","[c]"
"In post","2021","West Sussex (North East)","Female","Declared non-disabled","510","450","29460","27570"
"In post","2021","West Sussex (North East)","Female","Undeclared","40","30","[c]","[c]"
"In post","2021","West Sussex (North East)","Female","Unknown","60","50","39630","31080"
"In post","2021","West Sussex (North East)","Male","Declared disabled","50","40","[c]","[c]"
"In post","2021","West Sussex (North East)","Male","Declared non-disabled","430","380","30350","28070"
"In post","2021","West Sussex (North East)","Male","Undeclared","40","30","[c]","[c]"
"In post","2021","West Sussex (North East)","Male","Unknown","70","70","35320","29690"
"In post","2021","West Sussex (South West)","Female","Declared disabled","100","90","29080","27570"
"In post","2021","West Sussex (South West)","Female","Declared non-disabled","490","430","29020","27570"
"In post","2021","West Sussex (South West)","Female","Undeclared","50","40","[c]","[c]"
"In post","2021","West Sussex (South West)","Female","Unknown","90","80","28000","26660"
"In post","2021","West Sussex (South West)","Male","Declared disabled","60","50","30120","27570"
"In post","2021","West Sussex (South West)","Male","Declared non-disabled","350","330","31910","27680"
"In post","2021","West Sussex (South West)","Male","Undeclared","60","60","31430","31650"
"In post","2021","West Sussex (South West)","Male","Unknown","130","130","31780","28130"
"In post","2021","Westminster","Female","Declared disabled","2640","2520","45090","40220"
"In post","2021","Westminster","Female","Declared non-disabled","19050","18210","47870","43840"
"In post","2021","Westminster","Female","Undeclared","1500","1460","45010","40960"
"In post","2021","Westminster","Female","Unknown","6430","6250","45030","40050"
"In post","2021","Westminster","Male","Declared disabled","2060","2030","46760","41760"
"In post","2021","Westminster","Male","Declared non-disabled","17000","16820","50380","48610"
"In post","2021","Westminster","Male","Undeclared","1680","1670","48570","44480"
"In post","2021","Westminster","Male","Unknown","5310","5270","47850","41560"
"In post","2021","Westminster","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Westminster","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Westminster","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","Female","Declared disabled","380","350","33200","29360"
"In post","2021","Wiltshire","Female","Declared non-disabled","2590","2420","33580","30520"
"In post","2021","Wiltshire","Female","Undeclared","230","220","36760","33970"
"In post","2021","Wiltshire","Female","Unknown","440","410","36360","33300"
"In post","2021","Wiltshire","Male","Declared disabled","370","360","35890","33300"
"In post","2021","Wiltshire","Male","Declared non-disabled","2450","2410","38010","36330"
"In post","2021","Wiltshire","Male","Undeclared","350","340","39790","38190"
"In post","2021","Wiltshire","Male","Unknown","670","660","40550","37320"
"In post","2021","Wirral","Female","Declared disabled","250","200","25210","24020"
"In post","2021","Wirral","Female","Declared non-disabled","1050","870","25950","27130"
"In post","2021","Wirral","Female","Undeclared","50","40","[c]","[c]"
"In post","2021","Wirral","Female","Unknown","130","120","26550","22350"
"In post","2021","Wirral","Male","Declared disabled","140","120","25060","21010"
"In post","2021","Wirral","Male","Declared non-disabled","410","390","27520","27570"
"In post","2021","Wirral","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","Male","Unknown","110","100","26120","22350"
"In post","2021","Wolverhampton","Female","Declared disabled","110","90","25010","27570"
"In post","2021","Wolverhampton","Female","Declared non-disabled","440","370","24700","23130"
"In post","2021","Wolverhampton","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wolverhampton","Female","Unknown","30","30","[c]","[c]"
"In post","2021","Wolverhampton","Male","Declared disabled","40","40","[c]","[c]"
"In post","2021","Wolverhampton","Male","Declared non-disabled","210","200","25490","27570"
"In post","2021","Wolverhampton","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wolverhampton","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","Female","Declared disabled","160","140","27470","25660"
"In post","2021","Worcestershire","Female","Declared non-disabled","870","790","27760","25790"
"In post","2021","Worcestershire","Female","Undeclared","120","110","29670","27570"
"In post","2021","Worcestershire","Female","Unknown","60","50","24260","22850"
"In post","2021","Worcestershire","Male","Declared disabled","80","80","31290","30140"
"In post","2021","Worcestershire","Male","Declared non-disabled","720","710","29340","26810"
"In post","2021","Worcestershire","Male","Undeclared","180","180","31580","31900"
"In post","2021","Worcestershire","Male","Unknown","60","60","28760","24440"
"In post","2021","York","Female","Declared disabled","170","160","35860","30730"
"In post","2021","York","Female","Declared non-disabled","1070","990","36580","31670"
"In post","2021","York","Female","Undeclared","90","90","35500","33300"
"In post","2021","York","Female","Unknown","220","200","32860","26670"
"In post","2021","York","Male","Declared disabled","100","100","33740","30170"
"In post","2021","York","Male","Declared non-disabled","880","860","38160","33300"
"In post","2021","York","Male","Undeclared","110","100","34460","33300"
"In post","2021","York","Male","Unknown","140","140","30310","26670"
"In post","2022","Aberdeen City and Aberdeenshire","Female","Declared disabled","80","70","30090","27570"
"In post","2022","Aberdeen City and Aberdeenshire","Female","Declared non-disabled","560","510","33880","27940"
"In post","2022","Aberdeen City and Aberdeenshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","Female","Unknown","310","280","31940","29550"
"In post","2022","Aberdeen City and Aberdeenshire","Male","Declared disabled","60","60","38920","33070"
"In post","2022","Aberdeen City and Aberdeenshire","Male","Declared non-disabled","560","540","43990","36130"
"In post","2022","Aberdeen City and Aberdeenshire","Male","Undeclared","30","30","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","Male","Unknown","320","300","34310","33480"
"In post","2022","Angus and Dundee City","Female","Declared disabled","180","170","25450","22690"
"In post","2022","Angus and Dundee City","Female","Declared non-disabled","790","720","27740","27230"
"In post","2022","Angus and Dundee City","Female","Undeclared","40","40","[c]","[c]"
"In post","2022","Angus and Dundee City","Female","Unknown","270","240","28350","24400"
"In post","2022","Angus and Dundee City","Male","Declared disabled","90","80","25090","21260"
"In post","2022","Angus and Dundee City","Male","Declared non-disabled","500","490","27350","24400"
"In post","2022","Angus and Dundee City","Male","Undeclared","40","40","[c]","[c]"
"In post","2022","Angus and Dundee City","Male","Unknown","180","170","27940","24400"
"In post","2022","Antrim and Newtownabbey","Female","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","Female","Declared non-disabled","50","50","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","Male","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","Male","Declared non-disabled","90","90","24320","20560"
"In post","2022","Antrim and Newtownabbey","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","Male","Unknown","30","30","[c]","[c]"
"In post","2022","Ards and North Down","Female","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","Female","Declared non-disabled","40","30","[c]","[c]"
"In post","2022","Ards and North Down","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","Male","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","Male","Declared non-disabled","110","110","26770","21170"
"In post","2022","Ards and North Down","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","Male","Unknown","40","40","[c]","[c]"
"In post","2022","Armagh City, Banbridge and Craigavon","Female","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Armagh City, Banbridge and Craigavon","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Armagh City, Banbridge and Craigavon","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Armagh City, Banbridge and Craigavon","Male","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Armagh City, Banbridge and Craigavon","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Armagh City, Banbridge and Craigavon","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Armagh City, Banbridge and Craigavon","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","Female","Declared disabled","80","70","31430","31060"
"In post","2022","Barking & Dagenham and Havering","Female","Declared non-disabled","320","280","31270","31060"
"In post","2022","Barking & Dagenham and Havering","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","Male","Declared disabled","40","30","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","Male","Declared non-disabled","190","180","32300","31060"
"In post","2022","Barking & Dagenham and Havering","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Barnet","Female","Declared disabled","80","80","33860","31470"
"In post","2022","Barnet","Female","Declared non-disabled","750","690","35910","31940"
"In post","2022","Barnet","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Barnet","Female","Unknown","280","260","46260","40070"
"In post","2022","Barnet","Male","Declared disabled","50","50","[c]","[c]"
"In post","2022","Barnet","Male","Declared non-disabled","420","400","39820","33100"
"In post","2022","Barnet","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Barnet","Male","Unknown","170","170","49550","44950"
"In post","2022","Barnsley, Doncaster and Rotherham","Female","Declared disabled","320","270","27050","27570"
"In post","2022","Barnsley, Doncaster and Rotherham","Female","Declared non-disabled","1370","1170","26580","26610"
"In post","2022","Barnsley, Doncaster and Rotherham","Female","Undeclared","120","100","29340","27570"
"In post","2022","Barnsley, Doncaster and Rotherham","Female","Unknown","130","120","25540","24260"
"In post","2022","Barnsley, Doncaster and Rotherham","Male","Declared disabled","140","130","27630","27570"
"In post","2022","Barnsley, Doncaster and Rotherham","Male","Declared non-disabled","800","760","29700","27570"
"In post","2022","Barnsley, Doncaster and Rotherham","Male","Undeclared","140","130","31940","31650"
"In post","2022","Barnsley, Doncaster and Rotherham","Male","Unknown","120","110","26880","24800"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","Declared disabled","670","620","34340","32250"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","Declared non-disabled","3920","3630","35170","33000"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","Undeclared","320","300","36270","33500"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","Unknown","660","610","35220","32780"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Declared disabled","730","710","38430","37370"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Declared non-disabled","5840","5730","40390","38270"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Undeclared","590","580","41540","40080"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Unknown","1010","1000","38560","36740"
"In post","2022","Bedford","Female","Declared disabled","70","60","29680","27670"
"In post","2022","Bedford","Female","Declared non-disabled","320","290","29910","27570"
"In post","2022","Bedford","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Female","Unknown","70","60","28220","26730"
"In post","2022","Bedford","Male","Declared disabled","30","30","[c]","[c]"
"In post","2022","Bedford","Male","Declared non-disabled","260","250","32430","29260"
"In post","2022","Bedford","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Male","Unknown","60","60","29870","28140"
"In post","2022","Belfast","Female","Declared disabled","150","140","30800","27370"
"In post","2022","Belfast","Female","Declared non-disabled","950","870","30910","26820"
"In post","2022","Belfast","Female","Undeclared","70","60","30470","26820"
"In post","2022","Belfast","Female","Unknown","420","390","28640","26590"
"In post","2022","Belfast","Male","Declared disabled","110","100","30040","26820"
"In post","2022","Belfast","Male","Declared non-disabled","880","860","31900","27370"
"In post","2022","Belfast","Male","Undeclared","60","60","34070","33080"
"In post","2022","Belfast","Male","Unknown","490","490","29140","26590"
"In post","2022","Berkshire","Female","Declared disabled","200","180","32790","29290"
"In post","2022","Berkshire","Female","Declared non-disabled","890","820","32460","29290"
"In post","2022","Berkshire","Female","Undeclared","70","70","31470","29290"
"In post","2022","Berkshire","Female","Unknown","230","220","33500","30210"
"In post","2022","Berkshire","Male","Declared disabled","140","140","34430","31880"
"In post","2022","Berkshire","Male","Declared non-disabled","900","880","36210","33300"
"In post","2022","Berkshire","Male","Undeclared","120","120","37290","39070"
"In post","2022","Berkshire","Male","Unknown","390","380","36040","35200"
"In post","2022","Bexley and Greenwich","Female","Declared disabled","120","110","30870","30780"
"In post","2022","Bexley and Greenwich","Female","Declared non-disabled","610","570","31380","31060"
"In post","2022","Bexley and Greenwich","Female","Undeclared","80","80","29970","28360"
"In post","2022","Bexley and Greenwich","Female","Unknown","140","130","29110","29020"
"In post","2022","Bexley and Greenwich","Male","Declared disabled","80","70","32370","31880"
"In post","2022","Bexley and Greenwich","Male","Declared non-disabled","540","530","34130","33490"
"In post","2022","Bexley and Greenwich","Male","Undeclared","110","100","35180","34750"
"In post","2022","Bexley and Greenwich","Male","Unknown","120","120","31510","30830"
"In post","2022","Birmingham","Female","Declared disabled","920","830","29900","27570"
"In post","2022","Birmingham","Female","Declared non-disabled","4720","4280","31020","27570"
"In post","2022","Birmingham","Female","Undeclared","300","270","30090","27570"
"In post","2022","Birmingham","Female","Unknown","1450","1360","30490","26820"
"In post","2022","Birmingham","Male","Declared disabled","540","510","31720","27570"
"In post","2022","Birmingham","Male","Declared non-disabled","3490","3400","33280","27570"
"In post","2022","Birmingham","Male","Undeclared","310","300","32660","27570"
"In post","2022","Birmingham","Male","Unknown","1300","1260","32570","28840"
"In post","2022","Blackburn with Darwen","Female","Declared disabled","50","40","[c]","[c]"
"In post","2022","Blackburn with Darwen","Female","Declared non-disabled","210","170","27620","27570"
"In post","2022","Blackburn with Darwen","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Male","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Male","Declared non-disabled","150","140","27510","27570"
"In post","2022","Blackburn with Darwen","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Female","Declared disabled","560","480","27900","27570"
"In post","2022","Blackpool","Female","Declared non-disabled","2560","2280","28850","27570"
"In post","2022","Blackpool","Female","Undeclared","150","140","28570","27570"
"In post","2022","Blackpool","Female","Unknown","130","120","32500","27570"
"In post","2022","Blackpool","Male","Declared disabled","290","280","28740","27570"
"In post","2022","Blackpool","Male","Declared non-disabled","1620","1570","32140","27570"
"In post","2022","Blackpool","Male","Undeclared","130","120","30160","27570"
"In post","2022","Blackpool","Male","Unknown","130","130","34320","27570"
"In post","2022","Bournemouth, Christchurch and Poole","Female","Declared disabled","90","80","26550","27570"
"In post","2022","Bournemouth, Christchurch and Poole","Female","Declared non-disabled","310","270","28990","27570"
"In post","2022","Bournemouth, Christchurch and Poole","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Female","Unknown","30","30","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Male","Declared disabled","40","40","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Male","Declared non-disabled","240","230","28040","27570"
"In post","2022","Bournemouth, Christchurch and Poole","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Male","Unknown","40","30","[c]","[c]"
"In post","2022","Bradford","Female","Declared disabled","230","190","25610","23170"
"In post","2022","Bradford","Female","Declared non-disabled","1090","930","26670","26310"
"In post","2022","Bradford","Female","Undeclared","80","70","25300","22080"
"In post","2022","Bradford","Female","Unknown","280","240","24010","21250"
"In post","2022","Bradford","Male","Declared disabled","110","100","26230","22080"
"In post","2022","Bradford","Male","Declared non-disabled","670","640","26590","24450"
"In post","2022","Bradford","Male","Undeclared","60","50","25730","22080"
"In post","2022","Bradford","Male","Unknown","250","240","24840","21250"
"In post","2022","Breckland and South Norfolk","Female","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Female","Declared non-disabled","170","150","29660","26820"
"In post","2022","Breckland and South Norfolk","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Male","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Male","Declared non-disabled","210","200","29600","27120"
"In post","2022","Breckland and South Norfolk","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Brent","Female","Declared disabled","50","40","[c]","[c]"
"In post","2022","Brent","Female","Declared non-disabled","290","260","31230","31060"
"In post","2022","Brent","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Brent","Female","Unknown","40","40","[c]","[c]"
"In post","2022","Brent","Male","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Brent","Male","Declared non-disabled","150","150","34530","31060"
"In post","2022","Brent","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Brent","Male","Unknown","40","40","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Female","Declared disabled","70","60","26490","27570"
"In post","2022","Bridgend and Neath Port Talbot","Female","Declared non-disabled","390","340","26670","27570"
"In post","2022","Bridgend and Neath Port Talbot","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Female","Unknown","50","50","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Male","Declared disabled","30","30","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Male","Declared non-disabled","160","150","28910","27570"
"In post","2022","Bridgend and Neath Port Talbot","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Male","Unknown","50","40","[c]","[c]"
"In post","2022","Brighton and Hove","Female","Declared disabled","70","70","30320","27570"
"In post","2022","Brighton and Hove","Female","Declared non-disabled","320","280","32850","27570"
"In post","2022","Brighton and Hove","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Brighton and Hove","Female","Unknown","60","50","29780","27050"
"In post","2022","Brighton and Hove","Male","Declared disabled","40","30","[c]","[c]"
"In post","2022","Brighton and Hove","Male","Declared non-disabled","170","160","34330","27570"
"In post","2022","Brighton and Hove","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Brighton and Hove","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Female","Declared disabled","440","400","32310","28320"
"In post","2022","Bristol, City of","Female","Declared non-disabled","2460","2230","34440","30380"
"In post","2022","Bristol, City of","Female","Undeclared","160","140","33080","29180"
"In post","2022","Bristol, City of","Female","Unknown","630","590","34460","29740"
"In post","2022","Bristol, City of","Male","Declared disabled","320","300","34280","29180"
"In post","2022","Bristol, City of","Male","Declared non-disabled","2010","1940","37170","33310"
"In post","2022","Bristol, City of","Male","Undeclared","170","170","35520","32780"
"In post","2022","Bristol, City of","Male","Unknown","540","530","36250","33080"
"In post","2022","Bromley","Female","Declared disabled","80","70","32880","31060"
"In post","2022","Bromley","Female","Declared non-disabled","300","260","31290","31060"
"In post","2022","Bromley","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Bromley","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Bromley","Male","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Bromley","Male","Declared non-disabled","110","100","31140","31060"
"In post","2022","Bromley","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Bromley","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Female","Declared disabled","120","110","31030","28350"
"In post","2022","Buckinghamshire","Female","Declared non-disabled","680","640","32150","28670"
"In post","2022","Buckinghamshire","Female","Undeclared","90","80","33690","34250"
"In post","2022","Buckinghamshire","Female","Unknown","100","90","31870","28350"
"In post","2022","Buckinghamshire","Male","Declared disabled","70","70","32190","30700"
"In post","2022","Buckinghamshire","Male","Declared non-disabled","470","460","35000","32040"
"In post","2022","Buckinghamshire","Male","Undeclared","90","90","34980","34250"
"In post","2022","Buckinghamshire","Male","Unknown","80","70","35350","29260"
"In post","2022","Caithness and Sutherland, and Ross and Cromarty","Female","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Caithness and Sutherland, and Ross and Cromarty","Female","Declared non-disabled","70","70","28280","27570"
"In post","2022","Caithness and Sutherland, and Ross and Cromarty","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Caithness and Sutherland, and Ross and Cromarty","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Caithness and Sutherland, and Ross and Cromarty","Male","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Caithness and Sutherland, and Ross and Cromarty","Male","Declared non-disabled","80","70","32670","31060"
"In post","2022","Caithness and Sutherland, and Ross and Cromarty","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Calderdale and Kirklees","Female","Declared disabled","140","120","29050","27570"
"In post","2022","Calderdale and Kirklees","Female","Declared non-disabled","490","420","28190","27570"
"In post","2022","Calderdale and Kirklees","Female","Undeclared","30","30","[c]","[c]"
"In post","2022","Calderdale and Kirklees","Female","Unknown","40","40","[c]","[c]"
"In post","2022","Calderdale and Kirklees","Male","Declared disabled","60","60","27830","27570"
"In post","2022","Calderdale and Kirklees","Male","Declared non-disabled","260","250","28660","27570"
"In post","2022","Calderdale and Kirklees","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Calderdale and Kirklees","Male","Unknown","40","40","[c]","[c]"
"In post","2022","Cambridgeshire CC","Female","Declared disabled","200","180","30340","27570"
"In post","2022","Cambridgeshire CC","Female","Declared non-disabled","1100","1030","31700","28200"
"In post","2022","Cambridgeshire CC","Female","Undeclared","140","130","31570","30450"
"In post","2022","Cambridgeshire CC","Female","Unknown","220","200","33540","27900"
"In post","2022","Cambridgeshire CC","Male","Declared disabled","180","170","34840","31960"
"In post","2022","Cambridgeshire CC","Male","Declared non-disabled","1160","1130","35150","32140"
"In post","2022","Cambridgeshire CC","Male","Undeclared","260","240","33180","31900"
"In post","2022","Cambridgeshire CC","Male","Unknown","240","240","36920","31900"
"In post","2022","Camden and City of London","Female","Declared disabled","120","110","35730","28670"
"In post","2022","Camden and City of London","Female","Declared non-disabled","740","690","36440","29250"
"In post","2022","Camden and City of London","Female","Undeclared","80","70","34940","30660"
"In post","2022","Camden and City of London","Female","Unknown","160","160","36440","28480"
"In post","2022","Camden and City of London","Male","Declared disabled","90","90","33850","28650"
"In post","2022","Camden and City of London","Male","Declared non-disabled","610","600","42650","33190"
"In post","2022","Camden and City of London","Male","Undeclared","70","70","31730","28310"
"In post","2022","Camden and City of London","Male","Unknown","220","220","48950","41900"
"In post","2022","Cardiff and Vale of Glamorgan","Female","Declared disabled","640","570","32490","27570"
"In post","2022","Cardiff and Vale of Glamorgan","Female","Declared non-disabled","4480","4120","35340","30810"
"In post","2022","Cardiff and Vale of Glamorgan","Female","Undeclared","220","190","32320","28920"
"In post","2022","Cardiff and Vale of Glamorgan","Female","Unknown","1090","980","28810","26590"
"In post","2022","Cardiff and Vale of Glamorgan","Male","Declared disabled","460","440","33620","29200"
"In post","2022","Cardiff and Vale of Glamorgan","Male","Declared non-disabled","3740","3650","36700","33080"
"In post","2022","Cardiff and Vale of Glamorgan","Male","Undeclared","280","270","35190","32740"
"In post","2022","Cardiff and Vale of Glamorgan","Male","Unknown","1030","1000","30750","26820"
"In post","2022","Causeway Coast and Glens","Female","Declared disabled","[c]","[c]","[c]","[c]"
