"Status","Year","Function_of_post","Region_ITL2","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Legal","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Eastern Scotland","Declared disabled","40","40","[c]","[c]"
"In post","2021","Legal","Eastern Scotland","Declared non-disabled","270","250","49440","52490"
"In post","2021","Legal","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Eastern Scotland","Unknown","910","840","28240","22820"
"In post","2021","Legal","Essex","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Essex","Declared non-disabled","150","140","42630","37760"
"In post","2021","Legal","Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Essex","Unknown","40","30","[c]","[c]"
"In post","2021","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","30","30","[c]","[c]"
"In post","2021","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","240","230","43670","43160"
"In post","2021","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","90","80","42210","38630"
"In post","2021","Legal","Greater Manchester","Declared disabled","60","50","42080","45100"
"In post","2021","Legal","Greater Manchester","Declared non-disabled","440","400","42050","38630"
"In post","2021","Legal","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Greater Manchester","Unknown","130","120","38310","32530"
"In post","2021","Legal","Hampshire and Isle of Wight","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Hampshire and Isle of Wight","Declared non-disabled","210","190","44320","43790"
"In post","2021","Legal","Hampshire and Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Hampshire and Isle of Wight","Unknown","80","70","36440","30110"
"In post","2021","Legal","Herefordshire, Worcestershire and Warwickshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Highlands and Islands","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Highlands and Islands","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Highlands and Islands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Highlands and Islands","Unknown","80","70","25550","22820"
"In post","2021","Legal","Inner London - East","Declared disabled","30","30","[c]","[c]"
"In post","2021","Legal","Inner London - East","Declared non-disabled","340","330","60070","59160"
"In post","2021","Legal","Inner London - East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Inner London - East","Unknown","100","100","52220","55260"
"In post","2021","Legal","Inner London - West","Declared disabled","390","360","50430","51830"
"In post","2021","Legal","Inner London - West","Declared non-disabled","3190","2980","52960","51940"
"In post","2021","Legal","Inner London - West","Undeclared","160","150","58340","63730"
"In post","2021","Legal","Inner London - West","Unknown","890","840","49560","51830"
"In post","2021","Legal","Kent","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Kent","Declared non-disabled","80","80","41380","40760"
"In post","2021","Legal","Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Kent","Unknown","50","50","35930","27010"
"In post","2021","Legal","Lancashire","Declared disabled","60","50","31920","28130"
"In post","2021","Legal","Lancashire","Declared non-disabled","190","180","38130","32370"
"In post","2021","Legal","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Lancashire","Unknown","60","50","38610","35920"
"In post","2021","Legal","Leicestershire, Rutland and Northamptonshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","120","110","42800","48080"
"In post","2021","Legal","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Leicestershire, Rutland and Northamptonshire","Unknown","40","40","[c]","[c]"
"In post","2021","Legal","Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Lincolnshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Merseyside","Declared disabled","40","40","[c]","[c]"
"In post","2021","Legal","Merseyside","Declared non-disabled","280","260","40150","36530"
"In post","2021","Legal","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Merseyside","Unknown","90","80","35830","38000"
"In post","2021","Legal","North Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal","North Eastern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","North Eastern Scotland","Unknown","80","70","24570","22820"
"In post","2021","Legal","North Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal","North Yorkshire","Declared non-disabled","170","150","52180","55610"
"In post","2021","Legal","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","North Yorkshire","Unknown","40","40","[c]","[c]"
"In post","2021","Legal","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Northumberland and Tyne and Wear","Declared disabled","40","30","[c]","[c]"
"In post","2021","Legal","Northumberland and Tyne and Wear","Declared non-disabled","220","200","38800","33310"
"In post","2021","Legal","Northumberland and Tyne and Wear","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Northumberland and Tyne and Wear","Unknown","50","50","34050","29710"
"In post","2021","Legal","Outer London - East and North East","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Outer London - East and North East","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Outer London - South","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Outer London - South","Declared non-disabled","130","120","45130","38590"
"In post","2021","Legal","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Outer London - West and North West","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Outer London - West and North West","Declared non-disabled","50","40","[c]","[c]"
"In post","2021","Legal","Outer London - West and North West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Shropshire and Staffordshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Shropshire and Staffordshire","Declared non-disabled","60","50","40670","43310"
"In post","2021","Legal","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","South Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal","South Yorkshire","Declared non-disabled","120","110","36960","32050"
"In post","2021","Legal","South Yorkshire","Unknown","40","40","[c]","[c]"
"In post","2021","Legal","Southern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Southern Scotland","Declared non-disabled","90","90","48590","52490"
"In post","2021","Legal","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Southern Scotland","Unknown","160","140","25110","22820"
"In post","2021","Legal","Surrey, East and West Sussex","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Surrey, East and West Sussex","Declared non-disabled","120","110","44130","41390"
"In post","2021","Legal","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Surrey, East and West Sussex","Unknown","60","60","37610","30240"
"In post","2021","Legal","Tees Valley and Durham","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Tees Valley and Durham","Declared non-disabled","130","110","42310","43460"
"In post","2021","Legal","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","West Central Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal","West Central Scotland","Declared non-disabled","270","250","51950","52490"
"In post","2021","Legal","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","West Central Scotland","Unknown","350","300","27000","22820"
"In post","2021","Legal","West Midlands","Declared disabled","60","60","39230","38090"
"In post","2021","Legal","West Midlands","Declared non-disabled","450","420","41040","38000"
"In post","2021","Legal","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","West Midlands","Unknown","160","150","37510","34290"
"In post","2021","Legal","West Wales and The Valleys","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal","West Wales and The Valleys","Declared non-disabled","100","90","43380","42410"
"In post","2021","Legal","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","West Yorkshire","Declared disabled","40","40","[c]","[c]"
"In post","2021","Legal","West Yorkshire","Declared non-disabled","400","370","41700","38630"
"In post","2021","Legal","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","West Yorkshire","Unknown","110","110","34590","31810"
"In post","2021","No function","Bedfordshire and Hertfordshire","Declared disabled","170","160","28310","26100"
"In post","2021","No function","Bedfordshire and Hertfordshire","Declared non-disabled","1110","1050","30370","29120"
"In post","2021","No function","Bedfordshire and Hertfordshire","Undeclared","100","90","30160","29750"
"In post","2021","No function","Bedfordshire and Hertfordshire","Unknown","250","240","28830","27850"
"In post","2021","No function","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","380","360","30370","29650"
"In post","2021","No function","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","2310","2180","31380","30400"
"In post","2021","No function","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","380","350","31940","32040"
"In post","2021","No function","Berkshire, Buckinghamshire and Oxfordshire","Unknown","680","650","33220","29920"
"In post","2021","No function","Cheshire","Declared disabled","190","170","29890","28960"
"In post","2021","No function","Cheshire","Declared non-disabled","1190","1130","32380","31330"
"In post","2021","No function","Cheshire","Undeclared","200","180","30600","31650"
"In post","2021","No function","Cheshire","Unknown","840","830","32880","32770"
"In post","2021","No function","Cornwall and Isles of Scilly","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","No function","Cornwall and Isles of Scilly","Declared non-disabled","200","180","29300","26750"
"In post","2021","No function","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Cumbria","Declared disabled","60","60","27070","24380"
"In post","2021","No function","Cumbria","Declared non-disabled","470","430","27440","24800"
"In post","2021","No function","Cumbria","Undeclared","50","40","[c]","[c]"
"In post","2021","No function","Cumbria","Unknown","30","30","[c]","[c]"
"In post","2021","No function","Derbyshire and Nottinghamshire","Declared disabled","730","680","29280","26810"
"In post","2021","No function","Derbyshire and Nottinghamshire","Declared non-disabled","4180","3880","31650","27380"
"In post","2021","No function","Derbyshire and Nottinghamshire","Undeclared","510","460","30810","31440"
"In post","2021","No function","Derbyshire and Nottinghamshire","Unknown","1000","950","27540","24440"
"In post","2021","No function","Devon","Declared disabled","270","240","29710","26990"
"In post","2021","No function","Devon","Declared non-disabled","1700","1570","30320","27130"
"In post","2021","No function","Devon","Undeclared","170","150","29200","27380"
"In post","2021","No function","Devon","Unknown","280","270","26020","22350"
"In post","2021","No function","Dorset and Somerset","Declared disabled","230","220","28120","27130"
"In post","2021","No function","Dorset and Somerset","Declared non-disabled","1470","1360","29140","27130"
"In post","2021","No function","Dorset and Somerset","Undeclared","200","180","29900","28960"
"In post","2021","No function","Dorset and Somerset","Unknown","330","320","27090","23970"
"In post","2021","No function","East Anglia","Declared disabled","540","500","29940","28220"
"In post","2021","No function","East Anglia","Declared non-disabled","3690","3460","30480","27850"
"In post","2021","No function","East Anglia","Undeclared","700","640","30900","31650"
"In post","2021","No function","East Anglia","Unknown","590","560","30120","26190"
"In post","2021","No function","East Wales","Declared disabled","700","640","29010","25400"
"In post","2021","No function","East Wales","Declared non-disabled","4860","4520","30560","25830"
"In post","2021","No function","East Wales","Undeclared","400","360","30210","29540"
"In post","2021","No function","East Wales","Unknown","2040","1910","25860","23050"
"In post","2021","No function","East Yorkshire and Northern Lincolnshire","Declared disabled","210","200","27520","26870"
"In post","2021","No function","East Yorkshire and Northern Lincolnshire","Declared non-disabled","1750","1620","28580","26850"
"In post","2021","No function","East Yorkshire and Northern Lincolnshire","Undeclared","280","260","31000","31650"
"In post","2021","No function","East Yorkshire and Northern Lincolnshire","Unknown","240","230","24800","22850"
"In post","2021","No function","Eastern Scotland","Declared disabled","440","410","31160","30930"
"In post","2021","No function","Eastern Scotland","Declared non-disabled","1710","1610","30500","27790"
"In post","2021","No function","Eastern Scotland","Undeclared","110","100","32760","31810"
"In post","2021","No function","Eastern Scotland","Unknown","2550","2380","30210","30080"
"In post","2021","No function","Essex","Declared disabled","170","150","28160","26010"
"In post","2021","No function","Essex","Declared non-disabled","910","830","29910","28200"
"In post","2021","No function","Essex","Undeclared","120","110","32360","30690"
"In post","2021","No function","Essex","Unknown","210","190","29970","25850"
"In post","2021","No function","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","720","660","32560","29050"
"In post","2021","No function","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","5310","4950","35670","31810"
"In post","2021","No function","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","560","520","35790","31810"
"In post","2021","No function","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","1590","1520","35160","31810"
"In post","2021","No function","Greater Manchester","Declared disabled","730","670","29130","25560"
"In post","2021","No function","Greater Manchester","Declared non-disabled","4630","4360","30580","26000"
"In post","2021","No function","Greater Manchester","Undeclared","610","550","29490","27710"
"In post","2021","No function","Greater Manchester","Unknown","1710","1610","26340","23280"
"In post","2021","No function","Hampshire and Isle of Wight","Declared disabled","590","520","28070","25070"
"In post","2021","No function","Hampshire and Isle of Wight","Declared non-disabled","3180","2830","31340","27380"
"In post","2021","No function","Hampshire and Isle of Wight","Undeclared","530","480","32550","31650"
"In post","2021","No function","Hampshire and Isle of Wight","Unknown","1360","1140","27160","23050"
"In post","2021","No function","Herefordshire, Worcestershire and Warwickshire","Declared disabled","200","190","28080","26300"
"In post","2021","No function","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","1260","1210","28260","25300"
"In post","2021","No function","Herefordshire, Worcestershire and Warwickshire","Undeclared","280","260","30250","31650"
"In post","2021","No function","Herefordshire, Worcestershire and Warwickshire","Unknown","120","120","24140","23970"
"In post","2021","No function","Highlands and Islands","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","No function","Highlands and Islands","Declared non-disabled","150","140","29660","28120"
"In post","2021","No function","Highlands and Islands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Highlands and Islands","Unknown","110","110","30750","33650"
"In post","2021","No function","Inner London - East","Declared disabled","560","540","36420","34110"
"In post","2021","No function","Inner London - East","Declared non-disabled","4330","4100","41550","36510"
"In post","2021","No function","Inner London - East","Undeclared","570","520","38850","35900"
"In post","2021","No function","Inner London - East","Unknown","1870","1810","40660","36200"
"In post","2021","No function","Inner London - West","Declared disabled","2340","2280","43030","38160"
"In post","2021","No function","Inner London - West","Declared non-disabled","17450","17010","46580","40940"
"In post","2021","No function","Inner London - West","Undeclared","1910","1870","43010","37560"
"In post","2021","No function","Inner London - West","Unknown","6290","6200","42710","35560"
"In post","2021","No function","Kent","Declared disabled","380","360","30250","28650"
"In post","2021","No function","Kent","Declared non-disabled","2210","2090","30760","30400"
"In post","2021","No function","Kent","Undeclared","430","400","31190","31650"
"In post","2021","No function","Kent","Unknown","490","480","30910","29920"
"In post","2021","No function","Lancashire","Declared disabled","510","450","27060","25560"
"In post","2021","No function","Lancashire","Declared non-disabled","2980","2700","28150","26250"
"In post","2021","No function","Lancashire","Undeclared","490","440","29110","31250"
"In post","2021","No function","Lancashire","Unknown","760","700","24210","22350"
"In post","2021","No function","Leicestershire, Rutland and Northamptonshire","Declared disabled","380","350","26200","22640"
"In post","2021","No function","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","2340","2140","27280","25100"
"In post","2021","No function","Leicestershire, Rutland and Northamptonshire","Undeclared","290","260","27960","27680"
"In post","2021","No function","Leicestershire, Rutland and Northamptonshire","Unknown","530","480","24040","22350"
"In post","2021","No function","Lincolnshire","Declared disabled","130","120","29970","27530"
"In post","2021","No function","Lincolnshire","Declared non-disabled","700","660","28380","26750"
"In post","2021","No function","Lincolnshire","Undeclared","130","120","29620","31410"
"In post","2021","No function","Lincolnshire","Unknown","80","80","25580","24440"
"In post","2021","No function","Merseyside","Declared disabled","690","620","28480","25560"
"In post","2021","No function","Merseyside","Declared non-disabled","3590","3270","30260","26470"
"In post","2021","No function","Merseyside","Undeclared","380","340","30780","28130"
"In post","2021","No function","Merseyside","Unknown","1590","1460","25510","21440"
"In post","2021","No function","North Eastern Scotland","Declared disabled","40","40","[c]","[c]"
"In post","2021","No function","North Eastern Scotland","Declared non-disabled","320","300","49050","36620"
"In post","2021","No function","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","North Eastern Scotland","Unknown","290","280","30810","28410"
"In post","2021","No function","North Yorkshire","Declared disabled","150","130","32890","30210"
"In post","2021","No function","North Yorkshire","Declared non-disabled","1070","1010","37220","31680"
"In post","2021","No function","North Yorkshire","Undeclared","100","100","33670","31650"
"In post","2021","No function","North Yorkshire","Unknown","110","100","35730","30230"
"In post","2021","No function","Northern Ireland","Declared disabled","150","130","28240","25560"
"In post","2021","No function","Northern Ireland","Declared non-disabled","940","870","30930","28130"
"In post","2021","No function","Northern Ireland","Undeclared","100","90","30070","30350"
"In post","2021","No function","Northern Ireland","Unknown","600","560","25640","21440"
"In post","2021","No function","Northumberland and Tyne and Wear","Declared disabled","730","620","24700","21440"
"In post","2021","No function","Northumberland and Tyne and Wear","Declared non-disabled","4210","3630","26470","21440"
"In post","2021","No function","Northumberland and Tyne and Wear","Undeclared","340","300","26670","21440"
"In post","2021","No function","Northumberland and Tyne and Wear","Unknown","2260","1910","24030","21440"
"In post","2021","No function","Outer London - East and North East","Declared disabled","180","170","30260","30470"
"In post","2021","No function","Outer London - East and North East","Declared non-disabled","1030","970","31190","30780"
"In post","2021","No function","Outer London - East and North East","Undeclared","200","190","31770","33180"
"In post","2021","No function","Outer London - East and North East","Unknown","240","240","28090","30120"
"In post","2021","No function","Outer London - South","Declared disabled","250","240","34220","31180"
"In post","2021","No function","Outer London - South","Declared non-disabled","1620","1530","35830","32520"
"In post","2021","No function","Outer London - South","Undeclared","130","120","34380","32520"
"In post","2021","No function","Outer London - South","Unknown","600","580","33370","30600"
"In post","2021","No function","Outer London - West and North West","Declared disabled","240","230","32700","30780"
"In post","2021","No function","Outer London - West and North West","Declared non-disabled","1860","1760","34030","32330"
"In post","2021","No function","Outer London - West and North West","Undeclared","210","190","35790","33180"
"In post","2021","No function","Outer London - West and North West","Unknown","690","660","40180","33590"
"In post","2021","No function","Overseas","Declared disabled","120","120","49360","52970"
"In post","2021","No function","Overseas","Declared non-disabled","1340","1330","52450","53370"
"In post","2021","No function","Overseas","Undeclared","70","70","52580","54470"
"In post","2021","No function","Overseas","Unknown","280","280","57900","56730"
"In post","2021","No function","Shropshire and Staffordshire","Declared disabled","450","420","27650","25790"
"In post","2021","No function","Shropshire and Staffordshire","Declared non-disabled","2630","2460","27940","26330"
"In post","2021","No function","Shropshire and Staffordshire","Undeclared","380","350","29190","28100"
"In post","2021","No function","Shropshire and Staffordshire","Unknown","550","520","24450","22350"
"In post","2021","No function","South Yorkshire","Declared disabled","290","270","31410","29730"
"In post","2021","No function","South Yorkshire","Declared non-disabled","1870","1730","31860","29360"
"In post","2021","No function","South Yorkshire","Undeclared","250","230","31570","30450"
"In post","2021","No function","South Yorkshire","Unknown","340","330","28490","26700"
"In post","2021","No function","Southern Scotland","Declared disabled","150","120","25120","21440"
"In post","2021","No function","Southern Scotland","Declared non-disabled","1030","890","26300","25560"
"In post","2021","No function","Southern Scotland","Undeclared","50","40","[c]","[c]"
"In post","2021","No function","Southern Scotland","Unknown","840","730","24330","21400"
"In post","2021","No function","Surrey, East and West Sussex","Declared disabled","350","320","29830","27830"
"In post","2021","No function","Surrey, East and West Sussex","Declared non-disabled","2240","2100","31700","30180"
"In post","2021","No function","Surrey, East and West Sussex","Undeclared","390","360","31050","31220"
"In post","2021","No function","Surrey, East and West Sussex","Unknown","360","340","30740","28400"
"In post","2021","No function","Tees Valley and Durham","Declared disabled","420","380","28470","27130"
"In post","2021","No function","Tees Valley and Durham","Declared non-disabled","3170","2930","29160","27130"
"In post","2021","No function","Tees Valley and Durham","Undeclared","600","540","30090","31650"
"In post","2021","No function","Tees Valley and Durham","Unknown","640","610","24130","22350"
"In post","2021","No function","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","No function","Unknown","Declared non-disabled","120","120","43020","43710"
"In post","2021","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Unknown","Unknown","460","460","34580","32000"
"In post","2021","No function","West Central Scotland","Declared disabled","350","320","29790","26560"
"In post","2021","No function","West Central Scotland","Declared non-disabled","2110","1990","30460","26570"
"In post","2021","No function","West Central Scotland","Undeclared","160","150","28380","24690"
"In post","2021","No function","West Central Scotland","Unknown","1990","1870","29940","30930"
"In post","2021","No function","West Midlands","Declared disabled","810","750","29470","26560"
"In post","2021","No function","West Midlands","Declared non-disabled","5080","4750","31990","27130"
"In post","2021","No function","West Midlands","Undeclared","420","390","29940","26130"
"In post","2021","No function","West Midlands","Unknown","1650","1570","30970","25940"
"In post","2021","No function","West Wales and The Valleys","Declared disabled","850","720","23610","21590"
"In post","2021","No function","West Wales and The Valleys","Declared non-disabled","4950","4350","24800","21590"
"In post","2021","No function","West Wales and The Valleys","Undeclared","540","460","24790","21590"
"In post","2021","No function","West Wales and The Valleys","Unknown","1020","930","23550","21590"
"In post","2021","No function","West Yorkshire","Declared disabled","610","550","30070","27380"
"In post","2021","No function","West Yorkshire","Declared non-disabled","4120","3790","30910","27380"
"In post","2021","No function","West Yorkshire","Undeclared","520","470","30390","31650"
"In post","2021","No function","West Yorkshire","Unknown","1730","1660","29660","25560"
"In post","2021","Project Delivery","Bedfordshire and Hertfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Bedfordshire and Hertfordshire","Declared non-disabled","130","120","39610","37640"
"In post","2021","Project Delivery","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","60","50","38170","34080"
"In post","2021","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","370","360","39930","36500"
"In post","2021","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","30","30","[c]","[c]"
"In post","2021","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","Unknown","40","40","[c]","[c]"
"In post","2021","Project Delivery","Cheshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Cheshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Cornwall and Isles of Scilly","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Cornwall and Isles of Scilly","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Cumbria","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Cumbria","Declared non-disabled","200","200","36140","33240"
"In post","2021","Project Delivery","Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Derbyshire and Nottinghamshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Derbyshire and Nottinghamshire","Declared non-disabled","220","210","42760","38630"
"In post","2021","Project Delivery","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Devon","Declared disabled","40","40","[c]","[c]"
"In post","2021","Project Delivery","Devon","Declared non-disabled","550","530","38790","39650"
"In post","2021","Project Delivery","Devon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Devon","Unknown","60","50","34090","33840"
"In post","2021","Project Delivery","Dorset and Somerset","Declared disabled","50","40","[c]","[c]"
"In post","2021","Project Delivery","Dorset and Somerset","Declared non-disabled","320","310","34870","33730"
"In post","2021","Project Delivery","Dorset and Somerset","Undeclared","40","40","[c]","[c]"
"In post","2021","Project Delivery","Dorset and Somerset","Unknown","40","40","[c]","[c]"
"In post","2021","Project Delivery","East Anglia","Declared disabled","50","50","36510","33740"
"In post","2021","Project Delivery","East Anglia","Declared non-disabled","340","330","36450","33420"
"In post","2021","Project Delivery","East Anglia","Undeclared","30","30","[c]","[c]"
"In post","2021","Project Delivery","East Anglia","Unknown","60","60","38490","34800"
"In post","2021","Project Delivery","East Wales","Declared disabled","50","50","35030","31810"
"In post","2021","Project Delivery","East Wales","Declared non-disabled","380","360","36380","31090"
"In post","2021","Project Delivery","East Wales","Undeclared","150","140","29690","28750"
"In post","2021","Project Delivery","East Wales","Unknown","90","80","37460","36030"
"In post","2021","Project Delivery","East Yorkshire and Northern Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","East Yorkshire and Northern Lincolnshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
