"Status","Year","Parent_department","Ethnicity","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Department for Levelling Up, Housing and Communities","Mixed","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Mixed","No function","80","80","41540","36340"
"In post","2022","Department for Levelling Up, Housing and Communities","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Mixed","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Mixed","Security","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Other ethnicity","No function","40","40","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Undeclared","No function","80","70","42860","38860"
"In post","2022","Department for Levelling Up, Housing and Communities","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Unknown","No function","430","420","44190","39600"
"In post","2022","Department for Levelling Up, Housing and Communities","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","White","Analysis","160","150","48550","53130"
"In post","2022","Department for Levelling Up, Housing and Communities","White","Commercial","30","30","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","White","Communications","70","70","44090","39600"
"In post","2022","Department for Levelling Up, Housing and Communities","White","Digital, Data & Technology","120","110","45000","40720"
"In post","2022","Department for Levelling Up, Housing and Communities","White","Finance","90","90","50490","53130"
"In post","2022","Department for Levelling Up, Housing and Communities","White","Human Resources","80","80","42250","36340"
"In post","2022","Department for Levelling Up, Housing and Communities","White","No function","2160","2070","46290","47660"
"In post","2022","Department for Levelling Up, Housing and Communities","White","Project Delivery","120","110","45950","48200"
"In post","2022","Department for Levelling Up, Housing and Communities","White","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","White","Security","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Asian","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Asian","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Asian","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Asian","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2022","Department for Transport","Asian","Finance","50","50","[c]","[c]"
"In post","2022","Department for Transport","Asian","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Asian","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Asian","No function","410","400","37190","30730"
"In post","2022","Department for Transport","Asian","Project Delivery","50","50","43970","42230"
"In post","2022","Department for Transport","Asian","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Asian","Security","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Black","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Black","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Black","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Black","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Black","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Black","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Black","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Black","No function","160","150","34810","31590"
"In post","2022","Department for Transport","Black","Project Delivery","40","40","[c]","[c]"
"In post","2022","Department for Transport","Black","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Black","Security","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Mixed","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Mixed","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Mixed","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Mixed","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Mixed","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Mixed","No function","170","160","34810","30720"
"In post","2022","Department for Transport","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Mixed","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Mixed","Security","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Other ethnicity","No function","50","40","[c]","[c]"
"In post","2022","Department for Transport","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Undeclared","Digital, Data & Technology","80","80","41960","40210"
"In post","2022","Department for Transport","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Undeclared","No function","800","750","31850","27930"
"In post","2022","Department for Transport","Undeclared","Project Delivery","40","40","[c]","[c]"
"In post","2022","Department for Transport","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Unknown","Analysis","70","60","41860","35980"
"In post","2022","Department for Transport","Unknown","Commercial","40","40","[c]","[c]"
"In post","2022","Department for Transport","Unknown","Communications","50","50","[c]","[c]"
"In post","2022","Department for Transport","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Unknown","Digital, Data & Technology","170","170","38380","34540"
"In post","2022","Department for Transport","Unknown","Finance","50","50","43930","42470"
"In post","2022","Department for Transport","Unknown","Human Resources","30","30","[c]","[c]"
"In post","2022","Department for Transport","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Unknown","No function","1850","1740","28950","26210"
"In post","2022","Department for Transport","Unknown","Project Delivery","80","70","45230","42470"
"In post","2022","Department for Transport","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Unknown","Security","40","40","[c]","[c]"
"In post","2022","Department for Transport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","White","Analysis","270","260","46560","43970"
"In post","2022","Department for Transport","White","Commercial","290","270","39120","34710"
"In post","2022","Department for Transport","White","Communications","150","150","37460","32100"
"In post","2022","Department for Transport","White","Counter Fraud","40","40","[c]","[c]"
"In post","2022","Department for Transport","White","Digital, Data & Technology","950","930","39770","38650"
"In post","2022","Department for Transport","White","Finance","330","310","39640","35860"
"In post","2022","Department for Transport","White","Human Resources","370","350","35810","32180"
"In post","2022","Department for Transport","White","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","White","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","White","No function","8670","7850","30420","26700"
"In post","2022","Department for Transport","White","Project Delivery","370","360","47730","42770"
"In post","2022","Department for Transport","White","Property","110","100","33730","30730"
"In post","2022","Department for Transport","White","Security","140","140","38240","36160"
"In post","2022","Department for Transport","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Asian","Analysis","50","50","[c]","[c]"
"In post","2022","Department for Work and Pensions","Asian","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Asian","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Asian","Counter Fraud","640","580","27160","27570"
"In post","2022","Department for Work and Pensions","Asian","Debt","310","260","22760","21260"
"In post","2022","Department for Work and Pensions","Asian","Digital, Data & Technology","230","230","42990","39260"
"In post","2022","Department for Work and Pensions","Asian","Finance","130","130","37470","35310"
"In post","2022","Department for Work and Pensions","Asian","Human Resources","90","90","33090","31060"
"In post","2022","Department for Work and Pensions","Asian","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Asian","No function","6490","5880","27520","27570"
"In post","2022","Department for Work and Pensions","Asian","Project Delivery","90","70","30310","25110"
"In post","2022","Department for Work and Pensions","Asian","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Asian","Security","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Asian","Unknown","150","140","35600","35310"
"In post","2022","Department for Work and Pensions","Black","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Black","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Black","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Black","Counter Fraud","330","300","28580","27570"
"In post","2022","Department for Work and Pensions","Black","Debt","50","50","22700","21260"
"In post","2022","Department for Work and Pensions","Black","Digital, Data & Technology","90","80","38910","33720"
"In post","2022","Department for Work and Pensions","Black","Finance","50","50","[c]","[c]"
"In post","2022","Department for Work and Pensions","Black","Human Resources","50","50","32600","31470"
"In post","2022","Department for Work and Pensions","Black","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Black","No function","3330","3150","28930","29290"
"In post","2022","Department for Work and Pensions","Black","Project Delivery","70","60","31740","30330"
"In post","2022","Department for Work and Pensions","Black","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Black","Security","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Black","Unknown","80","70","38780","36650"
"In post","2022","Department for Work and Pensions","Mixed","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Mixed","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Mixed","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Mixed","Counter Fraud","100","90","28000","27570"
"In post","2022","Department for Work and Pensions","Mixed","Debt","40","30","[c]","[c]"
"In post","2022","Department for Work and Pensions","Mixed","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2022","Department for Work and Pensions","Mixed","Finance","30","30","[c]","[c]"
"In post","2022","Department for Work and Pensions","Mixed","Human Resources","30","30","[c]","[c]"
"In post","2022","Department for Work and Pensions","Mixed","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Mixed","No function","1370","1280","27470","27570"
"In post","2022","Department for Work and Pensions","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Mixed","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Mixed","Security","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Mixed","Unknown","40","40","[c]","[c]"
"In post","2022","Department for Work and Pensions","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Other ethnicity","Counter Fraud","40","30","[c]","[c]"
"In post","2022","Department for Work and Pensions","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Other ethnicity","No function","380","350","28830","27570"
"In post","2022","Department for Work and Pensions","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Undeclared","Counter Fraud","400","350","27790","27570"
"In post","2022","Department for Work and Pensions","Undeclared","Debt","110","100","22560","21260"
"In post","2022","Department for Work and Pensions","Undeclared","Digital, Data & Technology","230","220","42370","38080"
"In post","2022","Department for Work and Pensions","Undeclared","Finance","120","110","38790","35310"
"In post","2022","Department for Work and Pensions","Undeclared","Human Resources","70","70","33150","30690"
"In post","2022","Department for Work and Pensions","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Undeclared","No function","3290","2900","27210","27570"
"In post","2022","Department for Work and Pensions","Undeclared","Project Delivery","80","70","36230","31990"
"In post","2022","Department for Work and Pensions","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Undeclared","Unknown","70","60","38030","35310"
"In post","2022","Department for Work and Pensions","Unknown","Analysis","50","50","39800","36710"
"In post","2022","Department for Work and Pensions","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Unknown","Counter Fraud","320","290","28390","27570"
"In post","2022","Department for Work and Pensions","Unknown","Debt","130","110","22150","21260"
"In post","2022","Department for Work and Pensions","Unknown","Digital, Data & Technology","500","490","42890","38570"
"In post","2022","Department for Work and Pensions","Unknown","Finance","120","120","39120","35310"
"In post","2022","Department for Work and Pensions","Unknown","Human Resources","70","60","36120","31990"
"In post","2022","Department for Work and Pensions","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Unknown","No function","4400","4020","27000","27570"
"In post","2022","Department for Work and Pensions","Unknown","Project Delivery","70","60","33950","29520"
"In post","2022","Department for Work and Pensions","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Unknown","Unknown","150","150","39570","35450"
"In post","2022","Department for Work and Pensions","White","Analysis","520","490","43820","37380"
"In post","2022","Department for Work and Pensions","White","Commercial","40","40","[c]","[c]"
"In post","2022","Department for Work and Pensions","White","Communications","140","130","43090","41530"
"In post","2022","Department for Work and Pensions","White","Counter Fraud","4560","4050","27470","27570"
"In post","2022","Department for Work and Pensions","White","Debt","1860","1580","22620","21260"
"In post","2022","Department for Work and Pensions","White","Digital, Data & Technology","3030","2890","42020","36430"
"In post","2022","Department for Work and Pensions","White","Finance","1500","1400","38020","35310"
"In post","2022","Department for Work and Pensions","White","Human Resources","1300","1210","34800","31880"
"In post","2022","Department for Work and Pensions","White","Legal","60","60","35480","28360"
"In post","2022","Department for Work and Pensions","White","No function","53720","47680","26790","27570"
"In post","2022","Department for Work and Pensions","White","Project Delivery","1160","1040","35680","33180"
"In post","2022","Department for Work and Pensions","White","Property","160","150","42630","38000"
"In post","2022","Department for Work and Pensions","White","Security","110","100","31200","30760"
"In post","2022","Department for Work and Pensions","White","Unknown","1240","1170","39430","35310"
"In post","2022","Department of Health and Social Care","Asian","Analysis","50","40","[c]","[c]"
"In post","2022","Department of Health and Social Care","Asian","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Asian","Communications","30","30","[c]","[c]"
"In post","2022","Department of Health and Social Care","Asian","Digital, Data & Technology","90","90","42540","40450"
"In post","2022","Department of Health and Social Care","Asian","Finance","80","80","39020","37450"
"In post","2022","Department of Health and Social Care","Asian","Human Resources","50","50","35240","32330"
"In post","2022","Department of Health and Social Care","Asian","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Asian","No function","930","860","42150","33350"
"In post","2022","Department of Health and Social Care","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Asian","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Asian","Security","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Black","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Black","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Black","Communications","30","30","[c]","[c]"
"In post","2022","Department of Health and Social Care","Black","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2022","Department of Health and Social Care","Black","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Black","Human Resources","40","30","[c]","[c]"
"In post","2022","Department of Health and Social Care","Black","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Black","No function","480","450","38800","32790"
"In post","2022","Department of Health and Social Care","Black","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Black","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Black","Security","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Mixed","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Mixed","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Mixed","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Mixed","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Mixed","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Mixed","No function","220","200","40660","36330"
"In post","2022","Department of Health and Social Care","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Mixed","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Mixed","Security","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Other ethnicity","No function","100","100","49270","41540"
"In post","2022","Department of Health and Social Care","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Undeclared","No function","380","350","46560","40650"
"In post","2022","Department of Health and Social Care","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Unknown","Analysis","100","100","50200","53360"
"In post","2022","Department of Health and Social Care","Unknown","Commercial","140","140","46370","41980"
"In post","2022","Department of Health and Social Care","Unknown","Communications","140","140","46920","53360"
"In post","2022","Department of Health and Social Care","Unknown","Digital, Data & Technology","60","60","42190","36820"
"In post","2022","Department of Health and Social Care","Unknown","Finance","160","160","43070","40650"
"In post","2022","Department of Health and Social Care","Unknown","Human Resources","100","90","44640","40190"
"In post","2022","Department of Health and Social Care","Unknown","No function","1580","1530","47630","40650"
"In post","2022","Department of Health and Social Care","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Unknown","Unknown","70","60","43960","40650"
"In post","2022","Department of Health and Social Care","White","Analysis","260","250","51830","53360"
"In post","2022","Department of Health and Social Care","White","Commercial","230","230","50240","49890"
"In post","2022","Department of Health and Social Care","White","Communications","260","250","47900","49530"
"In post","2022","Department of Health and Social Care","White","Digital, Data & Technology","240","230","44500","40650"
"In post","2022","Department of Health and Social Care","White","Finance","350","340","43110","40650"
"In post","2022","Department of Health and Social Care","White","Human Resources","250","240","44440","40450"
"In post","2022","Department of Health and Social Care","White","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","White","No function","4830","4500","45530","40070"
"In post","2022","Department of Health and Social Care","White","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","White","Property","50","50","42520","38560"
"In post","2022","Department of Health and Social Care","White","Security","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","White","Unknown","130","130","50990","49700"
"In post","2022","Estyn","Asian","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Asian","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Asian","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Asian","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Asian","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Asian","Property","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Asian","Security","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Black","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Black","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Black","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Black","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Black","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Black","Project Delivery","[c]","[c]","[c]","[c]"
