"Status","Year","Age","Region_ITL3","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","65+","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","65+","Luton","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","65+","Manchester","Greater Manchester","170","120","32180","27570"
"In post","2022","65+","Medway","Kent","[c]","[c]","[c]","[c]"
"In post","2022","65+","Merton, Kingston upon Thames and Sutton","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mid Kent","Kent","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mid Lancashire","Lancashire","140","100","27420","23170"
"In post","2022","65+","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","90","60","36280","30020"
"In post","2022","65+","Monmouthshire and Newport","East Wales","110","80","33790","27570"
"In post","2022","65+","Na h-Eileanan Siar","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","65+","Newry, Mourne and Down","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","65+","North and North East Lincolnshire","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","65+","North and West Norfolk","East Anglia","40","30","[c]","[c]"
"In post","2022","65+","North Hampshire","Hampshire and Isle of Wight","60","50","31780","27570"
"In post","2022","65+","North Lanarkshire","West Central Scotland","70","50","25590","22080"
"In post","2022","65+","North Northamptonshire","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","65+","North Nottinghamshire","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","65+","North Yorkshire CC","North Yorkshire","80","60","28380","24500"
"In post","2022","65+","Northumberland","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","65+","Norwich and East Norfolk","East Anglia","60","40","28940","26800"
"In post","2022","65+","Nottingham","Derbyshire and Nottinghamshire","140","100","30470","27380"
"In post","2022","65+","Orkney Islands","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","65+","Overseas","Overseas","30","30","[c]","[c]"
"In post","2022","65+","Oxfordshire CC","Berkshire, Buckinghamshire and Oxfordshire","110","90","32550","26670"
"In post","2022","65+","Perth and Kinross, and Stirling","Eastern Scotland","40","30","[c]","[c]"
"In post","2022","65+","Peterborough","East Anglia","60","50","27180","25310"
"In post","2022","65+","Plymouth","Devon","100","80","29230","26400"
"In post","2022","65+","Portsmouth","Hampshire and Isle of Wight","150","120","31020","27880"
"In post","2022","65+","Powys","East Wales","30","20","[c]","[c]"
"In post","2022","65+","Redbridge and Waltham Forest","Outer London - East and North East","60","40","27850","25110"
"In post","2022","65+","Sandwell","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","65+","Scottish Borders","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","65+","Sefton","Merseyside","130","90","27930","22080"
"In post","2022","65+","Sheffield","South Yorkshire","130","100","28280","22750"
"In post","2022","65+","Shropshire","Shropshire and Staffordshire","60","50","29480","29350"
"In post","2022","65+","Solihull","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","65+","Somerset CC","Dorset and Somerset","90","80","29650","27540"
"In post","2022","65+","South and West Derbyshire","Derbyshire and Nottinghamshire","30","20","[c]","[c]"
"In post","2022","65+","South Ayrshire","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","65+","South Hampshire","Hampshire and Isle of Wight","300","200","24760","20350"
"In post","2022","65+","South Lanarkshire","Southern Scotland","100","70","27180","23780"
"In post","2022","65+","South Nottinghamshire","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","65+","South Teesside","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","65+","South West Wales","West Wales and The Valleys","70","50","29460","26780"
"In post","2022","65+","Southampton","Hampshire and Isle of Wight","50","40","[c]","[c]"
"In post","2022","65+","Southend-on-Sea","Essex","70","50","28740","28380"
"In post","2022","65+","Staffordshire CC","Shropshire and Staffordshire","110","80","31890","26760"
"In post","2022","65+","Stoke-on-Trent","Shropshire and Staffordshire","40","20","[c]","[c]"
"In post","2022","65+","Suffolk CC","East Anglia","130","100","27190","22330"
"In post","2022","65+","Sunderland","Northumberland, and Tyne and Wear","110","80","23830","22080"
"In post","2022","65+","Swansea","West Wales and The Valleys","220","150","25080","21840"
"In post","2022","65+","Swindon","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","65+","Telford and Wrekin","Shropshire and Staffordshire","60","40","31900","27570"
"In post","2022","65+","Thurrock","Essex","[c]","[c]","[c]","[c]"
"In post","2022","65+","Torbay","Devon","[c]","[c]","[c]","[c]"
"In post","2022","65+","Tower Hamlets","Inner London - East","100","80","50800","44120"
"In post","2022","65+","Tyneside","Northumberland, and Tyne and Wear","380","280","25960","22080"
"In post","2022","65+","Unknown","Unknown","50","50","33920","30780"
"In post","2022","65+","Wakefield","West Yorkshire","30","20","[c]","[c]"
"In post","2022","65+","Walsall","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","65+","Wandsworth","Inner London - West","30","20","[c]","[c]"
"In post","2022","65+","Warrington","Cheshire","40","30","[c]","[c]"
"In post","2022","65+","Warwickshire CC","Herefordshire, Worcestershire and Warwickshire","50","40","[c]","[c]"
"In post","2022","65+","West Cumbria","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","65+","West Essex","Essex","[c]","[c]","[c]","[c]"
"In post","2022","65+","West Kent","Kent","[c]","[c]","[c]","[c]"
"In post","2022","65+","West Lothian","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","65+","West Northamptonshire","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","65+","West Surrey","Surrey, East and West Sussex","110","90","29970","25890"
"In post","2022","65+","West Sussex (North East)","Surrey, East and West Sussex","50","40","31680","28350"
"In post","2022","65+","West Sussex (South West)","Surrey, East and West Sussex","70","50","27580","26800"
"In post","2022","65+","Westminster","Inner London - West","760","670","45000","39000"
"In post","2022","65+","Wiltshire","Gloucestershire, Wiltshire and Bath/Bristol area","220","180","36130","32670"
"In post","2022","65+","Wirral","Merseyside","80","60","25460","21830"
"In post","2022","65+","Wolverhampton","West Midlands","30","20","[c]","[c]"
"In post","2022","65+","Worcestershire CC","Herefordshire, Worcestershire and Warwickshire","80","60","29200","27570"
"In post","2022","65+","York","North Yorkshire","60","50","28670","25570"
"In post","2022","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Bexley and Greenwich","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Birmingham","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Buckinghamshire","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","East Sussex CC","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Flintshire and Wrexham","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Greater Manchester South East","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inverclyde, East Renfrewshire, and Renfrewshire","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North Yorkshire CC","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Perth and Kinross, and Stirling","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Sandwell","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Sefton","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Sheffield","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Somerset CC","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Southend-on-Sea","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Sunderland","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Tyneside","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Angus and Dundee City","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Barking & Dagenham and Havering","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Barnsley, Doncaster and Rotherham","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Bexley and Greenwich","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Birmingham","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Bradford","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Breckland and South Norfolk","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Buckinghamshire CC","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Calderdale and Kirklees","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Cardiff and Vale of Glamorgan","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","City of Edinburgh","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Derby","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Durham CC","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","East Ayrshire and North Ayrshire mainland","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","East Riding of Yorkshire","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","East Sussex CC","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Falkirk","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Flintshire and Wrexham","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Glasgow City","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Greater Manchester North West","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Greater Manchester South East","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Greater Manchester South West","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Gwynedd","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Heart of Essex","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Hertfordshire","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Inverclyde, East Renfrewshire and Renfrewshire","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Kent Thames Gateway","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Lambeth","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Lancaster and Wyre","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Leeds","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Leicester","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Liverpool","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Medway","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mid Lancashire","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","North Hampshire","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Nottingham","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Oxfordshire","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Plymouth","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Sefton","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Sheffield","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","South Hampshire","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","South Lanarkshire","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Staffordshire CC","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Stoke-on-Trent","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Suffolk","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Sunderland","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Swansea","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Tyneside","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","West Lothian","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","West Surrey","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","West Sussex (South West)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Westminster","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Wiltshire","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Wolverhampton","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Aberdeen City and Aberdeenshire","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Angus and Dundee City","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ards and North Down","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Barking & Dagenham and Havering","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Barnet","Outer London - West and North West","30","30","[c]","[c]"
"Leaver CS","2021","20-29","Barnsley, Doncaster and Rotherham","South Yorkshire","40","40","[c]","[c]"
"Leaver CS","2021","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","130","120","25150","24890"
"Leaver CS","2021","20-29","Bedford","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Belfast","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","30","30","[c]","[c]"
"Leaver CS","2021","20-29","Bexley and Greenwich","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Birmingham","West Midlands","100","90","24180","20480"
"Leaver CS","2021","20-29","Blackburn with Darwen","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Blackpool","Lancashire","30","30","[c]","[c]"
"Leaver CS","2021","20-29","Bournemouth and Poole","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Bradford","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Breckland and South Norfolk","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Brent","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Bridgend and Neath Port Talbot","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Brighton and Hove","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","100","100","26670","24430"
"Leaver CS","2021","20-29","Bromley","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Buckinghamshire CC","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Caithness and Sutherland and Ross and Cromarty","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Calderdale and Kirklees","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cambridgeshire CC","East Anglia","40","40","[c]","[c]"
"Leaver CS","2021","20-29","Camden and City of London","Inner London - West","60","60","[c]","[c]"
"Leaver CS","2021","20-29","Cardiff and Vale of Glamorgan","East Wales","110","110","[c]","[c]"
"Leaver CS","2021","20-29","Central Bedfordshire","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Central Hampshire","Hampshire and Isle of Wight","60","60","[c]","[c]"
"Leaver CS","2021","20-29","Central Valleys","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cheshire East","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cheshire West and Chester","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chorley and West Lancashire","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","City of Edinburgh","Eastern Scotland","80","80","25360","24120"
"Leaver CS","2021","20-29","Clackmannanshire and Fife","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Conwy and Denbighshire","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Coventry","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Croydon","Outer London - South","90","80","28640","27760"
"Leaver CS","2021","20-29","Darlington","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Derby","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Devon CC","Devon","70","70","[c]","[c]"
"Leaver CS","2021","20-29","Dorset CC","Dorset and Somerset","30","30","[c]","[c]"
"Leaver CS","2021","20-29","Dudley","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Dumfries and Galloway","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Durham CC","Tees Valley and Durham","60","60","[c]","[c]"
"Leaver CS","2021","20-29","Ealing","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","East Ayrshire and North Ayrshire mainland","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","East Cumbria","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","East Derbyshire","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","East Kent","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","East Merseyside","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","East Riding of Yorkshire","East Yorkshire and Northern Lincolnshire","40","40","[c]","[c]"
"Leaver CS","2021","20-29","East Surrey","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","East Sussex CC","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Enfield","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Essex Haven Gateway","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Essex Thames Gateway","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Falkirk","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Flintshire and Wrexham","East Wales","50","50","[c]","[c]"
"Leaver CS","2021","20-29","Glasgow City","West Central Scotland","70","70","24250","22220"
"Leaver CS","2021","20-29","Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Greater Manchester North East","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Greater Manchester North West","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Greater Manchester South East","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Greater Manchester South West","Greater Manchester","50","50","[c]","[c]"
"Leaver CS","2021","20-29","Gwent Valleys","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Gwynedd","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Hackney and Newham","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Haringey and Islington","Inner London - East","40","40","[c]","[c]"
"Leaver CS","2021","20-29","Harrow and Hillingdon","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Hartlepool and Stockton-on-Tees","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Heart of Essex","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Herefordshire, County of","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Hertfordshire","Bedfordshire and Hertfordshire","40","40","[c]","[c]"
"Leaver CS","2021","20-29","Hounslow and Richmond upon Thames","Outer London - West and North West","50","50","[c]","[c]"
"Leaver CS","2021","20-29","Inverclyde, East Renfrewshire and Renfrewshire","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Inverness and Nairn and Moray, Badenoch and Strathspey","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Isle of Anglesey","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Isle of Wight","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Kensington & Chelsea and Hammersmith & Fulham","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Kent Thames Gateway","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Kingston upon Hull, City of","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Lambeth","Inner London - East","60","60","30430","28960"
"Leaver CS","2021","20-29","Lancaster and Wyre","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Leeds","West Yorkshire","150","140","26110","21570"
"Leaver CS","2021","20-29","Leicester","Leicestershire, Rutland and Northamptonshire","40","30","[c]","[c]"
"Leaver CS","2021","20-29","Leicestershire CC and Rutland","Leicestershire, Rutland and Northamptonshire","40","40","[c]","[c]"
"Leaver CS","2021","20-29","Lewisham and Southwark","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Lincolnshire","Lincolnshire","30","30","[c]","[c]"
"Leaver CS","2021","20-29","Lisburn and Castlereagh","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Liverpool","Merseyside","70","70","[c]","[c]"
"Leaver CS","2021","20-29","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Luton","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Manchester","Greater Manchester","100","90","26330","25000"
"Leaver CS","2021","20-29","Medway","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Merton, Kingston upon Thames and Sutton","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mid Kent","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mid Lancashire","Lancashire","40","30","[c]","[c]"
"Leaver CS","2021","20-29","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","40","40","[c]","[c]"
"Leaver CS","2021","20-29","Monmouthshire and Newport","East Wales","90","80","23040","19130"
"Leaver CS","2021","20-29","Na h-Eileanan Siar","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North and North East Lincolnshire","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North and West Norfolk","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North Hampshire","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North Lanarkshire","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North Northamptonshire","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North Nottinghamshire","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North Yorkshire CC","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Northumberland","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Norwich and East Norfolk","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Nottingham","Derbyshire and Nottinghamshire","80","80","21620","21170"
"Leaver CS","2021","20-29","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Oxfordshire","Berkshire, Buckinghamshire and Oxfordshire","60","60","[c]","[c]"
"Leaver CS","2021","20-29","Perth and Kinross and Stirling","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Peterborough","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Plymouth","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Portsmouth","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Redbridge and Waltham Forest","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Sandwell","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Scottish Borders","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Sefton","Merseyside","40","40","[c]","[c]"
"Leaver CS","2021","20-29","Sheffield","South Yorkshire","60","60","23700","21010"
"Leaver CS","2021","20-29","Shetland Islands","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Shropshire CC","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Solihull","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Somerset","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","South and West Derbyshire","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","South Ayrshire","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","South Hampshire","Hampshire and Isle of Wight","50","40","[c]","[c]"
"Leaver CS","2021","20-29","South Lanarkshire","Southern Scotland","[c]","[c]","[c]","[c]"
