"Status","Year","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","No function","Psychology","1520","1450","35690","31180"
"In post","2022","No function","Science and Engineering","6670","6360","40520","38110"
"In post","2022","No function","Security","[c]","[c]","[c]","[c]"
"In post","2022","No function","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","No function","Statistics","60","60","50330","51710"
"In post","2022","No function","Tax","12940","12280","36030","33370"
"In post","2022","No function","Unknown","7780","7620","38440","33080"
"In post","2022","No function","Veterinarian","400","380","43340","38390"
"In post","2022","Project Delivery","Commercial","760","720","39010","37400"
"In post","2022","Project Delivery","Communications","40","40","[c]","[c]"
"In post","2022","Project Delivery","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Digital, Data and Technology","160","150","46100","47010"
"In post","2022","Project Delivery","Economics","90","90","55240","55620"
"In post","2022","Project Delivery","Finance","230","220","46220","43110"
"In post","2022","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Inspector of Education and Training","70","60","75110","75480"
"In post","2022","Project Delivery","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Knowledge and Information Management","90","80","40410","38110"
"In post","2022","Project Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Medicine","50","50","[c]","[c]"
"In post","2022","Project Delivery","Operational Delivery","1860","1770","36820","33670"
"In post","2022","Project Delivery","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Other","3390","3250","35170","30760"
"In post","2022","Project Delivery","Policy","2160","2070","53790","55060"
"In post","2022","Project Delivery","Project Delivery","12970","12440","43330","40520"
"In post","2022","Project Delivery","Property","60","60","41160","38330"
"In post","2022","Project Delivery","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Science and Engineering","3520","3440","38920","37730"
"In post","2022","Project Delivery","Security","50","50","47040","47010"
"In post","2022","Project Delivery","Statistics","30","30","[c]","[c]"
"In post","2022","Project Delivery","Tax","640","600","35350","33370"
"In post","2022","Project Delivery","Unknown","360","350","56910","49700"
"In post","2022","Property","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Property","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","70","70","45580","41780"
"In post","2022","Property","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Property","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","1280","1220","29610","22130"
"In post","2022","Property","Other","510","500","28890","26900"
"In post","2022","Property","Policy","50","40","[c]","[c]"
"In post","2022","Property","Project Delivery","70","70","47970","41420"
"In post","2022","Property","Property","7360","7040","37930","33380"
"In post","2022","Property","Security","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","120","120","49610","49700"
"In post","2022","Security","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Security","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Security","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Security","Intelligence Analysis","1030","1000","38900","36140"
"In post","2022","Security","Knowledge and Information Management","70","70","36420","32010"
"In post","2022","Security","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Security","Other","[c]","[c]","[c]","[c]"
"In post","2022","Security","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Security","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Security","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Security","Security","8510","8330","31960","28890"
"In post","2022","Security","Unknown","990","950","33900","33000"
"In post","2022","Unknown","Commercial","170","160","37520","35560"
"In post","2022","Unknown","Communications","340","320","44880","41980"
"In post","2022","Unknown","Counter Fraud","190","170","27030","25310"
"In post","2022","Unknown","Digital, Data and Technology","1840","1810","48710","44950"
"In post","2022","Unknown","Economics","210","210","46220","41030"
"In post","2022","Unknown","Finance","2730","2650","38140","33300"
"In post","2022","Unknown","Human Resources","880","840","40610","37180"
"In post","2022","Unknown","Intelligence Analysis","1410","1330","29750","27370"
"In post","2022","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","210","200","38600","37980"
"In post","2022","Unknown","Legal","160","150","57420","61440"
"In post","2022","Unknown","Medicine","1840","1630","47120","39030"
"In post","2022","Unknown","Operational Delivery","27330","25250","28890","25630"
"In post","2022","Unknown","Operational Research","90","90","46850","42060"
"In post","2022","Unknown","Other","14940","14440","29280","26350"
"In post","2022","Unknown","Planning","70","70","44280","38160"
"In post","2022","Unknown","Policy","6110","5920","46780","41980"
"In post","2022","Unknown","Project Delivery","1950","1880","44230","41140"
"In post","2022","Unknown","Property","80","80","39760","37460"
"In post","2022","Unknown","Science and Engineering","1940","1900","35930","33000"
"In post","2022","Unknown","Security","350","330","31350","28670"
"In post","2022","Unknown","Social Research","240","230","45240","43560"
"In post","2022","Unknown","Statistics","230","220","38340","35490"
"In post","2022","Unknown","Unknown","16300","15670","40320","36130"
"In post","2022","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Economics","100","100","32460","24300"
"Leaver CS","2021","Analysis","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Science and Engineering","30","30","[c]","[c]"
"Leaver CS","2021","Analysis","Social Research","40","30","[c]","[c]"
"Leaver CS","2021","Analysis","Statistics","50","40","[c]","[c]"
"Leaver CS","2021","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Commercial","140","130","40150","36470"
"Leaver CS","2021","Commercial","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","60","60","78630","69000"
"Leaver CS","2021","Communications","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Communications","170","160","37280","33300"
"Leaver CS","2021","Communications","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Counter Fraud","30","30","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Digital, Data and Technology","370","350","41580","37960"
"Leaver CS","2021","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","50","50","45580","48190"
"Leaver CS","2021","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Finance","200","180","42340","37590"
"Leaver CS","2021","Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Operational Delivery","90","80","24610","21050"
"Leaver CS","2021","Grants Management","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Human Resources","270","250","38720","33560"
"Leaver CS","2021","Human Resources","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Internal Audit","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Internal Audit","30","30","[c]","[c]"
"Leaver CS","2021","Legal","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Legal","410","350","53050","54920"
"Leaver CS","2021","Legal","Operational Delivery","230","210","27640","23470"
"Leaver CS","2021","Legal","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Inspector of Education and Training","80","70","67790","75500"
"Leaver CS","2021","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","International Trade","50","50","[c]","[c]"
"Leaver CS","2021","No function","Knowledge and Information Management","70","60","37240","32650"
"Leaver CS","2021","No function","Medicine","70","50","83670","96510"
"Leaver CS","2021","No function","Operational Delivery","7070","6330","27550","22350"
"Leaver CS","2021","No function","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other","130","120","40500","33010"
"Leaver CS","2021","No function","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Policy","510","490","44560","38960"
"Leaver CS","2021","No function","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Psychology","110","90","[c]","[c]"
"Leaver CS","2021","No function","Science and Engineering","500","460","31790","28650"
"Leaver CS","2021","No function","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","460","410","42030","32000"
"Leaver CS","2021","No function","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Commercial","40","30","[c]","[c]"
"Leaver CS","2021","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Operational Delivery","50","40","[c]","[c]"
"Leaver CS","2021","Project Delivery","Other","130","130","30920","24910"
"Leaver CS","2021","Project Delivery","Policy","30","30","[c]","[c]"
"Leaver CS","2021","Project Delivery","Project Delivery","380","360","40170","37320"
"Leaver CS","2021","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Science and Engineering","150","140","35760","33890"
"Leaver CS","2021","Project Delivery","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Operational Delivery","60","60","24180","20170"
"Leaver CS","2021","Property","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Property","410","360","31820","27650"
"Leaver CS","2021","Property","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","50","50","30530","28120"
"Leaver CS","2021","Security","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Security","380","370","30190","26670"
"Leaver CS","2021","Security","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","50","50","[c]","[c]"
"Leaver CS","2021","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","70","70","43760","41950"
"Leaver CS","2021","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Intelligence Analysis","60","60","34950","32430"
"Leaver CS","2021","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","190","160","43150","37890"
"Leaver CS","2021","Unknown","Operational Delivery","700","590","28920","25450"
"Leaver CS","2021","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","1120","1070","28790","26930"
"Leaver CS","2021","Unknown","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","270","250","46490","40940"
"Leaver CS","2021","Unknown","Project Delivery","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","120","110","32050","26670"
"Leaver CS","2021","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","11470","9510","28720","26890"
"Leaver CS","2021","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Economics","160","150","36270","32350"
"Leaver CS","2022","Analysis","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Operational Delivery","40","40","[c]","[c]"
"Leaver CS","2022","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Other","30","30","[c]","[c]"
"Leaver CS","2022","Analysis","Policy","30","30","[c]","[c]"
"Leaver CS","2022","Analysis","Science and Engineering","50","40","[c]","[c]"
"Leaver CS","2022","Analysis","Social Research","30","30","[c]","[c]"
"Leaver CS","2022","Analysis","Statistics","90","80","36760","32010"
"Leaver CS","2022","Analysis","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Commercial","330","250","38870","36500"
"Leaver CS","2022","Commercial","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","150","140","76720","70000"
"Leaver CS","2022","Communications","Communications","320","270","39030","36660"
"Leaver CS","2022","Communications","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","70","60","47140","40850"
"Leaver CS","2022","Counter Fraud","Counter Fraud","270","210","28860","27570"
"Leaver CS","2022","Counter Fraud","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Operational Delivery","50","40","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Other","210","170","22370","21260"
"Leaver CS","2022","Debt","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Digital, Data and Technology","1190","1100","40260","37100"
"Leaver CS","2022","Digital, Data & Technology","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Science and Engineering","30","30","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","130","130","52280","54700"
"Leaver CS","2022","Finance","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Finance","440","360","40140","35310"
"Leaver CS","2022","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Operational Delivery","160","140","24210","21300"
"Leaver CS","2022","Human Resources","Human Resources","530","470","36330","32730"
"Leaver CS","2022","Human Resources","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Operational Delivery","70","70","28960","27570"
"Leaver CS","2022","Human Resources","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","60","60","37460","34550"
"Leaver CS","2022","Internal Audit","Internal Audit","60","50","[c]","[c]"
"Leaver CS","2022","Legal","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Legal","490","440","56680","55000"
"Leaver CS","2022","Legal","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Operational Delivery","190","170","24590","23720"
"Leaver CS","2022","Legal","Other","40","40","[c]","[c]"
"Leaver CS","2022","Legal","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Inspector of Education and Training","120","110","64820","70500"
"Leaver CS","2022","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","International Trade","100","100","[c]","[c]"
"Leaver CS","2022","No function","Knowledge and Information Management","370","330","34710","29960"
"Leaver CS","2022","No function","Medicine","160","130","88710","95140"
"Leaver CS","2022","No function","Operational Delivery","19300","17270","28440","26900"
"Leaver CS","2022","No function","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Other","720","670","33790","27570"
"Leaver CS","2022","No function","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Policy","1200","990","44590","40050"
"Leaver CS","2022","No function","Project Delivery","50","50","40280","38750"
"Leaver CS","2022","No function","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Psychology","110","100","[c]","[c]"
"Leaver CS","2022","No function","Science and Engineering","900","830","38980","37190"
"Leaver CS","2022","No function","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","1170","1060","43400","35730"
"Leaver CS","2022","No function","Veterinarian","40","40","[c]","[c]"
"Leaver CS","2022","Project Delivery","Commercial","30","30","[c]","[c]"
"Leaver CS","2022","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Operational Delivery","80","70","35950","32360"
"Leaver CS","2022","Project Delivery","Other","180","170","29070","24130"
"Leaver CS","2022","Project Delivery","Policy","80","70","[c]","[c]"
"Leaver CS","2022","Project Delivery","Project Delivery","620","580","41010","38550"
"Leaver CS","2022","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Science and Engineering","240","230","36060","33520"
"Leaver CS","2022","Project Delivery","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Operational Delivery","140","120","22180","22010"
"Leaver CS","2022","Property","Other","40","30","[c]","[c]"
"Leaver CS","2022","Property","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Property","410","370","35250","33300"
"Leaver CS","2022","Property","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Intelligence Analysis","60","60","34880","33300"
"Leaver CS","2022","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Policy","[c]","[c]","[c]","[c]"
