"Status","Year","Sexual_orientation","Parent_department","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Office for Standards in Education","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education","SEO/HEO","50","50","44240","51360"
"In post","2021","Unknown","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","EO","130","120","26290","25750"
"In post","2021","Unknown","Office of Gas and Electricity Markets","G6/G7","240","230","61300","60170"
"In post","2021","Unknown","Office of Gas and Electricity Markets","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","SEO/HEO","190","190","36680","35880"
"In post","2021","Unknown","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Qualifications and Examinations Regulation","G6/G7","30","30","[c]","[c]"
"In post","2021","Unknown","Office of Qualifications and Examinations Regulation","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Rail and Road","G6/G7","70","70","64070","63190"
"In post","2021","Unknown","Office of Rail and Road","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other Cabinet Office Agencies","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other Cabinet Office Agencies","EO","30","30","[c]","[c]"
"In post","2021","Unknown","Other Cabinet Office Agencies","G6/G7","40","40","[c]","[c]"
"In post","2021","Unknown","Other Cabinet Office Agencies","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other Cabinet Office Agencies","SEO/HEO","110","100","32070","31380"
"In post","2021","Unknown","Scotland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland Office","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scottish Government","AA/AO","2600","2460","23510","22920"
"In post","2021","Unknown","Scottish Government","EO","2150","2030","31320","33650"
"In post","2021","Unknown","Scottish Government","G6/G7","740","700","62560","61010"
"In post","2021","Unknown","Scottish Government","SCS","80","70","90460","83230"
"In post","2021","Unknown","Scottish Government","SEO/HEO","1840","1720","39680","39090"
"In post","2021","Unknown","The National Archives","AA/AO","50","50","21550","21100"
"In post","2021","Unknown","The National Archives","EO","40","40","[c]","[c]"
"In post","2021","Unknown","The National Archives","G6/G7","40","30","[c]","[c]"
"In post","2021","Unknown","The National Archives","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","The National Archives","SEO/HEO","110","110","36830","34770"
"In post","2021","Unknown","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Export Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","United Kingdom Statistics Authority","AA/AO","460","350","19730","19520"
"In post","2021","Unknown","United Kingdom Statistics Authority","EO","230","220","23900","23050"
"In post","2021","Unknown","United Kingdom Statistics Authority","G6/G7","230","220","53060","50090"
"In post","2021","Unknown","United Kingdom Statistics Authority","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","United Kingdom Statistics Authority","SEO/HEO","660","630","33240","32540"
"In post","2021","Unknown","Wales Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","G6/G7","30","30","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","SEO/HEO","80","70","47960","47000"
"In post","2021","Unknown","Welsh Government","AA/AO","60","50","22180","22160"
"In post","2021","Unknown","Welsh Government","EO","40","40","[c]","[c]"
"In post","2021","Unknown","Welsh Government","G6/G7","50","50","62920","60830"
"In post","2021","Unknown","Welsh Government","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Government","SEO/HEO","60","50","40490","39310"
"In post","2022","Heterosexual / straight","Attorney General's Departments","AA/AO","1110","1020","22720","22200"
"In post","2022","Heterosexual / straight","Attorney General's Departments","EO","1350","1280","27710","27350"
"In post","2022","Heterosexual / straight","Attorney General's Departments","G6/G7","3470","3240","57340","55000"
"In post","2022","Heterosexual / straight","Attorney General's Departments","SCS","210","200","88230","82540"
"In post","2022","Heterosexual / straight","Attorney General's Departments","SEO/HEO","1110","1070","36250","36240"
"In post","2022","Heterosexual / straight","Cabinet Office","AA/AO","320","300","21800","21050"
"In post","2022","Heterosexual / straight","Cabinet Office","EO","700","680","26520","26690"
"In post","2022","Heterosexual / straight","Cabinet Office","G6/G7","2030","2000","58120","54700"
"In post","2022","Heterosexual / straight","Cabinet Office","SCS","440","430","97110","87780"
"In post","2022","Heterosexual / straight","Cabinet Office","SEO/HEO","2020","1970","36370","35590"
"In post","2022","Heterosexual / straight","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Chancellor's other departments","G6/G7","150","140","77300","70820"
"In post","2022","Heterosexual / straight","Chancellor's other departments","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Chancellor's other departments","SEO/HEO","100","100","40900","40290"
"In post","2022","Heterosexual / straight","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Charity Commission","EO","50","50","24930","24440"
"In post","2022","Heterosexual / straight","Charity Commission","G6/G7","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Charity Commission","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Charity Commission","SEO/HEO","140","130","32320","29160"
"In post","2022","Heterosexual / straight","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Competition and Markets Authority","EO","60","60","28200","27920"
"In post","2022","Heterosexual / straight","Competition and Markets Authority","G6/G7","360","340","65470","62890"
"In post","2022","Heterosexual / straight","Competition and Markets Authority","SCS","110","100","105850","99310"
"In post","2022","Heterosexual / straight","Competition and Markets Authority","SEO/HEO","170","160","37690","34870"
"In post","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","AA/AO","840","770","21640","21250"
"In post","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","EO","1280","1220","26580","26290"
"In post","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","G6/G7","2960","2860","57390","56380"
"In post","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","SCS","320","310","88610","82480"
"In post","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","SEO/HEO","4370","4220","37720","38000"
"In post","2022","Heterosexual / straight","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Department for Digital, Culture, Media and Sport","EO","140","130","26810","26180"
"In post","2022","Heterosexual / straight","Department for Digital, Culture, Media and Sport","G6/G7","680","670","56250","54460"
"In post","2022","Heterosexual / straight","Department for Digital, Culture, Media and Sport","SCS","100","100","83980","75600"
"In post","2022","Heterosexual / straight","Department for Digital, Culture, Media and Sport","SEO/HEO","560","560","35410","34020"
"In post","2022","Heterosexual / straight","Department for Education","AA/AO","80","80","21910","21250"
"In post","2022","Heterosexual / straight","Department for Education","EO","680","650","26200","25000"
"In post","2022","Heterosexual / straight","Department for Education","G6/G7","2380","2290","55780","53420"
"In post","2022","Heterosexual / straight","Department for Education","SCS","230","220","82280","74100"
"In post","2022","Heterosexual / straight","Department for Education","SEO/HEO","2960","2850","35400","36500"
"In post","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs","AA/AO","1260","1150","21870","21300"
"In post","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs","EO","1470","1400","26250","25310"
"In post","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs","G6/G7","1900","1840","54340","53200"
"In post","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs","SCS","170","160","83360","77450"
"In post","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs","SEO/HEO","3470","3340","35050","35900"
"In post","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Department for International Trade","EO","160","150","27370","26510"
"In post","2022","Heterosexual / straight","Department for International Trade","G6/G7","710","700","56520","53750"
"In post","2022","Heterosexual / straight","Department for International Trade","SCS","120","120","87490","77000"
"In post","2022","Heterosexual / straight","Department for International Trade","SEO/HEO","730","720","36300","38150"
"In post","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities","AA/AO","120","110","22770","22560"
"In post","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities","EO","280","270","27650","27850"
"In post","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities","G6/G7","1300","1240","56370","53480"
"In post","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities","SCS","130","130","85030","76930"
"In post","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities","SEO/HEO","1140","1110","35910","36340"
"In post","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Department for Transport","AA/AO","3330","2930","22100","21840"
"In post","2022","Heterosexual / straight","Department for Transport","EO","2580","2430","27910","26780"
"In post","2022","Heterosexual / straight","Department for Transport","G6/G7","1440","1410","59870","55320"
"In post","2022","Heterosexual / straight","Department for Transport","SCS","200","190","88780","79950"
"In post","2022","Heterosexual / straight","Department for Transport","SEO/HEO","2890","2820","37650","36240"
"In post","2022","Heterosexual / straight","Department for Work and Pensions","AA/AO","18770","16340","21430","21260"
"In post","2022","Heterosexual / straight","Department for Work and Pensions","EO","33550","30520","28120","27570"
"In post","2022","Heterosexual / straight","Department for Work and Pensions","G6/G7","2940","2840","57080","54070"
"In post","2022","Heterosexual / straight","Department for Work and Pensions","SCS","230","220","88740","81530"
"In post","2022","Heterosexual / straight","Department for Work and Pensions","SEO/HEO","8650","8140","36000","34290"
"In post","2022","Heterosexual / straight","Department of Health and Social Care","AA/AO","590","520","21640","21820"
"In post","2022","Heterosexual / straight","Department of Health and Social Care","EO","950","890","26290","26880"
"In post","2022","Heterosexual / straight","Department of Health and Social Care","G6/G7","2050","1950","57880","53860"
"In post","2022","Heterosexual / straight","Department of Health and Social Care","SCS","450","420","95330","93000"
"In post","2022","Heterosexual / straight","Department of Health and Social Care","SEO/HEO","2800","2650","36110","36330"
"In post","2022","Heterosexual / straight","Estyn","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Estyn","EO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Estyn","G6/G7","60","60","73580","75480"
"In post","2022","Heterosexual / straight","Estyn","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Food Standards Agency","EO","240","230","27060","26750"
"In post","2022","Heterosexual / straight","Food Standards Agency","G6/G7","190","190","55910","55300"
"In post","2022","Heterosexual / straight","Food Standards Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Food Standards Agency","SEO/HEO","570","560","35660","37350"
"In post","2022","Heterosexual / straight","Foreign, Commonwealth and Development Office","AA/AO","370","360","25680","25000"
"In post","2022","Heterosexual / straight","Foreign, Commonwealth and Development Office","EO","650","630","29660","29300"
"In post","2022","Heterosexual / straight","Foreign, Commonwealth and Development Office","G6/G7","2120","2060","60210","58470"
"In post","2022","Heterosexual / straight","Foreign, Commonwealth and Development Office","SCS","420","410","86550","77970"
"In post","2022","Heterosexual / straight","Foreign, Commonwealth and Development Office","SEO/HEO","2140","2100","38120","37560"
"In post","2022","Heterosexual / straight","Foreign, Commonwealth and Development Office","Unknown","60","60","21620","21600"
"In post","2022","Heterosexual / straight","HM Land Registry","AA/AO","900","840","22690","22600"
"In post","2022","Heterosexual / straight","HM Land Registry","EO","1380","1220","27440","27130"
"In post","2022","Heterosexual / straight","HM Land Registry","G6/G7","220","210","61690","60520"
"In post","2022","Heterosexual / straight","HM Land Registry","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","HM Land Registry","SEO/HEO","1440","1300","37500","37290"
"In post","2022","Heterosexual / straight","HM Revenue and Customs","AA/AO","9880","8630","21710","21250"
"In post","2022","Heterosexual / straight","HM Revenue and Customs","EO","9570","8880","27420","26820"
"In post","2022","Heterosexual / straight","HM Revenue and Customs","G6/G7","6020","5810","59820","55210"
"In post","2022","Heterosexual / straight","HM Revenue and Customs","SCS","370","360","84440","78760"
"In post","2022","Heterosexual / straight","HM Revenue and Customs","SEO/HEO","15960","15270","36620","33680"
"In post","2022","Heterosexual / straight","HM Treasury","AA/AO","50","50","[c]","[c]"
"In post","2022","Heterosexual / straight","HM Treasury","EO","190","180","26790","26750"
"In post","2022","Heterosexual / straight","HM Treasury","G6/G7","910","880","58220","55930"
"In post","2022","Heterosexual / straight","HM Treasury","SCS","160","150","87140","78000"
"In post","2022","Heterosexual / straight","HM Treasury","SEO/HEO","790","770","35910","34020"
"In post","2022","Heterosexual / straight","Home Office","AA/AO","5600","4920","22210","21680"
"In post","2022","Heterosexual / straight","Home Office","EO","10760","9940","26860","25580"
"In post","2022","Heterosexual / straight","Home Office","G6/G7","2800","2730","60490","57680"
"In post","2022","Heterosexual / straight","Home Office","SCS","240","240","89600","82710"
"In post","2022","Heterosexual / straight","Home Office","SEO/HEO","7450","7210","36280","35200"
"In post","2022","Heterosexual / straight","Home Office","Unknown","160","160","[c]","[c]"
"In post","2022","Heterosexual / straight","Ministry of Defence","AA/AO","11440","10960","22900","21170"
"In post","2022","Heterosexual / straight","Ministry of Defence","EO","7560","7310","27010","26670"
"In post","2022","Heterosexual / straight","Ministry of Defence","G6/G7","4160","4020","59030","56500"
"In post","2022","Heterosexual / straight","Ministry of Defence","SCS","370","360","92750","86700"
"In post","2022","Heterosexual / straight","Ministry of Defence","SEO/HEO","15110","14650","37140","36460"
"In post","2022","Heterosexual / straight","Ministry of Defence","Unknown","1670","1630","40860","38250"
"In post","2022","Heterosexual / straight","Ministry of Justice","AA/AO","26700","24750","24720","23720"
"In post","2022","Heterosexual / straight","Ministry of Justice","EO","7820","7450","28940","28310"
"In post","2022","Heterosexual / straight","Ministry of Justice","G6/G7","2470","2410","62330","60280"
"In post","2022","Heterosexual / straight","Ministry of Justice","SCS","250","240","89520","85100"
"In post","2022","Heterosexual / straight","Ministry of Justice","SEO/HEO","9880","9480","38930","37460"
"In post","2022","Heterosexual / straight","Ministry of Justice","Unknown","13620","12670","30460","28200"
"In post","2022","Heterosexual / straight","National Crime Agency","AA/AO","200","190","23950","24470"
"In post","2022","Heterosexual / straight","National Crime Agency","EO","1880","1840","34160","34140"
"In post","2022","Heterosexual / straight","National Crime Agency","G6/G7","300","300","65520","64410"
"In post","2022","Heterosexual / straight","National Crime Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","National Crime Agency","SEO/HEO","1850","1810","44350","43710"
"In post","2022","Heterosexual / straight","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Northern Ireland Office","G6/G7","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Northern Ireland Office","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Northern Ireland Office","SEO/HEO","50","50","[c]","[c]"
"In post","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","AA/AO","160","140","21230","21410"
"In post","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","EO","150","140","26350","25880"
"In post","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","G6/G7","530","520","72980","75500"
"In post","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","SEO/HEO","650","630","43720","46360"
"In post","2022","Heterosexual / straight","Office of Gas and Electricity Markets","AA/AO","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of Gas and Electricity Markets","EO","210","210","26010","25750"
"In post","2022","Heterosexual / straight","Office of Gas and Electricity Markets","G6/G7","220","210","58740","57060"
"In post","2022","Heterosexual / straight","Office of Gas and Electricity Markets","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of Gas and Electricity Markets","SEO/HEO","210","210","36370","35630"
"In post","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","G6/G7","70","70","53280","49420"
"In post","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","SEO/HEO","100","90","36110","38000"
"In post","2022","Heterosexual / straight","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of Rail and Road","G6/G7","120","110","60790","59700"
"In post","2022","Heterosexual / straight","Office of Rail and Road","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of Rail and Road","SEO/HEO","60","60","40070","40300"
"In post","2022","Heterosexual / straight","Office of the Secretary of State for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of the Secretary of State for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of the Secretary of State for Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of the Secretary of State for Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of the Secretary of State for Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of the Secretary of State for Wales","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Scottish Government","AA/AO","2790","2620","23620","23230"
"In post","2022","Heterosexual / straight","Scottish Government","EO","3040","2910","30320","30040"
"In post","2022","Heterosexual / straight","Scottish Government","G6/G7","2490","2390","63950","62170"
"In post","2022","Heterosexual / straight","Scottish Government","SCS","190","180","88000","83230"
"In post","2022","Heterosexual / straight","Scottish Government","SEO/HEO","5260","5040","40130","39660"
"In post","2022","Heterosexual / straight","The National Archives","AA/AO","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","The National Archives","G6/G7","50","50","[c]","[c]"
"In post","2022","Heterosexual / straight","The National Archives","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","The National Archives","SEO/HEO","140","140","35860","34400"
"In post","2022","Heterosexual / straight","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","UK Export Finance","EO","60","60","29440","29000"
"In post","2022","Heterosexual / straight","UK Export Finance","G6/G7","140","140","65720","64520"
"In post","2022","Heterosexual / straight","UK Export Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","UK Export Finance","SEO/HEO","190","190","41700","41200"
"In post","2022","Heterosexual / straight","UK Statistics Authority","AA/AO","1010","710","20290","19860"
"In post","2022","Heterosexual / straight","UK Statistics Authority","EO","500","470","24630","23880"
"In post","2022","Heterosexual / straight","UK Statistics Authority","G6/G7","760","740","53730","51210"
"In post","2022","Heterosexual / straight","UK Statistics Authority","SCS","60","60","83470","76790"
"In post","2022","Heterosexual / straight","UK Statistics Authority","SEO/HEO","1640","1570","34400","33710"
"In post","2022","Heterosexual / straight","UK Supreme Court","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","UK Supreme Court","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Water Services Regulation Authority","G6/G7","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Water Services Regulation Authority","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Water Services Regulation Authority","SEO/HEO","90","80","46900","45370"
"In post","2022","Heterosexual / straight","Welsh Government","AA/AO","700","650","24300","24630"
"In post","2022","Heterosexual / straight","Welsh Government","EO","910","850","28850","29430"
"In post","2022","Heterosexual / straight","Welsh Government","G6/G7","860","820","62460","61440"
"In post","2022","Heterosexual / straight","Welsh Government","SCS","150","140","87590","80220"
"In post","2022","Heterosexual / straight","Welsh Government","SEO/HEO","2190","2070","41440","38160"
"In post","2022","LGBO","Attorney General's Departments","AA/AO","80","70","22260","22200"
"In post","2022","LGBO","Attorney General's Departments","EO","100","100","27770","27050"
"In post","2022","LGBO","Attorney General's Departments","G6/G7","200","190","59400","55820"
"In post","2022","LGBO","Attorney General's Departments","SCS","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Attorney General's Departments","SEO/HEO","70","70","36590","38000"
"In post","2022","LGBO","Cabinet Office","AA/AO","30","30","[c]","[c]"
"In post","2022","LGBO","Cabinet Office","EO","70","70","26210","26670"
"In post","2022","LGBO","Cabinet Office","G6/G7","230","220","57210","54700"
"In post","2022","LGBO","Cabinet Office","SCS","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Cabinet Office","SEO/HEO","220","220","36150","34770"
"In post","2022","LGBO","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Chancellor's other departments","SCS","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Charity Commission","SCS","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Competition and Markets Authority","G6/G7","30","30","[c]","[c]"
"In post","2022","LGBO","Competition and Markets Authority","SCS","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","AA/AO","70","70","20900","21130"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","EO","110","100","26190","25420"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","G6/G7","240","240","57090","53750"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","SCS","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","SEO/HEO","420","410","37420","38200"
"In post","2022","LGBO","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Digital, Culture, Media and Sport","G6/G7","100","100","55740","52250"
"In post","2022","LGBO","Department for Digital, Culture, Media and Sport","SCS","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Digital, Culture, Media and Sport","SEO/HEO","90","90","34920","34020"
"In post","2022","LGBO","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","EO","60","50","26040","25000"
"In post","2022","LGBO","Department for Education","G6/G7","170","170","56630","53850"
"In post","2022","LGBO","Department for Education","SCS","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","SEO/HEO","260","250","35360","36500"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","AA/AO","110","100","21980","21300"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","EO","130","120","26260","25310"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","G6/G7","150","140","53540","52290"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","SCS","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","SEO/HEO","300","290","34360","33510"
"In post","2022","LGBO","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for International Trade","G6/G7","80","80","56460","53720"
"In post","2022","LGBO","Department for International Trade","SCS","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for International Trade","SEO/HEO","90","90","36520","38160"
"In post","2022","LGBO","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Levelling Up, Housing and Communities","EO","50","50","[c]","[c]"
