"Status","Year","Parent_department","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","HM Treasury","65+","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","16-19","50","50","23480","21680"
"In post","2022","Home Office","20-29","5540","5460","29390","25040"
"In post","2022","Home Office","30-39","8730","8290","32700","28650"
"In post","2022","Home Office","40-49","9230","8690","34590","29080"
"In post","2022","Home Office","50-59","9750","9140","33480","28810"
"In post","2022","Home Office","60-64","2400","1970","30920","27370"
"In post","2022","Home Office","65+","840","630","28850","25630"
"In post","2022","Ministry of Defence","16-19","210","210","18790","18030"
"In post","2022","Ministry of Defence","20-29","7690","7640","29070","27540"
"In post","2022","Ministry of Defence","30-39","10780","10400","35770","33300"
"In post","2022","Ministry of Defence","40-49","11980","11570","37720","34160"
"In post","2022","Ministry of Defence","50-59","19140","18720","35600","33300"
"In post","2022","Ministry of Defence","60-64","5990","5550","32870","29230"
"In post","2022","Ministry of Defence","65+","2040","1810","31520","26930"
"In post","2022","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","16-19","200","200","22980","23140"
"In post","2022","Ministry of Justice","20-29","15740","15520","26500","25120"
"In post","2022","Ministry of Justice","30-39","20180","19140","30070","27980"
"In post","2022","Ministry of Justice","40-49","18930","17820","32810","30450"
"In post","2022","Ministry of Justice","50-59","22790","21480","32200","30220"
"In post","2022","Ministry of Justice","60-64","6850","5650","29380","26900"
"In post","2022","Ministry of Justice","65+","2220","1680","28100","24800"
"In post","2022","National Crime Agency","16-19","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","20-29","870","870","33610","32770"
"In post","2022","National Crime Agency","30-39","1340","1310","38490","36740"
"In post","2022","National Crime Agency","40-49","1360","1310","43110","40210"
"In post","2022","National Crime Agency","50-59","1590","1560","44120","41020"
"In post","2022","National Crime Agency","60-64","330","300","42100","40060"
"In post","2022","National Crime Agency","65+","60","60","40040","39620"
"In post","2022","Northern Ireland Office","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","20-29","40","40","[c]","[c]"
"In post","2022","Northern Ireland Office","30-39","60","60","49050","50430"
"In post","2022","Northern Ireland Office","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","50-59","40","40","[c]","[c]"
"In post","2022","Northern Ireland Office","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","65+","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","20-29","130","130","28730","25880"
"In post","2022","Office for Standards in Education, Children's Services and Skills","30-39","400","380","42820","39850"
"In post","2022","Office for Standards in Education, Children's Services and Skills","40-49","560","540","52350","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","50-59","560","550","57210","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","60-64","130","120","57100","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","65+","40","30","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","20-29","380","380","30580","29040"
"In post","2022","Office of Gas and Electricity Markets","30-39","480","470","43870","40270"
"In post","2022","Office of Gas and Electricity Markets","40-49","290","290","53090","50030"
"In post","2022","Office of Gas and Electricity Markets","50-59","160","150","54080","50030"
"In post","2022","Office of Gas and Electricity Markets","60-64","30","30","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","65+","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","20-29","30","30","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","30-39","90","80","41280","38000"
"In post","2022","Office of Qualifications and Examinations Regulation","40-49","100","100","50900","46840"
"In post","2022","Office of Qualifications and Examinations Regulation","50-59","60","50","46690","40370"
"In post","2022","Office of Qualifications and Examinations Regulation","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","65+","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","20-29","40","40","[c]","[c]"
"In post","2022","Office of Rail and Road","30-39","90","90","49700","50810"
"In post","2022","Office of Rail and Road","40-49","100","100","57960","55700"
"In post","2022","Office of Rail and Road","50-59","90","90","59850","60020"
"In post","2022","Office of Rail and Road","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","65+","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","20-29","40","40","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","30-39","40","40","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","65+","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","16-19","90","80","22100","21050"
"In post","2022","Scottish Government","20-29","4360","4290","28610","27230"
"In post","2022","Scottish Government","30-39","6400","6170","36050","33070"
"In post","2022","Scottish Government","40-49","5850","5580","41820","36130"
"In post","2022","Scottish Government","50-59","6560","6280","40780","35000"
"In post","2022","Scottish Government","60-64","1600","1330","37390","35000"
"In post","2022","Scottish Government","65+","460","350","34750","30040"
"In post","2022","The National Archives","16-19","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","20-29","90","90","26580","23810"
"In post","2022","The National Archives","30-39","120","120","34530","34260"
"In post","2022","The National Archives","40-49","160","150","40440","36850"
"In post","2022","The National Archives","50-59","140","130","39120","34770"
"In post","2022","The National Archives","60-64","40","40","[c]","[c]"
"In post","2022","The National Archives","65+","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","20-29","110","110","36750","33180"
"In post","2022","UK Export Finance","30-39","110","100","54310","52050"
"In post","2022","UK Export Finance","40-49","130","130","58420","52860"
"In post","2022","UK Export Finance","50-59","110","110","59910","52300"
"In post","2022","UK Export Finance","60-64","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","65+","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","16-19","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","20-29","1290","1260","30900","30710"
"In post","2022","UK Statistics Authority","30-39","1430","1330","36640","36840"
"In post","2022","UK Statistics Authority","40-49","1150","1060","38780","36840"
"In post","2022","UK Statistics Authority","50-59","1270","1090","33660","30210"
"In post","2022","UK Statistics Authority","60-64","470","350","26780","20350"
"In post","2022","UK Statistics Authority","65+","260","170","24410","20350"
"In post","2022","UK Supreme Court","20-29","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","30-39","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","40-49","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","50-59","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","60-64","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","65+","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","20-29","50","50","[c]","[c]"
"In post","2022","Water Services Regulation Authority","30-39","60","50","49480","45900"
"In post","2022","Water Services Regulation Authority","40-49","100","90","61840","56100"
"In post","2022","Water Services Regulation Authority","50-59","50","50","62860","60000"
"In post","2022","Water Services Regulation Authority","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","20-29","560","550","28480","25860"
"In post","2022","Welsh Government","30-39","1260","1200","38450","38160"
"In post","2022","Welsh Government","40-49","1800","1710","44640","40100"
"In post","2022","Welsh Government","50-59","1730","1670","45710","41980"
"In post","2022","Welsh Government","60-64","430","370","43670","38160"
"In post","2022","Welsh Government","65+","190","150","41340","38160"
"Leaver CS","2021","Attorney General's Departments","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","20-29","80","70","28520","25480"
"Leaver CS","2021","Attorney General's Departments","30-39","80","80","44840","50520"
"Leaver CS","2021","Attorney General's Departments","40-49","40","40","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","50-59","90","80","56890","55610"
"Leaver CS","2021","Attorney General's Departments","60-64","80","60","56840","55610"
"Leaver CS","2021","Attorney General's Departments","65+","40","30","[c]","[c]"
"Leaver CS","2021","Cabinet Office","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","20-29","140","140","29220","26330"
"Leaver CS","2021","Cabinet Office","30-39","100","90","50720","54700"
"Leaver CS","2021","Cabinet Office","40-49","50","50","[c]","[c]"
"Leaver CS","2021","Cabinet Office","50-59","60","60","73860","64500"
"Leaver CS","2021","Cabinet Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","20-29","120","120","28660","26100"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","30-39","100","100","42130","39250"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","40-49","70","70","42140","33570"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","50-59","80","80","47470","41760"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","60-64","70","60","48450","43780"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","65+","50","40","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","20-29","110","110","32610","29730"
"Leaver CS","2021","Department for Education","30-39","100","90","45080","40940"
"Leaver CS","2021","Department for Education","40-49","50","50","[c]","[c]"
"Leaver CS","2021","Department for Education","50-59","50","50","49200","50630"
"Leaver CS","2021","Department for Education","60-64","40","30","[c]","[c]"
"Leaver CS","2021","Department for Education","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","20-29","190","190","24520","24010"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","30-39","80","80","35340","32680"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","40-49","70","60","39440","35900"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","50-59","90","80","39610","36030"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","60-64","80","70","40560","36520"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","65+","50","40","[c]","[c]"
"Leaver CS","2021","Department for International Trade","20-29","80","80","24260","18200"
"Leaver CS","2021","Department for International Trade","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","20-29","130","130","24260","21590"
"Leaver CS","2021","Department for Transport","30-39","110","100","29460","26170"
"Leaver CS","2021","Department for Transport","40-49","100","90","32000","26680"
"Leaver CS","2021","Department for Transport","50-59","130","110","33540","26430"
"Leaver CS","2021","Department for Transport","60-64","120","90","32220","26780"
"Leaver CS","2021","Department for Transport","65+","130","90","29920","26380"
"Leaver CS","2021","Department for Work and Pensions","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","20-29","670","660","24870","23590"
"Leaver CS","2021","Department for Work and Pensions","30-39","560","520","26360","27570"
"Leaver CS","2021","Department for Work and Pensions","40-49","530","490","26990","25530"
"Leaver CS","2021","Department for Work and Pensions","50-59","1030","910","27960","27570"
"Leaver CS","2021","Department for Work and Pensions","60-64","910","700","28510","27570"
"Leaver CS","2021","Department for Work and Pensions","65+","800","540","26000","26120"
"Leaver CS","2021","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","20-29","240","190","26230","23690"
"Leaver CS","2021","Department of Health and Social Care","30-39","240","200","37300","36330"
"Leaver CS","2021","Department of Health and Social Care","40-49","160","130","42920","40470"
"Leaver CS","2021","Department of Health and Social Care","50-59","160","130","52210","45750"
"Leaver CS","2021","Department of Health and Social Care","60-64","90","70","61940","51200"
"Leaver CS","2021","Department of Health and Social Care","65+","50","30","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Unknown","80","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","20-29","50","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","30-39","40","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","50-59","60","30","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","60-64","60","30","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","65+","40","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","20-29","60","60","25180","22350"
"Leaver CS","2021","HM Land Registry","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","40-49","40","30","[c]","[c]"
"Leaver CS","2021","HM Land Registry","50-59","60","50","33090","30150"
"Leaver CS","2021","HM Land Registry","60-64","60","40","34870","33180"
"Leaver CS","2021","HM Land Registry","65+","30","20","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","20-29","610","560","25420","24500"
"Leaver CS","2021","HM Revenue and Customs","30-39","480","420","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","40-49","650","560","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","50-59","2000","1770","31680","27500"
"Leaver CS","2021","HM Revenue and Customs","60-64","1210","960","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","65+","730","490","[c]","[c]"
"Leaver CS","2021","HM Treasury","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","20-29","40","40","[c]","[c]"
"Leaver CS","2021","HM Treasury","30-39","30","30","[c]","[c]"
"Leaver CS","2021","HM Treasury","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","20-29","310","300","26540","24880"
"Leaver CS","2021","Home Office","30-39","210","180","29360","25310"
"Leaver CS","2021","Home Office","40-49","170","150","33480","26460"
"Leaver CS","2021","Home Office","50-59","320","290","33630","27300"
"Leaver CS","2021","Home Office","60-64","160","130","31470","28350"
"Leaver CS","2021","Home Office","65+","160","110","27350","25120"
"Leaver CS","2021","Ministry of Defence","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","20-29","470","460","24340","22780"
"Leaver CS","2021","Ministry of Defence","30-39","390","370","31890","30620"
"Leaver CS","2021","Ministry of Defence","40-49","360","340","34830","30720"
"Leaver CS","2021","Ministry of Defence","50-59","710","680","35620","33180"
"Leaver CS","2021","Ministry of Defence","60-64","720","670","34680","32430"
"Leaver CS","2021","Ministry of Defence","65+","550","490","29920","26240"
"Leaver CS","2021","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","20-29","40","40","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","20-29","1590","1570","22630","19930"
"Leaver CS","2021","Ministry of Justice","30-39","1050","990","26900","21640"
"Leaver CS","2021","Ministry of Justice","40-49","740","680","30450","22740"
"Leaver CS","2021","Ministry of Justice","50-59","1090","1000","29690","22330"
"Leaver CS","2021","Ministry of Justice","60-64","680","550","27530","20650"
"Leaver CS","2021","Ministry of Justice","65+","700","510","22280","20100"
"Leaver CS","2021","National Crime Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","50-59","60","60","49170","44080"
"Leaver CS","2021","National Crime Agency","60-64","30","30","[c]","[c]"
"Leaver CS","2021","National Crime Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","50-59","30","30","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","20-29","150","150","24790","22820"
"Leaver CS","2021","Scottish Government","30-39","160","150","31450","29350"
"Leaver CS","2021","Scottish Government","40-49","110","90","36750","31590"
"Leaver CS","2021","Scottish Government","50-59","200","180","40260","33650"
"Leaver CS","2021","Scottish Government","60-64","200","180","42110","35110"
"Leaver CS","2021","Scottish Government","65+","110","90","34100","29030"
"Leaver CS","2021","The National Archives","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","20-29","100","100","23100","19130"
"Leaver CS","2021","United Kingdom Statistics Authority","30-39","50","50","36860","36720"
"Leaver CS","2021","United Kingdom Statistics Authority","40-49","30","20","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","50-59","50","40","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","60-64","30","20","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","65+","40","30","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","40-49","[c]","[c]","[c]","[c]"
