"Status","Year","Age","Region_ITL1","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","40-49","Wales","SEO/HEO","2710","2600","38350","38160"
"In post","2022","40-49","Wales","Unknown","350","330","32490","31420"
"In post","2022","40-49","West Midlands (England)","AA/AO","1930","1720","22410","21260"
"In post","2022","40-49","West Midlands (England)","EO","2110","1970","27340","27570"
"In post","2022","40-49","West Midlands (England)","G6/G7","980","950","57170","54700"
"In post","2022","40-49","West Midlands (England)","SCS","90","90","90190","81540"
"In post","2022","40-49","West Midlands (England)","SEO/HEO","2000","1930","36940","36450"
"In post","2022","40-49","West Midlands (England)","Unknown","520","480","31930","30210"
"In post","2022","40-49","Yorkshire and The Humber","AA/AO","2020","1810","23040","21260"
"In post","2022","40-49","Yorkshire and The Humber","EO","2370","2180","27390","27570"
"In post","2022","40-49","Yorkshire and The Humber","G6/G7","1570","1510","56210","54050"
"In post","2022","40-49","Yorkshire and The Humber","SCS","100","100","81820","74700"
"In post","2022","40-49","Yorkshire and The Humber","SEO/HEO","2480","2370","36020","35390"
"In post","2022","40-49","Yorkshire and The Humber","Unknown","540","490","31940","31420"
"In post","2022","50-59","East Midlands (England)","AA/AO","2260","2050","22590","21260"
"In post","2022","50-59","East Midlands (England)","EO","1950","1800","27600","27570"
"In post","2022","50-59","East Midlands (England)","G6/G7","660","640","59750","55610"
"In post","2022","50-59","East Midlands (England)","SCS","60","50","92270","84340"
"In post","2022","50-59","East Midlands (England)","SEO/HEO","1790","1720","37600","35980"
"In post","2022","50-59","East Midlands (England)","Unknown","350","320","30630","28200"
"In post","2022","50-59","East of England","AA/AO","2080","1940","23630","21830"
"In post","2022","50-59","East of England","EO","2460","2280","28700","27570"
"In post","2022","50-59","East of England","G6/G7","590","570","60330","57390"
"In post","2022","50-59","East of England","SCS","70","70","101560","101430"
"In post","2022","50-59","East of England","SEO/HEO","1830","1780","37930","36460"
"In post","2022","50-59","East of England","Unknown","370","350","29850","28200"
"In post","2022","50-59","London","AA/AO","3350","3130","25790","25110"
"In post","2022","50-59","London","EO","5660","5390","30700","30750"
"In post","2022","50-59","London","G6/G7","6100","5960","63600","62120"
"In post","2022","50-59","London","SCS","1370","1340","98560","90000"
"In post","2022","50-59","London","SEO/HEO","7070","6920","40620","40220"
"In post","2022","50-59","London","Unknown","590","570","36820","35310"
"In post","2022","50-59","North East (England)","AA/AO","3860","3280","22290","21260"
"In post","2022","50-59","North East (England)","EO","2340","2120","27380","27570"
"In post","2022","50-59","North East (England)","G6/G7","930","910","57020","55210"
"In post","2022","50-59","North East (England)","SCS","70","60","84880","76900"
"In post","2022","50-59","North East (England)","SEO/HEO","2130","2030","36330","34890"
"In post","2022","50-59","North East (England)","Unknown","320","300","31560","28200"
"In post","2022","50-59","North West (England)","AA/AO","5990","5340","22130","21260"
"In post","2022","50-59","North West (England)","EO","5500","5070","27420","27570"
"In post","2022","50-59","North West (England)","G6/G7","2030","1980","58130","55210"
"In post","2022","50-59","North West (England)","SCS","140","140","89320","80250"
"In post","2022","50-59","North West (England)","SEO/HEO","4400","4240","36740","35310"
"In post","2022","50-59","North West (England)","Unknown","770","720","31910","28200"
"In post","2022","50-59","Northern Ireland","AA/AO","500","470","21400","21250"
"In post","2022","50-59","Northern Ireland","EO","280","270","27620","27370"
"In post","2022","50-59","Northern Ireland","G6/G7","100","90","59400","55210"
"In post","2022","50-59","Northern Ireland","SCS","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Northern Ireland","SEO/HEO","360","350","36790","35460"
"In post","2022","50-59","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Overseas","EO","110","100","28310","27370"
"In post","2022","50-59","Overseas","G6/G7","310","310","62810","61920"
"In post","2022","50-59","Overseas","SCS","100","100","88580","79720"
"In post","2022","50-59","Overseas","SEO/HEO","370","370","42300","40000"
"In post","2022","50-59","Overseas","Unknown","50","50","[c]","[c]"
"In post","2022","50-59","Scotland","AA/AO","4780","4310","22960","21300"
"In post","2022","50-59","Scotland","EO","4330","4040","29260","27570"
"In post","2022","50-59","Scotland","G6/G7","1760","1720","63670","62170"
"In post","2022","50-59","Scotland","SCS","190","190","89130","83230"
"In post","2022","50-59","Scotland","SEO/HEO","3840","3700","39640","38220"
"In post","2022","50-59","Scotland","Unknown","40","40","[c]","[c]"
"In post","2022","50-59","South East (England)","AA/AO","3920","3540","23880","21790"
"In post","2022","50-59","South East (England)","EO","4090","3830","28630","27570"
"In post","2022","50-59","South East (England)","G6/G7","1420","1380","59610","57480"
"In post","2022","50-59","South East (England)","SCS","90","90","96260","93340"
"In post","2022","50-59","South East (England)","SEO/HEO","3440","3340","38080","36960"
"In post","2022","50-59","South East (England)","Unknown","550","510","31350","28200"
"In post","2022","50-59","South West (England)","AA/AO","2660","2450","22730","21260"
"In post","2022","50-59","South West (England)","EO","2960","2740","27460","27570"
"In post","2022","50-59","South West (England)","G6/G7","2380","2330","57790","55710"
"In post","2022","50-59","South West (England)","SCS","170","170","100340","93730"
"In post","2022","50-59","South West (England)","SEO/HEO","4550","4400","37850","37910"
"In post","2022","50-59","South West (England)","Unknown","760","720","40980","37170"
"In post","2022","50-59","Unknown","AA/AO","60","50","22640","21300"
"In post","2022","50-59","Unknown","EO","120","110","28750","27570"
"In post","2022","50-59","Unknown","G6/G7","50","50","[c]","[c]"
"In post","2022","50-59","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","SEO/HEO","110","110","38890","37300"
"In post","2022","50-59","Unknown","Unknown","520","520","41570","36970"
"In post","2022","50-59","Wales","AA/AO","3020","2670","21720","21300"
"In post","2022","50-59","Wales","EO","2590","2420","27580","27570"
"In post","2022","50-59","Wales","G6/G7","1200","1180","61010","60990"
"In post","2022","50-59","Wales","SCS","140","140","86160","79180"
"In post","2022","50-59","Wales","SEO/HEO","2670","2580","38550","38160"
"In post","2022","50-59","Wales","Unknown","310","290","31210","28760"
"In post","2022","50-59","West Midlands (England)","AA/AO","2860","2580","22670","21260"
"In post","2022","50-59","West Midlands (England)","EO","3000","2770","27660","27570"
"In post","2022","50-59","West Midlands (England)","G6/G7","960","940","59010","55460"
"In post","2022","50-59","West Midlands (England)","SCS","90","90","99710","90160"
"In post","2022","50-59","West Midlands (England)","SEO/HEO","2220","2150","37030","35980"
"In post","2022","50-59","West Midlands (England)","Unknown","560","520","30930","28200"
"In post","2022","50-59","Yorkshire and The Humber","AA/AO","3050","2730","23080","21260"
"In post","2022","50-59","Yorkshire and The Humber","EO","3250","2990","27630","27570"
"In post","2022","50-59","Yorkshire and The Humber","G6/G7","1480","1440","58340","55610"
"In post","2022","50-59","Yorkshire and The Humber","SCS","130","130","89740","84190"
"In post","2022","50-59","Yorkshire and The Humber","SEO/HEO","2900","2780","36670","35310"
"In post","2022","50-59","Yorkshire and The Humber","Unknown","510","470","31630","28200"
"In post","2022","60-64","East Midlands (England)","AA/AO","820","690","22000","21250"
"In post","2022","60-64","East Midlands (England)","EO","570","450","27620","27570"
"In post","2022","60-64","East Midlands (England)","G6/G7","110","100","61920","58760"
"In post","2022","60-64","East Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","60-64","East Midlands (England)","SEO/HEO","330","280","37120","35980"
"In post","2022","60-64","East Midlands (England)","Unknown","130","120","30100","28200"
"In post","2022","60-64","East of England","AA/AO","790","690","22720","21650"
"In post","2022","60-64","East of England","EO","680","560","28730","27570"
"In post","2022","60-64","East of England","G6/G7","120","110","62220","59930"
"In post","2022","60-64","East of England","SCS","[c]","[c]","[c]","[c]"
"In post","2022","60-64","East of England","SEO/HEO","450","400","37340","35980"
"In post","2022","60-64","East of England","Unknown","140","120","29310","28200"
"In post","2022","60-64","London","AA/AO","1400","1250","25290","25110"
"In post","2022","60-64","London","EO","1650","1450","30760","31010"
"In post","2022","60-64","London","G6/G7","1090","980","64720","63480"
"In post","2022","60-64","London","SCS","230","210","105080","93980"
"In post","2022","60-64","London","SEO/HEO","1590","1430","41050","40910"
"In post","2022","60-64","London","Unknown","230","210","36380","33820"
"In post","2022","60-64","North East (England)","AA/AO","1690","1240","21980","21260"
"In post","2022","60-64","North East (England)","EO","760","560","27700","27570"
"In post","2022","60-64","North East (England)","G6/G7","130","110","57930","55410"
"In post","2022","60-64","North East (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","60-64","North East (England)","SEO/HEO","440","350","36580","35370"
"In post","2022","60-64","North East (England)","Unknown","100","90","30610","28200"
"In post","2022","60-64","North West (England)","AA/AO","2240","1780","21750","21260"
"In post","2022","60-64","North West (England)","EO","1520","1190","27540","27570"
"In post","2022","60-64","North West (England)","G6/G7","300","260","59670","56120"
"In post","2022","60-64","North West (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","60-64","North West (England)","SEO/HEO","910","730","36950","35310"
"In post","2022","60-64","North West (England)","Unknown","260","230","30470","28200"
"In post","2022","60-64","Northern Ireland","AA/AO","130","120","21150","21250"
"In post","2022","60-64","Northern Ireland","EO","70","60","28370","28920"
"In post","2022","60-64","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Northern Ireland","SEO/HEO","60","50","37940","36870"
"In post","2022","60-64","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Overseas","G6/G7","50","50","64930","64840"
"In post","2022","60-64","Overseas","SCS","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Overseas","SEO/HEO","70","70","42010","40580"
"In post","2022","60-64","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Scotland","AA/AO","1710","1390","22410","21260"
"In post","2022","60-64","Scotland","EO","1310","980","28920","27570"
"In post","2022","60-64","Scotland","G6/G7","290","260","64480","62170"
"In post","2022","60-64","Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Scotland","SEO/HEO","900","740","40310","39520"
"In post","2022","60-64","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","South East (England)","AA/AO","1600","1320","22630","21260"
"In post","2022","60-64","South East (England)","EO","1280","1050","28660","27570"
"In post","2022","60-64","South East (England)","G6/G7","330","290","59740","57480"
"In post","2022","60-64","South East (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","60-64","South East (England)","SEO/HEO","920","820","38230","36830"
"In post","2022","60-64","South East (England)","Unknown","190","160","30360","28200"
"In post","2022","60-64","South West (England)","AA/AO","1000","850","22270","21260"
"In post","2022","60-64","South West (England)","EO","890","730","27450","27570"
"In post","2022","60-64","South West (England)","G6/G7","430","390","58730","56130"
"In post","2022","60-64","South West (England)","SCS","30","30","[c]","[c]"
"In post","2022","60-64","South West (England)","SEO/HEO","1250","1090","38090","37620"
"In post","2022","60-64","South West (England)","Unknown","230","200","37500","33820"
"In post","2022","60-64","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","EO","40","30","[c]","[c]"
"In post","2022","60-64","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Unknown","130","130","38930","35540"
"In post","2022","60-64","Wales","AA/AO","1290","990","21490","21260"
"In post","2022","60-64","Wales","EO","750","580","27640","27570"
"In post","2022","60-64","Wales","G6/G7","210","190","62460","61440"
"In post","2022","60-64","Wales","SCS","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Wales","SEO/HEO","630","510","38530","38160"
"In post","2022","60-64","Wales","Unknown","110","90","31770","28760"
"In post","2022","60-64","West Midlands (England)","AA/AO","1030","840","21780","21260"
"In post","2022","60-64","West Midlands (England)","EO","870","700","27510","27570"
"In post","2022","60-64","West Midlands (England)","G6/G7","190","160","59950","56060"
"In post","2022","60-64","West Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","60-64","West Midlands (England)","SEO/HEO","520","440","37010","35900"
"In post","2022","60-64","West Midlands (England)","Unknown","200","170","30890","28200"
"In post","2022","60-64","Yorkshire and The Humber","AA/AO","1050","830","22300","21260"
"In post","2022","60-64","Yorkshire and The Humber","EO","900","700","27710","27570"
"In post","2022","60-64","Yorkshire and The Humber","G6/G7","210","180","58260","55610"
"In post","2022","60-64","Yorkshire and The Humber","SCS","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Yorkshire and The Humber","SEO/HEO","570","460","36490","35310"
"In post","2022","60-64","Yorkshire and The Humber","Unknown","180","160","29960","28200"
"In post","2022","65+","East Midlands (England)","AA/AO","210","170","21500","21260"
"In post","2022","65+","East Midlands (England)","EO","130","90","27630","27570"
"In post","2022","65+","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","East Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","65+","East Midlands (England)","SEO/HEO","90","60","37930","35980"
"In post","2022","65+","East Midlands (England)","Unknown","40","30","[c]","[c]"
"In post","2022","65+","East of England","AA/AO","300","230","22210","21380"
"In post","2022","65+","East of England","EO","220","160","28720","27570"
"In post","2022","65+","East of England","G6/G7","40","30","[c]","[c]"
"In post","2022","65+","East of England","SCS","[c]","[c]","[c]","[c]"
"In post","2022","65+","East of England","SEO/HEO","130","100","38540","36430"
"In post","2022","65+","East of England","Unknown","60","40","28190","28200"
"In post","2022","65+","London","AA/AO","850","700","24970","25110"
"In post","2022","65+","London","EO","610","500","30610","31020"
"In post","2022","65+","London","G6/G7","330","270","65270","63240"
"In post","2022","65+","London","SCS","60","50","115380","104310"
"In post","2022","65+","London","SEO/HEO","470","400","41790","40910"
"In post","2022","65+","London","Unknown","110","100","36620","34150"
"In post","2022","65+","North East (England)","AA/AO","440","320","21540","21260"
"In post","2022","65+","North East (England)","EO","160","110","27530","27570"
"In post","2022","65+","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","North East (England)","SEO/HEO","80","60","37590","35630"
"In post","2022","65+","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","North West (England)","AA/AO","660","490","21500","21260"
"In post","2022","65+","North West (England)","EO","410","290","27590","27570"
"In post","2022","65+","North West (England)","G6/G7","70","50","62820","60130"
"In post","2022","65+","North West (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","65+","North West (England)","SEO/HEO","200","150","37660","35980"
"In post","2022","65+","North West (England)","Unknown","60","50","29240","28200"
"In post","2022","65+","Northern Ireland","AA/AO","60","50","21010","21250"
"In post","2022","65+","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Overseas","SCS","[c]","[c]","[c]","[c]"
"In post","2022","65+","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Scotland","AA/AO","550","430","22580","21280"
"In post","2022","65+","Scotland","EO","310","220","28780","27570"
"In post","2022","65+","Scotland","G6/G7","70","50","65240","62170"
"In post","2022","65+","Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2022","65+","Scotland","SEO/HEO","200","150","41280","39690"
"In post","2022","65+","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","South East (England)","AA/AO","760","580","21920","21260"
"In post","2022","65+","South East (England)","EO","440","350","28760","27570"
"In post","2022","65+","South East (England)","G6/G7","120","90","60590","57540"
"In post","2022","65+","South East (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","65+","South East (England)","SEO/HEO","330","270","38370","36460"
"In post","2022","65+","South East (England)","Unknown","70","50","32660","28760"
"In post","2022","65+","South West (England)","AA/AO","420","340","21690","21260"
"In post","2022","65+","South West (England)","EO","320","250","27300","27570"
"In post","2022","65+","South West (England)","G6/G7","110","80","59460","58090"
"In post","2022","65+","South West (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","65+","South West (England)","SEO/HEO","350","280","37730","36460"
"In post","2022","65+","South West (England)","Unknown","80","70","35480","33020"
"In post","2022","65+","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Wales","AA/AO","460","320","21390","21260"
"In post","2022","65+","Wales","EO","220","150","28070","27570"
"In post","2022","65+","Wales","G6/G7","70","50","64490","61440"
"In post","2022","65+","Wales","SCS","[c]","[c]","[c]","[c]"
"In post","2022","65+","Wales","SEO/HEO","180","130","39880","38160"
"In post","2022","65+","Wales","Unknown","30","20","[c]","[c]"
"In post","2022","65+","West Midlands (England)","AA/AO","290","230","21360","21250"
"In post","2022","65+","West Midlands (England)","EO","250","190","27480","27570"
"In post","2022","65+","West Midlands (England)","G6/G7","40","30","[c]","[c]"
"In post","2022","65+","West Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","65+","West Midlands (England)","SEO/HEO","140","100","37110","34560"
"In post","2022","65+","West Midlands (England)","Unknown","80","50","28510","28200"
"In post","2022","65+","Yorkshire and The Humber","AA/AO","320","230","21880","21260"
"In post","2022","65+","Yorkshire and The Humber","EO","200","150","27540","27570"
"In post","2022","65+","Yorkshire and The Humber","G6/G7","40","30","[c]","[c]"
"In post","2022","65+","Yorkshire and The Humber","SCS","[c]","[c]","[c]","[c]"
"In post","2022","65+","Yorkshire and The Humber","SEO/HEO","120","90","37150","35900"
"In post","2022","65+","Yorkshire and The Humber","Unknown","50","40","30470","28200"
"In post","2022","Unknown","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","East of England","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","East Midlands (England)","AA/AO","200","200","20350","18880"
"Leaver CS","2021","20-29","East Midlands (England)","EO","50","50","[c]","[c]"
"Leaver CS","2021","20-29","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","East of England","AA/AO","200","200","21680","21010"
"Leaver CS","2021","20-29","East of England","EO","40","40","[c]","[c]"
"Leaver CS","2021","20-29","East of England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","London","AA/AO","550","530","22450","22680"
"Leaver CS","2021","20-29","London","EO","410","390","27300","27760"
"Leaver CS","2021","20-29","London","G6/G7","80","70","55300","54070"
"Leaver CS","2021","20-29","London","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","London","SEO/HEO","430","410","34780","33780"
"Leaver CS","2021","20-29","London","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","20-29","North East (England)","AA/AO","190","170","20810","21010"
"Leaver CS","2021","20-29","North East (England)","EO","40","40","[c]","[c]"
"Leaver CS","2021","20-29","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North West (England)","AA/AO","340","320","20710","21010"
"Leaver CS","2021","20-29","North West (England)","EO","100","90","25360","25000"
"Leaver CS","2021","20-29","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Scotland","AA/AO","190","180","21570","21090"
"Leaver CS","2021","20-29","Scotland","EO","70","60","26390","27150"
"Leaver CS","2021","20-29","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","South East (England)","AA/AO","360","350","21230","20920"
"Leaver CS","2021","20-29","South East (England)","EO","70","70","23240","25100"
"Leaver CS","2021","20-29","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","South East (England)","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2021","20-29","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","South West (England)","AA/AO","260","260","19780","19930"
"Leaver CS","2021","20-29","South West (England)","EO","140","140","23660","24460"
"Leaver CS","2021","20-29","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","South West (England)","SEO/HEO","90","90","31790","31310"
"Leaver CS","2021","20-29","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","140","140","[c]","[c]"
"Leaver CS","2021","20-29","Wales","AA/AO","280","270","20310","21010"
"Leaver CS","2021","20-29","Wales","EO","40","40","[c]","[c]"
"Leaver CS","2021","20-29","Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","West Midlands (England)","AA/AO","250","240","20170","19930"
"Leaver CS","2021","20-29","West Midlands (England)","EO","60","60","[c]","[c]"
"Leaver CS","2021","20-29","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Yorkshire and The Humber","AA/AO","270","270","20620","21010"
"Leaver CS","2021","20-29","Yorkshire and The Humber","EO","70","70","[c]","[c]"
"Leaver CS","2021","20-29","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Yorkshire and The Humber","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East Midlands (England)","AA/AO","130","120","[c]","[c]"
"Leaver CS","2021","30-39","East Midlands (England)","EO","50","50","[c]","[c]"
"Leaver CS","2021","30-39","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East of England","AA/AO","140","130","22730","21570"
"Leaver CS","2021","30-39","East of England","EO","50","50","[c]","[c]"
"Leaver CS","2021","30-39","East of England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East of England","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2021","30-39","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","London","AA/AO","150","140","24220","24150"
"Leaver CS","2021","30-39","London","EO","190","170","29460","29710"
"Leaver CS","2021","30-39","London","G6/G7","320","300","57630","54900"
"Leaver CS","2021","30-39","London","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","London","SEO/HEO","330","310","38240","38600"
"Leaver CS","2021","30-39","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","North East (England)","AA/AO","130","110","20690","21010"
"Leaver CS","2021","30-39","North East (England)","EO","30","30","[c]","[c]"
"Leaver CS","2021","30-39","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","North East (England)","SCS","[c]","[c]","[c]","[c]"
