"Status","Year","Ethnicity","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Mixed","Thurrock","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Torbay","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Tower Hamlets","210","210","44850","40600"
"In post","2022","Mixed","Tyneside","160","150","29910","27570"
"In post","2022","Mixed","Unknown","30","30","[c]","[c]"
"In post","2022","Mixed","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Walsall","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Wandsworth","40","40","[c]","[c]"
"In post","2022","Mixed","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Essex","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Lothian","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Surrey","70","70","34130","30810"
"In post","2022","Mixed","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Westminster","1970","1920","45830","41750"
"In post","2022","Mixed","Wiltshire","110","100","34610","31600"
"In post","2022","Mixed","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Worcestershire CC","30","30","[c]","[c]"
"In post","2022","Mixed","York","30","30","[c]","[c]"
"In post","2022","Other ethnicity","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Barnet","40","40","[c]","[c]"
"In post","2022","Other ethnicity","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bath and North East Somerset, North Somerset and South Gloucestershire","50","50","[c]","[c]"
"In post","2022","Other ethnicity","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Birmingham","100","90","32500","26820"
"In post","2022","Other ethnicity","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Blackpool","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Brent","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bristol, City of","40","40","[c]","[c]"
"In post","2022","Other ethnicity","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Camden and City of London","40","40","[c]","[c]"
"In post","2022","Other ethnicity","Cardiff and Vale of Glamorgan","60","60","33500","29430"
"In post","2022","Other ethnicity","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","City of Edinburgh","30","30","[c]","[c]"
"In post","2022","Other ethnicity","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Croydon","100","100","36220","31020"
"In post","2022","Other ethnicity","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Derby","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ealing","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","East Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Enfield","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Falkirk","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Glasgow City","40","40","[c]","[c]"
"In post","2022","Other ethnicity","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Hackney and Newham","90","90","40210","33440"
"In post","2022","Other ethnicity","Haringey and Islington","40","40","[c]","[c]"
"In post","2022","Other ethnicity","Harrow and Hillingdon","40","40","[c]","[c]"
"In post","2022","Other ethnicity","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Hounslow and Richmond upon Thames","40","40","[c]","[c]"
"In post","2022","Other ethnicity","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Lambeth","60","50","40440","33820"
"In post","2022","Other ethnicity","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Leeds","50","40","[c]","[c]"
"In post","2022","Other ethnicity","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Luton","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Manchester","50","50","31170","27570"
"In post","2022","Other ethnicity","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Mid Ulster","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Overseas","40","40","[c]","[c]"
"In post","2022","Other ethnicity","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Powys","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Sandwell","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Sheffield","30","30","[c]","[c]"
"In post","2022","Other ethnicity","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Solihull","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Sunderland","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Thurrock","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Torbay","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Tower Hamlets","90","90","50630","51810"
"In post","2022","Other ethnicity","Tyneside","30","30","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Walsall","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","West Essex","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","West Lothian","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Westminster","610","590","44380","40050"
"In post","2022","Other ethnicity","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","York","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Aberdeen City and Aberdeenshire","70","70","41790","35000"
"In post","2022","Undeclared","Angus and Dundee City","50","50","24030","21260"
"In post","2022","Undeclared","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Barking & Dagenham and Havering","30","30","[c]","[c]"
"In post","2022","Undeclared","Barnet","120","100","43340","38930"
"In post","2022","Undeclared","Barnsley, Doncaster and Rotherham","100","90","27910","27570"
"In post","2022","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","730","710","40850","40000"
"In post","2022","Undeclared","Bedford","30","30","[c]","[c]"
"In post","2022","Undeclared","Belfast","60","60","32880","28920"
"In post","2022","Undeclared","Berkshire","160","150","35480","33180"
"In post","2022","Undeclared","Bexley and Greenwich","70","70","33540","31060"
"In post","2022","Undeclared","Birmingham","570","510","31870","27570"
"In post","2022","Undeclared","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Blackpool","200","180","31680","27570"
"In post","2022","Undeclared","Bournemouth, Christchurch and Poole","30","30","[c]","[c]"
"In post","2022","Undeclared","Bradford","110","90","26250","25360"
"In post","2022","Undeclared","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Brent","60","60","33590","30840"
"In post","2022","Undeclared","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Brighton and Hove","30","30","[c]","[c]"
"In post","2022","Undeclared","Bristol, City of","310","290","36460","33080"
"In post","2022","Undeclared","Bromley","40","30","[c]","[c]"
"In post","2022","Undeclared","Buckinghamshire","70","70","33970","33520"
"In post","2022","Undeclared","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Calderdale and Kirklees","50","40","28230","27570"
"In post","2022","Undeclared","Cambridgeshire CC","200","190","35040","33300"
"In post","2022","Undeclared","Camden and City of London","110","100","35110","31060"
"In post","2022","Undeclared","Cardiff and Vale of Glamorgan","410","380","37200","33370"
"In post","2022","Undeclared","Central Bedfordshire","40","40","[c]","[c]"
"In post","2022","Undeclared","Central Hampshire","280","270","40200","40510"
"In post","2022","Undeclared","Central Valleys","90","80","33460","27570"
"In post","2022","Undeclared","Cheshire East","40","40","[c]","[c]"
"In post","2022","Undeclared","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","City of Edinburgh","350","330","40940","35000"
"In post","2022","Undeclared","Clackmannanshire and Fife","50","50","34080","35000"
"In post","2022","Undeclared","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cornwall and Isles of Scilly","90","80","27770","26440"
"In post","2022","Undeclared","Coventry","80","80","36790","35170"
"In post","2022","Undeclared","Croydon","560","530","39690","35680"
"In post","2022","Undeclared","Darlington","50","50","37870","36500"
"In post","2022","Undeclared","Derby","50","40","[c]","[c]"
"In post","2022","Undeclared","Devon CC","270","250","33790","31520"
"In post","2022","Undeclared","Dorset","80","80","33180","31600"
"In post","2022","Undeclared","Dudley","50","40","[c]","[c]"
"In post","2022","Undeclared","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Durham","110","100","29460","27130"
"In post","2022","Undeclared","Ealing","40","40","[c]","[c]"
"In post","2022","Undeclared","East Ayrshire and North Ayrshire mainland","30","30","[c]","[c]"
"In post","2022","Undeclared","East Cumbria","50","40","[c]","[c]"
"In post","2022","Undeclared","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","110","100","32880","33300"
"In post","2022","Undeclared","East Kent","320","290","29020","27370"
"In post","2022","Undeclared","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Merseyside","40","40","[c]","[c]"
"In post","2022","Undeclared","East Riding of Yorkshire","70","70","29850","27570"
"In post","2022","Undeclared","East Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Sussex CC","130","110","28420","27570"
"In post","2022","Undeclared","Enfield","40","30","[c]","[c]"
"In post","2022","Undeclared","Essex Haven Gateway","60","50","31910","29240"
"In post","2022","Undeclared","Essex Thames Gateway","60","50","27200","25110"
"In post","2022","Undeclared","Falkirk","60","50","30240","27570"
"In post","2022","Undeclared","Flintshire and Wrexham","80","70","29290","27000"
"In post","2022","Undeclared","Glasgow City","420","390","32480","27570"
"In post","2022","Undeclared","Gloucestershire CC","80","70","30620","27930"
"In post","2022","Undeclared","Greater Manchester North East","50","40","[c]","[c]"
"In post","2022","Undeclared","Greater Manchester North West","70","60","25440","25600"
"In post","2022","Undeclared","Greater Manchester South East","40","40","[c]","[c]"
"In post","2022","Undeclared","Greater Manchester South West","240","230","33700","33080"
"In post","2022","Undeclared","Gwent Valleys","30","30","[c]","[c]"
"In post","2022","Undeclared","Gwynedd","40","40","[c]","[c]"
"In post","2022","Undeclared","Hackney and Newham","390","360","38610","33440"
"In post","2022","Undeclared","Haringey and Islington","70","70","30810","31060"
"In post","2022","Undeclared","Harrow and Hillingdon","270","240","32820","30410"
"In post","2022","Undeclared","Hartlepool and Stockton-on-Tees","50","40","[c]","[c]"
"In post","2022","Undeclared","Heart of Essex","40","30","[c]","[c]"
"In post","2022","Undeclared","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Hertfordshire CC","110","100","34180","31710"
"In post","2022","Undeclared","Hounslow and Richmond upon Thames","90","80","36540","34070"
"In post","2022","Undeclared","Inverclyde, East Renfrewshire, and Renfrewshire","50","50","32750","27570"
"In post","2022","Undeclared","Inverness and Nairn, Moray, and Badenoch and Strathspey","40","40","[c]","[c]"
"In post","2022","Undeclared","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Isle of Wight","30","30","[c]","[c]"
"In post","2022","Undeclared","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Kent Thames Gateway","50","40","[c]","[c]"
"In post","2022","Undeclared","Kingston upon Hull, City of","80","70","29970","27570"
"In post","2022","Undeclared","Lambeth","180","170","40840","36200"
"In post","2022","Undeclared","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Leeds","460","430","33420","28990"
"In post","2022","Undeclared","Leicester","110","100","27820","27120"
"In post","2022","Undeclared","Leicestershire CC and Rutland","80","70","31020","27570"
"In post","2022","Undeclared","Lewisham and Southwark","90","90","33280","31060"
"In post","2022","Undeclared","Lincolnshire CC","130","130","31240","28410"
"In post","2022","Undeclared","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Liverpool","310","290","31060","26820"
"In post","2022","Undeclared","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Luton","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Manchester","400","370","35640","32840"
"In post","2022","Undeclared","Medway","50","50","[c]","[c]"
"In post","2022","Undeclared","Merton, Kingston upon Thames and Sutton","30","30","[c]","[c]"
"In post","2022","Undeclared","Mid Kent","40","40","[c]","[c]"
"In post","2022","Undeclared","Mid Lancashire","240","220","29180","26820"
"In post","2022","Undeclared","Milton Keynes","80","80","37120","33520"
"In post","2022","Undeclared","Monmouthshire and Newport","110","110","38550","33710"
"In post","2022","Undeclared","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North Hampshire","60","50","38950","31040"
"In post","2022","Undeclared","North Lanarkshire","100","80","28400","26900"
"In post","2022","Undeclared","North Northamptonshire","30","30","[c]","[c]"
"In post","2022","Undeclared","North Nottinghamshire","30","30","[c]","[c]"
"In post","2022","Undeclared","North Yorkshire CC","90","80","31670","27930"
"In post","2022","Undeclared","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Norwich and East Norfolk","80","80","32670","27570"
"In post","2022","Undeclared","Nottingham","360","340","34030","32860"
"In post","2022","Undeclared","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Overseas","240","240","47580","43020"
"In post","2022","Undeclared","Oxfordshire CC","110","110","35000","32660"
"In post","2022","Undeclared","Perth and Kinross, and Stirling","70","70","34100","35000"
"In post","2022","Undeclared","Peterborough","80","70","28560","27380"
"In post","2022","Undeclared","Plymouth","140","130","33470","33000"
"In post","2022","Undeclared","Portsmouth","230","220","33540","30980"
"In post","2022","Undeclared","Powys","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Redbridge and Waltham Forest","80","70","29760","31060"
"In post","2022","Undeclared","Sandwell","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Sefton","200","180","33310","27570"
"In post","2022","Undeclared","Sheffield","310","290","34300","31990"
"In post","2022","Undeclared","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Shropshire","50","40","[c]","[c]"
"In post","2022","Undeclared","Solihull","50","50","29410","27470"
"In post","2022","Undeclared","Somerset CC","120","110","33030","33290"
"In post","2022","Undeclared","South and West Derbyshire","50","50","36500","31710"
"In post","2022","Undeclared","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","South Hampshire","130","110","33840","33040"
"In post","2022","Undeclared","South Lanarkshire","70","60","31970","26820"
"In post","2022","Undeclared","South Nottinghamshire","40","40","[c]","[c]"
"In post","2022","Undeclared","South Teesside","50","40","26410","27470"
"In post","2022","Undeclared","South West Wales","80","70","31480","27570"
"In post","2022","Undeclared","Southampton","80","80","33920","30930"
"In post","2022","Undeclared","Southend-on-Sea","70","60","34860","33370"
"In post","2022","Undeclared","Staffordshire CC","120","110","32080","27930"
"In post","2022","Undeclared","Stoke-on-Trent","50","40","[c]","[c]"
"In post","2022","Undeclared","Suffolk CC","180","170","29580","27570"
"In post","2022","Undeclared","Sunderland","140","120","26910","22080"
"In post","2022","Undeclared","Swansea","330","300","30170","26470"
"In post","2022","Undeclared","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Telford and Wrekin","90","90","33730","30430"
"In post","2022","Undeclared","Thurrock","40","30","[c]","[c]"
"In post","2022","Undeclared","Torbay","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Tower Hamlets","220","210","46990","42320"
"In post","2022","Undeclared","Tyneside","640","590","32560","27570"
"In post","2022","Undeclared","Unknown","40","40","[c]","[c]"
"In post","2022","Undeclared","Wakefield","60","50","32970","31650"
"In post","2022","Undeclared","Walsall","30","20","[c]","[c]"
"In post","2022","Undeclared","Wandsworth","30","30","[c]","[c]"
"In post","2022","Undeclared","Warrington","100","100","34910","33140"
"In post","2022","Undeclared","Warwickshire CC","50","50","28010","26840"
"In post","2022","Undeclared","West Cumbria","40","40","[c]","[c]"
"In post","2022","Undeclared","West Essex","40","30","[c]","[c]"
