"Status","Year","Profession_of_post","Parent_department","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Operational Delivery","Department for International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Department for International Trade","Unknown","50","50","[c]","[c]"
"In post","2022","Operational Delivery","Department for International Trade","White","70","60","45290","35560"
"In post","2022","Operational Delivery","Department for Levelling Up, Housing and Communities","Asian","50","50","31750","31410"
"In post","2022","Operational Delivery","Department for Levelling Up, Housing and Communities","Black","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Department for Levelling Up, Housing and Communities","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Department for Levelling Up, Housing and Communities","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Department for Levelling Up, Housing and Communities","Unknown","60","60","28800","26050"
"In post","2022","Operational Delivery","Department for Levelling Up, Housing and Communities","White","540","510","35300","32780"
"In post","2022","Operational Delivery","Department for Transport","Asian","240","230","31190","26780"
"In post","2022","Operational Delivery","Department for Transport","Black","70","70","30450","30700"
"In post","2022","Operational Delivery","Department for Transport","Mixed","90","80","27710","26530"
"In post","2022","Operational Delivery","Department for Transport","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Department for Transport","Undeclared","650","610","28460","26840"
"In post","2022","Operational Delivery","Department for Transport","Unknown","1490","1390","24720","26130"
"In post","2022","Operational Delivery","Department for Transport","White","7050","6290","26060","26130"
"In post","2022","Operational Delivery","Department for Work and Pensions","Asian","6190","5590","27360","27570"
"In post","2022","Operational Delivery","Department for Work and Pensions","Black","3140","2960","28830","29290"
"In post","2022","Operational Delivery","Department for Work and Pensions","Mixed","1260","1170","27220","27570"
"In post","2022","Operational Delivery","Department for Work and Pensions","Other ethnicity","360","330","28640","27570"
"In post","2022","Operational Delivery","Department for Work and Pensions","Undeclared","3140","2760","27000","27570"
"In post","2022","Operational Delivery","Department for Work and Pensions","Unknown","4140","3780","26570","27570"
"In post","2022","Operational Delivery","Department for Work and Pensions","White","50820","44970","26630","27570"
"In post","2022","Operational Delivery","Department of Health and Social Care","Asian","430","390","34410","28970"
"In post","2022","Operational Delivery","Department of Health and Social Care","Black","240","220","34880","32320"
"In post","2022","Operational Delivery","Department of Health and Social Care","Mixed","100","90","36050","30460"
"In post","2022","Operational Delivery","Department of Health and Social Care","Other ethnicity","40","40","[c]","[c]"
"In post","2022","Operational Delivery","Department of Health and Social Care","Undeclared","160","150","41110","36820"
"In post","2022","Operational Delivery","Department of Health and Social Care","Unknown","1280","1230","47250","40650"
"In post","2022","Operational Delivery","Department of Health and Social Care","White","2180","2010","40010","36060"
"In post","2022","Operational Delivery","Estyn","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Estyn","Black","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Estyn","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Estyn","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Estyn","White","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Food Standards Agency","Asian","40","30","[c]","[c]"
"In post","2022","Operational Delivery","Food Standards Agency","Black","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Food Standards Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Food Standards Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Food Standards Agency","Unknown","40","40","[c]","[c]"
"In post","2022","Operational Delivery","Food Standards Agency","White","480","460","32230","28800"
"In post","2022","Operational Delivery","Foreign, Commonwealth and Development Office","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Foreign, Commonwealth and Development Office","Black","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Foreign, Commonwealth and Development Office","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Foreign, Commonwealth and Development Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Foreign, Commonwealth and Development Office","Unknown","90","80","35690","33930"
"In post","2022","Operational Delivery","Foreign, Commonwealth and Development Office","White","420","390","34580","30220"
"In post","2022","Operational Delivery","HM Land Registry","Asian","170","160","27260","27130"
"In post","2022","Operational Delivery","HM Land Registry","Black","40","40","[c]","[c]"
"In post","2022","Operational Delivery","HM Land Registry","Mixed","50","50","[c]","[c]"
"In post","2022","Operational Delivery","HM Land Registry","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","HM Land Registry","Undeclared","180","150","31750","33840"
"In post","2022","Operational Delivery","HM Land Registry","Unknown","810","760","25120","22600"
"In post","2022","Operational Delivery","HM Land Registry","White","3930","3500","29210","27130"
"In post","2022","Operational Delivery","HM Revenue and Customs","Asian","2170","1980","27160","26400"
"In post","2022","Operational Delivery","HM Revenue and Customs","Black","600","570","28140","26400"
"In post","2022","Operational Delivery","HM Revenue and Customs","Mixed","290","270","27630","26590"
"In post","2022","Operational Delivery","HM Revenue and Customs","Other ethnicity","80","70","29730","26820"
"In post","2022","Operational Delivery","HM Revenue and Customs","Undeclared","1020","910","27970","26400"
"In post","2022","Operational Delivery","HM Revenue and Customs","Unknown","6510","5910","25180","22080"
"In post","2022","Operational Delivery","HM Revenue and Customs","White","19210","17070","27980","26590"
"In post","2022","Operational Delivery","HM Treasury","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","HM Treasury","Black","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","HM Treasury","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","HM Treasury","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","HM Treasury","White","140","130","38410","29750"
"In post","2022","Operational Delivery","Home Office","Asian","3110","2840","28360","28650"
"In post","2022","Operational Delivery","Home Office","Black","1180","1090","29080","28670"
"In post","2022","Operational Delivery","Home Office","Mixed","430","390","28370","25630"
"In post","2022","Operational Delivery","Home Office","Other ethnicity","140","130","28470","27370"
"In post","2022","Operational Delivery","Home Office","Undeclared","1420","1310","29960","27370"
"In post","2022","Operational Delivery","Home Office","Unknown","2580","2460","26190","24880"
"In post","2022","Operational Delivery","Home Office","White","16390","15080","28290","25310"
"In post","2022","Operational Delivery","Ministry of Defence","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Ministry of Defence","Black","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Ministry of Defence","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Ministry of Defence","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Ministry of Defence","Undeclared","40","40","[c]","[c]"
"In post","2022","Operational Delivery","Ministry of Defence","Unknown","70","70","30710","26030"
"In post","2022","Operational Delivery","Ministry of Defence","White","730","690","36060","32710"
"In post","2022","Operational Delivery","Ministry of Justice","Asian","3660","3370","27680","24920"
"In post","2022","Operational Delivery","Ministry of Justice","Black","3610","3450","29900","28200"
"In post","2022","Operational Delivery","Ministry of Justice","Mixed","1660","1570","29990","28070"
"In post","2022","Operational Delivery","Ministry of Justice","Other ethnicity","440","420","30180","28310"
"In post","2022","Operational Delivery","Ministry of Justice","Undeclared","1920","1790","29480","27980"
"In post","2022","Operational Delivery","Ministry of Justice","Unknown","10870","10230","26900","25120"
"In post","2022","Operational Delivery","Ministry of Justice","White","54560","50800","29270","27120"
"In post","2022","Operational Delivery","National Crime Agency","Asian","220","210","37470","36740"
"In post","2022","Operational Delivery","National Crime Agency","Black","70","70","36500","36490"
"In post","2022","Operational Delivery","National Crime Agency","Mixed","100","90","40000","37560"
"In post","2022","Operational Delivery","National Crime Agency","Other ethnicity","30","30","[c]","[c]"
"In post","2022","Operational Delivery","National Crime Agency","Undeclared","180","180","39420","37560"
"In post","2022","Operational Delivery","National Crime Agency","Unknown","500","480","41070","39820"
"In post","2022","Operational Delivery","National Crime Agency","White","3680","3600","40620","37560"
"In post","2022","Operational Delivery","Northern Ireland Office","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Northern Ireland Office","Black","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Northern Ireland Office","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Northern Ireland Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Northern Ireland Office","White","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Office for Standards in Education, Children's Services and Skills","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Office for Standards in Education, Children's Services and Skills","Black","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Office for Standards in Education, Children's Services and Skills","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Office for Standards in Education, Children's Services and Skills","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Office for Standards in Education, Children's Services and Skills","White","170","160","30400","25880"
"In post","2022","Operational Delivery","Office of Gas and Electricity Markets","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Office of Gas and Electricity Markets","Black","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Office of Gas and Electricity Markets","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Office of Gas and Electricity Markets","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Office of Gas and Electricity Markets","White","140","140","29830","25000"
"In post","2022","Operational Delivery","Office of Qualifications and Examinations Regulation","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Office of Qualifications and Examinations Regulation","Black","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Office of Qualifications and Examinations Regulation","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Office of Qualifications and Examinations Regulation","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Office of Qualifications and Examinations Regulation","White","90","80","46230","38760"
"In post","2022","Operational Delivery","Office of Rail and Road","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Office of Rail and Road","Black","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Office of Rail and Road","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Office of Rail and Road","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Office of Rail and Road","White","100","100","54680","55150"
"In post","2022","Operational Delivery","Office of the Secretary of State for Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Office of the Secretary of State for Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Office of the Secretary of State for Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Office of the Secretary of State for Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Office of the Secretary of State for Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Office of the Secretary of State for Scotland","White","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Office of the Secretary of State for Wales","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Office of the Secretary of State for Wales","Black","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Office of the Secretary of State for Wales","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Office of the Secretary of State for Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Office of the Secretary of State for Wales","White","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Scottish Government","Asian","50","40","[c]","[c]"
"In post","2022","Operational Delivery","Scottish Government","Black","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Scottish Government","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Scottish Government","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Scottish Government","Undeclared","330","310","34200","35000"
"In post","2022","Operational Delivery","Scottish Government","Unknown","3360","3130","29050","27080"
"In post","2022","Operational Delivery","Scottish Government","White","3740","3510","30980","30450"
"In post","2022","Operational Delivery","The National Archives","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","The National Archives","Black","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","The National Archives","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","The National Archives","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","The National Archives","Unknown","40","40","[c]","[c]"
"In post","2022","Operational Delivery","The National Archives","White","100","100","30280","28040"
"In post","2022","Operational Delivery","UK Export Finance","Asian","50","50","[c]","[c]"
"In post","2022","Operational Delivery","UK Export Finance","Black","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","UK Export Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","UK Export Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","UK Export Finance","White","190","190","54540","49840"
"In post","2022","Operational Delivery","UK Statistics Authority","Asian","90","70","28330","23880"
"In post","2022","Operational Delivery","UK Statistics Authority","Black","50","40","26570","23650"
"In post","2022","Operational Delivery","UK Statistics Authority","Mixed","50","40","[c]","[c]"
"In post","2022","Operational Delivery","UK Statistics Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","UK Statistics Authority","Undeclared","50","40","[c]","[c]"
"In post","2022","Operational Delivery","UK Statistics Authority","Unknown","520","420","24960","22860"
"In post","2022","Operational Delivery","UK Statistics Authority","White","2300","1920","28090","23880"
"In post","2022","Operational Delivery","UK Supreme Court","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","UK Supreme Court","Black","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","UK Supreme Court","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","UK Supreme Court","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","UK Supreme Court","White","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Water Services Regulation Authority","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Water Services Regulation Authority","Black","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Water Services Regulation Authority","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Water Services Regulation Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Water Services Regulation Authority","White","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Welsh Government","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Welsh Government","Black","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Welsh Government","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Welsh Government","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Welsh Government","Undeclared","80","70","41880","38160"
"In post","2022","Operational Delivery","Welsh Government","Unknown","70","70","34370","29430"
"In post","2022","Operational Delivery","Welsh Government","White","1460","1370","38020","29430"
"In post","2022","Operational Research","Chancellor's other departments","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Chancellor's other departments","Black","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Chancellor's other departments","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Chancellor's other departments","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Chancellor's other departments","White","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Department for Business, Energy and Industrial Strategy","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Department for Business, Energy and Industrial Strategy","Black","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Department for Business, Energy and Industrial Strategy","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Department for Business, Energy and Industrial Strategy","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Department for Business, Energy and Industrial Strategy","White","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Department for Digital, Culture, Media and Sport","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Department for Digital, Culture, Media and Sport","Black","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Department for Digital, Culture, Media and Sport","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Department for Digital, Culture, Media and Sport","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Department for Digital, Culture, Media and Sport","White","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Department for International Trade","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Department for International Trade","Black","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Department for International Trade","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Department for International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Department for International Trade","White","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Department for Levelling Up, Housing and Communities","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Department for Levelling Up, Housing and Communities","Black","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Department for Levelling Up, Housing and Communities","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Department for Levelling Up, Housing and Communities","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Department for Levelling Up, Housing and Communities","White","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Department for Transport","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Department for Transport","Black","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Department for Transport","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Department for Transport","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Department for Transport","White","60","60","35930","33350"
"In post","2022","Operational Research","Department for Work and Pensions","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Department for Work and Pensions","Black","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Department for Work and Pensions","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Department for Work and Pensions","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Department for Work and Pensions","White","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Department of Health and Social Care","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Department of Health and Social Care","Black","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Department of Health and Social Care","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Department of Health and Social Care","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Department of Health and Social Care","White","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Food Standards Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Food Standards Agency","Black","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Food Standards Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Food Standards Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Food Standards Agency","White","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Foreign, Commonwealth and Development Office","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Foreign, Commonwealth and Development Office","Black","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Foreign, Commonwealth and Development Office","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Foreign, Commonwealth and Development Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Foreign, Commonwealth and Development Office","White","50","40","[c]","[c]"
"In post","2022","Operational Research","HM Revenue and Customs","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","HM Revenue and Customs","Black","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","HM Revenue and Customs","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","HM Revenue and Customs","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","HM Revenue and Customs","White","100","100","46730","40520"
"In post","2022","Operational Research","HM Treasury","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","HM Treasury","Black","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","HM Treasury","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","HM Treasury","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","HM Treasury","White","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Home Office","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Home Office","Black","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Home Office","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Home Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Home Office","White","60","50","51070","45390"
"In post","2022","Operational Research","Ministry of Defence","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Ministry of Defence","Black","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Ministry of Defence","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Ministry of Defence","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Ministry of Defence","Undeclared","40","40","[c]","[c]"
"In post","2022","Operational Research","Ministry of Defence","Unknown","40","30","[c]","[c]"
"In post","2022","Operational Research","Ministry of Defence","White","420","390","44540","47010"
"In post","2022","Operational Research","Ministry of Justice","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Ministry of Justice","Black","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Ministry of Justice","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Ministry of Justice","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Ministry of Justice","White","70","70","50030","50430"
"In post","2022","Operational Research","Office of Qualifications and Examinations Regulation","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Office of Qualifications and Examinations Regulation","Black","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Office of Qualifications and Examinations Regulation","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Office of Qualifications and Examinations Regulation","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Office of Qualifications and Examinations Regulation","White","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Scottish Government","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Scottish Government","Black","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Scottish Government","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Scottish Government","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Scottish Government","White","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","UK Statistics Authority","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","UK Statistics Authority","Black","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","UK Statistics Authority","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","UK Statistics Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","UK Statistics Authority","White","[c]","[c]","[c]","[c]"
"In post","2022","Other","Attorney General's Departments","Asian","80","80","30830","27260"
"In post","2022","Other","Attorney General's Departments","Black","80","80","28970","27350"
"In post","2022","Other","Attorney General's Departments","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Other","Attorney General's Departments","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Other","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other","Attorney General's Departments","Unknown","60","60","36370","30000"
"In post","2022","Other","Attorney General's Departments","White","250","230","36330","29970"
"In post","2022","Other","Cabinet Office","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Other","Cabinet Office","Black","[c]","[c]","[c]","[c]"
"In post","2022","Other","Cabinet Office","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Other","Cabinet Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Other","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other","Cabinet Office","White","[c]","[c]","[c]","[c]"
