"Status","Year","Parent_department","Organisation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Wales Office","Wales Office","No function","30","30","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","Analysis","40","30","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","No function","120","110","57630","52650"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","Property","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","Security","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Welsh Government (excl. agencies)","Unknown","5700","5390","40990","37410"
"In post","2021","Welsh Government","Welsh Revenue Authority","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Welsh Revenue Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Welsh Revenue Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Welsh Revenue Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Welsh Revenue Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Welsh Revenue Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Welsh Revenue Authority","Unknown","40","40","[c]","[c]"
"In post","2022","Attorney General's Departments","Attorney General's Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Attorney General's Office","Legal","30","30","[c]","[c]"
"In post","2022","Attorney General's Departments","Crown Prosecution Service","Commercial","40","40","[c]","[c]"
"In post","2022","Attorney General's Departments","Crown Prosecution Service","Communications","30","30","[c]","[c]"
"In post","2022","Attorney General's Departments","Crown Prosecution Service","Digital, Data & Technology","140","130","38930","33310"
"In post","2022","Attorney General's Departments","Crown Prosecution Service","Finance","90","80","31380","25920"
"In post","2022","Attorney General's Departments","Crown Prosecution Service","Human Resources","180","170","41440","38180"
"In post","2022","Attorney General's Departments","Crown Prosecution Service","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Crown Prosecution Service","Legal","6320","5870","41550","38000"
"In post","2022","Attorney General's Departments","Crown Prosecution Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Crown Prosecution Service","Property","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Crown Prosecution Service","Security","50","50","34060","30830"
"In post","2022","Attorney General's Departments","Crown Prosecution Service","Unknown","160","160","46760","39750"
"In post","2022","Attorney General's Departments","Government Legal Department","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Government Legal Department","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Government Legal Department","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Government Legal Department","Finance","40","40","[c]","[c]"
"In post","2022","Attorney General's Departments","Government Legal Department","Human Resources","70","60","37680","31410"
"In post","2022","Attorney General's Departments","Government Legal Department","Legal","2470","2290","55090","52040"
"In post","2022","Attorney General's Departments","Government Legal Department","Project Delivery","30","30","[c]","[c]"
"In post","2022","Attorney General's Departments","HM Crown Prosecution Service Inspectorate","Legal","30","30","[c]","[c]"
"In post","2022","Attorney General's Departments","Serious Fraud Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Serious Fraud Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Serious Fraud Office","Counter Fraud","240","230","46740","40270"
"In post","2022","Attorney General's Departments","Serious Fraud Office","Digital, Data & Technology","50","50","42900","40170"
"In post","2022","Attorney General's Departments","Serious Fraud Office","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Serious Fraud Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Serious Fraud Office","Legal","60","60","58930","55170"
"In post","2022","Attorney General's Departments","Serious Fraud Office","No function","60","50","44270","38390"
"In post","2022","Attorney General's Departments","Serious Fraud Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Serious Fraud Office","Property","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Serious Fraud Office","Security","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Cabinet Office (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Cabinet Office (excl. agencies)","Commercial","1660","1640","69450","64500"
"In post","2022","Cabinet Office","Cabinet Office (excl. agencies)","Communications","360","350","48330","42000"
"In post","2022","Cabinet Office","Cabinet Office (excl. agencies)","Counter Fraud","130","130","46590","43890"
"In post","2022","Cabinet Office","Cabinet Office (excl. agencies)","Digital, Data & Technology","1150","1130","50490","54700"
"In post","2022","Cabinet Office","Cabinet Office (excl. agencies)","Finance","110","100","47190","43100"
"In post","2022","Cabinet Office","Cabinet Office (excl. agencies)","Human Resources","1150","1100","39530","35590"
"In post","2022","Cabinet Office","Cabinet Office (excl. agencies)","Legal","60","60","79770","79760"
"In post","2022","Cabinet Office","Cabinet Office (excl. agencies)","No function","4010","3980","41050","32000"
"In post","2022","Cabinet Office","Cabinet Office (excl. agencies)","Project Delivery","190","190","66540","56540"
"In post","2022","Cabinet Office","Cabinet Office (excl. agencies)","Property","110","110","49750","49700"
"In post","2022","Cabinet Office","Cabinet Office (excl. agencies)","Security","990","950","33900","33000"
"In post","2022","Cabinet Office","Crown Commercial Service","Commercial","360","350","35990","34570"
"In post","2022","Cabinet Office","Crown Commercial Service","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Crown Commercial Service","Digital, Data & Technology","130","130","44530","41040"
"In post","2022","Cabinet Office","Crown Commercial Service","Finance","40","40","[c]","[c]"
"In post","2022","Cabinet Office","Crown Commercial Service","Human Resources","40","30","[c]","[c]"
"In post","2022","Cabinet Office","Crown Commercial Service","No function","200","200","41550","39350"
"In post","2022","Cabinet Office","Crown Commercial Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Government Property Agency","Property","310","310","50830","49700"
"In post","2022","Chancellor's other departments","Government Actuary's Department","Analysis","190","170","69850","65470"
"In post","2022","Chancellor's other departments","Government Actuary's Department","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Government Actuary's Department","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Government Actuary's Department","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Government Actuary's Department","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Government Actuary's Department","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Government Actuary's Department","No function","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Government Actuary's Department","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Government Actuary's Department","Security","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","National Savings and Investments","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","National Savings and Investments","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","National Savings and Investments","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","National Savings and Investments","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","National Savings and Investments","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","National Savings and Investments","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","National Savings and Investments","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","National Savings and Investments","No function","60","60","56890","42660"
"In post","2022","Chancellor's other departments","National Savings and Investments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","National Savings and Investments","Property","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","National Savings and Investments","Security","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Digital, Data & Technology","50","50","34230","29160"
"In post","2022","Charity Commission","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","No function","310","290","31430","29160"
"In post","2022","Charity Commission","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Property","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Security","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Competition and Markets Authority","Analysis","140","130","62030","56360"
"In post","2022","Competition and Markets Authority","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Competition and Markets Authority","Communications","30","30","[c]","[c]"
"In post","2022","Competition and Markets Authority","Competition and Markets Authority","Digital, Data & Technology","70","70","57160","57000"
"In post","2022","Competition and Markets Authority","Competition and Markets Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Competition and Markets Authority","Human Resources","40","40","[c]","[c]"
"In post","2022","Competition and Markets Authority","Competition and Markets Authority","Legal","170","160","68110","71370"
"In post","2022","Competition and Markets Authority","Competition and Markets Authority","Project Delivery","380","360","61910","56640"
"In post","2022","Competition and Markets Authority","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Competition and Markets Authority","Security","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Advisory, Conciliation and Arbitration Service","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Advisory, Conciliation and Arbitration Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Advisory, Conciliation and Arbitration Service","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Advisory, Conciliation and Arbitration Service","Digital, Data & Technology","60","60","45080","43800"
"In post","2022","Department for Business, Energy and Industrial Strategy","Advisory, Conciliation and Arbitration Service","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Advisory, Conciliation and Arbitration Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Advisory, Conciliation and Arbitration Service","No function","810","740","31040","30950"
"In post","2022","Department for Business, Energy and Industrial Strategy","Advisory, Conciliation and Arbitration Service","Project Delivery","90","80","41990","39580"
"In post","2022","Department for Business, Energy and Industrial Strategy","Companies House","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Companies House","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Companies House","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Companies House","Counter Fraud","170","150","24810","22740"
"In post","2022","Department for Business, Energy and Industrial Strategy","Companies House","Digital, Data & Technology","230","230","39700","38000"
"In post","2022","Department for Business, Energy and Industrial Strategy","Companies House","Finance","70","60","30060","24730"
"In post","2022","Department for Business, Energy and Industrial Strategy","Companies House","Human Resources","60","50","37260","39820"
"In post","2022","Department for Business, Energy and Industrial Strategy","Companies House","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Companies House","No function","540","490","27050","22740"
"In post","2022","Department for Business, Energy and Industrial Strategy","Companies House","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Companies House","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Companies House","Security","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy (excl. agencies)","Analysis","250","250","42770","37000"
"In post","2022","Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy (excl. agencies)","Commercial","40","30","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","110","110","48390","45100"
"In post","2022","Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data & Technology","150","150","46640","40220"
"In post","2022","Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","140","140","53790","53380"
"In post","2022","Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","110","110","47240","45970"
"In post","2022","Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy (excl. agencies)","No function","5130","5020","49110","49490"
"In post","2022","Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","50","50","49850","52080"
"In post","2022","Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Intellectual Property Office","Analysis","50","50","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Intellectual Property Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Intellectual Property Office","Communications","40","40","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Intellectual Property Office","Digital, Data & Technology","220","210","45560","44880"
"In post","2022","Department for Business, Energy and Industrial Strategy","Intellectual Property Office","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Intellectual Property Office","Human Resources","60","50","36910","31050"
"In post","2022","Department for Business, Energy and Industrial Strategy","Intellectual Property Office","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Intellectual Property Office","Legal","50","50","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Intellectual Property Office","No function","1170","1100","36290","30530"
"In post","2022","Department for Business, Energy and Industrial Strategy","Intellectual Property Office","Project Delivery","50","50","47270","41470"
"In post","2022","Department for Business, Energy and Industrial Strategy","Intellectual Property Office","Property","30","30","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Intellectual Property Office","Security","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Met Office","Commercial","200","190","44360","45150"
"In post","2022","Department for Business, Energy and Industrial Strategy","Met Office","Communications","30","30","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Met Office","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Met Office","Digital, Data & Technology","1350","1280","38310","38200"
"In post","2022","Department for Business, Energy and Industrial Strategy","Met Office","Finance","30","30","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Met Office","Human Resources","70","70","39240","37420"
"In post","2022","Department for Business, Energy and Industrial Strategy","Met Office","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Met Office","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Met Office","Project Delivery","410","400","41310","39650"
"In post","2022","Department for Business, Energy and Industrial Strategy","Met Office","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Met Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","The Insolvency Service","Analysis","40","40","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","The Insolvency Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","The Insolvency Service","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","The Insolvency Service","Counter Fraud","240","230","39350","38910"
"In post","2022","Department for Business, Energy and Industrial Strategy","The Insolvency Service","Digital, Data & Technology","50","50","43460","41870"
"In post","2022","Department for Business, Energy and Industrial Strategy","The Insolvency Service","Finance","40","40","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","The Insolvency Service","Human Resources","50","40","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","The Insolvency Service","Legal","60","60","49150","47890"
"In post","2022","Department for Business, Energy and Industrial Strategy","The Insolvency Service","No function","1160","1090","28880","25060"
"In post","2022","Department for Business, Energy and Industrial Strategy","The Insolvency Service","Project Delivery","50","50","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","The Insolvency Service","Security","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","UK Space Agency","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","UK Space Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","UK Space Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","UK Space Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","UK Space Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","UK Space Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","UK Space Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","UK Space Agency","Project Delivery","180","180","46680","40220"
"In post","2022","Department for Business, Energy and Industrial Strategy","UK Space Agency","Security","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","UK Space Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Analysis","150","150","48010","52480"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Commercial","40","40","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Communications","30","30","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Finance","70","70","52150","56360"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Human Resources","80","80","43900","35520"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","No function","1590","1560","46650","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Security","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Department for Education (excl. agencies)","Analysis","200","190","44640","43600"
"In post","2022","Department for Education","Department for Education (excl. agencies)","Commercial","250","240","37590","36500"
"In post","2022","Department for Education","Department for Education (excl. agencies)","Communications","210","200","38460","35160"
"In post","2022","Department for Education","Department for Education (excl. agencies)","Digital, Data & Technology","960","930","41760","37390"
"In post","2022","Department for Education","Department for Education (excl. agencies)","Finance","480","460","41790","37100"
"In post","2022","Department for Education","Department for Education (excl. agencies)","Human Resources","150","140","35280","29780"
"In post","2022","Department for Education","Department for Education (excl. agencies)","Legal","70","70","53380","58980"
"In post","2022","Department for Education","Department for Education (excl. agencies)","No function","3310","3160","45060","40510"
"In post","2022","Department for Education","Department for Education (excl. agencies)","Project Delivery","80","80","44130","41990"
"In post","2022","Department for Education","Department for Education (excl. agencies)","Property","570","560","51080","50630"
"In post","2022","Department for Education","Department for Education (excl. agencies)","Security","30","30","[c]","[c]"
"In post","2022","Department for Education","Education and Skills Funding Agency","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Education and Skills Funding Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Education and Skills Funding Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Education and Skills Funding Agency","Finance","790","770","39920","36780"
"In post","2022","Department for Education","Education and Skills Funding Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Education and Skills Funding Agency","No function","1090","1050","42500","37100"
"In post","2022","Department for Education","Institute for Apprenticeships and Technical Education","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Institute for Apprenticeships and Technical Education","Communications","30","30","[c]","[c]"
"In post","2022","Department for Education","Institute for Apprenticeships and Technical Education","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Institute for Apprenticeships and Technical Education","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Institute for Apprenticeships and Technical Education","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Institute for Apprenticeships and Technical Education","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Institute for Apprenticeships and Technical Education","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Institute for Apprenticeships and Technical Education","No function","180","170","48780","49960"
"In post","2022","Department for Education","Institute for Apprenticeships and Technical Education","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Standards and Testing Agency","No function","130","120","41970","40780"
"In post","2022","Department for Education","Teaching Regulation Agency","No function","80","80","30800","26000"
"In post","2022","Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","Commercial","70","60","33770","30140"
"In post","2022","Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","No function","2710","2570","30560","27960"
"In post","2022","Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","Project Delivery","120","110","28280","24920"
"In post","2022","Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries and Aquaculture Science","Analysis","470","450","34250","30220"
"In post","2022","Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries and Aquaculture Science","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries and Aquaculture Science","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data & Technology","60","60","31650","29750"
"In post","2022","Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries and Aquaculture Science","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries and Aquaculture Science","No function","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","60","60","33250","29270"
"In post","2022","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","130","120","36590","35900"
"In post","2022","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","240","230","41050","37190"
"In post","2022","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data & Technology","850","830","43540","47550"
"In post","2022","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","440","420","41750","37490"
"In post","2022","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","310","300","41530","37410"
"In post","2022","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excl. agencies)","No function","4110","3970","42340","38750"
"In post","2022","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","410","390","38880","35900"
"In post","2022","Department for Environment, Food and Rural Affairs","Rural Payments Agency","Analysis","50","40","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Rural Payments Agency","Communications","50","50","33340","30320"
"In post","2022","Department for Environment, Food and Rural Affairs","Rural Payments Agency","Grants Management","2320","2130","25170","21300"
"In post","2022","Department for Environment, Food and Rural Affairs","Rural Payments Agency","Project Delivery","150","140","37350","35900"
"In post","2022","Department for Environment, Food and Rural Affairs","Veterinary Medicines Directorate","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Veterinary Medicines Directorate","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Veterinary Medicines Directorate","Unknown","160","160","41200","38750"
"In post","2022","Department for International Trade","Department for International Trade","Analysis","250","250","44050","40270"
"In post","2022","Department for International Trade","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Department for International Trade","Communications","110","110","43690","38480"
"In post","2022","Department for International Trade","Department for International Trade","Digital, Data & Technology","170","160","47710","47000"
"In post","2022","Department for International Trade","Department for International Trade","Finance","90","90","47580","44720"
"In post","2022","Department for International Trade","Department for International Trade","Human Resources","130","120","44620","40540"
"In post","2022","Department for International Trade","Department for International Trade","No function","2010","1990","47110","42460"
"In post","2022","Department for International Trade","Department for International Trade","Project Delivery","60","60","49490","51710"
"In post","2022","Department for International Trade","Department for International Trade","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities (excl. agencies)","Analysis","230","220","46950","48200"
"In post","2022","Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","110","110","44770","39600"
