"Status","Year","Profession_of_post","Sexual_orientation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Internal Audit","Heterosexual / straight","Internal Audit","560","540","46880","43800"
"In post","2022","Internal Audit","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","LGBO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","LGBO","Internal Audit","40","30","[c]","[c]"
"In post","2022","Internal Audit","LGBO","No function","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Undeclared","Internal Audit","90","80","47200","43200"
"In post","2022","Internal Audit","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Internal Audit","40","40","[c]","[c]"
"In post","2022","Internal Audit","Unknown","No function","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Heterosexual / straight","No function","960","950","48000","47980"
"In post","2022","International Trade","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","LGBO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","LGBO","No function","110","110","48280","46150"
"In post","2022","International Trade","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Undeclared","No function","90","90","47560","51710"
"In post","2022","International Trade","Unknown","No function","470","470","45580","40100"
"In post","2022","International Trade","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Heterosexual / straight","Analysis","30","30","[c]","[c]"
"In post","2022","Knowledge and Information Management","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Heterosexual / straight","Communications","60","60","41920","40930"
"In post","2022","Knowledge and Information Management","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Heterosexual / straight","Digital, Data & Technology","650","630","32630","29250"
"In post","2022","Knowledge and Information Management","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Heterosexual / straight","Legal","50","40","[c]","[c]"
"In post","2022","Knowledge and Information Management","Heterosexual / straight","No function","550","530","35870","31990"
"In post","2022","Knowledge and Information Management","Heterosexual / straight","Project Delivery","50","40","[c]","[c]"
"In post","2022","Knowledge and Information Management","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Heterosexual / straight","Security","60","50","36670","32500"
"In post","2022","Knowledge and Information Management","Heterosexual / straight","Unknown","150","140","39200","38160"
"In post","2022","Knowledge and Information Management","LGBO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","LGBO","Digital, Data & Technology","40","30","[c]","[c]"
"In post","2022","Knowledge and Information Management","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","LGBO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","LGBO","No function","40","40","[c]","[c]"
"In post","2022","Knowledge and Information Management","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","LGBO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Undeclared","Digital, Data & Technology","140","140","34010","32410"
"In post","2022","Knowledge and Information Management","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Undeclared","No function","70","60","35780","33260"
"In post","2022","Knowledge and Information Management","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Undeclared","Unknown","40","40","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","Digital, Data & Technology","80","80","33310","29200"
"In post","2022","Knowledge and Information Management","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","No function","160","150","36110","31990"
"In post","2022","Knowledge and Information Management","Unknown","Project Delivery","30","30","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Heterosexual / straight","Counter Fraud","2000","1910","33880","33080"
"In post","2022","Legal","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Heterosexual / straight","Legal","5330","4990","55310","53430"
"In post","2022","Legal","Heterosexual / straight","No function","850","770","44680","43430"
"In post","2022","Legal","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Heterosexual / straight","Unknown","130","120","57580","61440"
"In post","2022","Legal","LGBO","Counter Fraud","110","110","33920","33080"
"In post","2022","Legal","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Legal","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Legal","LGBO","Legal","330","320","56330","55090"
"In post","2022","Legal","LGBO","No function","50","50","[c]","[c]"
"In post","2022","Legal","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Legal","LGBO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Legal","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Undeclared","Counter Fraud","320","300","35450","33370"
"In post","2022","Legal","Undeclared","Legal","430","400","58150","58590"
"In post","2022","Legal","Undeclared","No function","200","180","46920","45960"
"In post","2022","Legal","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","Counter Fraud","970","930","32890","33080"
"In post","2022","Legal","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","Legal","1670","1520","58000","58020"
"In post","2022","Legal","Unknown","No function","240","230","40070","36050"
"In post","2022","Legal","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Heterosexual / straight","No function","350","310","78720","81730"
"In post","2022","Medicine","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Heterosexual / straight","Unknown","1330","1180","47220","39030"
"In post","2022","Medicine","LGBO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","LGBO","No function","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","LGBO","Unknown","40","40","[c]","[c]"
"In post","2022","Medicine","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Undeclared","No function","110","100","82310","86360"
"In post","2022","Medicine","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Undeclared","Unknown","130","110","53140","45840"
"In post","2022","Medicine","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Unknown","No function","110","100","94420","86520"
"In post","2022","Medicine","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Unknown","Unknown","340","290","44780","39030"
"In post","2022","Operational Delivery","Heterosexual / straight","Analysis","520","500","35060","31700"
"In post","2022","Operational Delivery","Heterosexual / straight","Commercial","300","290","43910","39320"
"In post","2022","Operational Delivery","Heterosexual / straight","Communications","1090","1040","31230","26820"
"In post","2022","Operational Delivery","Heterosexual / straight","Counter Fraud","2490","2290","31570","28920"
"In post","2022","Operational Delivery","Heterosexual / straight","Debt","1820","1620","25360","22080"
"In post","2022","Operational Delivery","Heterosexual / straight","Digital, Data & Technology","360","350","38610","35110"
"In post","2022","Operational Delivery","Heterosexual / straight","Finance","830","740","28890","25900"
"In post","2022","Operational Delivery","Heterosexual / straight","Grants Management","1030","930","26030","24920"
"In post","2022","Operational Delivery","Heterosexual / straight","Human Resources","1080","1010","30930","27570"
"In post","2022","Operational Delivery","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Heterosexual / straight","Legal","2280","2120","27390","25480"
"In post","2022","Operational Delivery","Heterosexual / straight","No function","134920","123770","28900","27570"
"In post","2022","Operational Delivery","Heterosexual / straight","Project Delivery","1170","1120","36970","34260"
"In post","2022","Operational Delivery","Heterosexual / straight","Property","770","730","31470","26030"
"In post","2022","Operational Delivery","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Heterosexual / straight","Unknown","20670","19050","29040","25630"
"In post","2022","Operational Delivery","LGBO","Analysis","40","40","[c]","[c]"
"In post","2022","Operational Delivery","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","LGBO","Communications","80","80","30640","32970"
"In post","2022","Operational Delivery","LGBO","Counter Fraud","140","140","29390","26820"
"In post","2022","Operational Delivery","LGBO","Debt","130","120","24960","21250"
"In post","2022","Operational Delivery","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","LGBO","Finance","40","40","[c]","[c]"
"In post","2022","Operational Delivery","LGBO","Grants Management","80","70","25490","24920"
"In post","2022","Operational Delivery","LGBO","Human Resources","80","80","30440","27570"
"In post","2022","Operational Delivery","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","LGBO","Legal","160","150","27640","25480"
"In post","2022","Operational Delivery","LGBO","No function","8650","8330","28620","27570"
"In post","2022","Operational Delivery","LGBO","Project Delivery","80","70","35790","33370"
"In post","2022","Operational Delivery","LGBO","Property","50","50","31560","22040"
"In post","2022","Operational Delivery","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","LGBO","Unknown","820","790","29090","25310"
"In post","2022","Operational Delivery","Undeclared","Analysis","70","60","39910","36760"
"In post","2022","Operational Delivery","Undeclared","Commercial","30","30","[c]","[c]"
"In post","2022","Operational Delivery","Undeclared","Communications","90","80","30700","26820"
"In post","2022","Operational Delivery","Undeclared","Counter Fraud","340","310","30030","27570"
"In post","2022","Operational Delivery","Undeclared","Debt","260","220","24920","22080"
"In post","2022","Operational Delivery","Undeclared","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2022","Operational Delivery","Undeclared","Finance","150","120","27370","22080"
"In post","2022","Operational Delivery","Undeclared","Grants Management","90","80","24910","21300"
"In post","2022","Operational Delivery","Undeclared","Human Resources","110","100","28900","27570"
"In post","2022","Operational Delivery","Undeclared","Legal","120","120","26130","25480"
"In post","2022","Operational Delivery","Undeclared","No function","16830","15120","28940","27570"
"In post","2022","Operational Delivery","Undeclared","Project Delivery","140","130","39510","37420"
"In post","2022","Operational Delivery","Undeclared","Property","80","70","30960","22930"
"In post","2022","Operational Delivery","Undeclared","Unknown","3000","2710","29990","27370"
"In post","2022","Operational Delivery","Unknown","Analysis","220","210","34900","30810"
"In post","2022","Operational Delivery","Unknown","Commercial","60","50","42970","34360"
"In post","2022","Operational Delivery","Unknown","Communications","550","540","28630","26820"
"In post","2022","Operational Delivery","Unknown","Counter Fraud","930","850","28730","26820"
"In post","2022","Operational Delivery","Unknown","Debt","1140","1020","24390","21680"
"In post","2022","Operational Delivery","Unknown","Digital, Data & Technology","120","110","35830","33370"
"In post","2022","Operational Delivery","Unknown","Finance","480","410","25930","22080"
"In post","2022","Operational Delivery","Unknown","Grants Management","1120","1040","24270","21300"
"In post","2022","Operational Delivery","Unknown","Human Resources","250","230","28150","26820"
"In post","2022","Operational Delivery","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Unknown","Legal","690","610","26660","26400"
"In post","2022","Operational Delivery","Unknown","No function","44680","40040","27520","26400"
"In post","2022","Operational Delivery","Unknown","Project Delivery","480","450","35840","30950"
"In post","2022","Operational Delivery","Unknown","Property","390","370","25390","22010"
"In post","2022","Operational Delivery","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Unknown","Unknown","2840","2710","26580","24880"
"In post","2022","Operational Research","Heterosexual / straight","Analysis","360","350","45360","42010"
"In post","2022","Operational Research","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Heterosexual / straight","No function","100","100","47840","47010"
"In post","2022","Operational Research","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Heterosexual / straight","Unknown","60","60","51290","48440"
"In post","2022","Operational Research","LGBO","Analysis","50","50","[c]","[c]"
"In post","2022","Operational Research","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","LGBO","No function","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Undeclared","Analysis","50","40","[c]","[c]"
"In post","2022","Operational Research","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Undeclared","No function","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Unknown","Analysis","260","250","43320","47010"
"In post","2022","Operational Research","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Unknown","No function","160","160","45310","47010"
"In post","2022","Operational Research","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other","Heterosexual / straight","Analysis","270","260","59750","53830"
"In post","2022","Other","Heterosexual / straight","Commercial","70","70","42240","40110"
"In post","2022","Other","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other","Heterosexual / straight","Counter Fraud","190","170","43440","40520"
"In post","2022","Other","Heterosexual / straight","Debt","1730","1460","22670","21260"
"In post","2022","Other","Heterosexual / straight","Digital, Data & Technology","40","30","[c]","[c]"
"In post","2022","Other","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other","Heterosexual / straight","Human Resources","50","50","36390","35000"
"In post","2022","Other","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Other","Heterosexual / straight","Legal","310","300","33520","27580"
"In post","2022","Other","Heterosexual / straight","No function","5080","4790","31760","27570"
"In post","2022","Other","Heterosexual / straight","Project Delivery","2690","2570","34840","30530"
"In post","2022","Other","Heterosexual / straight","Property","290","290","28290","24810"
"In post","2022","Other","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"In post","2022","Other","Heterosexual / straight","Unknown","10280","9880","27830","23170"
"In post","2022","Other","LGBO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Other","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Other","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Other","LGBO","Debt","110","100","22930","21260"
"In post","2022","Other","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Other","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Other","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Other","LGBO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Other","LGBO","No function","420","410","30770","27570"
"In post","2022","Other","LGBO","Project Delivery","100","100","34810","28730"
"In post","2022","Other","LGBO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Other","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2022","Other","LGBO","Unknown","310","300","28830","26350"
"In post","2022","Other","Undeclared","Analysis","40","40","[c]","[c]"
"In post","2022","Other","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Other","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other","Undeclared","Counter Fraud","40","30","[c]","[c]"
"In post","2022","Other","Undeclared","Debt","220","180","22260","21260"
"In post","2022","Other","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Other","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Other","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Other","Undeclared","Legal","40","30","[c]","[c]"
"In post","2022","Other","Undeclared","No function","570","540","32520","27570"
"In post","2022","Other","Undeclared","Project Delivery","310","300","33560","31730"
"In post","2022","Other","Undeclared","Property","30","30","[c]","[c]"
"In post","2022","Other","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2022","Other","Undeclared","Unknown","1420","1370","28760","25640"
"In post","2022","Other","Unknown","Analysis","50","50","44350","35680"
"In post","2022","Other","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Other","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other","Unknown","Counter Fraud","80","70","37700","33370"
"In post","2022","Other","Unknown","Debt","450","380","22450","21260"
"In post","2022","Other","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Other","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Other","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Other","Unknown","Legal","90","90","36410","30000"
"In post","2022","Other","Unknown","No function","1430","1320","34350","27570"
"In post","2022","Other","Unknown","Project Delivery","290","280","40030","35630"
"In post","2022","Other","Unknown","Property","180","170","30470","29900"
"In post","2022","Other","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2022","Other","Unknown","Unknown","2920","2890","34630","32700"
"In post","2022","Planning","Heterosexual / straight","No function","110","110","46630","41940"
"In post","2022","Planning","Heterosexual / straight","Unknown","60","60","44050","38160"
"In post","2022","Planning","LGBO","No function","[c]","[c]","[c]","[c]"
"In post","2022","Planning","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Undeclared","No function","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Unknown","No function","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Heterosexual / straight","No function","280","250","56240","58810"
"In post","2022","Planning Inspectors","LGBO","No function","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Undeclared","No function","30","30","[c]","[c]"
"In post","2022","Planning Inspectors","Unknown","No function","50","40","57030","58810"
"In post","2022","Policy","Heterosexual / straight","Analysis","390","370","48510","50120"
"In post","2022","Policy","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Heterosexual / straight","Digital, Data & Technology","160","150","44410","40230"
"In post","2022","Policy","Heterosexual / straight","Finance","40","40","[c]","[c]"
"In post","2022","Policy","Heterosexual / straight","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Heterosexual / straight","Legal","70","60","49630","47490"
"In post","2022","Policy","Heterosexual / straight","No function","16640","16190","47220","42570"
"In post","2022","Policy","Heterosexual / straight","Project Delivery","1330","1270","54130","55210"
"In post","2022","Policy","Heterosexual / straight","Property","30","30","[c]","[c]"
"In post","2022","Policy","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Heterosexual / straight","Unknown","4390","4240","46900","41980"
"In post","2022","Policy","LGBO","Analysis","40","30","[c]","[c]"
"In post","2022","Policy","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Policy","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Policy","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Policy","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Policy","LGBO","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Policy","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Policy","LGBO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Policy","LGBO","No function","1880","1850","46010","40650"
"In post","2022","Policy","LGBO","Project Delivery","120","110","55150","54160"
"In post","2022","Policy","LGBO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Policy","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2022","Policy","LGBO","Unknown","320","310","47310","43080"
"In post","2022","Policy","Undeclared","Analysis","80","80","50380","53360"
"In post","2022","Policy","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Undeclared","No function","2240","2190","46650","42470"
"In post","2022","Policy","Undeclared","Project Delivery","150","140","53420","52580"
"In post","2022","Policy","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Undeclared","Unknown","620","600","47190","42410"
"In post","2022","Policy","Unknown","Analysis","70","60","50770","50070"
"In post","2022","Policy","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Unknown","Digital, Data & Technology","60","60","44300","40230"
"In post","2022","Policy","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Unknown","No function","2790","2710","45510","40940"
"In post","2022","Policy","Unknown","Project Delivery","570","550","52820","53000"
"In post","2022","Policy","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Unknown","Unknown","780","770","45620","41950"
"In post","2022","Project Delivery","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Heterosexual / straight","Commercial","70","70","46010","41000"
"In post","2022","Project Delivery","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Heterosexual / straight","Digital, Data & Technology","140","130","40590","37710"
"In post","2022","Project Delivery","Heterosexual / straight","Finance","40","40","[c]","[c]"
"In post","2022","Project Delivery","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Heterosexual / straight","No function","360","350","46210","46660"
"In post","2022","Project Delivery","Heterosexual / straight","Project Delivery","9320","8950","43560","40520"
"In post","2022","Project Delivery","Heterosexual / straight","Property","50","50","47740","41100"
"In post","2022","Project Delivery","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Heterosexual / straight","Unknown","1440","1390","44600","41950"
"In post","2022","Project Delivery","LGBO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","No function","[c]","[c]","[c]","[c]"
