"Status","Year","Organisation","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Department for International Development","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Female","Unknown","50","50","29140","18200"
"Leaver CS","2021","Department for International Trade","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Male","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Female","Heterosexual / straight","1470","1210","26150","25600"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Female","LGBO","70","60","26410","25110"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Female","Undeclared","170","130","25810","26110"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Female","Unknown","1050","830","26160","26890"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Male","Heterosexual / straight","870","800","26570","25110"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Male","LGBO","80","70","26150","26890"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Male","Undeclared","110","100","27230","26890"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Male","Unknown","580","520","27630","27570"
"Leaver CS","2021","Department of Health and Social Care (excl. agencies)","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care (excl. agencies)","Female","Unknown","90","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care (excl. agencies)","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care (excl. agencies)","Male","Unknown","70","[c]","[c]","[c]"
"Leaver CS","2021","Disclosure Scotland","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Disclosure Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Disclosure Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Disclosure Scotland","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Disclosure Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Female","Heterosexual / straight","80","60","21580","21590"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Female","Undeclared","40","20","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Male","Heterosexual / straight","70","60","24070","21590"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Female","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Male","Heterosexual / straight","80","60","30580","26780"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Male","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education Scotland","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education Scotland","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Male","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2021","FCDO Services","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Scotland","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Scotland","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Male","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Female","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Male","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2021","Forestry and Land Scotland","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Forestry and Land Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Forestry and Land Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Forestry and Land Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Forestry and Land Scotland","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Forestry and Land Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Forestry and Land Scotland","Male","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Government Actuary's Department","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Actuary's Department","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Actuary's Department","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Actuary's Department","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Actuary's Department","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Actuary's Department","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Actuary's Department","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Actuary's Department","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Female","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Property Agency","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Property Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Property Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Property Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Property Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Property Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Female","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Male","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Female","Heterosexual / straight","510","430","23350","20100"
"Leaver CS","2021","HM Courts and Tribunals Service","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Female","Undeclared","110","90","24870","20100"
"Leaver CS","2021","HM Courts and Tribunals Service","Female","Unknown","260","230","22450","19930"
"Leaver CS","2021","HM Courts and Tribunals Service","Male","Heterosexual / straight","280","240","24900","20220"
"Leaver CS","2021","HM Courts and Tribunals Service","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Male","Undeclared","50","40","23110","20420"
"Leaver CS","2021","HM Courts and Tribunals Service","Male","Unknown","140","130","21730","19930"
"Leaver CS","2021","HM Land Registry","Female","Heterosexual / straight","90","70","30260","27130"
"Leaver CS","2021","HM Land Registry","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Female","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Male","Heterosexual / straight","60","50","32500","27130"
"Leaver CS","2021","HM Land Registry","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Male","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Female","Heterosexual / straight","1070","960","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Female","LGBO","120","120","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Female","Undeclared","130","110","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Female","Unknown","580","520","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Heterosexual / straight","1250","1170","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","LGBO","40","40","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Undeclared","160","140","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Unknown","800","720","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","Female","Unknown","3330","2680","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","Male","Unknown","2110","1890","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Male","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Female","Heterosexual / straight","490","390","28590","25100"
"Leaver CS","2021","Home Office (incl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Female","Undeclared","90","70","30690","27240"
"Leaver CS","2021","Home Office (incl. agencies)","Female","Unknown","80","70","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Male","Heterosexual / straight","480","430","31670","27240"
"Leaver CS","2021","Home Office (incl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Male","Undeclared","100","90","34540","29220"
"Leaver CS","2021","Home Office (incl. agencies)","Male","Unknown","60","60","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Institute for Apprenticeships and Technical Education","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Institute for Apprenticeships and Technical Education","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Institute for Apprenticeships and Technical Education","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Institute for Apprenticeships and Technical Education","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Institute for Apprenticeships and Technical Education","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Male","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","Heterosexual / straight","50","50","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Met Office","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Male","Unknown","60","60","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Female","Heterosexual / straight","630","570","29460","25970"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Female","Undeclared","100","90","28980","26100"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Female","Unknown","140","130","30950","26670"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Male","Heterosexual / straight","980","940","32350","29930"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Male","LGBO","30","30","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Male","Undeclared","180","170","35210","33460"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Male","Unknown","200","200","30110","26930"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Female","Heterosexual / straight","60","50","40190","35370"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Female","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Male","Heterosexual / straight","60","60","39230","32870"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Male","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Female","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Male","Heterosexual / straight","90","80","46000","43710"
"Leaver CS","2021","National Crime Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Infrastructure Commission","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Infrastructure Commission","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Infrastructure Commission","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Infrastructure Commission","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Infrastructure Commission","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Records of Scotland","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Records of Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
