"Status","Year","Parent_department","Responsibility_level","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","HM Revenue and Customs","EO","Economics","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs","EO","Finance","220","200","26800","25560"
"In post","2021","HM Revenue and Customs","EO","Human Resources","120","110","26690","25560"
"In post","2021","HM Revenue and Customs","EO","Intelligence Analysis","30","30","[c]","[c]"
"In post","2021","HM Revenue and Customs","EO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs","EO","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs","EO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs","EO","Legal","1610","1550","27210","25560"
"In post","2021","HM Revenue and Customs","EO","Operational Delivery","7150","6480","26160","25560"
"In post","2021","HM Revenue and Customs","EO","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs","EO","Other","110","90","27610","27230"
"In post","2021","HM Revenue and Customs","EO","Policy","50","50","28130","28130"
"In post","2021","HM Revenue and Customs","EO","Project Delivery","200","180","26910","25560"
"In post","2021","HM Revenue and Customs","EO","Property","750","690","27070","26330"
"In post","2021","HM Revenue and Customs","EO","Security","30","30","[c]","[c]"
"In post","2021","HM Revenue and Customs","EO","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs","EO","Tax","4060","3770","26550","25560"
"In post","2021","HM Revenue and Customs","EO","Unknown","940","920","25660","25560"
"In post","2021","HM Revenue and Customs","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs","G6/G7","Communications","80","80","57450","59160"
"In post","2021","HM Revenue and Customs","G6/G7","Digital, Data and Technology","460","450","56060","52580"
"In post","2021","HM Revenue and Customs","G6/G7","Economics","50","50","59990","59160"
"In post","2021","HM Revenue and Customs","G6/G7","Finance","280","270","57630","54990"
"In post","2021","HM Revenue and Customs","G6/G7","Human Resources","210","200","57360","53190"
"In post","2021","HM Revenue and Customs","G6/G7","Intelligence Analysis","40","40","[c]","[c]"
"In post","2021","HM Revenue and Customs","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs","G6/G7","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs","G6/G7","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs","G6/G7","Legal","340","320","61210","59160"
"In post","2021","HM Revenue and Customs","G6/G7","Operational Delivery","790","770","55070","52580"
"In post","2021","HM Revenue and Customs","G6/G7","Operational Research","60","50","54840","52680"
"In post","2021","HM Revenue and Customs","G6/G7","Other","160","150","59260","58130"
"In post","2021","HM Revenue and Customs","G6/G7","Policy","600","570","62050","59160"
"In post","2021","HM Revenue and Customs","G6/G7","Project Delivery","870","850","54980","52580"
"In post","2021","HM Revenue and Customs","G6/G7","Property","290","270","57410","55930"
"In post","2021","HM Revenue and Customs","G6/G7","Security","60","50","57560","52770"
"In post","2021","HM Revenue and Customs","G6/G7","Social Research","40","30","[c]","[c]"
"In post","2021","HM Revenue and Customs","G6/G7","Statistics","100","100","57090","59160"
"In post","2021","HM Revenue and Customs","G6/G7","Tax","2680","2560","56870","52580"
"In post","2021","HM Revenue and Customs","G6/G7","Unknown","580","560","58930","59160"
"In post","2021","HM Revenue and Customs","SCS","Communications","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs","SCS","Digital, Data and Technology","40","30","[c]","[c]"
"In post","2021","HM Revenue and Customs","SCS","Economics","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs","SCS","Finance","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs","SCS","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs","SCS","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs","SCS","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs","SCS","Legal","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs","SCS","Operational Delivery","60","50","82470","78000"
"In post","2021","HM Revenue and Customs","SCS","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs","SCS","Other","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs","SCS","Policy","60","60","84980","78420"
"In post","2021","HM Revenue and Customs","SCS","Project Delivery","70","60","82160","78000"
"In post","2021","HM Revenue and Customs","SCS","Property","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs","SCS","Security","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs","SCS","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs","SCS","Tax","70","70","80660","78420"
"In post","2021","HM Revenue and Customs","SCS","Unknown","100","100","94050","87000"
"In post","2021","HM Revenue and Customs","SEO/HEO","Commercial","50","50","[c]","[c]"
"In post","2021","HM Revenue and Customs","SEO/HEO","Communications","130","130","37440","38630"
"In post","2021","HM Revenue and Customs","SEO/HEO","Digital, Data and Technology","1140","1080","35270","35000"
"In post","2021","HM Revenue and Customs","SEO/HEO","Economics","50","50","35210","36160"
"In post","2021","HM Revenue and Customs","SEO/HEO","Finance","490","470","36090","38630"
"In post","2021","HM Revenue and Customs","SEO/HEO","Human Resources","360","340","35560","35000"
"In post","2021","HM Revenue and Customs","SEO/HEO","Intelligence Analysis","120","120","35230","36160"
"In post","2021","HM Revenue and Customs","SEO/HEO","Internal Audit","50","50","39310","40480"
"In post","2021","HM Revenue and Customs","SEO/HEO","International Trade","110","110","34100","31810"
"In post","2021","HM Revenue and Customs","SEO/HEO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs","SEO/HEO","Legal","1490","1440","35190","35000"
"In post","2021","HM Revenue and Customs","SEO/HEO","Operational Delivery","5130","4880","33790","31810"
"In post","2021","HM Revenue and Customs","SEO/HEO","Operational Research","80","70","36620","36160"
"In post","2021","HM Revenue and Customs","SEO/HEO","Other","190","180","35630","35000"
"In post","2021","HM Revenue and Customs","SEO/HEO","Policy","410","380","38070","38630"
"In post","2021","HM Revenue and Customs","SEO/HEO","Project Delivery","1420","1350","36070","38630"
"In post","2021","HM Revenue and Customs","SEO/HEO","Property","1070","1000","38400","38430"
"In post","2021","HM Revenue and Customs","SEO/HEO","Security","90","80","36880","38630"
"In post","2021","HM Revenue and Customs","SEO/HEO","Social Research","40","40","[c]","[c]"
"In post","2021","HM Revenue and Customs","SEO/HEO","Statistics","180","170","36700","36160"
"In post","2021","HM Revenue and Customs","SEO/HEO","Tax","7130","6760","34590","31870"
"In post","2021","HM Revenue and Customs","SEO/HEO","Unknown","1290","1260","34200","31810"
"In post","2021","HM Treasury","AA/AO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","AA/AO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","AA/AO","Economics","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","AA/AO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","AA/AO","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","AA/AO","Other","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","AA/AO","Policy","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","EO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","EO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","EO","Economics","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","EO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","EO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","EO","Operational Delivery","110","110","27950","26950"
"In post","2021","HM Treasury","EO","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","EO","Policy","60","60","26270","24300"
"In post","2021","HM Treasury","EO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","EO","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","G6/G7","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","G6/G7","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","G6/G7","Economics","70","70","58860","56740"
"In post","2021","HM Treasury","G6/G7","Finance","50","50","[c]","[c]"
"In post","2021","HM Treasury","G6/G7","Human Resources","40","40","[c]","[c]"
"In post","2021","HM Treasury","G6/G7","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","G6/G7","Internal Audit","130","120","57960","56350"
"In post","2021","HM Treasury","G6/G7","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","G6/G7","Legal","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","G6/G7","Operational Delivery","30","30","[c]","[c]"
"In post","2021","HM Treasury","G6/G7","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","G6/G7","Policy","680","660","58140","55270"
"In post","2021","HM Treasury","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","G6/G7","Security","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","G6/G7","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","G6/G7","Tax","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","SCS","Communications","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","SCS","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","SCS","Economics","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","SCS","Finance","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","SCS","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","SCS","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","SCS","Policy","130","120","84800","77000"
"In post","2021","HM Treasury","SCS","Tax","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","SEO/HEO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","SEO/HEO","Economics","90","80","33290","32320"
"In post","2021","HM Treasury","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","SEO/HEO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","SEO/HEO","Internal Audit","190","180","41610","42000"
"In post","2021","HM Treasury","SEO/HEO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","SEO/HEO","Operational Delivery","50","50","[c]","[c]"
"In post","2021","HM Treasury","SEO/HEO","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","SEO/HEO","Policy","540","540","33840","32320"
"In post","2021","HM Treasury","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","SEO/HEO","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","SEO/HEO","Tax","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","AA/AO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","AA/AO","Counter Fraud","40","40","[c]","[c]"
"In post","2021","Home Office","AA/AO","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","AA/AO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","AA/AO","Intelligence Analysis","80","70","23090","21430"
"In post","2021","Home Office","AA/AO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","AA/AO","Operational Delivery","7640","6740","21960","21430"
"In post","2021","Home Office","AA/AO","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","AA/AO","Other","330","310","22270","21430"
"In post","2021","Home Office","AA/AO","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","AA/AO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","AA/AO","Security","150","150","22320","22210"
"In post","2021","Home Office","AA/AO","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","AA/AO","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","EO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","EO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","EO","Counter Fraud","100","90","25990","25310"
"In post","2021","Home Office","EO","Digital, Data and Technology","80","70","27110","25310"
"In post","2021","Home Office","EO","Finance","40","40","[c]","[c]"
"In post","2021","Home Office","EO","Human Resources","110","100","29070","29020"
"In post","2021","Home Office","EO","Intelligence Analysis","900","840","26990","27250"
"In post","2021","Home Office","EO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","EO","Operational Delivery","12020","11010","26790","25670"
"In post","2021","Home Office","EO","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","EO","Other","610","540","28410","28670"
"In post","2021","Home Office","EO","Policy","210","200","28440","28670"
"In post","2021","Home Office","EO","Project Delivery","140","130","27580","28650"
"In post","2021","Home Office","EO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","EO","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","EO","Security","70","60","28380","28850"
"In post","2021","Home Office","EO","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","EO","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","G6/G7","Communications","60","60","60230","57570"
"In post","2021","Home Office","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","G6/G7","Digital, Data and Technology","490","490","63080","61740"
"In post","2021","Home Office","G6/G7","Economics","40","40","[c]","[c]"
"In post","2021","Home Office","G6/G7","Finance","80","80","61960","58290"
"In post","2021","Home Office","G6/G7","Human Resources","150","140","60670","57680"
"In post","2021","Home Office","G6/G7","Intelligence Analysis","40","40","[c]","[c]"
"In post","2021","Home Office","G6/G7","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","G6/G7","Operational Delivery","680","670","58470","57460"
"In post","2021","Home Office","G6/G7","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","G6/G7","Other","250","240","61430","57680"
"In post","2021","Home Office","G6/G7","Policy","910","880","60860","57680"
"In post","2021","Home Office","G6/G7","Project Delivery","450","440","60330","57680"
"In post","2021","Home Office","G6/G7","Property","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","G6/G7","Science and Engineering","40","40","[c]","[c]"
"In post","2021","Home Office","G6/G7","Security","30","30","[c]","[c]"
"In post","2021","Home Office","G6/G7","Social Research","40","40","[c]","[c]"
"In post","2021","Home Office","G6/G7","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","G6/G7","Unknown","40","40","[c]","[c]"
"In post","2021","Home Office","SCS","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","SCS","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","SCS","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","SCS","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","SCS","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","SCS","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","SCS","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","SCS","Operational Delivery","70","70","88770","82030"
"In post","2021","Home Office","SCS","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","SCS","Other","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","SCS","Policy","110","110","88180","81150"
"In post","2021","Home Office","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","SCS","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","SEO/HEO","Commercial","70","70","40770","42100"
"In post","2021","Home Office","SEO/HEO","Communications","100","100","41220","41900"
"In post","2021","Home Office","SEO/HEO","Counter Fraud","30","30","[c]","[c]"
"In post","2021","Home Office","SEO/HEO","Digital, Data and Technology","630","620","40170","40660"
"In post","2021","Home Office","SEO/HEO","Economics","60","60","34640","35050"
"In post","2021","Home Office","SEO/HEO","Finance","130","120","38770","37660"
"In post","2021","Home Office","SEO/HEO","Human Resources","280","260","37270","36620"
"In post","2021","Home Office","SEO/HEO","Intelligence Analysis","370","360","34840","34940"
"In post","2021","Home Office","SEO/HEO","Knowledge and Information Management","50","50","[c]","[c]"
"In post","2021","Home Office","SEO/HEO","Operational Delivery","4580","4380","35170","35070"
"In post","2021","Home Office","SEO/HEO","Operational Research","40","40","[c]","[c]"
"In post","2021","Home Office","SEO/HEO","Other","600","590","37380","36090"
"In post","2021","Home Office","SEO/HEO","Policy","890","870","39240","41950"
"In post","2021","Home Office","SEO/HEO","Project Delivery","690","680","37510","37460"
"In post","2021","Home Office","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","SEO/HEO","Science and Engineering","60","60","37680","37680"
"In post","2021","Home Office","SEO/HEO","Security","100","100","37330","35300"
"In post","2021","Home Office","SEO/HEO","Social Research","40","40","[c]","[c]"
"In post","2021","Home Office","SEO/HEO","Statistics","40","40","[c]","[c]"
"In post","2021","Home Office","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Unknown","Unknown","220","220","[c]","[c]"
"In post","2021","Ministry of Defence","AA/AO","Commercial","60","50","22500","20920"
"In post","2021","Ministry of Defence","AA/AO","Communications","100","90","21350","21020"
"In post","2021","Ministry of Defence","AA/AO","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","AA/AO","Digital, Data and Technology","120","120","21390","20920"
"In post","2021","Ministry of Defence","AA/AO","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","AA/AO","Finance","230","210","21530","21130"
"In post","2021","Ministry of Defence","AA/AO","Human Resources","770","700","21250","21130"
"In post","2021","Ministry of Defence","AA/AO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","AA/AO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","AA/AO","Knowledge and Information Management","190","180","21640","21130"
"In post","2021","Ministry of Defence","AA/AO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","AA/AO","Medicine","320","300","22000","22640"
"In post","2021","Ministry of Defence","AA/AO","Operational Delivery","360","330","20770","20920"
"In post","2021","Ministry of Defence","AA/AO","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","AA/AO","Other","6720","6420","20870","20920"
"In post","2021","Ministry of Defence","AA/AO","Policy","110","110","21700","21130"
"In post","2021","Ministry of Defence","AA/AO","Project Delivery","190","180","21140","20920"
"In post","2021","Ministry of Defence","AA/AO","Property","740","710","18570","17980"
"In post","2021","Ministry of Defence","AA/AO","Science and Engineering","740","720","21100","21580"
"In post","2021","Ministry of Defence","AA/AO","Security","5030","4930","27010","21670"
"In post","2021","Ministry of Defence","AA/AO","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","AA/AO","Unknown","220","210","21840","21130"
"In post","2021","Ministry of Defence","EO","Commercial","340","320","25300","26350"
"In post","2021","Ministry of Defence","EO","Communications","170","160","27460","26670"
"In post","2021","Ministry of Defence","EO","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","EO","Digital, Data and Technology","340","330","27080","26670"
"In post","2021","Ministry of Defence","EO","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","EO","Finance","590","570","26170","26670"
"In post","2021","Ministry of Defence","EO","Human Resources","370","340","26200","26670"
"In post","2021","Ministry of Defence","EO","Intelligence Analysis","260","250","29130","29250"
"In post","2021","Ministry of Defence","EO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","EO","Knowledge and Information Management","200","200","27050","26670"
"In post","2021","Ministry of Defence","EO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","EO","Medicine","300","270","30810","30620"
"In post","2021","Ministry of Defence","EO","Operational Delivery","510","480","27490","26740"
"In post","2021","Ministry of Defence","EO","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","EO","Other","3430","3310","25550","26670"
"In post","2021","Ministry of Defence","EO","Policy","140","140","28880","28670"
"In post","2021","Ministry of Defence","EO","Project Delivery","1150","1110","26250","26670"
"In post","2021","Ministry of Defence","EO","Property","390","380","27020","26670"
"In post","2021","Ministry of Defence","EO","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","EO","Science and Engineering","1230","1200","25210","26020"
"In post","2021","Ministry of Defence","EO","Security","690","680","34680","41770"
"In post","2021","Ministry of Defence","EO","Statistics","50","50","[c]","[c]"
"In post","2021","Ministry of Defence","EO","Unknown","410","390","27920","26670"
"In post","2021","Ministry of Defence","G6/G7","Commercial","260","250","58410","55310"
"In post","2021","Ministry of Defence","G6/G7","Communications","60","60","60840","61880"
"In post","2021","Ministry of Defence","G6/G7","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","G6/G7","Digital, Data and Technology","190","180","56510","56350"
"In post","2021","Ministry of Defence","G6/G7","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","G6/G7","Finance","300","300","61560","59110"
"In post","2021","Ministry of Defence","G6/G7","Human Resources","200","190","58310","56730"
"In post","2021","Ministry of Defence","G6/G7","Intelligence Analysis","60","60","60480","59730"
"In post","2021","Ministry of Defence","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","G6/G7","Knowledge and Information Management","90","90","57920","56410"
"In post","2021","Ministry of Defence","G6/G7","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","G6/G7","Medicine","450","380","78030","79780"
"In post","2021","Ministry of Defence","G6/G7","Operational Delivery","190","190","54770","56350"
"In post","2021","Ministry of Defence","G6/G7","Operational Research","300","280","50710","46550"
"In post","2021","Ministry of Defence","G6/G7","Other","470","460","56750","54570"
"In post","2021","Ministry of Defence","G6/G7","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","G6/G7","Policy","270","270","61050","59730"
"In post","2021","Ministry of Defence","G6/G7","Project Delivery","1490","1460","56510","54540"
"In post","2021","Ministry of Defence","G6/G7","Property","190","190","55300","54540"
"In post","2021","Ministry of Defence","G6/G7","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","G6/G7","Science and Engineering","1520","1470","53120","50760"
"In post","2021","Ministry of Defence","G6/G7","Security","50","50","58640","56080"
"In post","2021","Ministry of Defence","G6/G7","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","G6/G7","Unknown","130","120","59650","55480"
"In post","2021","Ministry of Defence","G6/G7","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","SCS","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","SCS","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","SCS","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","SCS","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","SCS","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","SCS","Finance","50","50","94900","93000"
"In post","2021","Ministry of Defence","SCS","Human Resources","30","30","[c]","[c]"
"In post","2021","Ministry of Defence","SCS","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","SCS","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","SCS","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","SCS","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","SCS","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","SCS","Other","40","40","[c]","[c]"
"In post","2021","Ministry of Defence","SCS","Policy","50","50","82980","76480"
"In post","2021","Ministry of Defence","SCS","Project Delivery","130","130","91700","83790"
"In post","2021","Ministry of Defence","SCS","Property","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","SCS","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","SCS","Security","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","SCS","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","SEO/HEO","Commercial","1190","1140","36620","35950"
"In post","2021","Ministry of Defence","SEO/HEO","Communications","290","280","37940","36620"
"In post","2021","Ministry of Defence","SEO/HEO","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","SEO/HEO","Digital, Data and Technology","730","710","37630","36890"
"In post","2021","Ministry of Defence","SEO/HEO","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","SEO/HEO","Finance","920","880","39350","39100"
"In post","2021","Ministry of Defence","SEO/HEO","Human Resources","600","570","36430","34640"
"In post","2021","Ministry of Defence","SEO/HEO","Intelligence Analysis","510","500","38810","37640"
