"Status","Year","Region_ITL2","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Greater Manchester","Finance","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Finance","Department for Education","200","190","40630","37030"
"In post","2022","Greater Manchester","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Finance","Department for Work and Pensions","140","130","39520","35310"
"In post","2022","Greater Manchester","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Finance","HM Revenue and Customs","90","80","40190","34670"
"In post","2022","Greater Manchester","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Finance","Ministry of Justice","30","30","[c]","[c]"
"In post","2022","Greater Manchester","Finance","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Human Resources","Cabinet Office","120","120","39300","37300"
"In post","2022","Greater Manchester","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Human Resources","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Human Resources","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Human Resources","Department for Work and Pensions","70","70","31680","27570"
"In post","2022","Greater Manchester","Human Resources","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Human Resources","HM Revenue and Customs","310","300","37960","33370"
"In post","2022","Greater Manchester","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Human Resources","Ministry of Justice","40","30","[c]","[c]"
"In post","2022","Greater Manchester","Human Resources","Office for Standards in Education, Children's Services and Skills","40","40","[c]","[c]"
"In post","2022","Greater Manchester","Internal Audit","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Internal Audit","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Internal Audit","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Legal","Attorney General's Departments","350","320","40880","38000"
"In post","2022","Greater Manchester","Legal","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Legal","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Legal","HM Revenue and Customs","250","230","42140","35980"
"In post","2022","Greater Manchester","No function","Cabinet Office","80","80","32660","29250"
"In post","2022","Greater Manchester","No function","Department for Business, Energy and Industrial Strategy","430","420","35000","30950"
"In post","2022","Greater Manchester","No function","Department for Digital, Culture, Media and Sport","80","80","41190","34050"
"In post","2022","Greater Manchester","No function","Department for Education","600","590","39880","36500"
"In post","2022","Greater Manchester","No function","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"In post","2022","Greater Manchester","No function","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","No function","Department for Levelling Up, Housing and Communities","80","70","40690","36340"
"In post","2022","Greater Manchester","No function","Department for Transport","170","160","27710","26780"
"In post","2022","Greater Manchester","No function","Department for Work and Pensions","3840","3480","25380","27570"
"In post","2022","Greater Manchester","No function","Department of Health and Social Care","310","280","34760","27220"
"In post","2022","Greater Manchester","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","No function","HM Revenue and Customs","3250","3060","30100","26820"
"In post","2022","Greater Manchester","No function","Ministry of Justice","3690","3450","27930","25120"
"In post","2022","Greater Manchester","No function","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","No function","Office for Standards in Education, Children's Services and Skills","260","250","34010","25880"
"In post","2022","Greater Manchester","No function","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Project Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Project Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Project Delivery","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Project Delivery","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Project Delivery","Department for Work and Pensions","60","60","40510","35310"
"In post","2022","Greater Manchester","Project Delivery","HM Revenue and Customs","350","340","44550","40520"
"In post","2022","Greater Manchester","Project Delivery","Ministry of Defence","50","50","41310","40290"
"In post","2022","Greater Manchester","Project Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Project Delivery","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Property","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Property","Cabinet Office","30","30","[c]","[c]"
"In post","2022","Greater Manchester","Property","Department for Education","80","80","43880","43480"
"In post","2022","Greater Manchester","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Property","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Property","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Property","HM Revenue and Customs","140","130","37030","33370"
"In post","2022","Greater Manchester","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Property","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Security","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Security","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Security","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Security","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Security","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Security","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Security","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Security","Ministry of Justice","40","40","[c]","[c]"
"In post","2022","Greater Manchester","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Unknown","Department for Work and Pensions","80","70","33700","27570"
"In post","2022","Greater Manchester","Unknown","Home Office","1730","1660","32120","27370"
"In post","2022","Greater Manchester","Unknown","Ministry of Defence","40","40","[c]","[c]"
"In post","2022","Greater Manchester","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Analysis","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Analysis","Ministry of Defence","430","410","41080","38110"
"In post","2022","Hampshire and Isle of Wight","Analysis","UK Statistics Authority","520","490","38000","36840"
"In post","2022","Hampshire and Isle of Wight","Commercial","Cabinet Office","50","50","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Commercial","Ministry of Defence","190","180","34400","34500"
"In post","2022","Hampshire and Isle of Wight","Commercial","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Communications","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Communications","Ministry of Defence","120","120","33220","33000"
"In post","2022","Hampshire and Isle of Wight","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Communications","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Counter Fraud","Department for Work and Pensions","230","200","24880","26120"
"In post","2022","Hampshire and Isle of Wight","Counter Fraud","HM Revenue and Customs","130","120","35570","33370"
"In post","2022","Hampshire and Isle of Wight","Debt","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Digital, Data & Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Digital, Data & Technology","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Digital, Data & Technology","Department for Transport","100","100","37900","33890"
"In post","2022","Hampshire and Isle of Wight","Digital, Data & Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Digital, Data & Technology","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Digital, Data & Technology","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Digital, Data & Technology","Ministry of Defence","360","350","31870","33000"
"In post","2022","Hampshire and Isle of Wight","Digital, Data & Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Digital, Data & Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Digital, Data & Technology","UK Statistics Authority","170","170","41150","37190"
"In post","2022","Hampshire and Isle of Wight","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Finance","Department for Transport","40","30","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Finance","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Finance","Ministry of Defence","340","330","38230","33300"
"In post","2022","Hampshire and Isle of Wight","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Finance","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Grants Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Human Resources","Department for Transport","40","30","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Human Resources","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Human Resources","Ministry of Defence","160","150","31940","26890"
"In post","2022","Hampshire and Isle of Wight","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Human Resources","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Internal Audit","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Internal Audit","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Internal Audit","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Legal","Attorney General's Departments","260","240","43150","39650"
"In post","2022","Hampshire and Isle of Wight","Legal","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Legal","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Legal","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Legal","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Legal","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","No function","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","No function","Department for Business, Energy and Industrial Strategy","40","30","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","No function","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","No function","Department for Environment, Food and Rural Affairs","50","50","32660","30370"
"In post","2022","Hampshire and Isle of Wight","No function","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","No function","Department for Transport","660","630","40120","31470"
"In post","2022","Hampshire and Isle of Wight","No function","Department for Work and Pensions","880","790","27890","27570"
"In post","2022","Hampshire and Isle of Wight","No function","Department of Health and Social Care","50","40","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","No function","HM Revenue and Customs","720","620","27430","22080"
"In post","2022","Hampshire and Isle of Wight","No function","Ministry of Defence","790","760","42750","47010"
"In post","2022","Hampshire and Isle of Wight","No function","Ministry of Justice","1750","1610","28580","26610"
"In post","2022","Hampshire and Isle of Wight","No function","National Crime Agency","70","60","37530","36410"
"In post","2022","Hampshire and Isle of Wight","No function","Office for Standards in Education, Children's Services and Skills","40","40","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","No function","UK Statistics Authority","1560","1150","24520","20350"
"In post","2022","Hampshire and Isle of Wight","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Project Delivery","Department for Work and Pensions","140","100","22340","21260"
"In post","2022","Hampshire and Isle of Wight","Project Delivery","HM Revenue and Customs","50","40","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Project Delivery","Ministry of Defence","1190","1160","38850","38070"
"In post","2022","Hampshire and Isle of Wight","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Project Delivery","UK Statistics Authority","130","120","38880","36840"
"In post","2022","Hampshire and Isle of Wight","Property","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Property","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Property","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Property","HM Revenue and Customs","90","80","35410","33130"
"In post","2022","Hampshire and Isle of Wight","Property","Ministry of Defence","240","240","35330","33300"
"In post","2022","Hampshire and Isle of Wight","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Property","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Security","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Security","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Security","Ministry of Defence","670","660","28930","25610"
"In post","2022","Hampshire and Isle of Wight","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Security","UK Statistics Authority","40","40","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Unknown","Home Office","580","560","29450","26410"
"In post","2022","Hampshire and Isle of Wight","Unknown","Ministry of Defence","2240","2150","32380","31530"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Analysis","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Analysis","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Analysis","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Commercial","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Communications","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Counter Fraud","Department for Work and Pensions","60","50","28140","27570"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Debt","Department for Work and Pensions","220","180","22130","21260"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","50","40","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Digital, Data & Technology","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Digital, Data & Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Digital, Data & Technology","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Digital, Data & Technology","Ministry of Defence","80","80","25090","25000"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Digital, Data & Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Digital, Data & Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Finance","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Finance","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Grants Management","Department for Environment, Food and Rural Affairs","160","150","25080","21300"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Human Resources","Ministry of Justice","80","70","35570","31740"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Internal Audit","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","No function","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","No function","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","No function","Department for Environment, Food and Rural Affairs","170","150","33300","29180"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","No function","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","No function","Department for Transport","60","60","28670","26780"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","No function","Department for Work and Pensions","590","530","26890","27570"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","No function","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","No function","Ministry of Justice","1780","1680","28780","25700"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","No function","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","No function","Office for Standards in Education, Children's Services and Skills","30","30","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","No function","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","No function","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Project Delivery","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Project Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Project Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Project Delivery","Ministry of Defence","130","130","24520","21930"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Property","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Property","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Property","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Security","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Security","Ministry of Defence","130","130","30230","26750"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Unknown","Home Office","110","100","26340","24890"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Unknown","Ministry of Defence","220","210","26080","21600"
"In post","2022","Highlands and Islands","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Counter Fraud","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Debt","Department for Work and Pensions","100","90","22240","21260"
"In post","2022","Highlands and Islands","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Digital, Data & Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Digital, Data & Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
