"Status","Year","Organisation","Ethnicity","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Scottish Public Pensions Agency","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","Unknown","Female","30","30","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","Unknown","Male","30","30","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","White","Female","120","100","28850","26160"
"In post","2021","Scottish Public Pensions Agency","White","Male","100","90","30540","26650"
"In post","2021","Serious Fraud Office","Asian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Asian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Black","Female","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Black","Male","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Unknown","Female","60","60","48830","42070"
"In post","2021","Serious Fraud Office","Unknown","Male","60","60","46610","41370"
"In post","2021","Serious Fraud Office","White","Female","110","110","46620","40280"
"In post","2021","Serious Fraud Office","White","Male","160","160","48140","41510"
"In post","2021","Social Security Scotland","Asian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Asian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Black","Female","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Black","Male","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Unknown","Female","120","110","30220","26160"
"In post","2021","Social Security Scotland","Unknown","Male","90","90","29210","26160"
"In post","2021","Social Security Scotland","White","Female","510","490","30870","26160"
"In post","2021","Social Security Scotland","White","Male","360","360","33510","29190"
"In post","2021","Standards and Testing Agency","Asian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Asian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Black","Female","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Black","Male","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","White","Female","50","50","45300","42100"
"In post","2021","Standards and Testing Agency","White","Male","30","30","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Asian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Asian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Black","Female","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Black","Male","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Unknown","Female","70","60","25790","22230"
"In post","2021","Student Awards Agency for Scotland","Unknown","Male","50","50","25290","22230"
"In post","2021","Student Awards Agency for Scotland","White","Female","60","60","32000","27150"
"In post","2021","Student Awards Agency for Scotland","White","Male","60","50","36510","35110"
"In post","2021","Submarine Delivery Agency","Asian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Asian","Male","30","30","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Black","Female","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Black","Male","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Undeclared","Male","100","100","45520","43560"
"In post","2021","Submarine Delivery Agency","Unknown","Female","40","30","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Unknown","Male","80","80","38490","32750"
"In post","2021","Submarine Delivery Agency","White","Female","480","460","37940","34300"
"In post","2021","Submarine Delivery Agency","White","Male","990","980","43590","41100"
"In post","2021","Teaching Regulation Agency","Asian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Asian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Black","Female","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Black","Male","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","White","Female","30","30","[c]","[c]"
"In post","2021","Teaching Regulation Agency","White","Male","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Asian","Female","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Asian","Male","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Black","Female","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Black","Male","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Unknown","Female","60","60","33490","29930"
"In post","2021","The National Archives","Unknown","Male","70","70","35260","33950"
"In post","2021","The National Archives","White","Female","180","170","36090","34180"
"In post","2021","The National Archives","White","Male","150","150","37350","34770"
"In post","2021","Transport Scotland","Asian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","Asian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","Black","Female","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","Black","Male","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","Unknown","Female","30","30","[c]","[c]"
"In post","2021","Transport Scotland","Unknown","Male","60","60","43170","42620"
"In post","2021","Transport Scotland","White","Female","170","160","41290","38540"
"In post","2021","Transport Scotland","White","Male","210","210","48210","46600"
"In post","2021","UK Export Finance","Asian","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Asian","Male","40","40","[c]","[c]"
"In post","2021","UK Export Finance","Black","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Black","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","White","Female","90","90","51370","45410"
"In post","2021","UK Export Finance","White","Male","170","170","58870","52500"
"In post","2021","UK Hydrographic Office","Asian","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Asian","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Black","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Black","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Unknown","Female","60","50","32220","31290"
"In post","2021","UK Hydrographic Office","Unknown","Male","150","140","35210","33290"
"In post","2021","UK Hydrographic Office","White","Female","210","190","34380","33290"
"In post","2021","UK Hydrographic Office","White","Male","370","360","35150","33290"
"In post","2021","UK Intellectual Property Office","Asian","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Asian","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Black","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Black","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Undeclared","Male","30","30","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Unknown","Female","180","160","29910","23320"
"In post","2021","UK Intellectual Property Office","Unknown","Male","260","250","37070","30170"
"In post","2021","UK Intellectual Property Office","White","Female","490","450","34890","30170"
"In post","2021","UK Intellectual Property Office","White","Male","490","470","43460","40800"
"In post","2021","UK Space Agency","Asian","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Asian","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Black","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Black","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Undeclared","Female","40","40","[c]","[c]"
"In post","2021","UK Space Agency","Undeclared","Male","50","50","[c]","[c]"
"In post","2021","UK Space Agency","White","Female","80","80","46250","40220"
"In post","2021","UK Space Agency","White","Male","60","60","50810","49080"
"In post","2021","UK Supreme Court","Asian","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Asian","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Black","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Black","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","White","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","White","Male","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Asian","Female","70","60","30890","29540"
"In post","2021","United Kingdom Statistics Authority","Asian","Male","60","50","29660","26050"
"In post","2021","United Kingdom Statistics Authority","Black","Female","40","30","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Black","Male","30","30","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Mixed","Female","50","50","30010","29540"
"In post","2021","United Kingdom Statistics Authority","Mixed","Male","30","30","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Undeclared","Female","30","20","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Undeclared","Male","40","40","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Unknown","Female","520","460","28220","23780"
"In post","2021","United Kingdom Statistics Authority","Unknown","Male","550","510","32010","29540"
"In post","2021","United Kingdom Statistics Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","White","Female","2390","2100","32120","29540"
"In post","2021","United Kingdom Statistics Authority","White","Male","1650","1500","34830","31270"
"In post","2021","United Kingdom Statistics Authority","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Asian","Female","100","90","31650","29660"
"In post","2021","Valuation Office Agency","Asian","Male","90","90","33710","30680"
"In post","2021","Valuation Office Agency","Black","Female","40","40","[c]","[c]"
"In post","2021","Valuation Office Agency","Black","Male","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Undeclared","Female","80","70","33300","30000"
"In post","2021","Valuation Office Agency","Undeclared","Male","110","100","39870","37380"
"In post","2021","Valuation Office Agency","Unknown","Female","480","430","28360","25860"
"In post","2021","Valuation Office Agency","Unknown","Male","450","430","32430","28950"
"In post","2021","Valuation Office Agency","White","Female","1090","970","32880","29630"
"In post","2021","Valuation Office Agency","White","Male","1030","990","37080","33250"
"In post","2021","Vehicle Certification Agency","Asian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Asian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Black","Female","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Black","Male","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","White","Female","60","60","29240","27250"
"In post","2021","Vehicle Certification Agency","White","Male","110","110","39720","38150"
"In post","2021","Veterinary Medicines Directorate","Asian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Asian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Black","Female","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Black","Male","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","White","Female","70","70","39160","36590"
"In post","2021","Veterinary Medicines Directorate","White","Male","50","50","48710","53200"
"In post","2021","Wales Office","Asian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Asian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Black","Female","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Black","Male","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","White","Female","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","White","Male","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Asian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Asian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Black","Female","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Black","Male","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","White","Female","80","80","61170","50580"
"In post","2021","Water Services Regulation Authority","White","Male","80","80","59970","56230"
"In post","2021","Welsh Government (excl. agencies)","Asian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","Asian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","Black","Female","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","Black","Male","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","Mixed","Female","40","40","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","Undeclared","Female","100","90","42090","37410"
"In post","2021","Welsh Government (excl. agencies)","Undeclared","Male","140","130","43130","41910"
"In post","2021","Welsh Government (excl. agencies)","Unknown","Female","50","40","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","Unknown","Male","70","60","38000","28850"
"In post","2021","Welsh Government (excl. agencies)","White","Female","3140","2900","39790","37410"
"In post","2021","Welsh Government (excl. agencies)","White","Male","2060","2010","43050","37410"
"In post","2021","Welsh Revenue Authority","Asian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Asian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Black","Female","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Black","Male","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Unknown","Female","40","40","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Unknown","Male","30","30","[c]","[c]"
"In post","2021","Welsh Revenue Authority","White","Female","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","White","Male","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","Asian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","Asian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","Black","Female","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","Black","Male","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","Mixed","Female","[c]","[c]","[c]","[c]"
