"Status","Year","Profession_of_post","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Internal Audit","Ministry of Justice","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Ministry of Justice","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Ministry of Justice","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Ministry of Justice","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Ministry of Justice","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","United Kingdom Statistics Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Welsh Government","Wales","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Department for International Trade","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Department for International Trade","East of England","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Department for International Trade","London","1010","1000","47620","44030"
"In post","2021","International Trade","Department for International Trade","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Department for International Trade","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Department for International Trade","Overseas","160","160","56610","54470"
"In post","2021","International Trade","Department for International Trade","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Department for International Trade","South East (England)","60","60","43250","38540"
"In post","2021","International Trade","Department for International Trade","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Department for International Trade","Wales","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Department for International Trade","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Department for International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Department for Transport","London","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","HM Revenue and Customs","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","HM Revenue and Customs","East of England","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","HM Revenue and Customs","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","HM Revenue and Customs","North West (England)","40","40","[c]","[c]"
"In post","2021","International Trade","HM Revenue and Customs","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","HM Revenue and Customs","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","HM Revenue and Customs","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","HM Revenue and Customs","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","HM Revenue and Customs","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","HM Revenue and Customs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Wales Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Cabinet Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Department for Business, Energy and Industrial Strategy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Department for Business, Energy and Industrial Strategy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Department for Business, Energy and Industrial Strategy","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Department for Business, Energy and Industrial Strategy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Department for Environment, Food and Rural Affairs","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Department for International Trade","London","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Department for Transport","East Midlands (England)","40","30","[c]","[c]"
"In post","2021","Knowledge and Information Management","Department for Transport","London","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Department for Transport","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Department for Transport","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Department for Transport","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Department for Transport","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Department for Work and Pensions","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Department of Health and Social Care","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Department of Health and Social Care","East of England","60","50","38020","34720"
"In post","2021","Knowledge and Information Management","Department of Health and Social Care","London","190","170","43980","41010"
"In post","2021","Knowledge and Information Management","Department of Health and Social Care","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Department of Health and Social Care","North West (England)","40","40","[c]","[c]"
"In post","2021","Knowledge and Information Management","Department of Health and Social Care","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Department of Health and Social Care","South West (England)","70","60","36480","36330"
"In post","2021","Knowledge and Information Management","Department of Health and Social Care","West Midlands (England)","50","50","34530","29810"
"In post","2021","Knowledge and Information Management","Department of Health and Social Care","Yorkshire and The Humber","90","80","35400","31780"
"In post","2021","Knowledge and Information Management","ESTYN","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Foreign, Commonwealth and Development Office","London","90","90","47910","41270"
"In post","2021","Knowledge and Information Management","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Foreign, Commonwealth and Development Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Foreign, Commonwealth and Development Office","South East (England)","40","40","[c]","[c]"
"In post","2021","Knowledge and Information Management","HM Revenue and Customs","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","HM Revenue and Customs","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","HM Revenue and Customs","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","HM Revenue and Customs","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","HM Revenue and Customs","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","HM Revenue and Customs","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","HM Revenue and Customs","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","HM Revenue and Customs","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","HM Treasury","London","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Home Office","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Home Office","London","80","70","41780","37510"
"In post","2021","Knowledge and Information Management","Home Office","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Home Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Home Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Home Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Home Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Ministry of Defence","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Ministry of Defence","East of England","90","90","34170","33150"
"In post","2021","Knowledge and Information Management","Ministry of Defence","London","130","130","37180","31840"
"In post","2021","Knowledge and Information Management","Ministry of Defence","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Ministry of Defence","North West (England)","40","40","[c]","[c]"
"In post","2021","Knowledge and Information Management","Ministry of Defence","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Ministry of Defence","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Ministry of Defence","South East (England)","160","160","30450","29200"
"In post","2021","Knowledge and Information Management","Ministry of Defence","South West (England)","430","420","36490","33380"
"In post","2021","Knowledge and Information Management","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Ministry of Defence","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Ministry of Defence","West Midlands (England)","30","30","[c]","[c]"
"In post","2021","Knowledge and Information Management","Ministry of Defence","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Ministry of Housing, Communities and Local Government","London","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Ministry of Housing, Communities and Local Government","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Ministry of Housing, Communities and Local Government","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Ministry of Justice","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Ministry of Justice","London","40","40","[c]","[c]"
"In post","2021","Knowledge and Information Management","Ministry of Justice","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Ministry of Justice","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Ministry of Justice","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Ministry of Justice","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Ministry of Justice","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Northern Ireland Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Office for Standards in Education","London","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","The National Archives","London","80","80","34940","31310"
"In post","2021","Knowledge and Information Management","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","United Kingdom Statistics Authority","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","United Kingdom Statistics Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Water Services Regulation Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Welsh Government","Wales","110","110","33200","28850"
"In post","2021","Legal","Attorney General's Departments","East Midlands (England)","210","190","51100","51470"
"In post","2021","Legal","Attorney General's Departments","East of England","240","210","53510","54770"
"In post","2021","Legal","Attorney General's Departments","London","2730","2540","60120","61000"
"In post","2021","Legal","Attorney General's Departments","North East (England)","150","150","51930","54200"
"In post","2021","Legal","Attorney General's Departments","North West (England)","450","420","53040","54200"
"In post","2021","Legal","Attorney General's Departments","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Attorney General's Departments","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Attorney General's Departments","South East (England)","350","320","56190","56560"
"In post","2021","Legal","Attorney General's Departments","South West (England)","190","170","52840","54200"
"In post","2021","Legal","Attorney General's Departments","Wales","190","170","52480","53350"
"In post","2021","Legal","Attorney General's Departments","West Midlands (England)","280","260","53280","53350"
"In post","2021","Legal","Attorney General's Departments","Yorkshire and The Humber","480","430","55050","55610"
"In post","2021","Legal","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Charity Commission","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Charity Commission","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Competition and Markets Authority","London","120","110","70510","72430"
"In post","2021","Legal","Competition and Markets Authority","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for Business, Energy and Industrial Strategy","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for Business, Energy and Industrial Strategy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for Business, Energy and Industrial Strategy","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for Business, Energy and Industrial Strategy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for Business, Energy and Industrial Strategy","Wales","40","40","[c]","[c]"
"In post","2021","Legal","Department for Business, Energy and Industrial Strategy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for Education","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for Education","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for Education","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for Education","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for Education","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for Education","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for Education","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for Education","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for International Trade","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for Transport","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for Transport","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for Work and Pensions","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for Work and Pensions","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department of Health and Social Care","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department of Health and Social Care","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Food Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Foreign, Commonwealth and Development Office","London","80","70","62980","65370"
"In post","2021","Legal","Foreign, Commonwealth and Development Office","South East (England)","40","30","[c]","[c]"
"In post","2021","Legal","HM Land Registry","East Midlands (England)","40","30","[c]","[c]"
"In post","2021","Legal","HM Land Registry","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Legal","HM Land Registry","London","40","30","[c]","[c]"
"In post","2021","Legal","HM Land Registry","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Legal","HM Land Registry","North West (England)","40","30","[c]","[c]"
"In post","2021","Legal","HM Land Registry","South West (England)","60","60","45210","38450"
"In post","2021","Legal","HM Land Registry","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Legal","HM Land Registry","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Legal","HM Land Registry","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Legal","HM Revenue and Customs","East Midlands (England)","190","180","31100","31810"
"In post","2021","Legal","HM Revenue and Customs","East of England","330","300","26890","25560"
"In post","2021","Legal","HM Revenue and Customs","London","1160","1120","40500","36160"
"In post","2021","Legal","HM Revenue and Customs","North East (England)","160","150","29270","25560"
"In post","2021","Legal","HM Revenue and Customs","North West (England)","530","510","32710","31810"
"In post","2021","Legal","HM Revenue and Customs","Northern Ireland","160","150","28810","25640"
"In post","2021","Legal","HM Revenue and Customs","Scotland","210","190","29600","28130"
"In post","2021","Legal","HM Revenue and Customs","South East (England)","250","240","30700","28130"
"In post","2021","Legal","HM Revenue and Customs","South West (England)","160","150","31010","28130"
"In post","2021","Legal","HM Revenue and Customs","Wales","170","160","28930","26300"
"In post","2021","Legal","HM Revenue and Customs","West Midlands (England)","180","170","29620","28130"
"In post","2021","Legal","HM Revenue and Customs","Yorkshire and The Humber","240","230","30830","28130"
"In post","2021","Legal","HM Treasury","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Ministry of Defence","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Ministry of Defence","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Ministry of Defence","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Ministry of Defence","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Ministry of Housing, Communities and Local Government","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Ministry of Justice","East Midlands (England)","70","60","41550","43160"
"In post","2021","Legal","Ministry of Justice","East of England","90","80","40750","40910"
"In post","2021","Legal","Ministry of Justice","London","380","350","49590","51560"
"In post","2021","Legal","Ministry of Justice","North East (England)","80","70","39910","40850"
"In post","2021","Legal","Ministry of Justice","North West (England)","150","140","41650","41870"
"In post","2021","Legal","Ministry of Justice","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Ministry of Justice","South East (England)","130","110","43340","43460"
"In post","2021","Legal","Ministry of Justice","South West (England)","90","80","40900","43160"
"In post","2021","Legal","Ministry of Justice","Wales","90","80","40460","41870"
"In post","2021","Legal","Ministry of Justice","West Midlands (England)","130","120","40900","43160"
"In post","2021","Legal","Ministry of Justice","Yorkshire and The Humber","110","100","35510","36960"
"In post","2021","Legal","National Crime Agency","London","50","40","[c]","[c]"
"In post","2021","Legal","National Crime Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Office for Standards in Education","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Office of Gas and Electricity Markets","London","60","60","64280","64980"
"In post","2021","Legal","Office of Gas and Electricity Markets","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Office of Qualifications and Examinations Regulation","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Office of Rail and Road","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Scottish Government","Scotland","660","610","53650","52490"
"In post","2021","Legal","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","United Kingdom Statistics Authority","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Water Services Regulation Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Welsh Government","Wales","150","140","56570","60830"
"In post","2021","Medicine","Department for Transport","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Department for Transport","Wales","50","50","79860","86520"
"In post","2021","Medicine","Department of Health and Social Care","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Department of Health and Social Care","East of England","30","30","[c]","[c]"
"In post","2021","Medicine","Department of Health and Social Care","London","340","300","83970","82100"
"In post","2021","Medicine","Department of Health and Social Care","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Department of Health and Social Care","North West (England)","40","30","[c]","[c]"
"In post","2021","Medicine","Department of Health and Social Care","South East (England)","30","20","[c]","[c]"
"In post","2021","Medicine","Department of Health and Social Care","South West (England)","30","30","[c]","[c]"
"In post","2021","Medicine","Department of Health and Social Care","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Department of Health and Social Care","West Midlands (England)","40","30","[c]","[c]"
"In post","2021","Medicine","Department of Health and Social Care","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Foreign, Commonwealth and Development Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Ministry of Defence","East Midlands (England)","180","160","41560","37890"
"In post","2021","Medicine","Ministry of Defence","East of England","140","120","45210","37890"
"In post","2021","Medicine","Ministry of Defence","London","40","40","[c]","[c]"
"In post","2021","Medicine","Ministry of Defence","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Ministry of Defence","North West (England)","40","30","[c]","[c]"
"In post","2021","Medicine","Ministry of Defence","Northern Ireland","40","30","[c]","[c]"
"In post","2021","Medicine","Ministry of Defence","Overseas","40","40","[c]","[c]"
"In post","2021","Medicine","Ministry of Defence","Scotland","90","80","45570","37890"
"In post","2021","Medicine","Ministry of Defence","South East (England)","370","330","45980","38490"
"In post","2021","Medicine","Ministry of Defence","South West (England)","400","350","42300","33780"
"In post","2021","Medicine","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Ministry of Defence","Wales","60","50","38870","32920"
"In post","2021","Medicine","Ministry of Defence","West Midlands (England)","130","120","46100","37890"
"In post","2021","Medicine","Ministry of Defence","Yorkshire and The Humber","140","130","42210","35300"
"In post","2021","Medicine","Welsh Government","London","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Welsh Government","Wales","160","150","45940","43760"
"In post","2021","Operational Delivery","Attorney General's Departments","East Midlands (England)","190","180","25840","23470"
"In post","2021","Operational Delivery","Attorney General's Departments","East of England","230","210","27200","25820"
"In post","2021","Operational Delivery","Attorney General's Departments","London","790","740","29530","27440"
"In post","2021","Operational Delivery","Attorney General's Departments","North East (England)","170","150","25580","23470"
"In post","2021","Operational Delivery","Attorney General's Departments","North West (England)","470","430","26750","25820"
"In post","2021","Operational Delivery","Attorney General's Departments","South East (England)","330","310","27580","26970"
"In post","2021","Operational Delivery","Attorney General's Departments","South West (England)","130","120","26250","25480"
"In post","2021","Operational Delivery","Attorney General's Departments","Wales","150","140","27630","25480"
"In post","2021","Operational Delivery","Attorney General's Departments","West Midlands (England)","260","240","25590","25480"
"In post","2021","Operational Delivery","Attorney General's Departments","Yorkshire and The Humber","350","310","26160","23470"
"In post","2021","Operational Delivery","Cabinet Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Cabinet Office","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Cabinet Office","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Charity Commission","North West (England)","40","40","[c]","[c]"
"In post","2021","Operational Delivery","Charity Commission","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Charity Commission","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Department for Business, Energy and Industrial Strategy","East Midlands (England)","150","140","29850","29190"
"In post","2021","Operational Delivery","Department for Business, Energy and Industrial Strategy","East of England","150","140","29890","26410"
"In post","2021","Operational Delivery","Department for Business, Energy and Industrial Strategy","London","740","720","43140","40050"
"In post","2021","Operational Delivery","Department for Business, Energy and Industrial Strategy","North East (England)","170","160","29230","26390"
"In post","2021","Operational Delivery","Department for Business, Energy and Industrial Strategy","North West (England)","310","290","28850","25190"
"In post","2021","Operational Delivery","Department for Business, Energy and Industrial Strategy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Department for Business, Energy and Industrial Strategy","Scotland","220","210","27880","24330"
"In post","2021","Operational Delivery","Department for Business, Energy and Industrial Strategy","South East (England)","160","150","30900","27720"
"In post","2021","Operational Delivery","Department for Business, Energy and Industrial Strategy","South West (England)","320","310","34710","34390"
"In post","2021","Operational Delivery","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Department for Business, Energy and Industrial Strategy","Wales","1310","1200","26250","23320"
"In post","2021","Operational Delivery","Department for Business, Energy and Industrial Strategy","West Midlands (England)","420","390","28680","24570"
"In post","2021","Operational Delivery","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","150","150","29490","26380"
"In post","2021","Operational Delivery","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Department for Digital, Culture, Media and Sport","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Department for Education","East Midlands (England)","50","50","41790","37100"
"In post","2021","Operational Delivery","Department for Education","East of England","50","40","[c]","[c]"
"In post","2021","Operational Delivery","Department for Education","London","400","390","47590","42030"
"In post","2021","Operational Delivery","Department for Education","North East (England)","140","140","39810","36780"
"In post","2021","Operational Delivery","Department for Education","North West (England)","160","160","38570","36500"
"In post","2021","Operational Delivery","Department for Education","South West (England)","90","90","41120","36780"
"In post","2021","Operational Delivery","Department for Education","West Midlands (England)","460","450","40150","36780"
"In post","2021","Operational Delivery","Department for Education","Yorkshire and The Humber","260","240","38070","36500"
"In post","2021","Operational Delivery","Department for Environment, Food and Rural Affairs","East Midlands (England)","110","110","27140","25830"
"In post","2021","Operational Delivery","Department for Environment, Food and Rural Affairs","East of England","220","210","29800","28030"
"In post","2021","Operational Delivery","Department for Environment, Food and Rural Affairs","London","150","150","37420","32560"
"In post","2021","Operational Delivery","Department for Environment, Food and Rural Affairs","North East (England)","290","270","26190","24920"
"In post","2021","Operational Delivery","Department for Environment, Food and Rural Affairs","North West (England)","1050","950","24710","21050"
