"Status","Year","Organisation","Profession_of_post","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","HM Courts and Tribunals Service","Human Resources","50-59","30","30","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Human Resources","60-64","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Human Resources","65+","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Knowledge and Information Management","20-29","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Knowledge and Information Management","30-39","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Knowledge and Information Management","40-49","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Knowledge and Information Management","50-59","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Knowledge and Information Management","60-64","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","20-29","110","110","27590","26550"
"In post","2021","HM Courts and Tribunals Service","Legal","30-39","180","170","35240","34090"
"In post","2021","HM Courts and Tribunals Service","Legal","40-49","340","300","42090","41660"
"In post","2021","HM Courts and Tribunals Service","Legal","50-59","440","400","47270","45100"
"In post","2021","HM Courts and Tribunals Service","Legal","60-64","90","70","48220","46400"
"In post","2021","HM Courts and Tribunals Service","Legal","65+","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Operational Delivery","16-19","40","40","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Operational Delivery","20-29","1970","1930","21110","19930"
"In post","2021","HM Courts and Tribunals Service","Operational Delivery","30-39","2570","2290","22230","20650"
"In post","2021","HM Courts and Tribunals Service","Operational Delivery","40-49","3170","2800","23200","21170"
"In post","2021","HM Courts and Tribunals Service","Operational Delivery","50-59","4610","4220","23220","20910"
"In post","2021","HM Courts and Tribunals Service","Operational Delivery","60-64","1500","1270","21450","20100"
"In post","2021","HM Courts and Tribunals Service","Operational Delivery","65+","660","500","20350","19930"
"In post","2021","HM Courts and Tribunals Service","Operational Research","20-29","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Operational Research","30-39","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Planning","30-39","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Policy","20-29","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Policy","30-39","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Policy","40-49","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Policy","50-59","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Project Delivery","30-39","90","90","37630","32010"
"In post","2021","HM Courts and Tribunals Service","Project Delivery","40-49","80","80","44430","37920"
"In post","2021","HM Courts and Tribunals Service","Project Delivery","50-59","80","80","46370","40580"
"In post","2021","HM Courts and Tribunals Service","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Project Delivery","65+","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Property","20-29","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Property","30-39","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Property","40-49","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Property","50-59","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Property","60-64","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Social Research","20-29","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Social Research","30-39","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Statistics","30-39","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Commercial","20-29","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Commercial","30-39","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Commercial","40-49","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Commercial","50-59","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Communications","20-29","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Communications","30-39","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Communications","40-49","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Communications","50-59","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Digital, Data and Technology","16-19","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Digital, Data and Technology","20-29","120","120","30810","29760"
"In post","2021","HM Land Registry","Digital, Data and Technology","30-39","120","120","38090","38450"
"In post","2021","HM Land Registry","Digital, Data and Technology","40-49","190","180","40950","38450"
"In post","2021","HM Land Registry","Digital, Data and Technology","50-59","190","180","40360","38450"
"In post","2021","HM Land Registry","Digital, Data and Technology","60-64","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Digital, Data and Technology","65+","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Finance","20-29","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Finance","30-39","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Finance","40-49","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Finance","50-59","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Finance","60-64","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Finance","65+","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Human Resources","20-29","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Human Resources","30-39","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Human Resources","40-49","40","30","[c]","[c]"
"In post","2021","HM Land Registry","Human Resources","50-59","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Human Resources","60-64","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Human Resources","65+","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Legal","20-29","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Legal","30-39","50","50","[c]","[c]"
"In post","2021","HM Land Registry","Legal","40-49","60","60","51970","60520"
"In post","2021","HM Land Registry","Legal","50-59","100","90","48660","46590"
"In post","2021","HM Land Registry","Legal","60-64","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Legal","65+","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Operational Delivery","16-19","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Operational Delivery","20-29","910","890","23950","22350"
"In post","2021","HM Land Registry","Operational Delivery","30-39","660","610","25260","22350"
"In post","2021","HM Land Registry","Operational Delivery","40-49","890","810","28780","27130"
"In post","2021","HM Land Registry","Operational Delivery","50-59","2030","1810","30290","27130"
"In post","2021","HM Land Registry","Operational Delivery","60-64","420","300","30530","27130"
"In post","2021","HM Land Registry","Operational Delivery","65+","100","60","29940","27130"
"In post","2021","HM Land Registry","Other","20-29","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Other","30-39","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Other","40-49","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Other","50-59","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Other","60-64","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Project Delivery","16-19","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Project Delivery","40-49","40","40","[c]","[c]"
"In post","2021","HM Land Registry","Project Delivery","50-59","40","40","[c]","[c]"
"In post","2021","HM Land Registry","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Project Delivery","65+","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Property","20-29","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Property","30-39","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Property","40-49","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Property","50-59","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Property","60-64","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Commercial","20-29","40","40","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Commercial","30-39","150","140","42620","42540"
"In post","2021","HM Prison and Probation Service","Commercial","40-49","180","180","49630","46870"
"In post","2021","HM Prison and Probation Service","Commercial","50-59","260","260","54280","52370"
"In post","2021","HM Prison and Probation Service","Commercial","60-64","50","40","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Commercial","65+","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Communications","20-29","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Communications","30-39","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Communications","40-49","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Communications","50-59","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Human Resources","20-29","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Human Resources","30-39","40","30","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Human Resources","40-49","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Human Resources","50-59","50","50","53250","51150"
"In post","2021","HM Prison and Probation Service","Human Resources","60-64","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Human Resources","65+","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Intelligence Analysis","20-29","70","70","28390","26330"
"In post","2021","HM Prison and Probation Service","Intelligence Analysis","30-39","150","140","30490","27380"
"In post","2021","HM Prison and Probation Service","Intelligence Analysis","40-49","100","100","32030","28610"
"In post","2021","HM Prison and Probation Service","Intelligence Analysis","50-59","130","130","31860","28960"
"In post","2021","HM Prison and Probation Service","Intelligence Analysis","60-64","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Intelligence Analysis","65+","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Internal Audit","20-29","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Internal Audit","30-39","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Internal Audit","60-64","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Knowledge and Information Management","20-29","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Knowledge and Information Management","40-49","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Knowledge and Information Management","50-59","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Knowledge and Information Management","60-64","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Operational Delivery","16-19","100","90","22620","22850"
"In post","2021","HM Prison and Probation Service","Operational Delivery","20-29","9800","9670","25950","25300"
"In post","2021","HM Prison and Probation Service","Operational Delivery","30-39","11720","11180","28730","27680"
"In post","2021","HM Prison and Probation Service","Operational Delivery","40-49","10530","10030","31510","31650"
"In post","2021","HM Prison and Probation Service","Operational Delivery","50-59","13230","12540","31620","31650"
"In post","2021","HM Prison and Probation Service","Operational Delivery","60-64","3660","2930","29220","28200"
"In post","2021","HM Prison and Probation Service","Operational Delivery","65+","1080","780","28280","26570"
"In post","2021","HM Prison and Probation Service","Policy","20-29","100","90","27420","27070"
"In post","2021","HM Prison and Probation Service","Policy","30-39","150","150","37460","33900"
"In post","2021","HM Prison and Probation Service","Policy","40-49","150","140","39850","34290"
"In post","2021","HM Prison and Probation Service","Policy","50-59","150","150","43240","32340"
"In post","2021","HM Prison and Probation Service","Policy","60-64","40","40","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Policy","65+","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Psychology","20-29","340","340","27440","27380"
"In post","2021","HM Prison and Probation Service","Psychology","30-39","540","510","34730","31180"
"In post","2021","HM Prison and Probation Service","Psychology","40-49","270","260","43970","45820"
"In post","2021","HM Prison and Probation Service","Psychology","50-59","130","120","38530","30450"
"In post","2021","HM Prison and Probation Service","Psychology","60-64","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Psychology","65+","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Security","20-29","110","110","30750","28350"
"In post","2021","HM Prison and Probation Service","Security","30-39","190","190","37480","35530"
"In post","2021","HM Prison and Probation Service","Security","40-49","170","170","41240","38160"
"In post","2021","HM Prison and Probation Service","Security","50-59","190","190","43160","38750"
"In post","2021","HM Prison and Probation Service","Security","60-64","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Security","65+","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Statistics","30-39","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Statistics","40-49","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Commercial","20-29","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Commercial","30-39","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Commercial","40-49","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Commercial","50-59","30","30","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Commercial","60-64","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Communications","16-19","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Communications","20-29","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Communications","30-39","50","40","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Communications","40-49","80","70","46950","41150"
"In post","2021","HM Revenue and Customs (excl. agencies)","Communications","50-59","70","70","45060","41760"
"In post","2021","HM Revenue and Customs (excl. agencies)","Communications","60-64","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","20-29","300","300","32490","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","30-39","390","380","37560","36160"
"In post","2021","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","40-49","490","480","42530","38630"
"In post","2021","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","50-59","570","550","42910","38630"
"In post","2021","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","60-64","140","110","39140","35000"
"In post","2021","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","65+","40","30","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Economics","16-19","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Economics","20-29","70","70","37970","36160"
"In post","2021","HM Revenue and Customs (excl. agencies)","Economics","30-39","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Economics","40-49","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Economics","50-59","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Economics","65+","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Finance","16-19","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Finance","20-29","110","100","26300","20140"
"In post","2021","HM Revenue and Customs (excl. agencies)","Finance","30-39","180","170","36970","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Finance","40-49","370","350","37440","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Finance","50-59","660","580","33420","28130"
"In post","2021","HM Revenue and Customs (excl. agencies)","Finance","60-64","150","100","28700","21440"
"In post","2021","HM Revenue and Customs (excl. agencies)","Finance","65+","40","30","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Human Resources","16-19","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Human Resources","20-29","60","60","35390","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Human Resources","30-39","120","120","39910","32100"
"In post","2021","HM Revenue and Customs (excl. agencies)","Human Resources","40-49","180","170","44050","38630"
"In post","2021","HM Revenue and Customs (excl. agencies)","Human Resources","50-59","240","230","42240","38630"
"In post","2021","HM Revenue and Customs (excl. agencies)","Human Resources","60-64","50","40","36580","35000"
"In post","2021","HM Revenue and Customs (excl. agencies)","Human Resources","65+","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","20-29","40","40","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","30-39","60","60","38820","36160"
"In post","2021","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","40-49","50","50","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","50-59","30","30","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","60-64","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","65+","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Internal Audit","20-29","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Internal Audit","30-39","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Internal Audit","50-59","30","30","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Internal Audit","60-64","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Internal Audit","65+","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","International Trade","20-29","30","30","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","International Trade","30-39","40","30","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","International Trade","40-49","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","International Trade","50-59","40","40","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","International Trade","60-64","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","International Trade","65+","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","20-29","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","30-39","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","40-49","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","50-59","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","60-64","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","65+","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Legal","20-29","530","530","28450","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Legal","30-39","870","850","32710","29570"
"In post","2021","HM Revenue and Customs (excl. agencies)","Legal","40-49","930","900","34110","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Legal","50-59","1100","1060","35440","32100"
"In post","2021","HM Revenue and Customs (excl. agencies)","Legal","60-64","220","170","34700","32440"
"In post","2021","HM Revenue and Customs (excl. agencies)","Legal","65+","70","50","34300","29800"
"In post","2021","HM Revenue and Customs (excl. agencies)","Operational Delivery","16-19","30","30","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Operational Delivery","20-29","2940","2860","23790","20140"
"In post","2021","HM Revenue and Customs (excl. agencies)","Operational Delivery","30-39","5020","4630","25510","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Operational Delivery","40-49","6100","5480","25920","21440"
"In post","2021","HM Revenue and Customs (excl. agencies)","Operational Delivery","50-59","9050","7940","26320","21440"
"In post","2021","HM Revenue and Customs (excl. agencies)","Operational Delivery","60-64","3040","2260","24570","21440"
"In post","2021","HM Revenue and Customs (excl. agencies)","Operational Delivery","65+","830","600","24230","21440"
"In post","2021","HM Revenue and Customs (excl. agencies)","Operational Research","20-29","50","50","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Operational Research","30-39","30","30","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Operational Research","40-49","30","30","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Operational Research","50-59","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Operational Research","60-64","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Operational Research","65+","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Other","20-29","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Other","30-39","80","80","42600","38630"
"In post","2021","HM Revenue and Customs (excl. agencies)","Other","40-49","120","120","43470","38630"
"In post","2021","HM Revenue and Customs (excl. agencies)","Other","50-59","190","170","40480","36590"
"In post","2021","HM Revenue and Customs (excl. agencies)","Other","60-64","60","50","41330","35000"
"In post","2021","HM Revenue and Customs (excl. agencies)","Other","65+","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Policy","16-19","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Policy","20-29","60","60","41250","36160"
"In post","2021","HM Revenue and Customs (excl. agencies)","Policy","30-39","180","170","55330","59160"
"In post","2021","HM Revenue and Customs (excl. agencies)","Policy","40-49","280","260","53570","52580"
"In post","2021","HM Revenue and Customs (excl. agencies)","Policy","50-59","490","470","52850","52580"
"In post","2021","HM Revenue and Customs (excl. agencies)","Policy","60-64","90","70","50370","44610"
"In post","2021","HM Revenue and Customs (excl. agencies)","Policy","65+","30","20","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Project Delivery","20-29","200","200","32680","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Project Delivery","30-39","440","420","39710","38630"
"In post","2021","HM Revenue and Customs (excl. agencies)","Project Delivery","40-49","750","730","43700","38630"
"In post","2021","HM Revenue and Customs (excl. agencies)","Project Delivery","50-59","930","900","45850","39750"
"In post","2021","HM Revenue and Customs (excl. agencies)","Project Delivery","60-64","150","120","43300","39450"
"In post","2021","HM Revenue and Customs (excl. agencies)","Project Delivery","65+","30","20","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Property","20-29","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Property","30-39","40","40","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Property","40-49","60","60","38220","34350"
"In post","2021","HM Revenue and Customs (excl. agencies)","Property","50-59","100","100","41880","38630"
"In post","2021","HM Revenue and Customs (excl. agencies)","Property","60-64","30","30","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Property","65+","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Security","20-29","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Security","30-39","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Security","40-49","50","50","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Security","50-59","80","70","42580","38630"
"In post","2021","HM Revenue and Customs (excl. agencies)","Security","60-64","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Security","65+","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Social Research","20-29","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Social Research","30-39","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Social Research","40-49","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Social Research","50-59","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Statistics","20-29","90","90","36120","36160"
"In post","2021","HM Revenue and Customs (excl. agencies)","Statistics","30-39","80","70","46220","41760"
"In post","2021","HM Revenue and Customs (excl. agencies)","Statistics","40-49","50","50","49260","49270"
"In post","2021","HM Revenue and Customs (excl. agencies)","Statistics","50-59","40","40","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Statistics","60-64","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Statistics","65+","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","16-19","150","140","20350","20140"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","20-29","3720","3640","26910","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","30-39","4350","4210","32600","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","40-49","3370","3220","34520","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","50-59","4570","4350","37090","32520"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","60-64","1230","930","37190","33530"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","65+","350","240","37490","35000"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","16-19","30","30","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","20-29","1540","1510","27360","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","30-39","1330","1270","32850","29570"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","40-49","880","840","36110","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","50-59","590","570","37400","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","60-64","100","90","30390","20570"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Commercial","20-29","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Commercial","30-39","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Commercial","50-59","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Communications","20-29","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Communications","30-39","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Communications","40-49","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Communications","50-59","[c]","[c]","[c]","[c]"
