"Status","Year","Function_of_post","Responsibility_level","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Finance","G6/G7","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Coventry","120","110","53350","50630"
"In post","2022","Finance","G6/G7","Croydon","30","30","[c]","[c]"
"In post","2022","Finance","G6/G7","Darlington","40","40","[c]","[c]"
"In post","2022","Finance","G6/G7","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Ealing","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","East Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Falkirk","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Hackney and Newham","50","50","[c]","[c]"
"In post","2022","Finance","G6/G7","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Lambeth","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Leeds","200","190","56210","53940"
"In post","2022","Finance","G6/G7","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Liverpool","30","30","[c]","[c]"
"In post","2022","Finance","G6/G7","Manchester","130","130","55790","52370"
"In post","2022","Finance","G6/G7","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Mid Ulster","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Nottingham","50","50","56590","55210"
"In post","2022","Finance","G6/G7","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Sheffield","120","110","54910","51290"
"In post","2022","Finance","G6/G7","Solihull","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","South Lanarkshire","50","40","[c]","[c]"
"In post","2022","Finance","G6/G7","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Sunderland","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Swansea","40","30","[c]","[c]"
"In post","2022","Finance","G6/G7","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Tower Hamlets","100","90","63040","62120"
"In post","2022","Finance","G6/G7","Tyneside","160","150","56910","55210"
"In post","2022","Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","West Essex","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Westminster","810","790","61120","59540"
"In post","2022","Finance","G6/G7","Wiltshire","50","40","[c]","[c]"
"In post","2022","Finance","G6/G7","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","York","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Barnet","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Blackpool","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Sunderland","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Westminster","150","140","89330","81700"
"In post","2022","Finance","SCS","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Barnet","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Bath and North East Somerset, North Somerset and South Gloucestershire","270","260","38240","39090"
"In post","2022","Finance","SEO/HEO","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Birmingham","90","90","38000","36970"
"In post","2022","Finance","SEO/HEO","Blackpool","190","180","34930","35310"
"In post","2022","Finance","SEO/HEO","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Bristol, City of","100","90","35270","36500"
"In post","2022","Finance","SEO/HEO","Buckinghamshire","80","70","38730","35300"
"In post","2022","Finance","SEO/HEO","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Cardiff and Vale of Glamorgan","60","50","36380","35730"
"In post","2022","Finance","SEO/HEO","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Central Hampshire","120","110","37690","34890"
"In post","2022","Finance","SEO/HEO","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","City of Edinburgh","60","60","38010","38020"
"In post","2022","Finance","SEO/HEO","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Coventry","230","220","34280","36500"
"In post","2022","Finance","SEO/HEO","Croydon","50","50","41110","40910"
"In post","2022","Finance","SEO/HEO","Darlington","90","90","33660","30900"
"In post","2022","Finance","SEO/HEO","Devon CC","40","30","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Falkirk","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Glasgow City","30","30","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Greater Manchester South West","50","50","36480","33370"
"In post","2022","Finance","SEO/HEO","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Hackney and Newham","110","100","40880","40910"
"In post","2022","Finance","SEO/HEO","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Hertfordshire CC","40","40","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Lambeth","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Leeds","350","330","35230","35310"
"In post","2022","Finance","SEO/HEO","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Liverpool","60","60","36230","35430"
"In post","2022","Finance","SEO/HEO","Manchester","230","220","35240","35310"
"In post","2022","Finance","SEO/HEO","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Mid Lancashire","40","40","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","North Lanarkshire","60","50","36040","33370"
"In post","2022","Finance","SEO/HEO","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Nottingham","90","90","36130","33690"
"In post","2022","Finance","SEO/HEO","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Plymouth","50","40","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Portsmouth","60","60","39360","40000"
"In post","2022","Finance","SEO/HEO","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Sheffield","300","280","34800","35310"
"In post","2022","Finance","SEO/HEO","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","South Lanarkshire","60","50","35490","33930"
"In post","2022","Finance","SEO/HEO","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Staffordshire CC","40","40","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Sunderland","40","40","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Swansea","100","90","37110","38000"
"In post","2022","Finance","SEO/HEO","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Telford and Wrekin","40","40","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Torbay","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Tower Hamlets","130","130","41160","41750"
"In post","2022","Finance","SEO/HEO","Tyneside","330","310","35510","35210"
"In post","2022","Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","West Essex","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","West Sussex (South West)","90","90","36810","35980"
"In post","2022","Finance","SEO/HEO","Westminster","990","970","39770","40050"
"In post","2022","Finance","SEO/HEO","Wiltshire","110","100","38770","38070"
"In post","2022","Finance","SEO/HEO","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","York","40","40","[c]","[c]"
"In post","2022","Finance","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","50","50","[c]","[c]"
"In post","2022","Finance","Unknown","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","AA/AO","Berkshire","80","70","21300","21300"
"In post","2022","Grants Management","AA/AO","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","AA/AO","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","AA/AO","Cheshire East","70","60","21300","21300"
"In post","2022","Grants Management","AA/AO","Devon CC","80","70","21300","21300"
"In post","2022","Grants Management","AA/AO","East Cumbria","140","120","21300","21300"
"In post","2022","Grants Management","AA/AO","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","AA/AO","Leeds","40","40","[c]","[c]"
"In post","2022","Grants Management","AA/AO","Nottingham","50","50","21040","21300"
"In post","2022","Grants Management","AA/AO","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","AA/AO","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","AA/AO","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","AA/AO","Tyneside","250","230","21250","21300"
"In post","2022","Grants Management","AA/AO","West Cumbria","360","320","21300","21300"
"In post","2022","Grants Management","AA/AO","Worcestershire CC","80","80","21300","21300"
"In post","2022","Grants Management","AA/AO","York","80","70","21270","21300"
"In post","2022","Grants Management","EO","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","EO","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","EO","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","EO","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","EO","Cheshire East","30","30","[c]","[c]"
"In post","2022","Grants Management","EO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","EO","Devon CC","60","50","25860","25890"
"In post","2022","Grants Management","EO","East Cumbria","80","70","25530","25190"
"In post","2022","Grants Management","EO","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","EO","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","EO","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","EO","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","EO","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","EO","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","EO","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","EO","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","EO","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","EO","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","EO","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","EO","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","EO","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","EO","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","EO","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","EO","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","EO","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","EO","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","EO","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","EO","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","EO","Tyneside","80","80","25280","24920"
"In post","2022","Grants Management","EO","Walsall","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","EO","West Cumbria","100","90","25210","25100"
"In post","2022","Grants Management","EO","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","EO","Worcestershire CC","50","40","[c]","[c]"
"In post","2022","Grants Management","EO","York","50","50","25320","24920"
"In post","2022","Grants Management","G6/G7","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","G6/G7","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","G6/G7","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","G6/G7","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","G6/G7","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","G6/G7","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","G6/G7","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","G6/G7","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","G6/G7","Nottingham","[c]","[c]","[c]","[c]"
