"Status","Year","Parent_department","Responsibility_level","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Scottish Government","SEO/HEO","Unknown","4640","4450","38780","38540"
"In post","2021","Scottish Government","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","AA/AO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","AA/AO","No function","60","60","20970","20650"
"In post","2021","The National Archives","EO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","EO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","EO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","EO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","EO","No function","50","50","[c]","[c]"
"In post","2021","The National Archives","EO","Property","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","G6/G7","Finance","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","G6/G7","No function","40","40","[c]","[c]"
"In post","2021","The National Archives","G6/G7","Property","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","SCS","No function","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","SEO/HEO","Digital, Data & Technology","70","70","40560","38230"
"In post","2021","The National Archives","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","SEO/HEO","No function","170","170","34290","34260"
"In post","2021","The National Archives","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","AA/AO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","EO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","EO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","EO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","EO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","EO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","EO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","EO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","EO","Security","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","G6/G7","Commercial","60","60","67590","65320"
"In post","2021","UK Export Finance","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","G6/G7","Finance","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","G6/G7","Legal","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","G6/G7","Security","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","SCS","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","SCS","Communications","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","SCS","Finance","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","SCS","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","SCS","Legal","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","SEO/HEO","Commercial","100","100","42940","43700"
"In post","2021","UK Export Finance","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","SEO/HEO","Debt","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","AA/AO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","EO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","EO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","EO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","EO","Property","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","G6/G7","Finance","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","G6/G7","Legal","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","G6/G7","Property","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","SCS","Legal","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","AA/AO","Analysis","60","60","19490","19130"
"In post","2021","United Kingdom Statistics Authority","AA/AO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","AA/AO","No function","1380","960","19640","19520"
"In post","2021","United Kingdom Statistics Authority","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","EO","Analysis","190","170","24160","23050"
"In post","2021","United Kingdom Statistics Authority","EO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","EO","Digital, Data & Technology","90","80","23740","23050"
"In post","2021","United Kingdom Statistics Authority","EO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","EO","Human Resources","30","30","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","EO","No function","420","390","23910","23050"
"In post","2021","United Kingdom Statistics Authority","EO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","EO","Property","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","EO","Security","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","G6/G7","Analysis","350","340","52720","50090"
"In post","2021","United Kingdom Statistics Authority","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","G6/G7","Digital, Data & Technology","220","210","52760","50090"
"In post","2021","United Kingdom Statistics Authority","G6/G7","Finance","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","G6/G7","Human Resources","50","40","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","G6/G7","No function","160","150","52400","50090"
"In post","2021","United Kingdom Statistics Authority","G6/G7","Project Delivery","90","90","52380","49120"
"In post","2021","United Kingdom Statistics Authority","G6/G7","Property","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","G6/G7","Security","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","SCS","Analysis","40","40","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","SCS","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","SCS","Communications","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","SCS","Finance","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","SCS","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","SCS","No function","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","SCS","Security","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","SEO/HEO","Analysis","1060","1020","33600","32540"
"In post","2021","United Kingdom Statistics Authority","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","SEO/HEO","Communications","60","50","33220","32540"
"In post","2021","United Kingdom Statistics Authority","SEO/HEO","Digital, Data & Technology","280","280","34540","36030"
"In post","2021","United Kingdom Statistics Authority","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","SEO/HEO","Human Resources","120","120","33060","32520"
"In post","2021","United Kingdom Statistics Authority","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","SEO/HEO","No function","600","570","32920","31700"
"In post","2021","United Kingdom Statistics Authority","SEO/HEO","Project Delivery","120","120","33700","36030"
"In post","2021","United Kingdom Statistics Authority","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","AA/AO","No function","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","EO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","EO","No function","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","G6/G7","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","G6/G7","No function","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","SCS","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","SCS","No function","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","AA/AO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","AA/AO","No function","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","EO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","EO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","EO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","EO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","EO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","EO","No function","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","G6/G7","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","G6/G7","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","G6/G7","No function","30","30","[c]","[c]"
"In post","2021","Water Services Regulation Authority","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","SCS","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","SCS","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","SCS","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","SCS","No function","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","SEO/HEO","No function","60","50","48760","48760"
"In post","2021","Water Services Regulation Authority","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","AA/AO","Unknown","970","890","23340","23830"
"In post","2021","Welsh Government","EO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","EO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","EO","Unknown","1010","950","28700","28850"
"In post","2021","Welsh Government","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","G6/G7","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","G6/G7","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","G6/G7","Unknown","1040","1000","61610","60830"
"In post","2021","Welsh Government","SCS","Unknown","180","170","89800","81760"
"In post","2021","Welsh Government","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","SEO/HEO","Unknown","2550","2420","40840","37410"
"In post","2022","Attorney General's Departments","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","AA/AO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","AA/AO","Finance","40","30","[c]","[c]"
"In post","2022","Attorney General's Departments","AA/AO","Human Resources","30","30","[c]","[c]"
"In post","2022","Attorney General's Departments","AA/AO","Legal","1430","1310","22730","22200"
"In post","2022","Attorney General's Departments","AA/AO","No function","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","AA/AO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","AA/AO","Security","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","EO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","EO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","EO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","EO","Counter Fraud","40","40","[c]","[c]"
"In post","2022","Attorney General's Departments","EO","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2022","Attorney General's Departments","EO","Finance","40","40","[c]","[c]"
"In post","2022","Attorney General's Departments","EO","Human Resources","50","50","[c]","[c]"
"In post","2022","Attorney General's Departments","EO","Legal","1630","1530","27920","27760"
"In post","2022","Attorney General's Departments","EO","No function","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","EO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","EO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","EO","Security","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","G6/G7","Counter Fraud","80","80","65280","66200"
"In post","2022","Attorney General's Departments","G6/G7","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2022","Attorney General's Departments","G6/G7","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","G6/G7","Human Resources","80","80","58920","55610"
"In post","2022","Attorney General's Departments","G6/G7","Legal","4660","4300","58000","55610"
"In post","2022","Attorney General's Departments","G6/G7","No function","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","G6/G7","Property","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","G6/G7","Security","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","G6/G7","Unknown","70","70","58430","54760"
"In post","2022","Attorney General's Departments","SCS","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","SCS","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","SCS","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","SCS","Legal","280","270","86010","82360"
"In post","2022","Attorney General's Departments","SCS","No function","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","SEO/HEO","Communications","40","40","[c]","[c]"
"In post","2022","Attorney General's Departments","SEO/HEO","Counter Fraud","120","110","38080","40000"
"In post","2022","Attorney General's Departments","SEO/HEO","Digital, Data & Technology","110","110","36780","38180"
"In post","2022","Attorney General's Departments","SEO/HEO","Finance","40","40","[c]","[c]"
"In post","2022","Attorney General's Departments","SEO/HEO","Human Resources","90","90","34430","33700"
"In post","2022","Attorney General's Departments","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","SEO/HEO","Legal","900","870","36390","36240"
"In post","2022","Attorney General's Departments","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","SEO/HEO","Unknown","60","60","36980","38180"
"In post","2022","Cabinet Office","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","AA/AO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","AA/AO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","AA/AO","Human Resources","180","170","21160","21050"
"In post","2022","Cabinet Office","AA/AO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","AA/AO","No function","110","110","23320","24490"
"In post","2022","Cabinet Office","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","AA/AO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","AA/AO","Security","180","160","21220","21170"
"In post","2022","Cabinet Office","EO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","EO","Commercial","80","70","26350","25950"
"In post","2022","Cabinet Office","EO","Communications","40","40","[c]","[c]"
"In post","2022","Cabinet Office","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","EO","Digital, Data & Technology","90","90","26850","27500"
"In post","2022","Cabinet Office","EO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","EO","Human Resources","200","190","25930","25550"
"In post","2022","Cabinet Office","EO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","EO","No function","310","300","27540","27500"
"In post","2022","Cabinet Office","EO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","EO","Property","30","30","[c]","[c]"
"In post","2022","Cabinet Office","EO","Security","240","230","25730","26350"
"In post","2022","Cabinet Office","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","G6/G7","Commercial","1270","1250","64600","64500"
"In post","2022","Cabinet Office","G6/G7","Communications","140","130","58710","55280"
"In post","2022","Cabinet Office","G6/G7","Counter Fraud","60","50","57350","54700"
"In post","2022","Cabinet Office","G6/G7","Digital, Data & Technology","750","730","57240","54700"
"In post","2022","Cabinet Office","G6/G7","Finance","60","60","57620","56330"
"In post","2022","Cabinet Office","G6/G7","Human Resources","310","300","56930","54700"
"In post","2022","Cabinet Office","G6/G7","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","G6/G7","No function","1030","1020","58060","54700"
"In post","2022","Cabinet Office","G6/G7","Project Delivery","90","80","58680","56610"
"In post","2022","Cabinet Office","G6/G7","Property","200","200","58410","56520"
"In post","2022","Cabinet Office","G6/G7","Security","110","100","58250","54700"
"In post","2022","Cabinet Office","SCS","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","SCS","Commercial","240","240","118580","116730"
"In post","2022","Cabinet Office","SCS","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","SCS","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2022","Cabinet Office","SCS","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","SCS","Human Resources","50","50","[c]","[c]"
"In post","2022","Cabinet Office","SCS","Legal","50","50","85440","79760"
"In post","2022","Cabinet Office","SCS","No function","240","240","86940","78000"
"In post","2022","Cabinet Office","SCS","Project Delivery","60","60","114370","115000"
"In post","2022","Cabinet Office","SCS","Property","30","30","[c]","[c]"
"In post","2022","Cabinet Office","SCS","Security","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","SEO/HEO","Commercial","430","420","36400","38330"
"In post","2022","Cabinet Office","SEO/HEO","Communications","170","170","38460","40600"
"In post","2022","Cabinet Office","SEO/HEO","Counter Fraud","50","50","35700","35590"
"In post","2022","Cabinet Office","SEO/HEO","Digital, Data & Technology","390","390","36960","37300"
"In post","2022","Cabinet Office","SEO/HEO","Finance","50","50","[c]","[c]"
"In post","2022","Cabinet Office","SEO/HEO","Human Resources","450","430","36030","36320"
"In post","2022","Cabinet Office","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","SEO/HEO","No function","2520","2510","32120","32000"
"In post","2022","Cabinet Office","SEO/HEO","Project Delivery","50","50","[c]","[c]"
"In post","2022","Cabinet Office","SEO/HEO","Property","150","150","36370","36700"
"In post","2022","Cabinet Office","SEO/HEO","Security","450","440","34950","33300"
"In post","2022","Cabinet Office","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","AA/AO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","AA/AO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","AA/AO","No function","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","AA/AO","Security","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","EO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","EO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","EO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","EO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","EO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","EO","No function","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","EO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","EO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","EO","Security","[c]","[c]","[c]","[c]"
