"Status","Year","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","290","280","35000","31560"
"New entrant CS","2021","Communications","Male","180","180","37970","33110"
"New entrant CS","2021","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Male","30","30","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","640","630","39120","35900"
"New entrant CS","2021","Digital, Data and Technology","Male","1210","1200","41430","38180"
"New entrant CS","2021","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Female","180","180","31190","31800"
"New entrant CS","2021","Economics","Male","300","300","32450","32390"
"New entrant CS","2021","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","400","380","34630","32330"
"New entrant CS","2021","Finance","Male","320","320","37150","32790"
"New entrant CS","2021","Human Resources","Female","510","490","33120","29180"
"New entrant CS","2021","Human Resources","Male","200","200","34910","29540"
"New entrant CS","2021","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Female","60","60","61110","67500"
"New entrant CS","2021","Inspector of Education and Training","Male","30","30","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Female","60","60","38870","31920"
"New entrant CS","2021","Intelligence Analysis","Male","100","100","37160","30860"
"New entrant CS","2021","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Female","80","80","32700","31800"
"New entrant CS","2021","International Trade","Male","60","60","33960","31800"
"New entrant CS","2021","Knowledge and Information Management","Female","90","80","29760","28590"
"New entrant CS","2021","Knowledge and Information Management","Male","90","90","34870","32000"
"New entrant CS","2021","Legal","Female","580","560","41810","43920"
"New entrant CS","2021","Legal","Male","350","340","42440","43920"
"New entrant CS","2021","Medicine","Female","280","230","47690","37890"
"New entrant CS","2021","Medicine","Male","110","90","62230","65220"
"New entrant CS","2021","Operational Delivery","Female","9200","8770","25040","22850"
"New entrant CS","2021","Operational Delivery","Male","6810","6640","26280","22920"
"New entrant CS","2021","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Female","50","50","[c]","[c]"
"New entrant CS","2021","Operational Research","Male","70","70","32820","33480"
"New entrant CS","2021","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Female","940","910","27120","23450"
"New entrant CS","2021","Other","Male","880","880","29660","26260"
"New entrant CS","2021","Planning","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Female","1860","1830","36420","33160"
"New entrant CS","2021","Policy","Male","1460","1450","38640","33570"
"New entrant CS","2021","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Female","580","570","35890","33300"
"New entrant CS","2021","Project Delivery","Male","600","600","39430","36720"
"New entrant CS","2021","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Female","180","170","30840","29070"
"New entrant CS","2021","Property","Male","310","310","35430","30730"
"New entrant CS","2021","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Female","110","110","26590","24620"
"New entrant CS","2021","Psychology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Female","640","570","32300","29960"
"New entrant CS","2021","Science and Engineering","Male","670","660","30860","28000"
"New entrant CS","2021","Security","Female","170","170","26650","24540"
"New entrant CS","2021","Security","Male","580","580","27560","24580"
"New entrant CS","2021","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Female","150","150","33600","32540"
"New entrant CS","2021","Social Research","Male","50","50","33300","32540"
"New entrant CS","2021","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Female","180","170","33570","31810"
"New entrant CS","2021","Statistics","Male","170","170","33490","31810"
"New entrant CS","2021","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Female","1620","1570","22340","20140"
"New entrant CS","2021","Tax","Male","1620","1600","22830","20140"
"New entrant CS","2021","Unknown","Female","12480","12120","28220","27570"
"New entrant CS","2021","Unknown","Male","8970","8910","28880","27570"
"New entrant CS","2021","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Female","470","430","32480","30360"
"New entrant CS","2022","Commercial","Male","340","310","32730","29920"
"New entrant CS","2022","Communications","Female","390","360","36200","33210"
"New entrant CS","2022","Communications","Male","210","200","35850","32560"
"New entrant CS","2022","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","410","390","26000","27570"
"New entrant CS","2022","Counter Fraud","Male","300","290","26760","27570"
"New entrant CS","2022","Digital, Data and Technology","Female","1010","980","36760","33840"
"New entrant CS","2022","Digital, Data and Technology","Male","1790","1760","39020","35900"
"New entrant CS","2022","Economics","Female","150","140","32810","30770"
"New entrant CS","2022","Economics","Male","250","250","35230","31800"
"New entrant CS","2022","Finance","Female","640","580","34900","32190"
"New entrant CS","2022","Finance","Male","570","540","35390","33000"
"New entrant CS","2022","Geography","Female","30","30","[c]","[c]"
"New entrant CS","2022","Geography","Male","60","60","28650","20420"
"New entrant CS","2022","Human Resources","Female","820","770","33090","29160"
"New entrant CS","2022","Human Resources","Male","320","310","34630","30330"
"New entrant CS","2022","Inspector of Education and Training","Female","130","130","56310","46360"
"New entrant CS","2022","Inspector of Education and Training","Male","40","40","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Female","100","90","29090","28700"
"New entrant CS","2022","Intelligence Analysis","Male","120","120","30170","28700"
"New entrant CS","2022","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Male","40","40","[c]","[c]"
"New entrant CS","2022","International Trade","Female","110","110","36840","31800"
"New entrant CS","2022","International Trade","Male","90","90","37190","31800"
"New entrant CS","2022","Knowledge and Information Management","Female","130","120","30880","28500"
"New entrant CS","2022","Knowledge and Information Management","Male","90","90","31150","29230"
"New entrant CS","2022","Legal","Female","610","590","42060","41750"
"New entrant CS","2022","Legal","Male","330","330","42450","41750"
"New entrant CS","2022","Medicine","Female","240","200","47070","39030"
"New entrant CS","2022","Medicine","Male","100","80","60910","63860"
"New entrant CS","2022","Operational Delivery","Female","22220","21080","26030","23770"
"New entrant CS","2022","Operational Delivery","Male","14600","14160","26640","24800"
"New entrant CS","2022","Operational Research","Female","60","60","32500","31000"
"New entrant CS","2022","Operational Research","Male","60","60","32170","31000"
"New entrant CS","2022","Other","Female","1350","1300","26370","22000"
"New entrant CS","2022","Other","Male","1280","1270","27960","24250"
"New entrant CS","2022","Planning","Female","40","40","[c]","[c]"
"New entrant CS","2022","Planning","Male","40","30","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Female","2230","2170","36200","33210"
"New entrant CS","2022","Policy","Male","1670","1650","36920","33570"
"New entrant CS","2022","Project Delivery","Female","630","610","36040","33570"
"New entrant CS","2022","Project Delivery","Male","610","600","38560","36540"
"New entrant CS","2022","Property","Female","340","320","32890","28230"
"New entrant CS","2022","Property","Male","440","440","36070","33000"
"New entrant CS","2022","Psychology","Female","180","180","26600","27700"
"New entrant CS","2022","Psychology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Female","710","670","31920","29230"
"New entrant CS","2022","Science and Engineering","Male","980","970","32250","29500"
"New entrant CS","2022","Security","Female","150","150","28050","25000"
"New entrant CS","2022","Security","Male","510","510","28470","25000"
"New entrant CS","2022","Social Research","Female","230","220","34220","32350"
"New entrant CS","2022","Social Research","Male","80","80","34590","31000"
"New entrant CS","2022","Statistics","Female","170","160","30660","30710"
"New entrant CS","2022","Statistics","Male","210","210","32610","30710"
"New entrant CS","2022","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tax","Female","1230","1190","27000","26590"
"New entrant CS","2022","Tax","Male","1320","1300","27720","26590"
"New entrant CS","2022","Unknown","Female","4600","4430","31700","27570"
"New entrant CS","2022","Unknown","Male","3480","3420","33720","27940"
"New entrant CS","2022","Veterinarian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","",""
"Profession_of_post","Professions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","",""
"","Cabinet Office (excl agencies) reported profession information for only 60 out of a total 9,930 employees.","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any professions information for their employees.","","","","","",""
"Sex","Self reported sex.","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
