"Status","Year","Parent_department","Responsibility_level","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Water Services Regulation Authority","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","SEO/HEO","Heterosexual / straight","50","50","[c]","[c]"
"In post","2021","Water Services Regulation Authority","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","SEO/HEO","Unknown","80","70","47960","47000"
"In post","2021","Welsh Government","AA/AO","Heterosexual / straight","790","720","23410","23830"
"In post","2021","Welsh Government","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","AA/AO","Undeclared","100","90","23620","23830"
"In post","2021","Welsh Government","AA/AO","Unknown","60","50","22180","22160"
"In post","2021","Welsh Government","EO","Heterosexual / straight","840","780","28730","28850"
"In post","2021","Welsh Government","EO","LGBO","40","40","[c]","[c]"
"In post","2021","Welsh Government","EO","Undeclared","100","100","28780","28850"
"In post","2021","Welsh Government","EO","Unknown","40","40","[c]","[c]"
"In post","2021","Welsh Government","G6/G7","Heterosexual / straight","810","780","61620","60830"
"In post","2021","Welsh Government","G6/G7","LGBO","40","40","[c]","[c]"
"In post","2021","Welsh Government","G6/G7","Undeclared","150","140","61640","60830"
"In post","2021","Welsh Government","G6/G7","Unknown","50","50","62920","60830"
"In post","2021","Welsh Government","SCS","Heterosexual / straight","130","130","90220","81980"
"In post","2021","Welsh Government","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","SEO/HEO","Heterosexual / straight","2090","1980","40840","37410"
"In post","2021","Welsh Government","SEO/HEO","LGBO","90","90","40350","37410"
"In post","2021","Welsh Government","SEO/HEO","Undeclared","320","300","41020","37410"
"In post","2021","Welsh Government","SEO/HEO","Unknown","60","50","40490","39310"
"In post","2022","Attorney General's Departments","AA/AO","Heterosexual / straight","1110","1020","22720","22200"
"In post","2022","Attorney General's Departments","AA/AO","LGBO","80","70","22260","22200"
"In post","2022","Attorney General's Departments","AA/AO","Undeclared","60","50","22450","22200"
"In post","2022","Attorney General's Departments","AA/AO","Unknown","290","250","22900","22200"
"In post","2022","Attorney General's Departments","EO","Heterosexual / straight","1350","1280","27710","27350"
"In post","2022","Attorney General's Departments","EO","LGBO","100","100","27770","27050"
"In post","2022","Attorney General's Departments","EO","Undeclared","80","80","27850","27400"
"In post","2022","Attorney General's Departments","EO","Unknown","340","310","28310","28430"
"In post","2022","Attorney General's Departments","G6/G7","Heterosexual / straight","3470","3240","57340","55000"
"In post","2022","Attorney General's Departments","G6/G7","LGBO","200","190","59400","55820"
"In post","2022","Attorney General's Departments","G6/G7","Undeclared","220","200","59110","55670"
"In post","2022","Attorney General's Departments","G6/G7","Unknown","1140","1020","60360","59380"
"In post","2022","Attorney General's Departments","SCS","Heterosexual / straight","210","200","88230","82540"
"In post","2022","Attorney General's Departments","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","SCS","Unknown","60","60","88140","81010"
"In post","2022","Attorney General's Departments","SEO/HEO","Heterosexual / straight","1110","1070","36250","36240"
"In post","2022","Attorney General's Departments","SEO/HEO","LGBO","70","70","36590","38000"
"In post","2022","Attorney General's Departments","SEO/HEO","Undeclared","60","50","37110","38000"
"In post","2022","Attorney General's Departments","SEO/HEO","Unknown","230","220","36150","35020"
"In post","2022","Cabinet Office","AA/AO","Heterosexual / straight","320","300","21800","21050"
"In post","2022","Cabinet Office","AA/AO","LGBO","30","30","[c]","[c]"
"In post","2022","Cabinet Office","AA/AO","Undeclared","30","30","[c]","[c]"
"In post","2022","Cabinet Office","AA/AO","Unknown","110","100","21770","21170"
"In post","2022","Cabinet Office","EO","Heterosexual / straight","700","680","26520","26690"
"In post","2022","Cabinet Office","EO","LGBO","70","70","26210","26670"
"In post","2022","Cabinet Office","EO","Undeclared","60","60","27170","27500"
"In post","2022","Cabinet Office","EO","Unknown","220","210","26690","27500"
"In post","2022","Cabinet Office","G6/G7","Heterosexual / straight","2030","2000","58120","54700"
"In post","2022","Cabinet Office","G6/G7","LGBO","230","220","57210","54700"
"In post","2022","Cabinet Office","G6/G7","Undeclared","230","220","58210","56340"
"In post","2022","Cabinet Office","G6/G7","Unknown","1520","1500","63010","61710"
"In post","2022","Cabinet Office","SCS","Heterosexual / straight","440","430","97110","87780"
"In post","2022","Cabinet Office","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","SCS","Undeclared","40","40","[c]","[c]"
"In post","2022","Cabinet Office","SCS","Unknown","270","260","107730","1e+05"
"In post","2022","Cabinet Office","SEO/HEO","Heterosexual / straight","2020","1970","36370","35590"
"In post","2022","Cabinet Office","SEO/HEO","LGBO","220","220","36150","34770"
"In post","2022","Cabinet Office","SEO/HEO","Undeclared","210","210","36790","35790"
"In post","2022","Cabinet Office","SEO/HEO","Unknown","2280","2260","31550","29250"
"In post","2022","Chancellor's other departments","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","G6/G7","Heterosexual / straight","150","140","77300","70820"
"In post","2022","Chancellor's other departments","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","G6/G7","Undeclared","40","40","[c]","[c]"
"In post","2022","Chancellor's other departments","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","SEO/HEO","Heterosexual / straight","100","100","40900","40290"
"In post","2022","Chancellor's other departments","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","EO","Heterosexual / straight","50","50","24930","24440"
"In post","2022","Charity Commission","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","EO","Unknown","50","50","25360","24440"
"In post","2022","Charity Commission","G6/G7","Heterosexual / straight","40","40","[c]","[c]"
"In post","2022","Charity Commission","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","SEO/HEO","Heterosexual / straight","140","130","32320","29160"
"In post","2022","Charity Commission","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","SEO/HEO","Unknown","90","90","32990","30470"
"In post","2022","Competition and Markets Authority","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","EO","Heterosexual / straight","60","60","28200","27920"
"In post","2022","Competition and Markets Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","G6/G7","Heterosexual / straight","360","340","65470","62890"
"In post","2022","Competition and Markets Authority","G6/G7","LGBO","30","30","[c]","[c]"
"In post","2022","Competition and Markets Authority","G6/G7","Undeclared","40","40","[c]","[c]"
"In post","2022","Competition and Markets Authority","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","SCS","Heterosexual / straight","110","100","105850","99310"
"In post","2022","Competition and Markets Authority","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","SEO/HEO","Heterosexual / straight","170","160","37690","34870"
"In post","2022","Competition and Markets Authority","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","AA/AO","Heterosexual / straight","840","770","21640","21250"
"In post","2022","Department for Business, Energy and Industrial Strategy","AA/AO","LGBO","70","70","20900","21130"
"In post","2022","Department for Business, Energy and Industrial Strategy","AA/AO","Undeclared","80","70","21950","21850"
"In post","2022","Department for Business, Energy and Industrial Strategy","AA/AO","Unknown","510","460","21520","21130"
"In post","2022","Department for Business, Energy and Industrial Strategy","EO","Heterosexual / straight","1280","1220","26580","26290"
"In post","2022","Department for Business, Energy and Industrial Strategy","EO","LGBO","110","100","26190","25420"
"In post","2022","Department for Business, Energy and Industrial Strategy","EO","Undeclared","140","140","26910","26380"
"In post","2022","Department for Business, Energy and Industrial Strategy","EO","Unknown","430","420","26160","24570"
"In post","2022","Department for Business, Energy and Industrial Strategy","G6/G7","Heterosexual / straight","2960","2860","57390","56380"
"In post","2022","Department for Business, Energy and Industrial Strategy","G6/G7","LGBO","240","240","57090","53750"
"In post","2022","Department for Business, Energy and Industrial Strategy","G6/G7","Undeclared","440","420","57770","56810"
"In post","2022","Department for Business, Energy and Industrial Strategy","G6/G7","Unknown","370","360","58510","57850"
"In post","2022","Department for Business, Energy and Industrial Strategy","SCS","Heterosexual / straight","320","310","88610","82480"
"In post","2022","Department for Business, Energy and Industrial Strategy","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","SEO/HEO","Heterosexual / straight","4370","4220","37720","38000"
"In post","2022","Department for Business, Energy and Industrial Strategy","SEO/HEO","LGBO","420","410","37420","38200"
"In post","2022","Department for Business, Energy and Industrial Strategy","SEO/HEO","Undeclared","630","610","38240","38670"
"In post","2022","Department for Business, Energy and Industrial Strategy","SEO/HEO","Unknown","780","760","38000","39490"
"In post","2022","Department for Digital, Culture, Media and Sport","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","EO","Heterosexual / straight","140","130","26810","26180"
"In post","2022","Department for Digital, Culture, Media and Sport","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","G6/G7","Heterosexual / straight","680","670","56250","54460"
"In post","2022","Department for Digital, Culture, Media and Sport","G6/G7","LGBO","100","100","55740","52250"
"In post","2022","Department for Digital, Culture, Media and Sport","G6/G7","Undeclared","60","60","55800","53260"
"In post","2022","Department for Digital, Culture, Media and Sport","G6/G7","Unknown","70","70","57120","54990"
"In post","2022","Department for Digital, Culture, Media and Sport","SCS","Heterosexual / straight","100","100","83980","75600"
"In post","2022","Department for Digital, Culture, Media and Sport","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","SEO/HEO","Heterosexual / straight","560","560","35410","34020"
"In post","2022","Department for Digital, Culture, Media and Sport","SEO/HEO","LGBO","90","90","34920","34020"
"In post","2022","Department for Digital, Culture, Media and Sport","SEO/HEO","Undeclared","60","60","35450","34020"
"In post","2022","Department for Digital, Culture, Media and Sport","SEO/HEO","Unknown","70","60","36210","34280"
"In post","2022","Department for Education","AA/AO","Heterosexual / straight","80","80","21910","21250"
"In post","2022","Department for Education","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","EO","Heterosexual / straight","680","650","26200","25000"
"In post","2022","Department for Education","EO","LGBO","60","50","26040","25000"
"In post","2022","Department for Education","EO","Undeclared","60","60","27140","26000"
"In post","2022","Department for Education","EO","Unknown","150","140","26570","26000"
"In post","2022","Department for Education","G6/G7","Heterosexual / straight","2380","2290","55780","53420"
"In post","2022","Department for Education","G6/G7","LGBO","170","170","56630","53850"
"In post","2022","Department for Education","G6/G7","Undeclared","240","240","55980","53420"
"In post","2022","Department for Education","G6/G7","Unknown","460","440","56140","53680"
"In post","2022","Department for Education","SCS","Heterosexual / straight","230","220","82280","74100"
"In post","2022","Department for Education","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","SCS","Unknown","40","40","[c]","[c]"
"In post","2022","Department for Education","SEO/HEO","Heterosexual / straight","2960","2850","35400","36500"
"In post","2022","Department for Education","SEO/HEO","LGBO","260","250","35360","36500"
"In post","2022","Department for Education","SEO/HEO","Undeclared","290","280","35900","36500"
"In post","2022","Department for Education","SEO/HEO","Unknown","590","570","35770","36500"
"In post","2022","Department for Environment, Food and Rural Affairs","AA/AO","Heterosexual / straight","1260","1150","21870","21300"
"In post","2022","Department for Environment, Food and Rural Affairs","AA/AO","LGBO","110","100","21980","21300"
"In post","2022","Department for Environment, Food and Rural Affairs","AA/AO","Undeclared","140","130","21750","21300"
"In post","2022","Department for Environment, Food and Rural Affairs","AA/AO","Unknown","890","820","21460","21300"
"In post","2022","Department for Environment, Food and Rural Affairs","EO","Heterosexual / straight","1470","1400","26250","25310"
"In post","2022","Department for Environment, Food and Rural Affairs","EO","LGBO","130","120","26260","25310"
"In post","2022","Department for Environment, Food and Rural Affairs","EO","Undeclared","160","150","26410","25530"
"In post","2022","Department for Environment, Food and Rural Affairs","EO","Unknown","550","510","25710","25190"
"In post","2022","Department for Environment, Food and Rural Affairs","G6/G7","Heterosexual / straight","1900","1840","54340","53200"
"In post","2022","Department for Environment, Food and Rural Affairs","G6/G7","LGBO","150","140","53540","52290"
"In post","2022","Department for Environment, Food and Rural Affairs","G6/G7","Undeclared","220","210","54240","53200"
"In post","2022","Department for Environment, Food and Rural Affairs","G6/G7","Unknown","420","400","54420","52740"
"In post","2022","Department for Environment, Food and Rural Affairs","SCS","Heterosexual / straight","170","160","83360","77450"
"In post","2022","Department for Environment, Food and Rural Affairs","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","Heterosexual / straight","3470","3340","35050","35900"
"In post","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","LGBO","300","290","34360","33510"
"In post","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","Undeclared","450","430","35160","35900"
"In post","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","Unknown","920","880","34710","34710"
"In post","2022","Department for Environment, Food and Rural Affairs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","EO","Heterosexual / straight","160","150","27370","26510"
"In post","2022","Department for International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","EO","Unknown","90","80","27940","26510"
"In post","2022","Department for International Trade","G6/G7","Heterosexual / straight","710","700","56520","53750"
"In post","2022","Department for International Trade","G6/G7","LGBO","80","80","56460","53720"
"In post","2022","Department for International Trade","G6/G7","Undeclared","70","70","56130","53170"
"In post","2022","Department for International Trade","G6/G7","Unknown","300","300","56340","53360"
"In post","2022","Department for International Trade","SCS","Heterosexual / straight","120","120","87490","77000"
"In post","2022","Department for International Trade","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","SCS","Unknown","40","40","[c]","[c]"
"In post","2022","Department for International Trade","SEO/HEO","Heterosexual / straight","730","720","36300","38150"
"In post","2022","Department for International Trade","SEO/HEO","LGBO","90","90","36520","38160"
"In post","2022","Department for International Trade","SEO/HEO","Undeclared","60","60","36890","38160"
"In post","2022","Department for International Trade","SEO/HEO","Unknown","360","360","36280","35560"
"In post","2022","Department for Levelling Up, Housing and Communities","AA/AO","Heterosexual / straight","120","110","22770","22560"
"In post","2022","Department for Levelling Up, Housing and Communities","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","AA/AO","Unknown","80","70","22210","22560"
"In post","2022","Department for Levelling Up, Housing and Communities","EO","Heterosexual / straight","280","270","27650","27850"
"In post","2022","Department for Levelling Up, Housing and Communities","EO","LGBO","50","50","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","EO","Undeclared","30","30","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","EO","Unknown","80","80","27520","27850"
"In post","2022","Department for Levelling Up, Housing and Communities","G6/G7","Heterosexual / straight","1300","1240","56370","53480"
"In post","2022","Department for Levelling Up, Housing and Communities","G6/G7","LGBO","140","130","55480","53130"
"In post","2022","Department for Levelling Up, Housing and Communities","G6/G7","Undeclared","120","110","56140","53870"
"In post","2022","Department for Levelling Up, Housing and Communities","G6/G7","Unknown","190","180","57640","54700"
"In post","2022","Department for Levelling Up, Housing and Communities","SCS","Heterosexual / straight","130","130","85030","76930"
"In post","2022","Department for Levelling Up, Housing and Communities","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","Heterosexual / straight","1140","1110","35910","36340"
"In post","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","LGBO","130","130","35270","33210"
"In post","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","Undeclared","110","110","36770","36340"
"In post","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","Unknown","200","190","36270","34580"
"In post","2022","Department for Levelling Up, Housing and Communities","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","AA/AO","Heterosexual / straight","3330","2930","22100","21840"
"In post","2022","Department for Transport","AA/AO","LGBO","190","180","21720","21840"
"In post","2022","Department for Transport","AA/AO","Undeclared","1140","910","21200","21840"
"In post","2022","Department for Transport","AA/AO","Unknown","1060","960","22640","21840"
"In post","2022","Department for Transport","EO","Heterosexual / straight","2580","2430","27910","26780"
"In post","2022","Department for Transport","EO","LGBO","140","140","27740","26700"
"In post","2022","Department for Transport","EO","Undeclared","790","700","27950","26780"
"In post","2022","Department for Transport","EO","Unknown","760","740","27580","26470"
"In post","2022","Department for Transport","G6/G7","Heterosexual / straight","1440","1410","59870","55320"
"In post","2022","Department for Transport","G6/G7","LGBO","120","110","57650","54650"
"In post","2022","Department for Transport","G6/G7","Undeclared","230","220","61790","58150"
"In post","2022","Department for Transport","G6/G7","Unknown","260","260","60120","55100"
"In post","2022","Department for Transport","SCS","Heterosexual / straight","200","190","88780","79950"
"In post","2022","Department for Transport","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","SEO/HEO","Heterosexual / straight","2890","2820","37650","36240"
"In post","2022","Department for Transport","SEO/HEO","LGBO","190","190","37350","36060"
"In post","2022","Department for Transport","SEO/HEO","Undeclared","550","530","38130","38650"
"In post","2022","Department for Transport","SEO/HEO","Unknown","470","470","37150","35060"
"In post","2022","Department for Work and Pensions","AA/AO","Heterosexual / straight","18770","16340","21430","21260"
"In post","2022","Department for Work and Pensions","AA/AO","LGBO","1180","1110","21490","21260"
"In post","2022","Department for Work and Pensions","AA/AO","Undeclared","2650","2280","21410","21260"
"In post","2022","Department for Work and Pensions","AA/AO","Unknown","6730","5560","21340","21260"
"In post","2022","Department for Work and Pensions","EO","Heterosexual / straight","33550","30520","28120","27570"
"In post","2022","Department for Work and Pensions","EO","LGBO","2160","2070","28090","27570"
"In post","2022","Department for Work and Pensions","EO","Undeclared","3800","3400","28050","27570"
"In post","2022","Department for Work and Pensions","EO","Unknown","8880","7760","28120","27570"
"In post","2022","Department for Work and Pensions","G6/G7","Heterosexual / straight","2940","2840","57080","54070"
"In post","2022","Department for Work and Pensions","G6/G7","LGBO","170","160","56720","54070"
"In post","2022","Department for Work and Pensions","G6/G7","Undeclared","320","310","59390","57510"
"In post","2022","Department for Work and Pensions","G6/G7","Unknown","660","640","57620","55230"
"In post","2022","Department for Work and Pensions","SCS","Heterosexual / straight","230","220","88740","81530"
"In post","2022","Department for Work and Pensions","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","SCS","Unknown","50","50","[c]","[c]"
"In post","2022","Department for Work and Pensions","SEO/HEO","Heterosexual / straight","8650","8140","36000","34290"
"In post","2022","Department for Work and Pensions","SEO/HEO","LGBO","510","490","35280","34290"
"In post","2022","Department for Work and Pensions","SEO/HEO","Undeclared","1020","970","37000","35310"
"In post","2022","Department for Work and Pensions","SEO/HEO","Unknown","1870","1760","36150","35310"
"In post","2022","Department of Health and Social Care","AA/AO","Heterosexual / straight","590","520","21640","21820"
"In post","2022","Department of Health and Social Care","AA/AO","LGBO","50","40","[c]","[c]"
"In post","2022","Department of Health and Social Care","AA/AO","Undeclared","110","90","21520","21820"
"In post","2022","Department of Health and Social Care","AA/AO","Unknown","80","70","22330","22970"
"In post","2022","Department of Health and Social Care","EO","Heterosexual / straight","950","890","26290","26880"
"In post","2022","Department of Health and Social Care","EO","LGBO","90","80","25840","26880"
"In post","2022","Department of Health and Social Care","EO","Undeclared","300","280","26430","27270"
"In post","2022","Department of Health and Social Care","EO","Unknown","230","210","27790","27400"
"In post","2022","Department of Health and Social Care","G6/G7","Heterosexual / straight","2050","1950","57880","53860"
"In post","2022","Department of Health and Social Care","G6/G7","LGBO","170","170","57860","53360"
"In post","2022","Department of Health and Social Care","G6/G7","Undeclared","840","810","57830","53360"
"In post","2022","Department of Health and Social Care","G6/G7","Unknown","780","760","59030","55170"
"In post","2022","Department of Health and Social Care","SCS","Heterosexual / straight","450","420","95330","93000"
"In post","2022","Department of Health and Social Care","SCS","LGBO","30","30","[c]","[c]"
"In post","2022","Department of Health and Social Care","SCS","Undeclared","150","140","93480","91590"
"In post","2022","Department of Health and Social Care","SCS","Unknown","190","180","100560","91100"
"In post","2022","Department of Health and Social Care","SEO/HEO","Heterosexual / straight","2800","2650","36110","36330"
"In post","2022","Department of Health and Social Care","SEO/HEO","LGBO","270","260","35560","35610"
"In post","2022","Department of Health and Social Care","SEO/HEO","Undeclared","870","840","36090","36330"
"In post","2022","Department of Health and Social Care","SEO/HEO","Unknown","840","800","37060","36820"
"In post","2022","Estyn","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","G6/G7","Heterosexual / straight","60","60","73580","75480"
"In post","2022","Estyn","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
