"Status","Year","Ethnicity","Sexual_orientation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Black","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Female","80","60","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Male","50","40","[c]","[c]"
"Leaver Dept.","2022","Mixed","Heterosexual / straight","Female","290","270","35680","32330"
"Leaver Dept.","2022","Mixed","Heterosexual / straight","Male","160","160","39120","34550"
"Leaver Dept.","2022","Mixed","LGBO","Female","40","40","[c]","[c]"
"Leaver Dept.","2022","Mixed","LGBO","Male","40","30","[c]","[c]"
"Leaver Dept.","2022","Mixed","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Female","40","30","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Heterosexual / straight","Female","90","80","36750","31550"
"Leaver Dept.","2022","Other ethnicity","Heterosexual / straight","Male","50","40","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Heterosexual / straight","Female","100","100","35440","32330"
"Leaver Dept.","2022","Undeclared","Heterosexual / straight","Male","60","60","38720","34690"
"Leaver Dept.","2022","Undeclared","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Undeclared","Female","220","200","40510","37120"
"Leaver Dept.","2022","Undeclared","Undeclared","Male","290","280","40970","36170"
"Leaver Dept.","2022","Undeclared","Unknown","Female","230","200","43880","38200"
"Leaver Dept.","2022","Undeclared","Unknown","Male","170","160","45240","41350"
"Leaver Dept.","2022","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Female","120","80","40270","32330"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Male","80","60","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Female","560","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Male","460","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Female","1650","1560","35740","32000"
"Leaver Dept.","2022","Unknown","Unknown","Male","1430","1380","37830","32000"
"Leaver Dept.","2022","White","Heterosexual / straight","Female","6170","5730","37760","32330"
"Leaver Dept.","2022","White","Heterosexual / straight","Male","3890","3760","40470","34530"
"Leaver Dept.","2022","White","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","LGBO","Female","510","480","36270","32600"
"Leaver Dept.","2022","White","LGBO","Male","560","530","38610","33280"
"Leaver Dept.","2022","White","Undeclared","Female","590","540","38860","33460"
"Leaver Dept.","2022","White","Undeclared","Male","330","320","42040","35070"
"Leaver Dept.","2022","White","Unknown","Female","990","840","44680","38080"
"Leaver Dept.","2022","White","Unknown","Male","710","630","49030","43110"
"New entrant CS","2021","Asian","Heterosexual / straight","Female","1970","1890","29500","27570"
"New entrant CS","2021","Asian","Heterosexual / straight","Male","1790","1770","30570","27570"
"New entrant CS","2021","Asian","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","LGBO","Female","40","30","[c]","[c]"
"New entrant CS","2021","Asian","LGBO","Male","50","50","29580","27570"
"New entrant CS","2021","Asian","Undeclared","Female","90","80","29600","27570"
"New entrant CS","2021","Asian","Undeclared","Male","80","80","34560","27850"
"New entrant CS","2021","Asian","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Female","50","50","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Male","40","40","[c]","[c]"
"New entrant CS","2021","Black","Heterosexual / straight","Female","1630","1590","29760","29290"
"New entrant CS","2021","Black","Heterosexual / straight","Male","820","810","30420","29290"
"New entrant CS","2021","Black","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","LGBO","Female","60","60","28970","28500"
"New entrant CS","2021","Black","LGBO","Male","30","30","[c]","[c]"
"New entrant CS","2021","Black","Undeclared","Female","60","50","30110","31060"
"New entrant CS","2021","Black","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Heterosexual / straight","Female","60","60","32430","29090"
"New entrant CS","2021","Chinese","Heterosexual / straight","Male","30","30","[c]","[c]"
"New entrant CS","2021","Chinese","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Heterosexual / straight","Female","770","740","29140","27570"
"New entrant CS","2021","Mixed","Heterosexual / straight","Male","440","430","29550","27570"
"New entrant CS","2021","Mixed","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","LGBO","Female","110","110","29690","27680"
"New entrant CS","2021","Mixed","LGBO","Male","90","80","32310","28940"
"New entrant CS","2021","Mixed","Undeclared","Female","60","60","31950","28800"
"New entrant CS","2021","Mixed","Undeclared","Male","30","30","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Heterosexual / straight","Female","210","200","30160","27850"
"New entrant CS","2021","Other ethnicity","Heterosexual / straight","Male","120","120","32630","30300"
"New entrant CS","2021","Other ethnicity","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Female","110","110","28570","27570"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Male","110","110","30130","27570"
"New entrant CS","2021","Undeclared","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Female","270","260","31100","28590"
"New entrant CS","2021","Undeclared","Undeclared","Male","360","360","32810","27570"
"New entrant CS","2021","Undeclared","Unknown","Female","50","50","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Male","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Female","130","120","29590","27570"
"New entrant CS","2021","Unknown","Heterosexual / straight","Male","80","80","34040","30190"
"New entrant CS","2021","Unknown","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Female","90","80","26220","20850"
"New entrant CS","2021","Unknown","Undeclared","Male","60","60","30490","23800"
"New entrant CS","2021","Unknown","Unknown","Female","8670","8360","28820","25560"
"New entrant CS","2021","Unknown","Unknown","Male","7750","7630","30140","25560"
"New entrant CS","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Heterosexual / straight","Female","14400","13830","28570","27570"
"New entrant CS","2021","White","Heterosexual / straight","Male","11080","10970","30150","27570"
"New entrant CS","2021","White","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","LGBO","Female","1540","1520","27700","27570"
"New entrant CS","2021","White","LGBO","Male","1460","1440","28600","27570"
"New entrant CS","2021","White","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Undeclared","Female","870","830","29880","27570"
"New entrant CS","2021","White","Undeclared","Male","520","500","32360","27570"
"New entrant CS","2021","White","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Female","350","330","30400","26030"
"New entrant CS","2021","White","Unknown","Male","330","330","31720","27000"
"New entrant CS","2021","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Heterosexual / straight","Female","2410","2310","29420","27570"
"New entrant CS","2022","Asian","Heterosexual / straight","Male","2120","2080","29940","27570"
"New entrant CS","2022","Asian","LGBO","Female","70","70","28300","27160"
"New entrant CS","2022","Asian","LGBO","Male","60","60","30670","27570"
"New entrant CS","2022","Asian","Undeclared","Female","110","110","30840","28000"
"New entrant CS","2022","Asian","Undeclared","Male","80","80","30370","27570"
"New entrant CS","2022","Asian","Unknown","Female","140","130","30530","27570"
"New entrant CS","2022","Asian","Unknown","Male","120","120","30160","26590"
"New entrant CS","2022","Black","Heterosexual / straight","Female","1530","1480","29720","27680"
"New entrant CS","2022","Black","Heterosexual / straight","Male","930","920","30800","28700"
"New entrant CS","2022","Black","LGBO","Female","50","50","[c]","[c]"
"New entrant CS","2022","Black","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Undeclared","Female","80","70","31720","31060"
"New entrant CS","2022","Black","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Female","50","50","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Male","30","30","[c]","[c]"
"New entrant CS","2022","Mixed","Heterosexual / straight","Female","790","760","29700","27570"
"New entrant CS","2022","Mixed","Heterosexual / straight","Male","480","470","30070","27570"
"New entrant CS","2022","Mixed","LGBO","Female","110","110","27900","26130"
"New entrant CS","2022","Mixed","LGBO","Male","80","70","30750","27570"
"New entrant CS","2022","Mixed","Undeclared","Female","80","80","29160","26590"
"New entrant CS","2022","Mixed","Undeclared","Male","40","30","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Female","40","40","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Female","190","190","29150","27500"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Male","150","150","30510","28350"
"New entrant CS","2022","Other ethnicity","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Female","150","140","28430","26590"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Male","120","110","30720","27570"
"New entrant CS","2022","Undeclared","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Female","230","220","31530","27570"
"New entrant CS","2022","Undeclared","Undeclared","Male","400","390","34130","31020"
"New entrant CS","2022","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Male","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Female","200","190","31550","28100"
"New entrant CS","2022","Unknown","Heterosexual / straight","Male","170","160","31660","27810"
"New entrant CS","2022","Unknown","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Female","360","200","35590","32790"
"New entrant CS","2022","Unknown","Undeclared","Male","260","140","35750","32790"
"New entrant CS","2022","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Female","11330","10750","28190","25110"
"New entrant CS","2022","Unknown","Unknown","Male","9250","8990","29700","26400"
"New entrant CS","2022","White","Heterosexual / straight","Female","17610","16850","29240","26590"
"New entrant CS","2022","White","Heterosexual / straight","Male","12710","12520","30890","27310"
"New entrant CS","2022","White","LGBO","Female","2120","2080","28370","26310"
"New entrant CS","2022","White","LGBO","Male","1630","1610","29750","27230"
"New entrant CS","2022","White","Undeclared","Female","1020","980","30350","27570"
"New entrant CS","2022","White","Undeclared","Male","650","640","31320","27570"
"New entrant CS","2022","White","Unknown","Female","650","620","28990","26590"
"New entrant CS","2022","White","Unknown","Male","530","520","30930","27010"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","","",""
"Sex","Self reported sex.","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","",""
"Ethnicity","Self reported ethnicity. For consistency with Civil Service Statistics, 'Chinese' is shown separately in the 2021 figures, but counted within 'Asian' for 2022.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their ethnicity and ""Unknown"" accounts for employees who have not made an active declaration about their ethnicity.","","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
