"Status","Year","Parent_department","Disability","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Ministry of Justice","Declared non-disabled","Male","24210","23360","31930","29740"
"In post","2022","Ministry of Justice","Undeclared","Female","3810","3430","30130","27380"
"In post","2022","Ministry of Justice","Undeclared","Male","4720","4400","32700","31650"
"In post","2022","Ministry of Justice","Unknown","Female","6270","5900","27640","24800"
"In post","2022","Ministry of Justice","Unknown","Male","4510","4350","28400","25830"
"In post","2022","National Crime Agency","Declared disabled","Female","120","110","37170","36310"
"In post","2022","National Crime Agency","Declared disabled","Male","130","130","39900","37360"
"In post","2022","National Crime Agency","Declared non-disabled","Female","700","660","41500","39840"
"In post","2022","National Crime Agency","Declared non-disabled","Male","930","920","45650","43710"
"In post","2022","National Crime Agency","Unknown","Female","1670","1610","36980","36200"
"In post","2022","National Crime Agency","Unknown","Male","1990","1980","41460","39730"
"In post","2022","Northern Ireland Office","Declared disabled","Female","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Declared disabled","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Declared non-disabled","Female","60","60","46160","37680"
"In post","2022","Northern Ireland Office","Declared non-disabled","Male","50","50","[c]","[c]"
"In post","2022","Northern Ireland Office","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Unknown","Female","30","30","[c]","[c]"
"In post","2022","Northern Ireland Office","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Declared disabled","Female","100","100","46280","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Declared disabled","Male","40","40","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","Female","1020","970","50490","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","Male","500","500","53350","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Unknown","Female","110","100","44260","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Unknown","Male","50","50","39580","32010"
"In post","2022","Office of Gas and Electricity Markets","Declared disabled","Female","40","40","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Declared disabled","Male","40","40","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Declared non-disabled","Female","540","520","42480","36700"
"In post","2022","Office of Gas and Electricity Markets","Declared non-disabled","Male","640","630","44900","38030"
"In post","2022","Office of Gas and Electricity Markets","Unknown","Female","40","40","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Unknown","Male","50","50","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Declared disabled","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Declared disabled","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Declared non-disabled","Female","120","120","41410","38000"
"In post","2022","Office of Qualifications and Examinations Regulation","Declared non-disabled","Male","70","70","49170","43110"
"In post","2022","Office of Qualifications and Examinations Regulation","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Unknown","Female","30","30","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Declared disabled","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Declared disabled","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Declared non-disabled","Female","130","120","50590","50810"
"In post","2022","Office of Rail and Road","Declared non-disabled","Male","190","180","57240","55700"
"In post","2022","Office of Rail and Road","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Declared disabled","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Declared disabled","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Unknown","Female","40","40","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Declared disabled","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Declared disabled","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Declared disabled","Female","1070","1000","36360","31540"
"In post","2022","Scottish Government","Declared disabled","Male","910","880","37000","35000"
"In post","2022","Scottish Government","Declared non-disabled","Female","6920","6510","38600","33070"
"In post","2022","Scottish Government","Declared non-disabled","Male","5070","4970","40360","36130"
"In post","2022","Scottish Government","Undeclared","Female","220","200","39120","36130"
"In post","2022","Scottish Government","Undeclared","Male","160","150","41500","37710"
"In post","2022","Scottish Government","Unknown","Female","5400","5020","34810","30450"
"In post","2022","Scottish Government","Unknown","Male","5600","5350","35560","35000"
"In post","2022","The National Archives","Declared disabled","Female","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Declared disabled","Male","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Declared non-disabled","Female","200","190","36310","34360"
"In post","2022","The National Archives","Declared non-disabled","Male","160","160","37130","34770"
"In post","2022","The National Archives","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Unknown","Female","90","80","34570","30300"
"In post","2022","The National Archives","Unknown","Male","80","80","35710","31680"
"In post","2022","UK Export Finance","Declared disabled","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Declared disabled","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Declared non-disabled","Female","190","180","48180","43000"
"In post","2022","UK Export Finance","Declared non-disabled","Male","240","240","56270","50530"
"In post","2022","UK Export Finance","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Declared disabled","Female","370","330","33020","30710"
"In post","2022","UK Statistics Authority","Declared disabled","Male","220","200","33050","31320"
"In post","2022","UK Statistics Authority","Declared non-disabled","Female","1730","1520","34070","30710"
"In post","2022","UK Statistics Authority","Declared non-disabled","Male","1200","1100","36680","33210"
"In post","2022","UK Statistics Authority","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Undeclared","Female","80","70","29170","24750"
"In post","2022","UK Statistics Authority","Undeclared","Male","60","50","31620","30210"
"In post","2022","UK Statistics Authority","Unknown","Female","1180","1040","30890","30210"
"In post","2022","UK Statistics Authority","Unknown","Male","1030","960","34140","30710"
"In post","2022","UK Statistics Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Declared disabled","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Declared disabled","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Declared disabled","Female","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Declared disabled","Male","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Declared non-disabled","Female","110","110","53830","46000"
"In post","2022","Water Services Regulation Authority","Declared non-disabled","Male","90","90","55400","51630"
"In post","2022","Water Services Regulation Authority","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Declared disabled","Female","210","190","39090","38160"
"In post","2022","Welsh Government","Declared disabled","Male","140","140","40600","38160"
"In post","2022","Welsh Government","Declared non-disabled","Female","3040","2810","41030","38160"
"In post","2022","Welsh Government","Declared non-disabled","Male","2000","1950","44100","38160"
"In post","2022","Welsh Government","Undeclared","Female","90","80","41250","38160"
"In post","2022","Welsh Government","Undeclared","Male","100","90","44030","41980"
"In post","2022","Welsh Government","Unknown","Female","220","200","38940","35180"
"In post","2022","Welsh Government","Unknown","Male","170","170","40800","34190"
"Leaver CS","2021","Attorney General's Departments","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Declared non-disabled","Female","160","140","45200","50000"
"Leaver CS","2021","Attorney General's Departments","Declared non-disabled","Male","110","100","52030","55000"
"Leaver CS","2021","Attorney General's Departments","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Unknown","Female","60","60","44820","51250"
"Leaver CS","2021","Attorney General's Departments","Unknown","Male","40","40","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Declared non-disabled","Female","80","70","44490","34780"
"Leaver CS","2021","Cabinet Office","Declared non-disabled","Male","80","70","60890","54700"
"Leaver CS","2021","Cabinet Office","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Unknown","Female","90","90","42200","32000"
"Leaver CS","2021","Cabinet Office","Unknown","Male","100","100","47270","33470"
"Leaver CS","2021","Chancellor's other departments","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Declared non-disabled","Female","40","40","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Declared non-disabled","Male","40","40","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Female","110","100","40990","33780"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Male","180","170","45880","40220"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","Female","70","70","31330","24980"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","Male","100","100","38260","31500"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Declared non-disabled","Female","130","120","46090","40780"
"Leaver CS","2021","Department for Education","Declared non-disabled","Male","110","110","43600","40210"
"Leaver CS","2021","Department for Education","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Unknown","Female","280","260","31950","26420"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Unknown","Male","240","230","35950","29300"
"Leaver CS","2021","Department for International Trade","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Unknown","Female","50","50","29310","18200"
"Leaver CS","2021","Department for International Trade","Unknown","Male","40","40","[c]","[c]"
"Leaver CS","2021","Department for Transport","Declared disabled","Female","40","30","[c]","[c]"
"Leaver CS","2021","Department for Transport","Declared disabled","Male","40","30","[c]","[c]"
"Leaver CS","2021","Department for Transport","Declared non-disabled","Female","180","150","27150","21590"
"Leaver CS","2021","Department for Transport","Declared non-disabled","Male","250","210","34470","26780"
"Leaver CS","2021","Department for Transport","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Undeclared","Male","60","50","35820","30780"
"Leaver CS","2021","Department for Transport","Unknown","Female","60","50","22630","21590"
"Leaver CS","2021","Department for Transport","Unknown","Male","70","70","29900","26260"
"Leaver CS","2021","Department for Work and Pensions","Declared disabled","Female","420","330","26700","27570"
"Leaver CS","2021","Department for Work and Pensions","Declared disabled","Male","250","220","26790","26890"
"Leaver CS","2021","Department for Work and Pensions","Declared non-disabled","Female","1920","1510","26070","25110"
"Leaver CS","2021","Department for Work and Pensions","Declared non-disabled","Male","1100","990","28230","26120"
"Leaver CS","2021","Department for Work and Pensions","Undeclared","Female","80","60","27220","25150"
"Leaver CS","2021","Department for Work and Pensions","Undeclared","Male","60","50","28200","27570"
"Leaver CS","2021","Department for Work and Pensions","Unknown","Female","410","390","27230","27570"
"Leaver CS","2021","Department for Work and Pensions","Unknown","Male","290","290","27250","27570"
"Leaver CS","2021","Department of Health and Social Care","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Declared non-disabled","Female","360","320","37150","32330"
"Leaver CS","2021","Department of Health and Social Care","Declared non-disabled","Male","180","150","45670","36580"
"Leaver CS","2021","Department of Health and Social Care","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Undeclared","Female","60","50","34120","32420"
"Leaver CS","2021","Department of Health and Social Care","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Unknown","Female","190","80","42950","34530"
"Leaver CS","2021","Department of Health and Social Care","Unknown","Male","90","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Unknown","Unknown","90","80","45260","40020"
"Leaver CS","2021","ESTYN","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Declared non-disabled","Female","70","30","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Declared non-disabled","Male","100","60","46270","41900"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Unknown","Male","50","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Declared non-disabled","Female","90","70","31830","27130"
"Leaver CS","2021","HM Land Registry","Declared non-disabled","Male","60","40","35730","33180"
"Leaver CS","2021","HM Land Registry","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Unknown","Female","50","40","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Unknown","Male","40","40","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Declared disabled","Female","400","310","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Declared disabled","Male","250","210","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Declared non-disabled","Female","1770","1420","27800","26000"
"Leaver CS","2021","HM Revenue and Customs","Declared non-disabled","Male","1060","940","33860","26500"
"Leaver CS","2021","HM Revenue and Customs","Undeclared","Female","200","160","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Undeclared","Male","160","150","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Unknown","Female","1080","890","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Unknown","Male","780","720","26560","24500"
"Leaver CS","2021","HM Treasury","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Declared non-disabled","Female","30","30","[c]","[c]"
"Leaver CS","2021","HM Treasury","Declared non-disabled","Male","50","50","[c]","[c]"
"Leaver CS","2021","HM Treasury","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Declared disabled","Female","70","50","28120","25120"
"Leaver CS","2021","Home Office","Declared disabled","Male","80","70","31330","27240"
"Leaver CS","2021","Home Office","Declared non-disabled","Female","490","400","28750","25120"
"Leaver CS","2021","Home Office","Declared non-disabled","Male","480","430","32370","27370"
"Leaver CS","2021","Home Office","Undeclared","Female","30","30","[c]","[c]"
"Leaver CS","2021","Home Office","Undeclared","Male","40","30","[c]","[c]"
"Leaver CS","2021","Home Office","Unknown","Female","80","70","[c]","[c]"
"Leaver CS","2021","Home Office","Unknown","Male","70","60","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Declared disabled","Female","150","140","28400","25000"
"Leaver CS","2021","Ministry of Defence","Declared disabled","Male","220","210","31930","28830"
"Leaver CS","2021","Ministry of Defence","Declared non-disabled","Female","650","590","30010","26580"
"Leaver CS","2021","Ministry of Defence","Declared non-disabled","Male","1190","1140","34100","32350"
"Leaver CS","2021","Ministry of Defence","Undeclared","Female","70","70","29930","26670"
"Leaver CS","2021","Ministry of Defence","Undeclared","Male","150","150","34730","33450"
"Leaver CS","2021","Ministry of Defence","Unknown","Female","250","230","30580","28100"
"Leaver CS","2021","Ministry of Defence","Unknown","Male","530","510","31990","29880"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Declared non-disabled","Female","50","40","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Declared non-disabled","Male","50","50","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Declared disabled","Female","370","320","24570","20100"
"Leaver CS","2021","Ministry of Justice","Declared disabled","Male","270","250","24400","20650"
"Leaver CS","2021","Ministry of Justice","Declared non-disabled","Female","1660","1450","25750","21170"
"Leaver CS","2021","Ministry of Justice","Declared non-disabled","Male","1620","1500","28890","21220"
"Leaver CS","2021","Ministry of Justice","Undeclared","Female","270","220","27340","21400"
"Leaver CS","2021","Ministry of Justice","Undeclared","Male","360","310","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Unknown","Female","670","640","23360","19930"
"Leaver CS","2021","Ministry of Justice","Unknown","Male","640","620","25290","21030"
"Leaver CS","2021","National Crime Agency","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Declared non-disabled","Male","40","40","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Unknown","Female","40","30","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Unknown","Male","70","70","44190","40710"
"Leaver CS","2021","Northern Ireland Office","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Declared non-disabled","Female","70","60","50510","51360"
"Leaver CS","2021","Office for Standards in Education","Declared non-disabled","Male","40","30","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Declared non-disabled","Female","30","30","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Declared non-disabled","Male","40","40","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Unknown","Male","[c]","[c]","[c]","[c]"
