"Status","Year","Function_of_post","Sexual_orientation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","No function","Undeclared","Intelligence Analysis","40","40","[c]","[c]"
"In post","2022","No function","Undeclared","International Trade","90","90","47560","51710"
"In post","2022","No function","Undeclared","Knowledge and Information Management","70","60","35780","33260"
"In post","2022","No function","Undeclared","Legal","200","180","46920","45960"
"In post","2022","No function","Undeclared","Medicine","110","100","82310","86360"
"In post","2022","No function","Undeclared","Operational Delivery","16830","15120","28940","27570"
"In post","2022","No function","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","No function","Undeclared","Other","570","540","32520","27570"
"In post","2022","No function","Undeclared","Planning","[c]","[c]","[c]","[c]"
"In post","2022","No function","Undeclared","Planning Inspectors","30","30","[c]","[c]"
"In post","2022","No function","Undeclared","Policy","2240","2190","46650","42470"
"In post","2022","No function","Undeclared","Project Delivery","40","40","[c]","[c]"
"In post","2022","No function","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2022","No function","Undeclared","Psychology","80","80","34750","31180"
"In post","2022","No function","Undeclared","Science and Engineering","650","610","38880","34450"
"In post","2022","No function","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","No function","Undeclared","Tax","930","870","39720","35980"
"In post","2022","No function","Undeclared","Unknown","350","340","44080","37000"
"In post","2022","No function","Undeclared","Veterinarian","70","70","46290","47550"
"In post","2022","No function","Unknown","Commercial","40","40","[c]","[c]"
"In post","2022","No function","Unknown","Communications","50","50","38470","34260"
"In post","2022","No function","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","No function","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","No function","Unknown","Digital, Data and Technology","40","40","[c]","[c]"
"In post","2022","No function","Unknown","Economics","30","30","[c]","[c]"
"In post","2022","No function","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2022","No function","Unknown","Geography","110","110","30590","29130"
"In post","2022","No function","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","No function","Unknown","Inspector of Education and Training","30","30","[c]","[c]"
"In post","2022","No function","Unknown","Intelligence Analysis","40","40","[c]","[c]"
"In post","2022","No function","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","No function","Unknown","International Trade","470","470","45580","40100"
"In post","2022","No function","Unknown","Knowledge and Information Management","160","150","36110","31990"
"In post","2022","No function","Unknown","Legal","240","230","40070","36050"
"In post","2022","No function","Unknown","Medicine","110","100","94420","86520"
"In post","2022","No function","Unknown","Operational Delivery","44680","40040","27520","26400"
"In post","2022","No function","Unknown","Operational Research","160","160","45310","47010"
"In post","2022","No function","Unknown","Other","1430","1320","34350","27570"
"In post","2022","No function","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2022","No function","Unknown","Planning Inspectors","50","40","57030","58810"
"In post","2022","No function","Unknown","Policy","2790","2710","45510","40940"
"In post","2022","No function","Unknown","Project Delivery","60","60","42580","39680"
"In post","2022","No function","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","No function","Unknown","Psychology","230","220","35900","34340"
"In post","2022","No function","Unknown","Science and Engineering","2590","2490","42440","40820"
"In post","2022","No function","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2022","No function","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","No function","Unknown","Tax","3730","3530","31740","30750"
"In post","2022","No function","Unknown","Unknown","3520","3460","34400","29250"
"In post","2022","No function","Unknown","Veterinarian","50","50","43050","38080"
"In post","2022","Project Delivery","Heterosexual / straight","Commercial","590","560","38920","37400"
"In post","2022","Project Delivery","Heterosexual / straight","Communications","30","30","[c]","[c]"
"In post","2022","Project Delivery","Heterosexual / straight","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Heterosexual / straight","Digital, Data and Technology","60","50","45430","43280"
"In post","2022","Project Delivery","Heterosexual / straight","Economics","50","50","[c]","[c]"
"In post","2022","Project Delivery","Heterosexual / straight","Finance","180","170","46090","42950"
"In post","2022","Project Delivery","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Heterosexual / straight","Inspector of Education and Training","60","50","75050","75480"
"In post","2022","Project Delivery","Heterosexual / straight","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Heterosexual / straight","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Heterosexual / straight","Knowledge and Information Management","50","40","[c]","[c]"
"In post","2022","Project Delivery","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Heterosexual / straight","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Heterosexual / straight","Operational Delivery","1170","1120","36970","34260"
"In post","2022","Project Delivery","Heterosexual / straight","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Heterosexual / straight","Other","2690","2570","34840","30530"
"In post","2022","Project Delivery","Heterosexual / straight","Policy","1330","1270","54130","55210"
"In post","2022","Project Delivery","Heterosexual / straight","Project Delivery","9320","8950","43560","40520"
"In post","2022","Project Delivery","Heterosexual / straight","Property","40","40","[c]","[c]"
"In post","2022","Project Delivery","Heterosexual / straight","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Heterosexual / straight","Science and Engineering","2660","2610","39150","37980"
"In post","2022","Project Delivery","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Heterosexual / straight","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Heterosexual / straight","Tax","380","350","36020","33370"
"In post","2022","Project Delivery","Heterosexual / straight","Unknown","230","230","59420","54700"
"In post","2022","Project Delivery","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Operational Delivery","80","70","35790","33370"
"In post","2022","Project Delivery","LGBO","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Other","100","100","34810","28730"
"In post","2022","Project Delivery","LGBO","Policy","120","110","55150","54160"
"In post","2022","Project Delivery","LGBO","Project Delivery","490","480","42800","40050"
"In post","2022","Project Delivery","LGBO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Science and Engineering","90","90","34930","31690"
"In post","2022","Project Delivery","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Commercial","80","80","43330","39650"
"In post","2022","Project Delivery","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Operational Delivery","140","130","39510","37420"
"In post","2022","Project Delivery","Undeclared","Other","310","300","33560","31730"
"In post","2022","Project Delivery","Undeclared","Policy","150","140","53420","52580"
"In post","2022","Project Delivery","Undeclared","Project Delivery","1100","1040","44040","40580"
"In post","2022","Project Delivery","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Science and Engineering","430","410","41400","41230"
"In post","2022","Project Delivery","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Tax","60","50","34760","33430"
"In post","2022","Project Delivery","Undeclared","Unknown","30","30","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Commercial","60","60","36500","34800"
"In post","2022","Project Delivery","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Digital, Data and Technology","90","90","46760","47010"
"In post","2022","Project Delivery","Unknown","Economics","40","40","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Knowledge and Information Management","30","30","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Operational Delivery","480","450","35840","30950"
"In post","2022","Project Delivery","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Other","290","280","40030","35630"
"In post","2022","Project Delivery","Unknown","Policy","570","550","52820","53000"
"In post","2022","Project Delivery","Unknown","Project Delivery","2070","1960","42010","40180"
"In post","2022","Project Delivery","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Science and Engineering","340","330","35080","32000"
"In post","2022","Project Delivery","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Tax","180","170","34340","33370"
"In post","2022","Project Delivery","Unknown","Unknown","80","80","50380","45640"
"In post","2022","Property","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Property","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Property","Heterosexual / straight","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Property","Heterosexual / straight","Finance","60","60","45920","42300"
"In post","2022","Property","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Property","Heterosexual / straight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Property","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Property","Heterosexual / straight","Operational Delivery","770","730","31470","26030"
"In post","2022","Property","Heterosexual / straight","Other","290","290","28290","24810"
"In post","2022","Property","Heterosexual / straight","Policy","30","30","[c]","[c]"
"In post","2022","Property","Heterosexual / straight","Project Delivery","50","50","47740","41100"
"In post","2022","Property","Heterosexual / straight","Property","5180","4980","38430","33900"
"In post","2022","Property","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"In post","2022","Property","Heterosexual / straight","Unknown","90","90","48640","49700"
"In post","2022","Property","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Property","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Property","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Property","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Property","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Property","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Property","LGBO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Property","LGBO","Operational Delivery","50","50","31560","22040"
"In post","2022","Property","LGBO","Other","[c]","[c]","[c]","[c]"
"In post","2022","Property","LGBO","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Property","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Property","LGBO","Property","210","200","38370","33370"
"In post","2022","Property","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2022","Property","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Property","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Property","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Property","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Property","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Property","Undeclared","Operational Delivery","80","70","30960","22930"
"In post","2022","Property","Undeclared","Other","30","30","[c]","[c]"
"In post","2022","Property","Undeclared","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Property","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Property","Undeclared","Property","690","650","38970","34770"
"In post","2022","Property","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2022","Property","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","Operational Delivery","390","370","25390","22010"
"In post","2022","Property","Unknown","Other","180","170","30470","29900"
"In post","2022","Property","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","Property","1270","1210","35260","31900"
"In post","2022","Property","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Security","Heterosexual / straight","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Security","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Security","Heterosexual / straight","Intelligence Analysis","740","720","38800","36140"
"In post","2022","Security","Heterosexual / straight","Knowledge and Information Management","60","50","36670","32500"
"In post","2022","Security","Heterosexual / straight","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Security","Heterosexual / straight","Other","[c]","[c]","[c]","[c]"
"In post","2022","Security","Heterosexual / straight","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Security","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Security","Heterosexual / straight","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Security","Heterosexual / straight","Security","6050","5910","31290","27680"
"In post","2022","Security","Heterosexual / straight","Unknown","630","600","34900","33300"
"In post","2022","Security","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Security","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Security","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Security","LGBO","Intelligence Analysis","30","30","[c]","[c]"
"In post","2022","Security","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Security","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Security","LGBO","Other","[c]","[c]","[c]","[c]"
"In post","2022","Security","LGBO","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Security","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Security","LGBO","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Security","LGBO","Security","280","270","33380","31960"
"In post","2022","Security","LGBO","Unknown","50","50","31410","29750"
"In post","2022","Security","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Security","Undeclared","Intelligence Analysis","140","140","40040","37000"
"In post","2022","Security","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Security","Undeclared","Other","[c]","[c]","[c]","[c]"
"In post","2022","Security","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Security","Undeclared","Security","880","850","35100","38180"
"In post","2022","Security","Undeclared","Unknown","70","70","37500","33300"
"In post","2022","Security","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","Intelligence Analysis","120","110","37990","35580"
"In post","2022","Security","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","Other","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","Security","1310","1290","32610","29230"
"In post","2022","Security","Unknown","Unknown","250","230","30820","26670"
"In post","2022","Unknown","Heterosexual / straight","Commercial","110","110","37700","36690"
"In post","2022","Unknown","Heterosexual / straight","Communications","240","230","44690","41960"
"In post","2022","Unknown","Heterosexual / straight","Counter Fraud","160","150","27260","25310"
"In post","2022","Unknown","Heterosexual / straight","Digital, Data and Technology","1200","1180","49030","44970"
"In post","2022","Unknown","Heterosexual / straight","Economics","120","120","49540","43950"
"In post","2022","Unknown","Heterosexual / straight","Finance","2180","2110","38240","33300"
"In post","2022","Unknown","Heterosexual / straight","Human Resources","680","650","40760","37450"
"In post","2022","Unknown","Heterosexual / straight","Intelligence Analysis","1090","1020","29720","27370"
"In post","2022","Unknown","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Heterosexual / straight","Knowledge and Information Management","150","140","39200","38160"
"In post","2022","Unknown","Heterosexual / straight","Legal","130","120","57580","61440"
"In post","2022","Unknown","Heterosexual / straight","Medicine","1330","1180","47220","39030"
"In post","2022","Unknown","Heterosexual / straight","Operational Delivery","20670","19050","29040","25630"
"In post","2022","Unknown","Heterosexual / straight","Operational Research","60","60","51290","48440"
"In post","2022","Unknown","Heterosexual / straight","Other","10280","9880","27830","23170"
"In post","2022","Unknown","Heterosexual / straight","Planning","60","60","44050","38160"
"In post","2022","Unknown","Heterosexual / straight","Policy","4390","4240","46900","41980"
"In post","2022","Unknown","Heterosexual / straight","Project Delivery","1440","1390","44600","41950"
"In post","2022","Unknown","Heterosexual / straight","Property","70","60","40960","38160"
"In post","2022","Unknown","Heterosexual / straight","Science and Engineering","1500","1470","35680","33000"
"In post","2022","Unknown","Heterosexual / straight","Security","280","270","30870","28650"
"In post","2022","Unknown","Heterosexual / straight","Social Research","150","150","46640","44080"
"In post","2022","Unknown","Heterosexual / straight","Statistics","140","130","42090","40100"
"In post","2022","Unknown","Heterosexual / straight","Unknown","9740","9370","41850","36130"
"In post","2022","Unknown","Heterosexual / straight","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","Digital, Data and Technology","70","70","46990","40280"
"In post","2022","Unknown","LGBO","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","Finance","70","70","38490","33300"
"In post","2022","Unknown","LGBO","Human Resources","40","40","[c]","[c]"
"In post","2022","Unknown","LGBO","Intelligence Analysis","40","40","[c]","[c]"
"In post","2022","Unknown","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","Medicine","40","40","[c]","[c]"
"In post","2022","Unknown","LGBO","Operational Delivery","820","790","29090","25310"
"In post","2022","Unknown","LGBO","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","Other","310","300","28830","26350"
"In post","2022","Unknown","LGBO","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","Policy","320","310","47310","43080"
"In post","2022","Unknown","LGBO","Project Delivery","70","70","44940","41950"
"In post","2022","Unknown","LGBO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","Science and Engineering","50","40","[c]","[c]"
"In post","2022","Unknown","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","Unknown","880","860","38310","33070"
"In post","2022","Unknown","LGBO","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Communications","40","30","[c]","[c]"
"In post","2022","Unknown","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Digital, Data and Technology","180","170","49460","47470"
"In post","2022","Unknown","Undeclared","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Finance","320","310","37280","33300"
"In post","2022","Unknown","Undeclared","Human Resources","80","80","39060","37030"
"In post","2022","Unknown","Undeclared","Intelligence Analysis","200","180","30630","28650"
"In post","2022","Unknown","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Knowledge and Information Management","40","40","[c]","[c]"
"In post","2022","Unknown","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Medicine","130","110","53140","45840"
"In post","2022","Unknown","Undeclared","Operational Delivery","3000","2710","29990","27370"
"In post","2022","Unknown","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Other","1420","1370","28760","25640"
"In post","2022","Unknown","Undeclared","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Policy","620","600","47190","42410"
"In post","2022","Unknown","Undeclared","Project Delivery","190","180","47130","42170"
"In post","2022","Unknown","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Science and Engineering","230","230","38590","34200"
"In post","2022","Unknown","Undeclared","Security","40","40","[c]","[c]"
"In post","2022","Unknown","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Unknown","720","700","43010","39660"
"In post","2022","Unknown","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Communications","40","40","[c]","[c]"
"In post","2022","Unknown","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Digital, Data and Technology","400","400","47720","41960"
"In post","2022","Unknown","Unknown","Economics","60","60","39020","35050"
"In post","2022","Unknown","Unknown","Finance","160","160","38400","33300"
"In post","2022","Unknown","Unknown","Human Resources","80","80","42430","37450"
"In post","2022","Unknown","Unknown","Intelligence Analysis","90","90","28420","25260"
"In post","2022","Unknown","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Medicine","340","290","44780","39030"
"In post","2022","Unknown","Unknown","Operational Delivery","2840","2710","26580","24880"
"In post","2022","Unknown","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Other","2920","2890","34630","32700"
"In post","2022","Unknown","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Policy","780","770","45620","41950"
"In post","2022","Unknown","Unknown","Project Delivery","250","250","39870","35050"
"In post","2022","Unknown","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Science and Engineering","160","160","32950","28000"
"In post","2022","Unknown","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Social Research","50","50","38220","33650"
"In post","2022","Unknown","Unknown","Statistics","70","60","29190","24880"
"In post","2022","Unknown","Unknown","Unknown","4970","4740","37270","31540"
"In post","2022","Unknown","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Heterosexual / straight","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Heterosexual / straight","Economics","60","60","[c]","[c]"
"Leaver CS","2021","Analysis","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Heterosexual / straight","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Heterosexual / straight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Heterosexual / straight","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Heterosexual / straight","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Heterosexual / straight","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Heterosexual / straight","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Heterosexual / straight","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Heterosexual / straight","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Heterosexual / straight","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
