"Status","Year","Age","Sex","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","30-39","Female","Undeclared","140","140","36760","32960"
"Leaver Dept.","2022","30-39","Female","Unknown","890","670","38820","35300"
"Leaver Dept.","2022","30-39","Male","Declared disabled","240","230","34860","30820"
"Leaver Dept.","2022","30-39","Male","Declared non-disabled","1880","1810","38330","34080"
"Leaver Dept.","2022","30-39","Male","Undeclared","130","130","37290","36050"
"Leaver Dept.","2022","30-39","Male","Unknown","730","580","39050","35050"
"Leaver Dept.","2022","30-39","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Female","Declared disabled","270","240","38240","33250"
"Leaver Dept.","2022","40-49","Female","Declared non-disabled","1970","1810","41650","36330"
"Leaver Dept.","2022","40-49","Female","Undeclared","90","80","37290","32370"
"Leaver Dept.","2022","40-49","Female","Unknown","820","590","45600","41000"
"Leaver Dept.","2022","40-49","Male","Declared disabled","150","140","38510","33970"
"Leaver Dept.","2022","40-49","Male","Declared non-disabled","1250","1200","44940","40070"
"Leaver Dept.","2022","40-49","Male","Undeclared","90","90","40730","36840"
"Leaver Dept.","2022","40-49","Male","Unknown","540","410","48770","43680"
"Leaver Dept.","2022","50-59","Female","Declared disabled","200","190","37730","32060"
"Leaver Dept.","2022","50-59","Female","Declared non-disabled","1290","1180","41310","34290"
"Leaver Dept.","2022","50-59","Female","Undeclared","70","70","37080","33150"
"Leaver Dept.","2022","50-59","Female","Unknown","630","450","50180","42040"
"Leaver Dept.","2022","50-59","Male","Declared disabled","140","130","41270","31990"
"Leaver Dept.","2022","50-59","Male","Declared non-disabled","800","770","46760","40060"
"Leaver Dept.","2022","50-59","Male","Undeclared","70","60","39300","37370"
"Leaver Dept.","2022","50-59","Male","Unknown","430","330","55400","50420"
"Leaver Dept.","2022","60-64","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Female","Declared non-disabled","200","160","44790","35610"
"Leaver Dept.","2022","60-64","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Female","Unknown","150","110","48100","36330"
"Leaver Dept.","2022","60-64","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Male","Declared non-disabled","120","110","54070","48860"
"Leaver Dept.","2022","60-64","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Male","Unknown","100","80","66270","58770"
"Leaver Dept.","2022","65+","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Female","Declared non-disabled","50","40","42420","31620"
"Leaver Dept.","2022","65+","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Female","Unknown","60","40","44960","32410"
"Leaver Dept.","2022","65+","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Male","Declared non-disabled","60","50","51720","45480"
"Leaver Dept.","2022","65+","Male","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Female","Declared non-disabled","250","240","22020","21010"
"New entrant CS","2021","16-19","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Female","Unknown","200","190","20910","20140"
"New entrant CS","2021","16-19","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Male","Declared non-disabled","180","180","21930","21010"
"New entrant CS","2021","16-19","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Male","Unknown","210","200","20510","20140"
"New entrant CS","2021","16-19","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Female","Declared disabled","950","930","26510","27500"
"New entrant CS","2021","20-29","Female","Declared non-disabled","7050","6950","26560","26410"
"New entrant CS","2021","20-29","Female","Undeclared","410","400","28010","27570"
"New entrant CS","2021","20-29","Female","Unknown","5310","5230","26380","25480"
"New entrant CS","2021","20-29","Male","Declared disabled","570","570","26420","27500"
"New entrant CS","2021","20-29","Male","Declared non-disabled","5070","5040","26840","26370"
"New entrant CS","2021","20-29","Male","Undeclared","350","340","28400","27570"
"New entrant CS","2021","20-29","Male","Unknown","4190","4150","26650","25540"
"New entrant CS","2021","20-29","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Female","Declared disabled","560","530","29180","27570"
"New entrant CS","2021","30-39","Female","Declared non-disabled","4070","3870","30170","27570"
"New entrant CS","2021","30-39","Female","Undeclared","250","240","33300","29290"
"New entrant CS","2021","30-39","Female","Unknown","2580","2450","31780","27570"
"New entrant CS","2021","30-39","Male","Declared disabled","380","380","28670","27570"
"New entrant CS","2021","30-39","Male","Declared non-disabled","3290","3260","30960","27570"
"New entrant CS","2021","30-39","Male","Undeclared","200","200","32690","29290"
"New entrant CS","2021","30-39","Male","Unknown","2260","2220","32450","27700"
"New entrant CS","2021","30-39","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Female","Declared disabled","440","420","29220","27570"
"New entrant CS","2021","40-49","Female","Declared non-disabled","2920","2760","31010","27570"
"New entrant CS","2021","40-49","Female","Undeclared","180","160","34200","28590"
"New entrant CS","2021","40-49","Female","Unknown","1670","1580","34380","28650"
"New entrant CS","2021","40-49","Male","Declared disabled","300","300","30420","27570"
"New entrant CS","2021","40-49","Male","Declared non-disabled","2290","2260","33250","27570"
"New entrant CS","2021","40-49","Male","Undeclared","140","140","37190","30920"
"New entrant CS","2021","40-49","Male","Unknown","1490","1460","36690","29290"
"New entrant CS","2021","40-49","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Female","Declared disabled","360","340","27930","27570"
"New entrant CS","2021","50-59","Female","Declared non-disabled","2350","2250","29000","27570"
"New entrant CS","2021","50-59","Female","Undeclared","160","150","31410","27570"
"New entrant CS","2021","50-59","Female","Unknown","1180","1120","31920","26680"
"New entrant CS","2021","50-59","Male","Declared disabled","260","250","29420","27570"
"New entrant CS","2021","50-59","Male","Declared non-disabled","2000","1960","32270","27570"
"New entrant CS","2021","50-59","Male","Undeclared","120","120","36060","29230"
"New entrant CS","2021","50-59","Male","Unknown","1270","1260","36640","29290"
"New entrant CS","2021","50-59","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Female","Declared disabled","60","60","26250","27570"
"New entrant CS","2021","60-64","Female","Declared non-disabled","380","340","28300","27060"
"New entrant CS","2021","60-64","Female","Undeclared","40","30","[c]","[c]"
"New entrant CS","2021","60-64","Female","Unknown","170","150","29390","21510"
"New entrant CS","2021","60-64","Male","Declared disabled","60","60","29220","27570"
"New entrant CS","2021","60-64","Male","Declared non-disabled","420","400","30830","27570"
"New entrant CS","2021","60-64","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Male","Unknown","210","190","35220","27570"
"New entrant CS","2021","60-64","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Female","Declared non-disabled","70","60","29790","27570"
"New entrant CS","2021","65+","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Female","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","65+","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Male","Declared non-disabled","90","80","36560","28390"
"New entrant CS","2021","65+","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Male","Unknown","60","50","33310","26430"
"New entrant CS","2021","Unknown","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Female","Declared non-disabled","280","280","22250","21260"
"New entrant CS","2022","16-19","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Female","Unknown","200","190","22170","21260"
"New entrant CS","2022","16-19","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Male","Declared non-disabled","230","220","21810","21260"
"New entrant CS","2022","16-19","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Male","Unknown","250","240","20880","21200"
"New entrant CS","2022","20-29","Female","Declared disabled","1130","1100","26480","25120"
"New entrant CS","2022","20-29","Female","Declared non-disabled","8760","8620","26480","25050"
"New entrant CS","2022","20-29","Female","Undeclared","360","350","27050","26250"
"New entrant CS","2022","20-29","Female","Unknown","6050","5880","26470","25000"
"New entrant CS","2022","20-29","Male","Declared disabled","710","700","26180","25000"
"New entrant CS","2022","20-29","Male","Declared non-disabled","6130","6080","26910","26030"
"New entrant CS","2022","20-29","Male","Undeclared","330","320","28450","27570"
"New entrant CS","2022","20-29","Male","Unknown","4520","4430","26920","25630"
"New entrant CS","2022","20-29","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Female","Declared disabled","670","630","29400","27570"
"New entrant CS","2022","30-39","Female","Declared non-disabled","5130","4890","30550","27570"
"New entrant CS","2022","30-39","Female","Undeclared","250","240","31090","27570"
"New entrant CS","2022","30-39","Female","Unknown","3420","3170","30810","27230"
"New entrant CS","2022","30-39","Male","Declared disabled","450","450","29750","27570"
"New entrant CS","2022","30-39","Male","Declared non-disabled","4130","4080","31620","27570"
"New entrant CS","2022","30-39","Male","Undeclared","220","220","30910","27570"
"New entrant CS","2022","30-39","Male","Unknown","2800","2740","31440","27230"
"New entrant CS","2022","40-49","Female","Declared disabled","620","580","32040","28560"
"New entrant CS","2022","40-49","Female","Declared non-disabled","3720","3510","32180","27570"
"New entrant CS","2022","40-49","Female","Undeclared","190","180","31980","27570"
"New entrant CS","2022","40-49","Female","Unknown","2210","2030","32460","27570"
"New entrant CS","2022","40-49","Male","Declared disabled","340","340","31710","27570"
"New entrant CS","2022","40-49","Male","Declared non-disabled","2550","2520","34600","29000"
"New entrant CS","2022","40-49","Male","Undeclared","130","130","35020","30750"
"New entrant CS","2022","40-49","Male","Unknown","1690","1620","36300","29360"
"New entrant CS","2022","50-59","Female","Declared disabled","610","570","30110","27570"
"New entrant CS","2022","50-59","Female","Declared non-disabled","2650","2510","30500","27430"
"New entrant CS","2022","50-59","Female","Undeclared","180","170","28680","27320"
"New entrant CS","2022","50-59","Female","Unknown","1680","1530","31560","27230"
"New entrant CS","2022","50-59","Male","Declared disabled","330","330","32020","27570"
"New entrant CS","2022","50-59","Male","Declared non-disabled","2110","2060","34320","28310"
"New entrant CS","2022","50-59","Male","Undeclared","120","110","31580","28310"
"New entrant CS","2022","50-59","Male","Unknown","1620","1500","34200","28870"
"New entrant CS","2022","60-64","Female","Declared disabled","150","140","28110","27570"
"New entrant CS","2022","60-64","Female","Declared non-disabled","520","470","28360","24800"
"New entrant CS","2022","60-64","Female","Undeclared","40","30","[c]","[c]"
"New entrant CS","2022","60-64","Female","Unknown","340","290","29120","27060"
"New entrant CS","2022","60-64","Male","Declared disabled","110","100","31540","28200"
"New entrant CS","2022","60-64","Male","Declared non-disabled","450","420","32730","27870"
"New entrant CS","2022","60-64","Male","Undeclared","40","30","[c]","[c]"
"New entrant CS","2022","60-64","Male","Unknown","390","340","32910","28760"
"New entrant CS","2022","65+","Female","Declared disabled","40","30","[c]","[c]"
"New entrant CS","2022","65+","Female","Declared non-disabled","130","110","29480","26310"
"New entrant CS","2022","65+","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Female","Unknown","90","60","30810","26990"
"New entrant CS","2022","65+","Male","Declared disabled","40","30","[c]","[c]"
"New entrant CS","2022","65+","Male","Declared non-disabled","140","110","33270","28200"
"New entrant CS","2022","65+","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Male","Unknown","130","90","30460","28200"
"New entrant CS","2022","Unknown","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","","",""
"Sex","Self reported sex.","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","",""
"Disability","Self reported disability.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","",""
"Age","Age in 10 year bands.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
