"Status","Year","Ethnicity","Responsibility_level","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Asian","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","AA/AO","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","Black","AA/AO","Declared non-disabled","200","190","22790","22680"
"Leaver CS","2021","Black","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","EO","Declared non-disabled","110","100","28030","27760"
"Leaver CS","2021","Black","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","G6/G7","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2021","Black","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","SEO/HEO","Declared non-disabled","90","90","36210","35300"
"Leaver CS","2021","Black","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","AA/AO","Declared non-disabled","140","130","21770","21010"
"Leaver CS","2021","Mixed","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","EO","Declared non-disabled","60","60","27350","27570"
"Leaver CS","2021","Mixed","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","SEO/HEO","Declared non-disabled","50","50","[c]","[c]"
"Leaver CS","2021","Mixed","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","AA/AO","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2021","Other ethnicity","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","AA/AO","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2021","Undeclared","AA/AO","Declared non-disabled","130","100","21670","21010"
"Leaver CS","2021","Undeclared","AA/AO","Undeclared","160","140","22380","21010"
"Leaver CS","2021","Undeclared","AA/AO","Unknown","150","130","19840","19130"
"Leaver CS","2021","Undeclared","EO","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2021","Undeclared","EO","Declared non-disabled","120","100","27590","27570"
"Leaver CS","2021","Undeclared","EO","Undeclared","110","100","29220","27300"
"Leaver CS","2021","Undeclared","EO","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Undeclared","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","G6/G7","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","G6/G7","Undeclared","50","50","[c]","[c]"
"Leaver CS","2021","Undeclared","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SEO/HEO","Declared non-disabled","100","90","37810","35450"
"Leaver CS","2021","Undeclared","SEO/HEO","Undeclared","150","130","37940","37200"
"Leaver CS","2021","Undeclared","SEO/HEO","Unknown","80","70","35740","36250"
"Leaver CS","2021","Undeclared","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Declared non-disabled","240","200","21310","21010"
"Leaver CS","2021","Unknown","AA/AO","Undeclared","70","60","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Unknown","2520","2320","21130","21010"
"Leaver CS","2021","Unknown","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Declared non-disabled","140","120","27370","27570"
"Leaver CS","2021","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Unknown","1190","1070","27110","27570"
"Leaver CS","2021","Unknown","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Declared non-disabled","80","70","61340","57740"
"Leaver CS","2021","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Unknown","420","370","60530","58220"
"Leaver CS","2021","Unknown","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Unknown","90","70","95160","85080"
"Leaver CS","2021","Unknown","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Declared non-disabled","130","110","39220","37800"
"Leaver CS","2021","Unknown","SEO/HEO","Undeclared","50","50","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Unknown","830","750","35970","35300"
"Leaver CS","2021","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","600","570","34680","32100"
"Leaver CS","2021","White","AA/AO","Declared disabled","1080","890","20990","21010"
"Leaver CS","2021","White","AA/AO","Declared non-disabled","5350","4600","21130","21010"
"Leaver CS","2021","White","AA/AO","Undeclared","520","430","21560","21010"
"Leaver CS","2021","White","AA/AO","Unknown","580","480","21830","20920"
"Leaver CS","2021","White","EO","Declared disabled","670","560","27410","27570"
"Leaver CS","2021","White","EO","Declared non-disabled","2790","2370","27220","27570"
"Leaver CS","2021","White","EO","Undeclared","180","160","27100","27570"
"Leaver CS","2021","White","EO","Unknown","260","220","28730","28200"
"Leaver CS","2021","White","G6/G7","Declared disabled","160","140","60610","57460"
"Leaver CS","2021","White","G6/G7","Declared non-disabled","1260","1120","60930","59140"
"Leaver CS","2021","White","G6/G7","Undeclared","60","50","[c]","[c]"
"Leaver CS","2021","White","G6/G7","Unknown","170","150","60930","56500"
"Leaver CS","2021","White","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","SCS","Declared non-disabled","250","220","97750","94700"
"Leaver CS","2021","White","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","SCS","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","White","SEO/HEO","Declared disabled","450","410","36760","36400"
"Leaver CS","2021","White","SEO/HEO","Declared non-disabled","2650","2370","37350","36500"
"Leaver CS","2021","White","SEO/HEO","Undeclared","180","160","37410","35550"
"Leaver CS","2021","White","SEO/HEO","Unknown","400","360","38080","37890"
"Leaver CS","2021","White","Unknown","Declared disabled","130","110","[c]","[c]"
"Leaver CS","2021","White","Unknown","Declared non-disabled","370","320","37880","36390"
"Leaver CS","2021","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","AA/AO","Declared disabled","90","80","22350","21260"
"Leaver CS","2022","Asian","AA/AO","Declared non-disabled","630","560","21910","21260"
"Leaver CS","2022","Asian","AA/AO","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","Asian","AA/AO","Unknown","80","70","22320","22400"
"Leaver CS","2022","Asian","EO","Declared disabled","70","60","28790","28510"
"Leaver CS","2022","Asian","EO","Declared non-disabled","550","510","28310","27570"
"Leaver CS","2022","Asian","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","EO","Unknown","70","60","26790","27400"
"Leaver CS","2022","Asian","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","G6/G7","Declared non-disabled","170","160","60000","58790"
"Leaver CS","2022","Asian","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","G6/G7","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Asian","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","SCS","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2022","Asian","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","SEO/HEO","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2022","Asian","SEO/HEO","Declared non-disabled","380","360","37140","36890"
"Leaver CS","2022","Asian","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","SEO/HEO","Unknown","90","80","36590","36500"
"Leaver CS","2022","Asian","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","AA/AO","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2022","Black","AA/AO","Declared non-disabled","330","300","22500","22460"
"Leaver CS","2022","Black","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","EO","Declared disabled","50","50","[c]","[c]"
"Leaver CS","2022","Black","EO","Declared non-disabled","400","380","29230","29540"
"Leaver CS","2022","Black","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","EO","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Black","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","G6/G7","Declared non-disabled","90","80","58160","55550"
"Leaver CS","2022","Black","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","SEO/HEO","Declared non-disabled","240","230","37380","35380"
"Leaver CS","2022","Black","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","SEO/HEO","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Declared non-disabled","60","60","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","AA/AO","Declared disabled","50","50","[c]","[c]"
"Leaver CS","2022","Mixed","AA/AO","Declared non-disabled","200","190","21660","21260"
"Leaver CS","2022","Mixed","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","EO","Declared disabled","50","50","[c]","[c]"
"Leaver CS","2022","Mixed","EO","Declared non-disabled","180","170","28210","27570"
"Leaver CS","2022","Mixed","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","G6/G7","Declared non-disabled","60","60","60400","58460"
"Leaver CS","2022","Mixed","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","SEO/HEO","Declared non-disabled","130","120","37220","37190"
"Leaver CS","2022","Mixed","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","AA/AO","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2022","Other ethnicity","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","EO","Declared non-disabled","60","50","28730","27650"
"Leaver CS","2022","Other ethnicity","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","SEO/HEO","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","Other ethnicity","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","AA/AO","Declared disabled","60","50","[c]","[c]"
"Leaver CS","2022","Undeclared","AA/AO","Declared non-disabled","240","200","22010","21260"
"Leaver CS","2022","Undeclared","AA/AO","Undeclared","170","150","23170","21260"
"Leaver CS","2022","Undeclared","AA/AO","Unknown","100","80","21020","19630"
"Leaver CS","2022","Undeclared","EO","Declared disabled","60","50","28070","27570"
"Leaver CS","2022","Undeclared","EO","Declared non-disabled","200","160","28150","27570"
"Leaver CS","2022","Undeclared","EO","Undeclared","120","100","28040","27570"
"Leaver CS","2022","Undeclared","EO","Unknown","80","70","28990","27900"
"Leaver CS","2022","Undeclared","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","G6/G7","Declared non-disabled","70","70","58590","57480"
"Leaver CS","2022","Undeclared","G6/G7","Undeclared","80","70","58670","57120"
"Leaver CS","2022","Undeclared","G6/G7","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Undeclared","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","SEO/HEO","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","SEO/HEO","Declared non-disabled","150","140","37820","37030"
"Leaver CS","2022","Undeclared","SEO/HEO","Undeclared","170","150","38880","37960"
"Leaver CS","2022","Undeclared","SEO/HEO","Unknown","130","110","36440","36410"
"Leaver CS","2022","Undeclared","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","AA/AO","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","AA/AO","Declared non-disabled","320","280","21440","21260"
"Leaver CS","2022","Unknown","AA/AO","Undeclared","60","50","[c]","[c]"
"Leaver CS","2022","Unknown","AA/AO","Unknown","3670","3430","21680","21260"
"Leaver CS","2022","Unknown","EO","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","EO","Declared non-disabled","140","120","27330","27570"
"Leaver CS","2022","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","EO","Unknown","1600","1460","27230","27570"
"Leaver CS","2022","Unknown","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Declared non-disabled","70","60","57350","56060"
"Leaver CS","2022","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Unknown","700","570","60820","57430"
"Leaver CS","2022","Unknown","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Unknown","110","80","108160","95130"
"Leaver CS","2022","Unknown","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Declared non-disabled","160","140","37420","36080"
"Leaver CS","2022","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Unknown","1370","1130","36710","36210"
"Leaver CS","2022","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","880","740","36370","33270"
"Leaver CS","2022","White","AA/AO","Declared disabled","1500","1260","21430","21260"
"Leaver CS","2022","White","AA/AO","Declared non-disabled","8250","7280","21580","21260"
"Leaver CS","2022","White","AA/AO","Undeclared","670","550","21490","21170"
"Leaver CS","2022","White","AA/AO","Unknown","690","590","23760","21830"
"Leaver CS","2022","White","EO","Declared disabled","1000","840","27510","27570"
"Leaver CS","2022","White","EO","Declared non-disabled","5070","4430","27520","27570"
"Leaver CS","2022","White","EO","Undeclared","300","270","27380","27570"
"Leaver CS","2022","White","EO","Unknown","400","350","29560","28850"
"Leaver CS","2022","White","G6/G7","Declared disabled","240","210","59570","57430"
"Leaver CS","2022","White","G6/G7","Declared non-disabled","2210","2000","60390","58550"
"Leaver CS","2022","White","G6/G7","Undeclared","90","90","61350","59740"
"Leaver CS","2022","White","G6/G7","Unknown","320","270","59970","56220"
"Leaver CS","2022","White","SCS","Declared disabled","30","[c]","[c]","[c]"
"Leaver CS","2022","White","SCS","Declared non-disabled","390","350","96340","92500"
"Leaver CS","2022","White","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","SCS","Unknown","70","50","101550","101430"
"Leaver CS","2022","White","SEO/HEO","Declared disabled","670","590","37250","36300"
"Leaver CS","2022","White","SEO/HEO","Declared non-disabled","4310","3900","37510","36780"
"Leaver CS","2022","White","SEO/HEO","Undeclared","250","240","36670","36840"
"Leaver CS","2022","White","SEO/HEO","Unknown","530","470","38890","38550"
"Leaver CS","2022","White","Unknown","Declared disabled","200","180","[c]","[c]"
"Leaver CS","2022","White","Unknown","Declared non-disabled","850","750","37770","36240"
"Leaver CS","2022","White","Unknown","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","White","Unknown","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2021","Asian","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","AA/AO","Declared non-disabled","190","180","21460","21010"
"Leaver Dept.","2021","Asian","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","EO","Declared non-disabled","210","200","27650","27570"
