"Status","Year","Sex","Parent_department","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Male","Office of the Secretary of State for Wales","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Male","Office of the Secretary of State for Wales","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Male","Office of the Secretary of State for Wales","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Male","Office of the Secretary of State for Wales","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Male","Office of the Secretary of State for Wales","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Male","Scottish Government","16-19","40","40","[c]","[c]"
"In post","2022","Male","Scottish Government","20-29","1740","1720","28720","27230"
"In post","2022","Male","Scottish Government","30-39","2790","2770","35730","33070"
"In post","2022","Male","Scottish Government","40-49","2570","2540","42240","36390"
"In post","2022","Male","Scottish Government","50-59","3360","3270","41010","35000"
"In post","2022","Male","Scottish Government","60-64","940","770","38710","35000"
"In post","2022","Male","Scottish Government","65+","290","220","36140","32040"
"In post","2022","Male","The National Archives","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Male","The National Archives","20-29","40","40","[c]","[c]"
"In post","2022","Male","The National Archives","30-39","50","50","[c]","[c]"
"In post","2022","Male","The National Archives","40-49","80","70","40250","36800"
"In post","2022","Male","The National Archives","50-59","80","80","40200","37080"
"In post","2022","Male","The National Archives","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Male","The National Archives","65+","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Export Finance","20-29","50","50","38080","34190"
"In post","2022","Male","UK Export Finance","30-39","50","50","54080","52500"
"In post","2022","Male","UK Export Finance","40-49","70","70","59920","56770"
"In post","2022","Male","UK Export Finance","50-59","70","70","66830","55460"
"In post","2022","Male","UK Export Finance","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Export Finance","65+","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Statistics Authority","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Statistics Authority","20-29","550","540","30560","30710"
"In post","2022","Male","UK Statistics Authority","30-39","620","600","37920","36840"
"In post","2022","Male","UK Statistics Authority","40-49","490","470","41590","37770"
"In post","2022","Male","UK Statistics Authority","50-59","520","450","36660","31860"
"In post","2022","Male","UK Statistics Authority","60-64","200","150","27690","20350"
"In post","2022","Male","UK Statistics Authority","65+","120","80","24360","20350"
"In post","2022","Male","UK Supreme Court","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Supreme Court","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Supreme Court","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Supreme Court","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Supreme Court","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Supreme Court","65+","[c]","[c]","[c]","[c]"
"In post","2022","Male","Water Services Regulation Authority","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Male","Water Services Regulation Authority","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Male","Water Services Regulation Authority","40-49","40","40","[c]","[c]"
"In post","2022","Male","Water Services Regulation Authority","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Male","Water Services Regulation Authority","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Male","Welsh Government","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Male","Welsh Government","20-29","240","240","28750","25860"
"In post","2022","Male","Welsh Government","30-39","480","480","38900","38160"
"In post","2022","Male","Welsh Government","40-49","690","680","46030","41980"
"In post","2022","Male","Welsh Government","50-59","720","710","48080","47470"
"In post","2022","Male","Welsh Government","60-64","190","170","48760","47470"
"In post","2022","Male","Welsh Government","65+","90","70","45210","38160"
"In post","2022","Unknown","Chancellor's other departments","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Statistics Authority","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Statistics Authority","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Statistics Authority","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Statistics Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Attorney General's Departments","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Attorney General's Departments","20-29","50","50","28650","24590"
"Leaver CS","2021","Female","Attorney General's Departments","30-39","50","50","[c]","[c]"
"Leaver CS","2021","Female","Attorney General's Departments","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Attorney General's Departments","50-59","50","40","51840","55610"
"Leaver CS","2021","Female","Attorney General's Departments","60-64","40","30","[c]","[c]"
"Leaver CS","2021","Female","Attorney General's Departments","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cabinet Office","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cabinet Office","20-29","80","80","28100","26000"
"Leaver CS","2021","Female","Cabinet Office","30-39","40","40","[c]","[c]"
"Leaver CS","2021","Female","Cabinet Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cabinet Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cabinet Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cabinet Office","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chancellor's other departments","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chancellor's other departments","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chancellor's other departments","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chancellor's other departments","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Charity Commission","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Charity Commission","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Charity Commission","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Charity Commission","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Charity Commission","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Charity Commission","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Competition and Markets Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Competition and Markets Authority","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Competition and Markets Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Competition and Markets Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Competition and Markets Authority","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Competition and Markets Authority","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Business, Energy and Industrial Strategy","20-29","50","50","[c]","[c]"
"Leaver CS","2021","Female","Department for Business, Energy and Industrial Strategy","30-39","40","30","[c]","[c]"
"Leaver CS","2021","Female","Department for Business, Energy and Industrial Strategy","40-49","40","40","[c]","[c]"
"Leaver CS","2021","Female","Department for Business, Energy and Industrial Strategy","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Business, Energy and Industrial Strategy","60-64","30","30","[c]","[c]"
"Leaver CS","2021","Female","Department for Business, Energy and Industrial Strategy","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Digital, Culture, Media and Sport","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Digital, Culture, Media and Sport","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Digital, Culture, Media and Sport","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Digital, Culture, Media and Sport","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Digital, Culture, Media and Sport","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Digital, Culture, Media and Sport","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Education","20-29","70","70","30710","28500"
"Leaver CS","2021","Female","Department for Education","30-39","50","50","45650","40860"
"Leaver CS","2021","Female","Department for Education","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Education","50-59","30","30","[c]","[c]"
"Leaver CS","2021","Female","Department for Education","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Education","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Environment, Food and Rural Affairs","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Environment, Food and Rural Affairs","20-29","110","110","24680","24370"
"Leaver CS","2021","Female","Department for Environment, Food and Rural Affairs","30-39","50","50","[c]","[c]"
"Leaver CS","2021","Female","Department for Environment, Food and Rural Affairs","40-49","40","40","[c]","[c]"
"Leaver CS","2021","Female","Department for Environment, Food and Rural Affairs","50-59","50","40","[c]","[c]"
"Leaver CS","2021","Female","Department for Environment, Food and Rural Affairs","60-64","30","30","[c]","[c]"
"Leaver CS","2021","Female","Department for Environment, Food and Rural Affairs","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for International Trade","20-29","50","50","[c]","[c]"
"Leaver CS","2021","Female","Department for International Trade","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for International Trade","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for International Trade","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for International Trade","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for International Trade","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Transport","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Transport","20-29","70","60","23570","21590"
"Leaver CS","2021","Female","Department for Transport","30-39","50","40","[c]","[c]"
"Leaver CS","2021","Female","Department for Transport","40-49","50","40","[c]","[c]"
"Leaver CS","2021","Female","Department for Transport","50-59","50","40","29530","21590"
"Leaver CS","2021","Female","Department for Transport","60-64","40","30","[c]","[c]"
"Leaver CS","2021","Female","Department for Transport","65+","50","30","[c]","[c]"
"Leaver CS","2021","Female","Department for Work and Pensions","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Work and Pensions","20-29","370","360","24980","24180"
"Leaver CS","2021","Female","Department for Work and Pensions","30-39","330","290","25990","27570"
"Leaver CS","2021","Female","Department for Work and Pensions","40-49","310","270","26430","25860"
"Leaver CS","2021","Female","Department for Work and Pensions","50-59","670","560","27400","27570"
"Leaver CS","2021","Female","Department for Work and Pensions","60-64","620","460","27290","26890"
"Leaver CS","2021","Female","Department for Work and Pensions","65+","520","340","25220","25110"
"Leaver CS","2021","Female","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department of Health and Social Care","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department of Health and Social Care","20-29","160","130","25160","23450"
"Leaver CS","2021","Female","Department of Health and Social Care","30-39","150","130","35740","34460"
"Leaver CS","2021","Female","Department of Health and Social Care","40-49","90","70","41200","40130"
"Leaver CS","2021","Female","Department of Health and Social Care","50-59","90","70","48480","44500"
"Leaver CS","2021","Female","Department of Health and Social Care","60-64","60","40","56860","44500"
"Leaver CS","2021","Female","Department of Health and Social Care","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department of Health and Social Care","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2021","Female","ESTYN","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","ESTYN","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","ESTYN","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","ESTYN","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Food Standards Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Food Standards Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Food Standards Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Food Standards Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Food Standards Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Food Standards Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Foreign, Commonwealth and Development Office","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Foreign, Commonwealth and Development Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Foreign, Commonwealth and Development Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Foreign, Commonwealth and Development Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Foreign, Commonwealth and Development Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Foreign, Commonwealth and Development Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Foreign, Commonwealth and Development Office","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Land Registry","20-29","30","30","[c]","[c]"
"Leaver CS","2021","Female","HM Land Registry","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Land Registry","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Land Registry","50-59","40","30","[c]","[c]"
"Leaver CS","2021","Female","HM Land Registry","60-64","30","20","[c]","[c]"
"Leaver CS","2021","Female","HM Land Registry","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Revenue and Customs","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Revenue and Customs","20-29","280","260","[c]","[c]"
"Leaver CS","2021","Female","HM Revenue and Customs","30-39","290","230","[c]","[c]"
"Leaver CS","2021","Female","HM Revenue and Customs","40-49","430","350","[c]","[c]"
"Leaver CS","2021","Female","HM Revenue and Customs","50-59","1310","1120","[c]","[c]"
"Leaver CS","2021","Female","HM Revenue and Customs","60-64","690","530","[c]","[c]"
"Leaver CS","2021","Female","HM Revenue and Customs","65+","440","290","[c]","[c]"
"Leaver CS","2021","Female","HM Treasury","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Treasury","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Treasury","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Treasury","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Treasury","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Treasury","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Treasury","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Home Office","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Home Office","20-29","160","150","26040","24110"
"Leaver CS","2021","Female","Home Office","30-39","110","90","28370","25310"
"Leaver CS","2021","Female","Home Office","40-49","90","70","32290","25640"
"Leaver CS","2021","Female","Home Office","50-59","150","130","31780","27240"
"Leaver CS","2021","Female","Home Office","60-64","70","50","28930","27240"
"Leaver CS","2021","Female","Home Office","65+","90","60","25610","21430"
"Leaver CS","2021","Female","Ministry of Defence","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Defence","20-29","150","150","22860","20920"
"Leaver CS","2021","Female","Ministry of Defence","30-39","180","170","30910","29930"
"Leaver CS","2021","Female","Ministry of Defence","40-49","200","170","34390","30620"
"Leaver CS","2021","Female","Ministry of Defence","50-59","230","210","31650","26670"
"Leaver CS","2021","Female","Ministry of Defence","60-64","210","190","30450","26670"
"Leaver CS","2021","Female","Ministry of Defence","65+","150","130","26870","21580"
"Leaver CS","2021","Female","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Housing, Communities and Local Government","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Housing, Communities and Local Government","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Housing, Communities and Local Government","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Housing, Communities and Local Government","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Housing, Communities and Local Government","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Housing, Communities and Local Government","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Justice","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Justice","20-29","890","880","21650","19930"
"Leaver CS","2021","Female","Ministry of Justice","30-39","510","460","25570","21300"
"Leaver CS","2021","Female","Ministry of Justice","40-49","390","340","29370","22680"
"Leaver CS","2021","Female","Ministry of Justice","50-59","530","470","28120","22240"
"Leaver CS","2021","Female","Ministry of Justice","60-64","330","260","26770","20100"
"Leaver CS","2021","Female","Ministry of Justice","65+","320","230","21800","20100"
"Leaver CS","2021","Female","National Crime Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","National Crime Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","National Crime Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","National Crime Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","National Crime Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","National Crime Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Northern Ireland Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Northern Ireland Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Northern Ireland Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Northern Ireland Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office for Standards in Education","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office for Standards in Education","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office for Standards in Education","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office for Standards in Education","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office for Standards in Education","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office for Standards in Education","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Gas and Electricity Markets","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Gas and Electricity Markets","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Gas and Electricity Markets","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Gas and Electricity Markets","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Gas and Electricity Markets","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Qualifications and Examinations Regulation","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Qualifications and Examinations Regulation","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Qualifications and Examinations Regulation","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Qualifications and Examinations Regulation","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Qualifications and Examinations Regulation","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Qualifications and Examinations Regulation","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Rail and Road","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Rail and Road","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Rail and Road","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Rail and Road","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Rail and Road","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Rail and Road","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other Cabinet Office Agencies","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other Cabinet Office Agencies","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other Cabinet Office Agencies","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other Cabinet Office Agencies","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other Cabinet Office Agencies","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other Cabinet Office Agencies","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Scotland Office","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Scotland Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Scotland Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Scotland Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Scotland Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Scotland Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Scottish Government","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Scottish Government","20-29","80","80","24860","22820"
"Leaver CS","2021","Female","Scottish Government","30-39","80","70","30560","28140"
"Leaver CS","2021","Female","Scottish Government","40-49","60","50","36000","30650"
"Leaver CS","2021","Female","Scottish Government","50-59","80","70","40350","33650"
"Leaver CS","2021","Female","Scottish Government","60-64","80","70","41350","35110"
"Leaver CS","2021","Female","Scottish Government","65+","40","30","[c]","[c]"
"Leaver CS","2021","Female","The National Archives","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","The National Archives","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","The National Archives","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","The National Archives","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","The National Archives","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","The National Archives","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","UK Export Finance","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","UK Export Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","UK Export Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","UK Export Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","UK Export Finance","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","UK Export Finance","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","UK Supreme Court","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","UK Supreme Court","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","UK Supreme Court","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","UK Supreme Court","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","UK Supreme Court","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","United Kingdom Statistics Authority","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","United Kingdom Statistics Authority","20-29","40","40","[c]","[c]"
"Leaver CS","2021","Female","United Kingdom Statistics Authority","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","United Kingdom Statistics Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","United Kingdom Statistics Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","United Kingdom Statistics Authority","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","United Kingdom Statistics Authority","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Wales Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Wales Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Wales Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Water Services Regulation Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Water Services Regulation Authority","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Water Services Regulation Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Water Services Regulation Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Water Services Regulation Authority","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Welsh Government","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Welsh Government","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Welsh Government","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Welsh Government","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Welsh Government","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Welsh Government","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Attorney General's Departments","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Attorney General's Departments","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Attorney General's Departments","30-39","30","30","[c]","[c]"
"Leaver CS","2021","Male","Attorney General's Departments","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Attorney General's Departments","50-59","40","30","[c]","[c]"
"Leaver CS","2021","Male","Attorney General's Departments","60-64","30","30","[c]","[c]"
"Leaver CS","2021","Male","Attorney General's Departments","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Cabinet Office","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Cabinet Office","20-29","60","60","30830","27240"
"Leaver CS","2021","Male","Cabinet Office","30-39","60","50","51200","55180"
"Leaver CS","2021","Male","Cabinet Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Cabinet Office","50-59","40","40","[c]","[c]"
"Leaver CS","2021","Male","Cabinet Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Cabinet Office","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chancellor's other departments","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chancellor's other departments","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chancellor's other departments","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chancellor's other departments","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Charity Commission","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Charity Commission","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Charity Commission","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Charity Commission","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Charity Commission","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Charity Commission","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Competition and Markets Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Competition and Markets Authority","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Competition and Markets Authority","40-49","[c]","[c]","[c]","[c]"
