"Status","Year","Sex","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Female","Digital, Data & Technology","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Female","Digital, Data & Technology","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Female","Digital, Data & Technology","Operational Delivery","280","260","36880","33430"
"In post","2022","Female","Digital, Data & Technology","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Female","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"In post","2022","Female","Digital, Data & Technology","Policy","160","150","43760","40230"
"In post","2022","Female","Digital, Data & Technology","Project Delivery","110","100","38560","34290"
"In post","2022","Female","Digital, Data & Technology","Property","[c]","[c]","[c]","[c]"
"In post","2022","Female","Digital, Data & Technology","Science and Engineering","340","310","36280","37420"
"In post","2022","Female","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"In post","2022","Female","Digital, Data & Technology","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Female","Digital, Data & Technology","Tax","40","40","[c]","[c]"
"In post","2022","Female","Digital, Data & Technology","Unknown","660","640","47600","49700"
"In post","2022","Female","Finance","Commercial","360","320","35470","32890"
"In post","2022","Female","Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Corporate Finance","70","60","43150","38600"
"In post","2022","Female","Finance","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Digital, Data and Technology","110","100","38420","36500"
"In post","2022","Female","Finance","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Finance","4910","4610","39140","35310"
"In post","2022","Female","Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Operational Delivery","950","790","27120","22080"
"In post","2022","Female","Finance","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Other","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Policy","30","30","[c]","[c]"
"In post","2022","Female","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Property","30","30","[c]","[c]"
"In post","2022","Female","Finance","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Security","130","120","39700","36600"
"In post","2022","Female","Finance","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Tax","50","50","[c]","[c]"
"In post","2022","Female","Finance","Unknown","140","130","44020","40180"
"In post","2022","Female","Grants Management","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","Grants Management","Operational Delivery","1350","1190","24830","21300"
"In post","2022","Female","Grants Management","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Human Resources","6000","5620","38170","33560"
"In post","2022","Female","Human Resources","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Operational Delivery","970","880","30280","27570"
"In post","2022","Female","Human Resources","Other","50","50","33530","32340"
"In post","2022","Female","Human Resources","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Property","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Security","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Tax","110","110","34650","33080"
"In post","2022","Female","Human Resources","Unknown","870","820","39610","35430"
"In post","2022","Female","Internal Audit","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Female","Internal Audit","Internal Audit","380","350","45120","42630"
"In post","2022","Female","Internal Audit","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Female","Internal Audit","Other","[c]","[c]","[c]","[c]"
"In post","2022","Female","Internal Audit","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Female","Internal Audit","Security","[c]","[c]","[c]","[c]"
"In post","2022","Female","Legal","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Female","Legal","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Female","Legal","Finance","50","40","[c]","[c]"
"In post","2022","Female","Legal","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Female","Legal","Knowledge and Information Management","50","40","35460","27570"
"In post","2022","Female","Legal","Legal","4930","4490","55200","54080"
"In post","2022","Female","Legal","Operational Delivery","2330","2110","27030","25480"
"In post","2022","Female","Legal","Other","300","290","33910","27580"
"In post","2022","Female","Legal","Policy","50","50","44540","41750"
"In post","2022","Female","Legal","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Female","Legal","Property","[c]","[c]","[c]","[c]"
"In post","2022","Female","Legal","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Female","Legal","Security","[c]","[c]","[c]","[c]"
"In post","2022","Female","Legal","Tax","170","150","40260","35980"
"In post","2022","Female","Legal","Unknown","120","110","55680","58600"
"In post","2022","Female","No function","Commercial","310","300","45890","43320"
"In post","2022","Female","No function","Communications","160","150","40630","36960"
"In post","2022","Female","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Female","No function","Digital, Data and Technology","60","60","42440","41990"
"In post","2022","Female","No function","Economics","170","160","47980","51530"
"In post","2022","Female","No function","Finance","90","80","45390","46170"
"In post","2022","Female","No function","Geography","140","130","30420","29290"
"In post","2022","Female","No function","Human Resources","60","60","47100","43560"
"In post","2022","Female","No function","Inspector of Education and Training","640","620","62150","51360"
"In post","2022","Female","No function","Intelligence Analysis","300","280","29750","27380"
"In post","2022","Female","No function","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Female","No function","International Trade","750","730","46550","42120"
"In post","2022","Female","No function","Knowledge and Information Management","490","460","34890","31990"
"In post","2022","Female","No function","Legal","950","850","43410","42340"
"In post","2022","Female","No function","Medicine","380","340","79320","81710"
"In post","2022","Female","No function","Operational Delivery","122360","108190","27780","26900"
"In post","2022","Female","No function","Operational Research","120","120","43840","47010"
"In post","2022","Female","No function","Other","4640","4280","31300","27570"
"In post","2022","Female","No function","Planning","80","70","44960","40720"
"In post","2022","Female","No function","Planning Inspectors","140","120","55350","58810"
"In post","2022","Female","No function","Policy","12690","12200","45820","40650"
"In post","2022","Female","No function","Project Delivery","270","270","42430","38810"
"In post","2022","Female","No function","Property","[c]","[c]","[c]","[c]"
"In post","2022","Female","No function","Psychology","1330","1270","35570","31180"
"In post","2022","Female","No function","Science and Engineering","2960","2760","39120","38070"
"In post","2022","Female","No function","Security","[c]","[c]","[c]","[c]"
"In post","2022","Female","No function","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Female","No function","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Female","No function","Tax","6210","5770","34720","33370"
"In post","2022","Female","No function","Unknown","4080","3960","37560","32000"
"In post","2022","Female","No function","Veterinarian","220","210","42700","37910"
"In post","2022","Female","Project Delivery","Commercial","390","370","36980","35000"
"In post","2022","Female","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Female","Project Delivery","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","Project Delivery","Digital, Data and Technology","30","30","[c]","[c]"
"In post","2022","Female","Project Delivery","Economics","40","40","[c]","[c]"
"In post","2022","Female","Project Delivery","Finance","120","110","44940","42850"
"In post","2022","Female","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Female","Project Delivery","Inspector of Education and Training","30","30","[c]","[c]"
"In post","2022","Female","Project Delivery","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Female","Project Delivery","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Female","Project Delivery","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Female","Project Delivery","Knowledge and Information Management","40","40","[c]","[c]"
"In post","2022","Female","Project Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Female","Project Delivery","Medicine","30","30","[c]","[c]"
"In post","2022","Female","Project Delivery","Operational Delivery","1040","970","34950","32710"
"In post","2022","Female","Project Delivery","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Female","Project Delivery","Other","1410","1290","34250","28940"
"In post","2022","Female","Project Delivery","Policy","1150","1090","52640","53000"
"In post","2022","Female","Project Delivery","Project Delivery","6540","6140","41330","39330"
"In post","2022","Female","Project Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2022","Female","Project Delivery","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Female","Project Delivery","Science and Engineering","410","400","38150","34560"
"In post","2022","Female","Project Delivery","Security","[c]","[c]","[c]","[c]"
"In post","2022","Female","Project Delivery","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Female","Project Delivery","Tax","310","280","35240","33370"
"In post","2022","Female","Project Delivery","Unknown","170","170","52260","42440"
"In post","2022","Female","Property","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Female","Property","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Female","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Female","Property","Finance","40","30","[c]","[c]"
"In post","2022","Female","Property","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Female","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Female","Property","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Female","Property","Operational Delivery","800","750","29110","22130"
"In post","2022","Female","Property","Other","120","120","28110","26900"
"In post","2022","Female","Property","Policy","30","30","[c]","[c]"
"In post","2022","Female","Property","Project Delivery","30","30","[c]","[c]"
"In post","2022","Female","Property","Property","3000","2800","35830","33080"
"In post","2022","Female","Property","Security","[c]","[c]","[c]","[c]"
"In post","2022","Female","Property","Unknown","60","60","46170","40420"
"In post","2022","Female","Security","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Female","Security","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Female","Security","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Female","Security","Intelligence Analysis","340","320","37950","35680"
"In post","2022","Female","Security","Knowledge and Information Management","40","40","[c]","[c]"
"In post","2022","Female","Security","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Female","Security","Other","[c]","[c]","[c]","[c]"
"In post","2022","Female","Security","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Female","Security","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Female","Security","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Female","Security","Security","1830","1770","32330","29360"
"In post","2022","Female","Security","Unknown","510","480","32990","32000"
"In post","2022","Female","Unknown","Commercial","90","80","37080","35070"
"In post","2022","Female","Unknown","Communications","210","200","44470","41980"
"In post","2022","Female","Unknown","Counter Fraud","120","110","25810","25040"
"In post","2022","Female","Unknown","Digital, Data and Technology","580","560","47950","44470"
"In post","2022","Female","Unknown","Economics","70","70","46850","43950"
"In post","2022","Female","Unknown","Finance","1610","1540","36340","33300"
"In post","2022","Female","Unknown","Human Resources","580","550","40760","37450"
"In post","2022","Female","Unknown","Intelligence Analysis","680","630","29250","27370"
"In post","2022","Female","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Female","Unknown","Knowledge and Information Management","120","110","37280","35200"
"In post","2022","Female","Unknown","Legal","110","100","57350","61440"
"In post","2022","Female","Unknown","Medicine","1330","1160","43540","39030"
"In post","2022","Female","Unknown","Operational Delivery","14270","12780","28420","25630"
"In post","2022","Female","Unknown","Operational Research","40","30","[c]","[c]"
"In post","2022","Female","Unknown","Other","7350","6950","27660","22330"
"In post","2022","Female","Unknown","Planning","30","30","[c]","[c]"
"In post","2022","Female","Unknown","Policy","3440","3280","45440","41950"
"In post","2022","Female","Unknown","Project Delivery","1090","1040","43180","38160"
"In post","2022","Female","Unknown","Property","30","30","[c]","[c]"
"In post","2022","Female","Unknown","Science and Engineering","320","310","40810","37730"
"In post","2022","Female","Unknown","Security","130","120","33980","30820"
"In post","2022","Female","Unknown","Social Research","170","160","44590","43560"
"In post","2022","Female","Unknown","Statistics","120","110","37800","35490"
"In post","2022","Female","Unknown","Unknown","9010","8510","39970","34600"
"In post","2022","Female","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Male","Analysis","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Male","Analysis","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Male","Analysis","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","Analysis","Digital, Data and Technology","80","80","46640","45250"
"In post","2022","Male","Analysis","Economics","890","880","47460","41950"
"In post","2022","Male","Analysis","Finance","30","30","[c]","[c]"
"In post","2022","Male","Analysis","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Male","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Male","Analysis","Intelligence Analysis","60","60","43330","40000"
"In post","2022","Male","Analysis","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Male","Analysis","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Male","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Male","Analysis","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Male","Analysis","Operational Delivery","420","410","36130","32890"
"In post","2022","Male","Analysis","Operational Research","450","430","45680","47010"
"In post","2022","Male","Analysis","Other","230","220","58320","48770"
"In post","2022","Male","Analysis","Policy","270","270","49070","50400"
"In post","2022","Male","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Male","Analysis","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Male","Analysis","Science and Engineering","400","390","39640","37960"
"In post","2022","Male","Analysis","Security","[c]","[c]","[c]","[c]"
"In post","2022","Male","Analysis","Social Research","330","320","42490","38340"
"In post","2022","Male","Analysis","Statistics","1120","1100","43890","39840"
"In post","2022","Male","Analysis","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Male","Analysis","Unknown","90","80","39700","37610"
"In post","2022","Male","Commercial","Commercial","1860","1830","41030","38980"
"In post","2022","Male","Commercial","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Male","Commercial","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","Commercial","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Male","Commercial","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","Commercial","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Male","Commercial","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Male","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Male","Commercial","Operational Delivery","220","220","47630","41870"
"In post","2022","Male","Commercial","Other","40","40","[c]","[c]"
"In post","2022","Male","Commercial","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Male","Commercial","Project Delivery","60","60","47790","45610"
"In post","2022","Male","Commercial","Property","[c]","[c]","[c]","[c]"
"In post","2022","Male","Commercial","Science and Engineering","100","100","43020","42120"
"In post","2022","Male","Commercial","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Male","Commercial","Unknown","860","860","72930","65640"
"In post","2022","Male","Commercial","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Communications","1420","1400","42490","38620"
"In post","2022","Male","Communications","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Knowledge and Information Management","30","30","[c]","[c]"
"In post","2022","Male","Communications","Operational Delivery","890","870","30220","26820"
"In post","2022","Male","Communications","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Other","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Tax","1360","1340","29020","26820"
"In post","2022","Male","Communications","Unknown","220","220","43370","37300"
"In post","2022","Male","Counter Fraud","Counter Fraud","2610","2450","30510","27570"
"In post","2022","Male","Counter Fraud","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Male","Counter Fraud","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Male","Counter Fraud","Intelligence Analysis","140","130","39560","37930"
"In post","2022","Male","Counter Fraud","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Male","Counter Fraud","Legal","1950","1900","34720","33370"
"In post","2022","Male","Counter Fraud","Operational Delivery","1670","1610","31420","28810"
"In post","2022","Male","Counter Fraud","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Male","Counter Fraud","Other","150","150","43780","40180"
"In post","2022","Male","Counter Fraud","Tax","1090","1040","43290","40180"
"In post","2022","Male","Counter Fraud","Unknown","400","400","33850","30750"
"In post","2022","Male","Debt","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","Debt","Operational Delivery","1370","1300","25240","22080"
"In post","2022","Male","Debt","Other","800","750","22540","21260"
"In post","2022","Male","Debt","Tax","420","410","22030","21250"
"In post","2022","Male","Debt","Unknown","60","50","26360","21250"
"In post","2022","Male","Digital, Data & Technology","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Male","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Male","Digital, Data & Technology","Digital, Data and Technology","11270","11100","42000","38510"
"In post","2022","Male","Digital, Data & Technology","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","Digital, Data & Technology","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Male","Digital, Data & Technology","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Male","Digital, Data & Technology","Knowledge and Information Management","460","450","34640","32250"
"In post","2022","Male","Digital, Data & Technology","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Male","Digital, Data & Technology","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Male","Digital, Data & Technology","Operational Delivery","270","260","39160","35160"
"In post","2022","Male","Digital, Data & Technology","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Male","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"In post","2022","Male","Digital, Data & Technology","Policy","100","90","45390","40300"
"In post","2022","Male","Digital, Data & Technology","Project Delivery","80","80","42080","39650"
"In post","2022","Male","Digital, Data & Technology","Property","[c]","[c]","[c]","[c]"
"In post","2022","Male","Digital, Data & Technology","Science and Engineering","640","610","40280","39650"
"In post","2022","Male","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"In post","2022","Male","Digital, Data & Technology","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Male","Digital, Data & Technology","Tax","40","40","[c]","[c]"
"In post","2022","Male","Digital, Data & Technology","Unknown","870","870","51000","54700"
"In post","2022","Male","Finance","Commercial","270","260","38950","35390"
"In post","2022","Male","Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Male","Finance","Corporate Finance","50","50","[c]","[c]"
"In post","2022","Male","Finance","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Male","Finance","Digital, Data and Technology","140","130","39740","36780"
"In post","2022","Male","Finance","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Male","Finance","Finance","4000","3920","43140","40080"
"In post","2022","Male","Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Male","Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Male","Finance","Operational Delivery","550","520","28980","22080"
"In post","2022","Male","Finance","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Male","Finance","Other","[c]","[c]","[c]","[c]"
"In post","2022","Male","Finance","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Male","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Male","Finance","Property","[c]","[c]","[c]","[c]"
"In post","2022","Male","Finance","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Male","Finance","Security","190","180","44060","38430"
"In post","2022","Male","Finance","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Male","Finance","Tax","50","50","[c]","[c]"
"In post","2022","Male","Finance","Unknown","190","190","48210","43430"
"In post","2022","Male","Grants Management","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","Grants Management","Operational Delivery","960","930","25520","21300"
"In post","2022","Male","Grants Management","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Male","Human Resources","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Male","Human Resources","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Male","Human Resources","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","Human Resources","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Male","Human Resources","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Male","Human Resources","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","Human Resources","Human Resources","2460","2410","39810","36050"
"In post","2022","Male","Human Resources","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Male","Human Resources","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Male","Human Resources","Operational Delivery","550","540","30320","27570"
"In post","2022","Male","Human Resources","Other","[c]","[c]","[c]","[c]"
"In post","2022","Male","Human Resources","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Male","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Male","Human Resources","Property","[c]","[c]","[c]","[c]"
"In post","2022","Male","Human Resources","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Male","Human Resources","Security","[c]","[c]","[c]","[c]"
"In post","2022","Male","Human Resources","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Male","Human Resources","Tax","100","90","35840","33370"
"In post","2022","Male","Human Resources","Unknown","450","450","40790","35590"
"In post","2022","Male","Internal Audit","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Male","Internal Audit","Internal Audit","350","340","48410","45390"
"In post","2022","Male","Internal Audit","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Male","Internal Audit","Other","[c]","[c]","[c]","[c]"
"In post","2022","Male","Internal Audit","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Male","Internal Audit","Security","[c]","[c]","[c]","[c]"
"In post","2022","Male","Legal","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Male","Legal","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Male","Legal","Finance","30","30","[c]","[c]"
"In post","2022","Male","Legal","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Male","Legal","Knowledge and Information Management","30","30","[c]","[c]"
"In post","2022","Male","Legal","Legal","2820","2730","57630","55830"
"In post","2022","Male","Legal","Operational Delivery","920","900","27630","25920"
"In post","2022","Male","Legal","Other","160","150","33840","28990"
"In post","2022","Male","Legal","Policy","50","40","[c]","[c]"
"In post","2022","Male","Legal","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Male","Legal","Property","[c]","[c]","[c]","[c]"
"In post","2022","Male","Legal","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Male","Legal","Security","[c]","[c]","[c]","[c]"
"In post","2022","Male","Legal","Tax","180","170","42760","40520"
"In post","2022","Male","Legal","Unknown","110","110","61990","62120"
"In post","2022","Male","No function","Commercial","200","200","52110","49700"
"In post","2022","Male","No function","Communications","90","90","42260","38270"
"In post","2022","Male","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Male","No function","Digital, Data and Technology","90","90","42110","37100"
"In post","2022","Male","No function","Economics","230","230","48830","52030"
"In post","2022","Male","No function","Finance","60","60","49610","47740"
"In post","2022","Male","No function","Geography","290","270","31900","33290"
"In post","2022","Male","No function","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Male","No function","Inspector of Education and Training","230","220","72850","75500"
"In post","2022","Male","No function","Intelligence Analysis","140","130","33200","31180"
"In post","2022","Male","No function","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Male","No function","International Trade","890","880","47930","44030"
"In post","2022","Male","No function","Knowledge and Information Management","320","320","37330","33610"
"In post","2022","Male","No function","Legal","380","370","46300","44780"
"In post","2022","Male","No function","Medicine","210","200","89080","87700"
"In post","2022","Male","No function","Operational Delivery","82720","79070","29780","27570"
"In post","2022","Male","No function","Operational Research","160","160","46820","47010"
"In post","2022","Male","No function","Other","2860","2770","33800","27570"
"In post","2022","Male","No function","Planning","80","80","44590","40590"
"In post","2022","Male","No function","Planning Inspectors","240","210","56840","58810"
"In post","2022","Male","No function","Policy","10860","10750","48090","45440"
"In post","2022","Male","No function","Project Delivery","210","210","48630","51710"
"In post","2022","Male","No function","Property","[c]","[c]","[c]","[c]"
"In post","2022","Male","No function","Psychology","190","180","36600","31180"
"In post","2022","Male","No function","Science and Engineering","3700","3600","41640","39330"
"In post","2022","Male","No function","Security","[c]","[c]","[c]","[c]"
"In post","2022","Male","No function","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Male","No function","Statistics","40","40","[c]","[c]"
"In post","2022","Male","No function","Tax","6730","6510","37240","33370"
"In post","2022","Male","No function","Unknown","3700","3670","39400","33080"
"In post","2022","Male","No function","Veterinarian","180","170","44110","40820"
"In post","2022","Male","Project Delivery","Commercial","360","360","41210","37470"
"In post","2022","Male","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Male","Project Delivery","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","Project Delivery","Digital, Data and Technology","120","120","46740","47010"
"In post","2022","Male","Project Delivery","Economics","50","50","57290","56360"
"In post","2022","Male","Project Delivery","Finance","110","110","47630","45000"
"In post","2022","Male","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Male","Project Delivery","Inspector of Education and Training","30","30","[c]","[c]"
"In post","2022","Male","Project Delivery","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Male","Project Delivery","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Male","Project Delivery","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Male","Project Delivery","Knowledge and Information Management","50","40","[c]","[c]"
"In post","2022","Male","Project Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Male","Project Delivery","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Male","Project Delivery","Operational Delivery","810","800","39210","36570"
"In post","2022","Male","Project Delivery","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Male","Project Delivery","Other","1980","1950","35820","32120"
"In post","2022","Male","Project Delivery","Policy","1010","980","55100","55210"
"In post","2022","Male","Project Delivery","Project Delivery","6430","6300","45360","40860"
"In post","2022","Male","Project Delivery","Property","40","40","[c]","[c]"
"In post","2022","Male","Project Delivery","Psychology","[c]","[c]","[c]","[c]"
