"Status","Year","Age","Ethnicity","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","60-64","White","Undeclared","1780","1440","30490","27570"
"In post","2022","60-64","White","Unknown","1800","1480","35170","29720"
"In post","2022","65+","Asian","Declared disabled","90","70","30150","28260"
"In post","2022","65+","Asian","Declared non-disabled","580","450","29990","26400"
"In post","2022","65+","Asian","Undeclared","40","30","[c]","[c]"
"In post","2022","65+","Asian","Unknown","50","40","[c]","[c]"
"In post","2022","65+","Black","Declared disabled","60","50","29920","27370"
"In post","2022","65+","Black","Declared non-disabled","300","260","29900","27060"
"In post","2022","65+","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Declared disabled","30","20","[c]","[c]"
"In post","2022","65+","Mixed","Declared non-disabled","80","70","32440","27570"
"In post","2022","65+","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Declared non-disabled","50","40","[c]","[c]"
"In post","2022","65+","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Declared disabled","90","60","29180","27570"
"In post","2022","65+","Undeclared","Declared non-disabled","370","280","32100","27570"
"In post","2022","65+","Undeclared","Undeclared","180","140","34020","29200"
"In post","2022","65+","Undeclared","Unknown","60","50","39630","33390"
"In post","2022","65+","Unknown","Declared disabled","60","50","30780","27130"
"In post","2022","65+","Unknown","Declared non-disabled","270","210","31970","27060"
"In post","2022","65+","Unknown","Undeclared","50","30","[c]","[c]"
"In post","2022","65+","Unknown","Unknown","770","580","32950","28200"
"In post","2022","65+","White","Declared disabled","1530","1150","28930","26870"
"In post","2022","65+","White","Declared non-disabled","6730","5150","31280","27380"
"In post","2022","65+","White","Undeclared","540","410","28840","26670"
"In post","2022","65+","White","Unknown","570","450","34780","28920"
"In post","2022","Unknown","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","16-19","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","White","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2021","16-19","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Asian","Declared non-disabled","280","270","25130","24490"
"Leaver CS","2021","20-29","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Declared non-disabled","110","110","25860","25110"
"Leaver CS","2021","20-29","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Declared non-disabled","100","100","26350","24580"
"Leaver CS","2021","20-29","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Unknown","110","110","21450","19130"
"Leaver CS","2021","20-29","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Declared non-disabled","80","80","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Undeclared","40","40","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","1950","1850","25050","23340"
"Leaver CS","2021","20-29","White","Declared disabled","260","250","25380","22350"
"Leaver CS","2021","20-29","White","Declared non-disabled","1980","1910","25770","22890"
"Leaver CS","2021","20-29","White","Undeclared","80","70","[c]","[c]"
"Leaver CS","2021","20-29","White","Unknown","170","170","26440","22840"
"Leaver CS","2021","30-39","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Asian","Declared non-disabled","200","180","31730","27760"
"Leaver CS","2021","30-39","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Black","Declared non-disabled","100","100","33010","27760"
"Leaver CS","2021","30-39","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Declared non-disabled","80","80","34460","28820"
"Leaver CS","2021","30-39","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Undeclared","50","40","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Declared non-disabled","110","100","34300","29300"
"Leaver CS","2021","30-39","Unknown","Undeclared","40","40","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Unknown","1120","1040","32430","28170"
"Leaver CS","2021","30-39","White","Declared disabled","210","190","29820","27570"
"Leaver CS","2021","30-39","White","Declared non-disabled","1620","1500","34880","29930"
"Leaver CS","2021","30-39","White","Undeclared","110","100","31440","29290"
"Leaver CS","2021","30-39","White","Unknown","200","180","35330","33300"
"Leaver CS","2021","40-49","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Declared non-disabled","150","140","38910","32030"
"Leaver CS","2021","40-49","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Declared non-disabled","100","90","31350","27930"
"Leaver CS","2021","40-49","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Mixed","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2021","40-49","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Undeclared","50","50","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Declared non-disabled","80","70","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Unknown","810","750","36020","27850"
"Leaver CS","2021","40-49","White","Declared disabled","270","240","30890","27360"
"Leaver CS","2021","40-49","White","Declared non-disabled","1370","1230","37410","29730"
"Leaver CS","2021","40-49","White","Undeclared","110","100","[c]","[c]"
"Leaver CS","2021","40-49","White","Unknown","210","180","40790","37700"
"Leaver CS","2021","50-59","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","Declared non-disabled","120","100","32190","26120"
"Leaver CS","2021","50-59","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Declared non-disabled","80","80","34790","28780"
"Leaver CS","2021","50-59","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Declared disabled","60","50","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Declared non-disabled","100","90","36320","27570"
"Leaver CS","2021","50-59","Undeclared","Undeclared","180","160","36220","34530"
"Leaver CS","2021","50-59","Undeclared","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Declared non-disabled","140","130","40850","31060"
"Leaver CS","2021","50-59","Unknown","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Unknown","910","850","36280","29290"
"Leaver CS","2021","50-59","White","Declared disabled","770","680","32480","27570"
"Leaver CS","2021","50-59","White","Declared non-disabled","3110","2780","36210","28230"
"Leaver CS","2021","50-59","White","Undeclared","290","260","36450","30290"
"Leaver CS","2021","50-59","White","Unknown","370","330","42710","38460"
"Leaver CS","2021","60-64","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Asian","Declared non-disabled","60","50","[c]","[c]"
"Leaver CS","2021","60-64","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Black","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2021","60-64","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Declared non-disabled","110","90","33550","31780"
"Leaver CS","2021","60-64","Undeclared","Undeclared","120","100","35400","33280"
"Leaver CS","2021","60-64","Undeclared","Unknown","30","20","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Declared non-disabled","130","100","38460","27570"
"Leaver CS","2021","60-64","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Unknown","450","390","40010","33620"
"Leaver CS","2021","60-64","White","Declared disabled","500","410","30810","27240"
"Leaver CS","2021","60-64","White","Declared non-disabled","2600","2120","35670","27570"
"Leaver CS","2021","60-64","White","Undeclared","190","150","32000","28210"
"Leaver CS","2021","60-64","White","Unknown","300","240","41560","34910"
"Leaver CS","2021","65+","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Declared non-disabled","80","60","27970","24500"
"Leaver CS","2021","65+","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2021","65+","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Declared non-disabled","80","50","29870","26120"
"Leaver CS","2021","65+","Undeclared","Undeclared","50","40","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Declared non-disabled","90","60","36150","27570"
"Leaver CS","2021","65+","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Unknown","270","220","33880","29520"
"Leaver CS","2021","65+","White","Declared disabled","490","360","26530","24550"
"Leaver CS","2021","65+","White","Declared non-disabled","1940","1410","28790","25490"
"Leaver CS","2021","65+","White","Undeclared","180","130","28220","26050"
"Leaver CS","2021","65+","White","Unknown","200","150","34400","25670"
"Leaver CS","2021","Unknown","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","100","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","80","80","20260","20540"
"Leaver CS","2022","16-19","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","White","Declared non-disabled","70","70","21050","21260"
"Leaver CS","2022","16-19","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Declared disabled","60","50","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Declared non-disabled","640","610","27150","27140"
"Leaver CS","2022","20-29","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Unknown","110","90","28030","25670"
"Leaver CS","2022","20-29","Black","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2022","20-29","Black","Declared non-disabled","340","320","28230","27570"
"Leaver CS","2022","20-29","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Declared disabled","50","50","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Declared non-disabled","250","240","27600","26950"
"Leaver CS","2022","20-29","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","Declared non-disabled","50","50","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Declared non-disabled","80","70","28060","26350"
"Leaver CS","2022","20-29","Undeclared","Undeclared","60","60","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Unknown","80","80","26460","23840"
"Leaver CS","2022","20-29","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Declared non-disabled","150","140","24820","22010"
"Leaver CS","2022","20-29","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Unknown","3220","2960","25820","23720"
"Leaver CS","2022","20-29","White","Declared disabled","550","520","25660","23720"
"Leaver CS","2022","20-29","White","Declared non-disabled","4280","4150","26560","24900"
"Leaver CS","2022","20-29","White","Undeclared","180","180","26630","23330"
"Leaver CS","2022","20-29","White","Unknown","330","290","28700","25890"
"Leaver CS","2022","30-39","Asian","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2022","30-39","Asian","Declared non-disabled","470","440","34630","30780"
"Leaver CS","2022","30-39","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Asian","Unknown","70","60","35400","32940"
"Leaver CS","2022","30-39","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Declared non-disabled","290","280","32850","31060"
"Leaver CS","2022","30-39","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Declared non-disabled","170","160","34220","31060"
"Leaver CS","2022","30-39","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Declared non-disabled","100","100","35140","31390"
"Leaver CS","2022","30-39","Undeclared","Undeclared","80","70","40340","40580"
"Leaver CS","2022","30-39","Undeclared","Unknown","70","60","36210","33610"
"Leaver CS","2022","30-39","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Declared non-disabled","150","140","31930","29180"
"Leaver CS","2022","30-39","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Unknown","1860","1660","34010","28970"
"Leaver CS","2022","30-39","White","Declared disabled","470","430","29530","27570"
"Leaver CS","2022","30-39","White","Declared non-disabled","3520","3280","34340","29640"
"Leaver CS","2022","30-39","White","Undeclared","200","190","32430","27570"
"Leaver CS","2022","30-39","White","Unknown","320","290","38370","35000"
"Leaver CS","2022","40-49","Asian","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Declared non-disabled","300","270","39430","31060"
"Leaver CS","2022","40-49","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","40-49","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Declared non-disabled","200","190","35940","31060"
"Leaver CS","2022","40-49","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Mixed","Declared non-disabled","80","70","37640","31060"
"Leaver CS","2022","40-49","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Mixed","Unknown","[c]","[c]","[c]","[c]"
