"Status","Year","Region_ITL3","Age","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Telford and Wrekin","40-49","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","40-49","Unknown","80","80","37020","31810"
"In post","2021","Telford and Wrekin","50-59","Declared disabled","100","90","32110","30470"
"In post","2021","Telford and Wrekin","50-59","Declared non-disabled","470","430","35550","32030"
"In post","2021","Telford and Wrekin","50-59","Undeclared","50","50","32070","28130"
"In post","2021","Telford and Wrekin","50-59","Unknown","110","100","37540","31840"
"In post","2021","Telford and Wrekin","60-64","Declared disabled","40","30","[c]","[c]"
"In post","2021","Telford and Wrekin","60-64","Declared non-disabled","110","90","31860","27570"
"In post","2021","Telford and Wrekin","60-64","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","65+","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Thurrock","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Thurrock","16-19","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Thurrock","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Thurrock","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Thurrock","20-29","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Thurrock","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Thurrock","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Thurrock","30-39","Declared non-disabled","50","50","26270","25310"
"In post","2021","Thurrock","30-39","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Thurrock","30-39","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Thurrock","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Thurrock","40-49","Declared non-disabled","60","60","27500","26780"
"In post","2021","Thurrock","40-49","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Thurrock","40-49","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Thurrock","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Thurrock","50-59","Declared non-disabled","90","80","27590","27370"
"In post","2021","Thurrock","50-59","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Thurrock","50-59","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Thurrock","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Thurrock","60-64","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Thurrock","60-64","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Thurrock","65+","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Thurrock","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Thurrock","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Torbay","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Torbay","20-29","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Torbay","20-29","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Torbay","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Torbay","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Torbay","30-39","Declared non-disabled","50","40","[c]","[c]"
"In post","2021","Torbay","30-39","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Torbay","30-39","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Torbay","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Torbay","40-49","Declared non-disabled","50","40","[c]","[c]"
"In post","2021","Torbay","40-49","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Torbay","40-49","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Torbay","50-59","Declared disabled","30","30","[c]","[c]"
"In post","2021","Torbay","50-59","Declared non-disabled","100","90","26510","26120"
"In post","2021","Torbay","50-59","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Torbay","50-59","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Torbay","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Torbay","60-64","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","Torbay","65+","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Torbay","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Tower Hamlets","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Tower Hamlets","16-19","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Tower Hamlets","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Tower Hamlets","20-29","Declared disabled","70","70","34460","31060"
"In post","2021","Tower Hamlets","20-29","Declared non-disabled","860","860","36540","34240"
"In post","2021","Tower Hamlets","20-29","Undeclared","40","40","[c]","[c]"
"In post","2021","Tower Hamlets","20-29","Unknown","380","380","34010","32000"
"In post","2021","Tower Hamlets","30-39","Declared disabled","100","100","46450","43960"
"In post","2021","Tower Hamlets","30-39","Declared non-disabled","1270","1230","50650","53160"
"In post","2021","Tower Hamlets","30-39","Undeclared","80","80","48000","47590"
"In post","2021","Tower Hamlets","30-39","Unknown","360","350","46620","41760"
"In post","2021","Tower Hamlets","40-49","Declared disabled","140","130","49310","46850"
"In post","2021","Tower Hamlets","40-49","Declared non-disabled","1170","1120","55340","54700"
"In post","2021","Tower Hamlets","40-49","Undeclared","80","80","52040","54300"
"In post","2021","Tower Hamlets","40-49","Unknown","300","290","54090","53620"
"In post","2021","Tower Hamlets","50-59","Declared disabled","150","140","49040","42140"
"In post","2021","Tower Hamlets","50-59","Declared non-disabled","1010","980","52130","46540"
"In post","2021","Tower Hamlets","50-59","Undeclared","80","70","44450","39090"
"In post","2021","Tower Hamlets","50-59","Unknown","310","310","51720","43260"
"In post","2021","Tower Hamlets","60-64","Declared disabled","40","40","[c]","[c]"
"In post","2021","Tower Hamlets","60-64","Declared non-disabled","210","190","48070","43490"
"In post","2021","Tower Hamlets","60-64","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Tower Hamlets","60-64","Unknown","60","50","55000","45960"
"In post","2021","Tower Hamlets","65+","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Tower Hamlets","65+","Declared non-disabled","70","60","47800","39800"
"In post","2021","Tower Hamlets","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Tower Hamlets","65+","Unknown","40","30","[c]","[c]"
"In post","2021","Tyneside","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Tyneside","16-19","Declared non-disabled","40","30","[c]","[c]"
"In post","2021","Tyneside","16-19","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Tyneside","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Tyneside","20-29","Declared disabled","130","130","24550","21010"
"In post","2021","Tyneside","20-29","Declared non-disabled","1370","1340","25920","25560"
"In post","2021","Tyneside","20-29","Undeclared","60","60","26640","25560"
"In post","2021","Tyneside","20-29","Unknown","700","690","24890","25560"
"In post","2021","Tyneside","30-39","Declared disabled","270","250","26790","25550"
"In post","2021","Tyneside","30-39","Declared non-disabled","2360","2200","29800","27460"
"In post","2021","Tyneside","30-39","Undeclared","200","180","28960","27570"
"In post","2021","Tyneside","30-39","Unknown","770","720","28610","25560"
"In post","2021","Tyneside","40-49","Declared disabled","430","400","28650","25560"
"In post","2021","Tyneside","40-49","Declared non-disabled","2820","2610","32020","27570"
"In post","2021","Tyneside","40-49","Undeclared","180","170","31330","27570"
"In post","2021","Tyneside","40-49","Unknown","730","660","29450","25560"
"In post","2021","Tyneside","50-59","Declared disabled","640","560","28120","25860"
"In post","2021","Tyneside","50-59","Declared non-disabled","3060","2780","31310","27570"
"In post","2021","Tyneside","50-59","Undeclared","240","220","31370","27350"
"In post","2021","Tyneside","50-59","Unknown","720","620","27800","21440"
"In post","2021","Tyneside","60-64","Declared disabled","210","160","25020","21420"
"In post","2021","Tyneside","60-64","Declared non-disabled","940","710","27190","21440"
"In post","2021","Tyneside","60-64","Undeclared","40","40","[c]","[c]"
"In post","2021","Tyneside","60-64","Unknown","260","190","24540","21440"
"In post","2021","Tyneside","65+","Declared disabled","50","40","24880","21010"
"In post","2021","Tyneside","65+","Declared non-disabled","220","150","24870","21440"
"In post","2021","Tyneside","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Tyneside","65+","Unknown","60","40","22570","21440"
"In post","2021","Tyneside","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Tyneside","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Unknown","40","40","[c]","[c]"
"In post","2021","Unknown","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","20-29","Declared non-disabled","150","150","29900","27570"
"In post","2021","Unknown","20-29","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","20-29","Unknown","700","700","29820","29250"
"In post","2021","Unknown","30-39","Declared disabled","40","40","[c]","[c]"
"In post","2021","Unknown","30-39","Declared non-disabled","210","200","34050","27570"
"In post","2021","Unknown","30-39","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","30-39","Unknown","530","520","38010","33570"
"In post","2021","Unknown","40-49","Declared disabled","30","30","[c]","[c]"
"In post","2021","Unknown","40-49","Declared non-disabled","220","210","33690","27570"
"In post","2021","Unknown","40-49","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","40-49","Unknown","460","460","40540","35380"
"In post","2021","Unknown","50-59","Declared disabled","70","70","31740","27570"
"In post","2021","Unknown","50-59","Declared non-disabled","320","300","33370","27570"
"In post","2021","Unknown","50-59","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","50-59","Unknown","570","570","43260","38240"
"In post","2021","Unknown","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","60-64","Declared non-disabled","90","70","33230","27570"
"In post","2021","Unknown","60-64","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","60-64","Unknown","140","140","40820","37300"
"In post","2021","Unknown","65+","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wakefield","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Wakefield","16-19","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Wakefield","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wakefield","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Wakefield","20-29","Declared non-disabled","130","130","24790","25300"
"In post","2021","Wakefield","20-29","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wakefield","20-29","Unknown","70","70","25050","24060"
"In post","2021","Wakefield","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Wakefield","30-39","Declared non-disabled","240","220","28530","26850"
"In post","2021","Wakefield","30-39","Undeclared","30","30","[c]","[c]"
"In post","2021","Wakefield","30-39","Unknown","40","40","[c]","[c]"
"In post","2021","Wakefield","40-49","Declared disabled","50","40","[c]","[c]"
"In post","2021","Wakefield","40-49","Declared non-disabled","270","260","31760","31650"
"In post","2021","Wakefield","40-49","Undeclared","50","50","31750","31650"
"In post","2021","Wakefield","40-49","Unknown","40","40","[c]","[c]"
"In post","2021","Wakefield","50-59","Declared disabled","80","70","34050","28200"
"In post","2021","Wakefield","50-59","Declared non-disabled","340","310","32350","31650"
"In post","2021","Wakefield","50-59","Undeclared","90","80","30930","31650"
"In post","2021","Wakefield","50-59","Unknown","50","50","[c]","[c]"
"In post","2021","Wakefield","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Wakefield","60-64","Declared non-disabled","90","70","30340","28200"
"In post","2021","Wakefield","60-64","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wakefield","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wakefield","65+","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Wakefield","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Wakefield","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wakefield","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Walsall","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Walsall","20-29","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","Walsall","20-29","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Walsall","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Walsall","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Walsall","30-39","Declared non-disabled","90","80","24700","21010"
"In post","2021","Walsall","30-39","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Walsall","30-39","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Walsall","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Walsall","40-49","Declared non-disabled","140","120","24970","23330"
"In post","2021","Walsall","40-49","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Walsall","40-49","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Walsall","50-59","Declared disabled","40","30","[c]","[c]"
"In post","2021","Walsall","50-59","Declared non-disabled","160","140","25570","26120"
"In post","2021","Walsall","50-59","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Walsall","50-59","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Walsall","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Walsall","60-64","Declared non-disabled","40","30","[c]","[c]"
"In post","2021","Walsall","60-64","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Walsall","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Walsall","65+","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Walsall","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Walsall","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wandsworth","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Wandsworth","20-29","Declared non-disabled","100","100","32060","32680"
"In post","2021","Wandsworth","20-29","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wandsworth","20-29","Unknown","80","80","29720","30220"
"In post","2021","Wandsworth","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Wandsworth","30-39","Declared non-disabled","130","120","33610","33260"
"In post","2021","Wandsworth","30-39","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wandsworth","30-39","Unknown","40","40","[c]","[c]"
"In post","2021","Wandsworth","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Wandsworth","40-49","Declared non-disabled","130","120","33350","33260"
"In post","2021","Wandsworth","40-49","Undeclared","40","40","[c]","[c]"
"In post","2021","Wandsworth","40-49","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wandsworth","50-59","Declared disabled","40","40","[c]","[c]"
"In post","2021","Wandsworth","50-59","Declared non-disabled","140","130","32500","30140"
"In post","2021","Wandsworth","50-59","Undeclared","60","50","33450","31530"
"In post","2021","Wandsworth","50-59","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wandsworth","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Wandsworth","60-64","Declared non-disabled","40","30","[c]","[c]"
"In post","2021","Wandsworth","60-64","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wandsworth","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wandsworth","65+","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Wandsworth","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Wandsworth","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Warrington","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Warrington","20-29","Declared non-disabled","160","160","27970","27570"
"In post","2021","Warrington","20-29","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Warrington","20-29","Unknown","250","250","28470","28840"
"In post","2021","Warrington","30-39","Declared disabled","40","30","[c]","[c]"
"In post","2021","Warrington","30-39","Declared non-disabled","290","280","31390","30640"
"In post","2021","Warrington","30-39","Undeclared","30","30","[c]","[c]"
"In post","2021","Warrington","30-39","Unknown","260","260","33690","32770"
"In post","2021","Warrington","40-49","Declared disabled","60","50","32200","28840"
"In post","2021","Warrington","40-49","Declared non-disabled","340","320","33930","31950"
"In post","2021","Warrington","40-49","Undeclared","50","50","32680","31650"
"In post","2021","Warrington","40-49","Unknown","170","170","37580","36740"
"In post","2021","Warrington","50-59","Declared disabled","80","70","29720","27570"
"In post","2021","Warrington","50-59","Declared non-disabled","450","420","33710","29440"
"In post","2021","Warrington","50-59","Undeclared","80","80","31030","31650"
"In post","2021","Warrington","50-59","Unknown","180","180","38100","36740"
"In post","2021","Warrington","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Warrington","60-64","Declared non-disabled","110","90","30910","27570"
"In post","2021","Warrington","60-64","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Warrington","60-64","Unknown","30","30","[c]","[c]"
"In post","2021","Warrington","65+","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Warrington","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Warrington","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Warrington","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Warwickshire","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Warwickshire","16-19","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Warwickshire","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Warwickshire","20-29","Declared non-disabled","100","90","23070","21010"
"In post","2021","Warwickshire","20-29","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Warwickshire","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Warwickshire","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Warwickshire","30-39","Declared non-disabled","180","170","26090","24890"
"In post","2021","Warwickshire","30-39","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Warwickshire","30-39","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Warwickshire","40-49","Declared disabled","40","40","[c]","[c]"
"In post","2021","Warwickshire","40-49","Declared non-disabled","210","200","29880","27470"
"In post","2021","Warwickshire","40-49","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Warwickshire","40-49","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Warwickshire","50-59","Declared disabled","70","60","27040","27120"
"In post","2021","Warwickshire","50-59","Declared non-disabled","350","320","27530","26120"
"In post","2021","Warwickshire","50-59","Undeclared","30","30","[c]","[c]"
"In post","2021","Warwickshire","50-59","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Warwickshire","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Warwickshire","60-64","Declared non-disabled","100","90","26430","23240"
"In post","2021","Warwickshire","60-64","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Warwickshire","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Warwickshire","65+","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Warwickshire","65+","Declared non-disabled","40","30","[c]","[c]"
"In post","2021","Warwickshire","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Warwickshire","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Cumbria","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Cumbria","16-19","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Cumbria","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Cumbria","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Cumbria","20-29","Declared non-disabled","130","130","23850","21050"
"In post","2021","West Cumbria","20-29","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Cumbria","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Cumbria","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Cumbria","30-39","Declared non-disabled","190","170","27540","25010"
"In post","2021","West Cumbria","30-39","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Cumbria","30-39","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Cumbria","40-49","Declared disabled","40","40","[c]","[c]"
"In post","2021","West Cumbria","40-49","Declared non-disabled","290","260","28240","25190"
"In post","2021","West Cumbria","40-49","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Cumbria","40-49","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Cumbria","50-59","Declared disabled","50","40","[c]","[c]"
"In post","2021","West Cumbria","50-59","Declared non-disabled","240","220","30280","27380"
"In post","2021","West Cumbria","50-59","Undeclared","30","30","[c]","[c]"
"In post","2021","West Cumbria","50-59","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Cumbria","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Cumbria","60-64","Declared non-disabled","70","60","26990","25190"
"In post","2021","West Cumbria","60-64","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Cumbria","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Cumbria","65+","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Cumbria","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Cumbria","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Essex","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Essex","20-29","Declared non-disabled","60","60","25960","24970"
"In post","2021","West Essex","20-29","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Essex","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Essex","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Essex","30-39","Declared non-disabled","80","80","28870","29290"
"In post","2021","West Essex","30-39","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Essex","30-39","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Essex","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Essex","40-49","Declared non-disabled","150","140","29090","27370"
"In post","2021","West Essex","40-49","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Essex","40-49","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Essex","50-59","Declared disabled","30","30","[c]","[c]"
"In post","2021","West Essex","50-59","Declared non-disabled","190","160","32410","29290"
"In post","2021","West Essex","50-59","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Essex","50-59","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Essex","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Essex","60-64","Declared non-disabled","40","30","[c]","[c]"
"In post","2021","West Essex","60-64","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Essex","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Essex","65+","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Essex","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Essex","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Kent","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Kent","20-29","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","West Kent","20-29","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Kent","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Kent","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Kent","30-39","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","West Kent","30-39","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Kent","30-39","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Kent","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Kent","40-49","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","West Kent","40-49","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Kent","40-49","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Kent","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Kent","50-59","Declared non-disabled","90","80","38530","37320"
"In post","2021","West Kent","50-59","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Kent","50-59","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Kent","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Kent","60-64","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Kent","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Kent","65+","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Kent","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Kent","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Kent","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Lothian","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Lothian","16-19","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Lothian","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Lothian","20-29","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Lothian","20-29","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Lothian","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Lothian","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Lothian","30-39","Declared non-disabled","70","60","30310","27570"
"In post","2021","West Lothian","30-39","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Lothian","30-39","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Lothian","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Lothian","40-49","Declared non-disabled","80","70","32850","27570"
"In post","2021","West Lothian","40-49","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Lothian","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Lothian","50-59","Declared non-disabled","140","140","33600","27570"
"In post","2021","West Lothian","50-59","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Lothian","50-59","Unknown","30","30","[c]","[c]"
"In post","2021","West Lothian","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Lothian","60-64","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Lothian","60-64","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Lothian","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Lothian","65+","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Lothian","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Lothian","65+","Unknown","[c]","[c]","[c]","[c]"
