"Status","Year","Region_ITL1","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","South East (England)","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Legal","Undeclared","80","70","42300","40650"
"In post","2021","South East (England)","Legal","Unknown","180","170","46460","45100"
"In post","2021","South East (England)","Medicine","Heterosexual / straight","290","260","49550","38490"
"In post","2021","South East (England)","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Medicine","Unknown","80","70","50520","38190"
"In post","2021","South East (England)","Operational Delivery","Heterosexual / straight","12170","11110","28830","27150"
"In post","2021","South East (England)","Operational Delivery","LGBO","780","760","29160","27850"
"In post","2021","South East (England)","Operational Delivery","Undeclared","1800","1630","29260","27370"
"In post","2021","South East (England)","Operational Delivery","Unknown","3190","2880","27770","26520"
"In post","2021","South East (England)","Operational Research","Heterosexual / straight","360","340","42060","46080"
"In post","2021","South East (England)","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Operational Research","Undeclared","30","30","[c]","[c]"
"In post","2021","South East (England)","Operational Research","Unknown","50","50","[c]","[c]"
"In post","2021","South East (England)","Other","Heterosexual / straight","2190","2120","27620","22080"
"In post","2021","South East (England)","Other","LGBO","80","80","26520","22850"
"In post","2021","South East (England)","Other","Undeclared","370","360","29620","23160"
"In post","2021","South East (England)","Other","Unknown","220","210","29530","25670"
"In post","2021","South East (England)","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Policy","Heterosexual / straight","330","320","39480","36030"
"In post","2021","South East (England)","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Policy","Undeclared","60","60","40250","38650"
"In post","2021","South East (England)","Policy","Unknown","50","40","[c]","[c]"
"In post","2021","South East (England)","Project Delivery","Heterosexual / straight","1330","1300","39100","36620"
"In post","2021","South East (England)","Project Delivery","LGBO","40","40","[c]","[c]"
"In post","2021","South East (England)","Project Delivery","Undeclared","170","170","40120","38030"
"In post","2021","South East (England)","Project Delivery","Unknown","160","150","41820","40170"
"In post","2021","South East (England)","Property","Heterosexual / straight","740","720","35330","33300"
"In post","2021","South East (England)","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Property","Undeclared","110","110","35690","33460"
"In post","2021","South East (England)","Property","Unknown","110","100","33290","31100"
"In post","2021","South East (England)","Psychology","Heterosexual / straight","170","160","36100","31180"
"In post","2021","South East (England)","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Psychology","Unknown","50","40","[c]","[c]"
"In post","2021","South East (England)","Science and Engineering","Heterosexual / straight","1310","1250","37310","35480"
"In post","2021","South East (England)","Science and Engineering","LGBO","80","80","35050","29000"
"In post","2021","South East (England)","Science and Engineering","Undeclared","220","210","41000","39750"
"In post","2021","South East (England)","Science and Engineering","Unknown","430","410","40690","39390"
"In post","2021","South East (England)","Security","Heterosexual / straight","1250","1230","31190","27680"
"In post","2021","South East (England)","Security","LGBO","60","60","29040","26920"
"In post","2021","South East (England)","Security","Undeclared","190","180","34920","39070"
"In post","2021","South East (England)","Security","Unknown","300","300","32880","29890"
"In post","2021","South East (England)","Social Research","Heterosexual / straight","160","150","38620","37020"
"In post","2021","South East (England)","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Social Research","Unknown","40","30","[c]","[c]"
"In post","2021","South East (England)","Statistics","Heterosexual / straight","130","120","40220","37020"
"In post","2021","South East (England)","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Statistics","Unknown","40","40","[c]","[c]"
"In post","2021","South East (England)","Tax","Heterosexual / straight","320","290","34810","31870"
"In post","2021","South East (England)","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Tax","Undeclared","80","70","35420","31870"
"In post","2021","South East (England)","Tax","Unknown","170","160","29260","28110"
"In post","2021","South East (England)","Unknown","Heterosexual / straight","4750","4330","28010","27570"
"In post","2021","South East (England)","Unknown","LGBO","380","370","27400","27570"
"In post","2021","South East (England)","Unknown","Undeclared","610","550","27800","27570"
"In post","2021","South East (England)","Unknown","Unknown","1480","1310","29210","27570"
"In post","2021","South East (England)","Veterinarian","Heterosexual / straight","40","30","[c]","[c]"
"In post","2021","South East (England)","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Commercial","Heterosexual / straight","1180","1130","39150","36050"
"In post","2021","South West (England)","Commercial","LGBO","40","40","[c]","[c]"
"In post","2021","South West (England)","Commercial","Undeclared","180","170","41180","38240"
"In post","2021","South West (England)","Commercial","Unknown","320","300","40750","38300"
"In post","2021","South West (England)","Communications","Heterosexual / straight","210","200","35300","33740"
"In post","2021","South West (England)","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Communications","Undeclared","30","30","[c]","[c]"
"In post","2021","South West (England)","Communications","Unknown","70","70","38300","37320"
"In post","2021","South West (England)","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Digital, Data and Technology","Heterosexual / straight","1200","1160","40440","38450"
"In post","2021","South West (England)","Digital, Data and Technology","LGBO","50","50","34670","31860"
"In post","2021","South West (England)","Digital, Data and Technology","Undeclared","200","190","39920","38450"
"In post","2021","South West (England)","Digital, Data and Technology","Unknown","700","680","37090","34980"
"In post","2021","South West (England)","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Finance","Heterosexual / straight","1010","970","39470","35070"
"In post","2021","South West (England)","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Finance","Undeclared","140","130","42510","40000"
"In post","2021","South West (England)","Finance","Unknown","120","120","38460","33900"
"In post","2021","South West (England)","Human Resources","Heterosexual / straight","680","620","36150","32990"
"In post","2021","South West (England)","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Human Resources","Undeclared","60","60","33760","33300"
"In post","2021","South West (England)","Human Resources","Unknown","140","130","34740","32790"
"In post","2021","South West (England)","Inspector of Education and Training","Heterosexual / straight","60","60","66930","75500"
"In post","2021","South West (England)","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Intelligence Analysis","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","South West (England)","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Internal Audit","Heterosexual / straight","70","70","43870","42200"
"In post","2021","South West (England)","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Knowledge and Information Management","Heterosexual / straight","380","370","35670","33300"
"In post","2021","South West (England)","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Knowledge and Information Management","Undeclared","90","80","41080","37000"
"In post","2021","South West (England)","Knowledge and Information Management","Unknown","50","50","33040","32260"
"In post","2021","South West (England)","Legal","Heterosexual / straight","310","290","43310","43160"
"In post","2021","South West (England)","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Legal","Undeclared","60","60","43400","42570"
"In post","2021","South West (England)","Legal","Unknown","140","130","44020","42680"
"In post","2021","South West (England)","Medicine","Heterosexual / straight","280","240","47510","37890"
"In post","2021","South West (England)","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Medicine","Undeclared","30","30","[c]","[c]"
"In post","2021","South West (England)","Medicine","Unknown","120","100","42660","30620"
"In post","2021","South West (England)","Operational Delivery","Heterosexual / straight","7050","6530","29380","26780"
"In post","2021","South West (England)","Operational Delivery","LGBO","400","390","27870","25850"
"In post","2021","South West (England)","Operational Delivery","Undeclared","970","870","29730","27130"
"In post","2021","South West (England)","Operational Delivery","Unknown","2020","1850","28880","26290"
"In post","2021","South West (England)","Operational Research","Heterosexual / straight","80","80","42720","44430"
"In post","2021","South West (England)","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Other","Heterosexual / straight","3580","3420","30390","26670"
"In post","2021","South West (England)","Other","LGBO","90","90","28450","26670"
"In post","2021","South West (England)","Other","Undeclared","480","450","31490","27420"
"In post","2021","South West (England)","Other","Unknown","330","310","29660","25880"
"In post","2021","South West (England)","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Planning Inspectors","Heterosexual / straight","250","220","57650","58810"
"In post","2021","South West (England)","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Planning Inspectors","Undeclared","30","30","[c]","[c]"
"In post","2021","South West (England)","Planning Inspectors","Unknown","40","30","[c]","[c]"
"In post","2021","South West (England)","Policy","Heterosexual / straight","530","500","40900","36740"
"In post","2021","South West (England)","Policy","LGBO","50","50","[c]","[c]"
"In post","2021","South West (England)","Policy","Undeclared","90","90","42970","40950"
"In post","2021","South West (England)","Policy","Unknown","100","90","39870","36620"
"In post","2021","South West (England)","Project Delivery","Heterosexual / straight","3600","3490","40340","39590"
"In post","2021","South West (England)","Project Delivery","LGBO","130","130","36170","33300"
"In post","2021","South West (England)","Project Delivery","Undeclared","490","470","43570","40680"
"In post","2021","South West (England)","Project Delivery","Unknown","520","500","39740","39470"
"In post","2021","South West (England)","Property","Heterosexual / straight","630","610","35350","33300"
"In post","2021","South West (England)","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Property","Undeclared","90","90","36640","33490"
"In post","2021","South West (England)","Property","Unknown","140","130","33200","31100"
"In post","2021","South West (England)","Psychology","Heterosexual / straight","80","80","38010","31180"
"In post","2021","South West (England)","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Science and Engineering","Heterosexual / straight","4010","3900","38070","37320"
"In post","2021","South West (England)","Science and Engineering","LGBO","170","170","33250","28690"
"In post","2021","South West (England)","Science and Engineering","Undeclared","640","610","40110","40000"
"In post","2021","South West (England)","Science and Engineering","Unknown","1560","1490","38340","38710"
"In post","2021","South West (England)","Security","Heterosexual / straight","810","790","27340","20920"
"In post","2021","South West (England)","Security","LGBO","40","40","[c]","[c]"
"In post","2021","South West (England)","Security","Undeclared","160","160","30740","32830"
"In post","2021","South West (England)","Security","Unknown","150","150","27030","23540"
"In post","2021","South West (England)","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Statistics","Heterosexual / straight","140","130","40150","37320"
"In post","2021","South West (England)","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Tax","Heterosexual / straight","360","340","40450","35000"
"In post","2021","South West (England)","Tax","LGBO","30","30","[c]","[c]"
"In post","2021","South West (England)","Tax","Undeclared","60","60","41720","35000"
"In post","2021","South West (England)","Tax","Unknown","110","110","36950","31810"
"In post","2021","South West (England)","Unknown","Heterosexual / straight","4330","3860","28070","27570"
"In post","2021","South West (England)","Unknown","LGBO","300","290","26770","27570"
"In post","2021","South West (England)","Unknown","Undeclared","620","550","28460","27570"
"In post","2021","South West (England)","Unknown","Unknown","1480","1250","28770","27570"
"In post","2021","South West (England)","Veterinarian","Heterosexual / straight","50","50","[c]","[c]"
"In post","2021","South West (England)","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Delivery","Heterosexual / straight","90","90","40490","43240"
"In post","2021","Unknown","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Delivery","Unknown","40","40","[c]","[c]"
"In post","2021","Unknown","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other","Unknown","1830","1830","37620","34460"
"In post","2021","Unknown","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","Heterosexual / straight","60","60","27480","27370"
"In post","2021","Unknown","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Heterosexual / straight","750","710","32410","27570"
"In post","2021","Unknown","Unknown","LGBO","50","50","29740","27570"
"In post","2021","Unknown","Unknown","Undeclared","90","80","30510","27570"
"In post","2021","Unknown","Unknown","Unknown","640","620","33940","29250"
"In post","2021","Wales","Commercial","Heterosexual / straight","230","220","35860","32090"
"In post","2021","Wales","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Commercial","Undeclared","60","60","31900","28750"
"In post","2021","Wales","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Communications","Heterosexual / straight","260","250","36630","34330"
"In post","2021","Wales","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Communications","Undeclared","40","40","[c]","[c]"
"In post","2021","Wales","Communications","Unknown","40","40","[c]","[c]"
"In post","2021","Wales","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Digital, Data and Technology","Heterosexual / straight","1260","1230","40400","37410"
"In post","2021","Wales","Digital, Data and Technology","LGBO","70","70","35300","32710"
"In post","2021","Wales","Digital, Data and Technology","Undeclared","270","260","39000","38000"
"In post","2021","Wales","Digital, Data and Technology","Unknown","420","410","38390","36030"
"In post","2021","Wales","Economics","Heterosexual / straight","110","100","42930","38130"
"In post","2021","Wales","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Economics","Unknown","50","50","[c]","[c]"
"In post","2021","Wales","Finance","Heterosexual / straight","550","510","38030","34490"
"In post","2021","Wales","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Finance","Undeclared","80","80","38830","36830"
"In post","2021","Wales","Finance","Unknown","70","70","34610","28850"
"In post","2021","Wales","Human Resources","Heterosexual / straight","640","600","35060","31270"
"In post","2021","Wales","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Human Resources","Undeclared","50","50","39420","35380"
"In post","2021","Wales","Human Resources","Unknown","80","70","33100","29540"
"In post","2021","Wales","Inspector of Education and Training","Heterosexual / straight","60","50","74440","74730"
"In post","2021","Wales","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Intelligence Analysis","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Wales","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Internal Audit","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Wales","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wales","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Wales","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Knowledge and Information Management","Heterosexual / straight","110","110","34400","31650"
"In post","2021","Wales","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Legal","Heterosexual / straight","460","430","46100","48080"
"In post","2021","Wales","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Legal","Undeclared","70","60","44480","43160"
"In post","2021","Wales","Legal","Unknown","110","100","44340","50120"
"In post","2021","Wales","Medicine","Heterosexual / straight","210","190","49320","43760"
"In post","2021","Wales","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Medicine","Undeclared","40","30","[c]","[c]"
"In post","2021","Wales","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Operational Delivery","Heterosexual / straight","10650","9730","27440","23830"
"In post","2021","Wales","Operational Delivery","LGBO","570","560","26230","23320"
"In post","2021","Wales","Operational Delivery","Undeclared","2110","1780","25530","21590"
"In post","2021","Wales","Operational Delivery","Unknown","3310","2960","24920","22350"
"In post","2021","Wales","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Other","Heterosexual / straight","880","840","35990","34490"
"In post","2021","Wales","Other","LGBO","30","30","[c]","[c]"
"In post","2021","Wales","Other","Undeclared","150","140","34200","32200"
"In post","2021","Wales","Other","Unknown","50","40","[c]","[c]"
"In post","2021","Wales","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Policy","Heterosexual / straight","1540","1460","41600","37410"
"In post","2021","Wales","Policy","LGBO","80","80","43920","39310"
"In post","2021","Wales","Policy","Undeclared","240","230","42090","37410"
"In post","2021","Wales","Policy","Unknown","90","90","43490","39280"
"In post","2021","Wales","Project Delivery","Heterosexual / straight","380","360","41590","38640"
"In post","2021","Wales","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Project Delivery","Undeclared","40","40","[c]","[c]"
"In post","2021","Wales","Project Delivery","Unknown","80","80","40640","39120"
"In post","2021","Wales","Property","Heterosexual / straight","300","280","35700","33250"
"In post","2021","Wales","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Property","Undeclared","50","50","32030","27270"
"In post","2021","Wales","Property","Unknown","60","50","32120","26880"
"In post","2021","Wales","Psychology","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Wales","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Science and Engineering","Heterosexual / straight","350","340","42350","40720"
"In post","2021","Wales","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Science and Engineering","Undeclared","210","200","31870","28750"
"In post","2021","Wales","Science and Engineering","Unknown","150","140","47190","42970"
"In post","2021","Wales","Security","Heterosexual / straight","220","210","26690","25390"
"In post","2021","Wales","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Security","Undeclared","50","50","28630","25390"
"In post","2021","Wales","Security","Unknown","40","40","[c]","[c]"
"In post","2021","Wales","Social Research","Heterosexual / straight","280","270","41450","43760"
"In post","2021","Wales","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Social Research","Unknown","80","70","37000","37020"
"In post","2021","Wales","Statistics","Heterosexual / straight","240","230","41540","37460"
"In post","2021","Wales","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Statistics","Unknown","100","90","38810","36370"
"In post","2021","Wales","Tax","Heterosexual / straight","880","840","31330","31810"
