"Status","Year","Profession_of_post","Region_ITL3","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Digital, Data and Technology","Somerset CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Somerset CC","EO","30","30","[c]","[c]"
"In post","2022","Digital, Data and Technology","Somerset CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Somerset CC","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Somerset CC","SEO/HEO","140","140","39810","42510"
"In post","2022","Digital, Data and Technology","South and West Derbyshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","South and West Derbyshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","South Hampshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","South Hampshire","EO","50","40","[c]","[c]"
"In post","2022","Digital, Data and Technology","South Hampshire","G6/G7","70","60","53530","51210"
"In post","2022","Digital, Data and Technology","South Hampshire","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","South Hampshire","SEO/HEO","110","100","34970","36040"
"In post","2022","Digital, Data and Technology","South Lanarkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","South Lanarkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","South Lanarkshire","G6/G7","60","60","53460","51960"
"In post","2022","Digital, Data and Technology","South Lanarkshire","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","South Lanarkshire","SEO/HEO","120","120","37100","36840"
"In post","2022","Digital, Data and Technology","South Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","South Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","South Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","South Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","South Teesside","EO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","South Teesside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","South Teesside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","South West Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","South West Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","South West Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Southampton","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Southampton","EO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Southampton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Southampton","SEO/HEO","40","40","[c]","[c]"
"In post","2022","Digital, Data and Technology","Southend-on-Sea","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Southend-on-Sea","EO","30","30","[c]","[c]"
"In post","2022","Digital, Data and Technology","Southend-on-Sea","G6/G7","30","30","[c]","[c]"
"In post","2022","Digital, Data and Technology","Southend-on-Sea","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Southend-on-Sea","SEO/HEO","150","140","37110","35980"
"In post","2022","Digital, Data and Technology","Staffordshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Staffordshire CC","EO","30","30","[c]","[c]"
"In post","2022","Digital, Data and Technology","Staffordshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Staffordshire CC","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Staffordshire CC","SEO/HEO","70","60","37020","36260"
"In post","2022","Digital, Data and Technology","Stoke-on-Trent","EO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Stoke-on-Trent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Stoke-on-Trent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Suffolk CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Suffolk CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Suffolk CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Suffolk CC","SEO/HEO","40","40","[c]","[c]"
"In post","2022","Digital, Data and Technology","Sunderland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Sunderland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Sunderland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Swansea","AA/AO","60","50","21440","21840"
"In post","2022","Digital, Data and Technology","Swansea","EO","220","220","26850","26470"
"In post","2022","Digital, Data and Technology","Swansea","G6/G7","160","160","62410","60690"
"In post","2022","Digital, Data and Technology","Swansea","SEO/HEO","520","510","40070","39280"
"In post","2022","Digital, Data and Technology","Swindon","EO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Swindon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Swindon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Telford and Wrekin","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Telford and Wrekin","EO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Telford and Wrekin","G6/G7","100","100","57780","55210"
"In post","2022","Digital, Data and Technology","Telford and Wrekin","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Telford and Wrekin","SEO/HEO","110","110","37650","40180"
"In post","2022","Digital, Data and Technology","Torbay","EO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Torbay","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Tower Hamlets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Tower Hamlets","EO","50","40","[c]","[c]"
"In post","2022","Digital, Data and Technology","Tower Hamlets","G6/G7","220","220","63510","62120"
"In post","2022","Digital, Data and Technology","Tower Hamlets","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Tower Hamlets","SEO/HEO","190","190","40210","41420"
"In post","2022","Digital, Data and Technology","Tyneside","AA/AO","40","40","[c]","[c]"
"In post","2022","Digital, Data and Technology","Tyneside","EO","240","230","27470","27570"
"In post","2022","Digital, Data and Technology","Tyneside","G6/G7","630","620","57470","55210"
"In post","2022","Digital, Data and Technology","Tyneside","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Tyneside","SEO/HEO","1010","980","36480","35310"
"In post","2022","Digital, Data and Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Wakefield","EO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Wakefield","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Wakefield","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Wakefield","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Walsall","EO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Warrington","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Warrington","EO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Warrington","G6/G7","60","60","52200","49340"
"In post","2022","Digital, Data and Technology","Warrington","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Warrington","SEO/HEO","60","50","37910","36740"
"In post","2022","Digital, Data and Technology","Warwickshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Warwickshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Warwickshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Essex","EO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Lothian","EO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Northamptonshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Surrey","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Surrey","EO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Surrey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Surrey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Sussex (North East)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Sussex (North East)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Sussex (North East)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Sussex (North East)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Sussex (South West)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Sussex (South West)","G6/G7","40","40","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Sussex (South West)","SEO/HEO","70","70","36920","35980"
"In post","2022","Digital, Data and Technology","Westminster","AA/AO","40","40","[c]","[c]"
"In post","2022","Digital, Data and Technology","Westminster","EO","200","200","29630","29500"
"In post","2022","Digital, Data and Technology","Westminster","G6/G7","850","840","61090","59470"
"In post","2022","Digital, Data and Technology","Westminster","SCS","90","90","94480","90000"
"In post","2022","Digital, Data and Technology","Westminster","SEO/HEO","870","850","39750","40230"
"In post","2022","Digital, Data and Technology","Westminster","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Wiltshire","AA/AO","40","30","[c]","[c]"
"In post","2022","Digital, Data and Technology","Wiltshire","EO","100","100","26940","26670"
"In post","2022","Digital, Data and Technology","Wiltshire","G6/G7","130","130","56430","54540"
"In post","2022","Digital, Data and Technology","Wiltshire","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Wiltshire","SEO/HEO","320","320","37930","38070"
"In post","2022","Digital, Data and Technology","Wiltshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Wirral","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Wirral","EO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Wirral","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Wirral","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Wolverhampton","EO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Wolverhampton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Wolverhampton","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Wolverhampton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Worcestershire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Worcestershire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Worcestershire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Worcestershire CC","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Worcestershire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","York","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","York","EO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","York","G6/G7","60","50","51370","50360"
"In post","2022","Digital, Data and Technology","York","SEO/HEO","50","50","36030","36110"
"In post","2022","Economics","Belfast","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Belfast","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Berkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Birmingham","EO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Birmingham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Birmingham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Bristol, City of","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Bristol, City of","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Bristol, City of","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Camden and City of London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Camden and City of London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Camden and City of London","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Camden and City of London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Cardiff and Vale of Glamorgan","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Cardiff and Vale of Glamorgan","EO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Cardiff and Vale of Glamorgan","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Cardiff and Vale of Glamorgan","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Cardiff and Vale of Glamorgan","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Central Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Central Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Central Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","City of Edinburgh","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Economics","City of Edinburgh","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Economics","City of Edinburgh","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Conwy and Denbighshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Conwy and Denbighshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Coventry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Coventry","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Croydon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Croydon","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Croydon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Darlington","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Darlington","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Darlington","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Devon CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Devon CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Glasgow City","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Glasgow City","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Greater Manchester South West","EO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Greater Manchester South West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Greater Manchester South West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Hackney and Newham","EO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Hackney and Newham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Hackney and Newham","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Hackney and Newham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Harrow and Hillingdon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Leeds","EO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Leeds","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Leeds","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Leeds","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Liverpool","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Liverpool","EO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Liverpool","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Luton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Manchester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Manchester","SEO/HEO","30","30","[c]","[c]"
"In post","2022","Economics","Merton, Kingston upon Thames and Sutton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Monmouthshire and Newport","AA/AO","30","30","[c]","[c]"
"In post","2022","Economics","Monmouthshire and Newport","EO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Monmouthshire and Newport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Monmouthshire and Newport","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Monmouthshire and Newport","SEO/HEO","50","50","32620","30710"
"In post","2022","Economics","Overseas","G6/G7","30","30","[c]","[c]"
"In post","2022","Economics","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Sefton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Sheffield","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Sheffield","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","South and West Derbyshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Economics","South and West Derbyshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","South Hampshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","South Hampshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Economics","South Hampshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","South Lanarkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Economics","South Lanarkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Suffolk CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Suffolk CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Swindon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Torbay","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Tower Hamlets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Tower Hamlets","EO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Tower Hamlets","G6/G7","110","100","63430","61650"
"In post","2022","Economics","Tower Hamlets","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Tower Hamlets","SEO/HEO","50","50","35790","34260"
"In post","2022","Economics","Tyneside","EO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Tyneside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Tyneside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Wakefield","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Wandsworth","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","West Surrey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Westminster","AA/AO","30","30","[c]","[c]"
"In post","2022","Economics","Westminster","EO","90","80","27370","27680"
"In post","2022","Economics","Westminster","G6/G7","600","580","59430","57620"
"In post","2022","Economics","Westminster","SCS","60","60","88990","78660"
"In post","2022","Economics","Westminster","SEO/HEO","590","590","35590","34710"
"In post","2022","Economics","Westminster","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Wiltshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Economics","York","EO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","York","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Economics","York","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Aberdeen City and Aberdeenshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Aberdeen City and Aberdeenshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Aberdeen City and Aberdeenshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Angus and Dundee City","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Angus and Dundee City","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Angus and Dundee City","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Antrim and Newtownabbey","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Antrim and Newtownabbey","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Antrim and Newtownabbey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Ards and North Down","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Ards and North Down","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Ards and North Down","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Barnet","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Barnet","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Barnet","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Barnet","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Barnsley, Doncaster and Rotherham","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Barnsley, Doncaster and Rotherham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Barnsley, Doncaster and Rotherham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","230","220","23860","25000"
"In post","2022","Finance","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","170","160","60490","58170"
"In post","2022","Finance","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","380","360","38090","38650"
"In post","2022","Finance","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","50","50","[c]","[c]"
"In post","2022","Finance","Bedford","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Bedford","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Belfast","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Belfast","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Belfast","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Belfast","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Berkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Berkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Berkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Berkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Bexley and Greenwich","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Bexley and Greenwich","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Bexley and Greenwich","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Birmingham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Birmingham","EO","30","30","[c]","[c]"
"In post","2022","Finance","Birmingham","G6/G7","50","40","[c]","[c]"
"In post","2022","Finance","Birmingham","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Birmingham","SEO/HEO","90","90","38240","37300"
"In post","2022","Finance","Blackburn with Darwen","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Blackpool","AA/AO","60","50","20980","21260"
"In post","2022","Finance","Blackpool","EO","40","40","[c]","[c]"
"In post","2022","Finance","Blackpool","G6/G7","60","50","55080","52750"
"In post","2022","Finance","Blackpool","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Blackpool","SEO/HEO","150","140","35210","35310"
"In post","2022","Finance","Bournemouth, Christchurch and Poole","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Bournemouth, Christchurch and Poole","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Bournemouth, Christchurch and Poole","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Bradford","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Bradford","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Bradford","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Bradford","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Brent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Brent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Brighton and Hove","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Brighton and Hove","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Brighton and Hove","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Bristol, City of","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Bristol, City of","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Bristol, City of","G6/G7","50","50","[c]","[c]"
"In post","2022","Finance","Bristol, City of","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Bristol, City of","SEO/HEO","70","70","34910","36500"
"In post","2022","Finance","Buckinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Buckinghamshire","EO","50","50","28440","28670"
"In post","2022","Finance","Buckinghamshire","G6/G7","30","30","[c]","[c]"
"In post","2022","Finance","Buckinghamshire","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Buckinghamshire","SEO/HEO","110","110","38060","35300"
"In post","2022","Finance","Calderdale and Kirklees","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Calderdale and Kirklees","SEO/HEO","[c]","[c]","[c]","[c]"
