"Status","Year","Sex","Region_ITL2","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Male","West Central Scotland","Unknown","1660","1590","30090","27570"
"In post","2021","Male","West Central Scotland","White","6100","5860","32230","27570"
"In post","2021","Male","West Midlands","Asian","1560","1520","27920","26470"
"In post","2021","Male","West Midlands","Black","310","300","29790","27570"
"In post","2021","Male","West Midlands","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Male","West Midlands","Mixed","120","120","30060","27570"
"In post","2021","Male","West Midlands","Other ethnicity","50","50","31550","26990"
"In post","2021","Male","West Midlands","Undeclared","410","390","31670","27570"
"In post","2021","Male","West Midlands","Unknown","1080","1050","30280","26470"
"In post","2021","Male","West Midlands","White","3840","3710","34780","30200"
"In post","2021","Male","West Wales and The Valleys","Asian","50","50","[c]","[c]"
"In post","2021","Male","West Wales and The Valleys","Black","[c]","[c]","[c]","[c]"
"In post","2021","Male","West Wales and The Valleys","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Male","West Wales and The Valleys","Mixed","40","40","[c]","[c]"
"In post","2021","Male","West Wales and The Valleys","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Male","West Wales and The Valleys","Undeclared","360","340","32020","27570"
"In post","2021","Male","West Wales and The Valleys","Unknown","610","590","29010","25380"
"In post","2021","Male","West Wales and The Valleys","White","4950","4750","30880","27130"
"In post","2021","Male","West Yorkshire","Asian","920","890","28470","27570"
"In post","2021","Male","West Yorkshire","Black","140","140","28560","27570"
"In post","2021","Male","West Yorkshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Male","West Yorkshire","Mixed","110","100","31780","27570"
"In post","2021","Male","West Yorkshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Male","West Yorkshire","Undeclared","330","310","31220","27570"
"In post","2021","Male","West Yorkshire","Unknown","1570","1540","29280","25560"
"In post","2021","Male","West Yorkshire","White","4590","4410","34090","31620"
"In post","2021","Unknown","East Wales","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East Wales","White","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Hampshire and Isle of Wight","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Hampshire and Isle of Wight","White","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Inner London - West","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Inner London - West","White","[c]","[c]","[c]","[c]"
"In post","2022","Female","Bedfordshire and Hertfordshire","Asian","370","340","32330","29290"
"In post","2022","Female","Bedfordshire and Hertfordshire","Black","180","170","30500","29290"
"In post","2022","Female","Bedfordshire and Hertfordshire","Mixed","80","80","31230","29290"
"In post","2022","Female","Bedfordshire and Hertfordshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Female","Bedfordshire and Hertfordshire","Undeclared","80","70","32200","30030"
"In post","2022","Female","Bedfordshire and Hertfordshire","Unknown","250","230","30230","28140"
"In post","2022","Female","Bedfordshire and Hertfordshire","White","1720","1570","33600","29430"
"In post","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","Asian","370","330","30350","28920"
"In post","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","Black","190","180","29290","27570"
"In post","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","Mixed","100","100","30790","27570"
"In post","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","180","160","33280","30410"
"In post","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","Unknown","530","500","30730","27700"
"In post","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","White","3500","3230","32600","29000"
"In post","2022","Female","Cheshire","Asian","50","40","[c]","[c]"
"In post","2022","Female","Cheshire","Black","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cheshire","Mixed","40","30","[c]","[c]"
"In post","2022","Female","Cheshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cheshire","Undeclared","60","60","28720","27570"
"In post","2022","Female","Cheshire","Unknown","260","240","28530","25110"
"In post","2022","Female","Cheshire","White","2070","1890","31200","28200"
"In post","2022","Female","Cornwall and Isles of Scilly","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cornwall and Isles of Scilly","Black","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cornwall and Isles of Scilly","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cornwall and Isles of Scilly","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cornwall and Isles of Scilly","Undeclared","50","40","[c]","[c]"
"In post","2022","Female","Cornwall and Isles of Scilly","Unknown","90","70","25480","21260"
"In post","2022","Female","Cornwall and Isles of Scilly","White","830","730","27400","27570"
"In post","2022","Female","Cumbria","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cumbria","Black","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cumbria","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cumbria","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cumbria","Undeclared","30","30","[c]","[c]"
"In post","2022","Female","Cumbria","Unknown","230","210","24390","21300"
"In post","2022","Female","Cumbria","White","1060","920","27980","25190"
"In post","2022","Female","Derbyshire and Nottinghamshire","Asian","500","450","30580","27570"
"In post","2022","Female","Derbyshire and Nottinghamshire","Black","250","230","28240","26820"
"In post","2022","Female","Derbyshire and Nottinghamshire","Mixed","160","140","28980","26820"
"In post","2022","Female","Derbyshire and Nottinghamshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Female","Derbyshire and Nottinghamshire","Undeclared","250","230","33250","28750"
"In post","2022","Female","Derbyshire and Nottinghamshire","Unknown","1000","920","28870","26820"
"In post","2022","Female","Derbyshire and Nottinghamshire","White","5600","5040","31810","27570"
"In post","2022","Female","Devon","Asian","30","30","[c]","[c]"
"In post","2022","Female","Devon","Black","[c]","[c]","[c]","[c]"
"In post","2022","Female","Devon","Mixed","60","50","29630","27570"
"In post","2022","Female","Devon","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Female","Devon","Undeclared","160","140","29140","27320"
"In post","2022","Female","Devon","Unknown","480","430","25990","22600"
"In post","2022","Female","Devon","White","3780","3310","30760","27570"
"In post","2022","Female","Dorset and Somerset","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Female","Dorset and Somerset","Black","[c]","[c]","[c]","[c]"
"In post","2022","Female","Dorset and Somerset","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Female","Dorset and Somerset","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Female","Dorset and Somerset","Undeclared","80","70","29110","27130"
"In post","2022","Female","Dorset and Somerset","Unknown","240","220","28210","26220"
"In post","2022","Female","Dorset and Somerset","White","2270","2030","29440","27570"
"In post","2022","Female","East Anglia","Asian","200","170","25910","22010"
"In post","2022","Female","East Anglia","Black","70","70","31350","27570"
"In post","2022","Female","East Anglia","Mixed","120","110","28580","27570"
"In post","2022","Female","East Anglia","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Female","East Anglia","Undeclared","210","190","30810","27570"
"In post","2022","Female","East Anglia","Unknown","590","540","28930","25830"
"In post","2022","Female","East Anglia","White","5400","4860","29350","27570"
"In post","2022","Female","East Wales","Asian","210","200","31690","28870"
"In post","2022","Female","East Wales","Black","90","90","30330","27570"
"In post","2022","Female","East Wales","Mixed","180","170","32580","29430"
"In post","2022","Female","East Wales","Other ethnicity","30","30","[c]","[c]"
"In post","2022","Female","East Wales","Undeclared","230","210","34620","28920"
"In post","2022","Female","East Wales","Unknown","1390","1280","28930","26130"
"In post","2022","Female","East Wales","White","9150","8350","33460","29430"
"In post","2022","Female","East Yorkshire and Northern Lincolnshire","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Female","East Yorkshire and Northern Lincolnshire","Black","[c]","[c]","[c]","[c]"
"In post","2022","Female","East Yorkshire and Northern Lincolnshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Female","East Yorkshire and Northern Lincolnshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Female","East Yorkshire and Northern Lincolnshire","Undeclared","70","60","28400","27370"
"In post","2022","Female","East Yorkshire and Northern Lincolnshire","Unknown","240","220","26570","24340"
"In post","2022","Female","East Yorkshire and Northern Lincolnshire","White","2190","1910","27700","27130"
"In post","2022","Female","Eastern Scotland","Asian","160","150","31720","27230"
"In post","2022","Female","Eastern Scotland","Black","80","70","30880","27230"
"In post","2022","Female","Eastern Scotland","Mixed","80","70","38270","33070"
"In post","2022","Female","Eastern Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Female","Eastern Scotland","Undeclared","240","220","34330","30040"
"In post","2022","Female","Eastern Scotland","Unknown","2550","2360","32060","27230"
"In post","2022","Female","Eastern Scotland","White","8280","7630","36100","30840"
"In post","2022","Female","Essex","Asian","120","110","32660","29290"
"In post","2022","Female","Essex","Black","160","150","30120","29290"
"In post","2022","Female","Essex","Mixed","50","50","33130","29290"
"In post","2022","Female","Essex","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Female","Essex","Undeclared","130","110","29640","27370"
"In post","2022","Female","Essex","Unknown","330","290","28940","26140"
"In post","2022","Female","Essex","White","2340","2100","30640","29290"
"In post","2022","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Asian","390","360","33840","29550"
"In post","2022","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Black","260","250","32070","28940"
"In post","2022","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Mixed","250","240","33710","30200"
"In post","2022","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Other ethnicity","50","50","33010","27810"
"In post","2022","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","480","440","36050","33370"
"In post","2022","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","1200","1120","33010","28000"
"In post","2022","Female","Gloucestershire, Wiltshire and Bath/Bristol area","White","11560","10620","34580","32010"
"In post","2022","Female","Greater Manchester","Asian","870","790","29040","26820"
"In post","2022","Female","Greater Manchester","Black","390","370","28970","27570"
"In post","2022","Female","Greater Manchester","Mixed","230","220","30470","27570"
"In post","2022","Female","Greater Manchester","Other ethnicity","50","40","[c]","[c]"
"In post","2022","Female","Greater Manchester","Undeclared","360","320","31540","27570"
"In post","2022","Female","Greater Manchester","Unknown","1570","1480","30270","26820"
"In post","2022","Female","Greater Manchester","White","8180","7480","31740","27570"
"In post","2022","Female","Hampshire and Isle of Wight","Asian","190","170","28470","26570"
"In post","2022","Female","Hampshire and Isle of Wight","Black","100","90","30210","27570"
"In post","2022","Female","Hampshire and Isle of Wight","Mixed","100","90","31370","27570"
"In post","2022","Female","Hampshire and Isle of Wight","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Female","Hampshire and Isle of Wight","Undeclared","270","240","32620","28920"
"In post","2022","Female","Hampshire and Isle of Wight","Unknown","750","650","30410","26290"
"In post","2022","Female","Hampshire and Isle of Wight","White","6360","5690","31580","27570"
"In post","2022","Female","Herefordshire, Worcestershire and Warwickshire","Asian","120","110","26960","26670"
"In post","2022","Female","Herefordshire, Worcestershire and Warwickshire","Black","30","30","[c]","[c]"
"In post","2022","Female","Herefordshire, Worcestershire and Warwickshire","Mixed","30","30","[c]","[c]"
"In post","2022","Female","Herefordshire, Worcestershire and Warwickshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Female","Herefordshire, Worcestershire and Warwickshire","Undeclared","60","50","29270","27570"
"In post","2022","Female","Herefordshire, Worcestershire and Warwickshire","Unknown","240","220","27280","24920"
"In post","2022","Female","Herefordshire, Worcestershire and Warwickshire","White","1860","1680","28700","26670"
"In post","2022","Female","Highlands and Islands","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Female","Highlands and Islands","Black","[c]","[c]","[c]","[c]"
"In post","2022","Female","Highlands and Islands","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Female","Highlands and Islands","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Female","Highlands and Islands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Female","Highlands and Islands","Unknown","130","110","28390","26900"
"In post","2022","Female","Highlands and Islands","White","880","800","29320","27570"
"In post","2022","Female","Inner London - East","Asian","1730","1600","37300","32640"
"In post","2022","Female","Inner London - East","Black","1850","1770","33810","31060"
"In post","2022","Female","Inner London - East","Mixed","410","390","38890","33550"
"In post","2022","Female","Inner London - East","Other ethnicity","170","170","39310","33110"
"In post","2022","Female","Inner London - East","Undeclared","480","440","36200","31880"
"In post","2022","Female","Inner London - East","Unknown","1320","1240","38690","33450"
"In post","2022","Female","Inner London - East","White","4390","4140","46000","40600"
"In post","2022","Female","Inner London - West","Asian","3800","3640","42280","38650"
"In post","2022","Female","Inner London - West","Black","2950","2860","37500","34020"
"In post","2022","Female","Inner London - West","Mixed","1230","1180","44310","40600"
"In post","2022","Female","Inner London - West","Other ethnicity","400","380","42360","38600"
"In post","2022","Female","Inner London - West","Undeclared","800","760","45680","41750"
"In post","2022","Female","Inner London - West","Unknown","6020","5870","44760","40270"
"In post","2022","Female","Inner London - West","White","17480","16680","49700","50500"
"In post","2022","Female","Kent","Asian","100","90","29430","29290"
"In post","2022","Female","Kent","Black","110","110","31270","29290"
"In post","2022","Female","Kent","Mixed","80","70","29250","29290"
"In post","2022","Female","Kent","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Female","Kent","Undeclared","180","160","29310","28670"
"In post","2022","Female","Kent","Unknown","430","410","27880","25190"
"In post","2022","Female","Kent","White","3490","3160","29330","27370"
"In post","2022","Female","Lancashire","Asian","410","330","25250","21260"
"In post","2022","Female","Lancashire","Black","[c]","[c]","[c]","[c]"
"In post","2022","Female","Lancashire","Mixed","90","80","27770","26950"
"In post","2022","Female","Lancashire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Female","Lancashire","Undeclared","260","210","28880","27260"
"In post","2022","Female","Lancashire","Unknown","790","710","27470","24800"
"In post","2022","Female","Lancashire","White","7070","6270","28800","27570"
"In post","2022","Female","Leicestershire, Rutland and Northamptonshire","Asian","580","500","25670","22600"
"In post","2022","Female","Leicestershire, Rutland and Northamptonshire","Black","120","110","26530","24090"
"In post","2022","Female","Leicestershire, Rutland and Northamptonshire","Mixed","80","70","29160","25120"
"In post","2022","Female","Leicestershire, Rutland and Northamptonshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Female","Leicestershire, Rutland and Northamptonshire","Undeclared","110","100","26920","25570"
"In post","2022","Female","Leicestershire, Rutland and Northamptonshire","Unknown","410","370","25630","23140"
"In post","2022","Female","Leicestershire, Rutland and Northamptonshire","White","2390","2130","28240","26670"
"In post","2022","Female","Lincolnshire","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Female","Lincolnshire","Black","[c]","[c]","[c]","[c]"
"In post","2022","Female","Lincolnshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Female","Lincolnshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Female","Lincolnshire","Undeclared","50","40","[c]","[c]"
"In post","2022","Female","Lincolnshire","Unknown","90","80","29280","26090"
"In post","2022","Female","Lincolnshire","White","1400","1290","27460","26130"
"In post","2022","Female","Merseyside","Asian","110","100","31570","25260"
"In post","2022","Female","Merseyside","Black","80","70","27810","25520"
"In post","2022","Female","Merseyside","Mixed","170","160","28040","25520"
"In post","2022","Female","Merseyside","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Female","Merseyside","Undeclared","280","240","28830","27000"
"In post","2022","Female","Merseyside","Unknown","1680","1530","27190","24800"
"In post","2022","Female","Merseyside","White","10460","9330","28990","26590"
"In post","2022","Female","North Eastern Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Eastern Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Eastern Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Eastern Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Eastern Scotland","Undeclared","30","30","[c]","[c]"
"In post","2022","Female","North Eastern Scotland","Unknown","220","200","30070","27320"
"In post","2022","Female","North Eastern Scotland","White","690","620","34010","29550"
"In post","2022","Female","North Yorkshire","Asian","30","30","[c]","[c]"
"In post","2022","Female","North Yorkshire","Black","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Yorkshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Yorkshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Yorkshire","Undeclared","70","60","33650","32270"
"In post","2022","Female","North Yorkshire","Unknown","280","260","32640","26750"
"In post","2022","Female","North Yorkshire","White","1980","1830","32470","28420"
"In post","2022","Female","Northern Ireland","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Female","Northern Ireland","Black","[c]","[c]","[c]","[c]"
"In post","2022","Female","Northern Ireland","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Female","Northern Ireland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Female","Northern Ireland","Undeclared","30","30","[c]","[c]"
"In post","2022","Female","Northern Ireland","Unknown","360","330","27870","24880"
"In post","2022","Female","Northern Ireland","White","1560","1430","30460","26820"
"In post","2022","Female","Northumberland, and Tyne and Wear","Asian","240","220","28530","26590"
"In post","2022","Female","Northumberland, and Tyne and Wear","Black","70","60","25990","21300"
"In post","2022","Female","Northumberland, and Tyne and Wear","Mixed","90","90","30360","27570"
"In post","2022","Female","Northumberland, and Tyne and Wear","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Female","Northumberland, and Tyne and Wear","Undeclared","290","240","29310","26590"
"In post","2022","Female","Northumberland, and Tyne and Wear","Unknown","1940","1690","26630","22080"
"In post","2022","Female","Northumberland, and Tyne and Wear","White","10850","9370","29020","26820"
"In post","2022","Female","Outer London - East and North East","Asian","520","440","29580","31060"
"In post","2022","Female","Outer London - East and North East","Black","510","480","31300","31060"
"In post","2022","Female","Outer London - East and North East","Mixed","70","60","30600","30170"
"In post","2022","Female","Outer London - East and North East","Other ethnicity","40","40","[c]","[c]"
"In post","2022","Female","Outer London - East and North East","Undeclared","120","110","30450","31060"
"In post","2022","Female","Outer London - East and North East","Unknown","260","240","29520","30460"
"In post","2022","Female","Outer London - East and North East","White","930","840","31200","31060"
"In post","2022","Female","Outer London - South","Asian","1160","1060","34440","31020"
"In post","2022","Female","Outer London - South","Black","1200","1130","33540","31060"
"In post","2022","Female","Outer London - South","Mixed","260","250","36790","32090"
"In post","2022","Female","Outer London - South","Other ethnicity","70","60","34300","30750"
"In post","2022","Female","Outer London - South","Undeclared","330","300","36210","33440"
"In post","2022","Female","Outer London - South","Unknown","880","840","36880","31880"
"In post","2022","Female","Outer London - South","White","2810","2590","40350","35490"
"In post","2022","Female","Outer London - West and North West","Asian","1610","1440","31870","30330"
"In post","2022","Female","Outer London - West and North West","Black","560","520","31340","31060"
"In post","2022","Female","Outer London - West and North West","Mixed","190","180","31750","31060"
"In post","2022","Female","Outer London - West and North West","Other ethnicity","80","70","34090","31060"
"In post","2022","Female","Outer London - West and North West","Undeclared","260","230","34310","31060"
"In post","2022","Female","Outer London - West and North West","Unknown","450","430","31390","29000"
"In post","2022","Female","Outer London - West and North West","White","1830","1690","35740","31880"
"In post","2022","Female","Overseas","Asian","70","70","43670","34770"
"In post","2022","Female","Overseas","Black","30","30","[c]","[c]"
"In post","2022","Female","Overseas","Mixed","60","60","46050","40170"
"In post","2022","Female","Overseas","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Female","Overseas","Undeclared","80","80","46060","44130"
"In post","2022","Female","Overseas","Unknown","270","270","48150","46600"
"In post","2022","Female","Overseas","White","980","980","50160","51500"
"In post","2022","Female","Shropshire and Staffordshire","Asian","170","160","31900","27570"
"In post","2022","Female","Shropshire and Staffordshire","Black","70","60","28520","27570"
"In post","2022","Female","Shropshire and Staffordshire","Mixed","80","80","32010","27130"
"In post","2022","Female","Shropshire and Staffordshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Female","Shropshire and Staffordshire","Undeclared","140","120","30100","27570"
"In post","2022","Female","Shropshire and Staffordshire","Unknown","480","450","29650","25610"
"In post","2022","Female","Shropshire and Staffordshire","White","3990","3620","30030","27570"
"In post","2022","Female","South Yorkshire","Asian","250","230","28360","25040"
"In post","2022","Female","South Yorkshire","Black","100","90","29210","27570"
"In post","2022","Female","South Yorkshire","Mixed","100","90","31900","27570"
"In post","2022","Female","South Yorkshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Female","South Yorkshire","Undeclared","160","140","31240","27570"
"In post","2022","Female","South Yorkshire","Unknown","510","470","30770","25610"
"In post","2022","Female","South Yorkshire","White","4900","4290","31300","27570"
"In post","2022","Female","Southern Scotland","Asian","40","30","[c]","[c]"
"In post","2022","Female","Southern Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2022","Female","Southern Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Female","Southern Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Female","Southern Scotland","Undeclared","70","60","30000","26820"
"In post","2022","Female","Southern Scotland","Unknown","830","740","27660","23780"
"In post","2022","Female","Southern Scotland","White","2690","2350","30110","27570"
"In post","2022","Female","Surrey, East and West Sussex","Asian","220","190","30680","28350"
"In post","2022","Female","Surrey, East and West Sussex","Black","120","110","31010","28090"
"In post","2022","Female","Surrey, East and West Sussex","Mixed","130","120","30430","27850"
"In post","2022","Female","Surrey, East and West Sussex","Other ethnicity","30","30","[c]","[c]"
"In post","2022","Female","Surrey, East and West Sussex","Undeclared","210","180","32370","27570"
"In post","2022","Female","Surrey, East and West Sussex","Unknown","490","440","29910","27570"
"In post","2022","Female","Surrey, East and West Sussex","White","3840","3430","30890","27570"
"In post","2022","Female","Tees Valley and Durham","Asian","60","50","27410","25530"
"In post","2022","Female","Tees Valley and Durham","Black","[c]","[c]","[c]","[c]"
"In post","2022","Female","Tees Valley and Durham","Mixed","50","50","28100","27570"
"In post","2022","Female","Tees Valley and Durham","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Female","Tees Valley and Durham","Undeclared","120","100","27700","27000"
"In post","2022","Female","Tees Valley and Durham","Unknown","550","510","26360","23140"
"In post","2022","Female","Tees Valley and Durham","White","5030","4450","28610","27120"
"In post","2022","Female","Unknown","Asian","120","100","29000","27780"
"In post","2022","Female","Unknown","Black","40","40","[c]","[c]"
"In post","2022","Female","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Female","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Female","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Female","Unknown","Unknown","420","410","33750","30330"
"In post","2022","Female","Unknown","White","410","380","33670","29790"
"In post","2022","Female","West Central Scotland","Asian","180","170","29320","27230"
"In post","2022","Female","West Central Scotland","Black","60","60","26530","25010"
"In post","2022","Female","West Central Scotland","Mixed","70","70","32690","27570"
"In post","2022","Female","West Central Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Female","West Central Scotland","Undeclared","270","230","30140","26900"
"In post","2022","Female","West Central Scotland","Unknown","1750","1620","30390","27080"
"In post","2022","Female","West Central Scotland","White","8250","7430","31370","27570"
"In post","2022","Female","West Midlands","Asian","2430","2200","28130","26820"
"In post","2022","Female","West Midlands","Black","850","790","28450","27570"
"In post","2022","Female","West Midlands","Mixed","320","290","29070","27570"
"In post","2022","Female","West Midlands","Other ethnicity","80","80","29810","26120"
"In post","2022","Female","West Midlands","Undeclared","420","360","29620","27570"
"In post","2022","Female","West Midlands","Unknown","1570","1450","29240","26590"
"In post","2022","Female","West Midlands","White","6220","5560","32030","27570"
"In post","2022","Female","West Wales and The Valleys","Asian","80","70","29420","26130"
"In post","2022","Female","West Wales and The Valleys","Black","30","30","[c]","[c]"
"In post","2022","Female","West Wales and The Valleys","Mixed","80","70","26720","26760"
"In post","2022","Female","West Wales and The Valleys","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Female","West Wales and The Valleys","Undeclared","270","240","27780","26470"
"In post","2022","Female","West Wales and The Valleys","Unknown","940","840","25860","21840"
"In post","2022","Female","West Wales and The Valleys","White","9020","7870","28200","26310"
"In post","2022","Female","West Yorkshire","Asian","1130","1000","28090","26820"
"In post","2022","Female","West Yorkshire","Black","230","220","29800","27570"
"In post","2022","Female","West Yorkshire","Mixed","180","170","31290","27570"
"In post","2022","Female","West Yorkshire","Other ethnicity","30","30","[c]","[c]"
"In post","2022","Female","West Yorkshire","Undeclared","310","270","30280","27570"
"In post","2022","Female","West Yorkshire","Unknown","1650","1540","31530","26880"
"In post","2022","Female","West Yorkshire","White","7060","6360","32970","28200"
"In post","2022","Male","Bedfordshire and Hertfordshire","Asian","210","200","33190","29290"
"In post","2022","Male","Bedfordshire and Hertfordshire","Black","80","80","32100","29290"
"In post","2022","Male","Bedfordshire and Hertfordshire","Mixed","60","60","33690","29290"
"In post","2022","Male","Bedfordshire and Hertfordshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Male","Bedfordshire and Hertfordshire","Undeclared","130","120","33330","30780"
"In post","2022","Male","Bedfordshire and Hertfordshire","Unknown","220","210","31520","29260"
"In post","2022","Male","Bedfordshire and Hertfordshire","White","1290","1260","35560","31880"
"In post","2022","Male","Berkshire, Buckinghamshire and Oxfordshire","Asian","270","260","32000","28700"
"In post","2022","Male","Berkshire, Buckinghamshire and Oxfordshire","Black","120","120","31490","29290"
"In post","2022","Male","Berkshire, Buckinghamshire and Oxfordshire","Mixed","90","80","33630","30190"
"In post","2022","Male","Berkshire, Buckinghamshire and Oxfordshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Male","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","250","240","36910","34580"
"In post","2022","Male","Berkshire, Buckinghamshire and Oxfordshire","Unknown","570","550","32960","29260"
"In post","2022","Male","Berkshire, Buckinghamshire and Oxfordshire","White","3330","3240","35760","33300"
"In post","2022","Male","Cheshire","Asian","50","40","[c]","[c]"
"In post","2022","Male","Cheshire","Black","[c]","[c]","[c]","[c]"
"In post","2022","Male","Cheshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Male","Cheshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Male","Cheshire","Undeclared","90","90","35280","32770"
"In post","2022","Male","Cheshire","Unknown","220","210","30580","26750"
"In post","2022","Male","Cheshire","White","1490","1450","34010","31650"
"In post","2022","Male","Cornwall and Isles of Scilly","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Male","Cornwall and Isles of Scilly","Black","[c]","[c]","[c]","[c]"
"In post","2022","Male","Cornwall and Isles of Scilly","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Male","Cornwall and Isles of Scilly","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Male","Cornwall and Isles of Scilly","Undeclared","50","50","[c]","[c]"
"In post","2022","Male","Cornwall and Isles of Scilly","Unknown","80","70","28420","26350"
"In post","2022","Male","Cornwall and Isles of Scilly","White","650","620","28380","26670"
"In post","2022","Male","Cumbria","Asian","[c]","[c]","[c]","[c]"
