"Status","Year","Organisation","Sex","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Royal Fleet Auxiliary","Male","White","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Female","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Female","Black","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Female","Unknown","510","470","24040","21300"
"In post","2022","Rural Payments Agency","Female","White","890","760","26710","24920"
"In post","2022","Rural Payments Agency","Male","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Male","Black","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Male","Undeclared","70","60","28050","26520"
"In post","2022","Rural Payments Agency","Male","Unknown","400","400","24930","21300"
"In post","2022","Rural Payments Agency","Male","White","590","570","27650","25100"
"In post","2022","Scottish Courts and Tribunals Service","Female","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Female","Black","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Female","Unknown","960","850","27720","23780"
"In post","2022","Scottish Courts and Tribunals Service","Female","White","340","310","30030","24600"
"In post","2022","Scottish Courts and Tribunals Service","Male","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Male","Black","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Male","Unknown","420","400","27960","23780"
"In post","2022","Scottish Courts and Tribunals Service","Male","White","180","170","32240","27080"
"In post","2022","Scottish Fiscal Commission","Female","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","Female","Black","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","Female","White","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","Male","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","Male","Black","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","Male","White","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","Female","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","Female","Black","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","Female","White","100","90","31950","30020"
"In post","2022","Scottish Forestry","Male","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","Male","Black","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","Male","White","80","80","40900","39520"
"In post","2022","Scottish Government (excl. agencies)","Female","Asian","70","70","38500","31540"
"In post","2022","Scottish Government (excl. agencies)","Female","Black","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Female","Mixed","60","50","44570","39660"
"In post","2022","Scottish Government (excl. agencies)","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Female","Undeclared","50","50","46110","39890"
"In post","2022","Scottish Government (excl. agencies)","Female","Unknown","890","840","40250","36130"
"In post","2022","Scottish Government (excl. agencies)","Female","White","3850","3620","44470","39660"
"In post","2022","Scottish Government (excl. agencies)","Male","Asian","50","50","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Male","Black","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Male","Mixed","30","30","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Male","Undeclared","90","90","47850","47490"
"In post","2022","Scottish Government (excl. agencies)","Male","Unknown","750","740","41160","36130"
"In post","2022","Scottish Government (excl. agencies)","Male","White","2940","2890","45650","40810"
"In post","2022","Scottish Housing Regulator","Female","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","Female","Black","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","Female","White","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","Male","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","Male","Black","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","Male","White","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Female","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Female","Black","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Female","Undeclared","110","110","33450","35000"
"In post","2022","Scottish Prison Service","Female","Unknown","980","930","29460","26900"
"In post","2022","Scottish Prison Service","Female","White","520","490","33810","35000"
"In post","2022","Scottish Prison Service","Male","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Male","Black","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Male","Undeclared","240","220","36180","35000"
"In post","2022","Scottish Prison Service","Male","Unknown","1580","1490","31840","35000"
"In post","2022","Scottish Prison Service","Male","White","1100","1020","35810","35000"
"In post","2022","Scottish Public Pensions Agency","Female","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Public Pensions Agency","Female","Black","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Public Pensions Agency","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Public Pensions Agency","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Public Pensions Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Public Pensions Agency","Female","Unknown","50","50","25910","24400"
"In post","2022","Scottish Public Pensions Agency","Female","White","110","100","30520","27230"
"In post","2022","Scottish Public Pensions Agency","Male","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Public Pensions Agency","Male","Black","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Public Pensions Agency","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Public Pensions Agency","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Public Pensions Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Public Pensions Agency","Male","Unknown","40","40","[c]","[c]"
"In post","2022","Scottish Public Pensions Agency","Male","White","90","90","31950","27230"
"In post","2022","Serious Fraud Office","Female","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Female","Black","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Female","Unknown","50","40","[c]","[c]"
"In post","2022","Serious Fraud Office","Female","White","110","100","46160","40610"
"In post","2022","Serious Fraud Office","Male","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Male","Black","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Male","Unknown","50","50","48680","43000"
"In post","2022","Serious Fraud Office","Male","White","160","160","49380","42680"
"In post","2022","Social Security Scotland","Female","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Female","Black","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Female","Unknown","410","390","28250","27230"
"In post","2022","Social Security Scotland","Female","White","1000","960","31330","27230"
"In post","2022","Social Security Scotland","Male","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Male","Black","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Male","Unknown","300","290","28330","27230"
"In post","2022","Social Security Scotland","Male","White","620","620","32590","27940"
"In post","2022","Standards and Testing Agency","Female","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Female","Black","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Female","White","60","50","42580","41990"
"In post","2022","Standards and Testing Agency","Male","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Male","Black","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Male","White","40","30","[c]","[c]"
"In post","2022","Student Awards Agency for Scotland","Female","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Student Awards Agency for Scotland","Female","Black","[c]","[c]","[c]","[c]"
"In post","2022","Student Awards Agency for Scotland","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Student Awards Agency for Scotland","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Student Awards Agency for Scotland","Female","Unknown","60","60","27930","23230"
"In post","2022","Student Awards Agency for Scotland","Female","White","60","60","33330","29510"
"In post","2022","Student Awards Agency for Scotland","Male","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Student Awards Agency for Scotland","Male","Black","[c]","[c]","[c]","[c]"
"In post","2022","Student Awards Agency for Scotland","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Student Awards Agency for Scotland","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Student Awards Agency for Scotland","Male","Unknown","40","40","[c]","[c]"
"In post","2022","Student Awards Agency for Scotland","Male","White","60","60","36260","35540"
"In post","2022","Submarine Delivery Agency","Female","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Female","Black","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Female","Unknown","40","40","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Female","White","520","490","38080","34850"
"In post","2022","Submarine Delivery Agency","Male","Asian","40","40","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Male","Black","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Male","Undeclared","90","90","45410","42950"
"In post","2022","Submarine Delivery Agency","Male","Unknown","90","90","38170","35900"
"In post","2022","Submarine Delivery Agency","Male","White","1100","1090","42880","40850"
"In post","2022","Teaching Regulation Agency","Female","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Teaching Regulation Agency","Female","Black","[c]","[c]","[c]","[c]"
"In post","2022","Teaching Regulation Agency","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Teaching Regulation Agency","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Teaching Regulation Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Teaching Regulation Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Teaching Regulation Agency","Female","White","30","30","[c]","[c]"
"In post","2022","Teaching Regulation Agency","Male","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Teaching Regulation Agency","Male","Black","[c]","[c]","[c]","[c]"
"In post","2022","Teaching Regulation Agency","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Teaching Regulation Agency","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Teaching Regulation Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Teaching Regulation Agency","Male","White","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Female","Asian","90","80","27180","25060"
"In post","2022","The Insolvency Service","Female","Black","40","40","[c]","[c]"
"In post","2022","The Insolvency Service","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Female","Unknown","280","260","28620","23810"
"In post","2022","The Insolvency Service","Female","White","550","520","33700","31000"
"In post","2022","The Insolvency Service","Male","Asian","60","60","30880","26290"
"In post","2022","The Insolvency Service","Male","Black","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Male","Unknown","240","240","31720","28280"
"In post","2022","The Insolvency Service","Male","White","390","370","37710","35420"
"In post","2022","The National Archives","Female","Asian","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Female","Black","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Female","Unknown","60","60","33160","31280"
"In post","2022","The National Archives","Female","White","190","180","36560","34260"
"In post","2022","The National Archives","Male","Asian","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Male","Black","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Male","Unknown","60","60","36090","33950"
"In post","2022","The National Archives","Male","White","170","170","36820","33360"
"In post","2022","Transport Scotland","Female","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Transport Scotland","Female","Black","[c]","[c]","[c]","[c]"
"In post","2022","Transport Scotland","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Transport Scotland","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Transport Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Transport Scotland","Female","Unknown","50","50","[c]","[c]"
"In post","2022","Transport Scotland","Female","White","180","170","43090","39660"
"In post","2022","Transport Scotland","Male","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Transport Scotland","Male","Black","[c]","[c]","[c]","[c]"
"In post","2022","Transport Scotland","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Transport Scotland","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Transport Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Transport Scotland","Male","Unknown","60","60","42800","40810"
"In post","2022","Transport Scotland","Male","White","220","210","49700","47490"
"In post","2022","UK Debt Management Office","Female","Asian","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Female","Black","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Female","White","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Male","Asian","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Male","Black","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Male","White","60","60","66490","61000"
"In post","2022","UK Export Finance","Female","Asian","40","40","[c]","[c]"
"In post","2022","UK Export Finance","Female","Black","30","30","[c]","[c]"
"In post","2022","UK Export Finance","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Female","White","120","120","51020","47230"
"In post","2022","UK Export Finance","Male","Asian","50","50","[c]","[c]"
"In post","2022","UK Export Finance","Male","Black","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Male","White","190","190","59280","52500"
"In post","2022","UK Health Security Agency","Female","Asian","510","460","39890","32330"
"In post","2022","UK Health Security Agency","Female","Black","310","290","35730","32330"
"In post","2022","UK Health Security Agency","Female","Mixed","100","90","36830","32330"
"In post","2022","UK Health Security Agency","Female","Other ethnicity","40","40","[c]","[c]"
"In post","2022","UK Health Security Agency","Female","Undeclared","250","230","43280","40060"
"In post","2022","UK Health Security Agency","Female","Unknown","640","610","45540","40650"
"In post","2022","UK Health Security Agency","Female","White","2490","2250","40650","36330"
"In post","2022","UK Health Security Agency","Male","Asian","240","230","43630","37730"
"In post","2022","UK Health Security Agency","Male","Black","120","110","43060","33780"
"In post","2022","UK Health Security Agency","Male","Mixed","50","50","42780","36690"
"In post","2022","UK Health Security Agency","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Male","Undeclared","130","130","52030","45310"
"In post","2022","UK Health Security Agency","Male","Unknown","460","460","50650","49530"
"In post","2022","UK Health Security Agency","Male","White","1230","1180","46550","40070"
"In post","2022","UK Hydrographic Office","Female","Asian","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Female","Black","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Female","Unknown","70","60","32270","31010"
"In post","2022","UK Hydrographic Office","Female","White","220","210","34720","33290"
"In post","2022","UK Hydrographic Office","Male","Asian","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Male","Black","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Male","Unknown","170","170","34890","33290"
"In post","2022","UK Hydrographic Office","Male","White","400","390","36200","33290"
"In post","2022","UK Space Agency","Female","Asian","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Female","Black","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Female","Unknown","30","30","[c]","[c]"
"In post","2022","UK Space Agency","Female","White","70","70","45080","40220"
"In post","2022","UK Space Agency","Male","Asian","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Male","Black","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Male","Unknown","30","30","[c]","[c]"
"In post","2022","UK Space Agency","Male","White","70","70","50490","49080"
"In post","2022","UK Statistics Authority","Female","Asian","100","90","33590","30710"
"In post","2022","UK Statistics Authority","Female","Black","50","40","[c]","[c]"
"In post","2022","UK Statistics Authority","Female","Mixed","60","50","32480","30710"
"In post","2022","UK Statistics Authority","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Female","Undeclared","40","30","[c]","[c]"
"In post","2022","UK Statistics Authority","Female","Unknown","470","400","29080","24250"
"In post","2022","UK Statistics Authority","Female","White","2650","2330","33350","30710"
"In post","2022","UK Statistics Authority","Male","Asian","90","80","31830","30210"
"In post","2022","UK Statistics Authority","Male","Black","50","50","31850","30210"
"In post","2022","UK Statistics Authority","Male","Mixed","30","30","[c]","[c]"
"In post","2022","UK Statistics Authority","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Male","Undeclared","40","40","[c]","[c]"
"In post","2022","UK Statistics Authority","Male","Unknown","480","450","34280","30710"
"In post","2022","UK Statistics Authority","Male","White","1810","1670","35590","31700"
"In post","2022","UK Statistics Authority","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Female","Asian","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Female","Black","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Female","White","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Male","Asian","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Male","Black","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Male","White","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Female","Asian","120","110","33820","31000"
"In post","2022","Valuation Office Agency","Female","Black","50","40","[c]","[c]"
"In post","2022","Valuation Office Agency","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Female","Undeclared","220","190","33180","29440"
"In post","2022","Valuation Office Agency","Female","Unknown","330","310","28430","25000"
"In post","2022","Valuation Office Agency","Female","White","1250","1140","34460","31000"
"In post","2022","Valuation Office Agency","Male","Asian","90","90","35870","31670"
"In post","2022","Valuation Office Agency","Male","Black","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Male","Undeclared","250","230","39690","34000"
"In post","2022","Valuation Office Agency","Male","Unknown","340","330","29980","26580"
"In post","2022","Valuation Office Agency","Male","White","1150","1110","38180","33810"
"In post","2022","Vehicle Certification Agency","Female","Asian","[c]","[c]","[c]","[c]"
