"Status","Year","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Security","Security","660","640","31530","27680"
"Leaver CS","2022","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Analysis","30","30","[c]","[c]"
"Leaver CS","2022","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Analysis","90","80","36760","32010"
"Leaver CS","2022","Statistics","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","150","140","76720","70000"
"Leaver CS","2022","Unknown","Communications","70","60","47140","40850"
"Leaver CS","2022","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","130","130","52280","54700"
"Leaver CS","2022","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","60","60","37460","34550"
"Leaver CS","2022","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","1170","1060","43400","35730"
"Leaver CS","2022","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","70","70","32950","32000"
"Leaver CS","2022","Unknown","Unknown","6920","5770","31020","27570"
"Leaver CS","2022","Veterinarian","No function","40","40","[c]","[c]"
"Leaver CS","2022","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Commercial","100","90","38490","37470"
"Leaver Dept.","2021","Commercial","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Project Delivery","30","30","[c]","[c]"
"Leaver Dept.","2021","Commercial","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Communications","Communications","150","150","44380","39880"
"Leaver Dept.","2021","Communications","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Digital, Data & Technology","150","150","45470","41950"
"Leaver Dept.","2021","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Economics","Analysis","100","90","45110","46150"
"Leaver Dept.","2021","Economics","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Finance","160","160","46680","45200"
"Leaver Dept.","2021","Finance","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Human Resources","280","270","39300","34400"
"Leaver Dept.","2021","Human Resources","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","No function","140","140","45790","42030"
"Leaver Dept.","2021","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Legal","120","110","55140","54810"
"Leaver Dept.","2021","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Grants Management","50","40","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Legal","70","70","28680","24590"
"Leaver Dept.","2021","Operational Delivery","No function","1300","1260","28420","22680"
"Leaver Dept.","2021","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Property","30","30","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","460","440","29200","25180"
"Leaver Dept.","2021","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","No function","60","60","44750","36690"
"Leaver Dept.","2021","Other","Project Delivery","60","60","39720","31740"
"Leaver Dept.","2021","Other","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","140","140","33250","29790"
"Leaver Dept.","2021","Planning","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","No function","1290","1250","43180","38750"
"Leaver Dept.","2021","Policy","Project Delivery","40","40","[c]","[c]"
"Leaver Dept.","2021","Policy","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","340","330","47050","42170"
"Leaver Dept.","2021","Project Delivery","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Project Delivery","280","280","41890","37900"
"Leaver Dept.","2021","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","90","90","39570","33050"
"Leaver Dept.","2021","Property","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Property","50","50","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","No function","50","40","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Security","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Security","30","30","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Analysis","30","30","[c]","[c]"
"Leaver Dept.","2021","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Analysis","90","90","40150","35540"
"Leaver Dept.","2021","Statistics","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","50","50","37420","35020"
"Leaver Dept.","2021","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","60","50","50510","52500"
"Leaver Dept.","2021","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","170","170","37900","32910"
"Leaver Dept.","2021","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","1060","1050","38890","32000"
"Leaver Dept.","2021","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","4010","3450","32800","27570"
"Leaver Dept.","2022","Commercial","Commercial","400","230","43170","40360"
"Leaver Dept.","2022","Commercial","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Project Delivery","50","50","[c]","[c]"
"Leaver Dept.","2022","Commercial","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","380","260","41510","36840"
"Leaver Dept.","2022","Communications","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Counter Fraud","110","110","30910","27570"
"Leaver Dept.","2022","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Digital, Data & Technology","680","570","41450","37640"
"Leaver Dept.","2022","Digital, Data and Technology","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Economics","Analysis","130","110","41970","34680"
"Leaver Dept.","2022","Economics","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Finance","540","390","41660","37610"
"Leaver Dept.","2022","Finance","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","60","60","44550","39820"
"Leaver Dept.","2022","Geography","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Human Resources","550","490","38840","33300"
"Leaver Dept.","2022","Human Resources","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Security","30","30","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","No function","100","100","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","No function","260","230","44690","42370"
"Leaver Dept.","2022","Knowledge and Information Management","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Legal","110","110","59850","59160"
"Leaver Dept.","2022","Medicine","No function","390","330","90420","95140"
"Leaver Dept.","2022","Medicine","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Grants Management","60","60","24620","21300"
"Leaver Dept.","2022","Operational Delivery","Human Resources","60","60","28090","27570"
"Leaver Dept.","2022","Operational Delivery","Legal","60","60","25450","24590"
"Leaver Dept.","2022","Operational Delivery","No function","7500","7040","33530","27570"
"Leaver Dept.","2022","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Unknown","730","700","28070","25040"
"Leaver Dept.","2022","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Debt","60","50","23190","21260"
"Leaver Dept.","2022","Other","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Legal","40","40","[c]","[c]"
"Leaver Dept.","2022","Other","No function","370","360","31530","27570"
"Leaver Dept.","2022","Other","Project Delivery","60","60","36930","31970"
"Leaver Dept.","2022","Other","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Unknown","240","230","30950","26670"
"Leaver Dept.","2022","Planning","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Analysis","40","40","[c]","[c]"
"Leaver Dept.","2022","Policy","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","No function","1940","1480","44470","40050"
"Leaver Dept.","2022","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Unknown","360","360","47130","42130"
"Leaver Dept.","2022","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","No function","40","40","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Project Delivery","390","390","40230","37080"
"Leaver Dept.","2022","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","70","70","40890","37460"
"Leaver Dept.","2022","Property","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Property","120","100","39540","34550"
"Leaver Dept.","2022","Psychology","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","No function","2190","2030","40050","37830"
"Leaver Dept.","2022","Science and Engineering","Project Delivery","60","60","31100","27540"
"Leaver Dept.","2022","Science and Engineering","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Security","50","50","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Analysis","50","50","[c]","[c]"
"Leaver Dept.","2022","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Analysis","100","100","41280","38340"
"Leaver Dept.","2022","Statistics","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Analysis","120","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Commercial","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Communications","70","70","44260","39370"
"Leaver Dept.","2022","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data & Technology","60","60","48310","54700"
"Leaver Dept.","2022","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","140","130","39790","34550"
"Leaver Dept.","2022","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","1820","1810","41810","34550"
"Leaver Dept.","2022","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","70","70","37480","33300"
"Leaver Dept.","2022","Unknown","Unknown","2010","1570","35120","31060"
"Leaver Dept.","2022","Veterinarian","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Commercial","390","380","35670","33000"
"New entrant CS","2021","Commercial","No function","40","40","[c]","[c]"
"New entrant CS","2021","Commercial","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Commercial","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Communications","420","410","36490","32560"
"New entrant CS","2021","Communications","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Counter Fraud","50","50","[c]","[c]"
"New entrant CS","2021","Counter Fraud","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Digital, Data & Technology","1560","1550","39450","36160"
"New entrant CS","2021","Digital, Data and Technology","Finance","[c]","[c]","[c]","[c]"
