"Status","Year","Region_ITL1","Ethnicity","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","East of England","Other ethnicity","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Other ethnicity","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Undeclared","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Undeclared","Science and Engineering","40","30","[c]","[c]"
"Leaver CS","2021","East of England","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Undeclared","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","East of England","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Unknown","Operational Delivery","170","160","25350","21110"
"Leaver CS","2021","East of England","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Unknown","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Unknown","Unknown","110","100","26810","27570"
"Leaver CS","2021","East of England","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","White","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","White","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","White","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","White","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","White","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","White","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","White","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","White","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","White","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","White","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","White","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","White","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","White","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","White","Operational Delivery","420","370","28430","24890"
"Leaver CS","2021","East of England","White","Other","50","50","26260","21510"
"Leaver CS","2021","East of England","White","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","White","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","White","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","White","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","White","Science and Engineering","80","70","32510","29840"
"Leaver CS","2021","East of England","White","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","White","Unknown","490","420","26650","26890"
"Leaver CS","2021","East of England","White","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Asian","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Asian","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Asian","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Asian","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Asian","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Asian","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Asian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Asian","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Asian","Operational Delivery","120","110","28990","27060"
"Leaver CS","2021","London","Asian","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Asian","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Asian","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Asian","Policy","40","40","[c]","[c]"
"Leaver CS","2021","London","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Asian","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Asian","Science and Engineering","30","30","[c]","[c]"
"Leaver CS","2021","London","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Asian","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Asian","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Asian","Unknown","280","230","31300","29590"
"Leaver CS","2021","London","Asian","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Black","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Black","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Black","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Black","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Black","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Black","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Black","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Black","Operational Delivery","120","110","25980","25060"
"Leaver CS","2021","London","Black","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Black","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Black","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Black","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Black","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Black","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Black","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Black","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Black","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Black","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Black","Unknown","140","130","30140","25560"
"Leaver CS","2021","London","Black","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Chinese","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Chinese","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Chinese","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Chinese","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Chinese","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Chinese","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Chinese","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Chinese","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Chinese","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Chinese","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Chinese","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Chinese","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Chinese","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Chinese","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Chinese","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Chinese","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Chinese","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Chinese","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Chinese","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Chinese","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Chinese","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Chinese","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Chinese","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Chinese","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Mixed","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Mixed","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Mixed","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Mixed","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Mixed","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Mixed","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Mixed","Operational Delivery","40","40","[c]","[c]"
"Leaver CS","2021","London","Mixed","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Mixed","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Mixed","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Mixed","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Mixed","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Mixed","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Mixed","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Mixed","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Mixed","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","London","Mixed","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Other ethnicity","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Other ethnicity","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Other ethnicity","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Other ethnicity","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Other ethnicity","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Other ethnicity","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Other ethnicity","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Other ethnicity","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Other ethnicity","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Other ethnicity","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Other ethnicity","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Other ethnicity","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Other ethnicity","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Undeclared","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Undeclared","Operational Delivery","70","60","33740","30460"
"Leaver CS","2021","London","Undeclared","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Undeclared","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Undeclared","Unknown","110","90","[c]","[c]"
"Leaver CS","2021","London","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Unknown","Communications","50","40","[c]","[c]"
"Leaver CS","2021","London","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Unknown","Digital, Data and Technology","30","30","[c]","[c]"
"Leaver CS","2021","London","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Unknown","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Unknown","Operational Delivery","330","320","31980","26410"
"Leaver CS","2021","London","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Unknown","Other","50","50","[c]","[c]"
"Leaver CS","2021","London","Unknown","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Unknown","Policy","230","220","42050","34020"
"Leaver CS","2021","London","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Unknown","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Unknown","Unknown","540","390","38780","31060"
"Leaver CS","2021","London","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","White","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","White","Communications","70","60","43090","37330"
"Leaver CS","2021","London","White","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","White","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","White","Digital, Data and Technology","70","60","50120","50740"
"Leaver CS","2021","London","White","Economics","40","40","[c]","[c]"
"Leaver CS","2021","London","White","Finance","30","30","[c]","[c]"
"Leaver CS","2021","London","White","Human Resources","60","60","49740","45740"
"Leaver CS","2021","London","White","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","White","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","White","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","White","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","White","Knowledge and Information Management","40","30","[c]","[c]"
"Leaver CS","2021","London","White","Legal","110","100","56950","53900"
"Leaver CS","2021","London","White","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","White","Operational Delivery","570","520","37870","30780"
"Leaver CS","2021","London","White","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","White","Other","110","110","42120","32120"
"Leaver CS","2021","London","White","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","White","Policy","280","270","54230","53430"
"Leaver CS","2021","London","White","Project Delivery","50","50","57960","52740"
"Leaver CS","2021","London","White","Property","30","30","[c]","[c]"
"Leaver CS","2021","London","White","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","White","Science and Engineering","40","40","[c]","[c]"
"Leaver CS","2021","London","White","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","White","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","White","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","White","Unknown","810","670","42840","34330"
"Leaver CS","2021","London","White","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Asian","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Asian","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Asian","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Asian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Asian","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Asian","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Asian","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Asian","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Asian","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Asian","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Black","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Black","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Black","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Black","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Black","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Black","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Black","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Black","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Black","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Black","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Black","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Chinese","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Chinese","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Chinese","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Chinese","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Chinese","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Chinese","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Chinese","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Chinese","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Chinese","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Chinese","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Chinese","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Chinese","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Chinese","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Chinese","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Chinese","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Chinese","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Mixed","Communications","[c]","[c]","[c]","[c]"
