"Status","Year","Responsibility_level","Sexual_orientation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","SCS","Unknown","Declared non-disabled","90","70","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Unknown","120","120","107260","95930"
"Leaver CS","2022","SEO/HEO","Heterosexual / straight","Declared disabled","530","480","37690","36410"
"Leaver CS","2022","SEO/HEO","Heterosexual / straight","Declared non-disabled","3920","3630","37470","36700"
"Leaver CS","2022","SEO/HEO","Heterosexual / straight","Undeclared","180","170","37020","36840"
"Leaver CS","2022","SEO/HEO","Heterosexual / straight","Unknown","450","390","38350","38000"
"Leaver CS","2022","SEO/HEO","LGBO","Declared disabled","80","70","36000","34600"
"Leaver CS","2022","SEO/HEO","LGBO","Declared non-disabled","220","210","36890","36610"
"Leaver CS","2022","SEO/HEO","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Undeclared","Declared disabled","80","70","38390","37450"
"Leaver CS","2022","SEO/HEO","Undeclared","Declared non-disabled","410","380","38010","37500"
"Leaver CS","2022","SEO/HEO","Undeclared","Undeclared","180","170","38860","38010"
"Leaver CS","2022","SEO/HEO","Undeclared","Unknown","260","90","38190","39020"
"Leaver CS","2022","SEO/HEO","Unknown","Declared disabled","120","100","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Declared non-disabled","860","710","37460","36360"
"Leaver CS","2022","SEO/HEO","Unknown","Undeclared","80","70","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Unknown","1460","1350","36900","36360"
"Leaver CS","2022","Unknown","Heterosexual / straight","Declared disabled","210","190","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Declared non-disabled","900","800","38070","37970"
"Leaver CS","2022","Unknown","Heterosexual / straight","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Unknown","50","30","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Declared non-disabled","60","60","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","830","730","36270","33270"
"Leaver Dept.","2021","AA/AO","Heterosexual / straight","Declared disabled","90","90","21000","21010"
"Leaver Dept.","2021","AA/AO","Heterosexual / straight","Declared non-disabled","740","710","21140","21010"
"Leaver Dept.","2021","AA/AO","Heterosexual / straight","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Heterosexual / straight","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","AA/AO","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","LGBO","Declared non-disabled","60","60","20920","21010"
"Leaver Dept.","2021","AA/AO","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Undeclared","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Undeclared","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Declared disabled","50","40","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Declared non-disabled","410","380","21170","21010"
"Leaver Dept.","2021","AA/AO","Unknown","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Unknown","570","540","20830","20710"
"Leaver Dept.","2021","EO","Heterosexual / straight","Declared disabled","170","160","26510","27310"
"Leaver Dept.","2021","EO","Heterosexual / straight","Declared non-disabled","1070","1030","26710","27570"
"Leaver Dept.","2021","EO","Heterosexual / straight","Undeclared","60","60","26860","27570"
"Leaver Dept.","2021","EO","Heterosexual / straight","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2021","EO","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","LGBO","Declared non-disabled","90","90","26550","27470"
"Leaver Dept.","2021","EO","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Undeclared","Declared non-disabled","80","80","27410","27570"
"Leaver Dept.","2021","EO","Undeclared","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2021","EO","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Unknown","Declared disabled","40","30","[c]","[c]"
"Leaver Dept.","2021","EO","Unknown","Declared non-disabled","310","280","27690","27570"
"Leaver Dept.","2021","EO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Unknown","Unknown","410","370","27010","27020"
"Leaver Dept.","2021","G6/G7","Heterosexual / straight","Declared disabled","110","110","56860","54700"
"Leaver Dept.","2021","G6/G7","Heterosexual / straight","Declared non-disabled","980","950","57650","55990"
"Leaver Dept.","2021","G6/G7","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Heterosexual / straight","Unknown","80","70","56170","54100"
"Leaver Dept.","2021","G6/G7","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Declared non-disabled","80","80","54730","54240"
"Leaver Dept.","2021","G6/G7","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","Declared non-disabled","90","80","57970","55650"
"Leaver Dept.","2021","G6/G7","Undeclared","Undeclared","50","50","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Declared non-disabled","190","150","58410","56130"
"Leaver Dept.","2021","G6/G7","Unknown","Undeclared","40","30","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Unknown","590","500","56120","54290"
"Leaver Dept.","2021","SCS","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Heterosexual / straight","Declared non-disabled","160","150","87910","79790"
"Leaver Dept.","2021","SCS","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Unknown","70","50","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Heterosexual / straight","Declared disabled","260","250","35170","33960"
"Leaver Dept.","2021","SEO/HEO","Heterosexual / straight","Declared non-disabled","1800","1770","35340","34240"
"Leaver Dept.","2021","SEO/HEO","Heterosexual / straight","Undeclared","100","100","35470","34050"
"Leaver Dept.","2021","SEO/HEO","Heterosexual / straight","Unknown","110","110","36790","36030"
"Leaver Dept.","2021","SEO/HEO","LGBO","Declared disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","LGBO","Declared non-disabled","170","170","35240","34380"
"Leaver Dept.","2021","SEO/HEO","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Undeclared","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Undeclared","Declared non-disabled","130","130","36340","35750"
"Leaver Dept.","2021","SEO/HEO","Undeclared","Undeclared","60","60","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Declared disabled","40","30","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Declared non-disabled","380","290","36170","35310"
"Leaver Dept.","2021","SEO/HEO","Unknown","Undeclared","70","60","37240","35090"
"Leaver Dept.","2021","SEO/HEO","Unknown","Unknown","1320","1200","34030","32690"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Declared non-disabled","70","70","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","90","80","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Heterosexual / straight","Declared disabled","190","170","21380","21260"
"Leaver Dept.","2022","AA/AO","Heterosexual / straight","Declared non-disabled","1580","1470","21450","21260"
"Leaver Dept.","2022","AA/AO","Heterosexual / straight","Undeclared","50","50","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Heterosexual / straight","Unknown","110","100","22290","22200"
"Leaver Dept.","2022","AA/AO","LGBO","Declared disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","AA/AO","LGBO","Declared non-disabled","100","90","21470","21260"
"Leaver Dept.","2022","AA/AO","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Undeclared","Declared non-disabled","130","110","21640","21260"
"Leaver Dept.","2022","AA/AO","Undeclared","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Undeclared","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Unknown","Declared disabled","50","40","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Unknown","Declared non-disabled","350","330","21290","21260"
"Leaver Dept.","2022","AA/AO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Unknown","Unknown","640","600","21450","21210"
"Leaver Dept.","2022","EO","Heterosexual / straight","Declared disabled","340","330","27270","27570"
"Leaver Dept.","2022","EO","Heterosexual / straight","Declared non-disabled","2820","2720","26940","27570"
"Leaver Dept.","2022","EO","Heterosexual / straight","Undeclared","120","120","27260","27570"
"Leaver Dept.","2022","EO","Heterosexual / straight","Unknown","210","170","27090","27150"
"Leaver Dept.","2022","EO","LGBO","Declared disabled","80","80","27030","27570"
"Leaver Dept.","2022","EO","LGBO","Declared non-disabled","210","200","27300","27570"
"Leaver Dept.","2022","EO","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Undeclared","Declared disabled","50","50","[c]","[c]"
"Leaver Dept.","2022","EO","Undeclared","Declared non-disabled","210","200","26580","27500"
"Leaver Dept.","2022","EO","Undeclared","Undeclared","50","50","[c]","[c]"
"Leaver Dept.","2022","EO","Undeclared","Unknown","170","30","[c]","[c]"
"Leaver Dept.","2022","EO","Unknown","Declared disabled","40","30","[c]","[c]"
"Leaver Dept.","2022","EO","Unknown","Declared non-disabled","330","310","27460","27570"
"Leaver Dept.","2022","EO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Unknown","Unknown","580","550","27450","27570"
"Leaver Dept.","2022","G6/G7","Heterosexual / straight","Declared disabled","200","180","57360","55550"
"Leaver Dept.","2022","G6/G7","Heterosexual / straight","Declared non-disabled","2150","2060","57910","54760"
"Leaver Dept.","2022","G6/G7","Heterosexual / straight","Undeclared","50","40","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Heterosexual / straight","Unknown","300","240","57570","54450"
"Leaver Dept.","2022","G6/G7","LGBO","Declared disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","G6/G7","LGBO","Declared non-disabled","180","180","57180","54700"
"Leaver Dept.","2022","G6/G7","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Undeclared","Declared disabled","30","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Undeclared","Declared non-disabled","190","180","59170","56340"
"Leaver Dept.","2022","G6/G7","Undeclared","Undeclared","60","60","57780","54700"
"Leaver Dept.","2022","G6/G7","Undeclared","Unknown","420","110","58170","54420"
"Leaver Dept.","2022","G6/G7","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Unknown","Declared non-disabled","260","200","58660","56240"
"Leaver Dept.","2022","G6/G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Unknown","Unknown","830","750","58590","55130"
"Leaver Dept.","2022","SCS","Heterosexual / straight","Declared disabled","40","30","[c]","[c]"
"Leaver Dept.","2022","SCS","Heterosexual / straight","Declared non-disabled","400","360","94940","93570"
"Leaver Dept.","2022","SCS","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Heterosexual / straight","Unknown","70","50","107200","107780"
"Leaver Dept.","2022","SCS","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Undeclared","Unknown","90","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Declared non-disabled","50","30","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Unknown","140","120","107780","103290"
"Leaver Dept.","2022","SEO/HEO","Heterosexual / straight","Declared disabled","470","450","35350","34550"
"Leaver Dept.","2022","SEO/HEO","Heterosexual / straight","Declared non-disabled","4130","3960","35890","35310"
"Leaver Dept.","2022","SEO/HEO","Heterosexual / straight","Undeclared","150","150","36110","35850"
"Leaver Dept.","2022","SEO/HEO","Heterosexual / straight","Unknown","480","380","37060","37380"
"Leaver Dept.","2022","SEO/HEO","LGBO","Declared disabled","100","90","35120","34580"
"Leaver Dept.","2022","SEO/HEO","LGBO","Declared non-disabled","350","330","35810","35070"
"Leaver Dept.","2022","SEO/HEO","LGBO","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","LGBO","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Undeclared","Declared disabled","60","60","36130","35310"
"Leaver Dept.","2022","SEO/HEO","Undeclared","Declared non-disabled","350","340","35600","34670"
"Leaver Dept.","2022","SEO/HEO","Undeclared","Undeclared","150","150","37140","37000"
"Leaver Dept.","2022","SEO/HEO","Undeclared","Unknown","540","120","37030","38070"
"Leaver Dept.","2022","SEO/HEO","Unknown","Declared disabled","70","60","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Unknown","Declared non-disabled","440","350","36370","35460"
"Leaver Dept.","2022","SEO/HEO","Unknown","Undeclared","40","30","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Unknown","Unknown","1670","1600","34940","33300"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Declared non-disabled","110","100","[c]","[c]"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Unknown","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","80","80","[c]","[c]"
"New entrant CS","2021","AA/AO","Heterosexual / straight","Declared disabled","940","920","21250","21010"
"New entrant CS","2021","AA/AO","Heterosexual / straight","Declared non-disabled","9170","8980","21700","21010"
"New entrant CS","2021","AA/AO","Heterosexual / straight","Undeclared","320","310","21590","21010"
"New entrant CS","2021","AA/AO","Heterosexual / straight","Unknown","900","870","21570","21300"
"New entrant CS","2021","AA/AO","LGBO","Declared disabled","210","210","21120","21010"
"New entrant CS","2021","AA/AO","LGBO","Declared non-disabled","780","770","21520","21010"
"New entrant CS","2021","AA/AO","LGBO","Undeclared","50","40","[c]","[c]"
"New entrant CS","2021","AA/AO","LGBO","Unknown","100","100","22190","22350"
"New entrant CS","2021","AA/AO","Undeclared","Declared disabled","90","90","21190","21010"
"New entrant CS","2021","AA/AO","Undeclared","Declared non-disabled","430","420","21380","21010"
"New entrant CS","2021","AA/AO","Undeclared","Undeclared","120","120","21450","21010"
"New entrant CS","2021","AA/AO","Undeclared","Unknown","120","110","21240","20850"
"New entrant CS","2021","AA/AO","Unknown","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Declared non-disabled","220","210","21930","21050"
"New entrant CS","2021","AA/AO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Unknown","7070","6870","21450","20600"
"New entrant CS","2021","EO","Heterosexual / straight","Declared disabled","1310","1270","27890","27570"
"New entrant CS","2021","EO","Heterosexual / straight","Declared non-disabled","9590","9380","27870","27570"
"New entrant CS","2021","EO","Heterosexual / straight","Undeclared","370","360","27890","27570"
"New entrant CS","2021","EO","Heterosexual / straight","Unknown","1130","1120","28390","27570"
"New entrant CS","2021","EO","LGBO","Declared disabled","320","310","27690","27570"
"New entrant CS","2021","EO","LGBO","Declared non-disabled","900","890","27710","27570"
"New entrant CS","2021","EO","LGBO","Undeclared","70","70","27420","27570"
"New entrant CS","2021","EO","LGBO","Unknown","110","110","27790","27270"
"New entrant CS","2021","EO","Undeclared","Declared disabled","110","110","28020","27570"
"New entrant CS","2021","EO","Undeclared","Declared non-disabled","480","470","27690","27570"
"New entrant CS","2021","EO","Undeclared","Undeclared","160","150","27430","27570"
"New entrant CS","2021","EO","Undeclared","Unknown","90","80","27880","27550"
"New entrant CS","2021","EO","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Declared non-disabled","150","150","26310","26000"
"New entrant CS","2021","EO","Unknown","Undeclared","50","50","26590","29970"
"New entrant CS","2021","EO","Unknown","Unknown","3830","3760","26620","27130"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Declared disabled","130","120","55250","54330"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Declared non-disabled","1470","1420","57670","54700"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Undeclared","70","60","57650","56350"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Unknown","480","470","54640","53360"
"New entrant CS","2021","G6/G7","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Declared non-disabled","100","100","56900","54650"
"New entrant CS","2021","G6/G7","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","Declared non-disabled","100","100","59840","57220"
"New entrant CS","2021","G6/G7","Undeclared","Undeclared","70","60","58550","56000"
"New entrant CS","2021","G6/G7","Undeclared","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Declared non-disabled","50","50","56130","53260"
"New entrant CS","2021","G6/G7","Unknown","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Unknown","1150","1120","58980","56160"
"New entrant CS","2021","SCS","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Declared non-disabled","150","130","96920","91000"
"New entrant CS","2021","SCS","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","SCS","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Unknown","270","260","88830","74000"
"New entrant CS","2021","SEO/HEO","Heterosexual / straight","Declared disabled","460","450","34500","33570"
"New entrant CS","2021","SEO/HEO","Heterosexual / straight","Declared non-disabled","4800","4650","35150","34020"
"New entrant CS","2021","SEO/HEO","Heterosexual / straight","Undeclared","230","220","34700","33300"
"New entrant CS","2021","SEO/HEO","Heterosexual / straight","Unknown","1120","1100","36170","36500"
"New entrant CS","2021","SEO/HEO","LGBO","Declared disabled","120","120","33060","32330"
"New entrant CS","2021","SEO/HEO","LGBO","Declared non-disabled","420","410","34440","33570"
"New entrant CS","2021","SEO/HEO","LGBO","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","LGBO","Unknown","110","110","34770","33570"
"New entrant CS","2021","SEO/HEO","Undeclared","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","Declared non-disabled","360","350","34760","33570"
"New entrant CS","2021","SEO/HEO","Undeclared","Undeclared","150","130","34780","33390"
"New entrant CS","2021","SEO/HEO","Undeclared","Unknown","100","100","36470","36700"
"New entrant CS","2021","SEO/HEO","Unknown","Declared disabled","40","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Declared non-disabled","190","180","35650","35680"
"New entrant CS","2021","SEO/HEO","Unknown","Undeclared","110","110","33580","34710"
"New entrant CS","2021","SEO/HEO","Unknown","Unknown","3370","3320","33920","32790"
"New entrant CS","2021","Unknown","Heterosexual / straight","Declared disabled","100","90","23820","22920"
"New entrant CS","2021","Unknown","Heterosexual / straight","Declared non-disabled","940","870","25600","22920"
"New entrant CS","2021","Unknown","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Unknown","40","30","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Declared non-disabled","70","70","23110","22920"
"New entrant CS","2021","Unknown","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Declared non-disabled","40","30","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
