"Status","Year","Function_of_post","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","4390","4290","49220","53380"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","1190","1170","47990","51730"
"In post","2021","No function","Department for Education (excl. agencies)","Department for Education","2530","2430","43820","40230"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","2970","2870","43120","38750"
"In post","2021","No function","Department for International Trade","Department for International Trade","1880","1860","46340","39960"
"In post","2021","No function","Department for Transport (excl. agencies)","Department for Transport","2130","2070","47280","42890"
"In post","2021","No function","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","2020","1970","48000","42030"
"In post","2021","No function","Driver and Vehicle Licensing Agency","Department for Transport","4690","4020","22790","21590"
"In post","2021","No function","Driver and Vehicle Standards Agency","Department for Transport","3990","3740","28590","26780"
"In post","2021","No function","Education and Skills Funding Agency","Department for Education","1270","1230","41620","37100"
"In post","2021","No function","ESTYN","ESTYN","90","80","62680","74730"
"In post","2021","No function","Food Standards Agency","Food Standards Agency","950","930","35400","30810"
"In post","2021","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","3680","3630","47920","39770"
"In post","2021","No function","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","No function","Government Legal Department","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","No function","Government Property Agency","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","No function","Health and Safety Executive","Department for Work and Pensions","2200","2070","43600","41480"
"In post","2021","No function","HM Courts and Tribunals Service","Ministry of Justice","14380","12930","22250","20580"
"In post","2021","No function","HM Land Registry","HM Land Registry","5030","4520","28310","27130"
"In post","2021","No function","HM Prison and Probation Service","Ministry of Justice","52470","49500","29790","28200"
"In post","2021","No function","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","31530","28390","28440","25560"
"In post","2021","No function","HM Treasury (excl. agencies)","HM Treasury","1580","1550","47370","52500"
"In post","2021","No function","Insolvency Service","Department for Business, Energy and Industrial Strategy","1280","1210","28870","25060"
"In post","2021","No function","Institute for Apprenticeships and Technical Education","Department for Education","160","160","48670","50210"
"In post","2021","No function","Legal Aid Agency","Ministry of Justice","920","860","24680","21170"
"In post","2021","No function","Maritime and Coastguard Agency","Department for Transport","990","960","37110","33150"
"In post","2021","No function","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","No function","Met Office","Department for Business, Energy and Industrial Strategy","420","410","37560","37420"
"In post","2021","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","1790","1750","45770","39990"
"In post","2021","No function","Ministry of Justice (excl. agencies)","Ministry of Justice","1770","1720","38730","35600"
"In post","2021","No function","National Crime Agency","National Crime Agency","4720","4620","39700","37560"
"In post","2021","No function","National Infrastructure Commission","HM Treasury","40","40","[c]","[c]"
"In post","2021","No function","National Savings and Investments","Chancellor's other departments","110","110","54140","45330"
"In post","2021","No function","Northern Ireland Office","Northern Ireland Office","130","120","44760","38680"
"In post","2021","No function","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","1340","1290","51840","51360"
"In post","2021","No function","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","860","850","41550","35720"
"In post","2021","No function","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","200","190","46050","40940"
"In post","2021","No function","Office of Rail and Road","Office of Rail and Road","220","220","55610","55870"
"In post","2021","No function","Office of the Public Guardian","Ministry of Justice","1360","1250","21830","19930"
"In post","2021","No function","Planning Inspectorate","Ministry of Housing, Communities and Local Government","740","670","44070","47660"
"In post","2021","No function","Public Health England","Department of Health and Social Care","6380","5800","43820","37970"
"In post","2021","No function","Registers of Scotland","Scottish Government","930","890","31310","30080"
"In post","2021","No function","Scottish Prison Service","Scottish Government","3890","3630","31600","33650"
"In post","2021","No function","Serious Fraud Office","Attorney General's Departments","80","80","41860","40000"
"In post","2021","No function","Standards and Testing Agency","Department for Education","130","120","42910","40940"
"In post","2021","No function","Teaching Regulation Agency","Department for Education","70","70","30690","29360"
"In post","2021","No function","The National Archives","The National Archives","340","320","34280","30830"
"In post","2021","No function","UK Hydrographic Office","Ministry of Defence","560","530","32520","33290"
"In post","2021","No function","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","1050","990","35890","29950"
"In post","2021","No function","United Kingdom Statistics Authority","United Kingdom Statistics Authority","2570","2090","25880","22660"
"In post","2021","No function","Vehicle Certification Agency","Department for Transport","180","170","36110","34290"
"In post","2021","No function","Wales Office","Wales Office","30","30","[c]","[c]"
"In post","2021","No function","Water Services Regulation Authority","Water Services Regulation Authority","120","110","57630","52650"
"In post","2021","Project Delivery","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","80","70","42220","39580"
"In post","2021","Project Delivery","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","70","60","29310","29180"
"In post","2021","Project Delivery","Cabinet Office (excl. agencies)","Cabinet Office","190","190","69400","62550"
"In post","2021","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","60","60","33860","29270"
"In post","2021","Project Delivery","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Competition and Markets Authority","Competition and Markets Authority","380","360","60880","56360"
"In post","2021","Project Delivery","Crown Commercial Service","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Defence Electronics and Components Agency","Ministry of Defence","360","340","27490","28110"
"In post","2021","Project Delivery","Defence Equipment and Support","Ministry of Defence","9120","8820","36250","33740"
"In post","2021","Project Delivery","Defence Science and Technology Laboratory","Ministry of Defence","1010","960","40910","37360"
"In post","2021","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","110","110","51390","53380"
"In post","2021","Project Delivery","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","210","210","48480","51730"
"In post","2021","Project Delivery","Department for Education (excl. agencies)","Department for Education","470","450","49300","50630"
"In post","2021","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","230","230","42220","37110"
"In post","2021","Project Delivery","Department for International Trade","Department for International Trade","50","50","[c]","[c]"
"In post","2021","Project Delivery","Department for Transport (excl. agencies)","Department for Transport","450","440","53950","54380"
"In post","2021","Project Delivery","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Driver and Vehicle Licensing Agency","Department for Transport","90","80","39900","39040"
"In post","2021","Project Delivery","Driver and Vehicle Standards Agency","Department for Transport","90","80","38290","39470"
"In post","2021","Project Delivery","Education and Skills Funding Agency","Department for Education","60","60","34310","30200"
"In post","2021","Project Delivery","ESTYN","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","FCDO Services","Foreign, Commonwealth and Development Office","70","70","39490","35390"
"In post","2021","Project Delivery","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","1950","1900","52030","53610"
"In post","2021","Project Delivery","Forestry and Land Scotland","Scottish Government","110","100","35530","35680"
"In post","2021","Project Delivery","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Government Legal Department","Attorney General's Departments","40","30","[c]","[c]"
"In post","2021","Project Delivery","Government Property Agency","Other Cabinet Office Agencies","40","30","[c]","[c]"
"In post","2021","Project Delivery","Health and Safety Executive","Department for Work and Pensions","50","40","[c]","[c]"
"In post","2021","Project Delivery","HM Courts and Tribunals Service","Ministry of Justice","380","380","40700","36800"
"In post","2021","Project Delivery","HM Land Registry","HM Land Registry","140","140","40870","38550"
"In post","2021","Project Delivery","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","4490","4240","43800","38630"
"In post","2021","Project Delivery","HM Treasury (excl. agencies)","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Insolvency Service","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"In post","2021","Project Delivery","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Met Office","Department for Business, Energy and Industrial Strategy","420","400","40830","39650"
"In post","2021","Project Delivery","Ministry of Defence (excl. agencies)","Ministry of Defence","4630","4510","39690","37000"
"In post","2021","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","110","110","47560","48200"
"In post","2021","Project Delivery","Ministry of Justice (excl. agencies)","Ministry of Justice","330","330","40590","36800"
"In post","2021","Project Delivery","National Crime Agency","National Crime Agency","90","90","46620","45480"
"In post","2021","Project Delivery","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","30","30","[c]","[c]"
"In post","2021","Project Delivery","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Planning Inspectorate","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Rural Payments Agency","Department for Environment, Food and Rural Affairs","150","140","37900","36520"
"In post","2021","Project Delivery","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Scottish Forestry","Scottish Government","160","150","35120","34740"
"In post","2021","Project Delivery","Scottish Prison Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Submarine Delivery Agency","Ministry of Defence","1320","1300","42160","40080"
"In post","2021","Project Delivery","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","30","30","[c]","[c]"
"In post","2021","Project Delivery","UK Space Agency","Department for Business, Energy and Industrial Strategy","220","210","47130","49080"
"In post","2021","Project Delivery","United Kingdom Statistics Authority","United Kingdom Statistics Authority","230","220","40440","36030"
"In post","2021","Project Delivery","Valuation Office Agency","HM Revenue and Customs","80","70","40990","37750"
"In post","2021","Project Delivery","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Wilton Park","Foreign, Commonwealth and Development Office","40","30","[c]","[c]"
"In post","2021","Property","Cabinet Office (excl. agencies)","Cabinet Office","100","100","50780","52720"
"In post","2021","Property","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Property","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Property","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Property","Defence Equipment and Support","Ministry of Defence","220","220","39870","37400"
"In post","2021","Property","Defence Science and Technology Laboratory","Ministry of Defence","30","30","[c]","[c]"
"In post","2021","Property","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Property","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Property","Department for Education (excl. agencies)","Department for Education","270","260","49590","50630"
"In post","2021","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","390","370","36760","32560"
"In post","2021","Property","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Property","Department for Transport (excl. agencies)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Property","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Property","Driver and Vehicle Licensing Agency","Department for Transport","60","50","30360","30540"
"In post","2021","Property","Driver and Vehicle Standards Agency","Department for Transport","70","60","32390","31380"
"In post","2021","Property","Education and Skills Funding Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Property","ESTYN","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Property","FCDO Services","Foreign, Commonwealth and Development Office","380","380","39290","37360"
"In post","2021","Property","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Property","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","80","80","52780","49300"
"In post","2021","Property","Forestry and Land Scotland","Scottish Government","720","690","30240","28120"
"In post","2021","Property","Government Property Agency","Other Cabinet Office Agencies","50","40","[c]","[c]"
"In post","2021","Property","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Property","HM Courts and Tribunals Service","Ministry of Justice","80","80","39960","31470"
"In post","2021","Property","HM Land Registry","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Property","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","250","240","39460","38630"
"In post","2021","Property","HM Treasury (excl. agencies)","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Property","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Property","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Property","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Property","Ministry of Defence (excl. agencies)","Ministry of Defence","2450","2380","31410","33300"
"In post","2021","Property","Ministry of Justice (excl. agencies)","Ministry of Justice","280","270","40400","36200"
"In post","2021","Property","National Crime Agency","National Crime Agency","30","30","[c]","[c]"
"In post","2021","Property","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Property","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Property","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Property","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Property","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Property","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Property","Public Health England","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Property","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Property","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Property","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Property","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Property","Scottish Prison Service","Scottish Government","250","240","30070","28870"
"In post","2021","Property","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Property","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Property","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Property","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"In post","2021","Property","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Property","United Kingdom Statistics Authority","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Property","Valuation Office Agency","HM Revenue and Customs","3260","3010","32920","29630"
"In post","2021","Property","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Property","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Property","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Security","Cabinet Office (excl. agencies)","Cabinet Office","870","840","33080","33300"
"In post","2021","Security","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Security","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Security","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Security","Crown Office and Procurator Fiscal Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Security","Crown Prosecution Service","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Security","Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Security","Defence Science and Technology Laboratory","Ministry of Defence","60","50","36070","37320"
"In post","2021","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Security","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Security","Department for Education (excl. agencies)","Department for Education","30","30","[c]","[c]"
"In post","2021","Security","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Security","Driver and Vehicle Licensing Agency","Department for Transport","120","110","30490","26350"
"In post","2021","Security","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Security","ESTYN","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Security","FCDO Services","Foreign, Commonwealth and Development Office","230","230","35300","32200"
"In post","2021","Security","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Security","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","330","330","43190","36450"
"In post","2021","Security","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Security","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Security","HM Prison and Probation Service","Ministry of Justice","680","670","39330","36720"
"In post","2021","Security","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","190","180","40830","38630"
"In post","2021","Security","Ministry of Defence (excl. agencies)","Ministry of Defence","6020","5910","29080","25390"
"In post","2021","Security","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Security","National Crime Agency","National Crime Agency","40","40","[c]","[c]"
"In post","2021","Security","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Security","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Security","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Security","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Security","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Security","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Security","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Security","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Security","United Kingdom Statistics Authority","United Kingdom Statistics Authority","30","30","[c]","[c]"
"In post","2021","Security","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Accountant in Bankruptcy","Scottish Government","120","100","31670","29190"
"In post","2021","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Charity Commission","Charity Commission","250","230","32470","29160"
"In post","2021","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Crown Commercial Service","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Crown Prosecution Service","Attorney General's Departments","40","40","[c]","[c]"
"In post","2021","Unknown","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Defence Equipment and Support","Ministry of Defence","130","130","37260","35530"
"In post","2021","Unknown","Department for Education (excl. agencies)","Department for Education","570","550","51130","46030"
"In post","2021","Unknown","Department for Transport (excl. agencies)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","90950","81420","27650","27570"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","60","60","52120","53360"
"In post","2021","Unknown","Disclosure Scotland","Scottish Government","310","290","28110","23170"
"In post","2021","Unknown","Education and Skills Funding Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Education Scotland","Scottish Government","320","300","55840","61010"
"In post","2021","Unknown","FCDO Services","Foreign, Commonwealth and Development Office","30","30","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Scotland","Scottish Government","250","240","35100","30650"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","300","290","51940","50430"
"In post","2021","Unknown","Government Internal Audit Agency","HM Treasury","30","30","[c]","[c]"
"In post","2021","Unknown","Government Legal Department","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Property Agency","Other Cabinet Office Agencies","50","50","49900","49700"
"In post","2021","Unknown","HM Treasury (excl. agencies)","HM Treasury","30","30","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Home Office","35370","32870","31970","27370"
"In post","2021","Unknown","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","1140","1100","48710","41520"
"In post","2021","Unknown","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","18190","17480","30580","26670"
"In post","2021","Unknown","National Records of Scotland","Scottish Government","440","410","34520","32140"
"In post","2021","Unknown","Office for Budget Responsibility","HM Treasury","40","30","[c]","[c]"
"In post","2021","Unknown","Office of the Scottish Charity Regulator","Scottish Government","50","50","[c]","[c]"
"In post","2021","Unknown","Revenue Scotland","Scottish Government","60","50","43440","38540"
"In post","2021","Unknown","Royal Fleet Auxiliary","Ministry of Defence","1830","1830","37620","34460"
"In post","2021","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","110","100","47590","46600"
"In post","2021","Unknown","Scottish Fiscal Commission","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scottish Government (excl. agencies)","Scottish Government","7820","7490","43090","38540"
"In post","2021","Unknown","Scottish Housing Regulator","Scottish Government","50","50","[c]","[c]"
"In post","2021","Unknown","Scottish Prison Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scottish Public Pensions Agency","Scottish Government","290","260","29650","26160"
"In post","2021","Unknown","Social Security Scotland","Scottish Government","1140","1100","31620","26650"
"In post","2021","Unknown","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Student Awards Agency for Scotland","Scottish Government","240","230","29770","26160"
"In post","2021","Unknown","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Transport Scotland","Scottish Government","490","480","44230","42190"
"In post","2021","Unknown","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","150","150","43500","40060"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Welsh Government","5700","5390","40990","37410"
"In post","2021","Unknown","Welsh Revenue Authority","Welsh Government","40","40","[c]","[c]"
"In post","2022","Analysis","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","470","450","34250","30220"
"In post","2022","Analysis","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","Competition and Markets Authority","140","130","62030","56360"
"In post","2022","Analysis","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","Ministry of Defence","510","490","41100","38110"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","250","250","42770","37000"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","150","150","48010","52480"
"In post","2022","Analysis","Department for Education (excl. agencies)","Department for Education","200","190","44640","43600"
"In post","2022","Analysis","Department for International Trade","Department for International Trade","250","250","44050","40270"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","230","220","46950","48200"
"In post","2022","Analysis","Department for Transport (excl. agencies)","Department for Transport","340","330","47730","48770"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","630","600","42950","37380"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","410","390","51050","53360"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Department for Transport","60","60","29600","26780"
"In post","2022","Analysis","Education and Skills Funding Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Food Standards Agency","50","40","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","60","60","59570","61400"
"In post","2022","Analysis","Government Actuary's Department","Chancellor's other departments","190","170","69850","65470"
"In post","2022","Analysis","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Legal Department","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","Department for Work and Pensions","50","40","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Ministry of Justice","60","60","43340","38800"
"In post","2022","Analysis","HM Land Registry","HM Land Registry","30","30","[c]","[c]"
"In post","2022","Analysis","HM Prison and Probation Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","740","710","46000","40520"
