"Status","Year","Region_ITL1","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","West Midlands (England)","Ministry of Defence","Female","1200","1140","30040","26670"
"In post","2021","West Midlands (England)","Ministry of Defence","Male","1400","1370","30510","28110"
"In post","2021","West Midlands (England)","Ministry of Housing, Communities and Local Government","Female","70","70","40190","36340"
"In post","2021","West Midlands (England)","Ministry of Housing, Communities and Local Government","Male","60","60","37100","36340"
"In post","2021","West Midlands (England)","Ministry of Justice","Female","5020","4580","26360","22920"
"In post","2021","West Midlands (England)","Ministry of Justice","Male","3890","3770","28410","25790"
"In post","2021","West Midlands (England)","National Crime Agency","Female","210","200","34890","34140"
"In post","2021","West Midlands (England)","National Crime Agency","Male","290","280","39940","37750"
"In post","2021","West Midlands (England)","Office for Standards in Education","Female","100","100","52200","51360"
"In post","2021","West Midlands (England)","Office for Standards in Education","Male","50","50","61070","74280"
"In post","2021","West Midlands (England)","Office of Qualifications and Examinations Regulation","Female","150","150","43160","39250"
"In post","2021","West Midlands (England)","Office of Qualifications and Examinations Regulation","Male","110","100","48970","46660"
"In post","2021","West Midlands (England)","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Other Cabinet Office Agencies","Female","30","30","[c]","[c]"
"In post","2021","West Midlands (England)","Other Cabinet Office Agencies","Male","40","40","[c]","[c]"
"In post","2021","West Midlands (England)","Water Services Regulation Authority","Female","90","90","49210","43240"
"In post","2021","West Midlands (England)","Water Services Regulation Authority","Male","80","80","51890","50220"
"In post","2021","Yorkshire and The Humber","Attorney General's Departments","Female","640","560","40200","38000"
"In post","2021","Yorkshire and The Humber","Attorney General's Departments","Male","350","340","45670","49650"
"In post","2021","Yorkshire and The Humber","Cabinet Office","Female","400","370","36140","32960"
"In post","2021","Yorkshire and The Humber","Cabinet Office","Male","340","330","36570","33300"
"In post","2021","Yorkshire and The Humber","Department for Business, Energy and Industrial Strategy","Female","110","110","31390","30950"
"In post","2021","Yorkshire and The Humber","Department for Business, Energy and Industrial Strategy","Male","90","90","34020","31000"
"In post","2021","Yorkshire and The Humber","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Department for Education","Female","820","770","39950","36780"
"In post","2021","Yorkshire and The Humber","Department for Education","Male","670","660","41800","36960"
"In post","2021","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs","Female","570","530","34710","30720"
"In post","2021","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs","Male","530","520","34950","30320"
"In post","2021","Yorkshire and The Humber","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Department for Transport","Female","180","160","27440","26480"
"In post","2021","Yorkshire and The Humber","Department for Transport","Male","380","360","30990","26780"
"In post","2021","Yorkshire and The Humber","Department for Work and Pensions","Female","6070","5170","28840","27570"
"In post","2021","Yorkshire and The Humber","Department for Work and Pensions","Male","3530","3380","31510","27570"
"In post","2021","Yorkshire and The Humber","Department of Health and Social Care","Female","900","840","41090","36820"
"In post","2021","Yorkshire and The Humber","Department of Health and Social Care","Male","550","540","45740","40890"
"In post","2021","Yorkshire and The Humber","Food Standards Agency","Female","120","120","36090","31570"
"In post","2021","Yorkshire and The Humber","Food Standards Agency","Male","170","170","37270","31450"
"In post","2021","Yorkshire and The Humber","HM Land Registry","Female","190","170","28900","27130"
"In post","2021","Yorkshire and The Humber","HM Land Registry","Male","140","130","29410","27130"
"In post","2021","Yorkshire and The Humber","HM Revenue and Customs","Female","2600","2290","29390","25560"
"In post","2021","Yorkshire and The Humber","HM Revenue and Customs","Male","2540","2440","30590","25560"
"In post","2021","Yorkshire and The Humber","HM Treasury","Female","40","30","[c]","[c]"
"In post","2021","Yorkshire and The Humber","HM Treasury","Male","30","30","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Home Office","Female","1860","1650","27590","24890"
"In post","2021","Yorkshire and The Humber","Home Office","Male","1780","1730","28010","25040"
"In post","2021","Yorkshire and The Humber","Ministry of Defence","Female","750","710","27360","22080"
"In post","2021","Yorkshire and The Humber","Ministry of Defence","Male","1310","1290","28580","26670"
"In post","2021","Yorkshire and The Humber","Ministry of Housing, Communities and Local Government","Female","50","50","42750","38110"
"In post","2021","Yorkshire and The Humber","Ministry of Housing, Communities and Local Government","Male","30","30","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Ministry of Justice","Female","4530","4090","27700","24640"
"In post","2021","Yorkshire and The Humber","Ministry of Justice","Male","3880","3690","29900","27380"
"In post","2021","Yorkshire and The Humber","National Crime Agency","Female","120","110","34930","34140"
"In post","2021","Yorkshire and The Humber","National Crime Agency","Male","150","150","38570","36690"
"In post","2021","Yorkshire and The Humber","Office for Standards in Education","Female","90","90","62410","64500"
"In post","2021","Yorkshire and The Humber","Office for Standards in Education","Male","30","30","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Other Cabinet Office Agencies","Male","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Attorney General's Departments","Female","330","300","38250","33900"
"In post","2022","East Midlands (England)","Attorney General's Departments","Male","160","150","41380","48080"
"In post","2022","East Midlands (England)","Cabinet Office","Female","30","30","[c]","[c]"
"In post","2022","East Midlands (England)","Cabinet Office","Male","30","30","[c]","[c]"
"In post","2022","East Midlands (England)","Department for Business, Energy and Industrial Strategy","Female","140","130","30100","30930"
"In post","2022","East Midlands (England)","Department for Business, Energy and Industrial Strategy","Male","90","90","33120","31220"
"In post","2022","East Midlands (England)","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Department for Education","Female","230","210","40610","36780"
"In post","2022","East Midlands (England)","Department for Education","Male","140","140","43500","38220"
"In post","2022","East Midlands (England)","Department for Environment, Food and Rural Affairs","Female","190","180","32630","29180"
"In post","2022","East Midlands (England)","Department for Environment, Food and Rural Affairs","Male","130","130","31600","29180"
"In post","2022","East Midlands (England)","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Department for Levelling Up, Housing and Communities","Female","50","40","[c]","[c]"
"In post","2022","East Midlands (England)","Department for Levelling Up, Housing and Communities","Male","50","50","50560","48200"
"In post","2022","East Midlands (England)","Department for Transport","Female","230","220","33090","30730"
"In post","2022","East Midlands (England)","Department for Transport","Male","420","410","33940","27930"
"In post","2022","East Midlands (England)","Department for Work and Pensions","Female","3180","2720","26570","27570"
"In post","2022","East Midlands (England)","Department for Work and Pensions","Male","1730","1650","28490","27570"
"In post","2022","East Midlands (England)","Department of Health and Social Care","Female","170","160","41870","36330"
"In post","2022","East Midlands (England)","Department of Health and Social Care","Male","60","50","43710","36330"
"In post","2022","East Midlands (England)","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Food Standards Agency","Male","60","60","33820","27730"
"In post","2022","East Midlands (England)","HM Land Registry","Female","580","520","30710","27130"
"In post","2022","East Midlands (England)","HM Land Registry","Male","350","330","31530","27130"
"In post","2022","East Midlands (England)","HM Revenue and Customs","Female","2200","2020","33530","33080"
"In post","2022","East Midlands (England)","HM Revenue and Customs","Male","2130","2070","34260","33080"
"In post","2022","East Midlands (England)","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Home Office","Female","130","120","28620","26160"
"In post","2022","East Midlands (England)","Home Office","Male","140","130","29680","26870"
"In post","2022","East Midlands (England)","Ministry of Defence","Female","860","810","27620","21830"
"In post","2022","East Midlands (England)","Ministry of Defence","Male","910","900","30120","26670"
"In post","2022","East Midlands (England)","Ministry of Justice","Female","4480","4070","27500","24800"
"In post","2022","East Midlands (England)","Ministry of Justice","Male","3360","3220","29110","26890"
"In post","2022","East Midlands (England)","National Crime Agency","Female","80","70","35940","36410"
"In post","2022","East Midlands (England)","National Crime Agency","Male","110","110","40230","38540"
"In post","2022","East Midlands (England)","Office for Standards in Education, Children's Services and Skills","Female","150","140","44770","46360"
"In post","2022","East Midlands (England)","Office for Standards in Education, Children's Services and Skills","Male","60","60","53620","51360"
"In post","2022","East Midlands (England)","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Attorney General's Departments","Female","370","320","39160","30110"
"In post","2022","East of England","Attorney General's Departments","Male","150","140","47380","53050"
"In post","2022","East of England","Cabinet Office","Female","120","110","43600","39200"
"In post","2022","East of England","Cabinet Office","Male","140","130","44360","38330"
"In post","2022","East of England","Department for Business, Energy and Industrial Strategy","Female","130","120","32490","31000"
"In post","2022","East of England","Department for Business, Energy and Industrial Strategy","Male","90","80","35550","34950"
"In post","2022","East of England","Department for Education","Female","50","50","47900","50130"
"In post","2022","East of England","Department for Education","Male","30","30","[c]","[c]"
"In post","2022","East of England","Department for Environment, Food and Rural Affairs","Female","450","420","32960","29750"
"In post","2022","East of England","Department for Environment, Food and Rural Affairs","Male","450","440","35230","31920"
"In post","2022","East of England","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Department for Levelling Up, Housing and Communities","Female","60","60","44940","41980"
"In post","2022","East of England","Department for Levelling Up, Housing and Communities","Male","70","70","44380","41020"
"In post","2022","East of England","Department for Transport","Female","100","90","28730","26780"
"In post","2022","East of England","Department for Transport","Male","310","290","30350","27930"
"In post","2022","East of England","Department for Work and Pensions","Female","3100","2690","28320","27570"
"In post","2022","East of England","Department for Work and Pensions","Male","1520","1460","29330","27570"
"In post","2022","East of England","Department of Health and Social Care","Female","440","400","42620","39380"
"In post","2022","East of England","Department of Health and Social Care","Male","250","240","46820","40450"
"In post","2022","East of England","Food Standards Agency","Female","40","40","[c]","[c]"
"In post","2022","East of England","Food Standards Agency","Male","90","90","33190","29090"
"In post","2022","East of England","HM Land Registry","Female","190","170","30110","27130"
"In post","2022","East of England","HM Land Registry","Male","110","100","32140","33840"
"In post","2022","East of England","HM Revenue and Customs","Female","760","670","32620","28920"
"In post","2022","East of England","HM Revenue and Customs","Male","700","670","35460","33370"
"In post","2022","East of England","HM Treasury","Female","50","40","[c]","[c]"
"In post","2022","East of England","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Home Office","Female","880","780","26500","24890"
"In post","2022","East of England","Home Office","Male","1050","970","28150","25580"
"In post","2022","East of England","Ministry of Defence","Female","1670","1600","30460","26670"
"In post","2022","East of England","Ministry of Defence","Male","2090","2060","33800","33000"
"In post","2022","East of England","Ministry of Justice","Female","3900","3570","28190","25700"
"In post","2022","East of England","Ministry of Justice","Male","3290","3170","30390","29840"
"In post","2022","East of England","National Crime Agency","Female","90","80","36580","36410"
"In post","2022","East of England","National Crime Agency","Male","90","80","40290","39840"
"In post","2022","East of England","Office for Standards in Education, Children's Services and Skills","Female","70","70","57440","51360"
"In post","2022","East of England","Office for Standards in Education, Children's Services and Skills","Male","30","30","[c]","[c]"
"In post","2022","East of England","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2022","East of England","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","East of England","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","London","Attorney General's Departments","Female","3040","2790","49300","51250"
"In post","2022","London","Attorney General's Departments","Male","1770","1730","50850","51250"
"In post","2022","London","Cabinet Office","Female","3480","3410","47540","40600"
"In post","2022","London","Cabinet Office","Male","3120","3100","53180","54700"
"In post","2022","London","Chancellor's other departments","Female","160","140","55440","48900"
"In post","2022","London","Chancellor's other departments","Male","200","200","64400","56490"
"In post","2022","London","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","London","Charity Commission","Female","50","50","43990","37910"
"In post","2022","London","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2022","London","Competition and Markets Authority","Female","400","370","58500","55860"
"In post","2022","London","Competition and Markets Authority","Male","400","390","64440","59450"
"In post","2022","London","Department for Business, Energy and Industrial Strategy","Female","2970","2870","47620","43710"
"In post","2022","London","Department for Business, Energy and Industrial Strategy","Male","2990","2960","50080","53380"
"In post","2022","London","Department for Digital, Culture, Media and Sport","Female","980","960","47130","51730"
"In post","2022","London","Department for Digital, Culture, Media and Sport","Male","800","800","48360","51730"
"In post","2022","London","Department for Education","Female","1590","1510","49420","53420"
"In post","2022","London","Department for Education","Male","940","930","51730","53420"
"In post","2022","London","Department for Environment, Food and Rural Affairs","Female","1570","1500","44030","38750"
"In post","2022","London","Department for Environment, Food and Rural Affairs","Male","1330","1310","44520","38910"
"In post","2022","London","Department for International Trade","Female","1230","1210","45220","39840"
"In post","2022","London","Department for International Trade","Male","1270","1260","47370","41950"
"In post","2022","London","Department for Levelling Up, Housing and Communities","Female","1140","1100","48410","53130"
"In post","2022","London","Department for Levelling Up, Housing and Communities","Male","1140","1130","48770","53130"
"In post","2022","London","Department for Transport","Female","1420","1370","47500","42890"
"In post","2022","London","Department for Transport","Male","1970","1930","47850","42890"
"In post","2022","London","Department for Work and Pensions","Female","6440","5870","33330","31060"
"In post","2022","London","Department for Work and Pensions","Male","3680","3590","35700","31060"
"In post","2022","London","Department of Health and Social Care","Female","4090","3880","46400","40650"
"In post","2022","London","Department of Health and Social Care","Male","2220","2170","50280","45580"
"In post","2022","London","Food Standards Agency","Female","130","130","45020","40350"
"In post","2022","London","Food Standards Agency","Male","110","110","43350","40350"
"In post","2022","London","Foreign, Commonwealth and Development Office","Female","2140","2060","48500","44230"
"In post","2022","London","Foreign, Commonwealth and Development Office","Male","1920","1910","51990","51500"
"In post","2022","London","HM Land Registry","Female","220","200","40260","37290"
"In post","2022","London","HM Land Registry","Male","190","180","42800","37290"
"In post","2022","London","HM Revenue and Customs","Female","4820","4520","43400","37930"
"In post","2022","London","HM Revenue and Customs","Male","4920","4790","46270","40910"
"In post","2022","London","HM Treasury","Female","1100","1050","47450","44900"
"In post","2022","London","HM Treasury","Male","1220","1210","51000","52500"
"In post","2022","London","Home Office","Female","7260","6760","39290","35050"
"In post","2022","London","Home Office","Male","6260","6110","41490","35200"
"In post","2022","London","Ministry of Defence","Female","1650","1590","41990","37640"
"In post","2022","London","Ministry of Defence","Male","2410","2380","42360","39420"
"In post","2022","London","Ministry of Justice","Female","9100","8650","36120","32890"
"In post","2022","London","Ministry of Justice","Male","6450","6310","38520","34260"
"In post","2022","London","National Crime Agency","Female","740","710","42700","40170"
"In post","2022","London","National Crime Agency","Male","880","870","46380","43630"
"In post","2022","London","Northern Ireland Office","Female","50","50","[c]","[c]"
"In post","2022","London","Northern Ireland Office","Male","40","40","[c]","[c]"
"In post","2022","London","Office for Standards in Education, Children's Services and Skills","Female","180","170","51560","48860"
"In post","2022","London","Office for Standards in Education, Children's Services and Skills","Male","100","100","52250","42850"
"In post","2022","London","Office of Gas and Electricity Markets","Female","340","330","46910","40810"
"In post","2022","London","Office of Gas and Electricity Markets","Male","400","400","50040","46160"
"In post","2022","London","Office of Rail and Road","Female","90","90","51930","55000"
"In post","2022","London","Office of Rail and Road","Male","120","110","58900","55430"
"In post","2022","London","Office of the Secretary of State for Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","London","Office of the Secretary of State for Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","London","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","London","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","London","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","London","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","London","The National Archives","Female","300","290","35390","33910"
"In post","2022","London","The National Archives","Male","270","260","36030","32070"
"In post","2022","London","UK Export Finance","Female","210","200","48460","41950"
"In post","2022","London","UK Export Finance","Male","260","260","56860","52500"
"In post","2022","London","UK Statistics Authority","Female","190","180","43980","39840"
"In post","2022","London","UK Statistics Authority","Male","150","150","47290","41340"
"In post","2022","London","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","London","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2022","London","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2022","London","Water Services Regulation Authority","Female","40","40","[c]","[c]"
"In post","2022","London","Water Services Regulation Authority","Male","40","40","[c]","[c]"
"In post","2022","London","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","London","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Attorney General's Departments","Female","240","210","36900","28430"
"In post","2022","North East (England)","Attorney General's Departments","Male","120","120","43820","48080"
"In post","2022","North East (England)","Cabinet Office","Female","300","280","29120","25550"
"In post","2022","North East (England)","Cabinet Office","Male","180","170","33020","28000"
"In post","2022","North East (England)","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Department for Business, Energy and Industrial Strategy","Female","140","120","31130","30950"
"In post","2022","North East (England)","Department for Business, Energy and Industrial Strategy","Male","90","90","35560","31220"
"In post","2022","North East (England)","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Department for Education","Female","590","560","37270","36500"
"In post","2022","North East (England)","Department for Education","Male","360","360","40300","36780"
"In post","2022","North East (England)","Department for Environment, Food and Rural Affairs","Female","420","390","30880","26600"
"In post","2022","North East (England)","Department for Environment, Food and Rural Affairs","Male","370","360","31630","26520"
"In post","2022","North East (England)","Department for International Trade","Female","30","30","[c]","[c]"
"In post","2022","North East (England)","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Department for Levelling Up, Housing and Communities","Female","60","50","45570","47660"
"In post","2022","North East (England)","Department for Levelling Up, Housing and Communities","Male","70","70","44540","47660"
"In post","2022","North East (England)","Department for Transport","Female","180","150","25870","21840"
"In post","2022","North East (England)","Department for Transport","Male","210","200","29110","26780"
"In post","2022","North East (England)","Department for Work and Pensions","Female","6230","5320","26960","27570"
"In post","2022","North East (England)","Department for Work and Pensions","Male","4020","3860","30520","27570"
"In post","2022","North East (England)","Department of Health and Social Care","Female","80","70","43610","39170"
"In post","2022","North East (England)","Department of Health and Social Care","Male","40","40","[c]","[c]"
"In post","2022","North East (England)","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","HM Land Registry","Female","480","430","28300","27130"
"In post","2022","North East (England)","HM Land Registry","Male","260","240","29910","27130"
"In post","2022","North East (England)","HM Revenue and Customs","Female","6740","5780","28580","26590"
"In post","2022","North East (England)","HM Revenue and Customs","Male","4930","4720","31510","26820"
"In post","2022","North East (England)","HM Treasury","Female","70","70","43060","36500"
"In post","2022","North East (England)","HM Treasury","Male","60","60","42940","43870"
"In post","2022","North East (England)","Home Office","Female","780","670","25690","24880"
"In post","2022","North East (England)","Home Office","Male","590","560","26840","24880"
"In post","2022","North East (England)","Ministry of Defence","Female","100","90","24220","21830"
"In post","2022","North East (England)","Ministry of Defence","Male","130","120","25950","21170"
"In post","2022","North East (England)","Ministry of Justice","Female","2790","2550","28320","25210"
"In post","2022","North East (England)","Ministry of Justice","Male","2200","2070","30160","28550"
"In post","2022","North East (England)","National Crime Agency","Female","40","40","[c]","[c]"
"In post","2022","North East (England)","National Crime Agency","Male","70","70","39830","36690"
"In post","2022","North East (England)","Office for Standards in Education, Children's Services and Skills","Female","40","40","[c]","[c]"
"In post","2022","North East (England)","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Attorney General's Departments","Female","680","620","37400","30130"
"In post","2022","North West (England)","Attorney General's Departments","Male","340","330","43490","48080"
"In post","2022","North West (England)","Cabinet Office","Female","550","530","42520","38890"
"In post","2022","North West (England)","Cabinet Office","Male","400","400","44800","38980"
"In post","2022","North West (England)","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Charity Commission","Female","210","190","31660","29160"
"In post","2022","North West (England)","Charity Commission","Male","140","130","32130","29160"
"In post","2022","North West (England)","Department for Business, Energy and Industrial Strategy","Female","350","330","34270","30950"
"In post","2022","North West (England)","Department for Business, Energy and Industrial Strategy","Male","310","310","37820","36060"
"In post","2022","North West (England)","Department for Digital, Culture, Media and Sport","Female","60","60","40000","34020"
"In post","2022","North West (England)","Department for Digital, Culture, Media and Sport","Male","60","60","42710","34960"
"In post","2022","North West (England)","Department for Education","Female","730","700","40260","36500"
"In post","2022","North West (England)","Department for Education","Male","550","550","40730","36500"
"In post","2022","North West (England)","Department for Environment, Food and Rural Affairs","Female","1060","940","28270","24920"
"In post","2022","North West (England)","Department for Environment, Food and Rural Affairs","Male","640","620","30560","25190"
"In post","2022","North West (England)","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Department for Levelling Up, Housing and Communities","Female","120","110","39950","36340"
"In post","2022","North West (England)","Department for Levelling Up, Housing and Communities","Male","100","100","43380","40060"
"In post","2022","North West (England)","Department for Transport","Female","130","120","27330","26700"
"In post","2022","North West (England)","Department for Transport","Male","360","350","29750","26830"
"In post","2022","North West (England)","Department for Work and Pensions","Female","12000","10460","27190","27570"
"In post","2022","North West (England)","Department for Work and Pensions","Male","7340","7080","29800","27570"
"In post","2022","North West (England)","Department of Health and Social Care","Female","340","310","36380","32310"
"In post","2022","North West (England)","Department of Health and Social Care","Male","200","190","42320","35610"
"In post","2022","North West (England)","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Food Standards Agency","Male","70","70","32610","26750"
"In post","2022","North West (England)","HM Land Registry","Female","610","530","29950","27130"
"In post","2022","North West (England)","HM Land Registry","Male","350","330","29740","27130"
"In post","2022","North West (England)","HM Revenue and Customs","Female","7600","6870","31330","26820"
"In post","2022","North West (England)","HM Revenue and Customs","Male","6950","6730","32750","28920"
"In post","2022","North West (England)","HM Treasury","Female","30","30","[c]","[c]"
"In post","2022","North West (England)","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Home Office","Female","4010","3640","27420","24890"
"In post","2022","North West (England)","Home Office","Male","3240","3160","29170","25040"
"In post","2022","North West (England)","Ministry of Defence","Female","920","830","27980","26350"
"In post","2022","North West (England)","Ministry of Defence","Male","960","940","31500","26670"
"In post","2022","North West (England)","Ministry of Justice","Female","6510","5990","28130","25120"
"In post","2022","North West (England)","Ministry of Justice","Male","4460","4200","29960","27380"
"In post","2022","North West (England)","National Crime Agency","Female","640","620","35860","34140"
"In post","2022","North West (England)","National Crime Agency","Male","670","670","38460","36740"
"In post","2022","North West (England)","Office for Standards in Education, Children's Services and Skills","Female","300","290","41640","39460"
"In post","2022","North West (England)","Office for Standards in Education, Children's Services and Skills","Male","180","180","40250","32010"
"In post","2022","North West (England)","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Department for Business, Energy and Industrial Strategy","Male","30","30","[c]","[c]"
