"Status","Year","Region_ITL1","Profession_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","West Midlands (England)","Legal","Asian","120","110","42450","47100"
"In post","2022","West Midlands (England)","Legal","Black","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Legal","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Legal","Undeclared","30","30","[c]","[c]"
"In post","2022","West Midlands (England)","Legal","Unknown","70","70","42670","36010"
"In post","2022","West Midlands (England)","Legal","White","410","390","47140","48080"
"In post","2022","West Midlands (England)","Medicine","Asian","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Medicine","Black","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Medicine","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Medicine","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Medicine","White","110","100","51590","40060"
"In post","2022","West Midlands (England)","Operational Delivery","Asian","3210","2960","26000","25120"
"In post","2022","West Midlands (England)","Operational Delivery","Black","990","920","26710","25870"
"In post","2022","West Midlands (England)","Operational Delivery","Mixed","450","410","27380","25870"
"In post","2022","West Midlands (England)","Operational Delivery","Other ethnicity","100","100","25570","25250"
"In post","2022","West Midlands (England)","Operational Delivery","Undeclared","760","680","27740","27370"
"In post","2022","West Midlands (England)","Operational Delivery","Unknown","2640","2450","26050","24730"
"In post","2022","West Midlands (England)","Operational Delivery","White","12890","11770","28790","27570"
"In post","2022","West Midlands (England)","Operational Research","Asian","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Operational Research","Black","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Operational Research","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Operational Research","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Operational Research","White","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Other","Asian","170","150","24860","21380"
"In post","2022","West Midlands (England)","Other","Black","50","40","[c]","[c]"
"In post","2022","West Midlands (England)","Other","Mixed","30","30","[c]","[c]"
"In post","2022","West Midlands (England)","Other","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Other","Undeclared","100","90","26950","25830"
"In post","2022","West Midlands (England)","Other","Unknown","100","100","26820","21260"
"In post","2022","West Midlands (England)","Other","White","1550","1450","25800","23090"
"In post","2022","West Midlands (England)","Planning","Asian","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Planning","Black","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Planning","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Planning","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Planning","White","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Planning Inspectors","Asian","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Planning Inspectors","Black","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Planning Inspectors","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Planning Inspectors","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Planning Inspectors","White","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Policy","Asian","150","150","36510","34050"
"In post","2022","West Midlands (England)","Policy","Black","50","50","33740","30360"
"In post","2022","West Midlands (England)","Policy","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Policy","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Policy","Unknown","110","110","37890","33300"
"In post","2022","West Midlands (England)","Policy","White","580","560","42350","36960"
"In post","2022","West Midlands (England)","Project Delivery","Asian","90","90","39650","40180"
"In post","2022","West Midlands (England)","Project Delivery","Black","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Project Delivery","Unknown","70","70","40220","40180"
"In post","2022","West Midlands (England)","Project Delivery","White","450","440","42650","40180"
"In post","2022","West Midlands (England)","Property","Asian","50","50","[c]","[c]"
"In post","2022","West Midlands (England)","Property","Black","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Property","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Property","Undeclared","40","30","[c]","[c]"
"In post","2022","West Midlands (England)","Property","Unknown","60","60","36200","28070"
"In post","2022","West Midlands (England)","Property","White","420","390","36620","33300"
"In post","2022","West Midlands (England)","Psychology","Asian","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Psychology","Black","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Psychology","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Psychology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Psychology","White","110","110","33580","29400"
"In post","2022","West Midlands (England)","Science and Engineering","Asian","30","30","[c]","[c]"
"In post","2022","West Midlands (England)","Science and Engineering","Black","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Science and Engineering","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Science and Engineering","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Science and Engineering","White","230","220","34940","32730"
"In post","2022","West Midlands (England)","Security","Asian","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Security","Black","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Security","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Security","Unknown","50","50","[c]","[c]"
"In post","2022","West Midlands (England)","Security","White","310","300","31410","28990"
"In post","2022","West Midlands (England)","Social Research","Asian","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Social Research","Black","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Social Research","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Social Research","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Social Research","White","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Statistics","Asian","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Statistics","Black","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Statistics","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Statistics","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Statistics","White","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Tax","Asian","380","370","32420","33080"
"In post","2022","West Midlands (England)","Tax","Black","60","60","32020","33080"
"In post","2022","West Midlands (England)","Tax","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Tax","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Tax","Undeclared","60","60","38860","33370"
"In post","2022","West Midlands (England)","Tax","Unknown","290","280","31490","28920"
"In post","2022","West Midlands (England)","Tax","White","680","630","40200","34380"
"In post","2022","West Midlands (England)","Unknown","Asian","120","120","30620","27570"
"In post","2022","West Midlands (England)","Unknown","Black","40","40","[c]","[c]"
"In post","2022","West Midlands (England)","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Unknown","Unknown","280","280","42370","33080"
"In post","2022","West Midlands (England)","Unknown","White","210","200","40330","33370"
"In post","2022","West Midlands (England)","Veterinarian","Asian","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Veterinarian","Black","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Veterinarian","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Veterinarian","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Veterinarian","White","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Commercial","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Commercial","Black","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Commercial","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Commercial","Unknown","70","70","41390","36820"
"In post","2022","Yorkshire and The Humber","Commercial","White","480","460","39010","36500"
"In post","2022","Yorkshire and The Humber","Communications","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Communications","Black","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Communications","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Communications","Unknown","30","30","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Communications","White","130","120","43130","41100"
"In post","2022","Yorkshire and The Humber","Corporate Finance","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Corporate Finance","Black","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Corporate Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Corporate Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Corporate Finance","White","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Counter Fraud","Asian","40","40","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Counter Fraud","Undeclared","30","30","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Counter Fraud","Unknown","30","30","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Counter Fraud","White","390","350","29510","27570"
"In post","2022","Yorkshire and The Humber","Digital, Data and Technology","Asian","120","110","40340","36980"
"In post","2022","Yorkshire and The Humber","Digital, Data and Technology","Black","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Digital, Data and Technology","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Digital, Data and Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Digital, Data and Technology","Undeclared","90","80","39960","38300"
"In post","2022","Yorkshire and The Humber","Digital, Data and Technology","Unknown","240","240","44140","40660"
"In post","2022","Yorkshire and The Humber","Digital, Data and Technology","White","1090","1050","43090","39500"
"In post","2022","Yorkshire and The Humber","Economics","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Economics","Black","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Economics","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Economics","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Economics","White","30","30","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Finance","Asian","80","80","35980","31990"
"In post","2022","Yorkshire and The Humber","Finance","Black","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Finance","Undeclared","50","40","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Finance","Unknown","160","160","38200","36050"
"In post","2022","Yorkshire and The Humber","Finance","White","870","820","39210","35310"
"In post","2022","Yorkshire and The Humber","Geography","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Geography","Black","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Geography","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Geography","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Geography","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Geography","White","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Human Resources","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Human Resources","Black","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Human Resources","Unknown","90","90","43300","37680"
"In post","2022","Yorkshire and The Humber","Human Resources","White","570","540","39330","35310"
"In post","2022","Yorkshire and The Humber","Inspector of Education and Training","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Inspector of Education and Training","Black","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Inspector of Education and Training","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Inspector of Education and Training","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Inspector of Education and Training","White","90","80","67680","75500"
"In post","2022","Yorkshire and The Humber","Intelligence Analysis","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Intelligence Analysis","Black","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Intelligence Analysis","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Intelligence Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Intelligence Analysis","White","200","190","29360","27380"
"In post","2022","Yorkshire and The Humber","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Internal Audit","Black","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Internal Audit","White","40","40","[c]","[c]"
"In post","2022","Yorkshire and The Humber","International Trade","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","International Trade","Black","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","International Trade","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","International Trade","White","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Knowledge and Information Management","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Knowledge and Information Management","Black","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Knowledge and Information Management","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Knowledge and Information Management","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Knowledge and Information Management","White","120","110","35430","32950"
"In post","2022","Yorkshire and The Humber","Legal","Asian","80","70","43840","44780"
"In post","2022","Yorkshire and The Humber","Legal","Black","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Legal","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Legal","Unknown","110","110","42230","37140"
"In post","2022","Yorkshire and The Humber","Legal","White","580","530","46420","48080"
"In post","2022","Yorkshire and The Humber","Medicine","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Medicine","Black","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Medicine","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Medicine","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Medicine","White","120","110","49160","39030"
"In post","2022","Yorkshire and The Humber","Operational Delivery","Asian","1740","1590","26280","26160"
"In post","2022","Yorkshire and The Humber","Operational Delivery","Black","390","370","26490","25480"
"In post","2022","Yorkshire and The Humber","Operational Delivery","Mixed","330","310","27940","26870"
"In post","2022","Yorkshire and The Humber","Operational Delivery","Other ethnicity","70","70","27140","25460"
"In post","2022","Yorkshire and The Humber","Operational Delivery","Undeclared","780","710","28250","27210"
"In post","2022","Yorkshire and The Humber","Operational Delivery","Unknown","2970","2800","27280","24880"
"In post","2022","Yorkshire and The Humber","Operational Delivery","White","16060","14540","28620","27570"
"In post","2022","Yorkshire and The Humber","Operational Research","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Operational Research","Black","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Operational Research","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Operational Research","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Operational Research","White","40","30","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Other","Asian","180","160","24330","21260"
"In post","2022","Yorkshire and The Humber","Other","Black","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Other","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Other","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Other","Undeclared","110","100","25370","24880"
"In post","2022","Yorkshire and The Humber","Other","Unknown","110","100","25510","21260"
"In post","2022","Yorkshire and The Humber","Other","White","1740","1610","26430","25310"
"In post","2022","Yorkshire and The Humber","Planning","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Planning","Black","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Planning","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Planning","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Planning","White","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Planning Inspectors","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Planning Inspectors","Black","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Planning Inspectors","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Planning Inspectors","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Planning Inspectors","White","30","30","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Policy","Asian","90","80","36890","31990"
"In post","2022","Yorkshire and The Humber","Policy","Black","30","30","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Policy","Mixed","40","40","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Policy","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Policy","Undeclared","60","60","40240","36820"
"In post","2022","Yorkshire and The Humber","Policy","Unknown","200","200","38920","35900"
"In post","2022","Yorkshire and The Humber","Policy","White","1630","1550","42380","37260"
"In post","2022","Yorkshire and The Humber","Project Delivery","Asian","30","30","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Project Delivery","Black","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Project Delivery","Undeclared","40","40","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Project Delivery","Unknown","60","60","38610","35900"
"In post","2022","Yorkshire and The Humber","Project Delivery","White","590","550","41370","37450"
"In post","2022","Yorkshire and The Humber","Property","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Property","Black","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Property","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Property","Undeclared","50","50","38450","34000"
"In post","2022","Yorkshire and The Humber","Property","Unknown","80","80","33440","30450"
"In post","2022","Yorkshire and The Humber","Property","White","570","540","38860","35900"
"In post","2022","Yorkshire and The Humber","Psychology","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Psychology","Black","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Psychology","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Psychology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Psychology","White","170","160","34860","31180"
"In post","2022","Yorkshire and The Humber","Science and Engineering","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Science and Engineering","Black","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Science and Engineering","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Science and Engineering","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Science and Engineering","White","360","340","33470","30350"
"In post","2022","Yorkshire and The Humber","Security","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Security","Black","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Security","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Security","Undeclared","30","30","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Security","Unknown","80","80","34680","33280"
"In post","2022","Yorkshire and The Humber","Security","White","490","470","34130","34290"
"In post","2022","Yorkshire and The Humber","Social Research","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Social Research","Black","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Social Research","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Social Research","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Social Research","White","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Statistics","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Statistics","Black","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Statistics","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Statistics","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Statistics","White","110","110","43550","36950"
"In post","2022","Yorkshire and The Humber","Tax","Asian","320","300","29610","26820"
"In post","2022","Yorkshire and The Humber","Tax","Black","30","30","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Tax","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Tax","Other ethnicity","[c]","[c]","[c]","[c]"
