"Status","Year","Responsibility_level","Profession_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","G6/G7","Intelligence Analysis","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Intelligence Analysis","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Intelligence Analysis","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Intelligence Analysis","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Intelligence Analysis","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Intelligence Analysis","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Intelligence Analysis","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Intelligence Analysis","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Intelligence Analysis","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Intelligence Analysis","Westminster","240","230","59980","58690"
"In post","2021","G6/G7","Intelligence Analysis","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","Westminster","70","60","61700","59730"
"In post","2021","G6/G7","Internal Audit","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","York","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","International Trade","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","International Trade","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","International Trade","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","International Trade","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","International Trade","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","International Trade","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","International Trade","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","International Trade","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","International Trade","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","International Trade","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","International Trade","Overseas","80","80","57660","56750"
"In post","2021","G6/G7","International Trade","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","International Trade","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","International Trade","Westminster","450","450","55460","52810"
"In post","2021","G6/G7","Knowledge and Information Management","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Lambeth","70","60","58160","54290"
"In post","2021","G6/G7","Knowledge and Information Management","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Powys","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Westminster","90","80","61480","58470"
"In post","2021","G6/G7","Knowledge and Information Management","Wiltshire","30","30","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","York","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Bath and North East Somerset, North Somerset and South Gloucestershire","30","30","[c]","[c]"
"In post","2021","G6/G7","Legal","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Berkshire","70","60","59760","61360"
"In post","2021","G6/G7","Legal","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Birmingham","220","200","56310","55610"
"In post","2021","G6/G7","Legal","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Brent","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Brighton and Hove","50","40","[c]","[c]"
"In post","2021","G6/G7","Legal","Bristol, City of","90","80","55860","55610"
"In post","2021","G6/G7","Legal","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Camden and City of London","80","80","61730","59160"
"In post","2021","G6/G7","Legal","Cardiff and Vale of Glamorgan","230","210","57930","57800"
"In post","2021","G6/G7","Legal","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","City of Edinburgh","60","60","66540","68470"
"In post","2021","G6/G7","Legal","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Croydon","60","50","64810","64940"
"In post","2021","G6/G7","Legal","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Derby","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Devon CC","50","50","54890","55610"
"In post","2021","G6/G7","Legal","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","East Kent","50","50","[c]","[c]"
"In post","2021","G6/G7","Legal","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Flintshire and Wrexham","30","30","[c]","[c]"
"In post","2021","G6/G7","Legal","Glasgow City","70","70","63970","68410"
"In post","2021","G6/G7","Legal","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Greater Manchester South West","60","60","56840","52580"
"In post","2021","G6/G7","Legal","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Hackney and Newham","50","50","64950","59630"
"In post","2021","G6/G7","Legal","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Heart of Essex","70","60","59180","59840"
"In post","2021","G6/G7","Legal","Hertfordshire","80","70","59290","61510"
"In post","2021","G6/G7","Legal","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Kingston upon Hull, City of","40","40","[c]","[c]"
"In post","2021","G6/G7","Legal","Lambeth","30","30","[c]","[c]"
"In post","2021","G6/G7","Legal","Leeds","190","170","55180","55610"
"In post","2021","G6/G7","Legal","Leicester","70","70","53780","52190"
"In post","2021","G6/G7","Legal","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Liverpool","120","110","54900","55610"
"In post","2021","G6/G7","Legal","Luton","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Manchester","180","160","56630","55610"
"In post","2021","G6/G7","Legal","Medway","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Mid Lancashire","90","80","56210","55610"
"In post","2021","G6/G7","Legal","Milton Keynes","40","20","[c]","[c]"
"In post","2021","G6/G7","Legal","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Nottingham","120","110","55060","55610"
"In post","2021","G6/G7","Legal","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Portsmouth","50","50","[c]","[c]"
"In post","2021","G6/G7","Legal","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Sheffield","50","40","[c]","[c]"
"In post","2021","G6/G7","Legal","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","South Hampshire","70","60","59380","62140"
"In post","2021","G6/G7","Legal","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","South Teesside","40","40","[c]","[c]"
"In post","2021","G6/G7","Legal","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Stoke-on-Trent","30","30","[c]","[c]"
"In post","2021","G6/G7","Legal","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Swansea","50","40","[c]","[c]"
"In post","2021","G6/G7","Legal","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Tower Hamlets","140","130","66450","67960"
"In post","2021","G6/G7","Legal","Tyneside","100","90","54720","55610"
"In post","2021","G6/G7","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Walsall","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Westminster","2560","2370","60730","61360"
"In post","2021","G6/G7","Legal","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","York","160","140","58490","55610"
"In post","2021","G6/G7","Medicine","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Cardiff and Vale of Glamorgan","50","40","[c]","[c]"
"In post","2021","G6/G7","Medicine","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Medway","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","North Yorkshire CC","40","30","[c]","[c]"
"In post","2021","G6/G7","Medicine","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Powys","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Swansea","40","40","[c]","[c]"
"In post","2021","G6/G7","Medicine","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Tower Hamlets","70","60","63530","66850"
"In post","2021","G6/G7","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","West Essex","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Westminster","30","30","[c]","[c]"
"In post","2021","G6/G7","Medicine","Wiltshire","50","40","[c]","[c]"
"In post","2021","G6/G7","Medicine","York","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Operational Delivery","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Operational Delivery","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Operational Delivery","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Operational Delivery","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Operational Delivery","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Operational Delivery","Barnet","80","80","57140","54230"
"In post","2021","G6/G7","Operational Delivery","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Operational Delivery","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Operational Delivery","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Operational Delivery","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Operational Delivery","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Operational Delivery","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Operational Delivery","Birmingham","220","210","55990","53470"
"In post","2021","G6/G7","Operational Delivery","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Operational Delivery","Blackpool","[c]","[c]","[c]","[c]"
