"Status","Year","Organisation","Sex","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","HM Courts and Tribunals Service","Female","Human Resources","70","70","38710","32000"
"In post","2021","HM Courts and Tribunals Service","Female","Legal","870","770","41720","42130"
"In post","2021","HM Courts and Tribunals Service","Female","No function","10280","8980","22140","20420"
"In post","2021","HM Courts and Tribunals Service","Female","Project Delivery","240","240","41110","36420"
"In post","2021","HM Courts and Tribunals Service","Female","Property","30","30","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Male","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Male","Digital, Data & Technology","110","110","38890","31930"
"In post","2021","HM Courts and Tribunals Service","Male","Finance","110","110","41570","36800"
"In post","2021","HM Courts and Tribunals Service","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Male","Legal","320","300","43330","43460"
"In post","2021","HM Courts and Tribunals Service","Male","No function","4110","3950","22530","20650"
"In post","2021","HM Courts and Tribunals Service","Male","Project Delivery","140","140","40000","36800"
"In post","2021","HM Courts and Tribunals Service","Male","Property","50","50","[c]","[c]"
"In post","2021","HM Land Registry","Female","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Female","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Female","Digital, Data & Technology","240","210","37460","38450"
"In post","2021","HM Land Registry","Female","Finance","30","30","[c]","[c]"
"In post","2021","HM Land Registry","Female","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Female","Human Resources","70","60","38190","33840"
"In post","2021","HM Land Registry","Female","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Female","Legal","160","140","48960","57000"
"In post","2021","HM Land Registry","Female","No function","3180","2780","27860","27130"
"In post","2021","HM Land Registry","Female","Project Delivery","80","70","40820","38550"
"In post","2021","HM Land Registry","Female","Property","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Male","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Male","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Male","Digital, Data & Technology","440","420","38350","38450"
"In post","2021","HM Land Registry","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Male","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Male","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Male","Legal","100","90","53190","58760"
"In post","2021","HM Land Registry","Male","No function","1850","1730","29070","27130"
"In post","2021","HM Land Registry","Male","Project Delivery","70","70","40930","38550"
"In post","2021","HM Land Registry","Male","Property","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Female","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Female","Commercial","380","360","45420","42630"
"In post","2021","HM Prison and Probation Service","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Female","Human Resources","70","70","45610","44760"
"In post","2021","HM Prison and Probation Service","Female","Internal Audit","40","40","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Female","No function","26170","24280","29070","26850"
"In post","2021","HM Prison and Probation Service","Female","Security","320","310","36770","32550"
"In post","2021","HM Prison and Probation Service","Male","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Male","Commercial","310","300","53970","52370"
"In post","2021","HM Prison and Probation Service","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Male","Human Resources","60","60","49080","51150"
"In post","2021","HM Prison and Probation Service","Male","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Male","No function","26310","25220","30520","30400"
"In post","2021","HM Prison and Probation Service","Male","Security","360","360","41590","38750"
"In post","2021","HM Revenue and Customs (excl. agencies)","Female","Analysis","280","260","44290","38630"
"In post","2021","HM Revenue and Customs (excl. agencies)","Female","Commercial","70","70","34340","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Female","Communications","2000","1870","29700","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Female","Counter Fraud","4190","3800","31820","29570"
"In post","2021","HM Revenue and Customs (excl. agencies)","Female","Debt","2640","2280","23280","21440"
"In post","2021","HM Revenue and Customs (excl. agencies)","Female","Digital, Data & Technology","1050","990","38690","34170"
"In post","2021","HM Revenue and Customs (excl. agencies)","Female","Finance","1430","1220","30710","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Female","Human Resources","1030","930","35870","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Female","Internal Audit","40","40","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Female","Legal","690","630","39660","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Female","No function","17220","14770","27420","21440"
"In post","2021","HM Revenue and Customs (excl. agencies)","Female","Project Delivery","2420","2250","42140","38630"
"In post","2021","HM Revenue and Customs (excl. agencies)","Female","Property","110","100","38350","38630"
"In post","2021","HM Revenue and Customs (excl. agencies)","Female","Security","70","60","36980","38630"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Analysis","360","360","43850","38630"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Commercial","70","70","39250","38630"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Communications","2160","2130","28800","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Counter Fraud","4650","4490","34360","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Debt","2010","1930","23040","20140"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Digital, Data & Technology","1650","1600","39710","38630"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Finance","1010","960","35360","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Human Resources","550","530","34470","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Internal Audit","30","30","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Legal","590","580","40980","35000"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","No function","14310","13620","29660","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Project Delivery","2070","2000","45750","39450"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Property","140","130","40340","36160"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Security","120","110","43150","38630"
"In post","2021","HM Treasury (excl. agencies)","Female","Analysis","40","40","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Female","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Female","Finance","50","40","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Female","Human Resources","70","70","40980","37500"
"In post","2021","HM Treasury (excl. agencies)","Female","Legal","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Female","No function","770","740","45930","40690"
"In post","2021","HM Treasury (excl. agencies)","Female","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Female","Property","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Male","Analysis","80","80","48720","52530"
"In post","2021","HM Treasury (excl. agencies)","Male","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Male","Finance","50","50","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Male","Legal","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Male","No function","810","810","48740","52500"
"In post","2021","HM Treasury (excl. agencies)","Male","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Male","Property","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Female","Unknown","18320","16540","31370","27370"
"In post","2021","Home Office (incl. agencies)","Male","Unknown","17060","16340","32630","28060"
"In post","2021","Insolvency Service","Female","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Female","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Female","Counter Fraud","110","100","38790","39170"
"In post","2021","Insolvency Service","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Female","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Female","Human Resources","40","40","[c]","[c]"
"In post","2021","Insolvency Service","Female","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Female","No function","780","730","27980","25060"
"In post","2021","Insolvency Service","Female","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Male","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Male","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Male","Counter Fraud","150","150","39530","38510"
"In post","2021","Insolvency Service","Male","Digital, Data & Technology","40","30","[c]","[c]"
"In post","2021","Insolvency Service","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Male","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Male","No function","500","490","30250","25060"
"In post","2021","Insolvency Service","Male","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Female","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Female","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Female","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Female","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Female","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Female","No function","100","100","47460","49960"
"In post","2021","Institute for Apprenticeships and Technical Education","Female","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Male","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Male","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Male","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Male","No function","60","60","50800","50590"
"In post","2021","Institute for Apprenticeships and Technical Education","Male","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Female","Commercial","100","90","36880","37310"
"In post","2021","Legal Aid Agency","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Female","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Female","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Female","Legal","40","40","[c]","[c]"
"In post","2021","Legal Aid Agency","Female","No function","560","500","24230","21170"
"In post","2021","Legal Aid Agency","Female","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Male","Commercial","60","60","39010","40080"
"In post","2021","Legal Aid Agency","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Male","Legal","50","40","[c]","[c]"
"In post","2021","Legal Aid Agency","Male","No function","360","350","25360","21310"
"In post","2021","Legal Aid Agency","Male","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Female","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Female","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Female","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Female","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Female","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Female","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Female","No function","350","330","31800","26780"
"In post","2021","Maritime and Coastguard Agency","Female","Property","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Male","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Male","Digital, Data & Technology","70","70","39580","34540"
"In post","2021","Maritime and Coastguard Agency","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Male","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Male","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Male","No function","640","630","40030","36180"
"In post","2021","Maritime and Coastguard Agency","Male","Property","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Female","Communications","30","30","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Female","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Female","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Female","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Female","No function","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Female","Property","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Female","Unknown","690","650","47270","41010"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Male","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Male","No function","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Male","Property","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Male","Unknown","450","440","50920","45600"
"In post","2021","Met Office","Female","Commercial","100","90","41620","39560"
"In post","2021","Met Office","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Female","Digital, Data & Technology","250","230","37750","39650"
"In post","2021","Met Office","Female","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Female","Human Resources","50","40","[c]","[c]"
"In post","2021","Met Office","Female","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Female","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Female","No function","160","160","35660","36730"
"In post","2021","Met Office","Female","Project Delivery","160","150","39050","39650"
"In post","2021","Met Office","Female","Property","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Male","Commercial","90","90","44490","46100"
"In post","2021","Met Office","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Male","Digital, Data & Technology","620","600","41290","39750"
"In post","2021","Met Office","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Male","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Male","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Male","No function","260","250","38750","39650"
"In post","2021","Met Office","Male","Project Delivery","260","250","41970","39750"
"In post","2021","Met Office","Male","Property","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Female","Analysis","90","90","40130","38720"
"In post","2021","Ministry of Defence (excl. agencies)","Female","Commercial","800","760","33520","33300"
"In post","2021","Ministry of Defence (excl. agencies)","Female","Communications","260","250","35440","33300"
"In post","2021","Ministry of Defence (excl. agencies)","Female","Digital, Data & Technology","280","260","30370","26930"
"In post","2021","Ministry of Defence (excl. agencies)","Female","Finance","960","910","35840","33280"
"In post","2021","Ministry of Defence (excl. agencies)","Female","Human Resources","1160","1070","29920","26670"
"In post","2021","Ministry of Defence (excl. agencies)","Female","Internal Audit","70","70","37270","33300"
"In post","2021","Ministry of Defence (excl. agencies)","Female","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Female","Project Delivery","2370","2280","37070","33300"
"In post","2021","Ministry of Defence (excl. agencies)","Female","Property","910","870","30120","33000"
"In post","2021","Ministry of Defence (excl. agencies)","Female","Security","890","860","27700","22650"
"In post","2021","Ministry of Defence (excl. agencies)","Female","Unknown","8720","8190","29050","22640"
"In post","2021","Ministry of Defence (excl. agencies)","Male","Analysis","110","100","40730","38500"
"In post","2021","Ministry of Defence (excl. agencies)","Male","Commercial","730","720","36780","34800"
"In post","2021","Ministry of Defence (excl. agencies)","Male","Communications","270","270","33790","29200"
"In post","2021","Ministry of Defence (excl. agencies)","Male","Digital, Data & Technology","420","420","33760","33000"
"In post","2021","Ministry of Defence (excl. agencies)","Male","Finance","640","630","41370","37000"
"In post","2021","Ministry of Defence (excl. agencies)","Male","Human Resources","510","500","32730","27720"
"In post","2021","Ministry of Defence (excl. agencies)","Male","Internal Audit","70","70","39990","35720"
"In post","2021","Ministry of Defence (excl. agencies)","Male","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Male","Project Delivery","2260","2230","42450","40580"
"In post","2021","Ministry of Defence (excl. agencies)","Male","Property","1550","1520","32170","33300"
"In post","2021","Ministry of Defence (excl. agencies)","Male","Security","5140","5050","29320","25540"
"In post","2021","Ministry of Defence (excl. agencies)","Male","Unknown","9470","9290","32000","27750"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","Analysis","80","70","46360","42980"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","Communications","50","50","40680","34200"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","Digital, Data & Technology","50","40","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","Finance","70","60","51710","53130"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","Human Resources","50","50","41220","33620"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","No function","930","890","45160","39600"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","Project Delivery","70","70","47910","48200"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","Security","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","Analysis","120","120","46790","48200"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","Communications","50","50","41230","36340"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","Digital, Data & Technology","60","60","48100","46120"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","Finance","50","40","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","No function","860","860","46430","41880"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","Project Delivery","50","50","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","Security","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Female","Analysis","190","180","45260","40480"
"In post","2021","Ministry of Justice (excl. agencies)","Female","Commercial","110","110","32790","33240"
"In post","2021","Ministry of Justice (excl. agencies)","Female","Communications","70","70","44000","38780"
"In post","2021","Ministry of Justice (excl. agencies)","Female","Digital, Data & Technology","340","330","46660","44270"
"In post","2021","Ministry of Justice (excl. agencies)","Female","Finance","270","270","42120","38860"
"In post","2021","Ministry of Justice (excl. agencies)","Female","Human Resources","530","510","41180","36800"
"In post","2021","Ministry of Justice (excl. agencies)","Female","Legal","60","50","47160","55490"
"In post","2021","Ministry of Justice (excl. agencies)","Female","No function","1150","1100","38330","34560"
"In post","2021","Ministry of Justice (excl. agencies)","Female","Project Delivery","190","190","38690","35290"
"In post","2021","Ministry of Justice (excl. agencies)","Female","Property","140","130","36690","34090"
"In post","2021","Ministry of Justice (excl. agencies)","Male","Analysis","210","210","45140","40620"
"In post","2021","Ministry of Justice (excl. agencies)","Male","Commercial","100","100","32550","28120"
"In post","2021","Ministry of Justice (excl. agencies)","Male","Communications","60","50","43610","41010"
"In post","2021","Ministry of Justice (excl. agencies)","Male","Digital, Data & Technology","540","540","49320","47590"
"In post","2021","Ministry of Justice (excl. agencies)","Male","Finance","230","220","48280","46350"
"In post","2021","Ministry of Justice (excl. agencies)","Male","Human Resources","210","210","41280","36760"
"In post","2021","Ministry of Justice (excl. agencies)","Male","Legal","50","40","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Male","No function","620","620","39460","36800"
"In post","2021","Ministry of Justice (excl. agencies)","Male","Project Delivery","140","140","43270","39530"
"In post","2021","Ministry of Justice (excl. agencies)","Male","Property","140","140","44140","36800"
"In post","2021","National Crime Agency","Female","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Female","Digital, Data & Technology","110","100","38090","36740"
"In post","2021","National Crime Agency","Female","Finance","30","30","[c]","[c]"
"In post","2021","National Crime Agency","Female","Human Resources","110","100","40250","40060"
"In post","2021","National Crime Agency","Female","Legal","30","30","[c]","[c]"
"In post","2021","National Crime Agency","Female","No function","2050","1970","36770","36200"
"In post","2021","National Crime Agency","Female","Project Delivery","50","50","[c]","[c]"
"In post","2021","National Crime Agency","Female","Property","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Female","Security","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Male","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Male","Digital, Data & Technology","150","150","43230","40810"
"In post","2021","National Crime Agency","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Male","Human Resources","70","70","40030","38730"
"In post","2021","National Crime Agency","Male","Legal","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Male","No function","2680","2660","41940","40170"
"In post","2021","National Crime Agency","Male","Project Delivery","40","40","[c]","[c]"
"In post","2021","National Crime Agency","Male","Property","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Male","Security","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","Female","No function","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","Male","No function","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","Female","Unknown","240","220","34740","32140"
"In post","2021","National Records of Scotland","Male","Unknown","200","190","34260","31150"
"In post","2021","National Savings and Investments","Female","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Female","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Female","Finance","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Female","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Female","No function","60","60","48820","42750"
"In post","2021","National Savings and Investments","Female","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Female","Property","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Female","Security","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Male","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Male","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Male","No function","50","50","[c]","[c]"
"In post","2021","National Savings and Investments","Male","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Male","Property","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Male","Security","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Female","Communications","[c]","[c]","[c]","[c]"
