"Status","Year","Region_ITL3","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Central Hampshire","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Other","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Other","Unknown","550","530","25890","21580"
"In post","2021","Central Hampshire","Policy","No function","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Policy","Unknown","60","60","40680","40580"
"In post","2021","Central Hampshire","Project Delivery","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Project Delivery","Project Delivery","710","690","39770","40000"
"In post","2021","Central Hampshire","Property","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Property","Property","160","160","38790","35150"
"In post","2021","Central Hampshire","Psychology","No function","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Psychology","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Science and Engineering","Analysis","80","80","38050","37320"
"In post","2021","Central Hampshire","Science and Engineering","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Science and Engineering","No function","490","480","43370","46080"
"In post","2021","Central Hampshire","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Science and Engineering","Unknown","70","70","33960","33300"
"In post","2021","Central Hampshire","Security","Security","90","90","29420","22780"
"In post","2021","Central Hampshire","Statistics","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Unknown","No function","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Unknown","Unknown","200","180","29820","27570"
"In post","2021","Central Hampshire","Veterinarian","No function","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Commercial","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Finance","Unknown","80","80","40840","37410"
"In post","2021","Central Valleys","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Human Resources","No function","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Legal","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Operational Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Operational Delivery","No function","170","160","26640","26750"
"In post","2021","Central Valleys","Operational Delivery","Unknown","280","270","40120","37410"
"In post","2021","Central Valleys","Other","No function","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Other","Unknown","240","230","41960","37410"
"In post","2021","Central Valleys","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Policy","Unknown","180","170","41580","37410"
"In post","2021","Central Valleys","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Property","Property","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Unknown","Unknown","610","540","26880","27570"
"In post","2021","Cheshire East","Commercial","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Legal","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Operational Delivery","Grants Management","100","90","24740","24920"
"In post","2021","Cheshire East","Operational Delivery","No function","420","400","29670","26810"
"In post","2021","Cheshire East","Policy","No function","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Property","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Psychology","No function","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Security","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Unknown","No function","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Unknown","Unknown","150","140","27190","27570"
"In post","2021","Cheshire East","Veterinarian","No function","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Legal","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Operational Delivery","No function","130","120","26220","23840"
"In post","2021","Cheshire West and Chester","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Operational Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Property","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Unknown","Unknown","290","270","25160","27570"
"In post","2021","Chorley and West Lancashire","Commercial","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","Operational Delivery","No function","1090","1010","29160","26830"
"In post","2021","Chorley and West Lancashire","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","Psychology","No function","70","70","34110","29060"
"In post","2021","Chorley and West Lancashire","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","Security","Security","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","Unknown","No function","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","Unknown","Unknown","110","100","27710","27570"
"In post","2021","City of Edinburgh","Commercial","Commercial","50","50","36660","34190"
"In post","2021","City of Edinburgh","Communications","Communications","40","40","[c]","[c]"
"In post","2021","City of Edinburgh","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Digital, Data and Technology","Digital, Data & Technology","220","210","39020","35230"
"In post","2021","City of Edinburgh","Economics","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Finance","Finance","90","90","35990","33270"
"In post","2021","City of Edinburgh","Human Resources","Human Resources","160","150","35230","33350"
"In post","2021","City of Edinburgh","Intelligence Analysis","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Intelligence Analysis","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","International Trade","No function","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Knowledge and Information Management","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Legal","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Legal","Legal","170","160","55710","55850"
"In post","2021","City of Edinburgh","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Operational Delivery","Communications","40","40","[c]","[c]"
"In post","2021","City of Edinburgh","Operational Delivery","Counter Fraud","80","80","28030","25560"
"In post","2021","City of Edinburgh","Operational Delivery","Debt","310","280","22520","21440"
"In post","2021","City of Edinburgh","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Operational Delivery","Legal","710","670","28670","24320"
"In post","2021","City of Edinburgh","Operational Delivery","No function","1950","1840","29530","27790"
"In post","2021","City of Edinburgh","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Operational Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Operational Delivery","Unknown","170","160","27660","25440"
"In post","2021","City of Edinburgh","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Operational Research","No function","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Other","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Other","Counter Fraud","40","30","[c]","[c]"
"In post","2021","City of Edinburgh","Other","No function","120","110","40310","37540"
"In post","2021","City of Edinburgh","Other","Property","50","50","34910","31260"
"In post","2021","City of Edinburgh","Other","Unknown","110","100","22650","20920"
"In post","2021","City of Edinburgh","Policy","Legal","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Policy","No function","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Project Delivery","Project Delivery","120","120","43990","38640"
"In post","2021","City of Edinburgh","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Property","Property","60","60","36450","34320"
"In post","2021","City of Edinburgh","Psychology","No function","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Science and Engineering","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Security","Security","40","30","[c]","[c]"
"In post","2021","City of Edinburgh","Social Research","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Statistics","Analysis","30","30","[c]","[c]"
"In post","2021","City of Edinburgh","Tax","Communications","50","50","28350","28130"
"In post","2021","City of Edinburgh","Tax","Counter Fraud","80","80","33610","31810"
"In post","2021","City of Edinburgh","Tax","Debt","300","290","20360","20140"
"In post","2021","City of Edinburgh","Tax","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Tax","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Tax","Legal","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Tax","No function","520","490","34320","31810"
"In post","2021","City of Edinburgh","Tax","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Unknown","Debt","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Unknown","Finance","40","30","[c]","[c]"
"In post","2021","City of Edinburgh","Unknown","Human Resources","40","40","[c]","[c]"
"In post","2021","City of Edinburgh","Unknown","No function","110","110","27260","20140"
"In post","2021","City of Edinburgh","Unknown","Project Delivery","90","80","42670","38450"
"In post","2021","City of Edinburgh","Unknown","Property","40","40","[c]","[c]"
"In post","2021","City of Edinburgh","Unknown","Unknown","6660","6380","42510","38540"
"In post","2021","Clackmannanshire and Fife","Commercial","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Legal","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Operational Delivery","Legal","70","60","24640","22820"
"In post","2021","Clackmannanshire and Fife","Operational Delivery","No function","400","370","30450","33650"
"In post","2021","Clackmannanshire and Fife","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Other","No function","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Other","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Other","Property","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Other","Unknown","70","70","23480","20920"
"In post","2021","Clackmannanshire and Fife","Project Delivery","Project Delivery","70","60","41110","40580"
"In post","2021","Clackmannanshire and Fife","Property","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Property","Property","90","80","35350","33300"
"In post","2021","Clackmannanshire and Fife","Psychology","No function","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Science and Engineering","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Security","Security","50","50","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Unknown","Unknown","410","360","26510","27570"
"In post","2021","Conwy and Denbighshire","Commercial","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Legal","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Operational Delivery","No function","100","90","28190","24800"
"In post","2021","Conwy and Denbighshire","Operational Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Operational Delivery","Unknown","190","180","36650","34490"
"In post","2021","Conwy and Denbighshire","Other","Unknown","90","80","39650","37410"
"In post","2021","Conwy and Denbighshire","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Policy","Unknown","80","80","41380","37410"
"In post","2021","Conwy and Denbighshire","Project Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Property","Property","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Security","Security","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Unknown","Unknown","140","120","27250","27570"
"In post","2021","Cornwall and Isles of Scilly","Commercial","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Legal","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Operational Delivery","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Operational Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Operational Delivery","No function","230","200","27080","26520"
"In post","2021","Cornwall and Isles of Scilly","Operational Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Other","Unknown","210","200","23300","21130"
"In post","2021","Cornwall and Isles of Scilly","Policy","No function","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Property","Property","50","50","29590","26580"
"In post","2021","Cornwall and Isles of Scilly","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Science and Engineering","Unknown","80","80","22660","22500"
"In post","2021","Cornwall and Isles of Scilly","Security","Security","50","50","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Statistics","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Unknown","830","740","25490","27570"
"In post","2021","Cornwall and Isles of Scilly","Veterinarian","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Veterinarian","No function","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Commercial","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Commercial","No function","30","30","[c]","[c]"
"In post","2021","Coventry","Communications","Communications","30","30","[c]","[c]"
"In post","2021","Coventry","Communications","No function","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Digital, Data and Technology","Digital, Data & Technology","250","250","40420","37030"
"In post","2021","Coventry","Digital, Data and Technology","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Economics","No function","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Finance","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Finance","Finance","160","150","38230","36500"
"In post","2021","Coventry","Finance","No function","50","50","44720","49860"
"In post","2021","Coventry","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Human Resources","Human Resources","40","40","[c]","[c]"
"In post","2021","Coventry","Human Resources","No function","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Intelligence Analysis","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Legal","Legal","40","40","[c]","[c]"
"In post","2021","Coventry","Legal","No function","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Operational Delivery","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Operational Delivery","No function","900","850","35810","33190"
"In post","2021","Coventry","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Operational Research","No function","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Planning","No function","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Policy","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Policy","No function","150","140","43590","37100"
"In post","2021","Coventry","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Policy","Unknown","70","70","43790","36780"
"In post","2021","Coventry","Project Delivery","No function","30","30","[c]","[c]"
"In post","2021","Coventry","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Property","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Property","Property","40","40","[c]","[c]"
"In post","2021","Coventry","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Security","Security","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Statistics","No function","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Tax","No function","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Unknown","No function","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Unknown","Unknown","430","380","25880","27570"
"In post","2021","Croydon","Commercial","Commercial","110","100","44730","44250"
"In post","2021","Croydon","Commercial","Unknown","40","40","[c]","[c]"
"In post","2021","Croydon","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Digital, Data and Technology","Digital, Data & Technology","60","60","41260","41760"
"In post","2021","Croydon","Digital, Data and Technology","Unknown","520","510","51860","46380"
"In post","2021","Croydon","Economics","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Economics","No function","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Finance","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Finance","Finance","80","80","47790","41760"
"In post","2021","Croydon","Finance","Property","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Finance","Unknown","130","130","45650","42320"
"In post","2021","Croydon","Human Resources","Human Resources","80","70","53410","52570"
"In post","2021","Croydon","Human Resources","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Human Resources","Unknown","250","240","44580","41970"
"In post","2021","Croydon","Intelligence Analysis","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Intelligence Analysis","Unknown","130","120","33890","29370"
"In post","2021","Croydon","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","International Trade","No function","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Knowledge and Information Management","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Knowledge and Information Management","Unknown","30","30","[c]","[c]"
"In post","2021","Croydon","Legal","Counter Fraud","280","270","35140","32520"
"In post","2021","Croydon","Legal","Legal","70","60","57600","62130"
"In post","2021","Croydon","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Operational Delivery","Counter Fraud","120","110","37450","36160"
"In post","2021","Croydon","Operational Delivery","Debt","210","190","27500","25630"
