"Status","Year","Region_ITL1","Disability","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","South East (England)","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Undeclared","Science and Engineering","70","70","37570","34120"
"In post","2022","South East (England)","Undeclared","Security","170","170","35510","39070"
"In post","2022","South East (England)","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Undeclared","Tax","40","30","[c]","[c]"
"In post","2022","South East (England)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Unknown","Commercial","40","40","[c]","[c]"
"In post","2022","South East (England)","Unknown","Communications","40","40","[c]","[c]"
"In post","2022","South East (England)","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Unknown","Digital, Data and Technology","220","210","39890","36840"
"In post","2022","South East (England)","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Unknown","Finance","170","160","38440","33330"
"In post","2022","South East (England)","Unknown","Human Resources","50","50","36070","31200"
"In post","2022","South East (England)","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Unknown","Intelligence Analysis","40","30","[c]","[c]"
"In post","2022","South East (England)","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Unknown","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Unknown","Legal","180","170","45120","40910"
"In post","2022","South East (England)","Unknown","Medicine","110","100","57430","45840"
"In post","2022","South East (England)","Unknown","Operational Delivery","3520","3190","27810","25770"
"In post","2022","South East (England)","Unknown","Other","360","350","27750","22720"
"In post","2022","South East (England)","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Unknown","Policy","70","60","37740","33520"
"In post","2022","South East (England)","Unknown","Project Delivery","130","130","41440","37570"
"In post","2022","South East (England)","Unknown","Property","120","110","32710","27230"
"In post","2022","South East (England)","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Unknown","Science and Engineering","170","160","40910","40380"
"In post","2022","South East (England)","Unknown","Security","360","360","32160","29390"
"In post","2022","South East (England)","Unknown","Social Research","70","70","36500","36840"
"In post","2022","South East (England)","Unknown","Statistics","50","50","[c]","[c]"
"In post","2022","South East (England)","Unknown","Tax","110","100","32560","32190"
"In post","2022","South East (England)","Unknown","Unknown","210","200","47310","34980"
"In post","2022","South East (England)","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Declared disabled","Commercial","170","160","39490","38150"
"In post","2022","South West (England)","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Declared disabled","Counter Fraud","80","70","27000","27570"
"In post","2022","South West (England)","Declared disabled","Digital, Data and Technology","290","280","36410","35630"
"In post","2022","South West (England)","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Declared disabled","Finance","180","170","36580","33300"
"In post","2022","South West (England)","Declared disabled","Geography","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Declared disabled","Human Resources","140","130","36610","33300"
"In post","2022","South West (England)","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Declared disabled","Knowledge and Information Management","50","50","34370","29230"
"In post","2022","South West (England)","Declared disabled","Legal","50","50","47530","46710"
"In post","2022","South West (England)","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Declared disabled","Operational Delivery","2040","1830","27740","27570"
"In post","2022","South West (England)","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Declared disabled","Other","640","600","29590","26930"
"In post","2022","South West (England)","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Declared disabled","Policy","100","100","37910","35900"
"In post","2022","South West (England)","Declared disabled","Project Delivery","360","350","40470","39970"
"In post","2022","South West (England)","Declared disabled","Property","60","60","34730","33150"
"In post","2022","South West (England)","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Declared disabled","Science and Engineering","490","480","37790","38070"
"In post","2022","South West (England)","Declared disabled","Security","110","110","29290","26750"
"In post","2022","South West (England)","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Declared disabled","Tax","70","60","40860","35980"
"In post","2022","South West (England)","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Declared non-disabled","Commercial","1360","1310","39510","37400"
"In post","2022","South West (England)","Declared non-disabled","Communications","240","220","35950","34450"
"In post","2022","South West (England)","Declared non-disabled","Corporate Finance","30","30","[c]","[c]"
"In post","2022","South West (England)","Declared non-disabled","Counter Fraud","260","220","28500","27570"
"In post","2022","South West (England)","Declared non-disabled","Digital, Data and Technology","1880","1830","39090","38070"
"In post","2022","South West (England)","Declared non-disabled","Economics","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Declared non-disabled","Finance","1330","1280","39170","33300"
"In post","2022","South West (England)","Declared non-disabled","Geography","260","250","31990","33290"
"In post","2022","South West (England)","Declared non-disabled","Human Resources","720","670","36990","33300"
"In post","2022","South West (England)","Declared non-disabled","Inspector of Education and Training","90","80","69000","75500"
"In post","2022","South West (England)","Declared non-disabled","Intelligence Analysis","40","30","[c]","[c]"
"In post","2022","South West (England)","Declared non-disabled","Internal Audit","80","80","44190","42510"
"In post","2022","South West (England)","Declared non-disabled","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Declared non-disabled","Knowledge and Information Management","270","260","34240","32730"
"In post","2022","South West (England)","Declared non-disabled","Legal","380","350","45310","45680"
"In post","2022","South West (England)","Declared non-disabled","Medicine","220","180","49560","39030"
"In post","2022","South West (England)","Declared non-disabled","Operational Delivery","10630","9600","28810","27570"
"In post","2022","South West (England)","Declared non-disabled","Operational Research","90","90","43570","42510"
"In post","2022","South West (England)","Declared non-disabled","Other","3710","3530","31290","27570"
"In post","2022","South West (England)","Declared non-disabled","Planning","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Declared non-disabled","Planning Inspectors","40","40","[c]","[c]"
"In post","2022","South West (England)","Declared non-disabled","Policy","780","740","41750","37040"
"In post","2022","South West (England)","Declared non-disabled","Project Delivery","3320","3200","41680","40000"
"In post","2022","South West (England)","Declared non-disabled","Property","600","570","37150","33300"
"In post","2022","South West (England)","Declared non-disabled","Psychology","90","80","37430","31180"
"In post","2022","South West (England)","Declared non-disabled","Science and Engineering","5260","5110","39240","38070"
"In post","2022","South West (England)","Declared non-disabled","Security","790","780","28890","25000"
"In post","2022","South West (England)","Declared non-disabled","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Declared non-disabled","Statistics","140","140","41210","39460"
"In post","2022","South West (England)","Declared non-disabled","Tax","370","350","43770","40180"
"In post","2022","South West (England)","Declared non-disabled","Unknown","190","190","39780","33370"
"In post","2022","South West (England)","Declared non-disabled","Veterinarian","90","80","41640","37910"
"In post","2022","South West (England)","Undeclared","Commercial","110","110","41690","40540"
"In post","2022","South West (England)","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Undeclared","Digital, Data and Technology","180","180","38220","38450"
"In post","2022","South West (England)","Undeclared","Finance","100","90","39740","34290"
"In post","2022","South West (England)","Undeclared","Geography","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Undeclared","Human Resources","50","50","[c]","[c]"
"In post","2022","South West (England)","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Undeclared","Legal","30","30","[c]","[c]"
"In post","2022","South West (England)","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Undeclared","Operational Delivery","870","780","28530","27570"
"In post","2022","South West (England)","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Undeclared","Other","330","310","31620","27570"
"In post","2022","South West (England)","Undeclared","Planning","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Undeclared","Policy","40","40","[c]","[c]"
"In post","2022","South West (England)","Undeclared","Project Delivery","240","240","43180","40850"
"In post","2022","South West (England)","Undeclared","Property","80","70","36680","33810"
"In post","2022","South West (England)","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Undeclared","Science and Engineering","260","260","40520","40320"
"In post","2022","South West (England)","Undeclared","Security","110","110","29060","25000"
"In post","2022","South West (England)","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Undeclared","Tax","40","40","[c]","[c]"
"In post","2022","South West (England)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Unknown","Commercial","220","210","39760","36000"
"In post","2022","South West (England)","Unknown","Communications","30","30","[c]","[c]"
"In post","2022","South West (England)","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Unknown","Digital, Data and Technology","430","420","37520","36300"
"In post","2022","South West (England)","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Unknown","Finance","190","180","35800","32780"
"In post","2022","South West (England)","Unknown","Geography","130","120","30540","29290"
"In post","2022","South West (England)","Unknown","Human Resources","120","110","32240","28840"
"In post","2022","South West (England)","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Unknown","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Unknown","Knowledge and Information Management","30","30","[c]","[c]"
"In post","2022","South West (England)","Unknown","Legal","120","110","42640","40520"
"In post","2022","South West (England)","Unknown","Medicine","170","150","41830","31530"
"In post","2022","South West (England)","Unknown","Operational Delivery","1930","1830","28540","25480"
"In post","2022","South West (England)","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Unknown","Other","520","490","29220","26050"
"In post","2022","South West (England)","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Unknown","Policy","180","170","40640","37200"
"In post","2022","South West (England)","Unknown","Project Delivery","390","370","42440","40240"
"In post","2022","South West (England)","Unknown","Property","110","100","34660","33000"
"In post","2022","South West (England)","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Unknown","Science and Engineering","630","610","38300","35610"
"In post","2022","South West (England)","Unknown","Security","250","250","29650","25000"
"In post","2022","South West (England)","Unknown","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Unknown","Tax","90","80","39060","33370"
"In post","2022","South West (England)","Unknown","Unknown","200","190","53320","49700"
"In post","2022","South West (England)","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Operational Delivery","70","70","27550","27570"
"In post","2022","Unknown","Declared disabled","Other","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Property","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Security","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Operational Delivery","370","350","29330","27570"
"In post","2022","Unknown","Declared non-disabled","Other","120","110","27230","25110"
"In post","2022","Unknown","Declared non-disabled","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Security","50","50","29000","27370"
"In post","2022","Unknown","Declared non-disabled","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Unknown","160","150","41730","37300"
"In post","2022","Unknown","Declared non-disabled","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Other","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Operational Delivery","90","80","33770","29420"
"In post","2022","Unknown","Unknown","Other","1780","1780","37460","34310"
"In post","2022","Unknown","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","310","300","35310","29250"
"In post","2022","Wales","Declared disabled","Commercial","30","30","[c]","[c]"
"In post","2022","Wales","Declared disabled","Communications","30","30","[c]","[c]"
"In post","2022","Wales","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Declared disabled","Counter Fraud","70","70","27690","27570"
"In post","2022","Wales","Declared disabled","Digital, Data and Technology","130","130","39370","36840"
"In post","2022","Wales","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Declared disabled","Finance","50","50","38790","33300"
"In post","2022","Wales","Declared disabled","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Declared disabled","Human Resources","90","90","35840","32550"
"In post","2022","Wales","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Declared disabled","Legal","50","50","44960","43690"
"In post","2022","Wales","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Declared disabled","Operational Delivery","2540","2230","26050","24030"
"In post","2022","Wales","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Declared disabled","Other","160","150","29510","27570"
"In post","2022","Wales","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Declared disabled","Policy","130","130","39770","38160"
"In post","2022","Wales","Declared disabled","Project Delivery","50","50","39150","36390"
"In post","2022","Wales","Declared disabled","Property","40","40","[c]","[c]"
"In post","2022","Wales","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Declared disabled","Science and Engineering","50","50","37870","31910"
"In post","2022","Wales","Declared disabled","Security","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Declared disabled","Social Research","40","40","[c]","[c]"
"In post","2022","Wales","Declared disabled","Statistics","50","50","[c]","[c]"
"In post","2022","Wales","Declared disabled","Tax","150","140","35530","33370"
"In post","2022","Wales","Declared disabled","Unknown","30","30","[c]","[c]"
"In post","2022","Wales","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Declared non-disabled","Commercial","260","240","35320","31990"
"In post","2022","Wales","Declared non-disabled","Communications","280","260","38010","36840"
"In post","2022","Wales","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Declared non-disabled","Counter Fraud","410","370","26720","27570"
"In post","2022","Wales","Declared non-disabled","Digital, Data and Technology","1460","1420","40540","38450"
"In post","2022","Wales","Declared non-disabled","Economics","110","110","40850","36600"
"In post","2022","Wales","Declared non-disabled","Finance","630","590","39000","34730"
"In post","2022","Wales","Declared non-disabled","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Declared non-disabled","Human Resources","660","610","35610","31830"
"In post","2022","Wales","Declared non-disabled","Inspector of Education and Training","70","70","73250","75480"
"In post","2022","Wales","Declared non-disabled","Intelligence Analysis","40","40","[c]","[c]"
"In post","2022","Wales","Declared non-disabled","Internal Audit","40","40","[c]","[c]"
"In post","2022","Wales","Declared non-disabled","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Declared non-disabled","Knowledge and Information Management","140","130","35390","31480"
"In post","2022","Wales","Declared non-disabled","Legal","520","480","47780","48830"
"In post","2022","Wales","Declared non-disabled","Medicine","220","200","51100","47470"
"In post","2022","Wales","Declared non-disabled","Operational Delivery","14920","13560","27660","25610"
"In post","2022","Wales","Declared non-disabled","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Declared non-disabled","Other","1260","1190","34100","29430"
"In post","2022","Wales","Declared non-disabled","Planning","60","60","44200","38160"
"In post","2022","Wales","Declared non-disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Declared non-disabled","Policy","1740","1660","42920","38160"
"In post","2022","Wales","Declared non-disabled","Project Delivery","460","440","42480","38160"
"In post","2022","Wales","Declared non-disabled","Property","350","330","36310","33190"
"In post","2022","Wales","Declared non-disabled","Psychology","50","40","[c]","[c]"
"In post","2022","Wales","Declared non-disabled","Science and Engineering","510","480","42680","41570"
"In post","2022","Wales","Declared non-disabled","Security","210","210","27070","24720"
"In post","2022","Wales","Declared non-disabled","Social Research","270","250","41360","38340"
"In post","2022","Wales","Declared non-disabled","Statistics","270","260","43000","39100"
"In post","2022","Wales","Declared non-disabled","Tax","1010","970","33490","33080"
"In post","2022","Wales","Declared non-disabled","Unknown","300","290","32910","26820"
"In post","2022","Wales","Declared non-disabled","Veterinarian","40","40","[c]","[c]"
"In post","2022","Wales","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Undeclared","Digital, Data and Technology","140","130","40510","39040"
"In post","2022","Wales","Undeclared","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Undeclared","Finance","30","30","[c]","[c]"
"In post","2022","Wales","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Undeclared","Operational Delivery","1120","1000","27230","25590"
"In post","2022","Wales","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Undeclared","Other","90","90","30970","27570"
"In post","2022","Wales","Undeclared","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Undeclared","Policy","100","90","38160","37910"
"In post","2022","Wales","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Undeclared","Science and Engineering","100","90","30600","29470"
"In post","2022","Wales","Undeclared","Security","30","30","[c]","[c]"
"In post","2022","Wales","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Undeclared","Tax","70","60","36670","33370"
"In post","2022","Wales","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Unknown","Commercial","60","60","35690","31480"
"In post","2022","Wales","Unknown","Communications","60","60","37700","35790"
"In post","2022","Wales","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Unknown","Counter Fraud","70","60","25140","22740"
"In post","2022","Wales","Unknown","Digital, Data and Technology","490","480","40240","36840"
"In post","2022","Wales","Unknown","Economics","60","60","33560","30710"
"In post","2022","Wales","Unknown","Finance","80","80","33180","29430"
"In post","2022","Wales","Unknown","Human Resources","100","100","34460","30210"
"In post","2022","Wales","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Unknown","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Unknown","Legal","130","120","44640","48080"
"In post","2022","Wales","Unknown","Medicine","30","30","[c]","[c]"
"In post","2022","Wales","Unknown","Operational Delivery","3230","3000","25250","22740"
"In post","2022","Wales","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Unknown","Other","120","120","29640","26820"
"In post","2022","Wales","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Unknown","Policy","140","130","40190","37090"
"In post","2022","Wales","Unknown","Project Delivery","110","110","42880","40180"
"In post","2022","Wales","Unknown","Property","50","50","[c]","[c]"
"In post","2022","Wales","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Unknown","Science and Engineering","100","90","40220","41760"
"In post","2022","Wales","Unknown","Security","50","50","31120","24720"
"In post","2022","Wales","Unknown","Social Research","130","130","37390","38340"
"In post","2022","Wales","Unknown","Statistics","120","120","40560","38340"
"In post","2022","Wales","Unknown","Tax","540","520","29810","26820"
"In post","2022","Wales","Unknown","Unknown","140","140","36720","32000"
"In post","2022","Wales","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Declared disabled","Counter Fraud","80","70","28120","27570"
"In post","2022","West Midlands (England)","Declared disabled","Digital, Data and Technology","100","100","39840","36050"
