"Status","Year","Sexual_orientation","Region_ITL1","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Heterosexual / straight","Northern Ireland","Declared non-disabled","80","70","28110","24170"
"Leaver CS","2022","Heterosexual / straight","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Overseas","Declared non-disabled","50","50","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Scotland","Declared disabled","210","180","29910","27570"
"Leaver CS","2022","Heterosexual / straight","Scotland","Declared non-disabled","1090","990","32370","27570"
"Leaver CS","2022","Heterosexual / straight","Scotland","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Scotland","Unknown","180","170","36640","35000"
"Leaver CS","2022","Heterosexual / straight","South East (England)","Declared disabled","320","280","28970","27570"
"Leaver CS","2022","Heterosexual / straight","South East (England)","Declared non-disabled","2220","2030","30970","27570"
"Leaver CS","2022","Heterosexual / straight","South East (England)","Undeclared","160","150","28400","26640"
"Leaver CS","2022","Heterosexual / straight","South East (England)","Unknown","190","160","29380","23050"
"Leaver CS","2022","Heterosexual / straight","South West (England)","Declared disabled","310","270","31320","27570"
"Leaver CS","2022","Heterosexual / straight","South West (England)","Declared non-disabled","2090","1930","32980","28560"
"Leaver CS","2022","Heterosexual / straight","South West (England)","Undeclared","80","70","30280","27240"
"Leaver CS","2022","Heterosexual / straight","South West (England)","Unknown","150","140","35300","33100"
"Leaver CS","2022","Heterosexual / straight","Unknown","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Declared non-disabled","310","270","29150","21840"
"Leaver CS","2022","Heterosexual / straight","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Wales","Declared disabled","160","130","29220","26120"
"Leaver CS","2022","Heterosexual / straight","Wales","Declared non-disabled","930","830","32270","27570"
"Leaver CS","2022","Heterosexual / straight","Wales","Undeclared","70","60","29030","23880"
"Leaver CS","2022","Heterosexual / straight","Wales","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Midlands (England)","Declared disabled","200","170","27300","27570"
"Leaver CS","2022","Heterosexual / straight","West Midlands (England)","Declared non-disabled","1160","1060","31420","27570"
"Leaver CS","2022","Heterosexual / straight","West Midlands (England)","Undeclared","60","50","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Midlands (England)","Unknown","90","80","35680","30950"
"Leaver CS","2022","Heterosexual / straight","Yorkshire and The Humber","Declared disabled","250","210","29090","27570"
"Leaver CS","2022","Heterosexual / straight","Yorkshire and The Humber","Declared non-disabled","1520","1360","30470","27570"
"Leaver CS","2022","Heterosexual / straight","Yorkshire and The Humber","Undeclared","70","60","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Yorkshire and The Humber","Unknown","110","80","34120","33300"
"Leaver CS","2022","LGBO","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","East Midlands (England)","Declared non-disabled","50","50","[c]","[c]"
"Leaver CS","2022","LGBO","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","East of England","Declared non-disabled","80","70","[c]","[c]"
"Leaver CS","2022","LGBO","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","London","Declared disabled","120","120","37530","31520"
"Leaver CS","2022","LGBO","London","Declared non-disabled","310","300","40450","34410"
"Leaver CS","2022","LGBO","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","London","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","LGBO","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","North East (England)","Declared non-disabled","50","50","[c]","[c]"
"Leaver CS","2022","LGBO","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","North West (England)","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2022","LGBO","North West (England)","Declared non-disabled","120","120","28100","25260"
"Leaver CS","2022","LGBO","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Scotland","Declared non-disabled","70","70","28500","26780"
"Leaver CS","2022","LGBO","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","South East (England)","Declared disabled","50","50","[c]","[c]"
"Leaver CS","2022","LGBO","South East (England)","Declared non-disabled","160","150","31550","27570"
"Leaver CS","2022","LGBO","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","South West (England)","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2022","LGBO","South West (England)","Declared non-disabled","110","100","28920","27570"
"Leaver CS","2022","LGBO","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Wales","Declared non-disabled","60","50","[c]","[c]"
"Leaver CS","2022","LGBO","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","West Midlands (England)","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2022","LGBO","West Midlands (England)","Declared non-disabled","70","60","[c]","[c]"
"Leaver CS","2022","LGBO","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Yorkshire and The Humber","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2022","LGBO","Yorkshire and The Humber","Declared non-disabled","100","100","28730","26520"
"Leaver CS","2022","LGBO","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East Midlands (England)","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","East Midlands (England)","Declared non-disabled","80","70","27480","26800"
"Leaver CS","2022","Undeclared","East Midlands (England)","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East of England","Declared non-disabled","110","90","30040","27570"
"Leaver CS","2022","Undeclared","East of England","Undeclared","50","50","[c]","[c]"
"Leaver CS","2022","Undeclared","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","Declared disabled","100","90","35300","31060"
"Leaver CS","2022","Undeclared","London","Declared non-disabled","420","380","40950","34260"
"Leaver CS","2022","Undeclared","London","Undeclared","160","150","44220","40410"
"Leaver CS","2022","Undeclared","London","Unknown","380","120","42780","40070"
"Leaver CS","2022","Undeclared","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North East (England)","Declared non-disabled","70","60","27260","21840"
"Leaver CS","2022","Undeclared","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North West (England)","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","North West (England)","Declared non-disabled","150","120","30080","27370"
"Leaver CS","2022","Undeclared","North West (England)","Undeclared","70","60","29350","25850"
"Leaver CS","2022","Undeclared","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scotland","Declared non-disabled","110","90","30820","26780"
"Leaver CS","2022","Undeclared","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","South East (England)","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2022","Undeclared","South East (England)","Declared non-disabled","210","180","31300","27570"
"Leaver CS","2022","Undeclared","South East (England)","Undeclared","90","80","32020","27570"
"Leaver CS","2022","Undeclared","South East (England)","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","South West (England)","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2022","Undeclared","South West (England)","Declared non-disabled","230","200","32910","29210"
"Leaver CS","2022","Undeclared","South West (England)","Undeclared","100","90","35190","36180"
"Leaver CS","2022","Undeclared","South West (England)","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Declared non-disabled","70","50","23550","21720"
"Leaver CS","2022","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Unknown","70","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Wales","Declared non-disabled","80","70","33320","26780"
"Leaver CS","2022","Undeclared","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","West Midlands (England)","Declared non-disabled","110","90","30200","27570"
"Leaver CS","2022","Undeclared","West Midlands (England)","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","Undeclared","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Yorkshire and The Humber","Declared disabled","30","20","[c]","[c]"
"Leaver CS","2022","Undeclared","Yorkshire and The Humber","Declared non-disabled","140","120","30580","27570"
"Leaver CS","2022","Undeclared","Yorkshire and The Humber","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Yorkshire and The Humber","Unknown","90","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","Declared non-disabled","230","190","27760","27570"
"Leaver CS","2022","Unknown","East Midlands (England)","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","Unknown","450","410","25190","21260"
"Leaver CS","2022","Unknown","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East of England","Declared non-disabled","160","140","30350","27570"
"Leaver CS","2022","Unknown","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East of England","Unknown","390","360","33160","27570"
"Leaver CS","2022","Unknown","London","Declared disabled","110","70","[c]","[c]"
"Leaver CS","2022","Unknown","London","Declared non-disabled","650","480","46320","37850"
"Leaver CS","2022","Unknown","London","Undeclared","70","60","[c]","[c]"
"Leaver CS","2022","Unknown","London","Unknown","2060","1950","40890","33570"
"Leaver CS","2022","Unknown","North East (England)","Declared disabled","80","60","[c]","[c]"
"Leaver CS","2022","Unknown","North East (England)","Declared non-disabled","520","410","26660","22110"
"Leaver CS","2022","Unknown","North East (England)","Undeclared","60","50","[c]","[c]"
"Leaver CS","2022","Unknown","North East (England)","Unknown","550","480","27730","22080"
"Leaver CS","2022","Unknown","North West (England)","Declared disabled","100","70","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","Declared non-disabled","710","590","28780","26120"
"Leaver CS","2022","Unknown","North West (England)","Undeclared","90","70","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","Unknown","820","760","28180","24880"
"Leaver CS","2022","Unknown","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Scotland","Declared disabled","110","90","[c]","[c]"
"Leaver CS","2022","Unknown","Scotland","Declared non-disabled","710","590","31260","27010"
"Leaver CS","2022","Unknown","Scotland","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Scotland","Unknown","1070","970","31620","27230"
"Leaver CS","2022","Unknown","South East (England)","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","Declared non-disabled","280","230","33840","29230"
"Leaver CS","2022","Unknown","South East (England)","Undeclared","60","50","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","Unknown","700","640","28180","24880"
"Leaver CS","2022","Unknown","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","Declared non-disabled","270","230","32030","29230"
"Leaver CS","2022","Unknown","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","Unknown","560","530","29820","25630"
"Leaver CS","2022","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","610","550","35150","30780"
"Leaver CS","2022","Unknown","Wales","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Wales","Declared non-disabled","280","220","26420","21260"
"Leaver CS","2022","Unknown","Wales","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Wales","Unknown","420","390","27790","24030"
"Leaver CS","2022","Unknown","West Midlands (England)","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands (England)","Declared non-disabled","320","260","30180","26120"
"Leaver CS","2022","Unknown","West Midlands (England)","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands (England)","Unknown","530","500","30290","25000"
"Leaver CS","2022","Unknown","Yorkshire and The Humber","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Yorkshire and The Humber","Declared non-disabled","330","270","30660","27570"
"Leaver CS","2022","Unknown","Yorkshire and The Humber","Undeclared","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","Yorkshire and The Humber","Unknown","660","610","30470","26560"
"Leaver Dept.","2021","Heterosexual / straight","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","East Midlands (England)","Declared non-disabled","100","100","25600","21880"
"Leaver Dept.","2021","Heterosexual / straight","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","East of England","Declared non-disabled","90","90","32560","29770"
"Leaver Dept.","2021","Heterosexual / straight","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","London","Declared disabled","260","260","41940","36800"
"Leaver Dept.","2021","Heterosexual / straight","London","Declared non-disabled","2260","2190","44630","39250"
"Leaver Dept.","2021","Heterosexual / straight","London","Undeclared","90","90","41500","36120"
"Leaver Dept.","2021","Heterosexual / straight","London","Unknown","170","160","47000","40050"
"Leaver Dept.","2021","Heterosexual / straight","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","North East (England)","Declared non-disabled","220","200","27140","24860"
"Leaver Dept.","2021","Heterosexual / straight","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","North West (England)","Declared disabled","60","60","31770","27570"
"Leaver Dept.","2021","Heterosexual / straight","North West (England)","Declared non-disabled","390","370","29450","27160"
"Leaver Dept.","2021","Heterosexual / straight","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Scotland","Declared non-disabled","190","180","30870","27570"
"Leaver Dept.","2021","Heterosexual / straight","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","South East (England)","Declared disabled","40","30","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","South East (England)","Declared non-disabled","190","180","33180","29290"
"Leaver Dept.","2021","Heterosexual / straight","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","South West (England)","Declared disabled","60","60","32400","30950"
"Leaver Dept.","2021","Heterosexual / straight","South West (England)","Declared non-disabled","430","420","34760","31950"
"Leaver Dept.","2021","Heterosexual / straight","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Declared non-disabled","190","180","38570","32000"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Wales","Declared non-disabled","260","240","31110","27570"
"Leaver Dept.","2021","Heterosexual / straight","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","West Midlands (England)","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","West Midlands (England)","Declared non-disabled","240","230","27800","22570"
"Leaver Dept.","2021","Heterosexual / straight","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Yorkshire and The Humber","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Yorkshire and The Humber","Declared non-disabled","250","240","33020","28800"
"Leaver Dept.","2021","Heterosexual / straight","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","London","Declared disabled","60","60","45260","40220"
"Leaver Dept.","2021","LGBO","London","Declared non-disabled","220","220","43000","37040"
"Leaver Dept.","2021","LGBO","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","North West (England)","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","LGBO","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","South West (England)","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","LGBO","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","London","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","London","Declared non-disabled","190","180","46420","41880"
"Leaver Dept.","2021","Undeclared","London","Undeclared","90","90","48080","49600"
