"Status","Year","Age","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","60-64","Science and Engineering","South West (England)","430","390","42100","40870"
"In post","2021","60-64","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Science and Engineering","Wales","50","40","37340","28750"
"In post","2021","60-64","Science and Engineering","West Midlands (England)","40","30","[c]","[c]"
"In post","2021","60-64","Science and Engineering","Yorkshire and The Humber","40","30","[c]","[c]"
"In post","2021","60-64","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Security","East of England","60","50","29930","22650"
"In post","2021","60-64","Security","London","100","90","38180","34370"
"In post","2021","60-64","Security","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Security","North West (England)","30","30","[c]","[c]"
"In post","2021","60-64","Security","Northern Ireland","30","30","[c]","[c]"
"In post","2021","60-64","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Security","Scotland","110","80","27050","21280"
"In post","2021","60-64","Security","South East (England)","150","130","28050","21130"
"In post","2021","60-64","Security","South West (England)","150","130","25010","19560"
"In post","2021","60-64","Security","Wales","40","40","[c]","[c]"
"In post","2021","60-64","Security","West Midlands (England)","40","40","[c]","[c]"
"In post","2021","60-64","Security","Yorkshire and The Humber","40","30","[c]","[c]"
"In post","2021","60-64","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Social Research","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Social Research","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Social Research","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Social Research","Wales","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Statistics","East of England","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Statistics","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Statistics","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Statistics","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Statistics","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Statistics","Wales","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Statistics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Tax","East Midlands (England)","80","60","35340","31870"
"In post","2021","60-64","Tax","East of England","30","20","[c]","[c]"
"In post","2021","60-64","Tax","London","260","220","45690","39800"
"In post","2021","60-64","Tax","North East (England)","80","60","32400","28130"
"In post","2021","60-64","Tax","North West (England)","210","160","34820","31810"
"In post","2021","60-64","Tax","Northern Ireland","40","30","[c]","[c]"
"In post","2021","60-64","Tax","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Tax","Scotland","190","130","34240","31810"
"In post","2021","60-64","Tax","South East (England)","80","60","33890","31870"
"In post","2021","60-64","Tax","South West (England)","40","20","[c]","[c]"
"In post","2021","60-64","Tax","Wales","70","50","32610","31810"
"In post","2021","60-64","Tax","West Midlands (England)","90","70","37630","34340"
"In post","2021","60-64","Tax","Yorkshire and The Humber","70","50","39370","35000"
"In post","2021","60-64","Unknown","East Midlands (England)","450","350","25700","27570"
"In post","2021","60-64","Unknown","East of England","510","430","28770","27570"
"In post","2021","60-64","Unknown","London","980","840","37620","31880"
"In post","2021","60-64","Unknown","North East (England)","1050","780","25480","21010"
"In post","2021","60-64","Unknown","North West (England)","1750","1360","26390","27570"
"In post","2021","60-64","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Scotland","1830","1470","31430","27570"
"In post","2021","60-64","Unknown","South East (England)","830","690","27850","27570"
"In post","2021","60-64","Unknown","South West (England)","690","530","26640","27570"
"In post","2021","60-64","Unknown","Unknown","90","70","33090","27570"
"In post","2021","60-64","Unknown","Wales","560","420","25250","26420"
"In post","2021","60-64","Unknown","West Midlands (England)","850","660","25570","27570"
"In post","2021","60-64","Unknown","Yorkshire and The Humber","910","670","28170","27570"
"In post","2021","60-64","Veterinarian","East of England","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Veterinarian","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Veterinarian","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Veterinarian","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Veterinarian","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Veterinarian","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Veterinarian","Wales","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Veterinarian","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Veterinarian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","65+","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Commercial","East of England","[c]","[c]","[c]","[c]"
"In post","2021","65+","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Commercial","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Commercial","Wales","[c]","[c]","[c]","[c]"
"In post","2021","65+","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","East of England","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"In post","2021","65+","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data and Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data and Technology","East of England","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data and Technology","London","60","50","49720","46140"
"In post","2021","65+","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data and Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data and Technology","South West (England)","40","30","[c]","[c]"
"In post","2021","65+","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","65+","Economics","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Economics","Wales","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","London","60","60","39160","36570"
"In post","2021","65+","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","East of England","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","London","40","30","[c]","[c]"
"In post","2021","65+","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","65+","Inspector of Education and Training","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Inspector of Education and Training","East of England","[c]","[c]","[c]","[c]"
"In post","2021","65+","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Inspector of Education and Training","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Inspector of Education and Training","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Inspector of Education and Training","Wales","[c]","[c]","[c]","[c]"
"In post","2021","65+","Inspector of Education and Training","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Intelligence Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Intelligence Analysis","East of England","[c]","[c]","[c]","[c]"
"In post","2021","65+","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Intelligence Analysis","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Intelligence Analysis","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Intelligence Analysis","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Intelligence Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","International Trade","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","International Trade","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Knowledge and Information Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Knowledge and Information Management","East of England","[c]","[c]","[c]","[c]"
"In post","2021","65+","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Knowledge and Information Management","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Knowledge and Information Management","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Knowledge and Information Management","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Knowledge and Information Management","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Knowledge and Information Management","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Knowledge and Information Management","Wales","[c]","[c]","[c]","[c]"
"In post","2021","65+","Knowledge and Information Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Knowledge and Information Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","East of England","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","London","80","60","61390","61010"
"In post","2021","65+","Legal","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","Wales","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","65+","Medicine","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Medicine","East of England","[c]","[c]","[c]","[c]"
"In post","2021","65+","Medicine","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Medicine","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Medicine","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Medicine","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","65+","Medicine","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Medicine","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Medicine","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Medicine","Wales","[c]","[c]","[c]","[c]"
"In post","2021","65+","Medicine","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Medicine","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","65+","Operational Delivery","East Midlands (England)","200","140","25510","22160"
"In post","2021","65+","Operational Delivery","East of England","300","220","26090","23270"
"In post","2021","65+","Operational Delivery","London","900","720","29770","25760"
"In post","2021","65+","Operational Delivery","North East (England)","360","250","23340","21440"
"In post","2021","65+","Operational Delivery","North West (England)","630","450","24920","21440"
"In post","2021","65+","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","65+","Operational Delivery","Scotland","360","260","27000","23250"
"In post","2021","65+","Operational Delivery","South East (England)","680","480","25860","22660"
"In post","2021","65+","Operational Delivery","South West (England)","280","200","28600","26720"
"In post","2021","65+","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Operational Delivery","Wales","440","310","25840","22370"
"In post","2021","65+","Operational Delivery","West Midlands (England)","270","210","25830","21800"
"In post","2021","65+","Operational Delivery","Yorkshire and The Humber","310","220","25860","23270"
"In post","2021","65+","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Operational Research","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Operational Research","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Operational Research","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Operational Research","Wales","[c]","[c]","[c]","[c]"
"In post","2021","65+","Operational Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other","East Midlands (England)","50","50","22550","20720"
"In post","2021","65+","Other","East of England","60","50","23020","21130"
"In post","2021","65+","Other","London","140","120","33770","28670"
"In post","2021","65+","Other","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other","Scotland","70","50","28280","22860"
"In post","2021","65+","Other","South East (England)","200","180","27710","22080"
"In post","2021","65+","Other","South West (England)","180","160","28460","25050"
"In post","2021","65+","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other","Wales","30","30","[c]","[c]"
"In post","2021","65+","Other","West Midlands (England)","60","50","26770","25050"
"In post","2021","65+","Other","Yorkshire and The Humber","50","50","24100","21350"
"In post","2021","65+","Planning","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Planning Inspectors","South West (England)","40","20","[c]","[c]"
"In post","2021","65+","Planning Inspectors","Wales","[c]","[c]","[c]","[c]"
"In post","2021","65+","Policy","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Policy","East of England","[c]","[c]","[c]","[c]"
"In post","2021","65+","Policy","London","150","130","48640","45940"
"In post","2021","65+","Policy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Policy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Policy","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","65+","Policy","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Policy","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Policy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Policy","Wales","40","30","[c]","[c]"
"In post","2021","65+","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","London","50","40","[c]","[c]"
"In post","2021","65+","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","South East (England)","50","40","[c]","[c]"
"In post","2021","65+","Project Delivery","South West (England)","70","60","42140","40580"
"In post","2021","65+","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","East of England","30","30","[c]","[c]"
"In post","2021","65+","Property","London","50","40","[c]","[c]"
"In post","2021","65+","Property","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","South East (England)","50","50","31700","33280"
"In post","2021","65+","Property","South West (England)","40","30","[c]","[c]"
"In post","2021","65+","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Wales","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Yorkshire and The Humber","30","30","[c]","[c]"
"In post","2021","65+","Psychology","East of England","[c]","[c]","[c]","[c]"
"In post","2021","65+","Psychology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Psychology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Psychology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Science and Engineering","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Science and Engineering","East of England","30","30","[c]","[c]"
"In post","2021","65+","Science and Engineering","London","40","30","[c]","[c]"
"In post","2021","65+","Science and Engineering","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Science and Engineering","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Science and Engineering","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","65+","Science and Engineering","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Science and Engineering","South East (England)","90","70","38900","38080"
"In post","2021","65+","Science and Engineering","South West (England)","170","130","42180","40940"
"In post","2021","65+","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Science and Engineering","Wales","[c]","[c]","[c]","[c]"
"In post","2021","65+","Science and Engineering","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Science and Engineering","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","East of England","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","London","40","40","[c]","[c]"
"In post","2021","65+","Security","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","South East (England)","50","40","[c]","[c]"
"In post","2021","65+","Security","South West (England)","50","40","[c]","[c]"
"In post","2021","65+","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Wales","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","65+","Social Research","Wales","[c]","[c]","[c]","[c]"
"In post","2021","65+","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Statistics","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Statistics","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Statistics","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Statistics","Wales","[c]","[c]","[c]","[c]"
"In post","2021","65+","Statistics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","65+","Tax","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Tax","East of England","[c]","[c]","[c]","[c]"
"In post","2021","65+","Tax","London","80","60","40800","39190"
"In post","2021","65+","Tax","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Tax","North West (England)","60","30","38510","35000"
"In post","2021","65+","Tax","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Tax","Scotland","40","30","[c]","[c]"
"In post","2021","65+","Tax","South East (England)","30","20","[c]","[c]"
"In post","2021","65+","Tax","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Tax","Wales","[c]","[c]","[c]","[c]"
"In post","2021","65+","Tax","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Tax","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","East Midlands (England)","110","80","24740","21010"
"In post","2021","65+","Unknown","East of England","150","110","27520","27570"
"In post","2021","65+","Unknown","London","370","290","33780","31060"
"In post","2021","65+","Unknown","North East (England)","260","180","24650","21010"
"In post","2021","65+","Unknown","North West (England)","490","350","25120","22110"
"In post","2021","65+","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Scotland","470","360","30800","27570"
"In post","2021","65+","Unknown","South East (England)","250","190","26330","27570"
"In post","2021","65+","Unknown","South West (England)","210","150","25560","27570"
"In post","2021","65+","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Wales","150","100","24680","21440"
"In post","2021","65+","Unknown","West Midlands (England)","220","150","25960","27120"
"In post","2021","65+","Unknown","Yorkshire and The Humber","210","140","27480","27570"
"In post","2021","65+","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Veterinarian","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Veterinarian","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Veterinarian","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Veterinarian","Wales","[c]","[c]","[c]","[c]"
"In post","2021","65+","Veterinarian","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Veterinarian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Economics","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","Scotland","[c]","[c]","[c]","[c]"
