"Status","Year","Profession_of_post","Disability","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Other","Declared disabled","West Central Scotland","60","60","28700","23950"
"In post","2021","Other","Declared disabled","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Other","Declared disabled","West Wales and The Valleys","40","30","[c]","[c]"
"In post","2021","Other","Declared disabled","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other","Declared non-disabled","Bedfordshire and Hertfordshire","130","130","27860","25390"
"In post","2021","Other","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","630","610","26410","22080"
"In post","2021","Other","Declared non-disabled","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Other","Declared non-disabled","Cornwall and Isles of Scilly","150","140","23820","21130"
"In post","2021","Other","Declared non-disabled","Cumbria","60","60","22600","20980"
"In post","2021","Other","Declared non-disabled","Derbyshire and Nottinghamshire","150","150","33750","25680"
"In post","2021","Other","Declared non-disabled","Devon","280","270","26000","21580"
"In post","2021","Other","Declared non-disabled","Dorset and Somerset","410","390","26000","21580"
"In post","2021","Other","Declared non-disabled","East Anglia","560","540","23940","21130"
"In post","2021","Other","Declared non-disabled","East Wales","370","350","32060","26720"
"In post","2021","Other","Declared non-disabled","East Yorkshire and Northern Lincolnshire","260","260","26140","26670"
"In post","2021","Other","Declared non-disabled","Eastern Scotland","240","230","26920","21130"
"In post","2021","Other","Declared non-disabled","Essex","120","100","25850","22130"
"In post","2021","Other","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","2390","2280","32410","28700"
"In post","2021","Other","Declared non-disabled","Greater Manchester","170","160","33280","27370"
"In post","2021","Other","Declared non-disabled","Hampshire and Isle of Wight","1110","1070","29970","26350"
"In post","2021","Other","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","210","200","22640","20920"
"In post","2021","Other","Declared non-disabled","Highlands and Islands","140","130","21380","20520"
"In post","2021","Other","Declared non-disabled","Inner London - East","470","450","49340","43860"
"In post","2021","Other","Declared non-disabled","Inner London - West","1550","1510","42450","34700"
"In post","2021","Other","Declared non-disabled","Kent","100","90","24250","21580"
"In post","2021","Other","Declared non-disabled","Lancashire","70","70","28770","22080"
"In post","2021","Other","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","120","110","22480","20920"
"In post","2021","Other","Declared non-disabled","Lincolnshire","350","340","23370","20920"
"In post","2021","Other","Declared non-disabled","Merseyside","260","240","26980","24880"
"In post","2021","Other","Declared non-disabled","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other","Declared non-disabled","North Yorkshire","430","410","23170","20920"
"In post","2021","Other","Declared non-disabled","Northern Ireland","220","210","23930","21880"
"In post","2021","Other","Declared non-disabled","Northumberland and Tyne and Wear","110","100","28380","21590"
"In post","2021","Other","Declared non-disabled","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Other","Declared non-disabled","Outer London - South","440","430","37680","35070"
"In post","2021","Other","Declared non-disabled","Outer London - West and North West","280","250","29910","26000"
"In post","2021","Other","Declared non-disabled","Overseas","120","120","55350","64130"
"In post","2021","Other","Declared non-disabled","Shropshire and Staffordshire","510","490","27040","26670"
"In post","2021","Other","Declared non-disabled","South Yorkshire","90","90","30790","25310"
"In post","2021","Other","Declared non-disabled","Southern Scotland","160","160","30910","25670"
"In post","2021","Other","Declared non-disabled","Surrey, East and West Sussex","120","110","25660","21580"
"In post","2021","Other","Declared non-disabled","Tees Valley and Durham","50","50","[c]","[c]"
"In post","2021","Other","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Declared non-disabled","West Central Scotland","470","450","29710","24880"
"In post","2021","Other","Declared non-disabled","West Midlands","140","130","27900","21430"
"In post","2021","Other","Declared non-disabled","West Wales and The Valleys","510","480","40140","37410"
"In post","2021","Other","Declared non-disabled","West Yorkshire","90","80","33980","28130"
"In post","2021","Other","Undeclared","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","50","50","27250","23120"
"In post","2021","Other","Undeclared","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Other","Undeclared","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Other","Undeclared","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Other","Undeclared","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Other","Undeclared","Devon","30","30","[c]","[c]"
"In post","2021","Other","Undeclared","Dorset and Somerset","50","40","[c]","[c]"
"In post","2021","Other","Undeclared","East Anglia","50","50","22060","20920"
"In post","2021","Other","Undeclared","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Other","Undeclared","East Yorkshire and Northern Lincolnshire","40","40","[c]","[c]"
"In post","2021","Other","Undeclared","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other","Undeclared","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Other","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","200","190","34970","33000"
"In post","2021","Other","Undeclared","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Other","Undeclared","Hampshire and Isle of Wight","150","140","31470","26670"
"In post","2021","Other","Undeclared","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Other","Undeclared","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Other","Undeclared","Inner London - East","80","70","37600","32740"
"In post","2021","Other","Undeclared","Inner London - West","130","130","36340","30270"
"In post","2021","Other","Undeclared","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Other","Undeclared","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Other","Undeclared","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Other","Undeclared","Lincolnshire","40","30","[c]","[c]"
"In post","2021","Other","Undeclared","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Other","Undeclared","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other","Undeclared","North Yorkshire","50","50","[c]","[c]"
"In post","2021","Other","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Other","Undeclared","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Other","Undeclared","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Other","Undeclared","Outer London - South","30","30","[c]","[c]"
"In post","2021","Other","Undeclared","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Other","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Other","Undeclared","Shropshire and Staffordshire","70","60","25650","25950"
"In post","2021","Other","Undeclared","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other","Undeclared","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other","Undeclared","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Other","Undeclared","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Other","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Undeclared","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other","Undeclared","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Other","Undeclared","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Other","Undeclared","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","Berkshire, Buckinghamshire and Oxfordshire","150","140","27760","21870"
"In post","2021","Other","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","Cornwall and Isles of Scilly","40","40","[c]","[c]"
"In post","2021","Other","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","Devon","40","30","[c]","[c]"
"In post","2021","Other","Unknown","Dorset and Somerset","60","60","25820","20920"
"In post","2021","Other","Unknown","East Anglia","150","140","25200","21580"
"In post","2021","Other","Unknown","East Wales","50","40","[c]","[c]"
"In post","2021","Other","Unknown","East Yorkshire and Northern Lincolnshire","60","60","25940","26670"
"In post","2021","Other","Unknown","Eastern Scotland","410","390","33580","30930"
"In post","2021","Other","Unknown","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","340","320","31200","27340"
"In post","2021","Other","Unknown","Greater Manchester","30","30","[c]","[c]"
"In post","2021","Other","Unknown","Hampshire and Isle of Wight","200","200","27210","21580"
"In post","2021","Other","Unknown","Herefordshire, Worcestershire and Warwickshire","30","30","[c]","[c]"
"In post","2021","Other","Unknown","Highlands and Islands","30","20","[c]","[c]"
"In post","2021","Other","Unknown","Inner London - East","200","200","46550","41010"
"In post","2021","Other","Unknown","Inner London - West","440","430","40670","32120"
"In post","2021","Other","Unknown","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","Lincolnshire","50","50","[c]","[c]"
"In post","2021","Other","Unknown","Merseyside","40","40","[c]","[c]"
"In post","2021","Other","Unknown","North Eastern Scotland","50","50","27200","25870"
"In post","2021","Other","Unknown","North Yorkshire","60","60","22220","20720"
"In post","2021","Other","Unknown","Northern Ireland","40","40","[c]","[c]"
"In post","2021","Other","Unknown","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","Outer London - South","100","90","38300","30600"
"In post","2021","Other","Unknown","Outer London - West and North West","90","80","32870","27230"
"In post","2021","Other","Unknown","Overseas","240","240","47690","46620"
"In post","2021","Other","Unknown","Shropshire and Staffordshire","50","50","[c]","[c]"
"In post","2021","Other","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","Southern Scotland","50","40","[c]","[c]"
"In post","2021","Other","Unknown","Surrey, East and West Sussex","50","40","[c]","[c]"
"In post","2021","Other","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","Unknown","1840","1840","37640","34460"
"In post","2021","Other","Unknown","West Central Scotland","220","200","29110","25920"
"In post","2021","Other","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","West Wales and The Valleys","40","40","[c]","[c]"
"In post","2021","Other","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Declared disabled","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Declared disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Declared disabled","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Declared disabled","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Declared disabled","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Declared disabled","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Declared disabled","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Declared disabled","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Declared disabled","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Declared disabled","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Declared disabled","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Declared non-disabled","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Declared non-disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Declared non-disabled","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","[c]","[c]"
"In post","2021","Planning","Declared non-disabled","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Declared non-disabled","Inner London - West","80","80","48720","44630"
"In post","2021","Planning","Declared non-disabled","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Declared non-disabled","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Declared non-disabled","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Declared non-disabled","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Declared non-disabled","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Declared non-disabled","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Undeclared","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Undeclared","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Undeclared","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Undeclared","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Unknown","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Declared disabled","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Declared non-disabled","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","240","210","58100","58810"
"In post","2021","Planning Inspectors","Undeclared","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Unknown","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","60","50","56300","58810"
"In post","2021","Policy","Declared disabled","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Declared disabled","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Declared disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Declared disabled","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Declared disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Declared disabled","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Declared disabled","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Declared disabled","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Declared disabled","East Wales","60","60","42290","37410"
"In post","2021","Policy","Declared disabled","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Declared disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Declared disabled","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","60","60","38230","35900"
"In post","2021","Policy","Declared disabled","Greater Manchester","70","70","37800","36340"
"In post","2021","Policy","Declared disabled","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Declared disabled","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Declared disabled","Inner London - East","50","40","[c]","[c]"
"In post","2021","Policy","Declared disabled","Inner London - West","1570","1530","47280","41970"
"In post","2021","Policy","Declared disabled","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Declared disabled","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Declared disabled","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Declared disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Declared disabled","Merseyside","30","30","[c]","[c]"
"In post","2021","Policy","Declared disabled","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Declared disabled","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Declared disabled","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Declared disabled","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Declared disabled","Outer London - South","60","50","37740","31180"
"In post","2021","Policy","Declared disabled","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Declared disabled","Overseas","130","130","49730","52720"
"In post","2021","Policy","Declared disabled","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Declared disabled","South Yorkshire","70","60","40430","36870"
"In post","2021","Policy","Declared disabled","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Declared disabled","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Declared disabled","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Declared disabled","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Declared disabled","West Midlands","40","40","[c]","[c]"
"In post","2021","Policy","Declared disabled","West Wales and The Valleys","50","50","34450","34490"
"In post","2021","Policy","Declared disabled","West Yorkshire","40","40","[c]","[c]"
"In post","2021","Policy","Declared non-disabled","Bedfordshire and Hertfordshire","40","40","[c]","[c]"
"In post","2021","Policy","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","50","50","41570","37560"
"In post","2021","Policy","Declared non-disabled","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Declared non-disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Declared non-disabled","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Declared non-disabled","Derbyshire and Nottinghamshire","180","170","42200","37860"
"In post","2021","Policy","Declared non-disabled","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Declared non-disabled","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Declared non-disabled","East Anglia","50","50","42460","40330"
"In post","2021","Policy","Declared non-disabled","East Wales","1040","1000","44260","37410"
"In post","2021","Policy","Declared non-disabled","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Declared non-disabled","Eastern Scotland","40","40","[c]","[c]"
"In post","2021","Policy","Declared non-disabled","Essex","40","40","[c]","[c]"
"In post","2021","Policy","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","500","470","41630","36970"
"In post","2021","Policy","Declared non-disabled","Greater Manchester","400","390","43190","38630"
"In post","2021","Policy","Declared non-disabled","Hampshire and Isle of Wight","220","210","39100","38650"
"In post","2021","Policy","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","30","30","[c]","[c]"
"In post","2021","Policy","Declared non-disabled","Inner London - East","350","330","53260","54390"
"In post","2021","Policy","Declared non-disabled","Inner London - West","12250","11930","50260","52300"
"In post","2021","Policy","Declared non-disabled","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Declared non-disabled","Lancashire","60","60","36360","33300"
"In post","2021","Policy","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Declared non-disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Declared non-disabled","Merseyside","150","140","41740","38630"
"In post","2021","Policy","Declared non-disabled","North Eastern Scotland","60","60","52390","51310"
"In post","2021","Policy","Declared non-disabled","North Yorkshire","190","180","38030","35900"
"In post","2021","Policy","Declared non-disabled","Northern Ireland","50","50","[c]","[c]"
"In post","2021","Policy","Declared non-disabled","Northumberland and Tyne and Wear","110","100","43280","38630"
"In post","2021","Policy","Declared non-disabled","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Declared non-disabled","Outer London - South","450","430","43720","38540"
"In post","2021","Policy","Declared non-disabled","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Declared non-disabled","Overseas","1290","1290","52460","53470"
"In post","2021","Policy","Declared non-disabled","Shropshire and Staffordshire","50","50","35770","34240"
"In post","2021","Policy","Declared non-disabled","South Yorkshire","450","430","44220","41400"
"In post","2021","Policy","Declared non-disabled","Southern Scotland","80","80","49820","50490"
"In post","2021","Policy","Declared non-disabled","Surrey, East and West Sussex","30","30","[c]","[c]"
"In post","2021","Policy","Declared non-disabled","Tees Valley and Durham","140","130","38930","36960"
"In post","2021","Policy","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Declared non-disabled","West Central Scotland","100","100","35000","30890"
"In post","2021","Policy","Declared non-disabled","West Midlands","340","330","41980","36780"
"In post","2021","Policy","Declared non-disabled","West Wales and The Valleys","600","570","39250","37410"
"In post","2021","Policy","Declared non-disabled","West Yorkshire","240","230","45910","42570"
"In post","2021","Policy","Undeclared","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Undeclared","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Undeclared","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Undeclared","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Undeclared","East Wales","60","50","39140","37410"
"In post","2021","Policy","Undeclared","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Undeclared","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Undeclared","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Undeclared","Greater Manchester","30","30","[c]","[c]"
"In post","2021","Policy","Undeclared","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Undeclared","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Undeclared","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Undeclared","Inner London - West","1130","1120","48030","45200"
"In post","2021","Policy","Undeclared","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Undeclared","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Undeclared","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Undeclared","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Undeclared","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Undeclared","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Undeclared","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Undeclared","Outer London - South","40","30","[c]","[c]"
"In post","2021","Policy","Undeclared","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Undeclared","Overseas","70","70","53120","54540"
"In post","2021","Policy","Undeclared","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Undeclared","South Yorkshire","40","40","[c]","[c]"
"In post","2021","Policy","Undeclared","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Undeclared","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Undeclared","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Undeclared","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Undeclared","West Midlands","40","30","[c]","[c]"
"In post","2021","Policy","Undeclared","West Wales and The Valleys","40","40","[c]","[c]"
"In post","2021","Policy","Undeclared","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","East Wales","80","80","41310","36740"
"In post","2021","Policy","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","110","100","40280","36950"
"In post","2021","Policy","Unknown","Greater Manchester","120","120","36480","36500"
"In post","2021","Policy","Unknown","Hampshire and Isle of Wight","50","50","36960","34140"
"In post","2021","Policy","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","Inner London - East","80","70","54220","58760"
"In post","2021","Policy","Unknown","Inner London - West","3620","3550","47530","41950"
"In post","2021","Policy","Unknown","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","North Yorkshire","40","40","[c]","[c]"
"In post","2021","Policy","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","Outer London - South","70","70","34470","28530"
