"Status","Year","Profession_of_post","Disability","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Finance","Declared disabled","20-29","90","90","32670","29740"
"In post","2022","Finance","Declared disabled","30-39","170","160","39680","36050"
"In post","2022","Finance","Declared disabled","40-49","300","280","39010","34270"
"In post","2022","Finance","Declared disabled","50-59","430","410","39420","34610"
"In post","2022","Finance","Declared disabled","60-64","100","90","36950","33630"
"In post","2022","Finance","Declared disabled","65+","40","30","[c]","[c]"
"In post","2022","Finance","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Declared non-disabled","20-29","960","960","32910","30720"
"In post","2022","Finance","Declared non-disabled","30-39","1670","1600","41300","37930"
"In post","2022","Finance","Declared non-disabled","40-49","2300","2210","43340","39370"
"In post","2022","Finance","Declared non-disabled","50-59","2810","2740","42540","38110"
"In post","2022","Finance","Declared non-disabled","60-64","630","560","38460","34290"
"In post","2022","Finance","Declared non-disabled","65+","200","170","36050","33300"
"In post","2022","Finance","Undeclared","20-29","40","40","[c]","[c]"
"In post","2022","Finance","Undeclared","30-39","100","100","43410","40550"
"In post","2022","Finance","Undeclared","40-49","180","170","40340","36490"
"In post","2022","Finance","Undeclared","50-59","260","250","39970","35470"
"In post","2022","Finance","Undeclared","60-64","70","60","38750","35700"
"In post","2022","Finance","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","20-29","520","510","32940","30450"
"In post","2022","Finance","Unknown","30-39","530","510","41340","38410"
"In post","2022","Finance","Unknown","40-49","430","410","42350","40000"
"In post","2022","Finance","Unknown","50-59","360","340","43210","40180"
"In post","2022","Finance","Unknown","60-64","90","80","40220","35480"
"In post","2022","Finance","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Declared non-disabled","20-29","60","60","26810","26740"
"In post","2022","Geography","Declared non-disabled","30-39","80","70","32700","33290"
"In post","2022","Geography","Declared non-disabled","40-49","60","60","34490","33290"
"In post","2022","Geography","Declared non-disabled","50-59","70","70","32560","33290"
"In post","2022","Geography","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Undeclared","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Undeclared","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Undeclared","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Unknown","20-29","50","50","[c]","[c]"
"In post","2022","Geography","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared disabled","20-29","150","140","33750","31990"
"In post","2022","Human Resources","Declared disabled","30-39","220","210","39390","33680"
"In post","2022","Human Resources","Declared disabled","40-49","320","300","41510","37580"
"In post","2022","Human Resources","Declared disabled","50-59","460","450","41490","37560"
"In post","2022","Human Resources","Declared disabled","60-64","100","80","37820","33520"
"In post","2022","Human Resources","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","20-29","800","790","31960","30190"
"In post","2022","Human Resources","Declared non-disabled","30-39","1460","1390","37970","34260"
"In post","2022","Human Resources","Declared non-disabled","40-49","1710","1620","42980","38720"
"In post","2022","Human Resources","Declared non-disabled","50-59","1920","1840","41200","37460"
"In post","2022","Human Resources","Declared non-disabled","60-64","440","370","37280","33360"
"In post","2022","Human Resources","Declared non-disabled","65+","100","80","35680","31980"
"In post","2022","Human Resources","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","20-29","40","40","[c]","[c]"
"In post","2022","Human Resources","Undeclared","30-39","80","80","40270","38550"
"In post","2022","Human Resources","Undeclared","40-49","130","130","38800","37020"
"In post","2022","Human Resources","Undeclared","50-59","190","180","39710","34900"
"In post","2022","Human Resources","Undeclared","60-64","40","30","[c]","[c]"
"In post","2022","Human Resources","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","20-29","360","360","30790","28590"
"In post","2022","Human Resources","Unknown","30-39","400","380","36710","32790"
"In post","2022","Human Resources","Unknown","40-49","320","310","40220","36430"
"In post","2022","Human Resources","Unknown","50-59","270","260","39730","36620"
"In post","2022","Human Resources","Unknown","60-64","50","40","[c]","[c]"
"In post","2022","Human Resources","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Declared disabled","50-59","40","40","[c]","[c]"
"In post","2022","Inspector of Education and Training","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Declared non-disabled","30-39","90","90","59120","51360"
"In post","2022","Inspector of Education and Training","Declared non-disabled","40-49","270","270","65000","64520"
"In post","2022","Inspector of Education and Training","Declared non-disabled","50-59","340","340","67810","75480"
"In post","2022","Inspector of Education and Training","Declared non-disabled","60-64","70","70","71000","75500"
"In post","2022","Inspector of Education and Training","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Unknown","50-59","30","30","[c]","[c]"
"In post","2022","Inspector of Education and Training","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Declared disabled","20-29","40","40","[c]","[c]"
"In post","2022","Intelligence Analysis","Declared disabled","30-39","50","40","[c]","[c]"
"In post","2022","Intelligence Analysis","Declared disabled","40-49","80","70","34050","30630"
"In post","2022","Intelligence Analysis","Declared disabled","50-59","110","100","33870","31520"
"In post","2022","Intelligence Analysis","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Declared non-disabled","20-29","330","330","31010","29250"
"In post","2022","Intelligence Analysis","Declared non-disabled","30-39","640","610","33600","30830"
"In post","2022","Intelligence Analysis","Declared non-disabled","40-49","580","550","34760","30820"
"In post","2022","Intelligence Analysis","Declared non-disabled","50-59","610","590","34130","30840"
"In post","2022","Intelligence Analysis","Declared non-disabled","60-64","120","100","33570","30500"
"In post","2022","Intelligence Analysis","Declared non-disabled","65+","40","30","[c]","[c]"
"In post","2022","Intelligence Analysis","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Undeclared","30-39","60","50","34530","32740"
"In post","2022","Intelligence Analysis","Undeclared","40-49","70","70","35170","32060"
"In post","2022","Intelligence Analysis","Undeclared","50-59","100","100","34120","31520"
"In post","2022","Intelligence Analysis","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","20-29","120","110","31390","28700"
"In post","2022","Intelligence Analysis","Unknown","30-39","100","90","37430","33900"
"In post","2022","Intelligence Analysis","Unknown","40-49","60","60","39920","34430"
"In post","2022","Intelligence Analysis","Unknown","50-59","60","60","33700","30820"
"In post","2022","Intelligence Analysis","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared disabled","50-59","40","40","[c]","[c]"
"In post","2022","Internal Audit","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared non-disabled","20-29","40","40","[c]","[c]"
"In post","2022","Internal Audit","Declared non-disabled","30-39","100","100","40860","40110"
"In post","2022","Internal Audit","Declared non-disabled","40-49","140","140","47160","44020"
"In post","2022","Internal Audit","Declared non-disabled","50-59","240","230","50350","47270"
"In post","2022","Internal Audit","Declared non-disabled","60-64","50","40","42490","42930"
"In post","2022","Internal Audit","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Undeclared","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Undeclared","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Undeclared","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Declared disabled","20-29","30","30","[c]","[c]"
"In post","2022","International Trade","Declared disabled","30-39","40","40","[c]","[c]"
"In post","2022","International Trade","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Declared disabled","50-59","30","30","[c]","[c]"
"In post","2022","International Trade","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Declared non-disabled","20-29","230","230","37740","34330"
"In post","2022","International Trade","Declared non-disabled","30-39","260","250","51020","51970"
"In post","2022","International Trade","Declared non-disabled","40-49","160","160","52680","51970"
"In post","2022","International Trade","Declared non-disabled","50-59","180","170","51230","47980"
"In post","2022","International Trade","Declared non-disabled","60-64","40","40","[c]","[c]"
"In post","2022","International Trade","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Undeclared","30-39","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Undeclared","40-49","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Undeclared","50-59","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Unknown","20-29","240","240","38980","38160"
"In post","2022","International Trade","Unknown","30-39","220","210","47670","51710"
"In post","2022","International Trade","Unknown","40-49","70","70","54880","54700"
"In post","2022","International Trade","Unknown","50-59","50","50","[c]","[c]"
"In post","2022","International Trade","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Declared disabled","30-39","30","30","[c]","[c]"
"In post","2022","Knowledge and Information Management","Declared disabled","40-49","90","80","36830","33350"
"In post","2022","Knowledge and Information Management","Declared disabled","50-59","120","110","34470","31990"
"In post","2022","Knowledge and Information Management","Declared disabled","60-64","40","40","[c]","[c]"
"In post","2022","Knowledge and Information Management","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Declared non-disabled","20-29","200","200","30520","28050"
"In post","2022","Knowledge and Information Management","Declared non-disabled","30-39","330","320","35120","31990"
"In post","2022","Knowledge and Information Management","Declared non-disabled","40-49","400","390","37600","35300"
"In post","2022","Knowledge and Information Management","Declared non-disabled","50-59","540","520","36440","33300"
"In post","2022","Knowledge and Information Management","Declared non-disabled","60-64","150","130","33730","31880"
"In post","2022","Knowledge and Information Management","Declared non-disabled","65+","40","30","[c]","[c]"
"In post","2022","Knowledge and Information Management","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Undeclared","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Undeclared","40-49","40","40","[c]","[c]"
"In post","2022","Knowledge and Information Management","Undeclared","50-59","60","60","35670","33300"
"In post","2022","Knowledge and Information Management","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","20-29","60","60","32110","28460"
"In post","2022","Knowledge and Information Management","Unknown","30-39","50","50","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","40-49","60","60","36280","35980"
"In post","2022","Knowledge and Information Management","Unknown","50-59","60","60","39350","35180"
"In post","2022","Knowledge and Information Management","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Declared disabled","20-29","60","60","36330","33460"
"In post","2022","Legal","Declared disabled","30-39","180","180","46980","48830"
"In post","2022","Legal","Declared disabled","40-49","290","270","48060","48830"
"In post","2022","Legal","Declared disabled","50-59","390","360","52420","54200"
"In post","2022","Legal","Declared disabled","60-64","90","80","52190","55610"
"In post","2022","Legal","Declared disabled","65+","30","20","[c]","[c]"
"In post","2022","Legal","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Declared non-disabled","20-29","840","830","35950","33080"
"In post","2022","Legal","Declared non-disabled","30-39","2130","2040","47910","50500"
"In post","2022","Legal","Declared non-disabled","40-49","2500","2310","53260","53440"
"In post","2022","Legal","Declared non-disabled","50-59","2450","2300","53010","54160"
"In post","2022","Legal","Declared non-disabled","60-64","480","390","53220","55610"
"In post","2022","Legal","Declared non-disabled","65+","160","120","52140","55610"
"In post","2022","Legal","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Undeclared","30-39","100","100","43650","40180"
"In post","2022","Legal","Undeclared","40-49","170","160","48400","43860"
"In post","2022","Legal","Undeclared","50-59","200","180","48820","44630"
"In post","2022","Legal","Undeclared","60-64","50","40","[c]","[c]"
"In post","2022","Legal","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","20-29","420","420","33430","31020"
"In post","2022","Legal","Unknown","30-39","720","700","43750","43620"
"In post","2022","Legal","Unknown","40-49","660","620","48900","48080"
"In post","2022","Legal","Unknown","50-59","580","550","48610","46100"
"In post","2022","Legal","Unknown","60-64","100","80","48270","45870"
"In post","2022","Legal","Unknown","65+","40","30","[c]","[c]"
"In post","2022","Medicine","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Declared disabled","40-49","30","30","[c]","[c]"
"In post","2022","Medicine","Declared disabled","50-59","40","40","[c]","[c]"
"In post","2022","Medicine","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Declared non-disabled","20-29","80","70","32540","31530"
"In post","2022","Medicine","Declared non-disabled","30-39","360","320","45770","39030"
"In post","2022","Medicine","Declared non-disabled","40-49","490","430","56850","47130"
"In post","2022","Medicine","Declared non-disabled","50-59","450","400","57410","45840"
"In post","2022","Medicine","Declared non-disabled","60-64","120","110","58250","45840"
"In post","2022","Medicine","Declared non-disabled","65+","40","30","[c]","[c]"
"In post","2022","Medicine","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Undeclared","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Undeclared","40-49","30","30","[c]","[c]"
"In post","2022","Medicine","Undeclared","50-59","30","30","[c]","[c]"
"In post","2022","Medicine","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Unknown","20-29","60","60","33750","32640"
"In post","2022","Medicine","Unknown","30-39","190","170","46010","39030"
"In post","2022","Medicine","Unknown","40-49","210","180","58900","52250"
"In post","2022","Medicine","Unknown","50-59","210","190","73560","71530"
"In post","2022","Medicine","Unknown","60-64","60","50","81800","75970"
"In post","2022","Medicine","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Declared disabled","20-29","2630","2570","25850","24920"
"In post","2022","Operational Delivery","Declared disabled","30-39","4450","4160","27690","27130"
"In post","2022","Operational Delivery","Declared disabled","40-49","7060","6430","28570","27570"
"In post","2022","Operational Delivery","Declared disabled","50-59","11780","10700","28500","27570"
"In post","2022","Operational Delivery","Declared disabled","60-64","4140","3290","27020","26780"
"In post","2022","Operational Delivery","Declared disabled","65+","1250","920","26470","25210"
"In post","2022","Operational Delivery","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Declared non-disabled","16-19","360","340","22150","21260"
"In post","2022","Operational Delivery","Declared non-disabled","20-29","23460","22990","25910","25040"
"In post","2022","Operational Delivery","Declared non-disabled","30-39","34500","32190","28480","27570"
"In post","2022","Operational Delivery","Declared non-disabled","40-49","39030","35880","29990","27570"
"In post","2022","Operational Delivery","Declared non-disabled","50-59","50190","46110","29830","27570"
"In post","2022","Operational Delivery","Declared non-disabled","60-64","15400","12280","27870","26780"
"In post","2022","Operational Delivery","Declared non-disabled","65+","4840","3580","26940","25360"
"In post","2022","Operational Delivery","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Undeclared","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Undeclared","20-29","1050","1030","26230","26250"
"In post","2022","Operational Delivery","Undeclared","30-39","2610","2440","28520","27570"
"In post","2022","Operational Delivery","Undeclared","40-49","3520","3290","30280","27570"
"In post","2022","Operational Delivery","Undeclared","50-59","5590","5200","30250","28550"
"In post","2022","Operational Delivery","Undeclared","60-64","1650","1290","27760","27130"
"In post","2022","Operational Delivery","Undeclared","65+","490","360","27210","25480"
"In post","2022","Operational Delivery","Unknown","16-19","280","260","21830","21250"
"In post","2022","Operational Delivery","Unknown","20-29","11270","11070","25910","24590"
"In post","2022","Operational Delivery","Unknown","30-39","10100","9610","28800","26820"
"In post","2022","Operational Delivery","Unknown","40-49","7400","6910","31040","26900"
"In post","2022","Operational Delivery","Unknown","50-59","8650","7930","31230","27400"
"In post","2022","Operational Delivery","Unknown","60-64","2510","2000","29000","25860"
"In post","2022","Operational Delivery","Unknown","65+","760","560","28510","25690"
"In post","2022","Operational Research","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Declared non-disabled","20-29","240","230","35200","34260"
"In post","2022","Operational Research","Declared non-disabled","30-39","260","260","46530","47010"
"In post","2022","Operational Research","Declared non-disabled","40-49","190","180","50380","47590"
"In post","2022","Operational Research","Declared non-disabled","50-59","150","140","51480","48090"
"In post","2022","Operational Research","Declared non-disabled","60-64","30","30","[c]","[c]"
"In post","2022","Operational Research","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Undeclared","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Undeclared","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Undeclared","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Unknown","20-29","50","50","34570","34260"
"In post","2022","Operational Research","Unknown","30-39","40","30","[c]","[c]"
"In post","2022","Operational Research","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Other","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Other","Declared disabled","20-29","280","280","25650","24750"
"In post","2022","Other","Declared disabled","30-39","460","430","28820","27570"
"In post","2022","Other","Declared disabled","40-49","690","630","29320","27570"
"In post","2022","Other","Declared disabled","50-59","1340","1260","28970","27570"
"In post","2022","Other","Declared disabled","60-64","420","360","27350","26060"
"In post","2022","Other","Declared disabled","65+","140","110","26070","22330"
"In post","2022","Other","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other","Declared non-disabled","16-19","50","50","22130","21260"
"In post","2022","Other","Declared non-disabled","20-29","2220","2180","26660","25750"
"In post","2022","Other","Declared non-disabled","30-39","3400","3200","31560","27570"
"In post","2022","Other","Declared non-disabled","40-49","4210","3980","33140","27570"
"In post","2022","Other","Declared non-disabled","50-59","6680","6390","30310","26670"
"In post","2022","Other","Declared non-disabled","60-64","2360","2140","28790","25630"
"In post","2022","Other","Declared non-disabled","65+","740","640","27420","22330"
"In post","2022","Other","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other","Undeclared","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Other","Undeclared","20-29","100","100","25270","22170"
"In post","2022","Other","Undeclared","30-39","250","240","28100","27570"
"In post","2022","Other","Undeclared","40-49","330","310","29670","26670"
"In post","2022","Other","Undeclared","50-59","630","610","28500","26350"
"In post","2022","Other","Undeclared","60-64","260","240","28490","26670"
"In post","2022","Other","Undeclared","65+","100","80","28230","23740"
"In post","2022","Other","Unknown","16-19","50","50","18720","17140"
"In post","2022","Other","Unknown","20-29","980","970","28160","27570"
"In post","2022","Other","Unknown","30-39","1240","1200","35270","32700"
"In post","2022","Other","Unknown","40-49","1240","1210","37410","33270"
"In post","2022","Other","Unknown","50-59","1620","1580","36180","32700"
"In post","2022","Other","Unknown","60-64","440","410","32970","30720"
"In post","2022","Other","Unknown","65+","150","130","31170","28190"
"In post","2022","Planning","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Declared non-disabled","30-39","50","50","41770","39990"
"In post","2022","Planning","Declared non-disabled","40-49","50","40","[c]","[c]"
"In post","2022","Planning","Declared non-disabled","50-59","40","40","[c]","[c]"
"In post","2022","Planning","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Undeclared","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Undeclared","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Undeclared","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Declared non-disabled","30-39","40","40","[c]","[c]"
"In post","2022","Planning Inspectors","Declared non-disabled","40-49","80","80","53880","47660"
"In post","2022","Planning Inspectors","Declared non-disabled","50-59","90","80","57380","58810"
"In post","2022","Planning Inspectors","Declared non-disabled","60-64","30","20","[c]","[c]"
"In post","2022","Planning Inspectors","Declared non-disabled","65+","30","20","[c]","[c]"
"In post","2022","Planning Inspectors","Undeclared","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Undeclared","40-49","[c]","[c]","[c]","[c]"
