"Status","Year","Sexual_orientation","Disability","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Heterosexual / straight","Declared non-disabled","Overseas","50","50","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Declared non-disabled","Scotland","1090","990","32370","27570"
"Leaver CS","2022","Heterosexual / straight","Declared non-disabled","South East (England)","2220","2030","30970","27570"
"Leaver CS","2022","Heterosexual / straight","Declared non-disabled","South West (England)","2090","1930","32980","28560"
"Leaver CS","2022","Heterosexual / straight","Declared non-disabled","Unknown","310","270","29150","21840"
"Leaver CS","2022","Heterosexual / straight","Declared non-disabled","Wales","930","830","32270","27570"
"Leaver CS","2022","Heterosexual / straight","Declared non-disabled","West Midlands (England)","1160","1060","31420","27570"
"Leaver CS","2022","Heterosexual / straight","Declared non-disabled","Yorkshire and The Humber","1520","1360","30470","27570"
"Leaver CS","2022","Heterosexual / straight","Undeclared","East Midlands (England)","70","60","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","East of England","80","70","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","London","150","140","38750","33610"
"Leaver CS","2022","Heterosexual / straight","Undeclared","North East (England)","50","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","North West (England)","90","70","23490","21260"
"Leaver CS","2022","Heterosexual / straight","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","Scotland","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","South East (England)","160","150","28400","26640"
"Leaver CS","2022","Heterosexual / straight","Undeclared","South West (England)","80","70","30280","27240"
"Leaver CS","2022","Heterosexual / straight","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","Wales","70","60","29030","23880"
"Leaver CS","2022","Heterosexual / straight","Undeclared","West Midlands (England)","60","50","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","Yorkshire and The Humber","70","60","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","East Midlands (England)","50","50","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","East of England","90","80","35200","32960"
"Leaver CS","2022","Heterosexual / straight","Unknown","London","450","370","42530","35050"
"Leaver CS","2022","Heterosexual / straight","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","North West (England)","130","120","36490","34140"
"Leaver CS","2022","Heterosexual / straight","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Scotland","180","170","36640","35000"
"Leaver CS","2022","Heterosexual / straight","Unknown","South East (England)","190","160","29380","23050"
"Leaver CS","2022","Heterosexual / straight","Unknown","South West (England)","150","140","35300","33100"
"Leaver CS","2022","Heterosexual / straight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Wales","50","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","West Midlands (England)","90","80","35680","30950"
"Leaver CS","2022","Heterosexual / straight","Unknown","Yorkshire and The Humber","110","80","34120","33300"
"Leaver CS","2022","LGBO","Declared disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Declared disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Declared disabled","London","120","120","37530","31520"
"Leaver CS","2022","LGBO","Declared disabled","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Declared disabled","North West (England)","40","40","[c]","[c]"
"Leaver CS","2022","LGBO","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Declared disabled","South East (England)","50","50","[c]","[c]"
"Leaver CS","2022","LGBO","Declared disabled","South West (England)","40","40","[c]","[c]"
"Leaver CS","2022","LGBO","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Declared disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Declared disabled","West Midlands (England)","30","30","[c]","[c]"
"Leaver CS","2022","LGBO","Declared disabled","Yorkshire and The Humber","30","30","[c]","[c]"
"Leaver CS","2022","LGBO","Declared non-disabled","East Midlands (England)","50","50","[c]","[c]"
"Leaver CS","2022","LGBO","Declared non-disabled","East of England","80","70","[c]","[c]"
"Leaver CS","2022","LGBO","Declared non-disabled","London","310","300","40450","34410"
"Leaver CS","2022","LGBO","Declared non-disabled","North East (England)","50","50","[c]","[c]"
"Leaver CS","2022","LGBO","Declared non-disabled","North West (England)","120","120","28100","25260"
"Leaver CS","2022","LGBO","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Declared non-disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Declared non-disabled","Scotland","70","70","28500","26780"
"Leaver CS","2022","LGBO","Declared non-disabled","South East (England)","160","150","31550","27570"
"Leaver CS","2022","LGBO","Declared non-disabled","South West (England)","110","100","28920","27570"
"Leaver CS","2022","LGBO","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Declared non-disabled","Wales","60","50","[c]","[c]"
"Leaver CS","2022","LGBO","Declared non-disabled","West Midlands (England)","70","60","[c]","[c]"
"Leaver CS","2022","LGBO","Declared non-disabled","Yorkshire and The Humber","100","100","28730","26520"
"Leaver CS","2022","LGBO","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Undeclared","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Undeclared","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","London","40","30","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Declared disabled","East Midlands (England)","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Declared disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Declared disabled","London","100","90","35300","31060"
"Leaver CS","2022","Undeclared","Declared disabled","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Declared disabled","North West (England)","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Declared disabled","South East (England)","40","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Declared disabled","South West (England)","50","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Declared disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Declared disabled","Yorkshire and The Humber","30","20","[c]","[c]"
"Leaver CS","2022","Undeclared","Declared non-disabled","East Midlands (England)","80","70","27480","26800"
"Leaver CS","2022","Undeclared","Declared non-disabled","East of England","110","90","30040","27570"
"Leaver CS","2022","Undeclared","Declared non-disabled","London","420","380","40950","34260"
"Leaver CS","2022","Undeclared","Declared non-disabled","North East (England)","70","60","27260","21840"
"Leaver CS","2022","Undeclared","Declared non-disabled","North West (England)","150","120","30080","27370"
"Leaver CS","2022","Undeclared","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Declared non-disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Declared non-disabled","Scotland","110","90","30820","26780"
"Leaver CS","2022","Undeclared","Declared non-disabled","South East (England)","210","180","31300","27570"
"Leaver CS","2022","Undeclared","Declared non-disabled","South West (England)","230","200","32910","29210"
"Leaver CS","2022","Undeclared","Declared non-disabled","Unknown","70","50","23550","21720"
"Leaver CS","2022","Undeclared","Declared non-disabled","Wales","80","70","33320","26780"
"Leaver CS","2022","Undeclared","Declared non-disabled","West Midlands (England)","110","90","30200","27570"
"Leaver CS","2022","Undeclared","Declared non-disabled","Yorkshire and The Humber","140","120","30580","27570"
"Leaver CS","2022","Undeclared","Undeclared","East Midlands (England)","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","East of England","50","50","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","London","160","150","44220","40410"
"Leaver CS","2022","Undeclared","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","North West (England)","70","60","29350","25850"
"Leaver CS","2022","Undeclared","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","South East (England)","90","80","32020","27570"
"Leaver CS","2022","Undeclared","Undeclared","South West (England)","100","90","35190","36180"
"Leaver CS","2022","Undeclared","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","West Midlands (England)","40","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Yorkshire and The Humber","40","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","London","380","120","42780","40070"
"Leaver CS","2022","Undeclared","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","South East (England)","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","South West (England)","40","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Unknown","70","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Yorkshire and The Humber","90","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","East Midlands (England)","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","London","110","70","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","North East (England)","80","60","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","North West (England)","100","70","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Scotland","110","90","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","South East (England)","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Wales","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","West Midlands (England)","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Yorkshire and The Humber","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","East Midlands (England)","230","190","27760","27570"
"Leaver CS","2022","Unknown","Declared non-disabled","East of England","160","140","30350","27570"
"Leaver CS","2022","Unknown","Declared non-disabled","London","650","480","46320","37850"
"Leaver CS","2022","Unknown","Declared non-disabled","North East (England)","520","410","26660","22110"
"Leaver CS","2022","Unknown","Declared non-disabled","North West (England)","710","590","28780","26120"
"Leaver CS","2022","Unknown","Declared non-disabled","Northern Ireland","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Scotland","710","590","31260","27010"
"Leaver CS","2022","Unknown","Declared non-disabled","South East (England)","280","230","33840","29230"
"Leaver CS","2022","Unknown","Declared non-disabled","South West (England)","270","230","32030","29230"
"Leaver CS","2022","Unknown","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Wales","280","220","26420","21260"
"Leaver CS","2022","Unknown","Declared non-disabled","West Midlands (England)","320","260","30180","26120"
"Leaver CS","2022","Unknown","Declared non-disabled","Yorkshire and The Humber","330","270","30660","27570"
"Leaver CS","2022","Unknown","Undeclared","East Midlands (England)","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","London","70","60","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","North East (England)","60","50","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","North West (England)","90","70","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Scotland","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","South East (England)","60","50","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Wales","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","West Midlands (England)","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Yorkshire and The Humber","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","East Midlands (England)","450","410","25190","21260"
"Leaver CS","2022","Unknown","Unknown","East of England","390","360","33160","27570"
"Leaver CS","2022","Unknown","Unknown","London","2060","1950","40890","33570"
"Leaver CS","2022","Unknown","Unknown","North East (England)","550","480","27730","22080"
"Leaver CS","2022","Unknown","Unknown","North West (England)","820","760","28180","24880"
"Leaver CS","2022","Unknown","Unknown","Northern Ireland","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Overseas","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Scotland","1070","970","31620","27230"
"Leaver CS","2022","Unknown","Unknown","South East (England)","700","640","28180","24880"
"Leaver CS","2022","Unknown","Unknown","South West (England)","560","530","29820","25630"
"Leaver CS","2022","Unknown","Unknown","Unknown","610","550","35150","30780"
"Leaver CS","2022","Unknown","Unknown","Wales","420","390","27790","24030"
"Leaver CS","2022","Unknown","Unknown","West Midlands (England)","530","500","30290","25000"
"Leaver CS","2022","Unknown","Unknown","Yorkshire and The Humber","660","610","30470","26560"
"Leaver Dept.","2021","Heterosexual / straight","Declared disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Declared disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Declared disabled","London","260","260","41940","36800"
"Leaver Dept.","2021","Heterosexual / straight","Declared disabled","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Declared disabled","North West (England)","60","60","31770","27570"
"Leaver Dept.","2021","Heterosexual / straight","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Declared disabled","South East (England)","40","30","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Declared disabled","South West (England)","60","60","32400","30950"
"Leaver Dept.","2021","Heterosexual / straight","Declared disabled","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Declared disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Declared disabled","West Midlands (England)","40","40","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Declared disabled","Yorkshire and The Humber","40","40","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Declared non-disabled","East Midlands (England)","100","100","25600","21880"
"Leaver Dept.","2021","Heterosexual / straight","Declared non-disabled","East of England","90","90","32560","29770"
"Leaver Dept.","2021","Heterosexual / straight","Declared non-disabled","London","2260","2190","44630","39250"
"Leaver Dept.","2021","Heterosexual / straight","Declared non-disabled","North East (England)","220","200","27140","24860"
"Leaver Dept.","2021","Heterosexual / straight","Declared non-disabled","North West (England)","390","370","29450","27160"
"Leaver Dept.","2021","Heterosexual / straight","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Declared non-disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Declared non-disabled","Scotland","190","180","30870","27570"
"Leaver Dept.","2021","Heterosexual / straight","Declared non-disabled","South East (England)","190","180","33180","29290"
"Leaver Dept.","2021","Heterosexual / straight","Declared non-disabled","South West (England)","430","420","34760","31950"
"Leaver Dept.","2021","Heterosexual / straight","Declared non-disabled","Unknown","190","180","38570","32000"
"Leaver Dept.","2021","Heterosexual / straight","Declared non-disabled","Wales","260","240","31110","27570"
"Leaver Dept.","2021","Heterosexual / straight","Declared non-disabled","West Midlands (England)","240","230","27800","22570"
"Leaver Dept.","2021","Heterosexual / straight","Declared non-disabled","Yorkshire and The Humber","250","240","33020","28800"
"Leaver Dept.","2021","Heterosexual / straight","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Undeclared","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Undeclared","London","90","90","41500","36120"
"Leaver Dept.","2021","Heterosexual / straight","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Undeclared","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","London","170","160","47000","40050"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","London","60","60","45260","40220"
"Leaver Dept.","2021","LGBO","Declared disabled","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","London","220","220","43000","37040"
"Leaver Dept.","2021","LGBO","Declared non-disabled","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","North West (England)","30","30","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","South West (England)","30","30","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Undeclared","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared disabled","London","40","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared disabled","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
