"Status","Year","Parent_department","Age","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Department for International Trade","50-59","Unknown","110","110","45220","39460"
"In post","2022","Department for International Trade","50-59","White","250","250","52890","51900"
"In post","2022","Department for International Trade","60-64","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","60-64","Black","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","60-64","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","60-64","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","60-64","White","50","50","[c]","[c]"
"In post","2022","Department for International Trade","65+","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","65+","Black","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","65+","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","65+","White","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","16-19","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","16-19","Black","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","16-19","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","16-19","White","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","20-29","Asian","100","100","34720","33210"
"In post","2022","Department for Levelling Up, Housing and Communities","20-29","Black","50","50","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","20-29","Mixed","40","40","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","20-29","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","20-29","Unknown","200","200","35930","33210"
"In post","2022","Department for Levelling Up, Housing and Communities","20-29","White","630","630","38090","33210"
"In post","2022","Department for Levelling Up, Housing and Communities","30-39","Asian","80","80","44840","39600"
"In post","2022","Department for Levelling Up, Housing and Communities","30-39","Black","60","50","42370","39600"
"In post","2022","Department for Levelling Up, Housing and Communities","30-39","Mixed","30","30","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","30-39","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","30-39","Unknown","150","150","48660","49700"
"In post","2022","Department for Levelling Up, Housing and Communities","30-39","White","750","720","47200","48200"
"In post","2022","Department for Levelling Up, Housing and Communities","40-49","Asian","90","80","46720","39600"
"In post","2022","Department for Levelling Up, Housing and Communities","40-49","Black","40","40","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","40-49","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","40-49","Undeclared","30","30","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","40-49","Unknown","100","90","54860","53130"
"In post","2022","Department for Levelling Up, Housing and Communities","40-49","White","670","640","49700","48200"
"In post","2022","Department for Levelling Up, Housing and Communities","50-59","Asian","30","30","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","50-59","Black","50","50","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","50-59","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","50-59","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","50-59","Unknown","70","60","46190","44340"
"In post","2022","Department for Levelling Up, Housing and Communities","50-59","White","590","560","48380","47660"
"In post","2022","Department for Levelling Up, Housing and Communities","60-64","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","60-64","Black","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","60-64","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","60-64","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","60-64","White","130","120","49880","47660"
"In post","2022","Department for Levelling Up, Housing and Communities","65+","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","65+","Black","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","65+","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","65+","White","70","50","53410","58810"
"In post","2022","Department for Transport","16-19","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","16-19","Black","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","16-19","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","16-19","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","16-19","Unknown","50","50","20150","18310"
"In post","2022","Department for Transport","16-19","White","40","30","[c]","[c]"
"In post","2022","Department for Transport","20-29","Asian","150","150","32850","30730"
"In post","2022","Department for Transport","20-29","Black","50","50","[c]","[c]"
"In post","2022","Department for Transport","20-29","Mixed","70","70","33660","34710"
"In post","2022","Department for Transport","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","20-29","Undeclared","80","80","30630","27390"
"In post","2022","Department for Transport","20-29","Unknown","590","570","29170","26410"
"In post","2022","Department for Transport","20-29","White","1310","1280","30940","26840"
"In post","2022","Department for Transport","30-39","Asian","180","170","38820","35060"
"In post","2022","Department for Transport","30-39","Black","60","60","38370","35060"
"In post","2022","Department for Transport","30-39","Mixed","80","70","37490","34710"
"In post","2022","Department for Transport","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","30-39","Undeclared","220","210","34580","31250"
"In post","2022","Department for Transport","30-39","Unknown","640","600","33350","26700"
"In post","2022","Department for Transport","30-39","White","2580","2410","33010","26780"
"In post","2022","Department for Transport","40-49","Asian","150","150","41800","37390"
"In post","2022","Department for Transport","40-49","Black","60","60","39390","38650"
"In post","2022","Department for Transport","40-49","Mixed","40","40","[c]","[c]"
"In post","2022","Department for Transport","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","40-49","Undeclared","270","260","34960","30780"
"In post","2022","Department for Transport","40-49","Unknown","470","450","33740","26700"
"In post","2022","Department for Transport","40-49","White","2970","2780","34990","27930"
"In post","2022","Department for Transport","50-59","Asian","130","130","42090","35060"
"In post","2022","Department for Transport","50-59","Black","80","80","39280","36320"
"In post","2022","Department for Transport","50-59","Mixed","50","40","[c]","[c]"
"In post","2022","Department for Transport","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","50-59","Undeclared","310","300","34940","30710"
"In post","2022","Department for Transport","50-59","Unknown","480","470","31840","26700"
"In post","2022","Department for Transport","50-59","White","3180","2990","33800","26830"
"In post","2022","Department for Transport","60-64","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","60-64","Black","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","60-64","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","60-64","Undeclared","110","100","32020","27930"
"In post","2022","Department for Transport","60-64","Unknown","110","100","28750","26700"
"In post","2022","Department for Transport","60-64","White","1210","980","30220","26780"
"In post","2022","Department for Transport","65+","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","65+","Black","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","65+","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","65+","Undeclared","40","30","[c]","[c]"
"In post","2022","Department for Transport","65+","Unknown","50","30","[c]","[c]"
"In post","2022","Department for Transport","65+","White","440","310","29080","26780"
"In post","2022","Department for Work and Pensions","16-19","Asian","30","30","[c]","[c]"
"In post","2022","Department for Work and Pensions","16-19","Black","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","16-19","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","16-19","White","100","100","22830","21260"
"In post","2022","Department for Work and Pensions","20-29","Asian","1690","1660","27640","27570"
"In post","2022","Department for Work and Pensions","20-29","Black","590","580","29190","31060"
"In post","2022","Department for Work and Pensions","20-29","Mixed","410","400","27240","27570"
"In post","2022","Department for Work and Pensions","20-29","Other ethnicity","90","80","28690","27570"
"In post","2022","Department for Work and Pensions","20-29","Undeclared","200","190","27870","27570"
"In post","2022","Department for Work and Pensions","20-29","Unknown","1190","1160","27560","27570"
"In post","2022","Department for Work and Pensions","20-29","White","6880","6750","26460","27570"
"In post","2022","Department for Work and Pensions","30-39","Asian","1880","1750","28440","27570"
"In post","2022","Department for Work and Pensions","30-39","Black","770","730","29240","29290"
"In post","2022","Department for Work and Pensions","30-39","Mixed","410","380","28760","27570"
"In post","2022","Department for Work and Pensions","30-39","Other ethnicity","80","80","29230","29290"
"In post","2022","Department for Work and Pensions","30-39","Undeclared","580","540","28910","27570"
"In post","2022","Department for Work and Pensions","30-39","Unknown","1620","1480","29770","27570"
"In post","2022","Department for Work and Pensions","30-39","White","10070","9270","28220","27570"
"In post","2022","Department for Work and Pensions","40-49","Asian","2200","1920","28540","27570"
"In post","2022","Department for Work and Pensions","40-49","Black","880","830","29710","29290"
"In post","2022","Department for Work and Pensions","40-49","Mixed","370","340","29320","27570"
"In post","2022","Department for Work and Pensions","40-49","Other ethnicity","100","100","29050","27570"
"In post","2022","Department for Work and Pensions","40-49","Undeclared","980","890","29090","27570"
"In post","2022","Department for Work and Pensions","40-49","Unknown","1320","1200","30400","27570"
"In post","2022","Department for Work and Pensions","40-49","White","16010","14480","29230","27570"
"In post","2022","Department for Work and Pensions","50-59","Asian","1750","1570","28470","27570"
"In post","2022","Department for Work and Pensions","50-59","Black","1390","1320","29740","30330"
"In post","2022","Department for Work and Pensions","50-59","Mixed","370","350","29330","27570"
"In post","2022","Department for Work and Pensions","50-59","Other ethnicity","150","140","30820","27570"
"In post","2022","Department for Work and Pensions","50-59","Undeclared","1890","1700","29000","27570"
"In post","2022","Department for Work and Pensions","50-59","Unknown","1270","1180","29870","27570"
"In post","2022","Department for Work and Pensions","50-59","White","25780","23340","28950","27570"
"In post","2022","Department for Work and Pensions","60-64","Asian","460","380","27730","27570"
"In post","2022","Department for Work and Pensions","60-64","Black","360","310","29140","29290"
"In post","2022","Department for Work and Pensions","60-64","Mixed","100","80","29700","27570"
"In post","2022","Department for Work and Pensions","60-64","Other ethnicity","50","40","[c]","[c]"
"In post","2022","Department for Work and Pensions","60-64","Undeclared","580","460","28250","27570"
"In post","2022","Department for Work and Pensions","60-64","Unknown","370","320","28090","26590"
"In post","2022","Department for Work and Pensions","60-64","White","8380","6470","27330","27570"
"In post","2022","Department for Work and Pensions","65+","Asian","210","150","28480","27570"
"In post","2022","Department for Work and Pensions","65+","Black","90","70","27620","27570"
"In post","2022","Department for Work and Pensions","65+","Mixed","30","20","[c]","[c]"
"In post","2022","Department for Work and Pensions","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","65+","Undeclared","190","140","27740","27570"
"In post","2022","Department for Work and Pensions","65+","Unknown","90","70","28860","27570"
"In post","2022","Department for Work and Pensions","65+","White","2170","1560","26460","27570"
"In post","2022","Department for Work and Pensions","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","16-19","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","16-19","Black","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","16-19","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","16-19","White","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","20-29","Asian","340","320","30850","28590"
"In post","2022","Department of Health and Social Care","20-29","Black","150","140","31380","29260"
"In post","2022","Department of Health and Social Care","20-29","Mixed","100","100","31770","28970"
"In post","2022","Department of Health and Social Care","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","20-29","Undeclared","50","50","30600","28590"
"In post","2022","Department of Health and Social Care","20-29","Unknown","730","730","37620","32790"
"In post","2022","Department of Health and Social Care","20-29","White","1460","1430","33440","32330"
"In post","2022","Department of Health and Social Care","30-39","Asian","370","350","38890","33400"
"In post","2022","Department of Health and Social Care","30-39","Black","170","160","37660","36330"
"In post","2022","Department of Health and Social Care","30-39","Mixed","100","90","47270","47150"
"In post","2022","Department of Health and Social Care","30-39","Other ethnicity","30","30","[c]","[c]"
"In post","2022","Department of Health and Social Care","30-39","Undeclared","100","90","40720","40060"
"In post","2022","Department of Health and Social Care","30-39","Unknown","600","580","47550","49530"
"In post","2022","Department of Health and Social Care","30-39","White","1580","1500","44330","40650"
"In post","2022","Department of Health and Social Care","40-49","Asian","330","310","48940","41880"
"In post","2022","Department of Health and Social Care","40-49","Black","140","130","42030","40060"
"In post","2022","Department of Health and Social Care","40-49","Mixed","50","40","[c]","[c]"
"In post","2022","Department of Health and Social Care","40-49","Other ethnicity","40","40","[c]","[c]"
"In post","2022","Department of Health and Social Care","40-49","Undeclared","120","110","49870","43660"
"In post","2022","Department of Health and Social Care","40-49","Unknown","520","500","52050","51440"
"In post","2022","Department of Health and Social Care","40-49","White","1630","1520","50730","49530"
"In post","2022","Department of Health and Social Care","50-59","Asian","180","170","52570","41130"
"In post","2022","Department of Health and Social Care","50-59","Black","150","140","43610","33060"
"In post","2022","Department of Health and Social Care","50-59","Mixed","40","40","[c]","[c]"
"In post","2022","Department of Health and Social Care","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","50-59","Undeclared","130","120","49900","46420"
"In post","2022","Department of Health and Social Care","50-59","Unknown","410","400","54030","53180"
"In post","2022","Department of Health and Social Care","50-59","White","1440","1360","52310","48860"
"In post","2022","Department of Health and Social Care","60-64","Asian","40","40","[c]","[c]"
"In post","2022","Department of Health and Social Care","60-64","Black","40","30","[c]","[c]"
"In post","2022","Department of Health and Social Care","60-64","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","60-64","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","60-64","Unknown","80","70","55890","51200"
"In post","2022","Department of Health and Social Care","60-64","White","370","320","54450","45490"
"In post","2022","Department of Health and Social Care","65+","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","65+","Black","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","65+","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","65+","White","130","100","52720","41520"
"In post","2022","Estyn","20-29","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","20-29","Black","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","20-29","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","20-29","White","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","30-39","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","30-39","Black","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","30-39","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","30-39","White","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","40-49","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","40-49","Black","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","40-49","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","40-49","White","30","30","[c]","[c]"
"In post","2022","Estyn","50-59","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","50-59","Black","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","50-59","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","50-59","White","40","40","[c]","[c]"
"In post","2022","Estyn","60-64","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","60-64","Black","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","60-64","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","60-64","White","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","65+","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","65+","Black","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","65+","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","65+","White","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","20-29","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","20-29","Black","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","20-29","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","20-29","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","20-29","White","110","110","32140","30350"
"In post","2022","Food Standards Agency","30-39","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","30-39","Black","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","30-39","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","30-39","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","30-39","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","30-39","White","270","260","37710","37350"
"In post","2022","Food Standards Agency","40-49","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","40-49","Black","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","40-49","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","40-49","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","40-49","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","40-49","White","300","290","41570","37910"
"In post","2022","Food Standards Agency","50-59","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","50-59","Black","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","50-59","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","50-59","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","50-59","Unknown","30","30","[c]","[c]"
"In post","2022","Food Standards Agency","50-59","White","370","360","37650","30810"
"In post","2022","Food Standards Agency","60-64","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","60-64","Black","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","60-64","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","60-64","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","60-64","White","80","70","34200","29090"
"In post","2022","Food Standards Agency","65+","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","65+","Black","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","65+","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","65+","White","40","30","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","16-19","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","16-19","Black","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","16-19","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","16-19","White","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","20-29","Asian","90","90","33500","32710"
"In post","2022","Foreign, Commonwealth and Development Office","20-29","Black","50","50","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","20-29","Mixed","80","80","35910","34580"
"In post","2022","Foreign, Commonwealth and Development Office","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","20-29","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","20-29","Unknown","260","260","35880","34440"
"In post","2022","Foreign, Commonwealth and Development Office","20-29","White","750","750","34120","33560"
"In post","2022","Foreign, Commonwealth and Development Office","30-39","Asian","130","120","43010","38860"
"In post","2022","Foreign, Commonwealth and Development Office","30-39","Black","50","50","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","30-39","Mixed","80","80","48890","52400"
"In post","2022","Foreign, Commonwealth and Development Office","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","30-39","Undeclared","70","70","45870","41200"
"In post","2022","Foreign, Commonwealth and Development Office","30-39","Unknown","440","440","49010","51500"
"In post","2022","Foreign, Commonwealth and Development Office","30-39","White","1380","1360","46950","49370"
"In post","2022","Foreign, Commonwealth and Development Office","40-49","Asian","160","150","46930","39770"
"In post","2022","Foreign, Commonwealth and Development Office","40-49","Black","70","70","42600","36390"
"In post","2022","Foreign, Commonwealth and Development Office","40-49","Mixed","60","60","51620","54370"
"In post","2022","Foreign, Commonwealth and Development Office","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","40-49","Undeclared","100","100","50820","54270"
"In post","2022","Foreign, Commonwealth and Development Office","40-49","Unknown","250","240","54230","55060"
"In post","2022","Foreign, Commonwealth and Development Office","40-49","White","1500","1460","53690","55430"
"In post","2022","Foreign, Commonwealth and Development Office","50-59","Asian","90","80","46200","39580"
"In post","2022","Foreign, Commonwealth and Development Office","50-59","Black","80","80","41120","38230"
"In post","2022","Foreign, Commonwealth and Development Office","50-59","Mixed","30","30","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","50-59","Undeclared","110","110","49710","44230"
"In post","2022","Foreign, Commonwealth and Development Office","50-59","Unknown","120","110","52670","53000"
"In post","2022","Foreign, Commonwealth and Development Office","50-59","White","1620","1590","52980","50540"
"In post","2022","Foreign, Commonwealth and Development Office","60-64","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","60-64","Black","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","60-64","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","60-64","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","60-64","White","310","290","51210","45170"
"In post","2022","Foreign, Commonwealth and Development Office","65+","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","65+","Black","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","65+","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","65+","White","100","80","47400","45690"
"In post","2022","HM Land Registry","16-19","Asian","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","16-19","Black","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","16-19","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
