"Status","Year","Sex","Disability","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Male","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Department for Transport","50","40","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Department for Work and Pensions","150","140","28890","27570"
"Leaver CS","2022","Male","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","HM Revenue and Customs","130","120","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Home Office","50","40","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Ministry of Defence","220","210","34500","33300"
"Leaver CS","2022","Male","Undeclared","Ministry of Justice","430","370","29530","23720"
"Leaver CS","2022","Male","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","UK Statistics Authority","50","50","31000","30210"
"Leaver CS","2022","Male","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Attorney General's Departments","60","60","41600","43920"
"Leaver CS","2022","Male","Unknown","Cabinet Office","220","220","50900","40600"
"Leaver CS","2022","Male","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Department for Business, Energy and Industrial Strategy","160","140","33070","30770"
"Leaver CS","2022","Male","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Department for Education","80","80","39700","36500"
"Leaver CS","2022","Male","Unknown","Department for Environment, Food and Rural Affairs","90","80","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Department for International Trade","60","50","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Department for Transport","220","210","29150","26130"
"Leaver CS","2022","Male","Unknown","Department for Work and Pensions","440","430","27890","27570"
"Leaver CS","2022","Male","Unknown","Department of Health and Social Care","500","270","51250","41030"
"Leaver CS","2022","Male","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Foreign, Commonwealth and Development Office","60","30","[c]","[c]"
"Leaver CS","2022","Male","Unknown","HM Land Registry","70","70","31710","27130"
"Leaver CS","2022","Male","Unknown","HM Revenue and Customs","770","710","[c]","[c]"
"Leaver CS","2022","Male","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Home Office","210","210","32810","28650"
"Leaver CS","2022","Male","Unknown","Ministry of Defence","780","760","32720","30780"
"Leaver CS","2022","Male","Unknown","Ministry of Justice","1090","1050","25630","21300"
"Leaver CS","2022","Male","Unknown","National Crime Agency","130","120","43340","40060"
"Leaver CS","2022","Male","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Scottish Government","450","410","34570","31740"
"Leaver CS","2022","Male","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","UK Statistics Authority","120","100","25870","22370"
"Leaver CS","2022","Male","Unknown","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared disabled","Cabinet Office","70","70","37580","32910"
"Leaver Dept.","2021","Female","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared disabled","Department for Work and Pensions","90","80","30230","27570"
"Leaver Dept.","2021","Female","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared disabled","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared disabled","HM Revenue and Customs","60","50","[c]","[c]"
"Leaver Dept.","2021","Female","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared disabled","Home Office","50","40","[c]","[c]"
"Leaver Dept.","2021","Female","Declared disabled","Ministry of Defence","60","50","34080","32750"
"Leaver Dept.","2021","Female","Declared disabled","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared disabled","Ministry of Justice","90","80","32390","26410"
"Leaver Dept.","2021","Female","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared disabled","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared disabled","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared disabled","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared disabled","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared non-disabled","Attorney General's Departments","90","90","42340","38290"
"Leaver Dept.","2021","Female","Declared non-disabled","Cabinet Office","390","380","41530","34550"
"Leaver Dept.","2021","Female","Declared non-disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared non-disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared non-disabled","Department for Business, Energy and Industrial Strategy","180","170","45480","40050"
"Leaver Dept.","2021","Female","Declared non-disabled","Department for Digital, Culture, Media and Sport","70","70","49890","49720"
"Leaver Dept.","2021","Female","Declared non-disabled","Department for Education","110","100","45910","40940"
"Leaver Dept.","2021","Female","Declared non-disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared non-disabled","Department for International Trade","50","40","[c]","[c]"
"Leaver Dept.","2021","Female","Declared non-disabled","Department for Transport","130","120","37520","34700"
"Leaver Dept.","2021","Female","Declared non-disabled","Department for Work and Pensions","630","590","29880","27570"
"Leaver Dept.","2021","Female","Declared non-disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared non-disabled","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared non-disabled","Foreign, Commonwealth and Development Office","100","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared non-disabled","HM Revenue and Customs","450","430","[c]","[c]"
"Leaver Dept.","2021","Female","Declared non-disabled","HM Treasury","50","50","[c]","[c]"
"Leaver Dept.","2021","Female","Declared non-disabled","Home Office","530","490","36580","30820"
"Leaver Dept.","2021","Female","Declared non-disabled","Ministry of Defence","290","280","35560","32420"
"Leaver Dept.","2021","Female","Declared non-disabled","Ministry of Housing, Communities and Local Government","150","140","42230","38820"
"Leaver Dept.","2021","Female","Declared non-disabled","Ministry of Justice","560","540","31600","26410"
"Leaver Dept.","2021","Female","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared non-disabled","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared non-disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared non-disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared non-disabled","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared non-disabled","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared non-disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared non-disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared non-disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared non-disabled","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared non-disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared non-disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Department for Work and Pensions","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Ministry of Justice","60","60","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Cabinet Office","290","280","35910","32000"
"Leaver Dept.","2021","Female","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Department for Business, Energy and Industrial Strategy","110","100","38440","35070"
"Leaver Dept.","2021","Female","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Department for Environment, Food and Rural Affairs","300","290","38650","35290"
"Leaver Dept.","2021","Female","Unknown","Department for International Trade","70","70","40610","37410"
"Leaver Dept.","2021","Female","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Department for Work and Pensions","70","70","29790","27570"
"Leaver Dept.","2021","Female","Unknown","Department of Health and Social Care","90","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Foreign, Commonwealth and Development Office","50","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","HM Revenue and Customs","380","360","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Home Office","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Ministry of Defence","50","50","39490","33500"
"Leaver Dept.","2021","Female","Unknown","Ministry of Housing, Communities and Local Government","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Ministry of Justice","100","90","30840","30580"
"Leaver Dept.","2021","Female","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","United Kingdom Statistics Authority","50","40","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Cabinet Office","50","50","42210","34590"
"Leaver Dept.","2021","Male","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Department for Work and Pensions","60","60","34490","27570"
"Leaver Dept.","2021","Male","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","HM Revenue and Customs","60","50","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Home Office","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Ministry of Defence","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Ministry of Justice","70","70","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Attorney General's Departments","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Cabinet Office","290","290","43900","35590"
"Leaver Dept.","2021","Male","Declared non-disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Department for Business, Energy and Industrial Strategy","160","150","46390","48700"
"Leaver Dept.","2021","Male","Declared non-disabled","Department for Digital, Culture, Media and Sport","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Department for Education","60","60","41140","37130"
"Leaver Dept.","2021","Male","Declared non-disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Department for International Trade","50","50","46090","46940"
"Leaver Dept.","2021","Male","Declared non-disabled","Department for Transport","140","140","38580","34700"
"Leaver Dept.","2021","Male","Declared non-disabled","Department for Work and Pensions","410","410","30900","27570"
"Leaver Dept.","2021","Male","Declared non-disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Foreign, Commonwealth and Development Office","80","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","HM Revenue and Customs","370","360","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","HM Treasury","60","60","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Home Office","350","330","34970","28810"
"Leaver Dept.","2021","Male","Declared non-disabled","Ministry of Defence","320","320","38230","35140"
"Leaver Dept.","2021","Male","Declared non-disabled","Ministry of Housing, Communities and Local Government","120","110","39410","33210"
"Leaver Dept.","2021","Male","Declared non-disabled","Ministry of Justice","320","320","34880","30320"
"Leaver Dept.","2021","Male","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Department for Transport","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Department for Work and Pensions","50","40","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Ministry of Justice","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Cabinet Office","260","260","36800","32000"
"Leaver Dept.","2021","Male","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Department for Business, Energy and Industrial Strategy","120","110","41670","37450"
"Leaver Dept.","2021","Male","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Department for Environment, Food and Rural Affairs","240","230","37870","34580"
"Leaver Dept.","2021","Male","Unknown","Department for International Trade","70","70","41370","38300"
"Leaver Dept.","2021","Male","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Department for Work and Pensions","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Department of Health and Social Care","60","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Foreign, Commonwealth and Development Office","70","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","HM Revenue and Customs","340","340","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
